"International_data"
"https://www.eia.gov/beta/international/data/browser/#/?pa=0000002&c=ruvvvvvfvtvnvv1urvvvvfvvvvvvfvvvou20evvvvvvvvvnnvuvs&ct=0&ug=8&tl_id=2-A&vs=INTL.2-2-AFG-BKWH.A&ord=CR&cy=2014&vo=0&v=H&end=2014"
"Tue Oct 10 2017 09:58:06 GMT+0300 (EEST)"
"Source: U.S. Energy Information Administration"
,,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"","Electricity","Billion Kwh"
"","Afghanistan",""
"","Consumption","Billion Kwh",0.87606,0.92256,0.88536,0.93,0.94767,0.96162,1.05555,1.13274,1.0044,1.01277,1.02114,1.04477,0.76805,0.72961,0.75017,0.68544,0.62057,0.56407,0.5278,0.52315,0.53431,0.65056,0.73891,0.97327,0.93142,0.97362,1.21041,1.48878,1.4290493,2.027433,2.442573,3.033803,3.89312,4.56546,4.68557
"","Albania",""
"","Consumption","Billion Kwh",2.974,2.987,2.981,2.975,2.977,3.039,3.027,3.441,3.205,3.431,1.659,1.715,1.443,1.727,2.017,2.152,2.79,2.084,2.2,3.482,3.75836,3.54878,4.54556,4.11058,3.7776,3.7388,2.99142,3.69368,4.053,4.302,4.605,5.031,4.369,4.551,5.011
"","Algeria",""
"","Consumption","Billion Kwh",5.915,6.713,7.733,8.207,8.959,9.686,10.343,11.119,11.954,12.19,12.734,13.034,14.035,14.039,14.365,14.474,15.172,15.365,16.905,18.492,19.71552,20.64764,21.62354,23.61164,24.42506,27.5164,26.91052,28.3348,30.49982,28.315,33.84,38.135,42.868,45.2014,49.20572
"","American Samoa",""
"","Consumption","Billion Kwh",0.0651,0.06231,0.06231,0.06603,0.06417,0.07719,0.06975,0.07533,0.08463,0.0837,0.08742,0.09486,0.09486,0.10695,0.11346,0.11997,0.12462,0.13113,0.13671,0.14136,0.14787,0.14973,0.15624,0.16461,0.16461,0.16554,0.16833,0.17112,0.17391,0.16554,0.14787,0.14415,0.14601,0.14508,0.14508
"","Angola",""
"","Consumption","Billion Kwh",0.736,0.737,0.815,0.832,0.86,0.826,0.886,0.894,0.893,0.899,0.958,0.899,1.013,1.062,1.071,1.074,1.085,1.216,1.328,1.106,1.19302,1.35274,1.45868,1.64976,1.59608,2.06798,2.85054,2.7178,3.64768,4.13154,4.68,4.875,5.321,7.03506,8.09566
"","Antarctica",""
"","Consumption","Billion Kwh",,,,,,,,,,,,,,,,,,,,,,,,,,0.00186,0.00186,0.00186,0.00186,0.00372,0.00372,0.00372,0.000465,0.000465,0.000465
"","Antigua and Barbuda",""
"","Consumption","Billion Kwh",0.05208,0.05487,0.05766,0.06324,0.06603,0.06696,0.07533,0.07905,0.07998,0.08184,0.08277,0.08277,0.08277,0.08277,0.08463,0.08556,0.08556,0.08649,0.08835,0.08835,0.13113,0.14973,0.1674,0.18414,0.19344,0.21204,0.22599,0.24459,0.25203,0.28644,0.29667,0.29574,0.2976,0.29946,0.30225
"","Argentina",""
