"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"AG.SRF.TOTL.K2","Surface area (sq. km)","Surface area is a country's total area, including areas under inland bodies of water and some coastal waterways.","Food and Agriculture Organization, electronic files and web site.",
