,Kyrgyzstan,Swaziland,Saudi Arabia,Mauritius,Bahrain,Democratic Republic of Congo,Morocco,Cambodia,Slovenia,Japan,Indonesia,Canada,Burundi,Zimbabwe,Comoros,Iran,Jordan,Cameroon,Mozambique,Armenia,Switzerland,Oman,Montenegro,Namibia,Austria,Sweden,Slovakia,Maldives,Singapore,India,Tanzania,Poland,Moldova,Laos,Czech Republic,Qatar,Sao Tome and Principe,Cape Verde,Latvia,Mongolia,United Kingdom,Uruguay,Mali,Thailand,Gambia,South Korea,Iraq,Venezuela,Saint Vincent and the Grenadines,Costa Rica,Brunei,Georgia,South Africa,United States,Hong Kong,Honduras,Lebanon,Belarus,France,Philippines,Peru,Tajikistan,Tonga,Burkina Faso,Panama,Uzbekistan,Germany,Sudan,Libya,Chile,Lesotho,Paraguay,Nepal,Suriname,Kenya,Turkey,Sierra Leone,Guinea-Bissau,Hungary,Chad,Dominican Republic,Congo,Nigeria,Benin,Italy,Australia,Rwanda,Cote d'Ivoire,Malaysia,Solomon Islands,Nicaragua,Serbia,Romania,Norway,Equatorial Guinea,Kazakhstan,Croatia,Portugal,Haiti,Israel,Bosnia and Herzegovina,Niger,Zambia,Vanuatu,Kuwait,Eritrea,Greece,Trinidad and Tobago,Bhutan,Lithuania,Russia,Syria,Cyprus,Ethiopia,Madagascar,Fiji,Bolivia,Vietnam,Liberia,Botswana,Brazil,Bulgaria,Argentina,Senegal,Papua New Guinea,Iceland,China,Albania,Mauritania,Sri Lanka,Estonia,Central African Republic,Malawi,United Arab Emirates,Azerbaijan,Angola,Afghanistan,Algeria,Belgium,New Zealand,Togo,Tunisia,Egypt,Yemen,Macedonia,Netherlands,Ghana,Uganda,Finland,Colombia,Guinea,Ireland,Ukraine,Mexico,Pakistan,Gabon,Spain,Bangladesh,Djibouti,Myanmar,Denmark
1960,,,,,,,,,,0.018847796,0.0144208,0.01692707,,,,,,,,,0.007706556999999998,,,,0.036909906,0.02560655641,,,,0.011981967,,0.039200000000000006,,,,,,,,,0.03683313,0.00990441,,0.012670159,,0.018097378,,0.023696177,,0.013250576000000002,,,0.017330906,0.02974631,,0.012473865999999998,,,0.02326998,0.010290743000000002,0.013325799999999999,,,,0.017259615,,0.023391834,,,0.01973,,,,,,0.0155745,,,,,0.020122900000000003,,,,0.01758477,0.02417350661,,,,,0.011201000000000001,,,0.018951651,,,,0.014762276999999999,0.00733713,0.032018149999999995,,,,,,,0.020309176,,,,,,,,,,0.010166341,,,,0.013705600000000002,,0.011812224,,,0.033333919000000004,,,,,,,,,,,,,0.02610962,0.026283685,,,,,,0.02181371,,,0.022864162,0.006900000000000001,,0.03122167,,0.00981672,0.010522986000000002,,0.011796868,,,,0.017088905
1961,,,,,,,,,,0.018577924,0.015059200000000003,0.03352434,,,,,,,,,0.008481223000000001,,,,0.036340748,0.02496083762,,,,0.01292318,,0.0428224,,,,,,,,,0.03513236,0.0130231,,0.010045089,,0.021366489,,0.01187407,,0.0142062,,,0.016443173000000002,0.03093936,0.0127336,0.011502789,,,0.02292259,0.009796081,0.014752700000000002,,,,0.019956880000000003,,0.029681898,,,0.019510000000000003,,,,,,0.0228916,,,,,0.0199568,,,,0.01830433,0.02584389969,,,,,0.00993273,,,0.021326134,,,,0.015163323,0.00830783252593476,0.03197939,,,,,,,0.0197429,,,,,,,,,,0.010694547,,,,0.012001,,0.012707059,,,0.025514611,,,,,,,,,,,,,0.02470212,0.02213621,,,,,,0.02355257,,,0.023070696,0.0088,,0.033624720000000004,,0.008524209000000001,0.011088182,,0.01068015,,,,0.016219803999999997
1962,,,,,,,,,,0.01972276,0.007886230000000001,0.03359227,,,,0.016037397,,,,,0.008554721999999999,,,,0.038189256,0.02453777127,,,,0.01257029,,0.0429577,,,,,,,,,0.03720553,0.016005299999999997,,0.012439667,,0.022442267999999998,,0.017700033,,0.014835245,,,0.016677364,0.03105139,0.0127724,0.010812887,,,0.02275925,0.011091804,0.014602200000000003,,,,0.017128669,,0.029991386,,,0.02125,,,,,,0.015734,,,,,0.0156737,,,,0.018461323,0.02510421009,,,,,0.010636,,0.0433638,0.03186629,,,,0.015081271,0.008926385607425077,0.02974446,,,,,,,0.020205445,,,,,,,,,,0.010255089,,,,0.023050900000000003,,0.011901185,,,0.025076598,,,,,,,,,,,,,0.02490999,0.022556022,,,,,,0.02340751,0.01270877,,0.024284278,0.0081,,0.033836019999999994,,0.008635295,0.012334033,,0.011153038,,,,0.017564933
1963,,,,,,,,,,0.020378916,0.0102836,0.03327078,,,,0.015163214,,,,,0.008610045,,,,0.039263407,0.025313303090000003,,,,0.01342736,,0.033305999999999995,,,,,,,,,0.04087449,0.014558,,0.012544916000000001,,0.015592185,,0.018884400000000003,,0.014224416,,,0.016567636,0.03091619,0.0123777,0.010451258,,,0.023519254,0.010635141,0.016214700000000002,,,,0.019713807,,0.030124960000000006,,,0.01893,,,,,,0.017488800000000002,,,,,0.0151262,,,,0.017497044,0.025354768750000003,,,,,0.0105007,,0.0231114,0.03329149,,,,0.015251997,0.00894931,0.02948151,,,,,,,0.020185833,,,,,,,,,,0.010816082,,,,0.0227696,,0.011787588,,,0.02643212,,,,,,,,,,,,,0.0256024,0.02038341,,,,,,0.02312832,0.015615596,,0.022037415,0.0093,,0.03587178,,0.008917439000000001,0.015400473,,0.01284673,,,,0.018702811
1964,,,,,,,,,,0.020184204,0.00954718,0.03261713,,,,0.015774481,,,,,0.009244631,,,,0.039286858,0.02426438809,,,,0.01431569,,0.033548800000000004,,,,,,,,,0.035941270000000004,0.0142515,,0.013861443,,0.012232871,,0.018063889,,0.01455377,,,0.011748359,0.03032517,0.0120692,0.0119256,,,0.021816742000000004,0.009948377,0.0168986,,,,0.014858411,,0.02999982,,,0.017759999999999998,,,,,,0.0188811,,,,,0.0166821,,,,0.018552848,0.02592528612,,,,,0.010195000000000001,,0.0251023,0.03336737,,,,0.014497137,0.008495346531100218,0.03085859,,,,,,,0.021175223,,,,,,,,,,0.010864503,,,,0.025394,,0.012595531,,,0.028393794,,,,,,,,,,,,,0.02492572,0.0212357,,,,,,0.02348785,0.016380551,,0.02333192,0.0086,,0.03710763,,0.00969059,0.012675052,,0.013183338,,,,0.018101505
1965,,,,,,,,,,0.020783281,0.0106751,0.03272746,,,,0.016647651,,,,,0.008695431,,,,0.038982042,0.025446946580000004,,,,0.01487472,,0.031750400000000005,,,,,,,,,0.03757852,0.0156191,,0.015396768,,0.013136593,,0.018892126000000002,,0.01477479,,,0.018921744,0.02978191,0.0126296,0.010924248000000001,,,0.021822788,0.009715744,0.018711900000000004,,,,0.013973513,,0.0294014,,,0.02049,,,,,,0.0189791,,,,,0.0127621,,,,0.019256710000000003,0.02830250719,,,,,0.0108926,,0.0256265,0.03436085,,,,0.014053468999999999,0.0079112,0.030336110000000006,,,,,,,0.022297185,,,,,,,,,,0.013255707,,,,0.01519408,,0.012117183,,,0.028469719,,,,,,,,,,,,,0.02581715,0.02612429,,,,,,0.02462295,0.014745291999999997,,0.023797007000000002,0.0073,,0.03831887,,0.011441419,0.011860207,,0.014563325,,,,0.017595901
1966,,,,,,,,,,0.02124409,0.00917722,0.03366046,,,,0.020732825,,,,,0.009222437,,,,0.039369882,0.027304844039999995,,,,0.01502606,,0.0317322,,,,,,,,,0.03876579,0.014056200000000001,,0.015406394,,0.016050404,,0.019285,,0.01534047,,,0.018990984,0.03072857,0.0126007,0.011800036000000002,,,0.02208657,0.010055984,0.0185672,,,,0.014768495,,0.02942619,,,0.02052,,,,,,0.018942700000000003,,,,,0.0152298,,,,0.019812041,0.02799941007,,,,,0.0122439,,0.0273339,0.03487158,,,,0.015050413,0.0071994,0.03217651,,,,,,,0.023435747000000003,,,,,,,,,,0.013316196,,,,0.016057400000000003,,0.012590199,,,0.028529641,,,,,,,,,,,,,0.02748508,0.02748021,,,,,,0.02563016,0.009763029,,0.023905571,0.008400000000000001,,0.03958171,,0.01395644,0.012901805,,0.012212805,,,,0.021563609
1967,,,,,,,,,,0.02044706,0.0103774,0.03589345,,,,0.022502047,,,,,0.008938119999999999,,,,0.04136193,0.0285293612,,,,0.01510377,,0.0296043,,,,,,,,,0.04315382,0.0147059,,0.016299186,,0.016796762,,0.019957095,,0.01591718,,,0.019591234,0.03263899,0.0119045,0.011806032,,,0.022277011000000003,0.010415838,0.0190567,,,,0.015649841,,0.03020044,,,0.01914,,0.012408806,,,,0.020099,,,,,0.0150287,,,,0.018706768,0.0288071066,,,,,0.012673899999999998,,0.0305701,0.03632601,,,,0.014752264,0.0075226,0.03675184,,,,,,,0.025198647999999997,,,,,,,,,,0.0131084,,,,0.01454859,,0.013340315,,,0.031873952000000004,,,,,,,,,,,,,0.02789963,0.02863477,,,,,,0.02543011,0.012392143000000001,,0.024242786,0.0086,,0.04221093,,0.0140651,0.013683575,,0.012924145,,,,0.02254331
1968,,,,,,,,,,0.020645962,0.00882213,0.03698891,,,,0.024156881,,,,,0.009109667,,,,0.041643101,0.02921290534,,,,0.01392287,,0.0273325,,,,,,,,,0.04355492,0.0141333,,0.016822703999999997,,0.018648791,,0.019953356,,0.014807826,,,0.02047449,0.032979619999999994,0.011654799999999998,0.011970715,,,0.023581671,0.011536739,0.0183531,,,,0.014995296000000003,,0.03009557,,,0.01931,,0.013743271,,,,0.0190179,,,,,0.0154779,,,,0.03383943,0.02767564922,,,,,0.0108602,,0.0317671,0.03773272,,,,0.014863265,0.010280200000000001,0.04207617,,,,,,,0.027024361,,,,,,,,,,0.01454628,,,,0.01568488,,0.013193254,,,0.033687753,,,,,,,,,,,,,0.02912279,0.02895309,,,,,,0.02680261,0.012504285,,0.026133683,0.0093,,0.04290049,,0.0134245,0.0136606,,0.013358345999999998,,,,0.024619302000000003
1969,,,,,,,,,,0.020361494,0.012762,0.037302680000000005,,,,0.025660038174059513,,,,,0.009673993,,,,0.041482343,0.0297068835,,,,0.01280124,,0.026256,,,,,,,,,0.04233543,0.0146245,,0.016752132,,0.01998419,,0.02118263,,0.01611144,,,0.01994361,0.032601170000000006,0.0107978,0.014028193,,,0.022313811000000003,0.011774801,0.016411500000000002,,,,0.021432777000000004,,0.03119344,,,0.018690000000000002,,0.014369972,,,,0.020483900000000003,,,,,0.0154534,,,,0.03333845,0.02713754647,,,,,0.0110963,,0.0320639,0.03956512,,,,0.015485317,0.0101039,0.044227020000000006,,,,,,,0.030442431,,,,,,,,,,0.012958039,,,,0.0127147,,0.0151355,,,0.030788481,,,,,,,,,,,,,0.02909892,0.02883815,,,,,,0.04484074,0.012011528999999998,,0.022770712,0.0096,,0.04558438,,0.01434231,0.0156331,,0.012830087,,,,0.025620999999999998
