,age_dependency_ratio_normalized,ages_65_and_older_percentage_normalized,agricultproductstotal-export_value_base_price_normalized,agricultproductstotal-import_value_base_period_price_normalized,annual_co_emissions_per_country_normalized,births_per_1000_normalized,co_emissions_per_capita_international_normalized,daily_per_capita_fat_supply_normalized,daily_per_capita_protein_supply_normalized,daily_per_capita_supply_of_calories_normalized,deaths_per_1000_normalized,democracy_scores_normalized,exports_of_goods_and_services_percentage_of_gdp_normalized,fertility_rate_normalized,food_excl_fish-export_value_base_price_normalized,food_excl_fish-import_value_base_period_price_normalized,gross_capital_formation_normalized,historical_gov_spending_gdp_normalized,imports_of_goods_and_services_percentage_of_gdp_normalized,infant_mortality_per_1000_normalized,life_expectancy_female_normalized,life_expectancy_male_normalized,life_expectancy_normalized,military_expenditure_as_share_of_gdp_normalized,population_estimates_and_projections_normalized,pupil-teacher_ratio_processed,rural_population_percentage_normalized,share_of_a_countrys_population_that_is_not_born_within_the_country_normalized,surface_area_sq_km,trade_as_share_of_gdp_normalized,young_pregnancies_normalized,gdp_per_capita
"Iran, Islamic Rep. : 2003",0.898347947317,0.647936967214,,,,0.853486864952,,,,,0.853486864952,0.882977283307,0.947154294606,0.739367529229,,,1.77025850612,,1.03799533774,0.509433962264,1.02656754027,1.05246353191,1.03985892112,,,,0.650008802746,,1745150.0,,0.642878717726,2231.34279556
"Iran, Islamic Rep. : 2004",0.844662999398,0.661110623381,,,,0.85638036323,,,,,0.85638036323,0.822443720785,0.947019546634,0.722125004026,,,1.77772132684,,1.01103940536,0.5,1.0284189862,1.05018437452,1.03966048143,,,,0.642809713148,,1745150.0,,0.648631044294,2638.67907514
"Iran, Islamic Rep. : 2005",0.797263444975,0.673806662381,,,,0.863001556261,,,,,0.863001556261,0.818458388165,1.08754091588,0.712285323209,,,1.46092075963,,0.900645979389,0.489841986456,1.03096030423,1.04913920666,1.04042102602,,,,0.635667269867,,1745150.0,,0.651076432064,3121.84490605
"Iran, Islamic Rep. : 2006",0.772848215958,0.669851445158,,,,0.873954720328,,,,,0.873954720328,0.808973544813,1.02291720206,0.704675617387,,,1.42654706553,,0.835973277003,0.478971962617,1.0322501051,1.04785361808,1.04041787195,,,,0.628463243365,,1745150.0,,0.65104547458,3631.24304666
"Iran, Islamic Rep. : 2007",0.753990572595,0.665204593307,,,,0.88468679008,,,,,0.88468679008,0.825464837376,0.984256948689,0.700406636757,,,1.44715859527,,0.75170564402,0.468599033816,1.03342683876,1.04805803476,1.04110042213,,,,0.622219891636,,1745150.0,,0.647807356246,4685.1217187
"Iran, Islamic Rep. : 2008",0.741306601806,0.659583387512,,,,0.896747666414,,,,,0.896747666414,0.802439151527,0.892245553061,0.699382907429,,,1.53353108598,,0.744300708642,0.456359102244,1.03469364405,1.04990059091,1.04264227883,,,,0.61655870857,,1745150.0,,0.640791734409,5452.4896708
"Iran, Islamic Rep. : 2009",0.733930805479,0.652995762234,,,,0.911304526524,,,,,0.911304526524,0.798491365974,0.886064249745,0.702126235112,,,1.63266001641,,0.845975289794,0.447028423773,1.03508186892,1.05240210828,1.04406460603,,,,0.610861112822,,1745150.0,,0.633395074257,5414.45635468
"Iran, Islamic Rep. : 2010",0.730461001132,0.645725990561,,,,0.924084469274,,,,,0.924084469274,0.752310806374,0.880695970557,0.703705882966,,,1.53661247516,,0.721601544755,0.437333333333,1.03569815458,1.05625968556,1.0462791206,,,,0.605129149529,,1745150.0,,0.62692811146,6273.37844112
"Iran, Islamic Rep. : 2011",0.728735637944,0.635689191763,,,,0.930327451768,,,,,0.930327451768,0.756896302926,0.840625007451,0.704227449103,,,1.4341007643,,0.54981623081,0.433701657459,1.03573141061,1.06012026247,1.04819875215,,,,0.599320237055,,1745150.0,,0.621658055328,7842.43467287
"Iran, Islamic Rep. : 2012",0.72941403866,0.625339527209,,,,0.928086354103,,,,,0.928086354103,0.759039542475,0.732113285421,0.701320572014,,,1.57287371231,,0.688463275106,0.432664756447,1.03624486941,1.06395911041,1.05035110384,,,,0.593490281662,,1745150.0,,0.617308836439,7680.60064377
"Iran, Islamic Rep. : 2013",0.732382724019,0.616140208828,,,,0.924940773005,,,,,0.924940773005,,0.903854283068,0.699656622726,,,1.3298833682,,0.663406278382,0.430267062315,1.03641839026,1.06676660848,1.05182259883,,,,0.587812828891,,1745150.0,,0.609882021874,6607.06835375
"Iran, Islamic Rep. : 2014",0.737259355166,0.609939786579,,,,0.910211964024,,,,,0.910211964024,,0.798317963568,0.693821723868,,,1.37328388836,,0.635932799882,0.426380368098,1.03656951931,1.06862906985,1.05281633836,,,,0.582271509462,,1745150.0,,0.603231493836,5424.30997419
"Iran, Islamic Rep. : 2015",0.743317574255,0.607773180291,,,,0.896332169592,,,,,0.896332169592,,0.672308211287,0.687420974821,,,1.51027763815,,0.67209423996,0.422712933754,1.03703450328,1.06974540099,1.05360820752,,,,0.576842444257,,1745150.0,,0.597326084469,4957.58127646
Iraq : 2001,1.44833354209,0.494132674234,9.35964183018e-06,0.00442389019285,0.00355258522205,1.66244854416,0.00349162011173,0.00391360612412,0.00406511194499,0.0048515373605,1.66244854416,0.69611308634,2.56080180854,1.81688489734,1.19825996126e-05,0.00489634329481,1.82019897461,,2.48068303278,0.684824902724,1.01644624517,1.01530129751,1.01629198683,0.00124952411741,0.00320146642021,20.1518063069,0.593064492873,0.000257141529166,438320.0,0.126780255977,1.20903949505,1812.70099343
Iraq : 2002,1.45498602652,0.484787079086,8.55592437072e-05,0.00394232798018,0.00355384570581,1.67015220304,0.00345321626685,0.00354066613241,0.00418213156531,0.00486328434373,1.67015220304,0.690305431725,2.77245133464,1.79819522627,0.000106732030661,0.00425882645779,0.783538153436,,2.0118191391,0.69898989899,1.0107642795,1.00870674044,1.01015294885,0.00121168271852,0.00325482633731,19.4370834955,0.597585984002,0.000243848141391,438320.0,0.119762047747,1.25097528041,1321.66361515
Iraq : 2003,1.46175885906,0.475890519016,7.67692930509e-05,0.00292237521271,0.00352902913352,1.67902676493,0.00343077692803,0.00325746940465,0.00411461607079,0.00480384649023,1.67902676493,0.805053575583,2.97646642686,1.78370015883,9.54423309789e-05,0.00316923867067,0.895609677037,,3.06166745725,0.714884696017,1.0055363631,1.00046291904,1.0034251606,0.00134766730591,0.00330685152448,19.4249706268,0.602240034754,0.000229899626478,438320.0,0.154234525288,1.3395620356,1159.6527974
Iraq : 2004,1.46926955711,0.468112817667,0.000222778782796,0.00413156568568,0.00421910028781,1.68582353071,0.00414408670704,0.00395690039739,0.00413469521529,0.00501066910532,1.68582353071,0.799870864512,2.03863771766,1.77403329866,0.000217522463709,0.00451791671957,0.687588738952,0.09214407446,2.39988525724,0.728260869565,0.999913573422,0.990433717215,0.995608761098,0.00167557807777,0.00335749801027,20.5299396515,0.607051713048,0.000215070981458,438320.0,0.120233977122,1.42752899943,1391.816923
Iraq : 2005,1.47747251651,0.461629046376,4.4273950356e-05,0.00489298663874,0.00406251906889,1.69437529274,0.00397439504783,0.00418606342232,0.00401955426769,0.00494636008071,1.69437529274,0.884185870259,1.89321063723,1.77507259957,5.42089469242e-05,0.00546664701506,0.892316201124,0.0633216526,2.22656559196,0.744920993228,0.995930259347,0.981350919546,0.989087183559,0.00224258030532,0.0034070262547,20.1714121434,0.611997765459,0.000199137203362,438320.0,0.115742540309,1.51148562036,1849.60391077
Iraq : 2006,1.48305062008,0.457112709822,1.53455701434e-05,0.00516937525235,0.00341597494284,1.70699946244,0.0033089755963,0.00379748925421,0.00401468361185,0.00493267952128,1.70699946244,0.878099109843,1.70040379043,1.77593871662,1.63886491437e-05,0.00590257812026,0.747336344884,0.05078737779,1.34586015214,0.757009345794,0.991620557842,0.972357876496,0.98243188883,0.00189757172208,0.00345477576173,18.94617536,0.616986631132,0.000182571246214,438320.0,0.0896505198582,1.59239834676,2351.81242859
Iraq : 2007,1.49173743237,0.453176406922,5.64251239451e-05,0.00394868849228,0.00208967221118,1.71585755505,0.00201599125265,0.00366859268349,0.00411479184505,0.00490803874442,1.71585755505,0.801608177394,1.52114620151,1.78117951753,7.07223119563e-05,0.00446763157655,0.363543673175,0.0466788444,0.97137554586,0.768115942029,0.987810775622,0.965520070934,0.977102907126,0.00223992802515,0.00350144130077,16.955450058,0.622040036195,0.000165860936297,438320.0,0.0740928531055,1.66757398635,3129.22492225
Iraq : 2008,1.50041003568,0.448506199536,7.33478939152e-05,0.00468296687875,0.0030447887928,1.72579202064,0.00293926655046,0.00401533767181,0.00413803715389,0.00484901826916,1.72579202064,0.871869423205,1.63755767144,1.79054611621,9.35242089584e-05,0.00518625562495,0.594763328347,0.0575680056,1.01745400031,0.778054862843,0.984474261484,0.961303244768,0.973314850147,0.00236775982414,0.00355018845754,16.955450058,0.627278133436,0.000148803579028,438320.0,0.0810555432666,1.67612409526,4521.0324702
Iraq : 2009,1.50559773018,0.441344769501,4.75696993443e-05,0.00504063824408,0.00345156382112,1.74149896198,0.00341113105925,0.00430683375231,0.00443045412334,0.005003720505,1.74149896198,0.839649277886,1.48449565196,1.80642974372,5.97007506108e-05,0.00562140524876,0.484816329564,0.05917315274,1.51732291686,0.790697674419,0.980695954569,0.959004108591,0.970254470662,0.00289911758775,0.00360509514885,16.955450058,0.632579259547,0.000131196479826,435240.0,0.078687378819,1.68394155714,3735.14483603
Iraq : 2010,1.50625580424,0.4309567342,2.82158932537e-05,0.00466377277628,0.00352214295853,1.75735712746,0.00345368916797,0.00443242240592,0.00435912452288,0.00511486496144,1.75735712746,0.953927790623,1.36674188099,1.81887038985,3.58025549319e-05,0.00531148545805,0.65679120503,0.0511986991,1.20930511755,0.8,0.977602130591,0.959307680051,0.968836555909,0.00270935227972,0.00366867796904,16.955450058,0.637925690894,0.000112836944109,435240.0,0.0734974796202,1.69453253852,4502.74904826
Iraq : 2011,1.49615519984,0.418704508296,3.12553481333e-05,0.00478386526591,0.00405999670742,1.7665808418,0.00405357772295,0.00454543637921,0.00432197694993,0.00509827570347,1.7665808418,0.922275361422,1.45495348741,1.82858375246,3.92290080475e-05,0.00536713871554,0.632778923673,0.04535017773,0.922357363142,0.809392265193,0.974555248953,0.9607961108,0.968029999468,0.00230344021963,0.00374214318758,16.955450058,0.643062290467,,435240.0,0.0721713282234,1.7087725783,5854.61449711
Iraq : 2012,1.48185521664,0.40418347086,3.78146186013e-05,0.00478734496873,0.00453159352407,1.76635131085,0.00434617639957,0.0042778330949,0.00443851283142,0.00515271572792,1.76635131085,0.913142204211,1.45528625793,1.82858670384,4.72850788597e-05,0.00520236610566,0.55365937661,,0.966355531346,0.822349570201,0.972605644343,0.963095856157,0.968178656958,0.00189956836614,0.00382371495646,16.955450058,0.648023021934,,435050.0,0.0735489783047,1.72607852795,6651.12241981
Iraq : 2013,1.46574697198,0.389827116359,3.05261018129e-05,0.00463412071649,0.00489743639268,1.77140578789,0.00462589801998,0.00423742521948,0.00449435186474,0.00516436688312,1.77140578789,,1.30530096394,1.82915440163,3.7060102549e-05,0.0050290518529,1.11489969789,,1.20727686027,0.827893175074,0.971043388478,0.964906264407,0.968282454244,0.00331567982456,0.00391013035853,,0.652752555435,,435050.0,0.0756877192982,1.78700419992,6925.22404568
Iraq : 2014,1.45072967441,0.378425310446,,,0.00494639032495,1.76203316738,0.00453657174763,,,,1.76203316738,,1.36544783869,1.81823538409,,,1.05698490859,,1.24360954704,0.834355828221,0.970080264014,0.966113313629,0.968391151027,0.00295064656433,0.00399680724587,,0.657219258736,,435050.0,0.0782873538012,1.85283078233,6703.07473723
Iraq : 2015,1.43773021623,0.37106536507,,,,1.76237257785,,,,,1.76237257785,,1.19042699027,1.80498971265,,,1.00858669098,,1.42867797786,0.83596214511,0.969945840649,0.966750815792,0.968643316851,0.00534637052933,0.00408054130801,,0.661424337304,,435050.0,0.0759295284692,1.92402300499,4974.02693017
Iceland : 2001,0.88835598296,1.67251457473,4.10404643416e-05,0.000443188662811,8.74675087971e-05,0.676422227005,0.00742428697442,0.00933418390595,0.00925573603233,0.00677579397109,0.676422227005,1.37530677905,1.4643685086,0.738725093788,3.39375118888e-05,0.000428966294915,0.952076157464,0.04772602,1.54083820408,0.0583657587549,1.18512749234,1.18777964433,1.18692789541,,3.7346701271e-05,,0.140826888165,0.00259231759521,103000.0,0.0755299712208,0.34017082059,28585.9254005
Iceland : 2002,0.894147997501,1.65415804518,3.72671724679e-05,0.000428765582306,8.84130382349e-05,0.670056795072,0.00756768671246,0.00993735910844,0.00965583708343,0.00687966367991,0.670056795072,1.36760926706,1.41034605121,0.73668367368,3.68892670356e-05,0.000417025916469,0.8442434133,0.04898005,1.40542271719,0.0565656565657,1.17103249672,1.18719359416,1.17953855996,,3.72382682753e-05,,0.139670211193,0.00273800255988,103000.0,0.0702636806186,0.326945447838,31996.2017229
Iceland : 2003,0.90263530278,1.63497542677,3.03869829772e-05,0.000443763816289,8.3936583142e-05,0.686669414247,0.00729040097205,0.00997573063156,0.00974605456797,0.00690286289626,0.686669414247,1.36535664454,1.26837818509,0.76433318606,4.48757668051e-05,0.000434129079877,0.890396563949,0.05019969,1.43323167484,0.0566037735849,1.16682724704,1.19550281172,1.1815575533,,3.71558206846e-05,,0.138560171355,0.00288650115405,103000.0,0.0689510739513,0.32436187116,39044.0909865
Iceland : 2004,0.909927214483,1.62161405927,3.35641188622e-05,0.000428852922585,8.29960263618e-05,0.701237591305,0.00740268480147,0.0102255864477,0.0095473734973,0.00696455486122,0.701237591305,1.35324820991,1.18446964554,0.787772731665,3.72482808359e-05,0.000418953429223,1.00127062246,0.04830659,1.42821825292,0.0565217391304,1.17118535482,1.18035224361,1.17622138117,,3.71393379381e-05,,0.137483010696,0.00303863200086,103000.0,0.0707596435652,0.32038187534,46917.2721613
Iceland : 2005,0.914792877801,1.61622364878,2.71258711725e-05,0.00044439567616,7.9785890364e-05,0.700677853527,0.00721018570625,0.0101110177301,0.00959028129465,0.00699138857856,0.700677853527,1.34892672888,1.06675851701,0.797479471643,3.13238427897e-05,0.000437473331344,1.18144380274,0.04440477,1.54132532781,0.0541760722348,1.17094025141,1.18592256139,1.17886858611,,3.72106899181e-05,10.7469618585,0.136432747675,0.00319521372345,103000.0,0.073123194396,0.314472480476,56249.7505492
Iceland : 2006,0.911766069935,1.59735781693,3.3840349818e-05,0.000435346320081,7.95179613573e-05,0.710412795423,0.00716944712533,0.0102539089373,0.00987654682967,0.0070665724734,0.710412795423,1.39550345663,1.03734321134,0.812036168512,2.20674500059e-05,0.000422981384615,1.42263527094,0.04379825,1.68318010372,0.053738317757,1.15705581158,1.1784628816,1.16815919567,,3.73852540992e-05,10.5432456655,0.135364662569,0.0034038276104,103000.0,0.0794301455988,0.307121984913,56103.5411546
Iceland : 2007,0.907449255591,1.58461337096,2.84144139641e-05,0.00045952078933,7.7669232628e-05,0.718137836938,0.0070730540559,0.010288793684,0.00999192951195,0.00713408910391,0.718137836938,1.35554295083,1.10565946432,0.818707981444,2.60090762416e-05,0.000446419888509,1.16088933012,0.04486263,1.46545419072,0.0531400966184,1.15881196021,1.17447656784,1.16704763229,,3.76408886453e-05,10.3505795869,0.134332030819,0.00369791454765,103000.0,0.0758957869641,0.298067672522,68348.3181701
Iceland : 2008,0.903101264931,1.57663006924,4.66775001762e-05,0.000422350127509,6.92814708384e-05,0.751160835969,0.00639119587136,0.0101045013907,0.00965158518101,0.00704937855245,0.751160835969,1.38452624474,1.34185439616,0.845710489861,4.13637287366e-05,0.0004032907745,1.01242537239,0.04794153,1.43810821431,0.0523690773067,1.15273479402,1.17542084432,1.16444744937,,3.7912872223e-05,10.169479318,0.133336725496,0.00405708255437,103000.0,0.0846712783141,0.273759463119,55575.2919608
Iceland : 2009,0.900352442152,1.57262116982,4.13508052789e-05,0.000407092228282,6.77964131823e-05,0.787670214392,0.00639138240575,0.00987463182539,0.00962690460085,0.00695724186562,0.787670214392,1.35585503263,1.8722961289,0.883601300395,4.25456921595e-05,0.000387316494705,0.637396274943,0.05489168,1.57139918307,0.0490956072351,1.1543920017,1.16710936032,1.16112759296,0.000174539347294,3.81177969747e-05,10.0004605542,0.132327750329,0.00446093964976,103000.0,0.0903801895017,0.249079294659,40461.8925057
Iceland : 2010,0.899418483735,1.57210533297,4.58366775002e-05,0.000390369551435,6.15880011378e-05,0.77565274033,0.00586080586081,0.0096661904854,0.00934668771449,0.00682186181085,0.77565274033,1.38924302763,1.86082837645,0.877140477351,5.71333228517e-05,0.000369769040211,0.573453939589,0.05279968,1.54244403145,0.0506666666667,1.15396212027,1.16254996838,1.15862785985,0.000150034592509,3.82014672466e-05,9.84403899103,0.1313509722,0.00488909385299,103000.0,0.097135456365,0.224525614306,41676.4452734
Iceland : 2011,0.909711310986,1.58514219408,6.6944587396e-05,0.000379262717356,5.68335282808e-05,0.716222608241,0.00563976031019,0.00971500433628,0.00939076871331,0.0068440365097,0.716222608241,1.37234263412,1.85292613386,0.810563787571,5.85019456299e-05,0.000357445126808,0.63732620698,0.04988447,1.61546808768,0.0497237569061,1.14918811605,1.17099474645,1.16040820109,0.000132876112566,3.81464573012e-05,9.70073032379,0.13039377102,,103000.0,0.10517658536,0.200072678467,46000.0201705
Iceland : 2012,0.919599714759,1.60269435358,5.09630860397e-05,0.000369953834976,5.34242321436e-05,0.72000096797,0.00524300645028,0.00991200378661,0.00954077505725,0.00692466268777,0.72000096797,1.37516981562,1.86534947765,0.821293896044,6.30747088614e-05,0.000351986267133,0.662742582174,,1.69363845413,0.0487106017192,1.14803909124,1.17999161968,1.16428803808,0.000122687727123,3.79758313832e-05,9.92803955078,0.129499491164,,103000.0,0.107974477354,0.175492453362,44333.8501759
Iceland : 2013,0.929972692974,1.62275940173,5.37056437392e-05,0.000373569763377,5.62075608501e-05,0.691370913051,0.00557210443315,0.00996963552729,0.00943227641076,0.00685876623377,0.691370913051,,1.82286527693,0.781897673342,5.67815448054e-05,0.000347668707598,0.639682629233,,1.59088080963,0.0474777448071,1.13595342514,1.16012417906,1.14831520652,0.000122687727123,3.77393456036e-05,9.85604953766,0.128647764358,,103000.0,0.102862140329,0.15998362737,47810.308882
Iceland : 2014,0.941333044206,1.64107670958,,,5.82561699314e-05,0.694264590046,0.00575795644891,,,,0.694264590046,,1.75915420177,0.784002299218,,,0.712944470985,,1.58209654023,0.0490797546012,1.14310113386,1.16795557469,1.15579590626,0.000122687727123,3.75016728847e-05,9.85604953766,0.127801571316,,103000.0,0.100263467239,0.14424771872,52473.1135645
Iceland : 2015,0.953993069648,1.65555136574,,,,0.655098644676,,,,,0.655098644676,,1.82827283363,0.786905386361,,,0.788710458283,,1.60979816509,0.0504731861199,1.13995415081,1.16476001903,1.15262698439,0.000122687727123,3.7312690449e-05,9.85604953766,0.127024497678,,103000.0,0.099854928851,0.128185358683,50734.4435967
Israel : 2001,1.03441445474,1.43407903075,0.001328138907,0.00400153512228,0.0026473804626,0.995843834203,0.0104013525434,0.0100238767885,0.009410532079,0.00775514157492,0.995843834203,1.23568060556,1.22947702921,1.10619347377,0.00162451698607,0.00450253314812,0.930216251702,0.06185975,1.35462013556,0.105058365759,1.1566388507,1.1786778846,1.16805644865,0.007288159034,0.000809162466257,13.435839653,0.164681469516,0.0156571914231,22070.0,0.0649255685559,0.300996849639,20306.1964622
Israel : 2002,1.04546941612,1.41590497086,0.00135044889436,0.00403867995556,0.00243598828826,1.00746128053,0.00958818559201,0.0101578850267,0.0095493388803,0.00791568023905,1.00746128053,1.22637558182,1.29356322789,1.10311700359,0.00165009464184,0.0045633850333,0.879755543729,0.06396964,1.45992232604,0.105050505051,1.15683816342,1.17057892554,1.16413587198,0.00825697849045,0.000814289311171,13.3973398209,0.1650232667,0.0157790726322,22070.0,0.0686236846646,0.304256961487,18431.156964
Israel : 2003,1.05732117452,1.39907101606,0.00165032252901,0.00378135664622,0.00243572318255,1.04200883141,0.00964906011007,0.0100432652862,0.00935612205339,0.00762813279265,1.04200883141,1.19768119474,1.33576775686,1.1330567331,0.0020266348698,0.00422870340312,0.808597287824,0.06266515,1.40868334288,0.102725366876,1.15692689464,1.16693104641,1.16237214823,0.0084596290429,0.0008193088659,13.192440033,0.16538446746,0.0159027492333,22070.0,0.0700871921293,0.304392992999,18946.9994156
Israel : 2004,1.06996449336,1.38403255438,0.00194687852108,0.00444107709765,0.00218271412466,1.03009384102,0.00881946658166,0.0104638346939,0.00966137198682,0.00766524411929,1.03009384102,1.18986120174,1.42011142734,1.1198730009,0.00242158640705,0.00488889936146,0.791444221876,0.05888044,1.46177267264,0.102173913043,1.15992395717,1.16688814958,1.16386023624,0.00813773962265,0.000825299767211,13.2007198334,0.165771216961,0.0160210561188,22070.0,0.0781581887021,0.30335135784,19888.171999
Israel : 2005,1.08321576438,1.37108992248,0.00181707313882,0.00362266195991,0.0020380833277,1.01209023287,0.00826533483399,0.010329165682,0.0095598806813,0.00764360960154,1.01209023287,1.2095234052,1.42025969596,1.10480082901,0.00223532187023,0.00388685139099,0.822737464023,0.05723292,1.47627638853,0.10158013544,1.15271004391,1.16506462689,1.15932426014,0.00757301949009,0.000832944274707,13.0188398361,0.166195973831,0.0161268281811,22070.0,0.0814774138394,0.300601204108,20611.1793052
Israel : 2006,1.08631404875,1.36306208154,0.00163751614213,0.00360020546396,0.00216055500747,1.02887370372,0.0086860609403,0.0103357751006,0.00953349918856,0.00752992021277,1.02887370372,1.18904701507,1.35755221822,1.12435777179,0.00200939692998,0.00384421854618,0.802471073441,0.05418186,1.40690169384,0.10046728972,1.15147291261,1.16660413562,1.15945285516,0.00740575031866,0.00084258141496,13.3466596603,0.166608750012,0.0161974956947,22070.0,0.0811125216421,0.296573677811,21905.0176947
Israel : 2007,1.09149491039,1.35658840219,0.00208478730672,0.00320860922675,0.00212049333524,1.03785673694,0.00847399712978,0.00993506325652,0.0092232082938,0.00727231465913,1.03785673694,1.21686194226,1.33957540189,1.13600629004,0.00257845934229,0.00336272774992,0.812304867606,0.05230432,1.41504887849,0.0990338164251,1.14491733238,1.16119731016,1.15345374293,0.00667994595903,0.000853788346709,13.1413497925,0.167045737223,0.0162217141659,22070.0,0.0814911315117,0.29098074884,25008.6037041
Israel : 2008,1.09824310574,1.35365576213,0.00188929199574,0.00321717775856,0.0022313907632,1.06249723509,0.0089545097235,0.00995058461372,0.0092194461142,0.00724473764302,1.06249723509,1.18031848551,1.25147928156,1.164327,0.00225350838872,0.00336285823612,0.771751391422,0.05140579,1.2855865207,0.0972568578554,1.14858328816,1.16072808377,1.15505113104,0.00650267617091,0.000865542126467,13.0257701874,0.167513724174,0.0162091563341,22070.0,0.0772875371591,0.282449840664,29657.4420085
Israel : 2009,1.1062843043,1.3571323984,0.0017050802184,0.00334090760966,0.00212844417885,1.07182972212,0.00868940754039,0.00982810426489,0.00894044575399,0.00720322566759,1.07182972212,1.21640746828,1.25625267136,1.1728519503,0.00207127475407,0.00355259955734,0.772019497266,0.05071478,1.17587246328,0.0981912144703,1.14750422126,1.1641842742,1.15620844151,0.00671870641447,0.000876458737915,13.0678100586,0.167974060635,0.0161694949387,22070.0,0.0637885623004,0.273697597038,27795.8767084
Israel : 2010,1.11594096258,1.36808833711,0.0016444018532,0.00336634658777,0.00216237198761,1.09800193112,0.00882609454038,0.00962815825943,0.00895792599546,0.0072179830893,1.09800193112,1.18247608391,1.21705127893,1.20806165744,0.0019996103842,0.00351526054974,0.765549292306,0.0503437,1.16704612791,0.0986666666667,1.14710146557,1.16109313885,1.15445268649,0.00622847503306,0.000885600283818,13.0587701797,0.168432488818,0.016112402719,22070.0,0.0679894600628,0.265286066003,30661.9900386
Israel : 2011,1.12986567073,1.36133861152,0.00183272380803,0.00325468233184,0.00208854907437,1.08703289478,0.00877687698273,0.00991416692089,0.00899527041038,0.00724879135705,1.08703289478,1.17364345435,1.18369581502,1.19578222127,0.00228471133678,0.00334441438776,0.836305471741,0.04839927,1.18142240208,0.0966850828729,1.1409893899,1.15938637226,1.15051103635,0.00588146417427,0.000892720138111,12.5025596619,0.168850152898,,22070.0,0.07168553022,0.25729732619,33657.1572746
Israel : 2012,1.1448962612,1.35851445113,0.00159554739808,0.00325559374779,0.00224109757528,1.10298020625,0.00924424821496,0.00996238582833,0.00909685263269,0.00734674901768,1.10298020625,1.17689386144,1.18354665562,1.2279148936,0.00196279855581,0.00328337637866,0.876878824766,,1.19239663145,0.0974212034384,1.13850614505,1.15540846094,1.14726688398,0.00572189013725,0.000898177421038,12.2551257759,0.169253312233,,22070.0,0.0720561160653,0.249581595831,32569.5968257
Israel : 2013,1.16019772847,1.35821335784,0.00177741492084,0.00311317706033,0.00198462603851,1.09897018269,0.00820045558087,0.0100079294916,0.00905086041093,0.00732548701299,1.09897018269,,1.09837576578,1.22753883431,0.0021637042095,0.00313733919915,0.82787998082,,1.04361438948,0.0979228486647,1.13866777025,1.15724188296,1.14824694584,0.00575272928621,0.0009025608533,12.1167697906,0.169633268684,,22070.0,0.0645161320781,0.236781023204,36393.6693205
Israel : 2014,1.17449589171,1.35762276191,,,0.00189704056503,1.11393199149,0.00774706867672,,,,1.11393199149,,1.06403213597,1.25115392829,,,0.828184523759,,1.02285503185,0.101226993865,1.13769000423,1.15358957746,1.14592981222,0.00586397922084,0.000906698126493,12.1135702133,0.169973086792,,22070.0,0.0626032590297,0.223966843764,37582.8462414
Israel : 2015,1.18668689829,1.35490928901,,,,1.11628809053,,,,,1.11628809053,,1.04624887935,1.25986406417,,,0.824551578044,,0.966157031924,0.10094637224,1.13455791814,1.14756798923,1.14136297595,0.00559753622637,0.000911177701755,12.1135702133,0.170290389178,,22070.0,0.0584316131466,0.21106026562,35729.3725286
Italy : 2001,0.816743177699,2.64158170089,0.0470597941666,0.0550783934817,0.0187468974221,0.441553398184,0.00790208762129,0.011317962271,0.00866705352969,0.00790150561242,0.441553398184,1.26402719236,1.00950644125,0.473541726787,0.0467290410061,0.0524345147931,0.866442277724,0.0540012,0.987180374033,0.0856031128405,1.18512749234,1.17109308483,1.17864024484,0.00189330863008,0.00759144998875,10.6989097595,0.616975646354,0.00169850408676,301340.0,0.0502082211936,0.126559797273,20400.8109026
Italy : 2002,0.83705925112,2.64950602576,0.0465980847765,0.0564713438688,0.0184335210866,0.446704530048,0.00789831380184,0.0111963747269,0.00854402605505,0.00783648062606,0.446704530048,1.37114858169,0.961426721351,0.484760759364,0.0458455217079,0.0545575625663,0.920659280116,0.05275534,0.970338572585,0.0868686868687,1.18096853002,1.16906850112,1.17553600531,0.00192354813967,0.00754370896471,10.590959549,0.620845318709,0.00180596026039,301340.0,0.0481984157316,0.132643297812,22196.5073567
Italy : 2003,0.859410242856,2.65758407407,0.0408401982377,0.0552071898616,0.0181393915379,0.456178981492,0.00789793438639,0.0109557015773,0.00840763755848,0.00772412439659,0.456178981492,1.36870246455,0.898436576514,0.495472266341,0.0405489352476,0.0541694760864,0.885663099222,0.05322301,0.91273731366,0.083857442348,1.17107025521,1.16241971505,1.16724858699,0.00192671428361,0.00750298489106,10.8275003433,0.624471919133,0.00193216325489,301340.0,0.0462686409275,0.135895848297,27387.2257971
Italy : 2004,0.881076701844,2.66608951102,0.0415119551094,0.0575034417087,0.0175285709074,0.473939889296,0.00786313888003,0.0106115910246,0.00839688874122,0.00767582854917,0.473939889296,1.27413956687,0.871774331887,0.517458559035,0.0413171489689,0.057635090683,0.860495897502,0.05230118,0.880994134435,0.0826086956522,1.17822372834,1.16688814958,1.17306911212,0.00189703863005,0.00746281202213,10.6162395477,0.628238764654,0.00207249271425,301340.0,0.0475436417999,0.138788150809,31174.5611761
