,age_dependency_ratio_normalized,ages_65_and_older_percentage_normalized,agricultproductstotal-export_value_base_price_normalized,agricultproductstotal-import_value_base_period_price_normalized,annual_co_emissions_per_country_normalized,births_per_1000_normalized,co_emissions_per_capita_international_normalized,daily_per_capita_fat_supply_normalized,daily_per_capita_protein_supply_normalized,daily_per_capita_supply_of_calories_normalized,deaths_per_1000_normalized,democracy_scores_normalized,exports_of_goods_and_services_percentage_of_gdp_normalized,fertility_rate_normalized,food_excl_fish-export_value_base_price_normalized,food_excl_fish-import_value_base_period_price_normalized,gross_capital_formation_normalized,historical_gov_spending_gdp_normalized,imports_of_goods_and_services_percentage_of_gdp_normalized,infant_mortality_per_1000_normalized,life_expectancy_female_normalized,life_expectancy_male_normalized,life_expectancy_normalized,military_expenditure_as_share_of_gdp_normalized,population_estimates_and_projections_normalized,pupil-teacher_ratio_processed,rural_population_percentage_normalized,share_of_a_countrys_population_that_is_not_born_within_the_country_normalized,surface_area_sq_km,trade_as_share_of_gdp_normalized,young_pregnancies_normalized,gdp_in_15_years
Lesotho : 1995,1.3672543138,0.651307821247,2.37834139222e-05,0.00037852331184,7.69606298484e-05,1.44811221493,0.00100386100386,0.00254538905121,0.00499894366141,0.00513386967663,1.44811221493,1.03477944681,,1.59226765413,5.90915539359e-06,0.000443826437972,,0.04219216769,,1.27666666667,0.852900741118,0.8579300924,0.855768858537,0.00343083532136,0.000249896781801,47.7105903625,1.50190669871,0.000151902968056,30360.0,,1.45556244737,2.06263437329
Lesotho : 1996,1.37627519181,0.652778532371,1.49529381973e-05,0.000469262704762,7.61748279799e-05,1.45508925582,0.00100115517905,0.00256015007246,0.00515945014459,0.0052447474743,1.45508925582,1.02519261556,,1.59619192481,4.16954970271e-06,0.000546645038841,,0.04446657487,,1.33559322034,0.825808816137,0.831120508237,0.828788285669,0.00299618861215,0.000250348222391,47.4332695007,1.50036957703,,30360.0,,1.51192361322,2.55471987579
Lesotho : 1997,1.38392010998,0.655267533843,1.63362496647e-05,0.000362028494047,7.73662664818e-05,1.4618014465,0.000993086589511,0.00262112999996,0.00524990760542,0.00530878628482,1.4618014465,1.02735484875,,1.59400733935,5.64894994984e-06,0.000418050927173,,0.04626310401,,1.39273356401,0.795350214937,0.80156060193,0.798746035532,0.00287577162662,0.000250481571453,45.6045188904,1.50145284001,,30360.0,,1.57468820668,2.32475453707
Lesotho : 1998,1.39083436759,0.657105562734,2.13081958084e-05,0.000396041215114,7.9227129688e-05,1.47011106465,0.000993921786001,0.00256455179247,0.00526268325485,0.00535120153988,1.47011106465,0.958383408261,,1.58104097557,1.95464691944e-05,0.000460021009381,,0.04559490458,,1.45035460993,0.764236687294,0.772017055823,0.768396430555,0.00299495666248,0.00025034302353,,1.50248727859,,30360.0,,1.58953442049,2.35902580524
Lesotho : 1999,1.39770472684,0.656148879926,1.60278969765e-05,0.000306468204028,7.89602739446e-05,1.47550088965,0.00100382224625,0.00259567957052,0.00532042498185,0.00538247102758,1.47550088965,0.947316290635,,1.56205514022,1.71435415744e-05,0.000353109886486,,0.05444402232,,1.51459854015,0.734317768681,0.743964177604,0.739402688605,0.00373347362493,0.000250010677836,44.3709411621,1.50349564466,,30360.0,,1.60928786916,2.38183620118
Lesotho : 2000,1.40376701441,0.65151979541,1.48647618578e-05,0.000256790761254,7.77287445361e-05,1.46628513722,0.000971381603527,0.00256853799142,0.00529077760214,0.00533592254893,1.46628513722,1.01712337229,,1.53250270178,1.53961612167e-05,0.000296113398558,,0.04775997615,,1.58380414313,0.707205875079,0.718867067166,0.713283020443,0.00344368294426,0.000249547058334,47.8835411072,1.50458626449,0.000143949632406,30360.0,,1.6335890564,2.26154874255
Lithuania : 1961,0.73401417839,1.61918296351,,,,0.714019914597,,0.00735328254585,0.00882355106067,0.0079149937345,0.714019914597,,,0.504745427052,,,,,,,1.33522539435,1.30388192518,1.32047397154,,,,0.903386723707,,65300.0,,0.189492644617,
Lithuania : 1962,0.732227830922,1.65121172172,,,,0.598158813706,,0.00756726803805,0.00894554410289,0.00798143311852,0.598158813706,,,0.486384007365,,,,,,,1.30468390347,1.27601624471,1.29123923391,,,,0.894361495467,,65300.0,,0.190159318362,
Lithuania : 1963,0.732487542097,1.6880518458,,,,0.545524593693,,0.00783211043377,0.00902622156736,0.0080598704484,0.545524593693,,,0.464565501267,,,,,,,1.31604294051,1.28022766856,1.29907121381,,,,0.884369457548,,65300.0,,0.19901487725,
Lithuania : 1964,0.73685901569,1.72751356416,,,,0.542805438089,,0.00754364284427,0.0087514774696,0.00797855793662,0.542805438089,,,0.449838341565,,,,,,,1.31928239243,1.2926422597,1.30684176492,,,,0.874208019789,,65300.0,,0.208003324089,
Lithuania : 1965,0.745081353876,1.77040932246,,,,0.526354850259,,0.0076188752388,0.008696611101,0.00793521467546,0.526354850259,,,0.441606751948,,,,,,,1.29941758538,1.27446086147,1.2877865555,,,,0.861588904503,,65300.0,,0.216816755707,
Lithuania : 1966,0.74683236131,1.79447452894,,,,0.539628465651,,0.00767265684376,0.00865354073597,0.00789101594679,0.539628465651,,,0.444295485435,,,,,,,1.28916127998,1.25771147109,1.27431464761,,,,0.848464436425,,65300.0,,0.225626056424,
Lithuania : 1967,0.753143871689,1.81796907984,,,,0.534930178157,,0.00780679416186,0.0087671939766,0.00791761767681,0.534930178157,,,0.44833840202,,,,,,0.215563506261,1.27904440957,1.23874737714,1.25981659124,,,,0.835341420492,,65300.0,,0.234309597742,
Lithuania : 1968,0.761681998981,1.84380870475,,,,0.529570359575,,0.00805549276673,0.0087857932004,0.00799223058312,0.529570359575,,,0.455291815058,,,,,,0.214548802947,1.26062856807,1.2204957713,1.24148985289,,,,0.821927762616,,65300.0,,0.249721163088,
Lithuania : 1969,0.770106073248,1.8747825746,,,,0.534778771955,,0.00795557636181,0.0088083930606,0.00794460922152,0.534778771955,,,0.474280543225,,,,,,0.219681908549,1.24510990286,1.1964333004,1.22173341548,,,,0.80851704702,,65300.0,,0.265576217949,
Lithuania : 1970,0.777063581989,1.91224387867,,,,0.545805366366,,0.0079458770576,0.00884145000125,0.00801157678816,0.545805366366,,,0.50311055831,,,,,,0.210040983607,1.23377624136,1.17879657195,1.20729128749,,,,0.794791957313,,65300.0,,0.281532100412,
Lithuania : 1971,0.77505815703,1.94223577855,,,,0.556476247085,,0.00781177439006,0.00879489536321,0.00793055585316,0.556476247085,,,0.516992562512,,,,,,0.198113207547,1.24132002373,1.1811874522,1.21229140592,,,,0.778719688908,,65300.0,,0.297989843544,
Lithuania : 1972,0.773561204325,1.97372965476,,,,0.54610319626,,0.00782675144437,0.00881222817327,0.00787715098512,0.54610319626,,,0.51626902046,,,,,,0.19679144385,1.22105475006,1.15795008048,1.19051604804,,,,0.761499843312,,65300.0,,0.313989065545,
Lithuania : 1973,0.771639858623,2.00334108254,,,,0.524424817504,,0.00807356600009,0.00881524577728,0.0079205515086,0.524424817504,,,0.503983578573,,,,,,0.206783369803,1.21590238938,1.15573128399,1.18678983682,,,,0.744527605226,,65300.0,,0.321451533338,
Lithuania : 1974,0.76893313688,2.02533342667,,,,0.536034127283,,0.0082058338462,0.00898176747316,0.00796908271276,0.536034127283,,,0.515801055741,,,,,,0.221229050279,1.20712505114,1.14231802721,1.17570435303,,,,0.727951816683,,65300.0,,0.329114820696,
Lithuania : 1975,0.765387464579,2.0375723688,,,,0.540722723018,,0.00798861953943,0.00900218694802,0.00794377301875,0.540722723018,,,0.52470631781,,,,,,0.229806598407,1.19716015457,1.1228749865,1.16102647725,,,,0.710816465465,,65300.0,,0.337486881545,
Lithuania : 1976,0.762194519475,2.02337719902,,,,0.556785471111,,0.00823115948536,0.008776465363,0.00799344368544,0.556785471111,,,0.539506026767,,,,,,0.233178654292,1.19339095414,1.11384053991,1.15463226086,,,,0.693805970376,,65300.0,,0.346884005042,
Lithuania : 1977,0.757290614804,2.00461666585,,,,0.556188348025,,0.00809237719763,0.00864259656356,0.00789234892342,0.556188348025,,,0.543192297222,,,,,,0.232860520095,1.18165354846,1.10520175605,1.14443875673,,,,0.67695351261,,65300.0,,0.357385355238,
Lithuania : 1978,0.751868686288,1.98187112823,,,,0.554490895291,,0.00805306271032,0.00862226025393,0.00785575288357,0.554490895291,,,0.540507750295,,,,,,0.232250300842,1.17135898779,1.09586400968,1.13460534148,,,,0.660895206151,,65300.0,,0.345828428712,
Lithuania : 1979,0.747449505206,1.95541146546,,,,0.557388290919,,0.00804685954542,0.00859539128151,0.00779644460009,0.557388290919,,,0.542256373643,,,,,,0.230110159119,1.1671279563,1.08317533362,1.12618837103,,,,0.648511717429,,65300.0,,0.334314028323,
Lithuania : 1980,0.744635356484,1.9258244178,,,,0.553688313389,,0.00785932525059,0.00841962896274,0.00772096637791,0.553688313389,,,0.534653196122,,,,,,0.22625,1.16167243029,1.07859750066,1.12115323253,,,,0.639685829479,,65300.0,,0.322445988084,
Lithuania : 1981,0.739594901799,1.89020118968,,,,0.544454788539,,0.00763180881854,0.00836082232217,0.00765750960898,0.544454788539,,,0.540133012372,,,,,,0.226512226512,1.15588457883,1.07186650943,1.11487275174,,,25.3035297394,0.631052137551,,65300.0,,0.310739252453,
Lithuania : 1982,0.736271021996,1.85045539653,,,,0.547759401503,,0.00758316530831,0.00839605075554,0.00769997241052,0.547759401503,,,0.541761027455,,,,,,0.22619047619,1.15507925157,1.07339787239,1.11520170272,,,,0.621957089189,,65300.0,,0.29868646123,
Lithuania : 1983,0.734774153866,1.81052433997,,,,0.599846905091,,0.00787592410223,0.00837907038029,0.00771563795292,0.599846905091,,,0.582855972715,,,,,,0.225850340136,1.14924178333,1.0690047338,1.11006363485,,,,0.612524702273,,65300.0,,0.329118056184,
Lithuania : 1984,0.734857720068,1.77710580605,,,,0.602066250453,,0.00791662843076,0.00843926137492,0.00768372447452,0.602066250453,,,0.579584945995,,,,,,0.225806451613,1.13952740348,1.05545758919,1.09843946444,,,,0.603168764384,,65300.0,,0.359296724279,
Lithuania : 1985,0.736556664897,1.75436971305,,,,0.605067381556,,0.00811634831639,0.00849248214389,0.00764133646523,0.605067381556,,,0.587215395663,,,,,,0.222222222222,1.13431890448,1.05790434826,1.09698215878,,,,0.59389321371,,65300.0,,0.389069231229,
Lithuania : 1986,0.739642800794,1.74217112806,,,,0.610698495622,,0.0079851597229,0.00853976234187,0.00758645263429,0.610698495622,,,0.604843760044,,,,,,0.21449704142,1.14422076897,1.08713591258,1.11641728171,,,25.3454399109,0.584650181361,,65300.0,,0.418630518906,
Lithuania : 1987,0.74422651609,1.74017735526,,,,0.601020639477,,0.00808006423941,0.00850482723577,0.00764018413652,0.601020639477,,,0.609695407694,,,,,,0.205748865356,1.13853314637,1.07967665806,1.10983375814,,,,0.575336052613,,65300.0,,0.447705031178,
Lithuania : 1988,0.750233245792,1.74566807761,,,,0.578378117542,,0.0081645993135,0.00848066923801,0.00760152343934,0.578378117542,,,0.593167391954,,,,,,0.197530864198,1.13399490197,1.0718638359,1.10367195081,,,,0.566217793405,,65300.0,,0.496253345795,
Lithuania : 1989,0.757618616661,1.75482577504,,,,0.57460180561,,0.00825905086707,0.00850053063532,0.00750968992248,0.57460180561,,,0.594110396804,,,,,,0.196232339089,1.1293600986,1.05867182024,1.09480156491,,,20.3888301849,0.56337931425,,65300.0,,0.544865366509,
Lithuania : 1990,0.765743736276,1.7661827059,,,,0.595045723641,,0.00807952583762,0.0085203693939,0.00757244009082,0.595045723641,,,0.62292654139,,,,,,0.213375796178,1.1247321699,1.0486520062,1.08751394822,,,18.6390399933,0.567970786039,0.00413402843508,65300.0,,0.593238698572,
Lithuania : 1991,0.774173301759,1.78984402554,,,,0.598919569708,,0.00693942087904,0.00807288190385,0.00690173226196,0.598919569708,1.128996265,,0.634395594812,,,,,,0.239935587762,1.1168963757,1.02581199176,1.07223328794,,,17.8657093048,0.572638012747,,65300.0,,0.641621981059,
Lithuania : 1992,0.784164124247,1.81299054708,0.000463952988431,0.00125079027862,0.00103127864722,0.598133558417,0.00634061473033,0.00659922254449,0.00809338773134,0.00676462987228,0.598133558417,1.1355969679,,0.639334905504,0.000362913994687,0.00121532224135,,,,0.261363636364,1.11518225541,1.01815680291,1.06755940207,,0.000545308667674,16.694360733,0.577138223653,,65300.0,,0.689524688042,
Lithuania : 1993,0.794561480704,1.8366301866,0.00076533178974,0.00130567667888,0.000806589997506,0.533632465385,0.00494879896456,0.00595589093314,0.00734467233536,0.00635523386809,0.533632465385,1.23306846952,,0.581177911243,0.000802408189112,0.00141544096096,,,,0.261865793781,1.09863669495,0.990223624211,1.04541165702,,0.000535014634465,16.8667201996,0.58191023538,,65300.0,,0.656608119039,
Lithuania : 1994,0.803818534286,1.86025254463,0.00110194804387,0.000975281317144,0.000797507141597,0.487517277047,0.00498600084378,0.00539638022382,0.00744908091816,0.00624810433728,0.487517277047,1.23119899947,,0.53715607825,0.000906992166964,0.000803047460381,,,,0.245874587459,1.09233838166,0.978241360253,1.03633697217,,0.000524632717637,16.7048397064,0.586667432789,,65300.0,,0.624022388212,
Lithuania : 1995,0.811405497909,1.88342449382,0.00101121250628,0.00122741954288,0.000729804771031,0.48809884839,0.00471042471042,0.00474672339849,0.00734830421916,0.00631448082178,0.48809884839,1.2474450781,1.68785160598,0.542659380805,0.000995365975709,0.00107867837634,0.91921083289,,2.21081887075,0.225,1.09257023188,0.986291414128,1.04041240227,0.000454372875901,0.000514531764591,16.4808807373,0.591665695086,0.00326716108202,65300.0,0.0849168977679,0.592481911477,5.52604672027
Lithuania : 1996,0.823298035627,1.912851278,0.000944833467777,0.00177335666725,0.000689430405134,0.468236814338,0.00458221024259,0.00535171310943,0.00811551717308,0.00668260832848,0.468236814338,1.23731114446,1.88207660625,0.531469490047,0.000781783800509,0.00151776532237,0.856966020904,,2.35215014622,0.203389830508,1.10026620286,1.0028062811,1.05243357917,0.000503980008349,0.000504787976323,16.3292694092,0.596569324959,,65300.0,0.0931743540927,0.562317609671,6.16700526465
Lithuania : 1997,0.833107055264,1.94225920706,0.00118319656341,0.00139665142389,0.000670027107025,0.466270321764,0.0044688896528,0.00578693020364,0.00765374616602,0.0070466500186,0.466270321764,1.22314693545,1.93580374942,0.533270548213,0.0010428679971,0.00128884810393,0.998922611102,,2.43379944687,0.190311418685,1.10692847744,1.01080903381,1.0597144944,0.000747111153619,0.000495290661242,16.012840271,0.601563160291,,65300.0,0.100009375369,0.53216489129,5.06620020178
Lithuania : 1998,0.84118233732,1.97048246498,0.00112247618316,0.00127587737241,0.000711272828927,0.465962302583,0.004740242364,0.00568188683349,0.00790147466486,0.00704233115713,0.465962302583,1.1980074287,1.66209143235,0.536568996824,0.00101006268539,0.0012053360951,1.00382808236,,2.21095782537,0.184397163121,1.10427176661,1.01461848472,1.06023827045,0.00122925433345,0.000485994644919,15.4349002838,0.606697804401,,65300.0,0.0896518082023,0.505764210246,4.96158557413
Lithuania : 1999,0.848418020746,1.99607421189,0.00123379046537,0.00107844167546,0.000592043499817,0.470472066477,0.00409250608085,0.00595527987039,0.00774268179542,0.00686396549608,0.470472066477,1.20090039111,1.35452921781,0.543000120172,0.00118941573517,0.00093495083008,0.892451552951,,1.84162444471,0.182481751825,1.10523012937,1.01673777205,1.0617656541,0.000970102491981,0.000476799989196,16.5345096588,0.611968521952,,65300.0,0.0748126693257,0.479630182848,5.31707869947
Lithuania : 2000,0.855035297162,2.01887258086,0.000994249917771,0.00122147888942,0.000510547021042,0.453027975182,0.00354927893596,0.00556491976085,0.00805566036358,0.00684870643973,0.453027975182,1.17551148246,1.47238630264,0.520953474071,0.000880009068157,0.00114214180816,0.770131978438,0.03771641042,1.77581191048,0.180790960452,1.10827143039,1.01826417199,1.06404056077,0.00121669999203,0.000467637325819,16.4478702545,0.617416732163,0.00262651162897,65300.0,0.0832742947402,0.45332594281,4.32238258199
Luxembourg : 1961,0.647326280735,2.18487917722,,,0.00153877833365,0.517825253379,0.0858398689994,,,,0.517825253379,1.28257116013,7.43924974776,,,,,,6.00450562329,,1.30698163805,1.28079417907,1.29476336415,0.0008238178363,,,0.45616046715,,,0.164152250886,0.304405241535,4.42107044775
Luxembourg : 1962,0.652359345292,2.20041646885,,,0.00148522344126,0.457920622933,0.091103268945,,,,0.457920622933,1.28389019136,7.03203971077,0.470502080594,,,,,6.20667685731,,1.30198232167,1.27510632568,1.28942196092,0.000957504112996,,,0.451372709323,,,0.155977294229,0.310504331287,4.69590244073
Luxembourg : 1963,0.656797060708,2.22267832764,,,0.00139715994349,0.437527339104,0.070823199941,,,,0.437527339104,1.28003686559,6.72636178787,,,,,,5.91105892317,,1.29353824958,1.26653969978,1.28091279441,0.000880079570452,,,0.446240482809,,,0.152089719672,0.319765795715,5.52791456457
Luxembourg : 1964,0.66212302223,2.24853884737,,,0.00143229116653,0.457099316286,0.0711002785515,,,,0.457099316286,1.34882547396,6.79635396335,0.461676192659,,,,,6.07521042793,0.218588640275,1.28120618722,1.25407316224,1.26850083982,0.00102730300538,,,0.441145902382,,,0.154376569505,0.329084937788,5.71204033028
Luxembourg : 1965,0.668755048511,2.27696223159,,,0.00136053476211,0.465286055477,0.0678791156785,,,,0.465286055477,1.30775786192,6.89998034475,0.479232439333,,,,,6.19936137431,0.212543554007,1.2687939251,1.2413881064,1.25593549013,0.00103300876921,,,0.434935662647,0.0103642223109,,0.158104811717,0.337985213942,6.15585305323
Luxembourg : 1966,0.674611936607,2.29643667228,,,0.00124205831285,0.467678003564,0.0646346441693,,,,0.467678003564,1.34698931416,6.48448623617,0.46831145762,,,1.23546868588,,5.62422710533,0.206349206349,1.25442535471,1.22675327152,1.24142738404,0.00102470095127,,,0.428596283023,,,0.150086710694,0.346752634796,4.93888012316
Luxembourg : 1967,0.682324473335,2.31429991213,,,0.00118235519965,0.447286250662,0.0624620573356,,,,0.447286250662,1.38922941409,6.73504652247,0.450348888127,,,1.56739283088,,5.32259534424,0.200357781753,1.24072225173,1.21240850192,1.2273981223,0.000844275765283,,,0.422369076483,,,0.147120048889,0.355213051281,4.47983917042
Luxembourg : 1968,0.690159470317,2.33216983886,,,0.00120535008287,0.421249149662,0.0654800998292,,,,0.421249149662,1.393993008,6.44859336206,0.430901182109,,,1.36030929607,,5.10088921105,0.196132596685,1.22914220983,1.20067128338,1.21575063371,0.000701302226998,,,0.416107486551,,,0.149041617172,0.357765939764,4.03424780369
Luxembourg : 1969,0.69624466106,2.34975873098,,,0.0012074165849,0.406431866686,0.0585045193098,,,,0.406431866686,1.37224773133,6.58317635318,0.41654204231,,,1.26463475513,,4.97364218739,0.201789264414,1.21847404951,1.18803133104,1.20410063045,0.000633088161874,,,0.409960712903,,,0.152254248582,0.360277974865,3.43119922401
Luxembourg : 1970,0.699613929154,2.36742898906,,,0.00115284391742,0.400873997896,0.0523002650511,,,,0.400873997896,1.36469184376,6.5692314969,0.412969916613,,,0.832682491363,,5.09328577453,0.197745901639,1.20848571945,1.17636060419,1.19329359886,0.000550626144788,,22.5272407532,0.403753368978,0.0109155564644,,0.156672474258,0.362295944366,2.90411082895
Luxembourg : 1971,0.69862372876,2.37336627496,,,0.00106822770342,0.411033591597,0.0463383448702,,,,0.411033591597,1.37584103795,6.44923569649,0.41831348419,,,0.970330991943,,5.70344255855,0.189727463312,1.20060577049,1.16630676349,1.1843408789,0.000575372029727,,19.7314300537,0.396367863407,,,0.163791134703,0.364365845753,4.09204928257
Luxembourg : 1972,0.695004181381,2.37726367819,,,0.00104305936113,0.379059865639,0.0455442994505,,,,0.379059865639,1.32959969205,5.97198256946,0.386098626412,,,0.943235083706,,5.19569080483,0.182887700535,1.19441649799,1.15739545689,1.17678264222,0.000595879696731,,20.0388908386,0.387979350548,,,0.151647905301,0.3653460688,4.09049916237
Luxembourg : 1973,0.689685738073,2.37895885959,,,0.00103844057615,0.353986751815,0.0442211055276,,,,0.353986751815,1.32286299494,5.76340767943,0.358691015381,,,0.856494933969,,4.72645958036,0.176148796499,1.1894627406,1.14997154016,1.17058450001,0.00057076066653,,19.2635192871,0.379869790972,,,0.157897912215,0.346266125111,3.38641509364
Luxembourg : 1974,0.684356467517,2.37654331412,,,0.00106707474356,0.374212503952,0.0466638513514,,,,0.374212503952,1.31648012024,5.87657472322,0.368762745734,,,0.654605368202,,4.10259617122,0.168715083799,1.18393625705,1.14257373189,1.16412646192,0.000553027236529,,18.5729694366,0.372102618012,,,0.175450583654,0.32708089154,2.96853745821
Luxembourg : 1975,0.679786149272,2.36879371614,,,0.000885180327402,0.382294409268,0.0393047427723,,,,0.382294409268,1.35301743262,5.59142070777,0.373071005782,,,0.758291119258,,4.72983728915,0.161547212742,1.17959863855,1.13712243584,1.1592291311,0.000702190114004,,20.0464992523,0.364158100315,0.0119202397624,,0.171450758019,0.308221327759,3.84602974876
Luxembourg : 1976,0.677094948921,2.3700016162,,,0.000836302089201,0.386558065931,0.038961038961,,,,0.386558065931,1.3482820333,5.19625984335,0.366270146613,,,0.743148689595,,4.30598455712,0.155452436195,1.17588411175,1.13298152324,1.15529068319,0.000719368359202,,19.3491096497,0.356411919284,,,0.161839062262,0.2898023192,3.76656908906
Luxembourg : 1977,0.676836141154,2.364928395,,,0.000751160644022,0.401890935347,0.0355321172301,,,,0.401890935347,1.36357675207,5.09844838751,0.380742264408,,,0.663080634845,,4.30434362808,0.151300236407,1.17172053687,1.12988053223,1.15165972028,0.000731890725358,,,0.348824760702,,,0.161019333563,0.271673097934,3.77356418396
Luxembourg : 1978,0.677427791006,2.35375079721,,,0.000784768638984,0.405901831847,0.0381315947499,,,,0.405901831847,1.35901953403,5.00872070873,0.384592053094,,,0.796123203532,,4.35544673136,0.146811070999,1.1687663178,1.12826332295,1.14935471314,0.000750206372307,,19.8086299896,0.341761073081,,,0.157597772068,0.258516179676,3.07392473356
Luxembourg : 1979,0.676390780888,2.33671588123,,,0.000778743368256,0.408022801195,0.0384354893329,,,,0.408022801195,1.36023371299,5.10784416649,0.39148265024,,,0.696668312301,,4.28230498638,0.143206854345,1.16549237244,1.12716642578,1.14715623799,0.000741733340962,,18.9855098724,0.335176456393,,,0.168756184976,0.245332945656,2.88952105928
Luxembourg : 1980,0.672323649238,2.31379680938,,,0.000717650992504,0.415266235042,0.0358273693342,,,,0.415266235042,1.37329004759,4.65098203173,0.4030049217,,,0.807477801784,,4.05604146292,0.14,1.16389932747,1.12740333846,1.14645179914,0.0008411581517,,14.2640695572,0.328686725316,0.013116085126,,0.168525203389,0.231829217999,3.08704799244
Luxembourg : 1981,0.669543492209,2.30282906159,,,0.000631229276664,0.433414667192,0.033940675929,,,,0.433414667192,1.36679775636,4.49313267622,0.422831398574,,,0.816740201081,,4.02612785932,0.140283140283,1.1614746126,1.12677736817,1.14488747306,0.000882800644862,,13.9535398483,0.324298512691,,,0.166939500037,0.218375112779,3.66997078218
Luxembourg : 1982,0.663415764016,2.28892786532,,,0.000599489887702,0.419711749204,0.0334949984844,,,,0.419711749204,1.36290381577,4.69952108604,0.409758340562,,,0.869945649512,,4.20609464835,0.138888888889,1.15994210331,1.12619647506,1.14380142287,0.000869665317651,,13.7474002838,0.325396868315,,,0.170287794547,0.204605459934,3.60897789201
Luxembourg : 1983,0.656300581421,2.27238525843,,,0.000555843734405,0.414439679881,0.0322983954991,,,,0.414439679881,1.34962343787,4.82838515275,0.396897162373,,,0.873450501056,,4.30593749385,0.137414965986,1.16027850128,1.12682736047,1.14427111015,0.000878619314431,,13.5192899704,0.326336323403,,,0.170974699773,0.198279876299,3.71457076649
Luxembourg : 1984,0.651283938166,2.25506326892,,,0.00057896293591,0.422180602452,0.035115469788,,,,0.422180602452,1.35176318204,5.18696004258,0.397589673098,,,0.858142114355,,4.59968077815,0.136044880785,1.16065321917,1.12702252584,1.14455028533,0.000841421046195,,13.24036026,0.327341847972,,,0.190185735112,0.191484926739,4.11444052221
Luxembourg : 1985,0.650063582157,2.23904678521,,,0.00057921802786,0.41071240445,0.0351782122041,,,,0.41071240445,1.37015566921,5.65832903753,0.389594829815,,,0.701626479036,,4.80823326502,0.135642135642,1.16171145134,1.12686523095,1.14497681229,0.000804337284861,,,0.328372224536,0.0145396719443,,0.201132542741,0.184266550302,3.77156417813
Luxembourg : 1986,0.649377413045,2.22178499967,,,0.000559797133347,0.427854634657,0.0342912960773,,,,0.427854634657,1.33847275384,5.60601404073,0.407984234369,,,0.850471550354,,4.72051009397,0.131656804734,1.16201410528,1.12570034217,1.14451140274,0.000772381324294,,12.60916996,0.329439361702,,,0.183574500921,0.176816810356,2.56414583076
Luxembourg : 1987,0.651914892671,2.20696143059,,,0.000521048921733,0.417782639636,0.0324041102859,,,,0.417782639636,1.33570994124,5.24236748346,0.404537237333,,,0.955267023812,,4.71678467703,0.128593040847,1.1624339928,1.12565698118,1.14468831513,0.00084917365181,,12.420249939,0.330482932792,,,0.18246772999,0.169087192711,2.27809892525
Luxembourg : 1988,0.657632319393,2.19447078896,,,0.000515589870808,0.458971022307,0.0319029211724,,,,0.458971022307,1.33029877364,5.15122918998,0.443407307847,,,0.95522943184,,4.50557532989,0.125,1.16306940752,1.12659325104,1.14547588211,0.000882160484841,,13.266169548,0.331631961883,,,0.183929892861,0.174156891102,2.50670380021
Luxembourg : 1989,0.66604028856,2.1839469747,,,0.00054466197149,0.471858436395,0.0331166674574,,,,0.471858436395,1.33214363475,5.18154218616,0.456084749062,,,0.927594899537,,4.36669807018,0.120879120879,1.16274910257,1.1275551797,1.14579826851,0.000731004104677,,,0.332703359787,,,0.185991468847,0.179025896713,2.74769023262
Luxembourg : 1990,0.676777048619,2.17512623451,,,0.000574529151458,0.498447391881,0.0336055571201,,,,0.498447391881,1.33212141248,5.02026231364,0.490976584347,,,0.980658318491,,4.34328195022,0.116242038217,1.16223800831,1.12916080685,1.14634673112,0.000730898834933,,,0.333823221964,0.0130438370017,,0.182868948561,0.183647071979,2.3174877888
Luxembourg : 1991,0.687081638835,2.16804619204,,,0.000600430318765,0.51165976485,0.0354124368478,,,,0.51165976485,1.3352162099,5.03996580257,0.504991518258,,,1.07251223333,,4.41189788394,0.109500805153,1.16459930554,1.13401602037,1.14993770833,0.000752259847972,,13.3021497726,0.332717901916,,,0.183690727698,0.18814159354,2.42491009199
Luxembourg : 1992,0.700937447012,2.16028563208,,,0.000492247738401,0.533030586072,0.0285327662865,,,,0.533030586072,1.33288906677,4.64468433608,0.532238195445,,,0.941006938637,,3.94118818343,0.102272727273,1.16173997633,1.14053670562,1.15171152985,0.000766924145438,,,0.327664656606,,,0.177769141681,0.192397623363,2.58797916541
Luxembourg : 1993,0.717521243388,2.15241690454,,,0.000497377441346,0.558452580054,0.0282842894667,,,,0.558452580054,1.3402210921,4.76319084163,0.56781749949,,,0.960679940892,,3.93274850852,0.0981996726678,1.1634002878,1.13249082319,1.14859746143,0.000655625675676,,,0.323892422398,,,0.176667949911,0.187231611532,2.75545705135
Luxembourg : 1994,0.734793772715,2.14297200152,,,0.000468160613963,0.56736924484,0.02654086603,,,,0.56736924484,1.33958757527,4.75853617071,0.588476722669,,,0.907739455121,,3.92657493325,0.0924092409241,1.16358418897,1.14498349169,1.15490341714,0.000687526623564,,,0.314721791076,,,0.180950603785,0.18226407399,2.26900562655
Luxembourg : 1995,0.751361065589,2.13192057427,,,0.000374563752138,0.569448656455,0.0215057915058,,,,0.569448656455,1.33138144187,4.65647865355,0.595174804754,,,0.846726650233,,3.80128969773,0.0866666666667,1.16769899516,1.13814848611,1.15357857034,0.000658949135858,,,0.309387896862,0.0135334856962,,0.184615134977,0.177738811121,1.98680329118
