,age_dependency_ratio_normalized,ages_65_and_older_percentage_normalized,agricultproductstotal-export_value_base_price_normalized,agricultproductstotal-import_value_base_period_price_normalized,annual_co_emissions_per_country_normalized,births_per_1000_normalized,co_emissions_per_capita_international_normalized,daily_per_capita_fat_supply_normalized,daily_per_capita_protein_supply_normalized,daily_per_capita_supply_of_calories_normalized,deaths_per_1000_normalized,democracy_scores_normalized,exports_of_goods_and_services_percentage_of_gdp_normalized,fertility_rate_normalized,food_excl_fish-export_value_base_price_normalized,food_excl_fish-import_value_base_period_price_normalized,gross_capital_formation_normalized,historical_gov_spending_gdp_normalized,imports_of_goods_and_services_percentage_of_gdp_normalized,infant_mortality_per_1000_normalized,life_expectancy_female_normalized,life_expectancy_male_normalized,life_expectancy_normalized,military_expenditure_as_share_of_gdp_normalized,population_estimates_and_projections_normalized,pupil-teacher_ratio_processed,rural_population_percentage_normalized,share_of_a_countrys_population_that_is_not_born_within_the_country_normalized,surface_area_sq_km,trade_as_share_of_gdp_normalized,young_pregnancies_normalized,gdp_in_15_years
Costa Rica : 1965,1.19175685221,0.615835846657,0.00141762007332,0.000224664997389,9.44361568654e-05,1.17147396618,0.00101413021432,0.00474377168635,0.00481810186152,0.00536750364171,1.17147396618,1.23515056758,1.95104256771,1.15906920141,0.00117806829482,0.000212379895307,,0.01477479,2.7638732757,0.599303135889,1.13803437563,1.1673859463,1.15316375261,,0.000388084404792,,0.995891304576,0.00132926276583,51100.0,0.0569530300648,1.36006886884,5.42072547514
Costa Rica : 1966,1.18326544212,0.617121581809,0.00166582439519,0.000226421494399,0.000106215778726,1.16541760965,0.00115661994829,0.00458260805609,0.00453585756446,0.00527707080767,1.16541760965,1.26716383653,2.05093669435,1.12674936171,0.001587922713,0.000219571764883,0.803027861253,0.01534047,2.45629084497,0.584656084656,1.13347633957,1.16123708172,1.14781621343,,0.000392521056163,,0.989654768516,,51100.0,0.0559765882836,1.35003186807,2.71236088072
Costa Rica : 1967,1.18122674265,0.619287722223,0.00176954826596,0.000300837947611,9.12146199862e-05,1.12885378613,0.000944350758853,0.0045067064429,0.00455766846717,0.00513178923497,1.12885378613,1.24629792752,2.12182938672,1.08224467178,0.00167791368532,0.000309133918276,0.860742087398,0.01591718,2.53706475237,0.577817531306,1.12938451352,1.15502803189,1.14267625471,,0.000396367209009,,0.983488244281,,51100.0,0.0570728747476,1.33774664832,2.50501744121
Costa Rica : 1968,1.18149185665,0.622512978397,0.00237113608757,0.000337006222033,0.000101946824104,1.07680309421,0.00105083409957,0.00451985382761,0.00466054211819,0.00524823141625,1.07680309421,1.2507578599,2.21095362505,1.04127677167,0.00230397267598,0.000341616893228,0.795173483093,0.014807826,2.53530108358,0.584714548803,1.12703381204,1.1510288896,1.13952018619,,0.000399684352619,,0.977034470491,,51100.0,0.0613084452242,1.33341452967,3.46590183075
Costa Rica : 1969,1.17778274505,0.62713894094,0.00280698249044,0.000366263971914,0.000105036517808,1.04663845368,0.000986031224322,0.00464857085764,0.00460019024457,0.00528436886098,1.04663845368,1.23063578681,2.06089812188,1.00238161766,0.00287278742155,0.000370722472393,0.853771918787,0.01611144,2.45331588087,0.623260437376,1.12531498636,1.1459322914,1.13614229475,,0.000402563883531,,0.970597460682,,51100.0,0.0594769533097,1.32845061974,3.63857649558
Costa Rica : 1970,1.16660999534,0.633622964491,0.00294437425538,0.00040689519393,0.000104859902865,1.01242269992,0.00089928057554,0.00460693277543,0.00471532497871,0.00537289054347,1.01242269992,1.24119520931,2.10501365522,0.966601160154,0.00306070258746,0.000394501582852,0.759216917178,0.01632334,2.59764132198,0.627049180328,1.12389895434,1.14149802214,1.13325924319,,0.000405107745665,29.8104095459,0.963818186237,0.000868330029252,51100.0,0.0632094432741,1.32119250875,3.29822640998
Costa Rica : 1971,1.14590576959,0.638713598105,0.00305759895695,0.00043498008841,0.000123736375646,0.999791784607,0.000969974868833,0.00474861912159,0.00480496142605,0.00550448668043,0.999791784607,1.25007369779,2.01243562199,0.940669040089,0.00320396014336,0.000414372974355,0.911828909401,0.01886073,2.80790123717,0.605870020964,1.12403623376,1.13834645652,1.13178798566,,0.000407319971593,29.5292301178,0.956867165071,,51100.0,0.0648928134325,1.31365491758,3.44670426379
Costa Rica : 1972,1.12148272687,0.645093333463,0.00316271472913,0.000370257724003,0.000136334661061,0.984688310291,0.0010731456044,0.00467935186076,0.00477846175593,0.00561522851893,0.984688310291,1.28483183855,2.23029498745,0.923989169952,0.00331527833493,0.000354028322253,0.835068941649,0.0185373,2.77285964643,0.561497326203,1.12531240544,1.13597312042,1.13125700699,,0.000409274154141,29.0738105774,0.950162570982,,51100.0,0.0677742885659,1.301749141,3.1977792338
Costa Rica : 1973,1.09470460264,0.652664497884,0.00322672336201,0.000381879268817,0.000149961139103,0.981395492856,0.00116582914573,0.00487185455626,0.00476236807913,0.00564800830884,0.981395492856,1.27801120132,2.02642519214,0.913981030332,0.00340819815585,0.000373185338189,0.869898494653,0.01971072,2.53543126983,0.514223194748,1.1273416205,1.13468672744,1.13164096757,,0.000411196802944,28.8949794769,0.944304140461,,51100.0,0.0683421212672,1.31489424388,2.68808458003
Costa Rica : 1974,1.06937116252,0.660656042658,0.00301090031662,0.00040424333148,0.000141190551311,0.994225311175,0.00109797297297,0.00485272946996,0.00466423406906,0.00565930687734,0.994225311175,1.28593994106,1.93766292435,0.909770368905,0.00310619233423,0.00039651475344,0.946990914686,0.01955843,2.68882196117,0.472625698324,1.12845220297,1.13304447092,1.13139562489,,0.000413367957207,29.0991897583,0.942890102541,,51100.0,0.0818715617173,1.32865467838,2.79172140354
Costa Rica : 1975,1.04779782144,0.668651077785,0.0029918350532,0.000345017612267,0.000152371598153,1.00843065796,0.00117914228317,0.00489110076524,0.0048597902599,0.0057658334542,1.00843065796,1.36344784681,1.83454045892,0.915829146452,0.00313148682358,0.00033858804411,0.821090339867,0.02030557,2.28402684054,0.432309442548,1.13050873803,1.13295987939,1.13239041348,,0.000415967223795,29.0693492889,0.940767155952,0.000849374893481,51100.0,0.0686097858242,1.34503374928,2.55781826693
Costa Rica : 1976,1.0234744516,0.673261809432,0.00267430563275,0.000310489235458,0.000147369429779,1.03778428287,0.00117667567332,0.00500356151748,0.00515375365058,0.00578139199575,1.03778428287,1.35965049156,1.72041950092,0.925822039512,0.00285079701819,0.00028004417343,0.885151241119,0.02117306,2.01713392939,0.385150812065,1.1332573886,1.13385538728,1.134213231,,0.000419049180129,28.2091293335,0.938848222928,,51100.0,0.0638196700459,1.36518050784,2.01321193585
Costa Rica : 1977,1.00607764839,0.676528769773,0.00259025557766,0.000292121933811,0.000179724006439,1.05342073116,0.0014264718596,0.00517825359124,0.00509496222527,0.0058149213696,1.05342073116,1.31113030005,1.82873795847,0.937895111324,0.00274780646229,0.000252543564663,0.903702857831,0.02052053,2.08646524843,0.332151300236,1.13575241472,1.13552425777,1.13630088298,,0.00042254906257,,0.937044135612,,51100.0,0.0672036848091,1.38926749542,1.88131233605
Costa Rica : 1978,0.993569021368,0.679479529936,0.00252116586258,0.000324251990973,0.000193581122027,1.0685003311,0.0015441365703,0.0050622181129,0.00498836378206,0.00569176781113,1.0685003311,1.30869853578,1.70049185454,0.950306174436,0.00266727319613,0.000295860047225,0.857980692364,0.02501733,2.10390367822,0.287605294826,1.13961042411,1.1384099044,1.13966224651,,0.000426383920834,,0.936352192806,,51100.0,0.0642126393777,1.39323845728,1.83611285458
Costa Rica : 1979,0.983328233542,0.68350913514,0.00239340893578,0.000362884469897,0.000179492573083,1.07809096034,0.00139688452421,0.00511981438577,0.00514870010504,0.00572983384173,1.07809096034,1.30760097678,1.52647390213,0.958074431871,0.00259877966065,0.000323700592664,0.915951109111,0.02697904,2.02463245094,0.260709914321,1.14314967967,1.14148872278,1.14296562644,,0.00043042377,26.7251205444,0.936684612578,,51100.0,0.0641161894244,1.3980306346,1.75584837024
Costa Rica : 1980,0.974328565036,0.689369087933,0.0020694435124,0.000434245074343,0.000160379603247,1.08002005287,0.00125786163522,0.00496144124179,0.0052184752764,0.00586272313776,1.08002005287,1.32245878681,1.40408206447,0.963987772707,0.0022793192639,0.000449291803431,0.974620110992,0.02787807,1.8478500112,0.2475,1.14795781527,1.14551430153,1.1473678038,,0.000434564861723,27.6813297272,0.937098073817,0.00162900336149,51100.0,0.0632969047436,1.40202599371,1.62173518889
Costa Rica : 1981,0.973286807899,0.694171169827,0.00205713822314,0.000395482495298,0.000150748648725,1.06157937947,0.00120186529494,0.00474156475711,0.00491430827253,0.00568778359033,1.06157937947,1.27476386192,2.26451389917,0.968965888861,0.00222688998848,0.000384732469879,1.1066876267,0.02286922,2.39199294818,0.248391248391,1.15113457746,1.14820160486,1.15027063407,,0.000438827800186,33.025390625,0.937772596272,,51100.0,0.0914445350969,1.40746483638,3.02133925723
Costa Rica : 1982,0.970005431747,0.701909225289,0.00199595904805,0.00036245144775,0.000141187808817,1.05159134451,0.00116196827321,0.00472249383908,0.00461347404605,0.00551105517212,1.05159134451,1.25482468337,2.40256488522,0.967194687085,0.00216820251018,0.000400595275002,0.990255033131,0.02031663,2.16011803203,0.253968253968,1.15400030634,1.15038090596,1.15277315377,,0.000443212104647,31.6309108734,0.937808493188,,51100.0,0.0872487691523,1.41214550686,3.29662815755
Costa Rica : 1983,0.967150337476,0.711207076645,0.00200424286391,0.000395557888181,0.000141112031644,1.07030865047,0.00119816628464,0.00465413875813,0.00499962586174,0.00572862191779,1.07030865047,1.27526048518,1.61592802548,0.966430712854,0.00217747793642,0.00041416441447,0.652778535161,0.02593096,1.62895855103,0.259863945578,1.15734143231,1.15320771708,1.15584880123,,0.000447559061295,31.9309005737,0.937300089705,,51100.0,0.0607794813769,1.41720124907,2.35422416715
Costa Rica : 1984,0.96794574193,0.720370773405,0.00205261790377,0.000354012554894,0.000129820847231,1.07388060721,0.00110724454287,0.00466331786608,0.00508099398257,0.00580361597707,1.07388060721,1.27643924331,1.50199682353,0.965414924536,0.00221147382071,0.000361857748677,0.584388435527,0.02522544,1.48329889141,0.263674614306,1.15931117949,1.15497631686,1.15771348475,,0.000451682761408,33.7853393555,0.936386455091,,51100.0,0.0580347982152,1.41954838371,2.13550863915
Costa Rica : 1985,0.973259581275,0.72873289812,0.00155471332674,0.000315176517905,0.000143182696487,1.06301171252,0.00118636199515,0.0049716494029,0.00516992985901,0.0059593381427,1.06301171252,1.30084274946,1.42802133297,0.962976785868,0.00161805879816,0.000311257892445,0.54493703083,0.02434025,1.4742226667,0.262626262626,1.16073475604,1.1557464219,1.15878894689,,0.00045546971994,31.4833393097,0.926715985182,0.00232199859155,51100.0,0.0558405859692,1.4192334257,2.16771432349
Costa Rica : 1986,0.976481138961,0.73551464875,0.00171284211886,0.000275900722673,0.000161992577049,1.04747591069,0.00133669220092,0.00507888625422,0.00497464995949,0.00594242053845,1.04747591069,1.28180270088,1.54063376203,0.961758639201,0.00186489270663,0.000310369157102,0.644915779047,0.03051292,1.49281465168,0.255917159763,1.1604727145,1.15481976824,1.15816350833,,0.000458844429008,32.2769584656,0.916909646548,,51100.0,0.0539801452771,1.41747703413,2.03585562544
Costa Rica : 1987,0.983716532395,0.741914763633,0.00180056536359,0.00038649183001,0.000165748218758,1.0344151567,0.00132261674636,0.00528564993439,0.00519483612805,0.0059949858486,1.0344151567,1.28116011234,1.46292191969,0.961642804173,0.00190007390374,0.000460719355883,0.773709624553,0.02948665,1.66880944247,0.246596066566,1.15986946031,1.15446642775,1.15767335354,,0.000461903044338,31.4895896912,0.906799085674,,51100.0,0.0574116865565,1.41369293921,1.99738032689
Costa Rica : 1988,0.993147750513,0.748230999594,0.00183961972001,0.000518625212587,0.000169816458476,1.03525951568,0.00132113323873,0.00515728199854,0.00503755724948,0.00604091612351,1.03525951568,1.27709466854,1.55634892835,0.96345654109,0.00196328655335,0.00059426010288,0.687326139473,0.02697103,1.6390468869,0.239197530864,1.15938306939,1.1546253905,1.157510961,,0.000464922852177,31.9293003082,0.8968114586,,51100.0,0.0609217738038,1.41730291179,2.02383884265
Costa Rica : 1989,1.00203021,0.755069321385,0.00215244151152,0.000616311488788,0.000167699642703,1.03519652449,0.00128101722256,0.00504022949588,0.00544190240935,0.00608536103933,1.03519652449,1.27653098122,1.57061952619,0.968880036,0.00234418247741,0.000725110773436,0.669208997795,0.0286138,1.72836777782,0.232339089482,1.15806812419,1.15446546429,1.15677417347,,0.000468268641906,32.2880706787,0.886419668925,,51100.0,0.064360638071,1.41857798456,1.94576545926
Costa Rica : 1990,1.00882231886,0.762899897818,0.00243882802453,0.000601910421807,0.000169747249294,1.02838583992,0.00122031352671,0.00554451711418,0.00548324043261,0.00615766035855,1.02838583992,1.27699858566,1.55117999163,0.973361078467,0.00265662361984,0.00071649946527,0.715790201759,0.02872331,1.85241739517,0.227707006369,1.15675979333,1.15473344728,1.1562538919,,0.000472174331169,31.8808097839,0.876003435246,0.00590424643406,51100.0,0.0665005876393,1.41732009943,1.96420704011
Costa Rica : 1991,1.00708633699,0.76685242516,0.00255581017509,0.000666726341786,0.000188736300545,1.03061762247,0.00136928089145,0.00574574361875,0.00546099621566,0.0062074617013,1.03061762247,1.28212763017,1.72992796617,0.981577263614,0.0027838654503,0.000800830737593,,0.02276976,1.9586987749,0.225442834138,1.1556329215,1.15479056386,1.15570560855,,0.000476669263956,32.1989593506,0.865454451387,,51100.0,0.0717114925067,1.41462209831,2.32345869182
Costa Rica : 1992,1.00520511179,0.771006180226,0.00260465259911,0.000441460570044,0.000176546708812,1.03033591607,0.00123719311811,0.00594235005517,0.00530178356981,0.00614348088267,1.03033591607,1.27802272662,1.70155532948,0.987886016423,0.00290060394051,0.000526015509726,,0.02162607,1.99264284307,0.222402597403,1.15492521844,1.15513117669,1.15550373266,,0.000481637326994,32.299030304,0.854461157898,,51100.0,0.0764125425675,1.40976354707,2.33775049253
Costa Rica : 1993,1.00252541519,0.776240021907,0.0028044795738,0.000518709287835,0.000182247750432,1.01927937574,0.00125623358331,0.00575907269828,0.00542881085376,0.00620623016106,1.01927937574,1.24624895765,1.77863417859,0.99301260352,0.00316730450762,0.000635535290736,,0.02291443,2.14759791246,0.220949263502,1.15430114953,1.15663075916,1.15596037003,,0.000486966584596,32.4408302307,0.843677009873,,51100.0,0.0797314809912,1.39905804885,2.42103525208
Costa Rica : 1994,0.998537998831,0.782811803541,0.00294882402146,0.000882834650055,0.000242082332589,1.00642898564,0.00161086181107,0.00583289227428,0.00553971512773,0.00616497601636,1.00642898564,1.25714017516,1.71334938493,0.991856987801,0.00329771707928,0.0010830002529,,0.0199121,2.05791465765,0.217821782178,1.15225493764,1.15671487993,1.15498824972,,0.000492508914311,31.3728294373,0.832688679906,,51100.0,0.0784022637137,1.39052399493,2.23595625189
Costa Rica : 1995,0.993441826392,0.790950853059,0.00324945270957,0.000858379737351,0.000219156128345,0.9950365997,0.00146718146718,0.0060752209801,0.00579715439858,0.00619597250607,0.9950365997,1.25086317384,1.74239156997,0.987640073065,0.00366736601497,0.00106953207027,,0.02038503,1.93816700631,0.216666666667,1.15130461775,1.15628090651,1.15427836633,,0.000498120831703,30.6089305878,0.821821208938,0.00283296645829,51100.0,0.080225587406,1.38624812057,2.50033493299
Costa Rica : 1996,0.988537313678,0.795024232599,0.00329463501075,0.00101393822895,0.000208114772645,0.976013626332,0.0013862148633,0.00607747337021,0.00537891692747,0.00602923724482,0.976013626332,1.24001682101,1.80483175705,0.976263083395,0.00359215167825,0.00125103249657,,0.02080265,2.03258134696,0.216949152542,1.14911535355,1.15399527079,1.1520168338,,0.000503804664053,29.5432891846,0.810624405402,,51100.0,0.0844922558908,1.3878640665,2.84394132086
Costa Rica : 1997,0.981137624395,0.801118126348,0.00311664119649,0.00102183890216,0.000217842903551,0.957217780369,0.00141323860815,0.00564656701389,0.00555157197143,0.00601721481324,0.957217780369,1.24214272721,1.80018038902,0.960975294024,0.00350238162179,0.00124521301926,,0.01872895,2.04428109513,0.219723183391,1.14684551455,1.15144534799,1.14958284129,,0.000509517521963,28.6127605438,0.799452046637,,51100.0,0.0880496646849,1.39303464053,2.92966548282
Costa Rica : 1998,0.97224696513,0.808827891376,0.00343894733297,0.00111774865729,0.000233494589528,0.940661398339,0.001490882679,0.0055233014753,0.00539913190428,0.0060832159244,0.940661398339,1.20293477295,1.87679032711,0.939730770464,0.00384072259179,0.00137252620418,,0.01792111,2.1139967803,0.218085106383,1.14510246714,1.14950125116,1.14773479682,,0.000515008352839,27.529340744,0.788260800282,,51100.0,0.0924898561943,1.37385697362,2.92418961346
Costa Rica : 1999,0.963022916433,0.817492137546,0.0033066775561,0.00101131181215,0.000238783479037,0.92408935698,0.00150573336937,0.00564160711512,0.00556109793448,0.00614294230061,0.92408935698,1.20516643978,1.78582867293,0.916033764372,0.00371285151135,0.00123006995413,,0.01796284,1.96194856265,0.215328467153,1.14376964752,1.14779588336,1.14623181841,,0.000519970546817,26.8220691681,0.777096400121,,51100.0,0.0879039401656,1.35758913643,2.88673860243
Costa Rica : 2000,0.953829257094,0.827066734227,0.00313122086262,0.00109302716651,0.000229800030876,0.901386988578,0.00141971157439,0.00575671179927,0.00570497210143,0.00606847406052,0.901386988578,1.21375906649,1.64690700661,0.88936877264,0.00346282239747,0.0013335079821,,0.01984967,1.73821142594,0.210922787194,1.14159107469,1.14524232397,1.14386882731,,0.000524205064841,24.9407501221,0.765851838577,0.00343212228718,51100.0,0.0868960086718,1.34358876191,2.99508231304
Cuba : 1961,0.888885889787,0.940804395231,0.0282825441007,0.00270826061445,0.00161715331363,1.0673954462,0.00396449194174,0.00527781881107,0.00457094907919,0.00542413625553,1.0673954462,0.79036451032,,0.869837969149,0.01681360643,0.00306534558922,,,,,1.20199327915,1.22745621616,1.21524990074,,0.0019238426499,,0.628155397386,,109890.0,,1.29011636338,
Cuba : 1962,0.89849137009,0.944651430369,0.0214885566243,0.00298381322779,0.00182187408794,0.97771777004,0.00482912332838,0.00520140242169,0.00465839642434,0.00554174893754,0.97771777004,0.789821461996,,0.895145097637,0.0121826535854,0.00330176238082,,,,,1.20364474419,1.22988141371,1.21728894003,,0.0019299823715,,0.629542530336,,109890.0,,1.39650722425,
Cuba : 1963,0.917976940436,0.950320301217,0.0140991257026,0.00342372949918,0.00159138397151,0.96153555669,0.00346377772865,0.00557085520348,0.0051932677583,0.00600465379536,0.96153555669,0.789128756392,,0.910548382484,0.00818001677558,0.00392923720892,,,,0.359415305245,1.20275268575,1.23017264546,1.21698012016,,0.00193617658252,,0.630439311909,,109890.0,,1.44317586207,
Cuba : 1964,0.93700406481,0.962450228138,0.0147333976365,0.00381890822571,0.00166360875063,0.994191012921,0.00348189415042,0.00579823122222,0.00495368346439,0.00579602664828,0.994191012921,0.793278278472,,0.916052377144,0.0077526825645,0.00432931893077,,,,0.347676419966,1.19880167095,1.22720544046,1.21350630387,,0.00194040028245,,0.631400795778,,109890.0,,1.49025758915,
Cuba : 1965,0.950541563923,0.983821650336,0.0180059708622,0.00320405830202,0.00162871709503,1.00039409965,0.00338043404773,0.0057412565923,0.00482796399782,0.00578228773177,1.00039409965,0.748860012833,,0.914304203472,0.0104441923333,0.00365534172611,,,,0.344076655052,1.19515794195,1.22440277744,1.2102656211,,0.0019413570671,,0.630689282156,0.00113183299519,109890.0,,1.53558383529,
Cuba : 1966,0.972453494834,0.99601512968,0.0145214468716,0.00296354216565,0.00162302413175,1.00796601512,0.00346985984488,0.00573586015838,0.00473604743343,0.00549100611068,1.00796601512,0.831393900685,,0.908604281024,0.00964315056974,0.00340043716374,,,,0.345679012346,1.1898814382,1.21984905766,1.20534295887,,0.00193857869646,,0.629747776532,,109890.0,,1.58043421302,
Cuba : 1967,0.981120371488,1.01892212739,0.0190216060301,0.00322239571071,0.00163919160184,0.98641729293,0.00350758853288,0.00578674632218,0.00509402068888,0.00563030590351,0.98641729293,0.816120835318,,0.891248491548,0.0127811081868,0.00364470169326,,,,0.351520572451,1.18513816616,1.21545251033,1.20076944729,,0.00193272019992,,0.628909880653,,109890.0,,1.62400188932,
Cuba : 1968,0.983804254565,1.04810099581,0.0149598317732,0.00318174611585,0.00157531258589,0.950548706212,0.00341521082359,0.00611531796263,0.00539766420053,0.00584643776595,0.950548706212,0.819289358082,,0.876436743987,0.00997321569044,0.00363480579777,,,,0.363720073665,1.18202170886,1.21320815244,1.19809337395,,0.00192497229583,,0.627958259572,,109890.0,,1.68334897134,
Cuba : 1969,0.991579326658,1.07665968603,0.0154648371516,0.00316459881078,0.00157957472627,0.932715295863,0.00301287318543,0.00616369536522,0.00540332893146,0.0059440121721,0.932715295863,0.806814548387,,0.861953335078,0.0105795179566,0.00357922606361,,,,0.387673956262,1.17921771702,1.20941978381,1.19481559597,,0.00191692812797,,0.627068039635,,109890.0,,1.74414309006,
Cuba : 1970,1.00838579845,1.10184608023,0.0200688480348,0.00318093162499,0.0015658258809,0.906746146779,0.00279250283983,0.00610697145046,0.00573068127215,0.0061633024412,0.906746146779,0.80152791202,2.43364079178,0.845435367361,0.0138018643428,0.00354676699073,0.958499793581,,3.2800224502,0.383196721311,1.17635458822,1.20575108476,1.19158225271,,0.00190957861634,,0.62603357383,0.000941269852063,109890.0,0.07680653796,1.8041604003,3.47989836094
Cuba : 1971,1.01086653958,1.12698355305,0.015560145473,0.00351383605521,0.00158661486949,0.890551703148,0.00264538600591,0.00627564390911,0.00593326241647,0.00654253001636,0.890551703148,0.808925521201,2.40923263392,0.827402619755,0.0106647169899,0.00401719275074,0.971792437152,,3.29595250964,0.361635220126,1.17472931078,1.20287024184,1.18935755561,,0.00190317529616,27.0599594116,0.616642461394,,109890.0,0.0768086504461,1.86603911451,3.05635460842
Cuba : 1972,1.02674088505,1.14680362691,0.0104616325359,0.00327404367368,0.00160767192835,0.859020327717,0.00270432692308,0.00625668187123,0.00564210148887,0.00636120719018,0.859020327717,0.796382617169,2.3726366009,0.804408909657,0.00722814576941,0.00380637114607,0.983205464586,,3.30178383864,0.330481283422,1.17397657554,1.2002747938,1.18769594107,,0.00189713773317,28.5622005463,0.605623209829,,109890.0,0.076809497494,1.92383980871,2.72385842195
Cuba : 1973,1.0472478222,1.16406968578,0.0112269722996,0.00314828566997,0.0016415101033,0.823379740032,0.00269346733668,0.00628024530453,0.00568108923994,0.00622448153142,0.823379740032,0.79335093891,2.12432702531,0.771866741959,0.00769308644046,0.00361917164406,0.939614629666,,3.00926681774,0.304157549234,1.17369538773,1.19835338832,1.18660276632,,0.00189060820731,28.8233890533,0.594890127142,,109890.0,0.0768018034421,1.84921416348,2.43050335282
Cuba : 1974,1.05906746623,1.18289501637,0.0134339812484,0.00358866671632,0.00169645877806,0.787734177238,0.00282939189189,0.00626993789187,0.0059007428446,0.00670855756517,0.787734177238,0.788677807908,1.88468144142,0.729823484753,0.0091682178539,0.00408465611861,0.917005702767,,2.456931521,0.290502793296,1.17207073931,1.19548755305,1.18437378452,,0.00188243699466,26.1996994019,0.584563735731,,109890.0,0.0767856933983,1.77434962879,2.10464410175
Cuba : 1975,1.05548908522,1.20550793899,0.0133924629304,0.00353666022055,0.00202276037045,0.743407641806,0.00340641104027,0.00640284689891,0.00542369891857,0.00636024927422,0.743407641806,0.811651530205,1.99167160378,0.684525122867,0.00915674048862,0.00399641864312,0.984762706417,,2.61834955728,0.281001137656,1.17080996281,1.19363844632,1.18282079784,,0.00187187134788,24.2447395325,0.573850160634,0.000603839519066,109890.0,0.0768270440559,1.7016645737,1.96122047697
Cuba : 1976,1.0434390401,1.22181881803,0.0124326533873,0.00351542256387,0.00192279551261,0.706266411285,0.00339928527848,0.00617097201964,0.00566158693712,0.00649291180677,0.706266411285,0.857542539789,1.94173248703,0.636765599483,0.00860981607726,0.0039772334054,0.972122277082,,2.55337261063,0.267981438515,1.16945077973,1.19203456575,1.18133150469,,0.00185894423353,23.1793708801,0.563321816309,,109890.0,0.0768192184091,1.63199961614,1.57830363561
Cuba : 1977,1.01542021961,1.24216818746,0.0132472444182,0.00364057901442,0.00202107585361,0.663012393965,0.003587792859,0.00642617191941,0.00561743657672,0.00638703460113,0.663012393965,0.8447746613,1.93301069586,0.591927307066,0.00916743133791,0.00400175968488,0.965240126043,,2.53723466032,0.245862884161,1.16695706433,1.19047544343,1.17929671847,,0.00184403210635,21.6183795929,0.552939147421,,109890.0,0.0768137274113,1.56478694795,1.39552974171
Cuba : 1978,0.978006470077,1.26580197503,0.0141521751989,0.00353719150549,0.0020327232249,0.629039115658,0.00368877069572,0.00635682656007,0.0054368301343,0.00650587152005,0.629039115658,0.841440835421,1.96792383456,0.554540163043,0.00990451766526,0.00403693416674,0.944408905076,,2.57796119413,0.225030084236,1.16508689991,1.18950815501,1.17785242288,0.00570579227651,0.00182723144759,19.6392192841,0.543257875074,,109890.0,0.0767633305266,1.50214728564,1.12770873661
Cuba : 1979,0.942276625699,1.29056822872,0.0136650910332,0.00333399806099,0.0020370758163,0.604493066092,0.00376735523197,0.00601754215381,0.00534401260504,0.00625743012229,0.604493066092,0.842748535465,1.84619907622,0.525591909477,0.00985662261606,0.00381946309055,0.93248066315,,2.40295133758,0.212974296206,1.16228292486,1.18817247286,1.17575863303,0.00588249958193,0.00180873254918,18.7505607605,0.534234002395,,109890.0,0.0767051470738,1.43953233514,1.30891317838
Cuba : 1980,0.913687271864,1.31543061547,0.0108804419646,0.00404875487956,0.00204364664078,0.589969468661,0.00377358490566,0.00646520807879,0.00576435793607,0.00661242028754,0.589969468661,0.82696666498,1.7368121024,0.508323541238,0.00783951752224,0.00464564960501,0.963428305312,,2.22236498307,0.20875,1.16050522902,1.1873619764,1.17443436415,0.00565658172543,0.0017888108436,17.9188709259,0.525259766372,0.000386248596839,109890.0,0.0770337920496,1.37522671852,1.37809714473
Cuba : 1981,0.8785556243,1.34300374187,0.0114421410368,0.00374969016599,0.00219272993772,0.578053380095,0.00437478967357,0.00650569737425,0.00589635764467,0.00668976472844,0.578053380095,0.846073819369,1.70524421082,0.502760172627,0.00822755765714,0.00431591100743,0.996939391024,,2.19446141354,0.212355212355,1.1571675374,1.18481429965,1.17144862008,0.00503446669443,0.00176741498245,17.4740695953,0.516512874555,,109890.0,0.0767800936996,1.31142635157,1.11957025619
Cuba : 1982,0.854521523607,1.36910365216,0.0126296750348,0.00353026813432,0.00233815944198,0.580055864917,0.00479943417197,0.00652527492614,0.00588301356129,0.00685860734701,0.580055864917,0.844552164811,1.7391658307,0.502160221387,0.0091208781089,0.00402226874942,1.02686658788,,2.26186776759,0.215608465608,1.1539395207,1.18160080767,1.16820038393,0.00622666974508,0.00174488627507,16.9620304108,0.510415334852,,109890.0,0.0767862750409,1.24596626952,1.0909679633
Cuba : 1983,0.837120398439,1.39346863114,0.0115647258461,0.00392206911886,0.00206775835917,0.603264214733,0.00442800583455,0.00659464236809,0.0058943043143,0.006995572509,0.603264214733,0.843064522131,1.75694692769,0.506529595336,0.00842958436079,0.00454767657029,1.04134558138,,2.32160463108,0.219047619048,1.15192148028,1.17908512716,1.16592276193,0.00594000939675,0.0017223246663,16.3521003723,0.504786551785,,109890.0,0.0765113479685,1.2551437502,1.04408023174
Cuba : 1984,0.819555025415,1.41658032193,0.0109262650017,0.00394492393927,0.00211398745921,0.621339712738,0.00469260782453,0.0065584889701,0.0059334772437,0.00708499269729,0.621339712738,0.844317370387,1.67296029903,0.512946676842,0.00788317478227,0.00445358717157,1.01373783322,,2.25370220039,0.220196353436,1.14935897509,1.1756427323,1.16291742515,0.00656293550919,0.00170109986138,15.3791399002,0.499227132563,,109890.0,0.0764142284347,1.26198276886,1.06384800999
