,USSR,Syrian Arab Republic,Australia & New Zealand,Australia,Pakistan,Uruguay,Kenya,Romania,Democratic People's Republic of Korea,Lebanon,Yemen,Tunisia,Albania,Brazil,Paraguay,Serbia,Slovenia,El Salvador,Hungary,Argentina,Colombia,Spain,India,Malta,Ecuador,Madagascar,Republic of Moldova,Canada,Turkey,Jordan,Belgium-Luxembourg,Estonia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Republic of Korea,Egypt,New Zealand,Montenegro,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Peru,United States of America,"China, mainland",Cyprus,Kazakhstan,Lithuania,Portugal,Netherlands,Guatemala,Slovakia,Bhutan,Turkmenistan,Norway,Iraq,Czechia,Belgium,Nepal,Luxembourg,Libya,Poland,Italy,Germany,Croatia,Sweden,Uzbekistan,Occupied Palestinian Territory,Finland,Serbia and Montenegro,Armenia,Morocco,Switzerland,Chile,Honduras,Denmark,Zimbabwe,Ireland,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Afghanistan,Grenada,United Kingdom,Azerbaijan,Bosnia and Herzegovina,Russian Federation,Austria,Georgia,Saint Vincent and the Grenadines,Latvia,Ukraine,Bolivia (Plurinational State of),Tajikistan,South Africa,Bulgaria,China
1961,22620.0,50000.0,123243.0,110682.0,82143.0,,,69524.0,90000.0,75388.0,,44375.0,,95193.0,,,,,,,,229464.0,41573.0,,25000.0,13043.0,,104761.0,58311.0,15000.0,347368.0,,,69504.0,,220004.0,70588.0,71429.0,224096.0,,,102091.0,,34211.0,129091.0,139842.0,18556.0,13094.0,,,46667.0,,52632.0,,20000.0,,,,,,,,,,206972.0,,,,,,700000.0,,,,999259.0,82500.0,,,80000.0,96667.0,45294.0,,273636.0,,150457.0,,68018.0,,109355.0,,,,,,,,,59259.0,,136920.0,138533.0,18556.0
1962,22019.0,38333.0,139441.0,122396.0,42105.0,,,69474.0,95000.0,70796.0,,42667.0,,96211.0,,,,,,,,157759.0,41558.0,,23188.0,13043.0,,104604.0,59042.0,15088.0,381579.0,,,72792.0,,490548.0,103606.0,119048.0,271300.0,,,111691.0,,34211.0,130909.0,141510.0,23684.0,16439.0,,,38667.0,,52632.0,,20000.0,,,,,,,,,,208206.0,,,,,,634058.0,,,,1000833.0,82787.0,,,76471.0,103333.0,45161.0,,279333.0,,154560.0,,68018.0,,176667.0,,,,,,,,,59259.0,,132414.0,163509.0,23684.0
1963,26824.0,46667.0,139668.0,127242.0,59063.0,,,188571.0,85000.0,65217.0,,43529.0,,100004.0,,,,,,,,265580.0,41543.0,,24912.0,13043.0,,104720.0,57462.0,14659.0,355263.0,,,60777.0,,246009.0,95702.0,119048.0,235294.0,,,115303.0,,34211.0,130909.0,143045.0,26105.0,16062.0,,,51111.0,,53226.0,,20000.0,,,,,,,,,,222476.0,,,,,,357853.0,,,,998889.0,85246.0,,,80000.0,116667.0,46429.0,,277419.0,,176876.0,,68018.0,,170313.0,,,,,,,,,59259.0,,145300.0,125883.0,26105.0
1964,29128.0,41667.0,150914.0,132186.0,33158.0,,,70166.0,85000.0,109285.0,,43333.0,,93166.0,,,,,,,,144865.0,41509.0,,21684.0,12987.0,,104785.0,57476.0,15109.0,497895.0,,,80836.0,,320132.0,98751.0,166667.0,287895.0,,,117274.0,,34000.0,131148.0,156929.0,30000.0,26779.0,,,50000.0,,53077.0,,20455.0,,,,,,,,,,223778.0,,,,,,770548.0,,,,974000.0,82813.0,,,85000.0,120000.0,46078.0,,275909.0,,166922.0,,78298.0,,186571.0,,,,,,,,,59259.0,,149158.0,149957.0,30000.0
1965,28620.0,35000.0,142379.0,125340.0,38333.0,,,70000.0,100000.0,105000.0,,44333.0,,170046.0,,,,,,,,169242.0,41475.0,,26770.0,12987.0,,104672.0,60333.0,15127.0,463158.0,,,63448.0,,347301.0,89214.0,141982.0,271504.0,,,117568.0,,35714.0,132299.0,158906.0,28909.0,51726.0,,,53333.0,,52621.0,,20000.0,,,,,,,,,,202878.0,,,,,,285171.0,,,,1030670.0,91667.0,,,78261.0,140000.0,45348.0,,284500.0,,172561.0,,82258.0,,165313.0,,,,,,,,,60714.0,,139035.0,115280.0,28909.0
1966,29729.0,34616.0,150137.0,130960.0,69000.0,,,,100000.0,94900.0,,44231.0,,99071.0,,,,,,,,150989.0,41489.0,,39716.0,12903.0,,104653.0,66000.0,36861.0,530000.0,,,84231.0,,249795.0,90029.0,122167.0,291932.0,,,118268.0,,36279.0,177450.0,153463.0,23810.0,56739.0,,,50019.0,,53103.0,,21364.0,,,,,,,,,,233531.0,,,,,,197628.0,,,,1383399.0,94697.0,,,80000.0,170000.0,44832.0,,286087.0,,161433.0,,83212.0,,127586.0,,,,,,,,,59310.0,,158963.0,124267.0,23810.0
1967,33989.0,40000.0,144776.0,128366.0,62647.0,,,,90000.0,144720.0,,42941.0,,102757.0,,,,,,,,132273.0,41503.0,,42026.0,12903.0,,104610.0,89336.0,11217.0,727500.0,,,92308.0,,416938.0,95788.0,119048.0,262588.0,,,102878.0,,36364.0,174034.0,147490.0,30000.0,71099.0,,,50001.0,,52914.0,,20000.0,,,,,,,,,,200832.0,,,,,,355731.0,,,,1736527.0,95556.0,,,73333.0,160000.0,45456.0,,310000.0,,172546.0,,90196.0,,127692.0,,,,,,,,,59310.0,,152745.0,142540.0,30000.0
1968,33950.0,35264.0,149890.0,131543.0,65833.0,,,,115000.0,143885.0,,43889.0,,103370.0,,,,,,,,158974.0,41476.0,,33856.0,12987.0,,104673.0,115397.0,17503.0,452500.0,,,93906.0,,374695.0,98362.0,95238.0,277791.0,,,105343.0,,36364.0,106094.0,151143.0,26786.0,52677.0,,,49343.0,,52941.0,,20417.0,,,,,,,,,,199587.0,,,,,,432900.0,,,,742983.0,97794.0,,,76667.0,133333.0,45609.0,,239130.0,,178898.0,,93311.0,,141481.0,,,,,,,,,59310.0,,141369.0,140384.0,26786.0
1969,29786.0,30537.0,161340.0,146119.0,82986.0,,,,120000.0,47086.0,,44444.0,,104202.0,,,,,,,,143457.0,41443.0,,50624.0,12987.0,,104751.0,101279.0,47561.0,765000.0,,,103054.0,,343418.0,105496.0,95238.0,265296.0,,,94958.0,,38444.0,102920.0,189960.0,40000.0,46182.0,,,54032.0,,52941.0,,20000.0,,,,,,,,,,244228.0,,,,,,492611.0,,,,1372701.0,99275.0,,,80000.0,146667.0,45681.0,,270870.0,,177288.0,,92763.0,,139688.0,,,,,,,,,60000.0,,138335.0,152851.0,40000.0
1970,31052.0,22491.0,168042.0,145589.0,80206.0,,,,115000.0,57122.0,,41333.0,,107118.0,,,,,,,,111498.0,41467.0,,52277.0,12987.0,,102404.0,117727.0,55000.0,630000.0,,,111852.0,,433667.0,100813.0,47619.0,314545.0,,,92973.0,,38478.0,115028.0,178164.0,31920.0,43862.0,,,49185.0,,52874.0,,20400.0,,,,,,,,,,264359.0,,,,,,583756.0,,,,928998.0,100000.0,,,83333.0,142857.0,46071.0,,268696.0,,171309.0,,89216.0,,180611.0,,,,,,,,,60345.0,,148170.0,119943.0,31920.0
