,Kenya,"China, Taiwan Province of",Belarus,Croatia,Saudi Arabia,China,Syrian Arab Republic,Martinique,Belgium,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Yugoslav SFR,Republic of Korea,South Africa,Norway,Rwanda,Portugal,Australia & New Zealand,Barbados,Mongolia,Guatemala,French Polynesia,Algeria,Slovenia,Iceland,Senegal,Madagascar,Tajikistan,Latvia,Mauritius,Luxembourg,Israel,Dominica,Cabo Verde,Turkmenistan,United Arab Emirates,Kuwait,Switzerland,Sri Lanka,Uruguay,Azerbaijan,Montserrat,Bosnia and Herzegovina,Réunion,Germany,Malta,Colombia,Libya,Sudan (former),Sweden,Lebanon,Kyrgyzstan,United Kingdom,Occupied Palestinian Territory,Chile,Hungary,Saint Lucia,Kazakhstan,Estonia,Saint Vincent and the Grenadines,France,Poland,"China, mainland",Russian Federation,Ukraine,Paraguay,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Yemen,Serbia and Montenegro,Serbia,Grenada,Armenia,Dominican Republic,Uzbekistan,South Sudan,Namibia,Denmark,Canada,Japan,Bermuda,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Philippines,New Zealand,Bahrain,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Pakistan,Czechoslovakia,Nigeria,Czechia,Argentina,Costa Rica,Georgia,India,Guadeloupe,Austria,Niger,Morocco,Bhutan,Congo,Qatar,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Ireland,Albania,Slovakia,Jamaica,Spain,Trinidad and Tobago,Italy,Saint Pierre and Miquelon,Panama,Polynesia,Australia,Egypt,Lithuania,Finland,Netherlands,Oman,Turkey,Republic of Moldova,Belgium-Luxembourg
1990,-1.0,3123.0,-1.0,-1.0,1081.0,92123.0,200.0,192.0,-1.0,-1.0,14568.0,-1.0,1328.0,5500.0,12591.0,4290.0,3142.0,1190.0,-1.0,3000.0,5533.0,250.0,-1.0,-1.0,28.0,13960.0,-1.0,8.0,-1.0,1300.0,-1.0,-1.0,61.0,-1.0,1132.0,54.0,6.0,-1.0,164.0,50.0,1358.0,1270.0,1547.0,-1.0,15.0,-1.0,350.0,11725.0,-1.0,7050.0,7000.0,-1.0,1600.0,1480.0,-1.0,16091.0,-1.0,4298.0,6502.0,-1.0,-1.0,-1.0,26.0,17300.0,31114.0,89000.0,-1.0,-1.0,787.0,8.0,3205.0,5236.0,621.0,-1.0,-1.0,12.0,-1.0,600.0,-1.0,-1,-1.0,1300.0,7001.0,23500.0,12.0,1075.0,2096.0,30.0,49.0,3225.0,1245.0,13.0,-1.0,1208.0,38400.0,1600.0,50.0,-1.0,7138.0,6909.0,22000.0,-1.0,11500.0,85.0,-1.0,20000.0,50.0,648.0,62.0,8093.0,-1.0,-1.0,74.0,8127.0,138000.0,-1.0,770.0,150.0,140.0,1100.0,260.0,-1.0,1463.0,6083.0,-1.0,10841.0,-1,242.0,28.0,4288.0,3655.0,-1.0,1075.0,6300.0,-1.0,6216.0,-1.0,2400.0
1991,-1.0,3242.0,-1.0,-1.0,3755.0,99242.0,-1.0,120.0,-1.0,-1.0,13398.0,-1.0,1000.0,6000.0,13372.0,6002.0,3345.0,1171.0,-1.0,3000.0,5978.0,260.0,-1.0,-1.0,25.0,14490.0,-1.0,10.0,-1.0,1325.0,-1.0,-1.0,58.0,-1.0,1155.0,53.0,14.0,-1.0,103.0,20.0,1335.0,1609.0,1600.0,-1.0,16.0,-1.0,360.0,6730.0,-1.0,4971.0,7100.0,-1.0,1648.0,1522.0,-1.0,17498.0,-1.0,5022.0,6548.0,-1.0,-1.0,-1.0,21.0,17850.0,32473.0,96000.0,-1.0,-1.0,464.0,8.0,3419.0,4963.0,672.0,-1.0,-1.0,13.0,-1.0,650.0,-1.0,-1,-1.0,1469.0,7240.0,23900.0,12.0,825.0,2385.0,40.0,52.0,3633.0,1300.0,9.0,-1.0,1266.0,39660.0,1409.0,49.0,-1.0,6853.0,7120.0,22303.0,-1.0,11900.0,115.0,-1.0,20124.0,52.0,643.0,125.0,8699.0,-1.0,-1.0,78.0,8638.0,160000.0,-1.0,1580.0,133.0,267.0,1200.0,200.0,-1.0,1527.0,6139.0,-1.0,11000.0,-1,300.0,25.0,4678.0,3818.0,-1.0,1155.0,7452.0,-1.0,6363.0,-1.0,2500.0
1992,4801.0,2786.0,5500.0,2357.0,2668.0,97786.0,-1.0,120.0,-1.0,-1.0,16570.0,261.0,1200.0,6190.0,-1.0,5095.0,3200.0,1191.0,-1.0,3000.0,5861.0,200.0,460.0,-1.0,19.0,14680.0,258.0,10.0,-1.0,1348.0,4000.0,2094.0,79.0,-1.0,1086.0,53.0,19.0,1700.0,116.0,25.0,1289.0,1845.0,1650.0,100.0,16.0,4000.0,343.0,7058.0,-1.0,4474.0,7000.0,-1.0,1584.0,1519.0,3000.0,17719.0,-1.0,4257.0,5793.0,-1.0,8000.0,964.0,20.0,16745.0,31858.0,95000.0,61000.0,29940.0,496.0,6.0,3275.0,4974.0,714.0,5500.0,-1.0,13.0,700.0,750.0,2000.0,-1,-1.0,1410.0,7311.0,23600.0,13.0,950.0,2664.0,40.0,54.0,3195.0,1000.0,8.0,-1.0,1200.0,43260.0,1452.0,48.0,-1.0,7882.0,6409.0,21042.0,-1.0,10500.0,145.0,500.0,20500.0,50.0,789.0,250.0,9230.0,-1.0,-1.0,92.0,9401.0,-1.0,-1.0,3010.0,136.0,327.0,900.0,300.0,-1.0,1670.0,6909.0,-1.0,11485.0,-1,295.0,19.0,4861.0,3445.0,3100.0,1149.0,6619.0,-1.0,6864.0,3400.0,2700.0
1993,4559.0,3143.0,6000.0,2463.0,2502.0,123143.0,-1.0,100.0,-1.0,560.0,15228.0,255.0,1200.0,4700.0,-1.0,5933.0,3281.0,1201.0,-1.0,3000.0,6066.0,227.0,400.0,420.0,25.0,12490.0,275.0,10.0,-1.0,1341.0,3300.0,2100.0,116.0,-1.0,1156.0,55.0,18.0,2000.0,76.0,26.0,1360.0,1957.0,1700.0,100.0,17.0,2600.0,255.0,6880.0,-1.0,5722.0,6000.0,-1.0,1764.0,1550.0,2500.0,16685.0,-1.0,4878.0,5876.0,-1.0,8000.0,825.0,18.0,16529.0,33978.0,120000.0,61000.0,31000.0,512.0,6.0,3430.0,4988.0,717.0,7140.0,-1.0,12.0,1000.0,800.0,1800.0,-1,-1.0,1361.0,7761.0,23500.0,14.0,1000.0,2340.0,40.0,52.0,3186.0,1175.0,6.0,-1.0,1000.0,51460.0,1604.0,47.0,-1.0,8034.0,-1.0,18000.0,4300.0,8500.0,170.0,500.0,20600.0,62.0,714.0,375.0,9060.0,-1.0,-1.0,64.0,9573.0,-1.0,-1.0,2800.0,297.0,260.0,907.0,350.0,3577.0,1756.0,6358.0,-1.0,11501.0,-1,310.0,25.0,4891.0,4041.0,4000.0,1278.0,7700.0,-1.0,10781.0,2750.0,2800.0
1994,4719.0,3094.0,4500.0,2698.0,2643.0,148094.0,-1.0,102.0,-1.0,670.0,17126.0,325.0,1100.0,4900.0,-1.0,5820.0,3300.0,1199.0,-1.0,3000.0,6804.0,100.0,400.0,420.0,20.0,12150.0,231.0,10.0,-1.0,1319.0,3800.0,2000.0,141.0,-1.0,1288.0,52.0,20.0,2000.0,105.0,25.0,1371.0,1998.0,1700.0,100.0,18.0,2200.0,289.0,6523.0,-1.0,5770.0,5500.0,-1.0,1450.0,1606.0,3500.0,16762.0,38.0,4721.0,7030.0,-1.0,8000.0,778.0,21.0,17519.0,35557.0,145000.0,65100.0,29000.0,514.0,17.0,3275.0,5089.0,710.0,7200.0,-1.0,14.0,1000.0,900.0,1700.0,-1,-1.0,1360.0,7789.0,23100.0,14.0,950.0,5730.0,65.0,52.0,3044.0,1368.0,7.0,-1.0,826.0,52030.0,1838.0,46.0,-1.0,8764.0,-1.0,24000.0,3429.0,8300.0,315.0,500.0,20927.0,52.0,959.0,500.0,8763.0,-1.0,-1.0,64.0,7526.0,-1.0,-1.0,2930.0,295.0,420.0,939.0,370.0,3569.0,2029.0,6406.0,-1.0,10663.0,-1,320.0,20.0,5436.0,4372.0,4000.0,1582.0,7800.0,-1.0,11000.0,7900.0,2700.0
1995,4040.0,3460.0,6000.0,2699.0,2957.0,158460.0,-1.0,102.0,-1.0,780.0,18311.0,356.0,1200.0,5000.0,-1.0,5890.0,5000.0,1189.0,-1.0,4000.0,9290.0,194.0,400.0,420.0,22.0,11150.0,168.0,10.0,-1.0,1350.0,3700.0,2000.0,178.0,-1.0,1239.0,51.0,30.0,2000.0,302.0,27.0,1512.0,2076.0,1700.0,100.0,18.0,1550.0,289.0,7544.0,-1.0,5700.0,5656.0,-1.0,1800.0,1650.0,5500.0,14800.0,40.0,5092.0,7676.0,-1.0,7000.0,727.0,22.0,17434.0,32936.0,155000.0,70700.0,33700.0,717.0,17.0,3430.0,5661.0,735.0,7300.0,-1.0,15.0,1000.0,1005.0,1600.0,-1,-1.0,1400.0,8600.0,24500.0,14.0,1000.0,4856.0,60.0,52.0,3187.0,2403.0,5.0,2.0,1039.0,51600.0,1772.0,45.0,-1.0,9318.0,-1.0,24283.0,3525.0,8300.0,340.0,500.0,20800.0,50.0,846.0,625.0,9027.0,-1.0,-1.0,69.0,8465.0,-1.0,-1.0,3910.0,295.0,580.0,905.0,370.0,3537.0,1987.0,6901.0,-1.0,9412.0,-1,350.0,22.0,6887.0,4752.0,6000.0,1807.0,8400.0,-1.0,12000.0,5100.0,2700.0
1996,4260.0,3949.0,7300.0,2812.0,3007.0,188949.0,-1.0,99.0,-1.0,890.0,19502.0,385.0,1200.0,5041.0,-1.0,4993.0,4000.0,1132.0,-1.0,5000.0,9964.0,292.0,370.0,650.0,24.0,10980.0,167.0,10.0,-1.0,1400.0,3400.0,1800.0,188.0,-1.0,1290.0,51.0,22.0,800.0,175.0,28.0,1268.0,2170.0,1700.0,92.0,18.0,1600.0,289.0,8045.0,-1.0,5800.0,5594.0,-1.0,1840.0,1808.0,5000.0,13600.0,65.0,4787.0,3769.0,-1.0,8000.0,740.0,24.0,17185.0,28881.0,185000.0,75190.0,30500.0,748.0,20.0,3500.0,7767.0,777.0,7254.0,-1.0,13.0,704.0,1294.0,1500.0,-1,-1.0,1719.0,8928.0,24300.0,14.0,980.0,5954.0,60.0,53.0,3056.0,2400.0,6.0,3.0,1200.0,56400.0,2140.0,43.0,-1.0,10029.0,-1.0,24547.0,3941.0,8800.0,340.0,500.0,22000.0,51.0,920.0,750.0,10370.0,-1.0,50.0,61.0,9440.0,-1.0,-1.0,3675.0,300.0,620.0,960.0,300.0,3594.0,1864.0,6627.0,-1.0,9650.0,-1,400.0,24.0,7564.0,4243.0,5300.0,1774.0,8300.0,-1.0,13500.0,2500.0,2800.0
1997,4142.0,2987.0,12610.0,2883.0,2989.0,222987.0,-1.0,97.0,-1.0,1000.0,17428.0,410.0,1200.0,5300.0,-1.0,5885.0,4067.0,1249.0,-1.0,3508.0,8346.0,129.0,500.0,700.0,25.0,9970.0,162.0,15.0,-1.0,1419.0,3400.0,3400.0,271.0,-1.0,1250.0,51.0,20.0,600.0,114.0,30.0,1310.0,2465.0,1694.0,124.0,18.0,1800.0,300.0,7770.0,-1.0,6000.0,5740.0,-1.0,1840.0,1323.0,6000.0,15000.0,93.0,3391.0,5444.0,-1.0,8810.0,707.0,23.0,16400.0,29647.0,220000.0,75450.0,37200.0,866.0,18.0,3600.0,8814.0,832.0,7315.0,-1.0,14.0,700.0,859.0,1400.0,-1,-1.0,1800.0,8877.0,23200.0,14.0,1000.0,7449.0,55.0,53.0,3045.0,1300.0,5.0,4.0,1500.0,54120.0,2555.0,42.0,-1.0,10558.0,-1.0,25000.0,3592.0,8591.0,370.0,500.0,23500.0,51.0,1104.0,875.0,10500.0,-1.0,40.0,77.0,12629.0,-1.0,-1.0,4261.0,300.0,563.0,700.0,380.0,3875.0,1484.0,6759.0,-1.0,9655.0,-1,500.0,25.0,7046.0,5136.0,4600.0,1977.0,6700.0,-1.0,12000.0,3200.0,2700.0
1998,4076.0,3450.0,13500.0,3084.0,3690.0,253450.0,-1.0,95.0,-1.0,1100.0,20945.0,366.0,1200.0,6000.0,-1.0,5617.0,3710.0,1108.0,-1.0,4495.0,8652.0,100.0,1000.0,1050.0,20.0,10280.0,142.0,18.0,-1.0,1396.0,3800.0,2700.0,230.0,-1.0,1196.0,52.0,109.0,900.0,171.0,43.0,1365.0,2190.0,1688.0,69.0,19.0,2270.0,150.0,8378.0,65.0,6100.0,5800.0,-1.0,1840.0,700.0,5137.0,14800.0,112.0,3589.0,4579.0,-1.0,10000.0,998.0,28.0,15701.0,33404.0,250000.0,70500.0,32900.0,1096.0,18.0,3550.0,8176.0,831.0,7373.0,-1.0,14.0,700.0,1234.0,10300.0,-1,-1.0,1800.0,8896.0,22400.0,14.0,1050.0,7941.0,50.0,54.0,3066.0,1500.0,5.0,4.0,1800.0,54990.0,2000.0,40.0,-1.0,10821.0,-1.0,26000.0,3715.0,8400.0,400.0,600.0,23605.0,51.0,1136.0,1000.0,10220.0,-1.0,43.0,52.0,13902.0,-1.0,-1.0,3672.0,290.0,307.0,616.0,380.0,3972.0,1549.0,6500.0,-1.0,9809.0,-1,480.0,20.0,7152.0,4940.0,4600.0,1673.0,8200.0,-1.0,11000.0,3200.0,2900.0
1999,4467.0,3843.0,14100.0,3317.0,3009.0,273843.0,193.0,89.0,-1.0,1000.0,17985.0,360.0,1200.0,6100.0,-1.0,5497.0,3814.0,1210.0,-1.0,5394.0,8514.0,90.0,700.0,1890.0,15.0,11090.0,137.0,20.0,-1.0,1426.0,4800.0,2000.0,429.0,-1.0,1207.0,52.0,189.0,800.0,153.0,42.0,1382.0,2390.0,1647.0,261.0,19.0,2329.0,300.0,8484.0,63.0,6200.0,6000.0,-1.0,1756.0,700.0,6167.0,16300.0,94.0,3538.0,4592.0,-1.0,10000.0,728.0,24.0,16100.0,32653.0,270000.0,78850.0,37900.0,1554.0,11.0,3650.0,7361.0,854.0,7800.0,-1.0,14.0,810.0,1157.0,10500.0,-1,-1.0,1800.0,8553.0,22600.0,14.0,826.0,7162.0,52.0,55.0,3205.0,2000.0,4.0,10.0,1200.0,51310.0,3000.0,38.0,-1.0,10942.0,-1.0,27000.0,3607.0,7500.0,455.0,1100.0,24029.0,51.0,1339.0,1150.0,9695.0,-1.0,39.0,44.0,15755.0,-1.0,7000.0,3414.0,290.0,242.0,641.0,370.0,4244.0,1664.0,7388.0,-1.0,12261.0,-1,450.0,15.0,6514.0,4490.0,4300.0,1726.0,9300.0,-1.0,12000.0,2900.0,2655.0
2000,4012.0,3345.0,15000.0,3384.0,3120.0,321345.0,300.0,105.0,3100.0,863.0,19908.0,360.0,1100.0,5916.0,-1.0,4383.0,3647.0,1259.0,85.0,4500.0,9489.0,75.0,700.0,1890.0,18.0,10830.0,119.0,10.0,307.0,1401.0,4200.0,2559.0,680.0,10.0,1266.0,53.0,270.0,1000.0,135.0,36.0,1351.0,2310.0,1800.0,374.0,19.0,1700.0,230.0,9375.0,65.0,6020.0,6500.0,-1.0,1439.0,358.0,6511.0,11600.0,72.0,3722.0,2931.0,-1.0,11200.0,648.0,35.0,16491.0,34504.0,318000.0,88640.0,41000.0,2702.0,9.0,3700.0,8033.0,887.0,8000.0,-1.0,14.0,800.0,820.0,11400.0,-1,20.0,1487.0,7991.0,22300.0,15.0,1150.0,7032.0,55.0,55.0,3414.0,2460.0,7.0,19.0,1500.0,45309.0,3697.0,42.0,-1.0,10334.0,-1.0,26561.0,3152.0,8500.0,455.0,800.0,24000.0,51.0,1284.0,2000.0,10180.0,-1.0,41.0,46.0,16176.0,-1.0,5275.0,3850.0,295.0,430.0,641.0,370.0,3983.0,1402.0,7307.0,-1.0,13492.0,-1,400.0,18.0,7029.0,4587.0,4300.0,1717.0,8200.0,-1.0,11832.0,3401.0,-1.0
2001,3996.0,2914.0,14000.0,3476.0,3842.0,342914.0,400.0,98.0,3700.0,667.0,18454.0,380.0,1100.0,6200.0,-1.0,4298.0,3828.0,1303.0,165.0,4481.0,10492.0,50.0,1000.0,2000.0,19.0,11500.0,143.0,20.0,307.0,1447.0,4298.0,3572.0,719.0,12.0,1410.0,53.0,275.0,900.0,159.0,44.0,1266.0,2560.0,1850.0,596.0,19.0,1695.0,200.0,8879.0,66.0,6338.0,6569.0,-1.0,1633.0,439.0,6334.0,13300.0,31.0,3750.0,3112.0,-1.0,13060.0,680.0,45.0,16724.0,33059.0,340000.0,85190.0,36500.0,2287.0,9.0,3710.0,7742.0,935.0,7760.0,-1.0,13.0,845.0,1174.0,11400.0,-1,25.0,1600.0,8159.0,21700.0,14.0,950.0,6628.0,55.0,57.0,3441.0,2500.0,5.0,14.0,1300.0,43682.0,5000.0,45.0,-1.0,10579.0,-1.0,26781.0,2532.0,9000.0,510.0,600.0,25079.0,51.0,1357.0,1869.0,8970.0,-1.0,48.0,19.0,14697.0,-1.0,6000.0,3264.0,290.0,254.0,641.0,380.0,3025.0,1395.0,7664.0,-1.0,13951.0,-1,400.0,19.0,7992.0,3947.0,4000.0,1566.0,8100.0,110.0,11628.0,3942.0,-1.0
2002,3965.0,3070.0,14000.0,3601.0,3937.0,373070.0,600.0,87.0,4100.0,578.0,20103.0,400.0,1100.0,6100.0,-1.0,3760.0,4500.0,1226.0,330.0,4204.0,9503.0,48.0,1200.0,2000.0,20.0,12460.0,128.0,20.0,307.0,1520.0,4263.0,2347.0,509.0,14.0,1260.0,53.0,277.0,1500.0,130.0,23.0,1281.0,2540.0,2711.0,574.0,19.0,1587.0,175.0,8961.0,70.0,5036.0,6626.0,-1.0,1820.0,871.0,3148.0,12100.0,41.0,3780.0,3491.0,-1.0,12911.0,653.0,55.0,16495.0,27767.0,370000.0,84530.0,36300.0,2611.0,9.0,3713.0,7867.0,1002.0,7795.0,-1.0,13.0,720.0,907.0,12500.0,-1,29.0,1600.0,8262.0,20500.0,14.0,900.0,6826.0,55.0,58.0,3536.0,1831.0,5.0,13.0,810.0,41319.0,7000.0,50.0,-1.0,11104.0,-1.0,27500.0,1592.0,9500.0,540.0,1600.0,25808.0,51.0,1316.0,1500.0,9000.0,-1.0,55.0,19.0,14978.0,-1.0,12000.0,3090.0,311.0,293.0,694.0,400.0,2915.0,1350.0,7558.0,-1.0,13977.0,-1,419.0,20.0,7672.0,4074.0,3800.0,1610.0,8000.0,65.0,11983.0,3136.0,-1.0
2003,4208.0,2521.0,16602.0,3723.0,3992.0,402521.0,800.0,80.0,4500.0,1100.0,21501.0,393.0,1400.0,6500.0,-1.0,3340.0,4670.0,1234.0,500.0,4570.0,9167.0,60.0,1000.0,2000.0,20.0,11510.0,168.0,20.0,566.0,1595.0,4368.0,2655.0,320.0,14.0,1700.0,52.0,275.0,1700.0,76.0,27.0,1275.0,2490.0,2037.0,703.0,20.0,1600.0,150.0,9255.0,60.0,5873.0,6518.0,-1.0,1861.0,967.0,5752.0,12710.0,52.0,3790.0,5649.0,-1.0,13146.0,761.0,63.0,15872.0,30277.0,400000.0,88980.0,38800.0,1774.0,9.0,4341.0,8729.0,1051.0,7563.0,-1.0,13.0,888.0,924.0,13900.0,-1,33.0,1191.0,9542.0,26420.0,14.0,2500.0,7249.0,66.0,58.0,3505.0,1800.0,2.0,21.0,991.0,40934.0,8050.0,49.0,-1.0,12261.0,-1.0,27174.0,1435.0,8878.0,540.0,1000.0,26550.0,52.0,1341.0,1349.0,11500.0,23.0,56.0,11.0,12811.0,-1.0,16816.0,3673.0,313.0,136.0,694.0,200.0,3128.0,1603.0,8216.0,-1.0,13690.0,-1,423.0,20.0,7367.0,4293.0,6448.0,1636.0,8400.0,100.0,21000.0,2011.0,-1.0
2004,3088.0,2436.0,14533.0,1200.0,3713.0,422436.0,746.0,60.0,3800.0,1108.0,24168.0,439.0,1659.0,5940.0,-1.0,2166.0,4894.0,1241.0,670.0,4824.0,9035.0,44.0,1500.0,2000.0,15.0,12982.0,125.0,20.0,566.0,1671.0,4500.0,2546.0,377.0,14.0,1570.0,55.0,280.0,1600.0,130.0,30.0,1570.0,2880.0,1869.0,739.0,20.0,2084.0,135.0,10504.0,58.0,6063.0,6500.0,580.0,2060.0,690.0,5905.0,12400.0,75.0,3800.0,5453.0,1.0,13252.0,716.0,59.0,15219.0,30384.0,420000.0,89200.0,41700.0,1872.0,8.0,4399.0,8492.0,1372.0,7611.0,-1.0,12.0,936.0,856.0,13840.0,-1,38.0,1310.0,8812.0,25210.0,14.0,2750.0,7044.0,59.0,60.0,3562.0,1840.0,6.0,24.0,1422.0,39401.0,8542.0,50.0,-1.0,13200.0,-1.0,27345.0,1446.0,9023.0,570.0,1100.0,27284.0,52.0,1405.0,1242.0,11202.0,57.0,60.0,20.0,15116.0,-1.0,14439.0,4075.0,314.0,638.0,694.0,200.0,3045.0,1238.0,17085.0,-1.0,13694.0,-1,420.0,15.0,7195.0,5550.0,4693.0,1698.0,8550.0,88.0,23000.0,1761.0,-1.0
2005,2737.0,2571.0,12744.0,682.0,3383.0,432571.0,930.0,40.0,4000.0,1741.0,24653.0,413.0,1385.0,5608.0,-1.0,3037.0,4515.0,1286.0,715.0,4709.0,8430.0,27.0,1309.0,2000.0,20.0,13413.0,124.0,22.0,247.0,1742.0,4500.0,2817.0,262.0,9.0,1610.0,55.0,285.0,1800.0,135.0,30.0,1510.0,3100.0,2112.0,598.0,20.0,1854.0,110.0,9858.0,35.0,7088.0,6417.0,840.0,1727.0,800.0,6995.0,12570.0,93.0,3400.0,4218.0,0.0,13100.0,565.0,63.0,14673.0,33218.0,430000.0,87870.0,39700.0,1970.0,9.0,4455.0,8439.0,1233.0,7647.0,-1.0,12.0,919.0,947.0,15390.0,-1,42.0,1441.0,7833.0,24740.0,15.0,3250.0,6769.0,60.0,64.0,3585.0,1900.0,8.0,21.0,342.0,39486.0,10198.0,49.0,-1.0,13846.0,-1.0,27750.0,1157.0,9179.0,570.0,1300.0,28144.0,52.0,1371.0,1200.0,16210.0,281.0,58.0,48.0,14051.0,-1.0,17412.0,4185.0,316.0,397.0,694.0,250.0,2720.0,1503.0,17535.0,-1.0,13307.0,-1,427.0,20.0,6530.0,5550.0,4788.0,1732.0,7980.0,62.0,20000.0,1707.0,-1.0
2006,2974.0,2398.0,14604.0,380.0,3111.0,437398.0,530.0,30.0,4000.0,1071.0,23069.0,402.0,1477.0,6900.0,-1.0,3266.0,4600.0,1275.0,1000.0,5000.0,7764.0,20.0,1710.0,1896.0,15.0,15390.0,162.0,9.0,765.0,1887.0,4900.0,2313.0,265.0,9.0,2270.0,56.0,283.0,1800.0,940.0,30.0,1437.0,2960.0,2112.0,719.0,20.0,1808.0,90.0,10043.0,40.0,7824.0,6500.0,1340.0,1883.0,650.0,7305.0,10621.0,304.0,3700.0,5510.0,1.0,12300.0,569.0,65.0,14003.0,32516.0,435000.0,90620.0,42200.0,2235.0,10.0,4510.0,8820.0,1290.0,-1.0,7825.0,12.0,999.0,788.0,19360.0,-1,45.0,1585.0,8832.0,24190.0,15.0,3000.0,7609.0,60.0,65.0,3481.0,1450.0,8.0,20.0,646.0,37620.0,11978.0,48.0,-1.0,13885.0,-1.0,28000.0,1234.0,9600.0,800.0,800.0,28922.0,51.0,1425.0,1158.0,10430.0,242.0,60.0,47.0,15504.0,-1.0,19167.0,4200.0,320.0,700.0,694.0,57.0,2792.0,1568.0,16578.0,-1.0,14000.0,-1,430.0,15.0,6314.0,4600.0,3208.0,1590.0,9000.0,57.0,20221.0,2354.0,-1.0
2007,4475.0,2162.0,13285.0,755.0,2804.0,442162.0,660.0,25.0,4300.0,947.0,23695.0,410.0,1422.0,6950.0,-1.0,2090.0,5300.0,1283.0,1150.0,4500.0,7215.0,18.0,1923.0,1894.0,19.0,14583.0,141.0,9.0,430.0,1976.0,5400.0,2243.0,304.0,4.0,2500.0,55.0,278.0,2000.0,940.0,30.0,1449.0,3250.0,1919.0,490.0,20.0,1795.0,80.0,10217.0,50.0,8144.0,6500.0,1550.0,1900.0,580.0,7640.0,11238.0,167.0,3831.0,3500.0,1.0,12900.0,587.0,70.0,13191.0,31412.0,440000.0,63700.0,39800.0,1500.0,12.0,4573.0,8334.0,1399.0,-1.0,7597.0,12.0,964.0,704.0,19600.0,-1,50.0,1600.0,8994.0,19100.0,18.0,3000.0,7842.0,60.0,65.0,4898.0,1500.0,8.0,21.0,809.0,38093.0,13630.0,48.0,-1.0,13248.0,-1.0,28500.0,1233.0,9700.0,900.0,800.0,29703.0,51.0,1485.0,1109.0,8487.0,138.0,50.0,70.0,15236.0,-1.0,15988.0,4800.0,350.0,234.0,700.0,200.0,2568.0,1349.0,7936.0,-1.0,12708.0,-1,432.0,19.0,5715.0,5990.0,2713.0,1655.0,8800.0,69.0,32000.0,1872.0,-1.0
2008,6400.0,2306.0,13483.0,412.0,3071.0,433406.0,639.0,30.0,4700.0,1800.0,23883.0,438.0,1400.0,6800.0,-1.0,2558.0,6100.0,1366.0,1267.0,4600.0,6637.0,15.0,1840.0,1960.0,11.0,15025.0,171.0,9.0,388.0,2070.0,5100.0,2183.0,310.0,7.0,3170.0,62.0,265.0,2000.0,940.0,30.0,1635.0,3030.0,1927.0,581.0,21.0,1878.0,80.0,10226.0,40.0,10142.0,6500.0,1680.0,1700.0,580.0,8208.0,11028.0,137.0,4000.0,1840.0,2.0,13200.0,538.0,77.0,13498.0,28213.0,431100.0,68950.0,42600.0,864.0,26.0,4629.0,8489.0,1450.0,-1.0,7623.0,10.0,970.0,1100.0,16800.0,-1,55.0,1796.0,8359.0,19300.0,20.0,3250.0,7407.0,67.0,70.0,5075.0,1703.0,9.0,23.0,619.0,36280.0,11933.0,48.0,-1.0,13400.0,-1.0,27847.0,1088.0,9660.0,923.0,1200.0,30484.0,51.0,1491.0,958.0,9837.0,86.0,60.0,40.0,14995.0,-1.0,17955.0,5800.0,351.0,157.0,725.0,290.0,2562.0,1277.0,7492.0,-1.0,12664.0,-1,429.0,11.0,4934.0,6217.0,2557.0,1575.0,8500.0,80.0,31000.0,2215.0,-1.0
2009,3475.0,2756.0,12738.0,622.0,2938.0,435956.0,659.0,28.0,5300.0,2713.0,24095.0,449.0,1400.0,6900.0,-1.0,2626.0,5300.0,1445.0,1300.0,4650.0,6655.0,12.0,1937.0,1956.0,17.0,16337.0,170.0,9.0,611.0,2164.0,5600.0,1822.0,384.0,9.0,3400.0,66.0,275.0,2100.0,950.0,17.0,1683.0,2900.0,1748.0,651.0,21.0,1949.0,90.0,10471.0,38.0,10835.0,6463.0,1680.0,2000.0,333.0,8079.0,11262.0,107.0,4638.0,1904.0,1.0,11600.0,647.0,70.0,14932.0,29547.0,433200.0,67500.0,41700.0,991.0,20.0,3570.0,7949.0,1499.0,-1.0,7715.0,11.0,913.0,1100.0,17000.0,-1,70.0,2086.0,8360.0,19000.0,19.0,2350.0,7200.0,70.0,73.0,5080.0,1481.0,10.0,32.0,502.0,33400.0,10395.0,48.0,-1.0,13817.0,-1.0,26592.0,603.0,10020.0,1070.0,800.0,31261.0,51.0,1534.0,775.0,9488.0,96.0,64.0,9.0,14140.0,-1.0,17643.0,6000.0,353.0,152.0,744.0,198.0,2494.0,1627.0,7828.0,-1.0,12732.0,-1,428.0,17.0,5174.0,5733.0,2614.0,1633.0,9100.0,171.0,29258.0,1459.0,-1.0
