,Ukraine,Peru,Georgia,Belarus,Croatia,Serbia,India,Melanesia,Armenia,Brazil,Belgium,Nepal,Pakistan,The former Yugoslav Republic of Macedonia,Greece,Afghanistan,Iraq,Republic of Korea,Cyprus,Spain,New Zealand,New Caledonia,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Serbia and Montenegro,Slovenia,Czechoslovakia,Kyrgyzstan,Argentina,Luxembourg,Democratic People's Republic of Korea,Germany,Austria,Morocco,Bhutan,Switzerland,Mexico,USSR,Romania,Azerbaijan,Jordan,Bosnia and Herzegovina,China,Uzbekistan,Yugoslav SFR,Portugal,Slovakia,Lebanon,Czechia,Yemen,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Australia,France,Egypt,Republic of Moldova,Poland,"China, mainland",Russian Federation,Turkey,Italy,Belgium-Luxembourg
2002,57049.0,257.0,13723.0,11783.0,2783.0,-1.0,30000.0,-1,-1.0,1909.0,500.0,4000.0,13811.0,1957.0,19692.0,5000.0,1700.0,1052.0,300.0,13657.0,-1.0,-1,2229.0,8.0,255830.0,178000.0,10724.0,2437.0,-1.0,4500.0,9000.0,150.0,-1,16900.0,13914.0,8500.0,-1.0,4000.0,70000.0,-1.0,37523.0,8827.0,-1.0,2363.0,343305.0,12500.0,-1.0,4599.0,3356.0,2200.0,4036.0,0.0,38.0,14000.0,3495.0,-1.0,2166.0,8.0,33211.0,27000.0,13898.0,6000.0,343305.0,-1,120000.0,15000.0,-1.0
2003,78952.0,179.0,16120.0,12036.0,3487.0,-1.0,31000.0,-1,-1.0,1699.0,500.0,4100.0,13954.0,1973.0,20120.0,3900.0,1600.0,918.0,340.0,9418.0,-1.0,-1,6029.0,10.0,295740.0,150000.0,25586.0,3132.0,-1.0,3500.0,9532.0,138.0,-1,16066.0,20338.0,1300.0,-1.0,2801.0,71951.0,-1.0,50819.0,9701.0,-1.0,3694.0,393529.0,14500.0,-1.0,4545.0,3425.0,1700.0,3901.0,0.0,79.0,13500.0,3958.0,-1.0,1700.0,10.0,23352.0,26113.0,17991.0,8479.0,393529.0,-1,130000.0,12834.0,-1.0
2004,90700.0,203.0,4856.0,12284.0,3100.0,-1.0,34000.0,-1,-1.0,2146.0,500.0,4233.0,13319.0,3672.0,19830.0,4095.0,1685.0,836.0,250.0,8514.0,-1.0,-1,4502.0,37.0,294835.0,168320.0,22684.0,3661.0,-1.0,5000.0,9731.0,140.0,-1,16309.0,17735.0,7200.0,123.0,2588.0,81499.0,-1.0,15608.0,4335.0,-1.0,3600.0,436862.0,15000.0,-1.0,4565.0,1225.0,2000.0,4976.0,0.0,78.0,14500.0,4117.0,-1.0,1800.0,37.0,26418.0,26148.0,17917.0,8188.0,436862.0,-1,126000.0,12583.0,-1.0
2005,91000.0,274.0,13252.0,12531.0,7893.0,-1.0,32000.0,-1,-1.0,2176.0,496.0,4324.0,14867.0,4511.0,21784.0,4355.0,1550.0,868.0,270.0,8629.0,-1.0,-1,2640.0,23.0,322051.0,215000.0,21264.0,2688.0,-1.0,4000.0,9930.0,140.0,-1,16527.0,17031.0,10128.0,958.0,1283.0,79871.0,-1.0,47810.0,12529.0,-1.0,5000.0,499074.0,16000.0,-1.0,4167.0,1197.0,2600.0,4903.0,0.0,92.0,14500.0,3336.0,-1.0,2000.0,23.0,32716.0,27000.0,13369.0,5836.0,499074.0,-1,150000.0,11000.0,-1.0
2006,68750.0,301.0,3900.0,12500.0,7549.0,23751.0,36000.0,-1,-1.0,2220.0,493.0,4426.0,14867.0,5527.0,23756.0,5000.0,1800.0,848.0,225.0,9500.0,-1.0,-1,2110.0,400.0,317515.0,265000.0,-1.0,2783.0,-1.0,4500.0,10000.0,140.0,-1,16738.0,18137.0,10195.0,635.0,1273.0,68359.0,-1.0,38471.0,10881.0,-1.0,5088.0,475455.0,18618.0,-1.0,4400.0,1145.0,1900.0,9347.0,0.0,177.0,26000.0,4603.0,534.0,1735.0,400.0,40333.0,27000.0,10780.0,6433.0,475455.0,-1,129614.0,10841.0,-1.0
2007,82320.0,237.0,11800.0,12000.0,8228.0,24823.0,33000.0,-1,4566.0,2225.0,520.0,4521.0,15195.0,4786.0,20956.0,9206.0,1650.0,990.0,248.0,9512.0,-1.0,-1,1400.0,750.0,297555.0,350000.0,-1.0,2969.0,-1.0,5500.0,10197.0,125.0,-1,17000.0,18992.0,13776.0,820.0,2482.0,79162.0,-1.0,25516.0,9693.0,-1.0,5098.0,629986.0,15300.0,-1.0,4100.0,1000.0,2200.0,9563.0,0.0,148.0,28000.0,3620.0,658.0,1382.0,750.0,32635.0,27000.0,10092.0,6372.0,629986.0,-1,172572.0,12182.0,-1.0
2008,79170.0,287.0,6200.0,13196.0,6828.0,24405.0,37000.0,-1,3974.0,2314.0,400.0,4649.0,12722.0,4863.0,15100.0,9660.0,1658.0,979.0,207.0,11682.0,-1.0,-1,422.0,900.0,395530.0,433630.0,-1.0,2844.0,-1.0,6000.0,10260.0,125.0,-1,17128.0,19130.0,12894.0,345.0,1837.0,79770.0,-1.0,32259.0,8376.0,-1.0,4839.0,828635.0,13500.0,-1.0,3752.0,1100.0,2300.0,10039.0,0.0,186.0,24000.0,5751.0,720.0,1427.0,900.0,36912.0,25855.0,13742.0,11577.0,828635.0,-1,170897.0,12046.0,-1.0
2009,83890.0,218.0,8200.0,13582.0,7226.0,25172.0,36000.0,-1,3789.0,4571.0,350.0,4984.0,12748.0,4981.0,22000.0,10002.0,1652.0,1222.0,157.0,13299.0,-1.0,-1,281.0,1300.0,396440.0,463000.0,-1.0,2956.0,-1.0,6000.0,10365.0,24.0,-1,17431.0,18937.0,12247.0,236.0,2404.0,115350.0,-1.0,38329.0,8658.0,-1.0,5710.0,979366.0,14000.0,-1.0,4116.0,1100.0,2000.0,9615.0,0.0,144.0,26000.0,5403.0,845.0,1420.0,1300.0,20417.0,22445.0,9829.0,12241.0,979366.0,-1,177298.0,12000.0,-1.0
2010,87400.0,241.0,6100.0,13500.0,8651.0,21419.0,38000.0,-1,3800.0,5319.0,334.0,5240.0,10838.0,5769.0,22200.0,11900.0,1648.0,1061.0,155.0,13525.0,-1.0,-1,1240.0,1900.0,457221.0,433630.0,-1.0,2952.0,-1.0,6500.0,10000.0,24.0,-1,17137.0,6000.0,10129.0,213.0,2401.0,76627.0,-1.0,34359.0,8470.0,-1.0,4907.0,1284351.0,14000.0,-1.0,3400.0,702.0,2202.0,7043.0,0.0,69.0,32896.0,5637.0,743.0,1180.0,1900.0,31737.0,20865.0,11583.0,9175.0,1284351.0,-1,178142.0,14000.0,-1.0
2011,112600.0,303.0,5700.0,14682.0,5797.0,23938.0,36000.0,-1,4000.0,5729.0,400.0,6020.0,10306.0,5480.0,29800.0,13902.0,1645.0,1070.0,187.0,13815.0,-1.0,-1,2406.0,2493.0,418212.0,389985.0,-1.0,2911.0,-1.0,6500.0,10994.0,24.0,-1,17351.0,4250.0,9339.0,474.0,2427.0,96476.0,-1.0,35073.0,8923.0,-1.0,5251.0,1655508.0,33500.0,-1.0,3700.0,435.0,2254.0,4951.0,0.0,107.0,36164.0,3868.0,785.0,1690.0,2493.0,38314.0,21634.0,13859.0,10456.0,1655508.0,-1,183240.0,10500.0,-1.0
2012,96900.0,347.0,4800.0,16500.0,2139.0,12577.0,40000.0,-1,4200.0,5817.0,398.0,8378.0,10640.0,4952.0,24200.0,14002.0,1750.0,1151.0,156.0,16877.0,-1.0,-1,2925.0,2500.0,497000.0,402000.0,-1.0,4380.0,-1.0,5800.0,12800.0,24.0,-1,17566.0,2700.0,8319.0,500.0,2432.0,110605.0,-1.0,30546.0,9174.0,-1.0,3171.0,2017679.0,30000.0,-1.0,4216.0,5.0,2049.0,5915.0,0.0,124.0,41900.0,3240.0,665.0,2265.0,2500.0,36476.0,24273.0,9062.0,12310.0,2017679.0,-1,203212.0,11789.0,-1.0
2013,115800.0,357.0,10800.0,15755.0,2574.0,18336.0,36000.0,-1,4200.0,5228.0,390.0,9317.0,9926.0,5467.0,24565.0,11122.0,1614.0,1282.0,191.0,14230.0,-1.0,-1,5099.0,2500.0,446334.0,425000.0,-1.0,4013.0,-1.0,5800.0,11817.0,24.0,-1,17780.0,3416.0,14235.0,500.0,2452.0,106945.0,-1.0,31764.0,9587.0,-1.0,3171.0,1450540.0,40000.0,-1.0,4609.0,6.0,2056.0,6482.0,0.0,122.0,44746.0,4540.0,688.0,2300.0,2500.0,33510.0,24305.0,12688.0,8068.0,1450540.0,-1,212140.0,12156.0,-1.0
2014,102740.0,333.0,5600.0,16000.0,4015.0,16122.0,43000.0,-1,4200.0,5423.0,381.0,7360.0,10094.0,4649.0,22310.0,10426.0,1587.0,1217.0,105.0,15594.0,-1.0,-1,1670.0,2541.0,518002.0,445829.0,-1.0,3674.0,-1.0,5800.0,11733.0,26.0,-1,17995.0,3438.0,12509.0,500.0,2464.0,125758.0,-1.0,31514.0,8573.0,-1.0,2079.0,1602373.0,44000.0,-1.0,4132.0,5.0,2031.0,6394.0,0.0,125.0,58909.0,4320.0,689.0,2208.0,2541.0,34767.0,24313.0,13115.0,6936.0,1602373.0,-1,180807.0,12344.0,-1.0
