,Samoa,USSR,Cambodia,France,Australia & New Zealand,Australia,Pakistan,Slovakia,Thailand,Ethiopia,Kenya,Nigeria,Yemen,Romania,Lao People's Democratic Republic,Zambia,Botswana,Peru,South Africa,Togo,Tunisia,Equatorial Guinea,Albania,Brazil,Chad,Mozambique,Niger,Democratic People's Republic of Korea,El Salvador,Canada,Colombia,Spain,Central African Republic,Tajikistan,India,Jamaica,Ecuador,Swaziland,Indonesia,Poland,Argentina,Turkey,Antigua and Barbuda,Belgium-Luxembourg,Angola,Ethiopia PDR,Egypt,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Czechoslovakia,Haiti,Republic of Korea,Democratic Republic of the Congo,New Zealand,Sudan,Mali,"Saint Helena, Ascension and Tristan da Cunha",Hungary,Republic of Moldova,Dominican Republic,Syrian Arab Republic,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Gambia,Ghana,"China, mainland",Paraguay,Cyprus,Guinea-Bissau,Rwanda,Lithuania,Cameroon,Netherlands,Guatemala,South Sudan,Saint Kitts and Nevis,Cuba,Austria,United States of America,Bhutan,Turkmenistan,Philippines,Iraq,Madagascar,United Republic of Tanzania,Burundi,Belgium,Nepal,Czechia,Costa Rica,Bangladesh,Italy,Senegal,Germany,Uganda,Comoros,Benin,Sweden,Estonia,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Chile,Honduras,Uruguay,Afghanistan,Zimbabwe,Kyrgyzstan,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Denmark,Somalia,Namibia,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Mauritius,Nicaragua,Viet Nam,Bosnia and Herzegovina,Russian Federation,Portugal,Bolivia (Plurinational State of),Grenada,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Latvia,Guinea,Montserrat,Guadeloupe,Sri Lanka,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Myanmar,Ukraine,Sierra Leone
1971,550.0,2992350.0,8550.0,50324.0,20470.0,16267.0,713950.0,,484898.0,,50358.0,39421.0,9235.0,44585.0,3650.0,3929.0,1100.0,96177.0,25133.0,2312.0,165.0,400.0,4500.0,1122237.0,41031.0,63872.0,3080.0,5300.0,63938.0,5200.0,136400.0,43154.0,17738.0,,2543046.0,475.0,8266.0,3300.0,40270.0,71200.0,89075.0,531500.0,70.0,15224.0,95575.0,24940.0,535400.0,,111.0,117035.0,20500.0,17320.0,10189.0,23543.0,4203.0,,25739.0,,24300.0,,1357.0,156426.0,540977.0,18860.0,149113.0,,12.0,479.0,2465000.0,5204.0,85.0,,98.0,,15800.0,9906.0,58285.0,,9.0,18800.0,,2281096.0,50.0,,111664.0,14080.0,45220.0,254454.0,3522.0,,53000.0,,1260.0,801033.0,1780.0,7700.0,6324.0,76400.0,87.0,17500.0,,,,2484499.0,10336.0,,,249963.0,9300.0,5800.0,2053.0,224.0,21000.0,48375.0,,7665.0,382.0,19499.0,36700.0,100.0,700.0,,0.0,1282.0,0.0,,,0.0,,1976.0,79531.0,59250.0,,,160.0,9800.0,16.0,0.0,28575.0,,100.0,31.0,110.0,695.0,11653.0,550.0,,25604.0,43240.0,,4700.0
1972,600.0,2962550.0,9150.0,46494.0,43500.0,39800.0,708838.0,,498537.0,,46813.0,38076.0,9667.0,38742.0,2540.0,2930.0,900.0,83460.0,21300.0,2600.0,0.0,450.0,5500.0,1091361.0,38856.0,70550.0,1850.0,5300.0,77680.0,7950.0,171200.0,56656.0,19778.0,,2309382.0,475.0,8575.0,3636.0,41704.0,67800.0,92403.0,553354.0,90.0,9999.0,99248.0,26350.0,538900.0,,4.0,128025.0,22700.0,19134.0,9292.0,25535.0,3700.0,,24978.0,,21300.0,,1316.0,155371.0,564664.0,14212.0,208500.0,,15.0,742.0,2358500.0,12719.0,34.0,,77.0,,15800.0,8609.0,82991.0,,17.0,18400.0,,2983679.0,50.0,,116855.0,16000.0,48854.0,243120.0,1894.0,,58060.0,,1126.0,1227514.0,1195.0,8500.0,5287.0,76000.0,0.0,19000.0,,,,2374970.0,11951.0,,,234271.0,9510.0,5700.0,2290.0,356.0,19300.0,57217.0,,7592.0,615.0,16470.0,40300.0,120.0,580.0,,,802.0,0.0,,,0.0,,1454.0,103843.0,61333.0,,,212.0,15000.0,15.0,0.0,31393.0,,100.0,10.0,90.0,895.0,19744.0,600.0,,26935.0,80594.0,,4300.0
1973,600.0,3045050.0,7550.0,42697.0,32121.0,28400.0,666616.0,,556069.0,,63392.0,49950.0,11740.0,40665.0,2250.0,1614.0,950.0,84991.0,25641.0,2000.0,,450.0,6600.0,1210434.0,42956.0,61108.0,1263.0,5300.0,77795.0,14700.0,145300.0,45894.0,17149.0,,2633906.0,480.0,13557.0,4100.0,45133.0,53000.0,128890.0,522552.0,117.0,8363.0,88500.0,28290.0,516000.0,,,117300.0,24800.0,17990.0,9203.0,26723.0,3721.0,,19750.0,,20800.0,,1252.0,156856.0,539617.0,14464.0,200456.0,,62.0,616.0,3058000.0,22256.0,3.0,,79.0,,10400.0,6305.0,97861.0,,29.0,19877.0,,2824741.0,50.0,,126031.0,15310.0,53372.0,229707.0,1724.0,,55450.0,,1526.0,1139778.0,1043.0,11900.0,4302.0,79400.0,,16500.0,,,,3073228.0,9414.0,,,190018.0,6603.0,5300.0,4267.0,673.0,36000.0,45015.0,,5448.0,655.0,15228.0,37400.0,130.0,580.0,,,425.0,0.0,,,0.0,,1598.0,107571.0,63300.0,,,177.0,37600.0,12.0,0.0,35853.0,,100.0,7.0,90.0,949.0,21356.0,600.0,,21369.0,105315.0,,3300.0
1974,600.0,2992050.0,6830.0,46200.0,32120.0,28400.0,643814.0,,483476.0,,91484.0,29459.0,12280.0,49020.0,2450.0,837.0,950.0,85044.0,46282.0,2900.0,,460.0,6700.0,1094160.0,53160.0,59500.0,2854.0,5300.0,84206.0,17850.0,178800.0,53491.0,18005.0,,2397740.0,480.0,24492.0,5900.0,47504.0,55200.0,132400.0,610787.0,70.0,11264.0,105100.0,30530.0,467100.0,,,120200.0,21700.0,19990.0,7640.0,22231.0,3720.0,,24111.0,,20800.0,,873.0,154104.0,666986.0,13718.0,231250.0,,98.0,1038.0,2994000.0,24106.0,,,32.0,,15100.0,8564.0,122272.0,,32.0,36800.0,,2512526.0,50.0,,132383.0,13700.0,50305.0,222362.0,1654.0,,40140.0,,1604.0,740464.0,1144.0,15300.0,2692.0,50000.0,0.0,11200.0,,,,3014037.0,11247.0,,,270548.0,6500.0,6000.0,5182.0,274.0,48300.0,65622.0,,7189.0,261.0,20037.0,49800.0,130.0,560.0,,,339.0,0.0,,,0.0,,1357.0,147999.0,72333.0,,,166.0,26700.0,6.0,0.0,36686.0,,100.0,2.0,80.0,1054.0,23138.0,600.0,,20518.0,92534.0,,4200.0
1975,600.0,3239300.0,5530.0,57200.0,36120.0,32900.0,521998.0,,378822.0,,48959.0,49554.0,9180.0,54395.0,2100.0,895.0,950.0,92636.0,48399.0,3700.0,,460.0,6800.0,1051439.0,64606.0,58000.0,4160.0,5300.0,83995.0,20100.0,188600.0,43061.0,12800.0,,2286930.0,485.0,21214.0,6820.0,48578.0,72072.0,176665.0,490500.0,95.0,9722.0,54000.0,30500.0,413060.0,,,118900.0,24185.0,12990.0,7055.0,21441.0,3220.0,,40501.0,,15000.0,,1133.0,141811.0,346235.0,10746.0,140150.0,,68.0,3655.0,2951500.0,32170.0,,,76.0,,19100.0,5090.0,107571.0,,43.0,40361.0,,1807451.0,60.0,,137846.0,13000.0,55244.0,176743.0,1421.0,,41351.0,,1184.0,803408.0,857.0,11400.0,1811.0,31900.0,0.0,8600.0,,,,2967115.0,18168.0,,,229287.0,5820.0,5800.0,5129.0,202.0,53300.0,58838.0,,5719.0,314.0,15615.0,48800.0,135.0,460.0,,,848.0,0.0,,,0.0,,711.0,124981.0,76833.0,,,56.0,22020.0,13.0,0.0,44131.0,,100.0,7.0,60.0,2067.0,23931.0,600.0,,19642.0,54565.0,,3000.0
1976,600.0,3207100.0,6550.0,75200.0,28120.0,24900.0,442566.0,,247911.0,,38780.0,60573.0,8860.0,73135.0,2594.0,1314.0,950.0,58365.0,23072.0,3350.0,,470.0,7000.0,763542.0,53996.0,51000.0,2580.0,5300.0,67140.0,22600.0,184100.0,38669.0,16100.0,,2406220.0,485.0,23309.0,6146.0,50700.0,63349.0,145236.0,488577.0,83.0,8475.0,39000.0,35370.0,425355.0,,,106900.0,17385.0,6990.0,3928.0,18503.0,3220.0,,46468.0,,19200.0,,1295.0,155225.0,357322.0,11026.0,157050.0,,278.0,2800.0,2645000.0,33807.0,7.0,,58.0,,18250.0,4914.0,100320.0,,48.0,40538.0,,2303642.0,60.0,,142380.0,11890.0,44659.0,193700.0,1108.0,,41000.0,,2725.0,887916.0,698.0,16800.0,600.0,24700.0,0.0,7500.0,,,,2659482.0,19891.0,,,108000.0,7700.0,6800.0,3096.0,211.0,53000.0,49319.0,,5617.0,209.0,14482.0,53700.0,135.0,440.0,,0.0,891.0,0.0,,,0.0,,655.0,112442.0,91699.0,,,23.0,12615.0,9.0,0.0,34902.0,,100.0,7.0,24.0,2644.0,26245.0,600.0,,10309.0,50342.0,,3200.0
1977,600.0,3275900.0,6266.0,73600.0,31220.0,28000.0,582697.0,,329288.0,,40303.0,82215.0,4908.0,53375.0,2725.0,2788.0,950.0,60950.0,39496.0,2400.0,,470.0,7200.0,1021205.0,45402.0,39000.0,1350.0,5300.0,76162.0,26500.0,200800.0,48862.0,10800.0,,2573702.0,490.0,30327.0,4700.0,40326.0,50237.0,165610.0,585724.0,75.0,11703.0,33000.0,36120.0,431923.0,,,124100.0,23985.0,7208.0,3283.0,16947.0,3220.0,,43361.0,,21388.0,,1564.0,150218.0,519625.0,9860.0,179000.0,,405.0,3100.0,2702500.0,72841.0,7.0,,79.0,,15425.0,6700.0,136924.0,,31.0,33570.0,,3132863.0,70.0,,155096.0,8700.0,46764.0,164394.0,1842.0,,45000.0,,8022.0,989462.0,716.0,13400.0,400.0,13800.0,0.0,5500.0,,,,2715231.0,13646.0,,,159000.0,6600.0,7200.0,6350.0,178.0,45500.0,49942.0,,7079.0,22.0,12731.0,64000.0,140.0,440.0,,0.0,933.0,0.0,,,0.0,,707.0,119872.0,89372.0,,,23.0,15875.0,8.0,0.0,29350.0,,100.0,7.0,0.0,2193.0,30733.0,600.0,,10439.0,38722.0,,3950.0
1978,600.0,3193350.0,4966.0,73800.0,47430.0,44200.0,480215.0,,412310.0,,40436.0,39763.0,6404.0,66050.0,1525.0,3676.0,950.0,69400.0,52719.0,1700.0,,470.0,7400.0,863565.0,50144.0,42000.0,1490.0,5300.0,85333.0,34650.0,145700.0,32971.0,12167.0,,2907348.0,490.0,24606.0,7100.0,43314.0,73140.0,225270.0,484650.0,79.0,10063.0,34000.0,33800.0,472046.0,,,132200.0,29285.0,10644.0,2837.0,16498.0,3230.0,,50097.0,1332.0,16792.0,,1260.0,144041.0,464707.0,8616.0,134000.0,,302.0,2700.0,2936800.0,90660.0,10.0,,0.0,,22640.0,9500.0,149762.0,,20.0,28686.0,,2363560.0,70.0,,136152.0,4900.0,34885.0,154641.0,2214.0,,55801.0,,3722.0,1190078.0,490.0,12700.0,300.0,20400.0,0.0,6420.0,,,,2950321.0,22347.0,,,198000.0,4790.0,11500.0,11386.0,185.0,44000.0,57474.0,,8100.0,33.0,13521.0,79200.0,150.0,300.0,,0.0,933.0,0.0,,,0.0,,256.0,125267.0,99932.0,,,21.0,18075.0,8.0,0.0,25950.0,,100.0,8.0,,3203.0,41406.0,600.0,,11009.0,70137.0,,3500.0
1979,600.0,2897050.0,2420.0,74500.0,55770.0,53100.0,735767.0,,317014.0,,45574.0,37384.0,5728.0,50720.0,2860.0,5370.0,950.0,84550.0,58556.0,4300.0,,480.0,8000.0,916755.0,33073.0,28000.0,1210.0,5300.0,71634.0,26500.0,128300.0,42095.0,10701.0,,2788480.0,495.0,24386.0,5100.0,50166.0,67190.0,178019.0,488357.0,50.0,9025.0,26000.0,33800.0,519995.0,,,103968.0,20731.0,12844.0,3476.0,6897.0,2670.0,,58209.0,,17277.0,,1590.0,128619.0,436733.0,6298.0,99700.0,,333.0,2600.0,2992250.0,73281.0,8.0,,0.0,,31080.0,6300.0,162638.0,,5.0,32648.0,,3185138.0,70.0,,157119.0,5800.0,34105.0,145861.0,2043.0,,65551.0,,4738.0,1096834.0,413.0,9700.0,159.0,6100.0,0.0,8900.0,,,,3005742.0,28715.0,,,117000.0,6010.0,11500.0,8781.0,97.0,35000.0,50374.0,,9100.0,20.0,13492.0,75200.0,170.0,300.0,,0.0,1145.0,0.0,,,0.0,,79.0,115025.0,108893.0,,,14.0,15735.0,9.0,0.0,22739.0,,100.0,3.0,,3800.0,46709.0,600.0,,12277.0,113548.0,,3500.0
1980,600.0,3173650.0,1700.0,73800.0,85709.0,83200.0,722343.0,,334975.0,,59502.0,29324.0,3400.0,59070.0,5300.0,5400.0,950.0,87027.0,69198.0,7200.0,,480.0,5400.0,942781.0,31200.0,37000.0,1160.0,5500.0,70176.0,38500.0,153100.0,61580.0,9247.0,,2814306.0,495.0,31927.0,7400.0,60399.0,53680.0,149737.0,516300.0,16.0,7877.0,7000.0,43100.0,564623.0,,,115700.0,24886.0,17320.0,3500.0,11240.0,2509.0,,42236.0,,14597.0,,2040.0,117262.0,462188.0,4773.0,57550.0,,489.0,2500.0,3494000.0,74874.0,5.0,1000.0,,,32090.0,6800.0,153045.0,,7.0,27294.0,,2421539.0,70.0,,167245.0,5000.0,32911.0,151133.0,2015.0,,67514.0,,5100.0,907840.0,505.0,7200.0,0.0,4100.0,0.0,6100.0,,,,3506331.0,23315.0,,,114900.0,6730.0,16900.0,7303.0,24.0,21700.0,54561.0,,6100.0,20.0,12331.0,78100.0,170.0,150.0,,,1145.0,0.0,,,0.0,,80.0,24204.0,106368.0,,,21.0,6800.0,9.0,0.0,21936.0,,100.0,2.0,,1593.0,59010.0,600.0,,8216.0,113567.0,,3500.0
1981,600.0,3228000.0,2100.0,51600.0,100900.0,98900.0,755912.0,,313122.0,,49746.0,27713.0,6800.0,39340.0,5493.0,6183.0,950.0,95757.0,62679.0,8000.0,,500.0,7000.0,978010.0,26200.0,37500.0,730.0,6300.0,51924.0,38900.0,152000.0,71061.0,7260.0,,2902640.0,500.0,30250.0,8000.0,70995.0,38759.0,86169.0,502000.0,6.0,7592.0,7000.0,43300.0,527300.0,,,125000.0,15979.0,12088.0,2570.0,7900.0,2000.0,,39865.0,,12969.0,,2440.0,131000.0,416172.0,5177.0,78220.0,,927.0,1900.0,3901000.0,105869.0,3.0,1300.0,,,30800.0,5200.0,114697.0,,11.0,31695.0,,3406432.0,105.0,,138655.0,4400.0,34191.0,126548.0,2343.0,,59284.0,,6264.0,862036.0,95.0,15300.0,0.0,5100.0,,5000.0,,,,3908092.0,21628.0,,,99600.0,8300.0,16700.0,6413.0,5.0,20000.0,59002.0,,8535.0,21.0,7092.0,94800.0,180.0,150.0,,,848.0,0.0,,,0.0,,80.0,78108.0,118619.0,,,46.0,6515.0,9.0,0.0,14057.0,,100.0,11.0,,1900.0,55682.0,600.0,,10564.0,123631.0,,3600.0
1982,600.0,3275000.0,2250.0,67600.0,136600.0,134600.0,831529.0,,288313.0,,58077.0,21514.0,7340.0,39510.0,5650.0,4602.0,950.0,86935.0,42543.0,8100.0,,500.0,7000.0,1019557.0,38200.0,27300.0,800.0,7000.0,47695.0,47150.0,79500.0,56182.0,13290.0,,2612500.0,500.0,23795.0,4600.0,74914.0,26861.0,154059.0,499185.0,4.0,9343.0,11000.0,43306.0,480248.0,,,101000.0,20893.0,12782.0,2345.0,24951.0,2000.0,,51876.0,,10843.0,,2340.0,157995.0,243072.0,5733.0,94110.0,,841.0,1600.0,4298000.0,90766.0,2.0,1500.0,,,28700.0,5500.0,71785.0,,7.0,33133.0,,2604500.0,105.0,,129546.0,4600.0,36071.0,112037.0,2080.0,,42663.0,,2743.0,904998.0,170.0,18400.0,0.0,5100.0,,12000.0,,,,4304885.0,28817.0,,,156500.0,8000.0,16800.0,6500.0,4.0,15000.0,46862.0,,5843.0,21.0,6885.0,87700.0,190.0,70.0,,,1400.0,0.0,,,0.0,,80.0,66322.0,127756.0,,,51.0,3900.0,10.0,0.0,11253.0,,100.0,7.0,,1535.0,56454.0,600.0,,11321.0,64900.0,,3700.0
1983,600.0,3143000.0,2500.0,68400.0,102300.0,100800.0,502490.0,,328456.0,,58234.0,20245.0,7340.0,57550.0,5568.0,7458.0,950.0,37343.0,33575.0,11500.0,,500.0,5200.0,845700.0,59900.0,16000.0,1551.0,7800.0,48117.0,52400.0,70100.0,41598.0,12300.0,,2522200.0,500.0,17302.0,2900.0,74589.0,28420.0,114812.0,531220.0,5.0,7740.0,8000.0,36510.0,419500.0,,,134000.0,24462.0,12980.0,2130.0,28112.0,1500.0,,56242.0,,11743.0,,2490.0,193500.0,304706.0,6832.0,91110.0,,276.0,1400.0,5368500.0,96000.0,0.0,900.0,,,37000.0,21000.0,56923.0,,13.0,37775.0,,1692000.0,105.0,,99563.0,3900.0,36846.0,98740.0,1696.0,,39039.0,,2339.0,963345.0,60.0,11700.0,0.0,10000.0,,17000.0,,,,5376776.0,29855.0,,,193000.0,8100.0,17000.0,4360.0,3.0,16700.0,50817.0,,3515.0,21.0,8276.0,92700.0,190.0,70.0,,,1145.0,0.0,,,0.0,,80.0,83248.0,133852.0,,,28.0,3221.0,10.0,0.0,18190.0,,120.0,6.0,,500.0,65749.0,600.0,,11442.0,96809.0,,3800.0
1984,600.0,2823000.0,2570.0,89700.0,142800.0,141300.0,1015876.0,,240170.0,,58959.0,13112.0,6332.0,68660.0,5750.0,15806.0,950.0,68559.0,38869.0,10600.0,,510.0,6500.0,920646.0,35526.0,13500.0,1480.0,9000.0,36026.0,39450.0,115578.0,54343.0,17310.0,,2903400.0,500.0,27417.0,5700.0,61285.0,29954.0,182468.0,589760.0,20.0,11635.0,6000.0,36970.0,420000.0,,,142000.0,27900.0,13996.0,1860.0,27500.0,1500.0,,57392.0,,14647.0,,2247.0,160000.0,348826.0,6628.0,112110.0,,932.0,2500.0,7294000.0,121000.0,,1500.0,,,38100.0,32000.0,60297.0,,13.0,37742.0,,2826500.0,105.0,,97251.0,3550.0,40709.0,98975.0,2323.0,,25048.0,,2294.0,943378.0,98.0,18900.0,0.0,12200.0,,33000.0,,,,7301312.0,34240.0,,,222000.0,5200.0,17150.0,6090.0,6.0,22700.0,92000.0,,8576.0,21.0,7312.0,87600.0,200.0,24.0,,,1145.0,0.0,,,0.0,,80.0,89388.0,137608.0,,,0.0,2374.0,10.0,0.0,20498.0,,150.0,6.0,,24.0,58402.0,600.0,,10472.0,89190.0,,3900.0
1985,600.0,3202000.0,5350.0,100800.0,250200.0,248700.0,1222889.0,,343785.0,,57580.0,11124.0,2040.0,61784.0,3604.0,10891.0,950.0,98800.0,51288.0,23250.0,,510.0,8800.0,1376363.0,38504.0,7000.0,1740.0,11000.0,36295.0,58300.0,141995.0,71934.0,13312.0,,3816790.0,500.0,22533.0,5500.0,87726.0,29528.0,173972.0,523200.0,72.0,12643.0,6000.0,39480.0,469000.0,,,168000.0,25879.0,12980.0,1590.0,22000.0,1500.0,,69159.0,,15421.0,,2139.0,170000.0,271245.0,8359.0,106125.0,,613.0,500.0,6524140.0,165500.0,,1500.0,,,45600.0,36000.0,59720.0,,13.0,37426.0,,2924000.0,175.0,,92560.0,3600.0,44080.0,75735.0,2583.0,,33124.0,,2279.0,1393816.0,80.0,10900.0,0.0,16579.0,,34000.0,,,,6529802.0,45353.0,,,206000.0,8700.0,17150.0,4850.0,35.0,18000.0,104000.0,,12088.0,21.0,5662.0,99000.0,200.0,14.0,,,1145.0,0.0,,,0.0,,80.0,72057.0,141351.0,,,0.0,4698.0,10.0,0.0,33049.0,,180.0,6.0,,1.0,88418.0,600.0,,8676.0,94038.0,,4000.0
1986,600.0,3052000.0,7200.0,67100.0,268300.0,267300.0,1325338.0,,298060.0,,50570.0,36990.0,6512.0,47120.0,3380.0,12000.0,950.0,103100.0,52538.0,26424.0,,510.0,8450.0,1149978.0,34142.0,9000.0,3140.0,13500.0,23638.0,68150.0,143412.0,91984.0,9922.0,,2777400.0,500.0,25902.0,6350.0,100958.0,25793.0,122600.0,523100.0,55.0,8580.0,6000.0,37500.0,442000.0,,,205000.0,22072.0,7320.0,1120.0,20500.0,1000.0,,80574.0,,15854.0,,1971.0,159000.0,213413.0,10082.0,111042.0,,420.0,2738.0,4761652.0,107400.0,,1500.0,,,46600.0,25000.0,54171.0,,13.0,31841.0,,2119000.0,200.0,,113933.0,6760.0,46790.0,112081.0,3116.0,,61100.0,,1645.0,1585518.0,40.0,10700.0,0.0,8900.0,,48000.0,,,,4768772.0,65970.0,,,148000.0,9400.0,17200.0,3048.0,130.0,18000.0,90300.0,,9521.0,21.0,7120.0,69000.0,210.0,15.0,,,1145.0,0.0,,,0.0,,80.0,53748.0,153632.0,,,0.0,4000.0,10.0,0.0,36165.0,,350.0,6.0,,5.0,82368.0,600.0,,10866.0,82860.0,,4500.0
1987,600.0,2951000.0,10520.0,72500.0,222600.0,221600.0,1473404.0,,232177.0,,44656.0,55270.0,6512.0,65630.0,4820.0,7200.0,950.0,69800.0,63193.0,31900.0,,510.0,7750.0,895726.0,47898.0,14000.0,3000.0,15400.0,18768.0,68700.0,137835.0,82276.0,7922.0,,2349100.0,500.0,27007.0,4800.0,84654.0,20488.0,102600.0,542486.0,55.0,11631.0,6000.0,38280.0,385000.0,,,194000.0,19927.0,6825.0,3519.0,18000.0,1000.0,,76933.0,,16393.0,,2581.0,123000.0,300087.0,5770.0,106026.0,,334.0,2722.0,5782000.0,84175.0,,1500.0,,,45103.0,32000.0,28520.0,,13.0,30806.0,,3214000.0,260.0,,110008.0,7095.0,38349.0,118470.0,3071.0,,23450.0,,1480.0,1240473.0,64.0,15300.0,0.0,5800.0,,27000.0,,,,5788077.0,58510.0,,,166000.0,12200.0,17400.0,2845.0,40.0,13000.0,88300.0,,5549.0,21.0,6077.0,59200.0,210.0,17.0,,,1782.0,0.0,,,0.0,,80.0,52652.0,163122.0,,,0.0,2202.0,10.0,0.0,26341.0,,361.0,6.0,,5.0,93067.0,600.0,,9247.0,72783.0,,4900.0
1988,600.0,3154000.0,5450.0,93400.0,270000.0,269000.0,1430180.0,,246086.0,,43210.0,63860.0,2655.0,56200.0,5120.0,21000.0,950.0,96200.0,80518.0,30938.0,105.0,510.0,4750.0,1194993.0,52559.0,12000.0,2000.0,16500.0,18184.0,66100.0,144519.0,119402.0,11732.0,,2943400.0,500.0,33005.0,8500.0,79197.0,21032.0,284550.0,655550.0,50.0,12613.0,6000.0,39490.0,345000.0,,,235000.0,19012.0,10825.0,3335.0,14010.0,1000.0,,99027.0,,9840.0,,2698.0,179554.0,362613.0,1147.0,116020.0,,703.0,2470.0,5460000.0,187396.0,,1500.0,,,62104.0,31967.0,48851.0,,13.0,22429.0,,3355000.0,300.0,,101234.0,6100.0,40142.0,105800.0,2959.0,,15800.0,,2164.0,895618.0,74.0,15490.0,0.0,5000.0,,44040.0,0.0,,,5465459.0,57389.0,,,99000.0,10600.0,17500.0,2850.0,43.0,15000.0,117300.0,,7700.0,21.0,5459.0,62600.0,220.0,20.0,,0.0,1697.0,0.0,,,0.0,,80.0,38755.0,121942.0,,,0.0,3670.0,10.0,0.0,31526.0,,620.0,6.0,,2.0,113812.0,600.0,,6327.0,65580.0,,4900.0
1989,600.0,3100100.0,4000.0,74200.0,294000.0,293000.0,1460628.0,,229240.0,,46599.0,66870.0,4431.0,61000.0,5294.0,18900.0,950.0,106200.0,75295.0,32956.0,130.0,510.0,5800.0,967295.0,57938.0,14000.0,1960.0,17200.0,18240.0,42400.0,135890.0,61063.0,11243.0,,3472900.0,500.0,29133.0,10400.0,74797.0,21125.0,175400.0,623408.0,40.0,10813.0,6000.0,36800.0,316875.0,,,255000.0,25108.0,10825.0,2801.0,15350.0,1000.0,,100695.0,,6116.0,,2908.0,155000.0,203303.0,2648.0,114020.0,,1176.0,3225.0,4921962.0,207973.0,,758.0,,,43017.0,31341.0,42523.0,,13.0,34896.0,,2655000.0,315.0,,82527.0,7195.0,44034.0,79309.0,2869.0,,17624.0,,1240.0,849844.0,120.0,12164.0,0.0,4800.0,,42641.0,0.0,,,4924668.0,61367.0,,,135000.0,11520.0,17500.0,1950.0,53.0,11700.0,93800.0,,9200.0,21.0,2706.0,46100.0,220.0,20.0,,0.0,848.0,0.0,,,0.0,,80.0,28300.0,119499.0,,,0.0,1240.0,10.0,0.0,38336.0,,1220.0,6.0,,5.0,128325.0,600.0,,5744.0,66447.0,,5000.0
1990,590.0,2896521.0,3600.0,77200.0,306206.0,305300.0,1641590.0,,253153.0,,48655.0,95881.0,2665.0,27010.0,5928.0,11000.0,756.0,78300.0,60645.0,33547.0,301.0,540.0,4000.0,915204.0,60207.0,12445.0,920.0,18500.0,15608.0,52700.0,140995.0,80810.0,14350.0,,3375300.0,436.0,32477.0,12600.0,77318.0,17062.0,305674.0,658301.0,37.0,11710.0,6060.0,38101.0,319025.0,,0.0,223300.0,22439.0,10855.0,2130.0,14241.0,906.0,,116968.0,0.0,2963.0,,2710.0,158800.0,248632.0,1606.0,119015.0,,654.0,5015.0,5625906.0,218398.0,0.0,1000.0,0.0,,46647.0,40000.0,41890.0,,10.0,24123.0,0.0,3375000.0,320.0,,73538.0,9400.0,40914.0,92264.0,2192.0,,16471.0,,1111.0,873119.0,90.0,14000.0,-1.0,5900.0,0.0,59210.0,-1.0,,,5628792.0,75476.0,,,133000.0,11400.0,17906.0,1550.0,34.0,9300.0,68423.0,,8695.0,21.0,2886.0,51400.0,232.0,20.0,,-1.0,848.0,47.0,,,-1.0,,76.0,25840.0,88435.0,,,0.0,2188.0,10.0,0.0,38813.0,,2199.0,10.0,0.0,1.0,107494.0,590.0,,4897.0,54318.0,,5100.0
1991,587.0,2742000.0,3400.0,55200.0,448235.0,447000.0,2184402.0,,221362.0,,48830.0,103892.0,2479.0,15026.0,5849.0,17500.0,622.0,61270.0,48470.0,41032.0,446.0,432.0,300.0,1017637.0,67886.0,17823.0,1000.0,19500.0,14917.0,43550.0,192605.0,80442.0,9252.0,,3546800.0,484.0,30830.0,12800.0,79400.0,4690.0,326600.0,563870.0,32.0,10449.0,5879.0,31070.0,318435.0,,4312.0,198000.0,8149.0,9330.0,937.0,14610.0,1235.0,,116309.0,0.0,3296.0,,2525.0,205000.0,249939.0,1571.0,118010.0,,844.0,7950.0,6581454.0,208470.0,0.0,933.0,0.0,,47197.0,35000.0,38902.0,,6.0,27720.0,0.0,3835000.0,333.0,,77874.0,3840.0,33664.0,135779.0,2905.0,,16455.0,,1387.0,981929.0,100.0,20287.0,-1.0,8212.0,0.0,74799.0,-1.0,,,6583862.0,69261.0,,,91000.0,8900.0,20392.0,1600.0,34.0,22000.0,73104.0,,11189.0,19.0,2408.0,21250.0,244.0,0.0,,-1.0,848.0,79.0,,,-1.0,,79.0,33212.0,82464.0,,,0.0,8677.0,10.0,0.0,39035.0,,5303.0,9.0,0.0,0.0,115724.0,587.0,,7359.0,44804.0,,5100.0
