,USSR,Cambodia,Vanuatu,Eritrea,Fiji,Australia,Pakistan,Thailand,Belize,Ethiopia,Kenya,Guyana,Lao People's Democratic Republic,Zambia,Botswana,Papua New Guinea,Somalia,Suriname,Brazil,Mozambique,Niger,Australia & New Zealand,Hungary,Chad,Colombia,Spain,Central African Republic,India,Jamaica,Ecuador,Cabo Verde,Indonesia,Argentina,Jordan,Angola,Ethiopia PDR,Egypt,Melanesia,Togo,Malaysia,Greece,Tajikistan,Haiti,Republic of Korea,Democratic Republic of the Congo,Nigeria,Sudan,Mali,Congo,Lebanon,Dominican Republic,Syrian Arab Republic,Tonga,Yugoslav SFR,Iran (Islamic Republic of),Peru,Gambia,Ghana,"China, mainland",Cyprus,Kazakhstan,Rwanda,Cameroon,Guatemala,Saint Kitts and Nevis,Cuba,United States of America,South Africa,Philippines,Iraq,Madagascar,Swaziland,United Republic of Tanzania,Burundi,South Sudan,Libya,Costa Rica,Bangladesh,Italy,Senegal,Mauritius,Uganda,Comoros,Benin,Uzbekistan,China,Burkina Faso,Sudan (former),Morocco,Honduras,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Timor-Leste,Saudi Arabia,Guinea-Bissau,Namibia,Georgia,Nicaragua,Viet Nam,Mauritania,Barbados,Turkey,Portugal,Bolivia (Plurinational State of),Paraguay,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Mexico,Guinea,Sierra Leone,Sri Lanka,Côte d'Ivoire,Polynesia,Bulgaria,Myanmar,Occupied Palestinian Territory,Liberia
1983,23000.0,7000.0,9714.0,,10294.0,6500.0,12126.0,12156.0,,,6000.0,7253.0,7686.0,4392.0,13750.0,10000.0,10000.0,7835.0,13400.0,3548.0,4635.0,6500.0,,6710.0,15000.0,27500.0,9406.0,9398.0,11471.0,8311.0,5000.0,16815.0,18842.0,,5000.0,9688.0,17699.0,9846.0,3781.0,42340.0,28912.0,,8077.0,11953.0,6986.0,9092.0,,7777.0,10032.0,8696.0,12248.0,19615.0,11538.0,13883.0,19048.0,10307.0,11708.0,9559.0,17968.0,25000.0,,8901.0,4393.0,8352.0,10952.0,10000.0,26895.0,4000.0,7009.0,20000.0,9642.0,2665.0,6042.0,9231.0,,20000.0,16773.0,10833.0,26116.0,4955.0,30806.0,7984.0,,5419.0,,17879.0,5989.0,5291.0,13554.0,15000.0,6958.0,1758.0,,8333.0,7033.0,,13606.0,46761.0,7636.0,16633.0,7895.0,,2588.0,,,15909.0,8952.0,8095.0,,21000.0,,7888.0,11042.0,9846.0,12508.0,20431.0,5867.0,8143.0,4795.0,5461.0,11538.0,13568.0,10182.0,,6667.0
1984,23590.0,5000.0,9714.0,,5991.0,14658.0,11692.0,13772.0,,,6364.0,7500.0,7692.0,5771.0,3278.0,10000.0,10000.0,10000.0,16503.0,3030.0,2104.0,14658.0,,6101.0,15131.0,26590.0,9000.0,8979.0,10652.0,8360.0,5000.0,17504.0,23041.0,,5000.0,13158.0,20792.0,9532.0,4499.0,36842.0,29639.0,,8182.0,11925.0,6969.0,9100.0,,6470.0,10032.0,8333.0,14016.0,20417.0,12500.0,14550.0,22000.0,11236.0,11499.0,11208.0,19905.0,27658.0,,7356.0,3006.0,8593.0,11111.0,10000.0,32318.0,3154.0,8584.0,32000.0,9514.0,5696.0,6020.0,9231.0,,20000.0,19527.0,10355.0,25234.0,5771.0,29548.0,6892.0,,7223.0,,19840.0,7391.0,5268.0,14156.0,15000.0,6958.0,1650.0,,8000.0,7134.0,,16825.0,51069.0,7778.0,17875.0,8947.0,,3529.0,,,6636.0,9730.0,6957.0,,20652.0,,10560.0,11010.0,10000.0,20589.0,12028.0,6196.0,7500.0,5915.0,6469.0,12500.0,12660.0,10149.0,,6667.0
1985,20000.0,5556.0,9444.0,,7000.0,14141.0,11485.0,14161.0,,,6538.0,7500.0,7704.0,5807.0,8000.0,10000.0,9615.0,9034.0,17562.0,3125.0,4611.0,14141.0,,7670.0,15418.0,25849.0,8729.0,7188.0,11969.0,9376.0,5000.0,18195.0,23483.0,,5000.0,11556.0,19558.0,9387.0,5054.0,38235.0,31818.0,,8182.0,14102.0,7200.0,10455.0,,9518.0,10031.0,16667.0,17112.0,20821.0,12500.0,16542.0,24000.0,12450.0,12957.0,11765.0,20083.0,29888.0,,7679.0,3015.0,8846.0,12000.0,10000.0,31481.0,8755.0,8205.0,32000.0,9663.0,10980.0,6020.0,9286.0,,20000.0,16562.0,11467.0,26230.0,9945.0,30973.0,6788.0,,7154.0,,20032.0,7413.0,6688.0,12100.0,15000.0,7059.0,5678.0,,8182.0,8782.0,,16833.0,51264.0,10000.0,18843.0,8947.0,,5499.0,,,10000.0,9493.0,7391.0,,27830.0,,10722.0,11300.0,9000.0,18520.0,11442.0,5571.0,6182.0,5784.0,7990.0,12500.0,9834.0,10751.0,,6667.0
1986,21429.0,7167.0,9730.0,,5435.0,14882.0,11940.0,13544.0,,,6429.0,8750.0,8029.0,6494.0,2000.0,10000.0,8621.0,7448.0,13478.0,3061.0,5076.0,14882.0,,7144.0,14366.0,27500.0,10557.0,8415.0,10692.0,10031.0,10000.0,18744.0,21883.0,,5000.0,11522.0,21739.0,9379.0,6434.0,36923.0,33276.0,,8103.0,15223.0,7500.0,11299.0,,11483.0,9989.0,18000.0,12591.0,20417.0,12500.0,15340.0,26000.0,11251.0,13725.0,11628.0,18082.0,26690.0,,7679.0,3006.0,9580.0,10000.0,10000.0,26992.0,5250.0,8300.0,40000.0,9707.0,13150.0,5990.0,9333.0,,20000.0,16000.0,11684.0,26923.0,10431.0,31293.0,6667.0,,6651.0,,18046.0,7221.0,6994.0,12117.0,15000.0,7059.0,4670.0,,8455.0,9410.0,10950.0,15692.0,48218.0,8750.0,19177.0,8462.0,,5492.0,,,13333.0,9368.0,7391.0,23727.0,22727.0,12976.0,11213.0,7721.0,10182.0,20365.0,11482.0,5600.0,12573.0,6477.0,8127.0,12500.0,12387.0,10208.0,,6400.0
1987,20000.0,8000.0,9444.0,,5917.0,13980.0,7835.0,13703.0,,,6429.0,8500.0,9014.0,3952.0,1500.0,10000.0,7381.0,7578.0,13766.0,3182.0,2561.0,13980.0,,6247.0,14801.0,25207.0,9908.0,8553.0,10892.0,10277.0,10000.0,17013.0,20973.0,,5000.0,12500.0,21905.0,9431.0,5476.0,36757.0,33599.0,,8113.0,14731.0,8000.0,11508.0,,8018.0,10021.0,20099.0,14707.0,21594.0,12143.0,16170.0,30000.0,10506.0,12625.0,12671.0,20420.0,25701.0,,7647.0,3047.0,12537.0,10714.0,10000.0,26190.0,7114.0,8062.0,16000.0,9811.0,12857.0,6000.0,9290.0,,19310.0,12286.0,11453.0,26316.0,11393.0,32004.0,8243.0,,6344.0,,20355.0,5921.0,6313.0,16796.0,15000.0,5000.0,3987.0,,8889.0,7745.0,11000.0,17321.0,43416.0,8889.0,20308.0,7802.0,,6667.0,,,20000.0,9669.0,7083.0,21750.0,24922.0,14468.0,11411.0,10923.0,10182.0,19095.0,10298.0,5455.0,11053.0,5909.0,8266.0,12143.0,11171.0,10410.0,,6185.0
1988,13333.0,6667.0,9444.0,,8112.0,12179.0,11399.0,13876.0,,,6369.0,8333.0,8277.0,4771.0,3333.0,10000.0,8529.0,8904.0,16856.0,3235.0,1651.0,12179.0,,7657.0,14094.0,30159.0,10314.0,11324.0,9529.0,6426.0,7500.0,17051.0,20253.0,,5000.0,12500.0,25397.0,9478.0,4192.0,37500.0,36667.0,,8163.0,17458.0,8180.0,14371.0,,10359.0,10020.0,19799.0,13788.0,19912.0,11429.0,15142.0,30000.0,11021.0,10380.0,17554.0,19123.0,25455.0,,7500.0,3063.0,10264.0,10000.0,10000.0,27401.0,11307.0,7824.0,32000.0,9264.0,11106.0,5390.0,9290.0,,19452.0,12143.0,12611.0,26016.0,8002.0,29665.0,7486.0,,7260.0,,19110.0,7121.0,8599.0,19348.0,15000.0,5000.0,6266.0,,9333.0,7991.0,11033.0,18260.0,59375.0,9111.0,15362.0,8140.0,,10070.0,,,16429.0,9566.0,7083.0,22000.0,25532.0,14898.0,11133.0,10735.0,10182.0,19773.0,12210.0,5489.0,9397.0,5782.0,7847.0,11429.0,8509.0,10283.0,,6182.0
1989,13333.0,6000.0,9722.0,,13392.0,14776.0,10190.0,13413.0,9459.0,,6262.0,8889.0,9713.0,5190.0,6250.0,10000.0,7400.0,7900.0,17729.0,3235.0,4288.0,14776.0,,11175.0,15981.0,31068.0,11700.0,9299.0,11370.0,9775.0,7500.0,17525.0,17736.0,,5000.0,12619.0,21187.0,10207.0,5193.0,37302.0,45000.0,,8261.0,17206.0,8200.0,12713.0,,10685.0,11500.0,20501.0,16797.0,18534.0,12143.0,15787.0,26316.0,14070.0,15093.0,12610.0,18202.0,29825.0,,5976.0,2336.0,9069.0,10000.0,10000.0,27194.0,10567.0,7456.0,33333.0,9679.0,16445.0,5000.0,9267.0,,19456.0,12000.0,11911.0,25641.0,10767.0,32860.0,7700.0,,7351.0,,18208.0,7213.0,4007.0,9798.0,15000.0,5000.0,5493.0,,9533.0,4460.0,12620.0,18739.0,66445.0,8936.0,19632.0,8196.0,,9045.0,,,25071.0,9866.0,8620.0,22000.0,25000.0,12414.0,11619.0,10671.0,11727.0,19360.0,12768.0,6594.0,9393.0,6584.0,7982.0,12143.0,9399.0,8508.0,,6154.0
1990,13555.0,6667.0,9730.0,,10480.0,13432.0,10822.0,13719.0,16765.0,,3202.0,8460.0,9807.0,3584.0,5400.0,10990.0,7308.0,10420.0,16549.0,3306.0,2793.0,13432.0,,5861.0,14209.0,31063.0,9186.0,9044.0,9925.0,8838.0,17500.0,17554.0,14147.0,,5000.0,11363.0,21299.0,10150.0,4654.0,37037.0,29712.0,,8140.0,15026.0,8343.0,16492.0,,7265.0,10907.0,25896.0,13404.0,20182.0,13974.0,14360.0,24943.0,17013.0,8329.0,8898.0,21907.0,28000.0,,8888.0,2738.0,9197.0,10000.0,8068.0,22234.0,12255.0,7839.0,40000.0,9075.0,16410.0,5196.0,9714.0,,19459.0,15000.0,10815.0,25000.0,7687.0,29645.0,8495.0,7500.0,6737.0,,21872.0,7095.0,5514.0,6099.0,5714.0,5000.0,6107.0,,9102.0,7699.0,12430.0,18915.0,66928.0,9000.0,21793.0,8596.0,40000.0,10050.0,12000.0,,26286.0,10586.0,7719.0,21951.0,26306.0,13158.0,11457.0,10368.0,10000.0,18248.0,12420.0,7599.0,9393.0,5952.0,7611.0,13974.0,9167.0,8753.0,,5000.0
1991,,5714.0,9722.0,,7708.0,19902.0,10810.0,14273.0,15644.0,,7318.0,8522.0,10133.0,3924.0,5333.0,8465.0,7083.0,9283.0,15719.0,3333.0,3383.0,19902.0,,10209.0,11664.0,32454.0,8560.0,8185.0,10628.0,6826.0,20000.0,18177.0,17369.0,20000.0,5000.0,12558.0,22330.0,9150.0,5502.0,37143.0,42348.0,,8108.0,17075.0,8001.0,12076.0,,10905.0,12026.0,34445.0,10866.0,20455.0,5323.0,16173.0,25333.0,12401.0,10540.0,6700.0,21886.0,25000.0,,7000.0,2969.0,9406.0,10000.0,10000.0,27400.0,12625.0,8061.0,34400.0,5536.0,13043.0,6820.0,9267.0,,19333.0,12667.0,9297.0,27273.0,8311.0,28750.0,8000.0,8111.0,7309.0,,21873.0,5572.0,7848.0,11571.0,5639.0,5451.0,5352.0,,10000.0,8217.0,10828.0,20975.0,65412.0,8739.0,17544.0,9616.0,37500.0,7787.0,8333.0,,22954.0,11181.0,6119.0,21814.0,23166.0,10400.0,11620.0,11032.0,10000.0,18300.0,12871.0,8761.0,8508.0,5711.0,7468.0,5323.0,11281.0,8920.0,,5319.0
1992,,5714.0,10066.0,,8584.0,13913.0,10666.0,13635.0,11918.0,,6111.0,8756.0,8795.0,3728.0,4375.0,8559.0,5000.0,9618.0,17106.0,2819.0,3260.0,13913.0,,8143.0,12949.0,28119.0,9761.0,10489.0,12125.0,6354.0,,18021.0,14461.0,,5000.0,12558.0,23416.0,9449.0,7806.0,37143.0,39275.0,3600.0,8096.0,19293.0,8000.0,12400.0,,7504.0,12397.0,36416.0,12860.0,21893.0,5344.0,,27273.0,10840.0,8494.0,7692.0,20004.0,32895.0,30000.0,7059.0,2813.0,9200.0,10000.0,10000.0,28764.0,5420.0,7646.0,34615.0,5488.0,13523.0,6850.0,8920.0,,18919.0,12428.0,10916.0,40000.0,6046.0,29383.0,7989.0,7866.0,7774.0,13426.0,20009.0,6159.0,6969.0,15148.0,5636.0,5485.0,2269.0,2500.0,9800.0,3960.0,16261.0,20448.0,60692.0,8824.0,19074.0,9139.0,33333.0,10075.0,6250.0,4000.0,23000.0,10428.0,6608.0,21910.0,23264.0,12414.0,9980.0,11061.0,10000.0,16503.0,13046.0,10096.0,9143.0,4253.0,7551.0,5344.0,12189.0,8081.0,,5449.0
1993,,6910.0,10121.0,6720.0,16429.0,20634.0,10421.0,14860.0,11648.0,6607.0,7584.0,9091.0,8940.0,5277.0,1800.0,8652.0,6667.0,9375.0,17626.0,3853.0,2322.0,20634.0,,7085.0,11502.0,27947.0,9761.0,9409.0,12169.0,5412.0,,17972.0,21218.0,,5184.0,,22753.0,9860.0,4720.0,37002.0,32941.0,4380.0,8214.0,16675.0,7895.0,11802.0,,7844.0,11461.0,36965.0,9350.0,21852.0,5333.0,,26667.0,9696.0,12142.0,8750.0,24919.0,35000.0,30000.0,7273.0,3094.0,9066.0,13333.0,10000.0,22505.0,7611.0,7595.0,25000.0,5755.0,13335.0,6589.0,8678.0,,19589.0,12397.0,11179.0,40000.0,8493.0,31679.0,8182.0,7857.0,7467.0,16047.0,24909.0,9493.0,5485.0,16141.0,5632.0,5518.0,5875.0,12500.0,9871.0,9017.0,10743.0,23868.0,59438.0,8982.0,15260.0,9300.0,33058.0,9981.0,7413.0,3000.0,29963.0,11938.0,7183.0,21922.0,23333.0,10000.0,10311.0,11063.0,10000.0,18009.0,12557.0,8822.0,9518.0,5624.0,7538.0,5333.0,7716.0,8929.0,,5645.0
1994,,7143.0,10175.0,6292.0,8299.0,17783.0,10952.0,14976.0,10625.0,6750.0,6500.0,8182.0,9231.0,4087.0,5500.0,8746.0,7000.0,9208.0,17436.0,3109.0,4472.0,17783.0,,7472.0,13120.0,29051.0,9400.0,10271.0,12211.0,7680.0,,16781.0,15565.0,,6098.0,,28719.0,9520.0,3783.0,37001.0,35378.0,4575.0,8135.0,19029.0,7892.0,9249.0,,8424.0,11402.0,38030.0,12772.0,20225.0,5338.0,,26096.0,14533.0,10762.0,9368.0,25643.0,29508.0,21429.0,5786.0,3656.0,8979.0,11770.0,10000.0,29415.0,12933.0,7785.0,25000.0,6588.0,13333.0,6482.0,8282.0,,19079.0,12500.0,11298.0,38750.0,7601.0,41879.0,7513.0,7836.0,7643.0,15664.0,25618.0,8373.0,8045.0,10023.0,5629.0,5559.0,4946.0,6889.0,9754.0,3216.0,11718.0,22893.0,53093.0,9000.0,24236.0,9781.0,40000.0,11740.0,8333.0,3000.0,31343.0,11861.0,7458.0,22333.0,23333.0,13932.0,10544.0,10995.0,10000.0,21367.0,12896.0,9199.0,9900.0,5398.0,7803.0,5338.0,6956.0,9251.0,,5938.0
1995,,7500.0,10229.0,7978.0,8333.0,18671.0,11030.0,15124.0,13019.0,6787.0,6111.0,8571.0,10224.0,4469.0,9510.0,8781.0,7350.0,9607.0,17961.0,3893.0,4122.0,18671.0,,9181.0,14234.0,19355.0,9400.0,10073.0,12504.0,4665.0,,14676.0,15332.0,,4688.0,,29306.0,9562.0,4897.0,37002.0,31980.0,7133.0,8140.0,18395.0,7405.0,8936.0,,9357.0,9864.0,34615.0,11756.0,20541.0,5333.0,,27273.0,15310.0,9628.0,9324.0,26871.0,33429.0,20000.0,6385.0,3656.0,9247.0,10000.0,9976.0,25576.0,10961.0,7612.0,26667.0,6138.0,13457.0,6372.0,9028.0,,18750.0,12357.0,11287.0,38235.0,9397.0,38425.0,7500.0,7690.0,8054.0,16322.0,26837.0,6580.0,6811.0,16558.0,5627.0,6471.0,3199.0,3919.0,9915.0,3550.0,11672.0,23548.0,61519.0,8941.0,18913.0,9912.0,39290.0,10968.0,5000.0,3000.0,27513.0,12874.0,8379.0,21818.0,24138.0,18000.0,9970.0,10667.0,10000.0,11555.0,13183.0,9086.0,10276.0,5974.0,8024.0,5333.0,10412.0,10082.0,,6000.0
1996,,5516.0,10235.0,8947.0,9412.0,17421.0,11194.0,15396.0,13939.0,6854.0,10346.0,8684.0,12607.0,4344.0,5510.0,7227.0,7509.0,9626.0,19097.0,4349.0,4710.0,17421.0,,9571.0,14701.0,21983.0,9300.0,11378.0,13416.0,7500.0,,18827.0,19361.0,20000.0,4848.0,,28673.0,9031.0,5033.0,45000.0,39376.0,4850.0,8092.0,19164.0,7784.0,10053.0,,9834.0,9149.0,28937.0,11460.0,22064.0,5353.0,,26213.0,31049.0,7114.0,8982.0,28043.0,37143.0,14286.0,6564.0,5351.0,9278.0,10000.0,9986.0,29737.0,15989.0,11678.0,21429.0,7499.0,13333.0,6379.0,8333.0,,17000.0,12347.0,11351.0,,7027.0,35346.0,6410.0,7831.0,7846.0,16957.0,28001.0,10425.0,8621.0,14098.0,5624.0,5714.0,5452.0,5556.0,9947.0,5633.0,10688.0,23530.0,61317.0,8308.0,22595.0,10412.0,40155.0,11015.0,6042.0,3000.0,29102.0,13611.0,7719.0,22000.0,23529.0,18571.0,10798.0,9952.0,10000.0,18377.0,13810.0,9483.0,9808.0,5823.0,8427.0,5353.0,8177.0,11459.0,30000.0,5905.0
1997,,7368.0,10347.0,8578.0,8571.0,17545.0,10418.0,15467.0,16013.0,7056.0,6403.0,8604.0,8581.0,4169.0,2598.0,7368.0,6857.0,11600.0,15966.0,4536.0,3781.0,17545.0,,8841.0,16292.0,22295.0,9780.0,10395.0,12248.0,11844.0,,19263.0,9422.0,20000.0,5000.0,,29333.0,9208.0,5863.0,38889.0,39271.0,6475.0,8333.0,19681.0,7780.0,11241.0,,9487.0,8036.0,29434.0,10346.0,16146.0,5379.0,,26214.0,15584.0,11085.0,8741.0,25922.0,42188.0,12121.0,5092.0,2813.0,9260.0,23333.0,9996.0,28066.0,16619.0,9766.0,21875.0,7537.0,13333.0,6438.0,8462.0,,17391.0,12340.0,11416.0,,6913.0,37851.0,6802.0,7877.0,8467.0,11250.0,25916.0,6539.0,7207.0,12423.0,5618.0,5000.0,7587.0,21154.0,10061.0,7075.0,10406.0,25281.0,64785.0,8912.0,24516.0,10154.0,41197.0,11613.0,5933.0,3000.0,25635.0,13858.0,8000.0,21707.0,25625.0,25000.0,11730.0,12907.0,10000.0,12869.0,14525.0,9841.0,10188.0,5730.0,8442.0,5379.0,9773.0,11694.0,57500.0,5917.0
1998,,6884.0,10425.0,10998.0,9147.0,18381.0,10674.0,15644.0,11818.0,4575.0,15664.0,8611.0,10067.0,4217.0,129.0,10000.0,10952.0,13333.0,18928.0,5000.0,4881.0,18381.0,,11249.0,12901.0,26984.0,10170.0,12144.0,11083.0,5903.0,,18692.0,16360.0,20000.0,5143.0,,30349.0,10164.0,4458.0,50000.0,36391.0,7740.0,8000.0,18406.0,7780.0,9729.0,,11427.0,9763.0,28998.0,11418.0,25617.0,5405.0,,26185.0,14949.0,10422.0,10928.0,29422.0,43000.0,11268.0,6930.0,4031.0,9552.0,10000.0,10006.0,30282.0,18380.0,9782.0,20833.0,7234.0,11782.0,6442.0,7500.0,,16364.0,12334.0,11201.0,,10425.0,29624.0,7000.0,7933.0,8094.0,11250.0,29373.0,9984.0,5595.0,16333.0,5619.0,5357.0,3142.0,19120.0,11377.0,7203.0,12234.0,22775.0,63338.0,8980.0,21017.0,10084.0,39647.0,11007.0,6667.0,2500.0,30253.0,14328.0,7812.0,21429.0,25714.0,25000.0,10515.0,9837.0,10000.0,22600.0,14027.0,10273.0,9568.0,6191.0,8842.0,5405.0,9162.0,12106.0,56429.0,5948.0
1999,,8756.0,9730.0,9295.0,9125.0,21535.0,10714.0,15887.0,13243.0,5677.0,17582.0,8618.0,10031.0,3912.0,2101.0,9503.0,10011.0,14444.0,17726.0,5345.0,4148.0,21535.0,,9655.0,16310.0,50000.0,11000.0,7657.0,12449.0,6566.0,,18513.0,10318.0,20000.0,3002.0,,30533.0,9603.0,5729.0,50000.0,40000.0,6457.0,8077.0,18155.0,7780.0,15003.0,,11089.0,6000.0,29231.0,12295.0,26754.0,5431.0,,26168.0,17884.0,12404.0,10432.0,29613.0,38462.0,16667.0,6362.0,9593.0,9298.0,8889.0,10000.0,29890.0,17267.0,9552.0,20635.0,7340.0,10794.0,6265.0,7602.0,,16834.0,12329.0,12350.0,,11062.0,29145.0,6990.0,8009.0,8129.0,12222.0,29587.0,10416.0,6911.0,16705.0,5622.0,5000.0,5067.0,13974.0,11000.0,7714.0,11148.0,25342.0,67018.0,9069.0,23363.0,10155.0,39539.0,11068.0,5537.0,2364.0,42466.0,12847.0,8235.0,20000.0,26786.0,24331.0,11112.0,9159.0,10000.0,25696.0,14532.0,10722.0,8170.0,6368.0,8917.0,5431.0,9091.0,11453.0,56923.0,5979.0
2000,,7292.0,10000.0,9072.0,9112.0,20172.0,11215.0,15932.0,13855.0,8804.0,17647.0,8627.0,10313.0,3929.0,10000.0,9615.0,10743.0,12700.0,17926.0,4613.0,3142.0,20172.0,,8194.0,14339.0,26479.0,10935.0,9881.0,11607.0,5561.0,,18901.0,19137.0,20000.0,3308.0,,31025.0,9804.0,4820.0,51108.0,50000.0,6113.0,8077.0,19129.0,7780.0,15000.0,,9666.0,6000.0,29057.0,12083.0,27394.0,5456.0,,26279.0,17262.0,11685.0,9587.0,29734.0,39286.0,11333.0,5223.0,9635.0,8988.0,11200.0,10000.0,27396.0,16480.0,9985.0,23077.0,7421.0,7359.0,4444.0,7303.0,,16667.0,12322.0,10978.0,,9691.0,33171.0,6985.0,8078.0,8743.0,11111.0,29716.0,7141.0,6474.0,21330.0,5641.0,6471.0,7120.0,11304.0,10889.0,7232.0,9687.0,26732.0,64432.0,9175.0,24722.0,10000.0,39328.0,11103.0,4664.0,14000.0,43449.0,14508.0,8000.0,20000.0,27562.0,24520.0,11365.0,7516.0,10000.0,28625.0,15499.0,13013.0,7728.0,6708.0,8993.0,5456.0,8000.0,11320.0,47500.0,6000.0
2001,,7908.0,9565.0,9695.0,9108.0,24898.0,10171.0,16169.0,14167.0,8843.0,13637.0,8636.0,13867.0,3818.0,1470.0,9656.0,12000.0,12326.0,19214.0,4601.0,4264.0,24898.0,,9391.0,16448.0,28929.0,11082.0,11265.0,12649.0,8686.0,,19013.0,15725.0,20000.0,3320.0,,32372.0,9555.0,6500.0,55900.0,40000.0,6810.0,8400.0,20197.0,7780.0,15500.0,,7096.0,6000.0,28000.0,12050.0,17982.0,5480.0,,26342.0,17131.0,10877.0,10157.0,28882.0,42683.0,26667.0,6525.0,9641.0,9497.0,12580.0,10000.0,33951.0,13474.0,9806.0,22857.0,7427.0,7455.0,8362.0,7040.0,,17189.0,12312.0,10425.0,,9640.0,26260.0,7019.0,8235.0,8619.0,12222.0,28849.0,9099.0,6465.0,20530.0,5630.0,5000.0,6135.0,13103.0,9588.0,8558.0,10873.0,22282.0,71176.0,9296.0,22427.0,10860.0,39132.0,11152.0,4842.0,10146.0,46895.0,14845.0,8011.0,20000.0,26667.0,24687.0,11161.0,9123.0,10000.0,28885.0,15048.0,13199.0,7692.0,6674.0,9070.0,5480.0,6000.0,12473.0,40000.0,6048.0
2002,,8464.0,13243.0,9000.0,9104.0,26885.0,10439.0,16283.0,14479.0,8286.0,13822.0,8666.0,11956.0,6818.0,1370.0,9657.0,11682.0,12545.0,20113.0,3094.0,4471.0,26885.0,,10012.0,15175.0,25556.0,11017.0,6943.0,11012.0,6403.0,,19460.0,16275.0,20000.0,3667.0,,32222.0,11690.0,6897.0,37288.0,20000.0,7430.0,7843.0,20449.0,7780.0,15202.0,,7000.0,6000.0,26957.0,10254.0,30754.0,5504.0,,26252.0,17762.0,6773.0,13542.0,30113.0,40000.0,9419.0,6550.0,7263.0,9125.0,12601.0,10000.0,28702.0,14202.0,9700.0,21176.0,7427.0,7623.0,9451.0,7077.0,,16923.0,12298.0,12729.0,,3204.0,24483.0,7014.0,8269.0,8929.0,20565.0,30115.0,9446.0,9384.0,19775.0,5672.0,5333.0,2257.0,15405.0,9000.0,7674.0,12309.0,30494.0,58063.0,9389.0,24121.0,11780.0,40000.0,11205.0,4696.0,5000.0,53866.0,16230.0,8023.0,20097.0,27273.0,22090.0,11346.0,9164.0,10000.0,29765.0,12037.0,13401.0,7684.0,6290.0,9070.0,5504.0,7000.0,13340.0,45039.0,6078.0
2003,,12946.0,13889.0,8000.0,9092.0,31616.0,11201.0,16508.0,13226.0,14642.0,13980.0,8700.0,10983.0,6818.0,9633.0,10000.0,11676.0,12571.0,21051.0,2990.0,4384.0,31616.0,16667.0,10019.0,13260.0,34615.0,10277.0,13574.0,12702.0,8636.0,,20160.0,14122.0,20000.0,4264.0,,31659.0,12036.0,6041.0,52700.0,20000.0,8705.0,8462.0,17595.0,7780.0,15300.0,,8503.0,5925.0,27273.0,10810.0,31154.0,5527.0,,26829.0,18200.0,8610.0,9447.0,26539.0,41379.0,8000.0,6115.0,7367.0,9059.0,12721.0,10064.0,35404.0,13427.0,9781.0,19091.0,7426.0,7455.0,9150.0,7121.0,,17778.0,12277.0,13220.0,,8397.0,35020.0,10185.0,8286.0,7354.0,16225.0,26551.0,8862.0,7488.0,9819.0,5630.0,5435.0,8233.0,15979.0,10000.0,8266.0,11367.0,29036.0,83113.0,10151.0,23085.0,12879.0,39267.0,11765.0,4854.0,3789.0,58278.0,16661.0,7950.0,21000.0,30357.0,21705.0,11577.0,9172.0,10000.0,29475.0,18242.0,13606.0,7663.0,5782.0,9070.0,5527.0,7000.0,13412.0,48878.0,6109.0
2004,,11962.0,10400.0,4713.0,9076.0,23171.0,7225.0,16220.0,13509.0,10246.0,14063.0,8751.0,8493.0,6818.0,4830.0,10000.0,8600.0,12465.0,22630.0,3070.0,4552.0,23171.0,16667.0,10412.0,11659.0,29048.0,10333.0,10202.0,12860.0,12797.0,,20306.0,17492.0,20000.0,2854.0,,31593.0,10189.0,5882.0,48457.0,35429.0,8222.0,8800.0,23906.0,7780.0,15498.0,,7334.0,5476.0,28500.0,13374.0,27982.0,5551.0,,25714.0,16338.0,11635.0,9027.0,30226.0,51154.0,13333.0,5711.0,7478.0,9634.0,12741.0,10073.0,34479.0,16084.0,10071.0,30222.0,7137.0,7679.0,8855.0,7424.0,,21905.0,12246.0,13089.0,,8064.0,28774.0,10000.0,8400.0,9437.0,19000.0,30231.0,6959.0,7399.0,23852.0,5620.0,5244.0,4812.0,13480.0,10316.0,7036.0,10461.0,31353.0,84561.0,10389.0,23381.0,14521.0,39385.0,11875.0,4400.0,20762.0,55714.0,17785.0,8000.0,16471.0,30769.0,21344.0,11736.0,9500.0,10000.0,28746.0,15097.0,13814.0,7594.0,7946.0,9070.0,5551.0,7778.0,14469.0,49025.0,6118.0
