,USSR,Finland,Vanuatu,Fiji,French Guiana,Kenya,Guyana,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Spain,Grenada,New Zealand,Honduras,Jamaica,Swaziland,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,Sao Tome and Principe,Pakistan,Greece,Tajikistan,Haiti,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,"China, Taiwan Province of",Pacific Islands Trust Territory,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,Slovakia,Israel,Réunion,Belarus,Afghanistan,Trinidad and Tobago,Sudan,Mauritius,Georgia,Lithuania,Russian Federation,Tunisia,Paraguay,Venezuela (Bolivarian Republic of),Djibouti,Guadeloupe,South Africa,Myanmar,Eritrea,Australia & New Zealand,Australia,Panama,Togo,Thailand,Belize,Ethiopia,Bhutan,Lao People's Democratic Republic,Zambia,Botswana,Yemen,Suriname,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Jordan,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Peru,United States of America,"China, mainland",The former Yugoslav Republic of Macedonia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Cuba,Lesotho,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Timor-Leste,Burundi,Belgium,Luxembourg,Czechia,Senegal,Italy,Ireland,Uganda,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Switzerland,Sierra Leone,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Oman,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,Brunei Darussalam,Mexico,Guinea,Kuwait,Mauritania,Czechoslovakia,Sri Lanka,Guam,Côte d'Ivoire,Croatia,Bulgaria,Montenegro,Ukraine,Liberia
1961,19706379.0,240965.0,35.0,1148.0,21.0,41118.0,10518.0,11.0,46.0,11650.0,9.0,60889.0,509555.0,,4900.0,1.0,1728710.0,84998.0,729056.0,13.0,17132.0,6013.0,461.0,3958.0,,32250.0,81879.0,14060.0,17778.0,8.0,440825.0,241329.0,,13170.0,61710.0,467595.0,6815.0,206594.0,612885.0,563220.0,3604.0,11200.0,326000.0,19449.0,,4232.0,,164216.0,51007.0,8.0,,2.0,71030.0,30378.0,81440.0,28050.0,4625.0,879322.0,1246782.0,1093.0,,11071.0,0.0,0.0,150175.0,,149031.0,444.0,266678.0,12473.0,27314.0,220840.0,,18267.0,152.0,,267270.0,405.0,,3.0,,,,91082.0,3037.0,8473.0,0.0,21.0,161935.0,508634.0,,634262.0,617130.0,7674.0,9185.0,406198.0,219.0,,3313.0,32640.0,25644.0,1324.0,39387.0,3813.0,16876.0,37542.0,678.0,89800.0,,,48.0,5580.0,7.0,42179.0,259000.0,1564005.0,20293.0,31444.0,235170.0,,1287.0,15934.0,1442667.0,104726.0,27697.0,206818.0,234.0,49780.0,3729000.0,12085655.0,,5178000.0,5200.0,31784.0,70100.0,24242.0,15114.0,11203.0,576367.0,,45300.0,259990.0,294125.0,660.0,3949.0,,,,32125.0,1006100.0,80105.0,27517.0,,12137340.0,34176.0,,20374.0,266504.0,36800.0,26324.0,69178.0,32969.0,,213.0,172011.0,217656.0,5.0,214000.0,1030692.0,1968.0,588153.0,,6333.0,228.0,276473.0,11.0,1854950.0,23128.0,2.0,140.0,420967.0,11597.0,0.0,5036.0,425453.0,74460.0,1.0,38300.0,,357830.0,,,10500.0
1962,20246614.0,295563.0,35.0,1093.0,3.0,44544.0,11019.0,11.0,46.0,11730.0,5.0,45611.0,558081.0,,4351.0,0.0,1810910.0,75364.0,771160.0,13.0,19159.0,5899.0,389.0,3353.0,,34300.0,80324.0,13930.0,16541.0,8.0,484439.0,238782.0,,13170.0,57568.0,448110.0,7021.0,222565.0,642938.0,541020.0,3302.0,10481.0,322000.0,19000.0,,2111.0,,175423.0,51069.0,4.0,,2.0,70950.0,36862.0,81435.0,28140.0,4546.0,911694.0,1177247.0,1239.0,,10418.0,0.0,0.0,148150.0,,145650.0,414.0,273367.0,9956.0,27625.0,223485.0,,14196.0,152.0,,267300.0,397.0,,3.0,,,,133050.0,3039.0,9054.0,0.0,22.0,176801.0,531541.0,,634772.0,615613.0,8321.0,9269.0,404516.0,230.0,,3420.0,30802.0,26278.0,1324.0,40217.0,3859.0,17732.0,38679.0,473.0,90300.0,,,45.0,5650.0,10.0,41890.0,232000.0,1681525.0,20065.0,29875.0,236848.0,,1231.0,16253.0,1638048.0,108130.0,25489.0,208644.0,259.0,47249.0,3753000.0,12184480.0,,5145000.0,5200.0,31785.0,68025.0,26742.0,13220.0,11763.0,644861.0,,45285.0,253951.0,310650.0,634.0,4419.0,,,,35295.0,1037900.0,79100.0,27006.0,,12236022.0,33848.0,,20981.0,350966.0,37700.0,27252.0,64554.0,30674.0,,189.0,176215.0,206049.0,6.0,222000.0,976005.0,1972.0,590249.0,,5762.0,238.0,299230.0,11.0,2097018.0,24457.0,2.0,140.0,461520.0,11732.0,0.0,5189.0,461469.0,77550.0,1.0,37600.0,,352607.0,,,11950.0
1963,20928530.0,257121.0,35.0,912.0,3.0,47029.0,8023.0,12.0,49.0,11490.0,6.0,58623.0,591147.0,,4682.0,0.0,1815300.0,84103.0,768306.0,13.0,19166.0,6528.0,274.0,3361.0,,38050.0,81101.0,13680.0,17849.0,8.0,514128.0,234847.0,,13410.0,48905.0,488885.0,7524.0,233096.0,696661.0,577800.0,3397.0,11113.0,310000.0,19142.0,,2845.0,,177312.0,49549.0,4.0,,2.0,72325.0,36165.0,84330.0,26040.0,5022.0,931559.0,1187819.0,1259.0,,10499.0,0.0,0.0,157390.0,,144523.0,409.0,273205.0,12804.0,27760.0,204988.0,,15463.0,152.0,,268895.0,391.0,,1.0,,,,127532.0,4528.0,10976.0,0.0,15.0,161616.0,538455.0,,673536.0,654370.0,9735.0,10892.0,403535.0,305.0,,3501.0,31440.0,26912.0,1114.0,40849.0,4213.0,17534.0,36432.0,518.0,91150.0,,,43.0,5055.0,11.0,42909.0,266000.0,1591990.0,19618.0,24840.0,237605.0,,1050.0,16328.0,1412455.0,113577.0,25817.0,222255.0,261.0,46928.0,3704000.0,12673795.0,,5377000.0,6310.0,31285.0,68008.0,26912.0,7863.0,12529.0,648998.0,,47280.0,262455.0,290709.0,597.0,4705.0,,,,38185.0,1011000.0,72111.0,28813.0,,12723862.0,33796.0,,20928.0,320119.0,34100.0,27260.0,79892.0,30715.0,,204.0,168216.0,194530.0,7.0,224000.0,1112486.0,2192.0,616717.0,,6234.0,246.0,295105.0,9.0,2359630.0,26966.0,2.0,132.0,486351.0,12240.0,0.0,5189.0,399765.0,79060.0,1.0,40460.0,,355115.0,,,12750.0
1964,20534606.0,263809.0,35.0,729.0,3.0,51201.0,15028.0,12.0,46.0,11410.0,4.0,52396.0,644346.0,,5169.0,0.0,1753130.0,98876.0,746197.0,13.0,18165.0,6422.0,236.0,3330.0,,47400.0,84728.0,13290.0,18022.0,8.0,497692.0,238966.0,,13500.0,48034.0,505080.0,8710.0,218495.0,640297.0,728820.0,3436.0,9726.0,320000.0,19394.0,,2751.0,,166482.0,49645.0,3.0,,2.0,71879.0,32783.0,82805.0,28286.0,4767.0,944162.0,1181010.0,1487.0,,9787.0,0.0,0.0,156255.0,,139894.0,351.0,280931.0,13677.0,34664.0,215278.0,,17466.0,152.0,,268920.0,378.0,,5.0,,,,133390.0,4403.0,12582.0,0.0,8.0,157196.0,530187.0,,676336.0,658171.0,10750.0,11892.0,405111.0,364.0,,3597.0,44400.0,27223.0,1019.0,40697.0,4706.0,17640.0,37105.0,512.0,90900.0,,,40.0,4290.0,13.0,41520.0,246000.0,1568425.0,19665.0,31678.0,241822.0,,863.0,17071.0,1425468.0,119865.0,27295.0,238839.0,267.0,46822.0,3611000.0,12353470.0,,5485000.0,4910.0,30797.0,68001.0,26257.0,5530.0,10447.0,716555.0,,51284.0,260122.0,299237.0,455.0,4764.0,,,,39869.0,1013350.0,69085.0,32293.0,,12403627.0,34278.0,,22256.0,327262.0,36700.0,30892.0,84852.0,30181.0,,203.0,166330.0,185890.0,8.0,208000.0,1111536.0,2492.0,651424.0,,6898.0,246.0,297846.0,9.0,2071590.0,27518.0,2.0,124.0,505088.0,12191.0,0.0,6289.0,425734.0,80030.0,1.0,39660.0,,346388.0,,,12850.0
1965,20121678.0,267913.0,35.0,755.0,6.0,45812.0,12321.0,12.0,48.0,11260.0,3.0,55213.0,592510.0,,5958.0,0.0,1840810.0,94273.0,768247.0,12.0,19180.0,6109.0,190.0,3908.0,,47400.0,82705.0,13410.0,18515.0,9.0,529341.0,248334.0,,13680.0,52358.0,513400.0,8645.0,158084.0,739069.0,850256.0,3445.0,12445.0,325000.0,19917.0,,4182.0,,162629.0,50057.0,3.0,,2.0,81150.0,44493.0,82600.0,26147.0,5014.0,915817.0,1176615.0,1635.0,,9308.0,0.0,0.0,143323.0,,149134.0,373.0,282534.0,12416.0,35365.0,214513.0,,16070.0,172.0,,269075.0,371.0,,5.0,,,,96235.0,4017.0,13264.0,0.0,7.0,144076.0,531078.0,,764032.0,744853.0,11100.0,13670.0,462609.0,336.0,,3689.0,44660.0,27903.0,1491.0,37974.0,4105.0,19480.0,37723.0,568.0,92000.0,,,38.0,4000.0,19.0,39649.0,286000.0,1538930.0,17699.0,28251.0,244905.0,,889.0,16801.0,1388690.0,115015.0,30157.0,196086.0,240.0,50480.0,3565000.0,12727455.0,,4858000.0,4085.0,31303.0,67000.0,24396.0,5090.0,10240.0,757851.0,,45191.0,259858.0,309536.0,508.0,4885.0,,,,36893.0,983500.0,66074.0,32713.0,,12778080.0,35325.0,,20203.0,384456.0,33900.0,33354.0,69801.0,32476.0,,200.0,165761.0,181275.0,9.0,213000.0,1007809.0,2708.0,670349.0,,7075.0,264.0,287779.0,12.0,2091660.0,23549.0,2.0,120.0,524948.0,12155.0,0.0,5282.0,422019.0,73600.0,0.0,39930.0,,340667.0,,,6650.0
1966,19714367.0,265082.0,38.0,806.0,3.0,52607.0,14022.0,13.0,50.0,12080.0,4.0,56341.0,638051.0,,6421.0,0.0,1806242.0,80195.0,747027.0,12.0,19014.0,6070.0,107.0,4156.0,,46700.0,80179.0,13854.0,19364.0,9.0,554268.0,256339.0,,13920.0,59728.0,525360.0,9108.0,151323.0,750292.0,746990.0,2825.0,14252.0,315000.0,19818.0,,4454.0,,172001.0,60801.0,4.0,,3.0,82672.0,40678.0,85142.0,33331.0,5173.0,998597.0,1189436.0,1497.0,,10221.0,0.0,0.0,141390.0,,140929.0,369.0,290640.0,11996.0,30282.0,226138.0,,18007.0,120.0,,239350.0,354.0,,7.0,,,,92088.0,4818.0,13807.0,0.0,13.0,173636.0,524890.0,,810099.0,791085.0,11113.0,12277.0,414674.0,347.0,,3802.0,45520.0,28230.0,3476.0,37081.0,4707.0,20280.0,39394.0,379.0,92350.0,,,36.0,4630.0,19.0,43832.0,255000.0,1555325.0,17855.0,27662.0,245007.0,,942.0,17485.0,1393501.0,115965.0,31609.0,208609.0,240.0,56493.0,3891000.0,12739925.0,,4691000.0,3345.0,29244.0,63000.0,25874.0,5776.0,10596.0,759565.0,,44283.0,275958.0,315371.0,588.0,4902.0,,,,44015.0,985250.0,59074.0,32929.0,,12801105.0,40510.0,,24062.0,401302.0,35100.0,35612.0,47207.0,36761.0,,200.0,169858.0,178597.0,6.0,209000.0,1117043.0,2928.0,680511.0,,7630.0,272.0,259655.0,13.0,2275444.0,23478.0,3.0,172.0,497357.0,12494.0,0.0,5281.0,436839.0,81620.0,0.0,45332.0,,321858.0,,,6700.0
1967,19748157.0,255017.0,40.0,836.0,1.0,58979.0,11018.0,78.0,51.0,11650.0,5.0,61841.0,670765.0,,6563.0,1.0,1810356.0,79991.0,801176.0,12.0,23349.0,6133.0,106.0,4327.0,,48500.0,79214.0,14250.0,19306.0,9.0,570707.0,251961.0,,13770.0,50656.0,562750.0,9851.0,184691.0,644425.0,852098.0,3665.0,13570.0,302000.0,19655.0,,3985.0,,143454.0,61037.0,5.0,,3.0,84899.0,43353.0,87916.0,34184.0,5394.0,985582.0,1209631.0,1250.0,,9554.0,0.0,0.0,153417.0,,147135.0,336.0,313144.0,12267.0,36668.0,226188.0,,18797.0,120.0,,236790.0,344.0,,8.0,,,,94727.0,6653.0,14025.0,0.0,8.0,203806.0,530137.0,,931834.0,908486.0,11502.0,11430.0,449241.0,342.0,,3930.0,48940.0,28866.0,1764.0,36495.0,4906.0,18907.0,41376.0,597.0,93350.0,,,32.0,4360.0,20.0,40594.0,256000.0,1555215.0,17659.0,28235.0,246578.0,,1036.0,19358.0,1405518.0,113205.0,36774.0,215152.0,260.0,53743.0,3813000.0,12418330.0,,5522000.0,2935.0,29321.0,62000.0,26762.0,7673.0,11500.0,751894.0,,45274.0,278122.0,280700.0,628.0,5000.0,,,,37345.0,945800.0,61042.0,33140.0,,12479965.0,31120.0,,32097.0,391441.0,36300.0,32602.0,83644.0,30732.0,,200.0,167050.0,183207.0,4.0,229000.0,1189151.0,3078.0,683178.0,,8510.0,272.0,281627.0,18.0,2340380.0,21049.0,3.0,172.0,502586.0,12517.0,0.0,5324.0,443093.0,82780.0,0.0,45833.0,,317714.0,,,7000.0
1968,19822366.0,270653.0,40.0,895.0,2.0,58517.0,8521.0,92.0,65.0,11750.0,6.0,62625.0,720908.0,,4980.0,1.0,1680805.0,71801.0,807577.0,12.0,26184.0,6213.0,108.0,4472.0,,39700.0,77992.0,15010.0,17790.0,9.0,608990.0,244081.0,,14136.0,49358.0,554550.0,9454.0,153062.0,760187.0,804302.0,3520.0,14200.0,318000.0,19818.0,,3927.0,,137536.0,60552.0,5.0,,3.0,82688.0,43502.0,93738.0,38937.0,4691.0,1046974.0,1201164.0,1253.0,,9216.0,0.0,0.0,129854.0,,142767.0,308.0,314555.0,7815.0,37023.0,253278.0,,18412.0,100.0,,239880.0,326.0,,30.0,,,,78235.0,6352.0,14271.0,0.0,12.0,214426.0,521122.0,,864358.0,838175.0,11430.0,8330.0,469814.0,348.0,,4010.0,46540.0,29553.0,2599.0,35642.0,4505.0,19474.0,46991.0,484.0,95700.0,,,29.0,4920.0,20.0,41121.0,319000.0,1582415.0,16442.0,22683.0,249822.0,,1122.0,20056.0,1412436.0,113922.0,36273.0,282986.0,245.0,48875.0,3509000.0,12694405.0,,6304000.0,2810.0,33440.0,60036.0,26310.0,11391.0,12166.0,745762.0,,46249.0,272392.0,271762.0,490.0,4616.0,,,,40047.0,978100.0,64042.0,38090.0,,12755441.0,37930.0,,27390.0,388687.0,34300.0,31570.0,72821.0,42178.0,,178.0,171020.0,177636.0,2.0,221000.0,1267645.0,3198.0,665469.0,,8238.0,272.0,257035.0,22.0,2228757.0,25090.0,3.0,180.0,480531.0,13096.0,0.0,5914.0,459566.0,87995.0,0.0,45796.0,,312647.0,,,7350.0
1969,19374132.0,275601.0,43.0,984.0,3.0,54043.0,9526.0,64.0,67.0,10870.0,6.0,63368.0,794423.0,,5359.0,1.0,1219853.0,64767.0,1037934.0,12.0,28017.0,6277.0,101.0,4508.0,,39900.0,75083.0,13660.0,17733.0,9.0,616508.0,252131.0,,14190.0,46666.0,583350.0,9361.0,236047.0,730109.0,826714.0,3643.0,21517.0,331000.0,18355.0,,4668.0,,132964.0,45741.0,6.0,,3.0,83027.0,47732.0,95283.0,32568.0,4193.0,1007146.0,1237923.0,1253.0,,9384.0,0.0,0.0,156034.0,,143291.0,294.0,317781.0,8388.0,35054.0,242554.0,,18527.0,100.0,,248180.0,310.0,,38.0,,,,112304.0,7798.0,15496.0,0.0,14.0,216609.0,523230.0,,706232.0,678215.0,9183.0,9627.0,472630.0,446.0,,4107.0,54030.0,30428.0,3001.0,35650.0,5403.0,17481.0,47584.0,412.0,97000.0,,,27.0,4930.0,21.0,38426.0,293000.0,1692350.0,16230.0,27340.0,253191.0,,1184.0,20618.0,1369379.0,113054.0,36132.0,243641.0,185.0,53553.0,3407000.0,13153660.0,,6369000.0,2810.0,32509.0,54009.0,25262.0,16416.0,11357.0,657967.0,,50248.0,272555.0,261989.0,522.0,4735.0,,,,36922.0,962750.0,62042.0,34762.0,,13199813.0,36651.0,,34872.0,375168.0,36200.0,33245.0,64485.0,39301.0,,202.0,170020.0,169191.0,5.0,222000.0,1215745.0,3198.0,675315.0,,8292.0,280.0,270293.0,20.0,2366328.0,25431.0,3.0,164.0,503163.0,13482.0,0.0,5349.0,430528.0,86335.0,0.0,45266.0,,308417.0,,,7700.0
1970,19180806.0,276367.0,45.0,812.0,6.0,52065.0,10527.0,103.0,84.0,10008.0,8.0,59577.0,827350.0,,5689.0,1.0,1629922.0,69129.0,1034334.0,11.0,26743.0,6342.0,104.0,3021.0,,50700.0,74290.0,13850.0,20632.0,9.0,615926.0,257123.0,,14310.0,46806.0,539150.0,8460.0,195007.0,746900.0,786347.0,3673.0,20947.0,324000.0,20932.0,,4405.0,,152978.0,45260.0,7.0,,3.0,83435.0,49123.0,96488.0,7859.0,3459.0,946494.0,1251190.0,1253.0,,8543.0,0.0,0.0,125394.0,,142875.0,261.0,321017.0,8585.0,37636.0,234860.0,,17369.0,112.0,,264500.0,329.0,,29.0,,,,100784.0,8396.0,13498.0,0.0,15.0,213659.0,523877.0,,769459.0,742716.0,5500.0,9586.0,472849.0,556.0,,4196.0,54786.0,33768.0,3435.0,36223.0,5603.0,17750.0,48039.0,279.0,98350.0,,,23.0,5080.0,21.0,35253.0,310000.0,1558770.0,17994.0,23298.0,256243.0,,1067.0,21452.0,1410225.0,108705.0,36739.0,230940.0,233.0,53873.0,3689392.0,13928055.0,,6669000.0,2790.0,34963.0,52000.0,25269.0,14447.0,12081.0,751069.0,,52248.0,282085.0,297679.0,442.0,4702.0,,,,36666.0,933350.0,65042.0,38230.0,,13973594.0,34994.0,,38479.0,390575.0,34200.0,36167.0,63079.0,42893.0,,205.0,171021.0,152223.0,2.0,210000.0,991542.0,3418.0,689010.0,,8504.0,280.0,311102.0,18.0,2253378.0,24264.0,3.0,140.0,486387.0,13884.0,0.0,5581.0,404399.0,94620.0,0.0,44921.0,,314492.0,,,8100.0
