,USSR,Finland,Vanuatu,Fiji,French Guiana,Kenya,Guyana,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Spain,Grenada,New Zealand,Honduras,Jamaica,Swaziland,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,Sao Tome and Principe,Pakistan,Greece,Tajikistan,Haiti,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,"China, Taiwan Province of",Pacific Islands Trust Territory,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,Slovakia,Israel,Réunion,Belarus,Afghanistan,Trinidad and Tobago,Sudan,Mauritius,Georgia,Lithuania,Russian Federation,Tunisia,Paraguay,Venezuela (Bolivarian Republic of),Djibouti,Guadeloupe,South Africa,Myanmar,Eritrea,Australia & New Zealand,Australia,Panama,Togo,Thailand,Belize,Ethiopia,Bhutan,Lao People's Democratic Republic,Zambia,Botswana,Yemen,Suriname,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Jordan,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Peru,United States of America,"China, mainland",The former Yugoslav Republic of Macedonia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Cuba,Lesotho,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Timor-Leste,Burundi,Belgium,Luxembourg,Czechia,Senegal,Italy,Ireland,Uganda,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Switzerland,Sierra Leone,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Oman,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,Brunei Darussalam,Mexico,Guinea,Kuwait,Mauritania,Czechoslovakia,Sri Lanka,Guam,Côte d'Ivoire,Croatia,Bulgaria,Montenegro,Ukraine,Liberia
1971,19529570.0,281055.0,48.0,805.0,5.0,55593.0,9030.0,36.0,62.0,14454.0,9.0,63376.0,812443.0,,5312.0,1.0,1586791.0,72888.0,1035507.0,10.0,28116.0,6407.0,78.0,3067.0,,50800.0,74831.0,13980.0,8136.0,10.0,582343.0,260593.0,,14622.0,46380.0,550650.0,7740.0,185400.0,752805.0,841904.0,3331.0,19264.0,334000.0,21578.0,,4426.0,,143834.0,44436.0,9.0,,3.0,84762.0,51354.0,94316.0,17391.0,3278.0,979264.0,1258468.0,1268.0,,9335.0,0.0,0.0,93934.0,,143795.0,242.0,323030.0,8983.0,39824.0,265249.0,,18017.0,112.0,,311084.0,379.0,,38.0,,,,111800.0,10404.0,8364.0,0.0,15.0,215944.0,511687.0,,838526.0,810410.0,5700.0,6736.0,461475.0,601.0,,4286.0,48988.0,35961.0,1626.0,34191.0,5203.0,19150.0,45389.0,228.0,101300.0,,,23.0,5445.0,22.0,36090.0,414000.0,1582595.0,17259.0,24960.0,252778.0,,973.0,22381.0,1389363.0,107572.0,36685.0,175485.0,336.0,51371.0,3525000.0,13976195.0,,7262000.0,2935.0,33180.0,47000.0,26104.0,15126.0,12230.0,854820.0,,52244.0,271012.0,286018.0,488.0,4641.0,,,,33034.0,888600.0,65047.0,36445.0,,14020859.0,33964.0,,38493.0,385164.0,31800.0,35373.0,42906.0,43601.0,,163.0,170017.0,140013.0,1.0,203000.0,1062258.0,3468.0,685321.0,,7143.0,288.0,319298.0,23.0,2823252.0,24177.0,3.0,120.0,475979.0,14274.0,1.0,4416.0,414354.0,86515.0,0.0,44921.0,,306999.0,,,8500.0
1972,20436440.0,283847.0,50.0,723.0,10.0,60089.0,8037.0,35.0,44.0,8814.0,9.0,68421.0,780015.0,,5026.0,1.0,1688631.0,73467.0,1017610.0,9.0,24089.0,6733.0,74.0,3388.0,,49200.0,72214.0,15180.0,10111.0,10.0,600238.0,260300.0,,13290.0,51600.0,527250.0,7645.0,227220.0,835758.0,862170.0,3010.0,19927.0,325000.0,21060.0,,4656.0,,139123.0,43256.0,9.0,,3.0,87466.0,45722.0,104154.0,26710.0,5715.0,1003185.0,1257348.0,1284.0,,9271.0,0.0,0.0,58382.0,,112039.0,213.0,317034.0,8817.0,41324.0,263506.0,,17798.0,118.0,,260710.0,376.0,,29.0,,,,119802.0,6700.0,13621.0,0.0,15.0,215469.0,534531.0,,882621.0,858533.0,5200.0,6657.0,525648.0,553.0,,4385.0,49314.0,33454.0,2135.0,36772.0,6203.0,24090.0,40305.0,189.0,105700.0,,,22.0,5507.0,23.0,29632.0,352000.0,1547300.0,15979.0,22707.0,210380.0,,875.0,21950.0,1396613.0,100494.0,37467.0,245039.0,395.0,64444.0,3666300.0,13956420.0,,7048000.0,3220.0,34946.0,44000.0,19918.0,18440.0,10070.0,803357.0,,53271.0,301528.0,237604.0,564.0,4767.0,,,,38499.0,849450.0,58053.0,35150.0,,13999864.0,33724.0,,41458.0,396447.0,33800.0,35676.0,59908.0,35232.0,,186.0,172023.0,134909.0,16.0,206000.0,1136767.0,3588.0,674211.0,,6989.0,348.0,328446.0,23.0,2590206.0,24221.0,3.0,124.0,490147.0,14702.0,1.0,2894.0,418537.0,90585.0,0.0,45981.0,,300765.0,,,9100.0
1973,20621310.0,286951.0,50.0,806.0,10.0,60525.0,8524.0,35.0,47.0,9056.0,9.0,66732.0,842266.0,,5404.0,1.0,1597670.0,84515.0,1025310.0,11.0,20763.0,6572.0,126.0,3261.0,,52300.0,70482.0,14890.0,13225.0,11.0,619774.0,259380.0,,12660.0,56480.0,544800.0,9379.0,219165.0,771858.0,885196.0,2998.0,20804.0,337000.0,27325.0,,4949.0,,138978.0,43600.0,9.0,,3.0,88518.0,48700.0,106602.0,26870.0,6359.0,994835.0,1291107.0,1325.0,,8762.0,0.0,0.0,46200.0,,123873.0,230.0,314326.0,9292.0,40137.0,255457.0,,16645.0,119.0,,260669.0,543.0,,38.0,,,,121876.0,7738.0,14654.0,0.0,15.0,192306.0,544161.0,,749895.0,729133.0,6613.0,6124.0,505778.0,667.0,,4493.0,53766.0,36257.0,2642.0,36581.0,6202.0,24090.0,45544.0,114.0,109100.0,,,20.0,7309.0,24.0,29399.0,344000.0,1538545.0,15643.0,25400.0,213140.0,,959.0,21681.0,1431321.0,101971.0,38632.0,198488.0,558.0,63988.0,4009051.0,14127225.0,,7237500.0,4320.0,33721.0,42002.0,23964.0,16556.0,10126.0,826305.0,,58054.0,313402.0,230734.0,610.0,4512.0,,,,41974.0,850350.0,57053.0,37450.0,,14170939.0,38793.0,,45860.0,382631.0,36000.0,37595.0,72433.0,45493.0,,189.0,168011.0,129619.0,17.0,197984.0,1009518.0,3638.0,673735.0,,8728.0,348.0,340000.0,23.0,2347953.0,25118.0,3.0,164.0,456765.0,15178.0,0.0,3510.0,404969.0,90770.0,0.0,50158.0,,313856.0,,,10050.0
1974,20914351.0,273405.0,55.0,921.0,10.0,60631.0,14061.0,54.0,78.0,11588.0,9.0,66645.0,936520.0,,6523.0,1.0,1675945.0,86255.0,1045295.0,10.0,17263.0,7886.0,259.0,2931.0,,51900.0,66891.0,14890.0,19321.0,11.0,628695.0,255908.0,,12240.0,58975.0,553500.0,11219.0,256589.0,705418.0,919776.0,2919.0,17976.0,314000.0,30099.0,,4897.0,,133109.0,46457.0,9.0,,3.0,89595.0,56170.0,106381.0,33695.0,7113.0,1048845.0,1264293.0,1330.0,,7839.0,0.0,0.0,63850.0,,140772.0,248.0,313831.0,9375.0,36464.0,253134.0,,18750.0,124.0,,265540.0,683.0,,42.0,,,,113160.0,9387.0,14632.0,0.0,5.0,191722.0,548319.0,,777769.0,760506.0,4730.0,6312.0,562008.0,696.0,,4588.0,54907.0,34409.0,2802.0,39398.0,6603.0,22330.0,42538.0,119.0,112550.0,,,19.0,6511.0,24.0,34304.0,317000.0,1510305.0,17126.0,24490.0,180129.0,,1127.0,22022.0,1243633.0,103153.0,39659.0,166957.0,573.0,64312.0,4270214.0,14270070.0,,6524000.0,6160.0,36560.0,38005.0,23137.0,14572.0,8228.0,829347.0,,58239.0,328240.0,214331.0,750.0,4918.0,,,,36647.0,826300.0,57038.0,37976.0,,14316645.0,39275.0,,55180.0,346886.0,34200.0,38595.0,77667.0,44151.0,,184.0,137970.0,135313.0,47.0,212246.0,1063489.0,3788.0,651300.0,,7732.0,348.0,337376.0,23.0,2327782.0,26968.0,3.0,180.0,471142.0,15673.0,1.0,2560.0,408952.0,103255.0,0.0,63691.0,,318178.0,,,9550.0
1975,23987476.0,297475.0,60.0,818.0,11.0,66426.0,14554.0,117.0,78.0,13794.0,9.0,75335.0,1097881.0,,5988.0,1.0,1807050.0,84801.0,977550.0,11.0,21763.0,8742.0,216.0,2984.0,,60800.0,65418.0,15240.0,18287.0,10.0,634650.0,253896.0,,11640.0,63886.0,540108.0,12999.0,288683.0,618392.0,868421.0,2361.0,17379.0,354000.0,10640.0,,5159.0,,140215.0,46598.0,9.0,,3.0,88585.0,66340.0,105681.0,47766.0,6875.0,1006425.0,1356287.0,1400.0,,7318.0,0.0,0.0,69850.0,,140227.0,255.0,314942.0,7589.0,36755.0,267817.0,,18473.0,98.0,,264730.0,640.0,,28.0,,,,152860.0,8540.0,10207.0,0.0,3.0,192986.0,535509.0,,791758.0,769995.0,5380.0,6568.0,541681.0,720.0,,4650.0,55284.0,35953.0,2942.0,39342.0,6752.0,22450.0,51963.0,110.0,114100.0,,,16.0,6705.0,24.0,36438.0,311000.0,1495564.0,19431.0,22470.0,157129.0,,1089.0,21637.0,1218502.0,102098.0,40536.0,191505.0,580.0,65797.0,4484557.0,14537830.0,,7785000.0,7290.0,33632.0,39006.0,25177.0,13362.0,7619.0,793102.0,,60350.0,337168.0,224355.0,825.0,4939.0,,,,33960.0,900450.0,57053.0,40896.0,,14584538.0,35136.0,,67446.0,400839.0,29700.0,40764.0,81480.0,45538.0,,187.0,138476.0,140017.0,4.0,217300.0,1114944.0,3808.0,658040.0,,7272.0,280.0,317223.0,23.0,2410775.0,27806.0,3.0,180.0,483236.0,16192.0,1.0,1816.0,403409.0,87635.0,0.0,64885.0,,312378.0,,,10000.0
1976,24240521.0,300846.0,60.0,850.0,19.0,67759.0,8760.0,175.0,92.0,14316.0,9.0,78605.0,1036532.0,,6096.0,1.0,1669508.0,78427.0,993903.0,13.0,22665.0,10715.0,140.0,2448.0,,59050.0,61662.0,15110.0,18977.0,10.0,666596.0,248765.0,,12647.0,63976.0,538504.0,12838.0,262865.0,640193.0,826999.0,2464.0,18605.0,346000.0,11659.0,,5511.0,,156544.0,45975.0,9.0,,3.0,97523.0,66630.0,108098.0,24365.0,6096.0,1021859.0,1335205.0,1447.0,,8247.0,0.0,0.0,70340.0,,131008.0,227.0,323125.0,7901.0,36886.0,274315.0,,18475.0,84.0,,264265.0,630.0,,19.0,,,,116051.0,10605.0,23191.0,0.0,2.0,187735.0,541935.0,,1000900.0,978235.0,5175.0,7354.0,567776.0,655.0,,4746.0,40148.0,32040.0,3266.0,32823.0,6952.0,22850.0,57222.0,44.0,114500.0,,,12.0,6660.0,25.0,27314.0,305000.0,1548800.0,18810.0,18081.0,162074.0,,1188.0,21217.0,1156651.0,88733.0,41249.0,147399.0,576.0,66632.0,4349299.0,14300878.0,,7567000.0,6725.0,34348.0,40004.0,25261.0,12563.0,5844.0,791985.0,,59931.0,337021.0,173419.0,940.0,5025.0,,,,34268.0,733600.0,61052.0,36930.0,,14346896.0,36335.0,,71957.0,417876.0,32000.0,41782.0,59458.0,39249.0,,201.0,136065.0,140963.0,2.0,219809.0,1246912.0,3988.0,654272.0,,7101.0,220.0,364889.0,23.0,2396190.0,27995.0,3.0,140.0,496137.0,16878.0,1.0,1632.0,407505.0,90990.0,0.0,66725.0,,312056.0,,,10300.0
1977,24137615.0,255168.0,60.0,801.0,23.0,65475.0,17534.0,240.0,103.0,13927.0,9.0,78360.0,963921.0,,6574.0,1.0,1638249.0,97853.0,1022786.0,15.0,20865.0,10427.0,217.0,2448.0,,68900.0,60383.0,15040.0,19137.0,10.0,853416.0,247279.0,,15082.0,40420.0,515534.0,11812.0,259772.0,657220.0,816370.0,2714.0,16085.0,321000.0,11534.0,,5843.0,,101427.0,45286.0,9.0,,3.0,94362.0,71680.0,109933.0,42545.0,6239.0,1031847.0,1340099.0,1490.0,,10891.0,0.0,0.0,70550.0,,122425.0,233.0,328887.0,7945.0,40508.0,263328.0,,17756.0,98.0,,264560.0,431.0,,17.0,,,,126777.0,10101.0,23988.0,0.0,2.0,192067.0,553237.0,,1088927.0,1068062.0,5326.0,7807.0,631189.0,550.0,,4854.0,42127.0,27230.0,2980.0,29160.0,7458.0,23250.0,58669.0,11.0,115190.0,,,23.0,5844.0,25.0,18859.0,316990.0,1540191.0,21100.0,17623.0,169312.0,,1227.0,17161.0,1213210.0,89544.0,41343.0,133454.0,530.0,47665.0,3973290.0,14319067.0,,8738000.0,5365.0,37498.0,40002.0,22459.0,12561.0,6469.0,946349.0,,63270.0,342784.0,250758.0,1100.0,4785.0,,,,39640.0,863350.0,62046.0,37804.0,,14364364.0,35587.0,,68226.0,397673.0,30500.0,43282.0,51052.0,43485.0,,224.0,152809.0,142288.0,1.0,284627.0,979143.0,4008.0,676082.0,,7843.0,220.0,327726.0,23.0,2400680.0,28560.0,3.0,120.0,486439.0,17572.0,3.0,2646.0,401448.0,86355.0,0.0,70103.0,,311769.0,,,9700.0
1978,23668812.0,249789.0,60.0,850.0,51.0,63039.0,15023.0,270.0,56.0,14305.0,9.0,78323.0,1041620.0,,6888.0,1.0,1554960.0,96190.0,1009104.0,12.0,25565.0,8151.0,137.0,3164.0,,71400.0,59933.0,14830.0,18084.0,9.0,851955.0,251449.0,,14693.0,54783.0,509820.0,11962.0,269354.0,674528.0,810082.0,2637.0,21125.0,319000.0,9923.0,,5738.0,,122345.0,43524.0,9.0,,3.0,96578.0,72300.0,113646.0,42830.0,6585.0,1045215.0,1380183.0,1685.0,,10424.0,0.0,0.0,53250.0,,121767.0,271.0,332808.0,7773.0,40768.0,259202.0,,20546.0,100.0,,247425.0,441.0,,13.0,,,,138758.0,10025.0,28726.0,0.0,0.0,199016.0,531002.0,,878748.0,853183.0,4233.0,8716.0,598569.0,527.0,,5023.0,43992.0,17397.0,1979.0,30590.0,8283.0,24211.0,59690.0,4.0,116050.0,,,39.0,6870.0,25.0,22823.0,342000.0,1596859.0,19400.0,15228.0,176653.0,,1275.0,21567.0,1302046.0,84611.0,42481.0,126236.0,510.0,59502.0,4018490.0,14221723.0,,8771000.0,5585.0,37551.0,36002.0,21236.0,12263.0,6007.0,841947.0,,63945.0,330171.0,223467.0,1205.0,5430.0,,,,35118.0,878850.0,63039.0,23035.0,,14265251.0,35829.0,,70120.0,367157.0,34200.0,40782.0,60685.0,36712.0,,232.0,170864.0,138028.0,1.0,303141.0,936188.0,4078.0,690812.0,,7339.0,190.0,303055.0,23.0,2428648.0,26726.0,3.0,108.0,472644.0,18440.0,6.0,2754.0,390332.0,91150.0,0.0,72968.0,,309422.0,,,10050.0
1979,23822346.0,254773.0,63.0,839.0,38.0,58533.0,11723.0,348.0,51.0,13158.0,9.0,78663.0,1044854.0,,7132.0,1.0,1719460.0,93114.0,1016878.0,10.0,21948.0,8104.0,151.0,3164.0,,66000.0,58841.0,14480.0,19996.0,9.0,840469.0,258665.0,,13434.0,48434.0,508029.0,11970.0,266450.0,626665.0,919186.0,2884.0,22645.0,342600.0,9637.0,,5441.0,,108855.0,54678.0,9.0,,3.0,99848.0,74524.0,116483.0,45489.0,5120.0,1076800.0,1318981.0,1690.0,,9258.0,0.0,0.0,93530.0,,118647.0,281.0,333621.0,3225.0,34429.0,264016.0,,15189.0,96.0,,234190.0,261.0,,13.0,,,,102834.0,11740.0,28507.0,0.0,0.0,177773.0,542714.0,,1152889.0,1130941.0,3780.0,9950.0,608295.0,578.0,,5170.0,52583.0,18183.0,3617.0,28755.0,8829.0,26280.0,63080.0,2.0,114350.0,,,72.0,7000.0,25.0,24268.0,331000.0,1671684.0,18225.0,14516.0,190753.0,,1373.0,20952.0,1202105.0,77215.0,43485.0,150919.0,275.0,48331.0,4401528.0,13940736.0,,7877000.0,5705.0,36606.0,35000.0,25031.0,12280.0,5429.0,876081.0,,61360.0,330474.0,246214.0,1320.0,5916.0,,,,39342.0,788800.0,71026.0,21465.0,,13995416.0,32297.0,,73242.0,370721.0,32200.0,41785.0,48759.0,47287.0,,241.0,149298.0,146069.0,0.0,299071.0,953994.0,4202.0,697413.0,,6897.0,232.0,350627.0,24.0,2442790.0,29060.0,3.0,100.0,515568.0,19333.0,5.0,2571.0,385729.0,87135.0,0.0,59630.0,,302565.0,,,9850.0
1980,23338737.0,242625.0,63.0,746.0,33.0,48066.0,15816.0,363.0,64.0,16986.0,9.0,76923.0,940295.0,,6589.0,0.0,1904180.0,95396.0,1078544.0,9.0,22065.0,8128.0,136.0,2446.0,,58000.0,55802.0,14235.0,20321.0,10.0,907416.0,252973.0,,12870.0,49577.0,500074.0,12103.0,280503.0,633728.0,1011918.0,3322.0,21090.0,304000.0,10042.0,,6006.0,,120969.0,37276.0,9.0,,3.0,98725.0,74806.0,120818.0,42270.0,6667.0,1108049.0,1290120.0,1693.0,,10665.0,0.0,0.0,95530.0,,96994.0,278.0,327517.0,3234.0,37607.0,261208.0,,17408.0,98.0,,226320.0,105.0,,14.0,,,,113481.0,9561.0,33641.0,0.0,0.0,202041.0,542545.0,,1104265.0,1082200.0,3995.0,9269.0,610002.0,662.0,,5171.0,63804.0,16046.0,3681.0,29161.0,9749.0,26830.0,66915.0,1.0,115600.0,,,58.0,7428.0,25.0,26002.0,351844.0,1681601.0,11145.0,17576.0,180016.0,,1293.0,20784.0,1193212.0,71537.0,44690.0,110724.0,273.0,46804.0,4804095.0,13822509.0,,8729000.0,7930.0,34508.0,34000.0,24630.0,12073.0,5207.0,870835.0,,70641.0,327502.0,238080.0,1285.0,6208.0,,,,42745.0,774908.0,69026.0,21920.0,,13859786.0,38306.0,,68956.0,368713.0,31900.0,40815.0,58683.0,54440.0,,244.0,153001.0,150955.0,3.0,292180.0,952797.0,4229.0,662980.0,,8690.0,97.0,359037.0,24.0,2391375.0,29470.0,3.0,96.0,594010.0,19952.0,11.0,3178.0,381389.0,87730.0,0.0,59052.0,,305913.0,,,10500.0
1981,22905050.0,239478.0,63.0,862.0,29.0,51405.0,14215.0,287.0,79.0,17830.0,9.0,77394.0,1044778.0,,5778.0,0.0,1901700.0,102271.0,1005307.0,9.0,31138.0,6671.0,105.0,2505.0,,62000.0,55227.0,14130.0,19137.0,10.0,895461.0,293821.0,,12420.0,61008.0,559178.0,11304.0,263288.0,596864.0,969334.0,3767.0,18425.0,336000.0,9907.0,,6276.0,,107392.0,37071.0,9.0,,3.0,98626.0,64288.0,122678.0,48269.0,6518.0,1114049.0,1300405.0,1690.0,,10436.0,0.0,0.0,104710.0,,87754.0,355.0,322321.0,3389.0,40871.0,247402.0,,17408.0,98.0,,218158.0,113.0,,14.0,,,,94317.0,12516.0,31640.0,0.0,0.0,222974.0,519037.0,,1112344.0,1081205.0,4844.0,10026.0,613488.0,597.0,,5403.0,69911.0,14897.0,2587.0,30356.0,9298.0,29550.0,70596.0,1.0,113400.0,,,68.0,7822.0,25.0,25416.0,463000.0,1717598.0,11537.0,14288.0,186087.0,,1359.0,19966.0,1206309.0,69455.0,45972.0,117784.0,249.0,60403.0,4715941.0,13652373.0,,9128000.0,11910.0,38895.0,33000.0,26023.0,12514.0,5444.0,1009197.0,,71650.0,319571.0,246894.0,1350.0,6015.0,,,,36558.0,793312.0,66026.0,24700.0,,13689444.0,36613.0,,71680.0,358622.0,32500.0,40865.0,48182.0,56057.0,,256.0,164045.0,157935.0,2.0,291620.0,993800.0,4356.0,640800.0,,8541.0,97.0,381991.0,24.0,2461763.0,30493.0,4.0,76.0,595504.0,20598.0,13.0,3096.0,377266.0,91110.0,0.0,61699.0,,307705.0,,,10500.0
1982,22272974.0,274590.0,63.0,806.0,63.0,54339.0,8466.0,231.0,65.0,13636.0,9.0,76045.0,841709.0,,5882.0,0.0,1908640.0,91633.0,1123900.0,8.0,38883.0,7514.0,145.0,1887.0,,75000.0,55727.0,13878.0,35159.0,12.0,916725.0,296393.0,,13380.0,65800.0,561433.0,11616.0,273126.0,635948.0,956458.0,2912.0,18150.0,332000.0,10225.0,,6554.0,,110985.0,38792.0,9.0,,4.0,98993.0,60369.0,127177.0,53712.0,6437.0,1029793.0,1354130.0,1660.0,,11231.0,0.0,0.0,107830.0,,83931.0,372.0,318444.0,3374.0,39697.0,265852.0,,16449.0,111.0,,205930.0,110.0,,13.0,,,,140068.0,11726.0,24130.0,0.0,0.0,196564.0,516627.0,,1379377.0,1340493.0,4552.0,10928.0,637459.0,500.0,,5615.0,66137.0,17589.0,3055.0,30163.0,10162.0,29890.0,70957.0,1.0,113450.0,,,69.0,5414.0,24.0,20119.0,408000.0,1757488.0,16027.0,9261.0,200738.0,,1234.0,19643.0,1390489.0,71433.0,47361.0,133008.0,289.0,56933.0,4313200.0,13871183.0,,8526179.0,10276.0,35146.0,35000.0,22676.0,12402.0,5628.0,982219.0,,72765.0,316740.0,279559.0,1425.0,6045.0,,,,29103.0,800838.0,64039.0,25685.0,,13909975.0,37312.0,,62721.0,397061.0,33600.0,38165.0,54560.0,52424.0,,280.0,164220.0,161834.0,1.0,300138.0,955145.0,4530.0,652440.0,,7942.0,97.0,441164.0,24.0,2346333.0,29059.0,4.0,84.0,580971.0,21373.0,20.0,2410.0,377438.0,87860.0,0.0,65859.0,,310702.0,,,11786.0
1983,22039185.0,296690.0,63.0,944.0,102.0,43151.0,8904.0,220.0,48.0,17886.0,9.0,76228.0,878588.0,,6204.0,0.0,1894960.0,82919.0,1117609.0,8.0,56134.0,8584.0,224.0,3429.0,,70000.0,53916.0,13716.0,45117.0,14.0,930013.0,305232.0,,13830.0,59083.0,574005.0,12939.0,302315.0,648955.0,930255.0,2393.0,30345.0,316000.0,10699.0,,6745.0,,105198.0,36776.0,9.0,,3.0,97641.0,69140.0,144662.0,60879.0,6398.0,1078408.0,1304048.0,1740.0,,11570.0,0.0,0.0,88090.0,,104512.0,302.0,306604.0,2833.0,39961.0,241572.0,,16081.0,100.0,,199520.0,172.0,,25.0,,,,116506.0,15319.0,23716.0,0.0,0.0,205559.0,527540.0,,1413735.0,1357601.0,5686.0,12561.0,637770.0,555.0,,5829.0,66606.0,16583.0,2697.0,29989.0,10272.0,30340.0,69039.0,1.0,114750.0,,,61.0,4797.0,24.0,25212.0,485000.0,1773062.0,12573.0,12086.0,181660.0,,1336.0,18425.0,1503501.0,69780.0,48603.0,182333.0,348.0,60700.0,4489940.0,13678331.0,,10397783.0,8690.0,22555.0,36000.0,24181.0,13207.0,6037.0,893313.0,,74065.0,293612.0,286895.0,1527.0,5940.0,,,,36993.0,851000.0,67039.0,26910.0,,13715108.0,32054.0,,60084.0,379011.0,36300.0,33154.0,53625.0,50171.0,,282.0,161404.0,165761.0,0.0,301300.0,847279.0,4564.0,692440.0,,8178.0,97.0,451962.0,26.0,2448437.0,26624.0,4.0,106.0,567524.0,22544.0,20.0,2456.0,374256.0,85720.0,0.0,72264.0,,307155.0,,,11580.0
1984,21650522.0,253296.0,64.0,1050.0,134.0,58997.0,9631.0,195.0,47.0,16465.0,9.0,76048.0,915460.0,,6527.0,0.0,1985980.0,82080.0,1115823.0,8.0,70913.0,6824.0,208.0,3521.0,,71000.0,54687.0,13506.0,73762.0,14.0,910345.0,336622.0,,14831.0,60860.0,591099.0,12515.0,302191.0,605102.0,985911.0,3315.0,24980.0,314000.0,10651.0,,6714.0,,101413.0,37577.0,9.0,,3.0,98948.0,69212.0,142513.0,45327.0,6641.0,1112011.0,1267776.0,1724.0,,11961.0,0.0,0.0,90940.0,,108563.0,295.0,300880.0,3325.0,39109.0,293521.0,,18097.0,111.0,,189618.0,184.0,,29.0,,,,150645.0,19223.0,27792.0,0.0,0.0,206096.0,524124.0,,1301139.0,1230225.0,5953.0,11117.0,651685.0,622.0,,5845.0,79803.0,19155.0,2856.0,29120.0,10278.0,32340.0,72072.0,0.0,115450.0,,,48.0,3868.0,24.0,25631.0,474385.0,1787538.0,19514.0,9100.0,188540.0,,1403.0,19347.0,1607658.0,62604.0,55900.0,210420.0,336.0,62637.0,4407880.0,13404357.0,,10278712.0,5655.0,26639.0,33000.0,29812.0,13109.0,7082.0,895453.0,,74000.0,307394.0,315634.0,1545.0,6754.0,,,,48314.0,860000.0,66039.0,23586.0,,13441934.0,38385.0,,56552.0,402834.0,35200.0,35342.0,52672.0,52681.0,,299.0,161908.0,166718.0,0.0,292017.0,914736.0,4105.0,670260.0,,8582.0,89.0,475101.0,24.0,2419545.0,33583.0,4.0,44.0,620450.0,23288.0,36.0,3752.0,374217.0,102940.0,0.0,74034.0,,291312.0,,,11537.0
1985,21428148.0,271121.0,65.0,1028.0,169.0,59847.0,7933.0,212.0,49.0,15597.0,9.0,78112.0,1095731.0,,6167.0,0.0,2053940.0,78080.0,1110938.0,5.0,66039.0,7666.0,162.0,2930.0,,71000.0,56172.0,17530.0,109153.0,18.0,894604.0,310357.0,,15678.0,61496.0,573462.0,11372.0,272163.0,682860.0,990854.0,3413.0,21666.0,319000.0,11233.0,,6049.0,,99451.0,36781.0,9.0,,3.0,99529.0,83948.0,141936.0,45614.0,5714.0,1119287.0,1251163.0,1724.0,,11299.0,0.0,0.0,95110.0,,112019.0,287.0,288498.0,3979.0,40806.0,274945.0,,18115.0,116.0,,183035.0,194.0,,49.0,,,,100170.0,22685.0,24844.0,0.0,0.0,205551.0,516877.0,,1170358.0,1104319.0,5998.0,10976.0,632173.0,468.0,,5965.0,84303.0,19874.0,3354.0,29447.0,10404.0,34640.0,72602.0,0.0,115260.0,,,52.0,5451.0,24.0,42175.0,443138.0,1800394.0,18030.0,10326.0,202852.0,,1406.0,19228.0,1306430.0,59366.0,58838.0,274534.0,410.0,62646.0,4222200.0,13980077.0,,10513983.0,5215.0,29885.0,32000.0,26447.0,13907.0,5449.0,920227.0,,76700.0,319245.0,290850.0,1559.0,6231.0,,,,37322.0,869478.0,62052.0,26758.0,,14016859.0,46073.0,,68580.0,442945.0,35452.0,35370.0,46679.0,52930.0,,449.0,161645.0,161740.0,0.0,283300.0,965524.0,4320.0,693260.0,,7164.0,94.0,486267.0,25.0,2476544.0,34882.0,5.0,44.0,602285.0,24131.0,35.0,4113.0,378364.0,89960.0,0.0,86334.0,,307909.0,,,11655.0
