,Burundi,"China, Taiwan Province of",Mozambique,Croatia,Myanmar,Burkina Faso,Philippines,Syrian Arab Republic,Brazil,United Republic of Tanzania,Thailand,Ethiopia,Kenya,Maldives,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Malawi,Melanesia,Papua New Guinea,Eritrea,New Caledonia,Rwanda,Australia & New Zealand,Yugoslav SFR,Guatemala,Algeria,Slovenia,United Arab Emirates,Senegal,Madagascar,Tajikistan,Haiti,Ukraine,Guinea,Botswana,Saudi Arabia,Fiji,Chad,Lesotho,Sri Lanka,Uruguay,Azerbaijan,Egypt,Mauritania,China,Uzbekistan,Colombia,Lebanon,Kyrgyzstan,Micronesia (Federated States of),Occupied Palestinian Territory,Guinea-Bissau,Kazakhstan,South Africa,Hungary,France,Togo,Micronesia,"China, mainland",Russian Federation,Nicaragua,Uganda,Costa Rica,Bolivia (Plurinational State of),Peru,Yemen,Serbia and Montenegro,Gambia,Cameroon,Serbia,Cuba,Sudan (former),Dominican Republic,South Sudan,Namibia,Benin,Pakistan,Japan,Pacific Islands Trust Territory,Iraq,Turkmenistan,Venezuela (Bolivarian Republic of),Spain,Belize,Bulgaria,United States of America,Bangladesh,Zambia,Democratic Republic of the Congo,Sudan,Somalia,Czechoslovakia,Nigeria,Czechia,Argentina,Paraguay,Democratic People's Republic of Korea,India,El Salvador,Austria,Niger,Morocco,Ethiopia PDR,Republic of Korea,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Israel,Viet Nam,Tunisia,Côte d'Ivoire,Mali,Albania,Slovakia,Italy,Central African Republic,Sierra Leone,Australia,Panama,Ghana,Netherlands,Oman,Angola,Swaziland,Republic of Moldova,Turkey
1961,20000.0,3100.0,216000.0,-1.0,-1.0,907585.0,-1.0,-1.0,2.0,200000.0,8200.0,-1.0,150000.0,6.0,-1.0,9000.0,125000.0,65000.0,149.0,79.0,-1.0,60.0,112200.0,103238.0,9013.0,27000.0,3400.0,-1,-1.0,102600.0,5000.0,-1.0,200000.0,-1.0,20000.0,180000.0,105000.0,10.0,658000.0,65000.0,1458.0,5.0,-1.0,192124.0,208800.0,6803100.0,-1.0,2100.0,1500.0,-1.0,-1.0,-1.0,4000.0,-1.0,328000.0,4760.0,8000.0,-1.0,6.0,6800000.0,-1.0,54500.0,292000.0,4100.0,-1.0,1040.0,1000000.0,-1.0,7000.0,257000.0,-1.0,20000.0,1476917.0,320.0,-1.0,15000.0,123045.0,513000.0,1290.0,6.0,6794.0,-1,-1.0,755.0,-1.0,5100.0,4445000.0,809.0,67000.0,40000.0,-1.0,383000.0,180.0,4658000.0,-1,786700.0,3500.0,31000.0,18249008.0,98200.0,-1.0,453467.0,108000.0,1000000.0,10690.0,116693.0,70000.0,3400.0,-1.0,40387.0,8804.0,19320.0,-1,12463.0,12000.0,500000.0,17729.0,-1.0,4000.0,59000.0,7689.0,103238.0,-1.0,150000.0,-1,-1.0,-1.0,30000.0,-1.0,-1.0
1962,19000.0,3150.0,216000.0,-1.0,-1.0,1041577.0,-1.0,-1.0,2.0,175000.0,8200.0,-1.0,164000.0,7.0,-1.0,16300.0,100000.0,70000.0,199.0,129.0,-1.0,60.0,111836.0,146764.0,6653.0,27000.0,3000.0,-1,-1.0,106700.0,5000.0,-1.0,200000.0,-1.0,20000.0,40000.0,110000.0,10.0,658000.0,65000.0,1556.0,10.0,-1.0,191042.0,208800.0,6713150.0,-1.0,3250.0,1200.0,-1.0,-1.0,-1.0,4000.0,-1.0,264000.0,7470.0,10270.0,-1.0,8.0,6710000.0,-1.0,55800.0,294000.0,6200.0,-1.0,1090.0,1035000.0,-1.0,7000.0,319000.0,-1.0,24862.0,1477468.0,1000.0,-1.0,10000.0,107000.0,486000.0,1110.0,8.0,4701.0,-1,-1.0,675.0,-1.0,3700.0,4683000.0,809.0,68000.0,39000.0,-1.0,380000.0,156.0,4773000.0,-1,860800.0,3200.0,31000.0,18414000.0,92900.0,-1.0,463500.0,125000.0,1022000.0,12880.0,117637.0,90000.0,6600.0,-1.0,41974.0,10291.0,15715.0,-1,12346.0,15000.0,500000.0,14461.0,-1.0,5719.0,63000.0,6880.0,146764.0,-1.0,155000.0,-1,-1.0,-1.0,20000.0,-1.0,-1.0
1963,20000.0,3047.0,218000.0,-1.0,-1.0,907500.0,-1.0,-1.0,2.0,162000.0,8200.0,-1.0,170000.0,8.0,-1.0,27500.0,80000.0,77000.0,210.0,140.0,-1.0,60.0,87000.0,158365.0,7725.0,40000.0,1923.0,-1,-1.0,117000.0,5000.0,-1.0,200000.0,-1.0,20000.0,40000.0,115000.0,10.0,642000.0,65000.0,1458.0,300.0,-1.0,203000.0,213100.0,6503047.0,-1.0,5400.0,800.0,-1.0,-1.0,-1.0,4000.0,-1.0,501000.0,7270.0,20007.0,-1.0,4.0,6500000.0,-1.0,41100.0,296000.0,4100.0,-1.0,1050.0,1070000.0,-1.0,7000.0,326000.0,-1.0,23000.0,1376560.0,1400.0,-1.0,10000.0,108894.0,467000.0,910.0,4.0,5555.0,-1,-1.0,1565.0,-1.0,6000.0,5393000.0,809.0,69000.0,39000.0,-1.0,387000.0,286.0,5234000.0,-1,828000.0,3400.0,31000.0,18376000.0,96100.0,-1.0,485000.0,164000.0,1046000.0,12706.0,197566.0,70000.0,7200.0,-1.0,42610.0,6251.0,11650.0,-1,11000.0,15000.0,544000.0,9080.0,-1.0,5780.0,63000.0,7284.0,158365.0,-1.0,161872.0,-1,-1.0,-1.0,10000.0,-1.0,-1.0
1964,21000.0,2915.0,218000.0,-1.0,-1.0,910000.0,-1.0,-1.0,2.0,173000.0,8200.0,-1.0,172000.0,9.0,-1.0,13300.0,80000.0,84000.0,338.0,258.0,-1.0,60.0,97609.0,147994.0,6438.0,47700.0,1800.0,-1,-1.0,124800.0,5000.0,-1.0,200000.0,-1.0,20000.0,40000.0,120000.0,20.0,615000.0,65000.0,1136.0,3000.0,-1.0,208196.0,213100.0,6302915.0,-1.0,24000.0,1200.0,-1.0,-1.0,-1.0,4000.0,-1.0,366000.0,7566.0,24265.0,-1.0,4.0,6300000.0,-1.0,47900.0,320000.0,6800.0,-1.0,1070.0,1085000.0,-1.0,7000.0,326000.0,-1.0,13000.0,1326410.0,1600.0,-1.0,15000.0,108340.0,585000.0,790.0,4.0,6290.0,-1,985.0,21595.0,-1.0,5700.0,4752000.0,809.0,70000.0,39000.0,-1.0,384000.0,1687.0,5532000.0,-1,983760.0,3200.0,31000.0,18056000.0,87119.0,-1.0,453000.0,120000.0,1063800.0,16040.0,276494.0,99000.0,19600.0,-1.0,41992.0,7365.0,29475.0,-1,12000.0,15000.0,374000.0,24110.0,-1.0,6228.0,67000.0,7325.0,147994.0,-1.0,166202.0,-1,-1.0,-1.0,8000.0,-1.0,-1.0
1965,22000.0,4090.0,220000.0,-1.0,-1.0,964000.0,-1.0,-1.0,9.0,192000.0,30000.0,-1.0,150000.0,10.0,-1.0,6100.0,75000.0,84000.0,264.0,180.0,-1.0,60.0,93740.0,139913.0,5150.0,48900.0,1660.0,-1,-1.0,132000.0,5000.0,-1.0,200000.0,-1.0,20000.0,26000.0,125000.0,24.0,617000.0,58200.0,1622.0,32331.0,-1.0,210000.0,261000.0,6154090.0,-1.0,30000.0,1400.0,-1.0,-1.0,-1.0,4000.0,-1.0,483000.0,4679.0,29810.0,-1.0,4.0,6150000.0,-1.0,49900.0,306000.0,4000.0,-1.0,2170.0,1085000.0,-1.0,7000.0,319000.0,-1.0,13000.0,1344051.0,2000.0,-1.0,16000.0,109400.0,594000.0,583.0,4.0,6572.0,-1,1720.0,20000.0,-1.0,8400.0,5273000.0,809.0,70000.0,39000.0,-1.0,380000.0,2981.0,5937000.0,-1,819700.0,3300.0,30000.0,17679008.0,111090.0,-1.0,465000.0,82000.0,1071200.0,15365.0,314373.0,64000.0,7900.0,-1.0,41057.0,5837.0,30260.0,-1,12000.0,15000.0,363000.0,14555.0,-1.0,5814.0,51000.0,7500.0,139913.0,-1.0,155727.0,-1,-1.0,-1.0,9307.0,-1.0,-1.0
1966,24000.0,5000.0,220000.0,-1.0,-1.0,1018000.0,-1.0,-1.0,900.0,310000.0,64000.0,-1.0,210000.0,11.0,-1.0,5700.0,125000.0,92000.0,408.0,316.0,-1.0,60.0,130000.0,175403.0,5970.0,50800.0,1000.0,-1,-1.0,118000.0,5000.0,-1.0,200000.0,-1.0,20000.0,50000.0,130000.0,32.0,532000.0,65100.0,1471.0,37104.0,-1.0,217474.0,217500.0,6505000.0,-1.0,30000.0,1456.0,-1.0,-1.0,-1.0,7000.0,-1.0,456000.0,3838.0,47835.0,-1.0,4.0,6500000.0,-1.0,50500.0,296000.0,6000.0,-1.0,2015.0,965000.0,-1.0,7000.0,334000.0,-1.0,10000.0,1337115.0,3000.0,-1.0,17000.0,96600.0,558000.0,350.0,4.0,6459.0,-1,4552.0,25500.0,-1.0,24913.0,5185165.0,809.0,72000.0,39000.0,-1.0,380000.0,1321.0,4643000.0,-1,1123127.0,3390.0,30000.0,18054000.0,107602.0,-1.0,545700.0,90000.0,1081700.0,13733.0,575860.0,47000.0,3100.0,-1.0,35893.0,4500.0,4100.0,-1,12000.0,15000.0,403000.0,22963.0,-1.0,6087.0,42000.0,6500.0,175403.0,-1.0,175600.0,-1,-1.0,-1.0,8094.0,-1.0,-1.0
1967,21000.0,5000.0,220000.0,-1.0,-1.0,1312000.0,-1.0,-1.0,900.0,310000.0,20320.0,-1.0,210000.0,4.0,-1.0,8100.0,245649.0,92000.0,683.0,380.0,-1.0,60.0,132000.0,203296.0,9740.0,44400.0,1600.0,-1,-1.0,140900.0,5000.0,-1.0,200000.0,-1.0,20000.0,176886.0,133000.0,243.0,541000.0,66300.0,1120.0,31780.0,-1.0,219658.0,217500.0,6505000.0,-1.0,40000.0,1267.0,-1.0,-1.0,-1.0,6500.0,-1.0,640000.0,1470.0,60845.0,-1.0,4.0,6500000.0,-1.0,52200.0,290000.0,5500.0,-1.0,2145.0,950000.0,-1.0,7000.0,298000.0,-1.0,8000.0,1974200.0,3000.0,-1.0,18000.0,109500.0,584000.0,350.0,4.0,7085.0,-1,6824.0,17469.0,-1.0,24806.0,6065344.0,809.0,73000.0,39263.0,-1.0,397000.0,1458.0,4735000.0,-1,1032940.0,3560.0,30000.0,18422496.0,103880.0,-1.0,530200.0,89000.0,1129500.0,11364.0,673345.0,42000.0,1116.0,-1.0,31279.0,-1.0,9724.0,-1,12000.0,21300.0,570000.0,20637.0,-1.0,5769.0,52000.0,5500.0,203296.0,-1.0,145000.0,-1,-1.0,-1.0,8000.0,-1.0,-1.0
1968,22000.0,4100.0,224000.0,-1.0,-1.0,830600.0,-1.0,109.0,900.0,315000.0,29519.0,-1.0,205000.0,4.0,-1.0,4800.0,93453.0,95000.0,914.0,436.0,-1.0,60.0,129000.0,186900.0,17900.0,46700.0,2430.0,-1,-1.0,128600.0,5000.0,-1.0,200000.0,-1.0,20000.0,57333.0,155883.0,418.0,546000.0,70562.0,836.0,38110.0,-1.0,225000.0,217500.0,6004100.0,-1.0,45000.0,1164.0,-1.0,-1.0,-1.0,6000.0,-1.0,266000.0,1300.0,53930.0,-1.0,4.0,6000000.0,-1.0,55000.0,230000.0,6000.0,-1.0,555.0,930000.0,-1.0,7400.0,289000.0,-1.0,6000.0,1131057.0,3000.0,-1.0,19000.0,105566.0,473000.0,180.0,4.0,5681.0,-1,9264.0,31534.0,-1.0,8363.0,5621005.0,1078.0,73000.0,26000.0,-1.0,380000.0,2100.0,5138000.0,-1,1266180.0,4000.0,28000.0,18731200.0,113750.0,-1.0,595600.0,71300.0,1174000.0,10844.0,829719.0,46000.0,3462.0,-1.0,32904.0,795.0,9219.0,-1,12200.0,21700.0,403000.0,20219.0,-1.0,5575.0,42000.0,5000.0,186900.0,-1.0,151000.0,-1,-1.0,-1.0,8000.0,-1.0,-1.0
1969,21000.0,4000.0,282776.0,-1.0,-1.0,1093758.0,-1.0,162.0,900.0,310000.0,34773.0,-1.0,200000.0,4.0,-1.0,8600.0,412908.0,100000.0,1018.0,658.0,-1.0,60.0,125800.0,209700.0,7436.0,48878.0,3700.0,-1,-1.0,126600.0,5180.0,-1.0,212000.0,-1.0,20000.0,104454.0,135000.0,300.0,493000.0,71771.0,1223.0,40650.0,-1.0,199028.0,243600.0,5804000.0,-1.0,45200.0,1100.0,-1.0,-1.0,-1.0,5000.0,-1.0,255000.0,710.0,53790.0,-1.0,4.0,5800000.0,-1.0,56300.0,280000.0,5200.0,-1.0,1427.0,910000.0,-1.0,7400.0,367000.0,-1.0,4000.0,1695785.0,3600.0,-1.0,20000.0,114165.0,490000.0,-1.0,4.0,3140.0,-1,5356.0,48626.0,-1.0,6959.0,5437685.0,1086.0,75000.0,27000.0,-1.0,382000.0,1560.0,7809000.0,-1,1456000.0,4000.0,27000.0,18604896.0,113803.0,-1.0,595000.0,59400.0,1186600.0,10743.0,883214.0,56000.0,2190.0,-1.0,34530.0,-1.0,6575.0,-1,12600.0,26100.0,431000.0,27810.0,-1.0,6273.0,40000.0,4800.0,209700.0,-1.0,150000.0,-1,-1.0,-1.0,8851.0,-1.0,-1.0
1970,20500.0,3800.0,250000.0,-1.0,-1.0,1041270.0,2500.0,108.0,900.0,310000.0,35000.0,-1.0,201000.0,4.0,-1.0,8900.0,215577.0,100000.0,1000.0,740.0,-1.0,60.0,141837.0,358746.0,5095.0,51428.0,1980.0,-1,-1.0,119000.0,3700.0,-1.0,215000.0,-1.0,20000.0,133800.0,135000.0,200.0,476000.0,82568.0,946.0,31617.0,-1.0,210040.0,217500.0,5223800.0,-1.0,53600.0,1115.0,-1.0,-1.0,-1.0,5000.0,-1.0,328000.0,800.0,53600.0,-1.0,4.0,5220000.0,-1.0,56500.0,311000.0,7000.0,-1.0,3590.0,887000.0,-1.0,7400.0,332000.0,-1.0,3000.0,2055872.0,3900.0,-1.0,20000.0,88320.0,558000.0,-1.0,4.0,4346.0,-1,2954.0,47000.0,-1.0,4174.0,5490698.0,1098.0,75000.0,29300.0,-1.0,360000.0,1059.0,5714000.0,-1,2110500.0,4310.0,24000.0,17373904.0,124180.0,-1.0,593100.0,59000.0,1203200.0,9563.0,970930.0,39000.0,3040.0,-1.0,36155.0,-1.0,4260.0,-1,12700.0,27500.0,366000.0,27307.0,-1.0,5017.0,42000.0,4750.0,358746.0,-1.0,242800.0,-1,-1.0,-1.0,8903.0,-1.0,-1.0
