,USSR,South Africa,Panama,Madagascar,United Republic of Tanzania,Burundi,Thailand,Japan,Ethiopia,Kenya,Bangladesh,Lao People's Democratic Republic,Zambia,Mauritius,Uganda,Papua New Guinea,Brazil,Mozambique,El Salvador,Argentina,Colombia,Zimbabwe,Malawi,India,"China, Taiwan Province of",Ecuador,Réunion,Indonesia,Seychelles,Turkey,Ethiopia PDR,Melanesia,Malaysia,Georgia,Azerbaijan,Viet Nam,Republic of Korea,Democratic Republic of the Congo,Mali,Montenegro,Russian Federation,Cameroon,Bolivia (Plurinational State of),Iran (Islamic Republic of),Peru,Guatemala,"China, mainland",Nepal,Sri Lanka,Rwanda,Portugal,Myanmar,China
1971,68649.0,1500.0,,,9182.0,325.0,,93111.0,,36290.0,12007.0,,,4089.0,18000.0,1211.0,6547.0,16536.0,-1.0,29900.0,-1.0,4269.0,18597.0,435468.0,26984.0,400.0,195.0,60922.0,25.0,33585.0,,1211.0,3325.0,,,15500.0,270.0,7500.0,,,,1110.0,627.0,16000.0,2408.0,,153000.0,,217773.0,1819.0,300.0,11000.0,179984.0
1972,71320.0,2000.0,,,11613.0,487.0,50.0,95072.0,,53322.0,24068.0,,,4678.0,23400.0,2195.0,6568.0,18678.0,-1.0,30500.0,-1.0,5202.0,20684.0,455996.0,26229.0,600.0,195.0,59924.0,27.0,46500.0,,2195.0,3365.0,,,15000.0,245.0,7600.0,,,,1296.0,580.0,22000.0,2581.0,40.0,170000.0,,208858.0,2396.0,400.0,11600.0,196229.0
1973,74823.0,2500.0,,,13291.0,656.0,100.0,101181.0,,56578.0,27216.0,,,4079.0,22000.0,3025.0,6471.0,18795.0,-1.0,29900.0,-1.0,4565.0,23600.0,471952.0,28639.0,975.0,200.0,67584.0,29.0,43202.0,,3025.0,3462.0,,,15000.0,168.0,7100.0,,,,1471.0,570.0,23000.0,2464.0,50.0,182000.0,,211285.0,2803.0,300.0,14100.0,210639.0
1974,80826.0,3000.0,,30.0,12258.0,829.0,150.0,95238.0,,53440.0,32169.0,,24.0,3984.0,22000.0,4155.0,6445.0,17639.0,-1.0,32600.0,-1.0,5893.0,23405.0,489475.0,24173.0,1200.0,200.0,65017.0,36.0,42781.0,,4155.0,3237.0,,,17000.0,232.0,6700.0,60.0,,,935.0,570.0,24000.0,2817.0,60.0,198000.0,254.0,204037.0,3432.0,300.0,14000.0,222173.0
1975,86314.0,2836.0,,60.0,13873.0,819.0,150.0,105448.0,,56730.0,29388.0,,68.0,3139.0,18400.0,4714.0,7681.0,13143.0,-1.0,38400.0,-1.0,6884.0,26238.0,487137.0,26092.0,1012.0,210.0,70089.0,45.0,55572.0,,4714.0,3066.0,,,18000.0,200.0,6700.0,80.0,,,1572.0,650.0,18000.0,2988.0,100.0,211000.0,366.0,213928.0,3995.0,260.0,14000.0,237092.0
1976,91949.0,3459.0,,80.0,13049.0,1278.0,200.0,100097.0,,61984.0,34097.0,61.0,10.0,4334.0,15400.0,4984.0,7820.0,13825.0,-1.0,30900.0,-1.0,5983.0,28307.0,511817.0,24758.0,1400.0,210.0,73765.0,45.0,59547.0,15.0,4984.0,3206.0,,,17251.0,200.0,6800.0,80.0,,,1003.0,1130.0,19800.0,3179.0,130.0,233500.0,395.0,196606.0,4976.0,242.0,14000.0,258258.0
1977,106355.0,3459.0,,100.0,18450.0,1457.0,400.0,102301.0,,86291.0,37022.0,65.0,82.0,4727.0,15200.0,6500.0,7741.0,17000.0,-1.0,39060.0,-1.0,6171.0,31628.0,556267.0,26303.0,1306.0,220.0,82928.0,43.0,77592.0,27.0,6500.0,3542.0,,,18299.0,200.0,6700.0,90.0,,,1730.0,1100.0,26100.0,2976.0,60.0,252100.0,413.0,208572.0,5356.0,267.0,14800.0,278403.0
1978,111230.0,4561.0,,120.0,17009.0,1431.0,600.0,104738.0,,93373.0,38305.0,63.0,144.0,5186.0,10900.0,6319.0,9196.0,18069.0,-1.0,23947.0,-1.0,8630.0,31690.0,563846.0,25854.0,1700.0,220.0,92110.0,43.0,86206.0,38.0,6319.0,3451.0,,,20040.0,200.0,6700.0,100.0,,,1800.0,1455.0,27000.0,2347.0,70.0,268000.0,326.0,198780.0,5342.0,318.0,14300.0,293854.0
1979,117600.0,5025.0,,150.0,17307.0,1612.0,700.0,98000.0,,99275.0,36610.0,68.0,249.0,5072.0,1800.0,8034.0,9398.0,18900.0,-1.0,29062.0,-1.0,9791.0,32609.0,543776.0,27055.0,1456.0,250.0,97217.0,46.0,101955.0,59.0,8034.0,3171.0,,,20297.0,200.0,6000.0,110.0,,,2107.0,1566.0,30600.0,2602.0,110.0,277100.0,387.0,208417.0,5670.0,319.0,12400.0,304155.0
1980,129850.0,12000.0,,200.0,16418.0,1454.0,800.0,102300.0,,89893.0,39708.0,290.0,314.0,4386.0,1500.0,8361.0,9707.0,19500.0,-1.0,35572.0,-1.0,9661.0,29915.0,569550.0,24479.0,1457.0,270.0,106175.0,42.0,95889.0,81.0,8361.0,3281.0,,,21014.0,200.0,6100.0,64.0,,,1882.0,1440.0,32200.0,2112.0,100.0,304000.0,535.0,191375.0,6627.0,225.0,12600.0,328479.0
1981,136500.0,5500.0,,220.0,15537.0,2271.0,1000.0,102300.0,,90941.0,38772.0,110.0,363.0,5052.0,1700.0,8691.0,10081.0,22190.0,-1.0,22785.0,-1.0,9916.0,31965.0,559583.0,25223.0,1653.0,290.0,109135.0,43.0,42606.0,115.0,8691.0,3438.0,,,21178.0,200.0,4810.0,98.0,,,2131.0,640.0,33100.0,2031.0,130.0,343000.0,625.0,210148.0,6846.0,190.0,12800.0,368223.0
1982,140400.0,6631.0,,220.0,17551.0,2178.0,1500.0,98500.0,,95600.0,40937.0,115.0,402.0,5287.0,2580.0,8487.0,11272.0,21000.0,-1.0,33015.0,-1.0,10602.0,38484.0,560732.0,24051.0,1653.0,290.0,92732.0,37.0,68038.0,162.0,8487.0,3188.0,,,25378.0,200.0,4481.0,76.0,,,1800.0,480.0,35265.0,1758.0,100.0,397000.0,714.0,187816.0,7100.0,169.0,13800.0,421051.0
1983,145500.0,7097.0,,220.0,15195.0,2334.0,2000.0,102700.0,,119300.0,42202.0,133.0,444.0,6142.0,3054.0,10193.0,9196.0,15000.0,-1.0,40804.0,-1.0,10551.0,32011.0,581484.0,24308.0,520.0,300.0,110317.0,131.0,100982.0,209.0,10193.0,3328.0,,,24609.0,300.0,4748.0,80.0,,,2104.0,200.0,36258.0,1676.0,130.0,400550.0,827.0,179287.0,6670.0,231.0,19000.0,424858.0
1984,151200.0,8301.0,73.0,240.0,16790.0,3445.0,2000.0,92500.0,,116200.0,37900.0,145.0,463.0,8021.0,5214.0,9845.0,10703.0,11000.0,-1.0,41478.0,-1.0,11807.0,37530.0,639864.0,24365.0,552.0,310.0,126443.0,86.0,113701.0,256.0,9845.0,5478.0,,,27428.0,350.0,4955.0,83.0,,,2279.0,290.0,43372.0,1610.0,130.0,414000.0,989.0,208058.0,8100.0,182.0,14900.0,438365.0
1985,152400.0,9218.0,152.0,240.0,15537.0,4145.0,3000.0,95500.0,,147100.0,43285.0,480.0,375.0,8115.0,5758.0,8080.0,10823.0,7000.0,-1.0,46500.0,-1.0,14085.0,39954.0,656162.0,23203.0,857.0,320.0,127464.0,117.0,137116.0,303.0,8080.0,5300.0,,,28222.0,400.0,4840.0,87.0,,,2114.0,320.0,33120.0,1693.0,220.0,432337.0,1052.0,214094.0,10800.0,146.0,15500.0,455540.0
1986,146000.0,10663.0,123.0,250.0,14064.0,3598.0,2500.0,93600.0,,143317.0,38000.0,650.0,468.0,7875.0,3335.0,8000.0,12130.0,5000.0,-1.0,41385.0,-1.0,15679.0,38973.0,620803.0,23890.0,725.0,330.0,129481.0,136.0,148305.0,350.0,8000.0,5365.0,,,30006.0,500.0,3380.0,89.0,,,2516.0,335.0,40532.0,1914.0,330.0,460468.0,1112.0,211276.0,10350.0,199.0,15100.0,484358.0
1987,156000.0,11507.0,134.0,250.0,17200.0,4382.0,3400.0,96300.0,,155808.0,37595.0,502.0,373.0,7147.0,3511.0,8000.0,12168.0,3000.0,-1.0,45303.0,-1.0,14999.0,31908.0,620800.0,25578.0,1308.0,340.0,126096.0,109.0,140680.0,380.0,8000.0,4830.0,,,28990.0,500.0,2030.0,55.0,,,2564.0,390.0,43026.0,1896.0,339.0,509000.0,1290.0,213327.0,11677.0,185.0,14100.0,534578.0
1988,122500.0,11967.0,162.0,260.0,15944.0,3721.0,4959.0,89800.0,,164030.0,40611.0,1371.0,546.0,6854.0,3512.0,8000.0,9521.0,1500.0,-1.0,31806.0,-1.0,16612.0,40157.0,674300.0,23557.0,900.0,340.0,133800.0,106.0,153160.0,397.0,8000.0,4830.0,,,29743.0,500.0,3100.0,83.0,,,2500.0,430.0,43268.0,1827.0,433.0,545416.0,1184.0,226952.0,12286.0,189.0,14900.0,568973.0
1989,131000.0,13000.0,98.0,270.0,20180.0,3862.0,5033.0,90500.0,,180602.0,43581.0,740.0,550.0,5500.0,4658.0,8000.0,9838.0,2500.0,-1.0,49575.0,-1.0,17948.0,39469.0,701100.0,22130.0,990.0,350.0,141374.0,150.0,136530.0,450.0,8000.0,4830.0,,,30218.0,400.0,3100.0,317.0,,,2452.0,440.0,27808.0,1732.0,457.0,534876.0,1393.0,206987.0,12975.0,198.0,14700.0,557006.0
1990,135700.0,12441.0,196.0,280.0,18090.0,4040.0,6500.0,89900.0,,197000.0,39075.0,1616.0,560.0,5751.0,6704.0,6985.0,9813.0,4000.0,20.0,50505.0,-1.0,17000.0,38921.0,688100.0,22299.0,2428.0,359.0,155919.0,219.0,122754.0,500.0,6985.0,6200.0,,,32247.0,254.0,3114.0,159.0,,,2900.0,500.0,37091.0,1648.0,460.0,540070.0,1249.0,233165.0,12854.0,184.0,14900.0,562369.0
1991,119700.0,11128.0,191.0,316.0,19530.0,5323.0,8500.0,87800.0,,203588.0,45012.0,1705.0,570.0,5918.0,8877.0,8500.0,10389.0,4941.0,20.0,46075.0,-1.0,14472.0,40501.0,720300.0,21380.0,2036.0,360.0,139520.0,241.0,136887.0,550.0,8500.0,7000.0,,,33100.0,726.0,3250.0,92.0,,,3000.0,540.0,42091.0,1648.0,450.0,541581.0,1476.0,240747.0,13546.0,129.0,10900.0,562961.0
1992,,9801.0,161.0,290.0,22000.0,5952.0,11000.0,92100.0,,188070.0,45632.0,1000.0,500.0,5845.0,9504.0,9000.0,6019.0,1018.0,10.0,46408.0,-1.0,9214.0,28136.0,754200.0,20164.0,1574.0,370.0,153701.0,224.0,144025.0,600.0,9000.0,5900.0,50000.0,5537.0,36200.0,700.0,3120.0,115.0,,1640.0,3416.0,550.0,54956.0,1394.0,444.0,559827.0,1636.0,178870.0,13644.0,69.0,14400.0,579991.0
1993,,10532.0,218.0,400.0,22400.0,5520.0,13500.0,92100.0,1700.0,211160.0,48900.0,1475.0,530.0,5931.0,12102.0,8700.0,10587.0,1673.0,20.0,54730.0,-1.0,14091.0,39495.0,703900.0,20515.0,1489.0,401.0,164994.0,246.0,117099.0,,8700.0,6000.0,77000.0,5880.0,37700.0,706.0,3352.0,277.0,,2029.0,3902.0,590.0,56961.0,1743.0,440.0,600000.0,1993.0,231871.0,11181.0,21.0,15300.0,620515.0
1994,,11316.0,115.0,300.0,24800.0,6864.0,16000.0,86300.0,1800.0,209420.0,50515.0,1943.0,500.0,5089.0,13462.0,8500.0,9807.0,2000.0,50.0,50993.0,-1.0,13437.0,35141.0,753000.0,24485.0,1762.0,414.0,139222.0,246.0,134350.0,,8500.0,5400.0,61700.0,4750.0,42000.0,744.0,3405.0,196.0,,8481.0,3567.0,675.0,55603.0,7155.0,443.0,588468.0,2351.0,242214.0,4136.0,40.0,15300.0,612953.0
1995,,11975.0,188.0,332.0,24300.0,6985.0,18500.0,84800.0,1900.0,244530.0,52000.0,764.0,450.0,3785.0,12692.0,4699.0,8607.0,976.0,50.0,51481.0,-1.0,15000.0,34182.0,753900.0,20892.0,1836.0,426.0,154013.0,226.0,102713.0,,4699.0,6000.0,38500.0,3000.0,40200.0,699.0,3418.0,202.0,,7210.0,3873.0,690.0,54352.0,5510.0,450.0,588500.0,2457.0,245961.0,5414.0,82.0,15900.0,609392.0
1996,,9062.0,161.0,335.0,24000.0,5648.0,22000.0,88600.0,1965.0,257160.0,47675.0,101.0,500.0,2497.0,17418.0,5113.0,6181.0,1670.0,70.0,47064.0,-1.0,16822.0,34800.0,756000.0,23131.0,2228.0,439.0,166256.0,223.0,114540.0,,5113.0,6000.0,34000.0,3034.0,46800.0,947.0,3431.0,69.0,,4722.0,3581.0,710.0,62100.0,9403.0,445.0,593386.0,2721.0,258427.0,9057.0,63.0,16000.0,616517.0
1997,,8207.0,114.0,320.0,25500.0,4169.0,25000.0,91200.0,2000.0,220722.0,53310.0,110.0,550.0,1787.0,21075.0,5156.0,6156.0,1500.0,130.0,54125.0,-1.0,17098.0,29700.0,780000.0,23505.0,1866.0,452.0,153600.0,270.0,139523.0,,5156.0,6000.0,33200.0,1634.0,52200.0,1000.0,3433.0,50.0,,4060.0,4190.0,735.0,69293.0,10431.0,446.0,613366.0,2906.0,276861.0,13239.0,25.0,17700.0,636871.0
1998,,13010.0,109.0,312.0,21900.0,6669.0,28000.0,82600.0,2700.0,294165.0,50575.0,260.0,650.0,1488.0,25901.0,7260.0,5807.0,1500.0,200.0,57148.0,-1.0,17500.0,40362.0,810000.0,22641.0,1572.0,465.0,166800.0,250.0,177850.0,,7260.0,4600.0,47234.0,863.0,56600.0,1470.0,3328.0,60.0,,3700.0,3944.0,735.0,60579.0,7397.0,447.0,665034.0,3020.0,280056.0,14875.0,24.0,20364.0,687675.0
1999,,12077.0,119.0,400.0,25000.0,6865.0,30000.0,88500.0,3608.0,248700.0,56000.0,350.0,1000.0,1473.0,24739.0,6200.0,7020.0,1600.0,200.0,55800.0,100.0,18530.0,38500.0,874000.0,21119.0,1572.0,478.0,161000.0,236.0,199155.0,,6200.0,5900.0,60330.0,2730.0,70300.0,1109.0,2183.0,84.0,,2000.0,4597.0,810.0,61685.0,6964.0,460.0,675871.0,4493.0,283760.0,12959.0,120.0,18424.0,696990.0
2000,,12514.0,135.0,490.0,23600.0,34060.0,32327.0,85000.0,3776.0,236286.0,46000.0,307.0,850.0,1312.0,29236.0,6200.0,8400.0,10466.0,300.0,74256.0,72.0,22000.0,42400.0,826000.0,20349.0,1211.0,492.0,162586.0,246.0,138770.0,,6200.0,5642.0,24000.0,1082.0,69900.0,1434.0,1879.0,81.0,,1520.0,4004.0,840.0,49874.0,6259.0,450.0,683324.0,5085.0,305840.0,14481.0,103.0,19000.0,703673.0
2001,,12671.0,75.0,441.0,25500.0,44400.0,33494.0,85000.0,3973.0,294620.0,52000.0,160.0,550.0,1517.0,32857.0,6100.0,8337.0,9029.0,350.0,71117.0,120.0,22400.0,36800.0,847000.0,19837.0,1320.0,507.0,166867.0,231.0,142900.0,,6100.0,5413.0,23000.0,1424.0,75700.0,1351.0,1615.0,50.0,,1240.0,4200.0,840.0,51160.0,6478.0,440.0,701699.0,6638.0,295090.0,17815.0,106.0,21300.0,721536.0
2002,,12500.0,113.0,516.0,24700.0,33234.0,36321.0,84000.0,3900.0,287045.0,58000.0,172.0,750.0,1381.0,39476.0,6200.0,8687.0,12579.0,250.0,70457.0,120.0,22000.0,39200.0,854000.0,20345.0,815.0,522.0,165194.0,222.0,135000.0,,6200.0,5100.0,24000.0,1440.0,94200.0,1477.0,1389.0,70.0,,1290.0,4000.0,850.0,63900.0,6349.0,438.0,745374.0,7518.0,310000.0,14893.0,105.0,22800.0,765719.0
2003,,12143.0,120.0,570.0,27600.0,35225.0,43333.0,91900.0,4360.0,293670.0,57500.0,225.0,658.0,1436.0,36895.0,6400.0,5559.0,12690.0,250.0,69866.0,120.0,22200.0,41693.0,846000.0,20675.0,1086.0,538.0,169818.0,261.0,153800.0,,6400.0,4125.0,24457.0,944.0,104300.0,1500.0,1560.0,90.0,,870.0,3401.0,850.0,63650.0,5634.0,450.0,768140.0,8198.0,303230.0,15484.0,116.0,22840.0,788815.0
2004,,4279.0,161.0,365.0,30100.0,37523.0,51817.0,100700.0,4400.0,324600.0,57580.0,320.0,800.0,1482.0,35706.0,6500.0,5347.0,15127.0,260.0,70389.0,120.0,18724.0,50090.0,879000.0,20192.0,1166.0,555.0,167136.0,214.0,201663.0,,6500.0,3900.0,20000.0,1048.0,119500.0,1500.0,1560.0,110.0,,1240.0,4000.0,847.0,40250.0,1548.0,440.0,835230.0,11651.0,308090.0,14493.0,125.0,24640.0,855422.0
2005,,21780.0,235.0,351.0,30700.0,39335.0,51570.0,100000.0,4800.0,328500.0,57580.0,300.0,773.0,1387.0,37734.0,6600.0,4473.0,16000.0,270.0,67871.0,120.0,22200.0,38000.0,907000.0,18803.0,1855.0,573.0,167276.0,219.0,217540.0,,6600.0,2850.0,22755.0,737.0,132525.0,1400.0,1570.0,135.0,,1260.0,4383.0,866.0,59180.0,4236.0,434.0,934857.0,12500.0,317200.0,16458.0,112.0,25000.0,953660.0
2006,,3328.0,141.0,353.0,30300.0,30836.0,53782.0,91800.0,5281.0,310580.0,58000.0,153.0,750.0,1567.0,34334.0,6600.0,4052.0,16256.0,270.0,72129.0,120.0,22000.0,45009.0,949000.0,19345.0,1870.0,592.0,146858.0,189.0,201866.0,,6600.0,6213.0,6600.0,655.0,151000.0,1400.0,1760.0,135.0,100.0,1150.0,4691.0,872.0,46500.0,4820.0,450.0,1028000.0,13043.0,310800.0,16976.0,115.0,26000.0,1047345.0
2007,,4200.0,145.0,374.0,31300.0,33676.0,57362.0,94100.0,5700.0,369600.0,58500.0,260.0,781.0,1563.0,44923.0,6500.0,1083.0,16256.0,500.0,76000.0,120.0,22300.0,48140.0,973000.0,17502.0,1925.0,612.0,150623.0,222.0,206160.0,,6500.0,5540.0,7500.0,480.0,164000.0,1300.0,1760.0,135.0,100.0,630.0,4919.0,889.0,49680.0,3597.0,480.0,1165500.0,15168.0,305220.0,20474.0,125.0,27700.0,1183002.0
2008,,3290.0,151.0,246.0,34800.0,31787.0,61557.0,96500.0,5400.0,345800.0,59000.0,560.0,803.0,1668.0,42808.0,6000.0,4752.0,16866.0,2200.0,80142.0,120.0,23260.0,41637.0,987000.0,17384.0,1950.0,634.0,153971.0,137.0,198046.0,,6000.0,9548.0,5400.0,320.0,173500.0,2200.0,2220.0,118.0,100.0,820.0,5145.0,904.0,165717.0,4009.0,300.0,1257600.0,16160.0,318700.0,19965.0,125.0,29000.0,1274984.0
2009,,1743.0,160.0,314.0,34170.0,31828.0,63707.0,86000.0,6597.0,314198.0,59500.0,470.0,823.0,1481.0,48663.0,6400.0,4686.0,30000.0,500.0,71715.0,134.0,23843.0,52555.0,972700.0,16780.0,1865.0,657.0,156901.0,63.0,198601.0,,6400.0,7223.0,5800.0,450.0,185700.0,2400.0,2489.0,115.0,100.0,630.0,6000.0,1245.0,165717.0,3169.0,310.0,1359000.0,16208.0,290000.0,20535.0,125.0,30255.0,1375780.0
2010,,1647.0,154.0,385.0,33160.0,37875.0,67241.0,85000.0,7674.0,399006.0,60000.0,582.0,843.0,1467.0,49182.0,6247.0,4278.0,28995.0,450.0,92417.0,134.0,23702.0,51589.0,991182.0,17467.0,1487.0,681.0,150342.0,49.0,235000.0,,6247.0,19738.0,3500.0,540.0,198466.0,2338.0,2479.0,108.0,100.0,370.0,5550.0,1339.0,165717.0,3214.0,384.0,1450000.0,16607.0,331400.0,22249.0,121.0,31060.0,1467467.0
2011,,1795.0,154.0,383.0,32000.0,40853.0,73320.0,82100.0,8955.0,377912.0,60500.0,802.0,864.0,1787.0,35194.0,5882.0,3520.0,27000.0,450.0,92892.0,134.0,24043.0,47006.0,1095460.0,17310.0,1415.0,708.0,150200.0,38.0,221600.0,,5882.0,16632.0,2900.0,534.0,206600.0,2207.0,3129.0,103.0,100.0,270.0,5256.0,1356.0,103890.0,3158.0,400.0,1623000.0,17438.0,327500.0,24066.0,79.0,31000.0,1640310.0
2012,,870.0,161.0,385.0,32812.0,42147.0,68883.0,85900.0,10231.0,369400.0,62524.0,3975.0,900.0,1577.0,57939.0,5813.0,1496.0,22000.0,460.0,82813.0,134.0,24385.0,42490.0,1135070.0,14902.0,1357.0,750.0,143400.0,28.0,225000.0,,5813.0,14711.0,2600.0,568.0,211500.0,2185.0,3545.0,99.0,100.0,90.0,5310.0,1358.0,95272.0,3434.0,422.0,1789753.0,18726.0,330000.0,22503.0,61.0,94600.0,1804655.0
2013,,2337.0,164.0,387.0,33700.0,41817.0,68013.0,84800.0,10293.0,432400.0,66259.0,6105.0,900.0,1563.0,60969.0,5757.0,763.0,25428.0,475.0,80423.0,125.0,24726.0,46460.0,1208780.0,14718.0,1318.0,800.0,145800.0,21.0,212400.0,,5757.0,12094.0,3300.0,568.0,217700.0,2250.0,3075.0,89.0,100.0,90.0,5389.0,1339.0,116818.0,4319.0,435.0,1924457.0,20588.0,340230.0,22185.0,61.0,96300.0,1939175.0
2014,,2201.0,156.0,389.0,33500.0,53893.0,40324.0,83600.0,10572.0,445105.0,63780.0,7935.0,915.0,1504.0,61376.0,5716.0,1421.0,28840.0,675.0,85401.0,144.0,25068.0,45480.0,1207310.0,15200.0,1294.0,795.0,154400.0,27.0,226800.0,,5716.0,11923.0,1800.0,474.0,228360.0,2315.0,3299.0,89.0,100.0,222.0,5467.0,1358.0,119388.0,3874.0,440.0,2095570.0,21394.0,338032.0,24751.0,62.0,98600.0,2110770.0
