,India,Ukraine,Kenya,Melanesia,Croatia,Serbia,Israel,Armenia,Tunisia,Iran (Islamic Republic of),United Kingdom,Uzbekistan,Pakistan,"China, mainland",Greece,Afghanistan,Zimbabwe,Australia,Belgium,Papua New Guinea,South Africa,Spain,Norway,Bulgaria,Australia & New Zealand,United States of America,Bangladesh,Slovenia,Kyrgyzstan,Costa Rica,Georgia,Germany,Austria,Morocco,Poland,Sweden,Switzerland,Mexico,USSR,Romania,Ecuador,Egypt,Bosnia and Herzegovina,China,Ireland,Malta,Latvia,Yugoslav SFR,Slovakia,Czechia,Azerbaijan,Montenegro,Kazakhstan,Estonia,Réunion,Viet Nam,Lithuania,Finland,Netherlands,Russian Federation,Turkey,New Zealand,Italy,Belgium-Luxembourg
2003,57189.0,33333.0,30406.0,51659.0,20350.0,-1.0,30000.0,25176.0,62110.0,78454.0,67273.0,100000.0,49415.0,100000.0,33387.0,87509.0,39896.0,30000.0,-1.0,51659.0,54000.0,73718.0,-1.0,14047.0,61426.0,70523.0,30864.0,41154.0,29375.0,200000.0,16250.0,-1.0,75000.0,59101.0,73000.0,11515.0,32000.0,138156.0,-1.0,85000.0,18000.0,63663.0,47263.0,100000.0,35272.0,52605.0,18367.0,-1.0,69844.0,28223.0,55000.0,-1.0,27697.0,8265.0,46644.0,90909.0,8000.0,25000.0,44067.0,40000.0,75768.0,117203.0,82727.0,-1.0
2004,58264.0,20000.0,30003.0,52000.0,20461.0,-1.0,30129.0,23435.0,64633.0,82811.0,67273.0,100000.0,54895.0,105000.0,33378.0,85617.0,40091.0,30769.0,-1.0,52000.0,57443.0,73271.0,-1.0,13755.0,57895.0,82281.0,32949.0,51071.0,37500.0,200000.0,18182.0,-1.0,76923.0,60658.0,70000.0,11616.0,35185.0,124752.0,-1.0,55000.0,17411.0,64665.0,49031.0,105000.0,34878.0,50085.0,8093.0,-1.0,79772.0,26233.0,45000.0,-1.0,28149.0,17489.0,45305.0,94615.0,7500.0,15663.0,44635.0,44000.0,70492.0,116667.0,82184.0,-1.0
2005,59677.0,61200.0,29364.0,51785.0,20573.0,-1.0,30135.0,45455.0,67192.0,86866.0,63339.0,100000.0,50344.0,114286.0,33362.0,85000.0,40289.0,31250.0,15358.0,51785.0,58267.0,70000.0,-1.0,13513.0,54724.0,81628.0,32949.0,41034.0,31250.0,200000.0,18200.0,24573.0,71701.0,62146.0,72727.0,12000.0,34333.0,132385.0,-1.0,71771.0,18040.0,67089.0,50000.0,114286.0,34480.0,47566.0,26364.0,-1.0,83480.0,24359.0,32500.0,-1.0,28597.0,5561.0,44313.0,95936.0,10000.0,12911.0,45958.0,39130.0,77904.0,117010.0,93409.0,-1.0
2006,61107.0,30000.0,30310.0,53659.0,20684.0,42857.0,30136.0,61538.0,69781.0,89889.0,82800.0,100000.0,51350.0,118571.0,34286.0,85000.0,40000.0,31579.0,15360.0,53659.0,59081.0,72889.0,28143.0,13270.0,52537.0,67894.0,54162.0,28966.0,40000.0,200000.0,15000.0,24573.0,70469.0,63652.0,75886.0,13242.0,39178.0,139472.0,-1.0,75382.0,18000.0,68520.0,52677.0,118571.0,34076.0,45046.0,25000.0,-1.0,84408.0,24268.0,35000.0,55556.0,29097.0,1977.0,43287.0,97778.0,10000.0,9881.0,46604.0,41818.0,76269.0,117022.0,81325.0,-1.0
2007,74201.0,30000.0,30165.0,49758.0,20797.0,47143.0,30165.0,58250.0,72398.0,92911.0,90000.0,105333.0,45440.0,120000.0,32836.0,85929.0,40849.0,36086.0,15363.0,49758.0,58909.0,72514.0,22188.0,12000.0,57107.0,103339.0,77651.0,40000.0,38750.0,200000.0,15714.0,37375.0,72902.0,65187.0,55084.0,14484.0,36931.0,136348.0,-1.0,73287.0,18176.0,69952.0,54557.0,120000.0,33666.0,46818.0,21314.0,-1.0,84883.0,23158.0,37500.0,55556.0,29516.0,983.0,42222.0,96429.0,8333.0,3719.0,47249.0,42727.0,88345.0,117085.0,95946.0,-1.0
2008,64326.0,36000.0,30029.0,51220.0,20909.0,42857.0,30182.0,74944.0,75040.0,95933.0,85484.0,110000.0,47276.0,112500.0,32490.0,85455.0,41077.0,35556.0,15366.0,51220.0,60833.0,70968.0,13846.0,12717.0,54661.0,75624.0,66573.0,34667.0,40000.0,163636.0,15000.0,23289.0,73800.0,66748.0,71952.0,16550.0,34622.0,183316.0,-1.0,73359.0,19502.0,71393.0,56471.0,112500.0,33239.0,41170.0,20549.0,-1.0,90000.0,22223.0,32000.0,55556.0,29931.0,3495.0,41121.0,97857.0,10000.0,3534.0,47894.0,44444.0,85039.0,116071.0,94783.0,-1.0
2009,64595.0,20000.0,29882.0,50485.0,21022.0,42857.0,30203.0,67850.0,77702.0,98955.0,91045.0,120000.0,45483.0,109524.0,32137.0,85000.0,41302.0,36341.0,15369.0,50485.0,60786.0,70423.0,16610.0,12888.0,56967.0,81901.0,72113.0,32424.0,43750.0,177442.0,16000.0,17920.0,76122.0,68331.0,65286.0,18255.0,41071.0,173959.0,-1.0,73432.0,19622.0,72839.0,58449.0,109524.0,32769.0,40000.0,20837.0,-1.0,86667.0,21545.0,27630.0,55556.0,37500.0,4289.0,39988.0,97183.0,7345.0,5421.0,48561.0,47500.0,85302.0,117537.0,92000.0,-1.0
2010,65840.0,22500.0,29711.0,50962.0,20000.0,42857.0,30240.0,48272.0,80382.0,101978.0,92248.0,130000.0,46150.0,107801.0,31790.0,78574.0,41524.0,40000.0,15565.0,50962.0,72318.0,70000.0,28222.0,13162.0,78161.0,81347.0,68393.0,35833.0,40000.0,176512.0,16112.0,24607.0,75600.0,69933.0,42415.0,19733.0,29523.0,96305.0,-1.0,73505.0,19519.0,74291.0,63636.0,107801.0,32180.0,40000.0,20923.0,-1.0,75629.0,18462.0,25554.0,55556.0,33333.0,4568.0,38827.0,97534.0,6550.0,4353.0,49299.0,42500.0,90970.0,117385.0,95564.0,-1.0
2011,67029.0,33333.0,29504.0,50725.0,21869.0,42857.0,30304.0,55116.0,83077.0,105000.0,83515.0,100000.0,46873.0,110929.0,31462.0,73002.0,41744.0,36458.0,15586.0,50725.0,84496.0,69231.0,17556.0,13038.0,57991.0,81595.0,55996.0,42143.0,45000.0,174360.0,16096.0,21408.0,66406.0,71548.0,53704.0,21818.0,26717.0,126411.0,-1.0,73578.0,19416.0,75746.0,62382.0,110929.0,31285.0,33938.0,21010.0,-1.0,69445.0,21176.0,25432.0,55556.0,30000.0,3653.0,37643.0,98537.0,5500.0,7857.0,50043.0,45000.0,93661.0,117291.0,99605.0,-1.0
2012,67675.0,68000.0,29070.0,50714.0,23333.0,42857.0,30182.0,60151.0,94737.0,108022.0,84741.0,83574.0,47982.0,111085.0,30303.0,65789.0,45000.0,36111.0,15625.0,50714.0,80800.0,69231.0,26585.0,12915.0,53926.0,81779.0,54119.0,47059.0,46250.0,150000.0,16090.0,25608.0,71894.0,80000.0,52803.0,18824.0,24729.0,122398.0,-1.0,73650.0,19312.0,76923.0,63636.0,111085.0,28947.0,23000.0,21097.0,-1.0,60000.0,22388.0,23211.0,55556.0,25000.0,2195.0,31667.0,102069.0,4500.0,6455.0,56452.0,34000.0,96725.0,115830.0,97724.0,-1.0
2013,69610.0,60000.0,28571.0,50701.0,25000.0,42857.0,31034.0,55747.0,85720.0,111044.0,88221.0,76404.0,45588.0,111349.0,30303.0,65789.0,45000.0,37647.0,15385.0,50701.0,84280.0,69231.0,21892.0,12791.0,54399.0,82169.0,63526.0,45000.0,50000.0,170587.0,16068.0,27395.0,67642.0,74872.0,57276.0,18601.0,22732.0,108483.0,-1.0,73723.0,19209.0,78702.0,63636.0,111349.0,27482.0,15605.0,21183.0,-1.0,60000.0,21448.0,21619.0,55556.0,30000.0,3414.0,35083.0,100391.0,5000.0,5243.0,50709.0,36000.0,352886.0,117623.0,99674.0,-1.0
2014,71479.0,30000.0,28500.0,50754.0,22866.0,42857.0,30754.0,49848.0,86019.0,114066.0,90425.0,66598.0,46593.0,111658.0,30764.0,60826.0,42904.0,35966.0,12670.0,50754.0,85909.0,69231.0,22619.0,12668.0,48655.0,82559.0,65144.0,28350.0,50000.0,171144.0,16046.0,30900.0,61958.0,73625.0,49842.0,17725.0,21797.0,122543.0,-1.0,73796.0,19106.0,80511.0,70000.0,111658.0,29865.0,22701.0,21270.0,-1.0,62239.0,19544.0,19874.0,55556.0,29964.0,3628.0,38110.0,98072.0,4583.0,5532.0,51206.0,45000.0,302740.0,118012.0,100944.0,-1.0
