,Kenya,Bolivia (Plurinational State of),Peru,"China, Taiwan Province of",Mozambique,Croatia,Burkina Faso,Israel,Malta,Philippines,South Sudan,Brazil,Lao People's Democratic Republic,Australia & New Zealand,Cook Islands,Ethiopia,Yugoslav SFR,Pakistan,United States of America,Greece,Thailand,Zimbabwe,Sudan,Iraq,Republic of Korea,Venezuela (Bolivarian Republic of),Cyprus,Guadeloupe,South Africa,Japan,New Zealand,Yemen,Portugal,Bahamas,Bangladesh,Iran (Islamic Republic of),French Polynesia,Algeria,Kuwait,Nepal,French Guiana,Argentina,Haiti,Paraguay,Georgia,Cuba,El Salvador,Morocco,Ethiopia PDR,Congo,Lebanon,Mexico,Uruguay,Ecuador,Spain,Jordan,Bosnia and Herzegovina,Réunion,China,Tunisia,Colombia,Libya,Albania,Jamaica,Uzbekistan,Occupied Palestinian Territory,Azerbaijan,Montenegro,Chile,Syrian Arab Republic,Australia,France,Egypt,Polynesia,"China, mainland",Sudan (former),Mali,Swaziland,Italy,Turkey
1994,400.0,4310.0,4999.0,18442.0,106.0,300.0,29.0,8870.0,-1.0,7686.0,-1.0,51458.0,2789.0,4934.0,0.0,1547.0,-1.0,49600.0,19380.0,6100.0,36940.0,1328.0,-1,3078.0,22233.0,5700.0,1700.0,37.0,2224.0,72500.0,914.0,1319.0,4300.0,-1.0,289.0,39081.0,5.0,12350.0,-1,9450.0,40.0,44003.0,1716.0,5132.0,11000.0,1967.0,320.0,17500.0,-1.0,-1.0,1010.0,18985.0,3703.0,3220.0,77022.0,2459.0,-1.0,188.0,783442.0,4618.0,-1.0,650.0,-1.0,1400.0,50.0,723.0,1100.0,-1.0,817.0,1200.0,4020.0,1967.0,22780.0,5.0,765000.0,260.0,-1,-1.0,31200.0,25133.0
1995,400.0,4483.0,4652.0,15327.0,132.0,500.0,29.0,8937.0,-1.0,7675.0,-1.0,50319.0,2500.0,5220.0,0.0,1573.0,-1.0,50300.0,21650.0,5900.0,36486.0,1220.0,-1,3108.0,24348.0,6600.0,1800.0,15.0,3000.0,70500.0,970.0,1612.0,3555.0,-1.0,320.0,40150.0,4.0,12720.0,-1,8300.0,60.0,40037.0,1706.0,4380.0,12000.0,1884.0,327.0,21700.0,-1.0,-1.0,1050.0,18700.0,3224.0,2630.0,79442.0,2767.0,-1.0,188.0,838327.0,4873.0,-1.0,750.0,-1.0,1600.0,58.0,1416.0,1100.0,-1.0,970.0,1200.0,4250.0,2168.0,29036.0,4.0,823000.0,265.0,-1,-1.0,31640.0,26084.0
1996,400.0,4698.0,5634.0,15020.0,115.0,800.0,30.0,9337.0,-1.0,8692.0,-1.0,51237.0,2297.0,5297.0,0.0,1578.0,-1.0,50500.0,23430.0,5970.0,35000.0,1270.0,-1,2944.0,25423.0,7500.0,1800.0,40.0,3700.0,68300.0,867.0,1877.0,3775.0,-1.0,405.0,40361.0,3.0,11690.0,-1,9200.0,105.0,36861.0,1694.0,4419.0,11500.0,2037.0,332.0,17860.0,-1.0,550.0,1434.0,19091.0,4550.0,2146.0,82800.0,2627.0,-1.0,188.0,888520.0,4478.0,-1.0,900.0,-1.0,1500.0,55.0,732.0,900.0,-1.0,1124.0,1300.0,4430.0,2233.0,28776.0,3.0,873500.0,300.0,-1,-1.0,33647.0,25350.0
1997,450.0,5080.0,5747.0,14825.0,108.0,800.0,30.0,9500.0,-1.0,9248.0,-1.0,53989.0,2600.0,4850.0,0.0,1591.0,-1.0,51000.0,23430.0,5920.0,36007.0,1212.0,-1,2851.0,25731.0,13500.0,1600.0,20.0,4000.0,62000.0,650.0,1989.0,3855.0,-1.0,405.0,40714.0,2.0,12400.0,-1,10000.0,105.0,34829.0,1698.0,4650.0,10400.0,2013.0,297.0,22300.0,-1.0,555.0,1694.0,19058.0,5300.0,2285.0,102122.0,2615.0,-1.0,300.0,898425.0,4900.0,-1.0,900.0,-1.0,1580.0,50.0,646.0,1100.0,-1.0,1278.0,1400.0,4200.0,2215.0,30045.0,2.0,883600.0,350.0,-1,40.0,32373.0,25400.0
1998,500.0,5265.0,6705.0,14733.0,102.0,1000.0,30.0,11159.0,9.0,9099.0,-1.0,56537.0,2700.0,4170.0,0.0,1601.0,-1.0,51200.0,24240.0,5920.0,35500.0,1300.0,-1,3100.0,25800.0,16500.0,1630.0,15.0,4200.0,60600.0,650.0,2067.0,3884.0,-1.0,405.0,43445.0,1.0,11500.0,-1,10600.0,80.0,40594.0,1699.0,4600.0,13600.0,2204.0,342.0,22700.0,-1.0,554.0,1900.0,24273.0,5700.0,1184.0,102000.0,2620.0,-1.0,420.0,934733.0,4903.0,-1.0,940.0,-1.0,1544.0,60.0,644.0,460.0,-1.0,1432.0,1300.0,3520.0,2316.0,32866.0,1.0,920000.0,450.0,-1,50.0,34636.0,26200.0
1999,500.0,5380.0,7414.0,13589.0,96.0,800.0,30.0,7987.0,12.0,9062.0,-1.0,57720.0,2775.0,5009.0,0.0,1625.0,-1.0,51400.0,24080.0,6300.0,41348.0,1314.0,-1,2917.0,26308.0,16300.0,1630.0,7.0,5200.0,59700.0,650.0,2160.0,3969.0,-1.0,405.0,42023.0,1.0,11340.0,-1,11300.0,80.0,30050.0,1684.0,3620.0,13800.0,2256.0,349.0,23500.0,-1.0,558.0,2000.0,23647.0,5600.0,10710.0,108316.0,2610.0,-1.0,312.0,913589.0,4663.0,2500.0,950.0,-1.0,1520.0,70.0,532.0,1100.0,-1.0,1586.0,1500.0,4359.0,2402.0,34000.0,1.0,900000.0,500.0,-1,40.0,34470.0,26730.0
2000,550.0,5400.0,7375.0,12961.0,80.0,800.0,30.0,7505.0,5.0,9135.0,-1.0,61513.0,2800.0,5032.0,0.0,1626.0,-1.0,51700.0,16430.0,6400.0,48326.0,1500.0,-1,3000.0,26821.0,11223.0,1630.0,17.0,4800.0,58400.0,400.0,2335.0,4655.0,-1.0,405.0,42436.0,1.0,11370.0,-1,11650.0,79.0,30900.0,1700.0,3211.0,9000.0,2032.0,350.0,24000.0,-1.0,572.0,2200.0,25606.0,4500.0,12917.0,110487.0,2694.0,-1.0,184.0,904961.0,4593.0,2989.0,960.0,-1.0,1513.0,100.0,497.0,800.0,-1.0,1740.0,1500.0,4632.0,1871.0,35000.0,1.0,892000.0,580.0,-1,65.0,34704.0,27900.0
2001,680.0,5420.0,6831.0,12272.0,83.0,800.0,31.0,4750.0,9.0,9150.0,-1.0,63328.0,2700.0,5194.0,0.0,1690.0,-1.0,50500.0,22703.0,6800.0,49256.0,1452.0,-1,2250.0,26655.0,11213.0,1610.0,16.0,5200.0,56300.0,1094.0,2674.0,4661.0,-1.0,405.0,42644.0,1.0,12200.0,-1,12050.0,79.0,31187.0,1600.0,3267.0,12000.0,1809.0,354.0,24000.0,-1.0,500.0,2250.0,27077.0,6400.0,9459.0,114347.0,2694.0,-1.0,235.0,942272.0,5167.0,2497.0,968.0,-1.0,1476.0,100.0,459.0,900.0,-1.0,1893.0,1600.0,4100.0,1927.0,35840.0,1.0,930000.0,620.0,-1,80.0,35108.0,28600.0
2002,720.0,5426.0,6627.0,11739.0,55.0,600.0,31.0,4800.0,6.0,9114.0,-1.0,64609.0,2800.0,5108.0,0.0,1700.0,-1.0,47200.0,21327.0,6500.0,50516.0,1485.0,-1,2250.0,26248.0,12352.0,1660.0,16.0,4170.0,55000.0,1077.0,2759.0,4671.0,-1.0,405.0,43000.0,1.0,12300.0,-1,12600.0,81.0,35000.0,1633.0,3280.0,8000.0,2367.0,355.0,24800.0,-1.0,461.0,2400.0,29035.0,6331.0,9139.0,118742.0,2718.0,-1.0,235.0,999739.0,5217.0,2877.0,970.0,-1.0,1551.0,100.0,384.0,960.0,-1.0,2047.0,1500.0,4031.0,1865.0,36361.0,1.0,988000.0,750.0,-1,105.0,33752.0,29000.0
2003,850.0,3484.0,7730.0,11479.0,80.0,400.0,31.0,4600.0,6.0,9102.0,-1.0,64999.0,2797.0,5936.0,0.0,1750.0,-1.0,45900.0,14812.0,6600.0,52532.0,1600.0,-1,2250.0,24595.0,7559.0,691.0,16.0,4349.0,53800.0,950.0,2360.0,4717.0,-1.0,405.0,42423.0,1.0,11160.0,-1,10300.0,80.0,32000.0,1615.0,2598.0,12000.0,2785.0,332.0,26200.0,-1.0,550.0,2195.0,29948.0,6500.0,9426.0,118639.0,2063.0,-1.0,170.0,1066479.0,4100.0,3211.0,999.0,-1.0,1474.0,100.0,273.0,980.0,-1.0,2211.0,1400.0,4986.0,1860.0,37481.0,1.0,1055000.0,800.0,-1,120.0,31842.0,31303.0
2004,850.0,3578.0,8613.0,11135.0,80.0,600.0,30.0,4900.0,5.0,8917.0,-1.0,62903.0,3013.0,5987.0,0.0,1880.0,-1.0,47800.0,14650.0,6845.0,54563.0,1531.0,-1,1200.0,22107.0,9591.0,844.0,15.0,4344.0,52300.0,950.0,924.0,4574.0,-1.0,405.0,43969.0,1.0,11396.0,-1,8146.0,80.0,30000.0,1750.0,2979.0,9000.0,2070.0,342.0,27600.0,-1.0,544.0,1900.0,29628.0,6500.0,4852.0,118356.0,2109.0,230.0,160.0,1141135.0,3300.0,4627.0,1102.0,75.0,1417.0,100.0,278.0,1000.0,-1.0,2423.0,1200.0,5037.0,1545.0,37898.0,1.0,1130000.0,920.0,-1,155.0,32414.0,30300.0
2005,1000.0,3691.0,8503.0,11003.0,80.0,300.0,30.0,5150.0,5.0,8858.0,-1.0,61000.0,3000.0,5018.0,0.0,1968.0,-1.0,50000.0,15095.0,6909.0,58832.0,1545.0,-1,1200.0,21504.0,9760.0,794.0,15.0,5120.0,51500.0,680.0,1063.0,4552.0,-1.0,405.0,44633.0,1.0,11043.0,-1,8627.0,80.0,26810.0,2400.0,3000.0,25000.0,1863.0,370.0,28000.0,-1.0,570.0,1800.0,29084.0,6600.0,6769.0,121044.0,2096.0,234.0,157.0,1211003.0,4100.0,5436.0,968.0,100.0,1200.0,100.0,245.0,1000.0,-1.0,2590.0,1100.0,4338.0,1544.0,38320.0,1.0,1200000.0,1550.0,-1,155.0,32208.0,30800.0
2006,1080.0,3793.0,9126.0,10847.0,85.0,1600.0,33.0,5295.0,4.0,9646.0,-1.0,60850.0,3300.0,5242.0,0.0,2058.0,-1.0,49991.0,14285.0,6915.0,57953.0,1556.0,-1,3000.0,21382.0,8982.0,778.0,15.0,5000.0,50300.0,742.0,1384.0,4219.0,-1.0,440.0,40000.0,1.0,11618.0,-1,9177.0,81.0,31000.0,2550.0,3000.0,10000.0,1797.0,392.0,29500.0,-1.0,550.0,1765.0,28731.0,5902.0,6000.0,121292.0,2075.0,220.0,148.0,1260847.0,4300.0,5816.0,974.0,98.0,1000.0,150.0,275.0,800.0,-1.0,2590.0,1100.0,4500.0,1564.0,37750.0,1.0,1250000.0,1680.0,-1,159.0,36000.0,31520.0
2007,1200.0,3910.0,9629.0,10399.0,90.0,1700.0,35.0,5320.0,6.0,9621.0,-1.0,59637.0,3500.0,5430.0,0.0,2159.0,-1.0,50235.0,14893.0,6986.0,49896.0,1565.0,-1,3000.0,21476.0,6654.0,740.0,13.0,5100.0,49400.0,780.0,1426.0,4500.0,-1.0,413.0,38000.0,1.0,11803.0,-1,9641.0,84.0,32000.0,3000.0,1341.0,22000.0,1343.0,442.0,29000.0,-1.0,570.0,1713.0,32620.0,6521.0,6500.0,121727.0,1948.0,100.0,142.0,1360399.0,4200.0,4962.0,970.0,82.0,1000.0,100.0,286.0,1100.0,-1.0,2589.0,1100.0,4650.0,1575.0,38270.0,1.0,1350000.0,1340.0,-1,161.0,36124.0,29790.0
2008,1250.0,3960.0,9899.0,10432.0,95.0,1800.0,35.0,5340.0,6.0,9583.0,-1.0,53892.0,4000.0,4990.0,0.0,2274.0,-1.0,51844.0,16390.0,6900.0,43872.0,1572.0,-1,3000.0,21229.0,6358.0,680.0,13.0,5109.0,48300.0,790.0,1462.0,4500.0,-1.0,912.0,35000.0,1.0,11832.0,-1,12573.0,81.0,34000.0,3116.0,1824.0,12000.0,902.0,482.0,27000.0,-1.0,579.0,1710.0,35270.0,6424.0,5500.0,119875.0,1936.0,1.0,141.0,1306432.0,4400.0,4557.0,970.0,120.0,1000.0,100.0,291.0,700.0,-1.0,2826.0,1300.0,4200.0,2143.0,39724.0,1.0,1296000.0,1470.0,-1,162.0,38000.0,29920.0
2009,1250.0,16118.0,10241.0,10013.0,99.0,1291.0,36.0,5300.0,5.0,9444.0,-1.0,54814.0,4400.0,4799.0,0.0,2382.0,-1.0,51984.0,17887.0,6816.0,37122.0,1579.0,-1,3000.0,21396.0,6500.0,790.0,12.0,5115.0,47000.0,799.0,1486.0,2300.0,-1.0,996.0,24000.0,1.0,11828.0,-1,14445.0,81.0,33000.0,3183.0,1900.0,22000.0,2474.0,490.0,23287.0,-1.0,581.0,1575.0,34668.0,5165.0,6500.0,119154.0,1937.0,3.0,140.0,1375013.0,5400.0,7783.0,977.0,160.0,848.0,100.0,205.0,865.0,100.0,2990.0,1340.0,4000.0,2036.0,40238.0,1.0,1365000.0,1500.0,-1,161.0,38640.0,30770.0
2010,1340.0,14844.0,10533.0,9494.0,110.0,1817.0,36.0,6735.0,6.0,9289.0,-1.0,57513.0,4600.0,4877.0,0.0,2600.0,-1.0,51584.0,18535.0,6500.0,23750.0,1586.0,-1,709.0,21143.0,6832.0,595.0,11.0,5233.0,46100.0,777.0,1501.0,2300.0,38.0,806.0,11255.0,1.0,11779.0,-1,14600.0,81.0,34930.0,3320.0,1841.0,13200.0,3149.0,700.0,47537.0,-1.0,610.0,1712.0,34871.0,6645.0,6203.0,120256.0,1949.0,5.0,137.0,1409494.0,4514.0,8244.0,971.0,271.0,800.0,100.0,180.0,862.0,200.0,3629.0,1300.0,4100.0,1898.0,39826.0,1.0,1400000.0,1550.0,-1,160.0,36363.0,31627.0
2011,961.0,15079.0,11214.0,9323.0,106.0,1785.0,37.0,6121.0,6.0,9107.0,-1.0,53244.0,4800.0,4984.0,0.0,2574.0,-1.0,50570.0,19546.0,7000.0,17112.0,1594.0,-1,519.0,21424.0,7162.0,655.0,10.0,5624.0,45300.0,784.0,1490.0,2300.0,40.0,853.0,14654.0,1.0,11894.0,-1,14913.0,80.0,35568.0,3460.0,1841.0,14301.0,2474.0,1029.0,50017.0,-1.0,599.0,1763.0,31229.0,5431.0,6353.0,120212.0,1949.0,5.0,110.0,1509323.0,5800.0,11338.0,968.0,267.0,791.0,110.0,137.0,897.0,200.0,3629.0,1400.0,4200.0,1898.0,41259.0,1.0,1500000.0,1677.0,-1,164.0,37443.0,32300.0
2012,844.0,16720.0,11691.0,9084.0,115.0,1745.0,39.0,9370.0,5.0,9111.0,1700.0,51841.0,4500.0,4691.0,0.0,2700.0,-1.0,50434.0,22136.0,7392.0,15087.0,1600.0,-1,548.0,21362.0,7147.0,687.0,13.0,5539.0,44600.0,691.0,1480.0,2296.0,40.0,348.0,15500.0,1.0,12282.0,-1,15304.0,80.0,32691.0,3452.0,1958.0,18785.0,2006.0,625.0,53297.0,-1.0,610.0,1699.0,33137.0,5385.0,6055.0,115927.0,1950.0,5.0,95.0,1519084.0,5800.0,8670.0,969.0,273.0,830.0,116.0,117.0,1118.0,200.0,3629.0,1460.0,4000.0,1871.0,42060.0,1.0,1510000.0,-1.0,-1,165.0,35515.0,32763.0
2013,1200.0,16100.0,12545.0,9299.0,110.0,2137.0,40.0,9777.0,5.0,9009.0,1750.0,50672.0,4000.0,4803.0,0.0,2700.0,-1.0,50436.0,22136.0,6900.0,13801.0,1600.0,-1,736.0,21334.0,8489.0,537.0,8.0,5590.0,43700.0,703.0,1496.0,2233.0,41.0,416.0,15800.0,1.0,12656.0,-1,15276.0,80.0,30000.0,4189.0,1958.0,28895.0,807.0,305.0,55206.0,-1.0,615.0,1691.0,35717.0,6113.0,6082.0,114076.0,1576.0,5.0,86.0,1595299.0,5000.0,9239.0,970.0,359.0,804.0,100.0,81.0,1138.0,200.0,3629.0,1480.0,4100.0,2152.0,44553.0,1.0,1586000.0,-1.0,-1,166.0,35868.0,38692.0
2014,1217.0,17583.0,13198.0,9074.0,110.0,1737.0,40.0,8037.0,5.0,8982.0,1800.0,49861.0,4258.0,5237.0,0.0,2776.0,-1.0,50354.0,23674.0,8130.0,13073.0,1634.0,-1,822.0,21338.0,7787.0,562.0,7.0,5651.0,42900.0,737.0,1494.0,2288.0,42.0,732.0,16119.0,1.0,12258.0,-1,16528.0,79.0,32082.0,4205.0,1950.0,19790.0,764.0,538.0,57201.0,-1.0,650.0,1688.0,33656.0,5984.0,6110.0,113292.0,1576.0,6.0,78.0,1567074.0,5000.0,8764.0,970.0,491.0,750.0,100.0,55.0,1141.0,200.0,3996.0,1355.0,4500.0,2130.0,44470.0,1.0,1558000.0,-1.0,-1,184.0,35514.0,41745.0
