,Philippines,Panama,Madagascar,Togo,United Republic of Tanzania,Burundi,Thailand,Costa Rica,Senegal,Solomon Islands,Papua New Guinea,Suriname,Benin,Equatorial Guinea,Brazil,Paraguay,Honduras,Colombia,Central African Republic,Gabon,Ecuador,Indonesia,Angola,Venezuela (Bolivarian Republic of),Sao Tome and Principe,Malaysia,Mexico,Melanesia,Nicaragua,Democratic Republic of the Congo,Nigeria,Congo,Dominican Republic,Peru,Gambia,Ghana,Guinea,Guatemala,"China, mainland",Sierra Leone,Guinea-Bissau,Côte d'Ivoire,Cameroon,China,Liberia
1961,66667.0,,,80000.0,81818.0,75000.0,57895.0,143333.0,100000.0,181818.0,,,100000.0,100000.0,100000.0,84810.0,80979.0,150000.0,89286.0,56250.0,59643.0,133571.0,95455.0,,97701.0,115468.0,130285.0,181818.0,,68996.0,25000.0,111000.0,,,100000.0,83333.0,26667.0,,,80645.0,76923.0,58139.0,137667.0,,100000.0
1962,66667.0,,,77333.0,95000.0,75000.0,57895.0,139474.0,100000.0,181818.0,,,100000.0,102083.0,108696.0,85185.0,84289.0,154545.0,89286.0,56250.0,61000.0,127857.0,95455.0,,97977.0,123443.0,131573.0,181818.0,,69005.0,25000.0,115000.0,,,100000.0,83333.0,26667.0,,,80645.0,82051.0,67205.0,142143.0,,100000.0
1963,66667.0,,,83333.0,85714.0,75000.0,57895.0,141538.0,100000.0,181818.0,,,100000.0,102000.0,112500.0,85185.0,87689.0,152000.0,89286.0,60000.0,61000.0,119333.0,95238.0,,96000.0,134901.0,119114.0,181818.0,,68986.0,25000.0,119167.0,,,100000.0,83333.0,26667.0,,,80645.0,84615.0,67462.0,153143.0,,100000.0
1964,66667.0,,,83333.0,85714.0,75000.0,57895.0,136923.0,100000.0,181818.0,,,100000.0,101667.0,110345.0,85047.0,98219.0,155556.0,89286.0,49524.0,60625.0,116500.0,95455.0,,93333.0,122306.0,122808.0,181818.0,,68989.0,25000.0,124444.0,,,100000.0,58824.0,26667.0,,,80645.0,76923.0,72742.0,157838.0,,100000.0
1965,66667.0,,,83333.0,83333.0,75000.0,57895.0,141538.0,100000.0,181818.0,,,100000.0,101667.0,105000.0,86923.0,113849.0,153333.0,89286.0,70909.0,59737.0,111875.0,94444.0,,94667.0,134237.0,123681.0,181818.0,,69021.0,25000.0,123077.0,,,100000.0,61867.0,26667.0,,,80645.0,76923.0,73178.0,150000.0,,100000.0
1966,66667.0,,,83333.0,83333.0,75000.0,57895.0,141304.0,100000.0,181818.0,,,100000.0,93333.0,105769.0,84242.0,113785.0,151515.0,88889.0,68571.0,60588.0,112235.0,94737.0,,94667.0,140801.0,123981.0,181818.0,,69034.0,25000.0,122000.0,,,100000.0,61798.0,26667.0,,,80645.0,76923.0,70756.0,156061.0,,100000.0
1967,66667.0,,,83333.0,83333.0,75000.0,57895.0,141791.0,100000.0,181818.0,,,100000.0,95000.0,106522.0,85185.0,113784.0,151786.0,88889.0,71429.0,59524.0,109765.0,95000.0,,99254.0,143822.0,124277.0,181818.0,,69006.0,25000.0,134000.0,,,100000.0,66007.0,26667.0,,,80645.0,84615.0,76050.0,154222.0,,100000.0
1968,66667.0,,,83333.0,83333.0,88889.0,57895.0,141667.0,100000.0,181818.0,,,100000.0,100000.0,104082.0,84375.0,113785.0,146000.0,88889.0,82857.0,60000.0,111111.0,95000.0,,99091.0,142785.0,122843.0,181818.0,85714.0,69000.0,25000.0,152000.0,,,100000.0,60000.0,26667.0,,,80645.0,75000.0,78026.0,151702.0,,100000.0
1969,66667.0,,,83333.0,83333.0,90909.0,57895.0,141509.0,100000.0,181818.0,,,100000.0,100000.0,105455.0,85235.0,113783.0,150000.0,92308.0,68571.0,60606.0,133333.0,95652.0,,93818.0,140431.0,106310.0,181818.0,85714.0,68792.0,25000.0,141818.0,,,100000.0,60000.0,26667.0,,,80645.0,80000.0,83007.0,149535.0,,100000.0
1970,70000.0,,,83333.0,83333.0,96667.0,57895.0,141304.0,100000.0,181818.0,,,100000.0,100000.0,104545.0,85246.0,113783.0,152174.0,92308.0,62857.0,60000.0,130000.0,95238.0,,90000.0,143763.0,106157.0,181818.0,85714.0,68807.0,25000.0,141818.0,,89677.0,100000.0,62759.0,26667.0,,,80645.0,73684.0,106766.0,150811.0,,100000.0
1971,68571.0,,,83871.0,100000.0,99167.0,57895.0,140000.0,100000.0,178571.0,166667.0,,100000.0,100000.0,104000.0,85000.0,98215.0,144928.0,92308.0,68571.0,60000.0,157895.0,95238.0,,91111.0,157717.0,136497.0,170455.0,85714.0,68423.0,25000.0,141818.0,,34336.0,100000.0,62759.0,26667.0,,,80645.0,84211.0,107595.0,150000.0,,100000.0
1972,70370.0,,,85161.0,100000.0,97273.0,57895.0,140000.0,100000.0,178571.0,166667.0,,100000.0,100000.0,100000.0,84848.0,97856.0,153333.0,94118.0,68571.0,60606.0,160000.0,95238.0,,86250.0,145555.0,86072.0,167683.0,85714.0,67380.0,25000.0,141818.0,,30000.0,100000.0,62754.0,26667.0,,,80645.0,82353.0,133291.0,152000.0,,100000.0
1973,69231.0,,86000.0,85161.0,95000.0,93077.0,58333.0,141772.0,100000.0,178571.0,166667.0,,100000.0,101613.0,103448.0,85185.0,82781.0,148121.0,94118.0,68571.0,61481.0,175000.0,95238.0,,94681.0,139059.0,97225.0,167197.0,85714.0,66708.0,25000.0,132585.0,,30000.0,100000.0,62761.0,26667.0,,,80645.0,70588.0,114363.0,153611.0,,100000.0
1974,69231.0,,102889.0,85443.0,95000.0,97000.0,58333.0,139241.0,100000.0,185185.0,166667.0,11498.0,100000.0,103226.0,103226.0,85128.0,84799.0,155055.0,94118.0,71429.0,64286.0,181818.0,95238.0,,88889.0,151031.0,98873.0,168196.0,85714.0,66469.0,25000.0,130000.0,,30000.0,100000.0,62731.0,26667.0,,,80645.0,83333.0,137625.0,155135.0,,100000.0
1975,70370.0,,103846.0,83544.0,100000.0,96667.0,58235.0,139241.0,100000.0,171429.0,153846.0,19605.0,100000.0,101613.0,106061.0,84783.0,65183.0,164331.0,90909.0,60000.0,64076.0,161972.0,95238.0,,80000.0,160761.0,134419.0,155556.0,85714.0,66676.0,25000.0,130000.0,,30000.0,100000.0,62721.0,26667.0,,,80645.0,80000.0,139021.0,150000.0,,100000.0
1976,70000.0,,51800.0,82911.0,100000.0,96667.0,108430.0,141975.0,100000.0,208243.0,157895.0,38889.0,100000.0,97143.0,104651.0,85517.0,61811.0,153000.0,90909.0,60000.0,59513.0,176923.0,100000.0,,89583.0,143169.0,121375.0,162772.0,85714.0,66726.0,25000.0,130000.0,,32502.0,100000.0,62875.0,26667.0,,,80645.0,80000.0,135100.0,151515.0,,100000.0
1977,70000.0,,104091.0,82278.0,100000.0,95833.0,122074.0,141975.0,100000.0,130215.0,157895.0,53755.0,100000.0,100000.0,105263.0,84878.0,38174.0,151552.0,97826.0,60000.0,87500.0,171429.0,94444.0,,85000.0,143820.0,221048.0,152194.0,85714.0,66494.0,25000.0,118571.0,,104962.0,100000.0,52786.0,26667.0,,,80645.0,84615.0,115428.0,151515.0,,100000.0
1978,69091.0,,104545.0,82278.0,107500.0,100000.0,103811.0,151020.0,100000.0,159038.0,157895.0,73304.0,100000.0,102857.0,105634.0,84746.0,37093.0,157396.0,100000.0,52500.0,61989.0,138889.0,95000.0,,85000.0,164155.0,206490.0,158169.0,85714.0,66309.0,25000.0,118571.0,,128311.0,100000.0,62333.0,26667.0,,,80645.0,100000.0,119491.0,155556.0,,100000.0
1979,70000.0,,104545.0,84906.0,107500.0,99167.0,102810.0,137500.0,100000.0,170140.0,159091.0,104380.0,100000.0,102857.0,105263.0,84783.0,33341.0,158850.0,87500.0,60000.0,93364.0,165000.0,100000.0,,80000.0,159630.0,207459.0,161632.0,85714.0,59276.0,25000.0,118571.0,,99270.0,100000.0,59564.0,26667.0,,,80645.0,84615.0,106134.0,152632.0,,100000.0
1980,70565.0,,102500.0,88050.0,107317.0,100000.0,96444.0,142273.0,100000.0,194207.0,159091.0,80436.0,100000.0,100000.0,105263.0,84865.0,34249.0,150000.0,87500.0,60000.0,95400.0,166667.0,100000.0,86468.0,80000.0,164654.0,184211.0,167261.0,85714.0,56616.0,25000.0,118571.0,,200000.0,92105.0,62732.0,26667.0,,,80645.0,76923.0,122911.0,153023.0,,100000.0
1981,68615.0,,100000.0,88050.0,107317.0,100000.0,101165.0,155417.0,100000.0,248780.0,136083.0,83626.0,100000.0,100000.0,106061.0,84615.0,42347.0,149819.0,87500.0,60000.0,115385.0,165217.0,100000.0,81750.0,83333.0,169783.0,200000.0,156037.0,85714.0,56985.0,25000.0,118571.0,,200000.0,92105.0,62107.0,26667.0,,,80645.0,76923.0,100365.0,154286.0,,100000.0
1982,70000.0,,103448.0,88750.0,107317.0,100000.0,102618.0,161789.0,100000.0,268355.0,143019.0,67130.0,100000.0,102703.0,105263.0,84615.0,76523.0,151709.0,87500.0,60000.0,115410.0,179391.0,100000.0,84655.0,80000.0,201436.0,200000.0,157759.0,85714.0,52561.0,25000.0,118571.0,,200000.0,100000.0,62066.0,26667.0,,,80645.0,76923.0,104732.0,152500.0,,109091.0
1983,70093.0,,103448.0,85185.0,107317.0,100000.0,83618.0,144073.0,100000.0,261456.0,154188.0,63050.0,100000.0,105405.0,104651.0,83333.0,83333.0,163955.0,93750.0,66667.0,124124.0,180180.0,100000.0,92046.0,88235.0,152343.0,457143.0,166374.0,86364.0,49453.0,25000.0,121429.0,,200000.0,100000.0,62066.0,26667.0,59680.0,,80645.0,83333.0,106701.0,151515.0,,109091.0
1984,70588.0,,103448.0,85185.0,107317.0,100000.0,86948.0,162063.0,100000.0,247068.0,126679.0,58977.0,100000.0,110811.0,104545.0,85714.0,126200.0,166366.0,93750.0,72000.0,127581.0,211947.0,100000.0,90775.0,88235.0,181826.0,200000.0,136912.0,86957.0,50048.0,25000.0,121429.0,,200000.0,100000.0,62439.0,26667.0,59680.0,,80645.0,90909.0,106704.0,146667.0,,110435.0
1985,70586.0,,106897.0,85185.0,109756.0,104000.0,114455.0,127423.0,100000.0,243022.0,145649.0,61762.0,110417.0,105405.0,107407.0,85000.0,139589.0,167518.0,100000.0,68000.0,133715.0,187841.0,100000.0,92700.0,88235.0,178183.0,206186.0,154388.0,86957.0,49171.0,25909.0,121429.0,,134416.0,100000.0,65612.0,26667.0,94000.0,130909.0,80645.0,77778.0,100585.0,155556.0,130909.0,110435.0
1986,80000.0,,100000.0,88889.0,110843.0,104000.0,115823.0,157768.0,100000.0,175413.0,136196.0,49439.0,83333.0,108108.0,106897.0,95000.0,142745.0,153720.0,100000.0,96154.0,149486.0,206496.0,100000.0,89787.0,83333.0,169781.0,206186.0,139617.0,85417.0,46781.0,26577.0,124286.0,,54548.0,100000.0,64000.0,26667.0,97778.0,135849.0,80645.0,88462.0,125087.0,162222.0,135849.0,110000.0
1987,92667.0,,106250.0,88889.0,113253.0,106400.0,105312.0,143219.0,100000.0,117917.0,131646.0,32237.0,83333.0,108108.0,108333.0,96591.0,146626.0,166602.0,100000.0,100000.0,142965.0,210132.0,100000.0,91622.0,93750.0,166042.0,309278.0,130264.0,84000.0,43295.0,26522.0,124286.0,,134199.0,100000.0,64000.0,26667.0,117333.0,132673.0,80645.0,83333.0,133073.0,160000.0,132673.0,105263.0
1988,117692.0,,115625.0,88889.0,115663.0,108800.0,106930.0,162699.0,100000.0,163154.0,144510.0,18957.0,83333.0,108108.0,109524.0,96591.0,138988.0,194369.0,100000.0,88462.0,128360.0,201605.0,105000.0,82870.0,95238.0,165262.0,256410.0,146580.0,86000.0,45565.0,26667.0,125714.0,,169540.0,100000.0,63636.0,26522.0,129000.0,126733.0,80645.0,83333.0,103162.0,160667.0,126733.0,105556.0
1989,125000.0,,102564.0,88889.0,118072.0,82400.0,120833.0,125819.0,100000.0,244857.0,140179.0,22769.0,94444.0,108108.0,107200.0,96591.0,140932.0,163452.0,100000.0,62500.0,163145.0,173439.0,100000.0,94796.0,96053.0,183004.0,200000.0,149352.0,84615.0,44163.0,26991.0,125714.0,150000.0,217938.0,100000.0,66154.0,26250.0,138333.0,129787.0,80645.0,83333.0,101752.0,192727.0,129787.0,105882.0
1990,123846.0,,112821.0,88889.0,119048.0,113600.0,124143.0,143467.0,100000.0,177568.0,144975.0,14184.0,94444.0,108108.0,99394.0,96591.0,140496.0,156102.0,100000.0,95833.0,142708.0,165695.0,104762.0,87660.0,97222.0,177543.0,145639.0,148500.0,85185.0,44176.0,26957.0,125714.0,166667.0,279036.0,100000.0,65385.0,26400.0,108000.0,123256.0,80645.0,77778.0,110706.0,190909.0,123256.0,106250.0
1991,132143.0,,115385.0,88889.0,122619.0,116000.0,127475.0,150429.0,100000.0,142857.0,171359.0,16161.0,86667.0,108108.0,100303.0,96591.0,128403.0,165553.0,87500.0,97143.0,127166.0,157375.0,106977.0,95019.0,98083.0,172483.0,150000.0,167522.0,83929.0,44176.0,26531.0,121429.0,140000.0,245716.0,100000.0,65385.0,26538.0,95243.0,136585.0,80645.0,77778.0,104549.0,178846.0,136585.0,106723.0
1992,137857.0,,120513.0,88889.0,120930.0,119200.0,125178.0,145077.0,100000.0,168750.0,178421.0,23005.0,86667.0,105405.0,98710.0,96591.0,133740.0,155898.0,85714.0,93714.0,138036.0,151349.0,111628.0,98807.0,98276.0,175636.0,150870.0,177087.0,122500.0,44085.0,26667.0,115714.0,150000.0,223266.0,100000.0,64444.0,22456.0,133333.0,140244.0,80479.0,77778.0,110547.0,177143.0,140244.0,106723.0
1993,130000.0,,122500.0,88889.0,123256.0,116000.0,137091.0,136842.0,100000.0,175000.0,179097.0,20853.0,86667.0,104054.0,100435.0,97222.0,179204.0,154328.0,87719.0,101750.0,144881.0,185776.0,116279.0,109447.0,94828.0,196484.0,158997.0,178577.0,150000.0,44110.0,26667.0,118571.0,143750.0,267000.0,100000.0,64444.0,26102.0,116667.0,146341.0,80617.0,77778.0,112423.0,197917.0,146341.0,106723.0
1994,138571.0,,119444.0,88889.0,122727.0,104000.0,138151.0,178072.0,100000.0,157500.0,167500.0,20270.0,86667.0,104167.0,99355.0,97222.0,132525.0,155655.0,87719.0,94250.0,125171.0,191770.0,120930.0,90004.0,91111.0,180963.0,140000.0,166306.0,200000.0,44135.0,26364.0,121429.0,142222.0,251426.0,100000.0,65132.0,26667.0,147000.0,146341.0,80633.0,77778.0,113809.0,193878.0,146341.0,106723.0
1995,135000.0,,119444.0,87742.0,125000.0,112000.0,153418.0,173821.0,100000.0,162500.0,158644.0,20400.0,100000.0,100000.0,99394.0,95652.0,149597.0,162561.0,88889.0,92500.0,112659.0,188235.0,120455.0,91703.0,90000.0,188761.0,104031.0,159085.0,205000.0,44580.0,26549.0,124286.0,151111.0,258481.0,100000.0,64369.0,26667.0,133333.0,146341.0,80645.0,77778.0,108601.0,200000.0,146341.0,106723.0
1996,132857.0,,111111.0,87273.0,127273.0,116000.0,164223.0,154925.0,100000.0,162500.0,162903.0,20000.0,105556.0,102778.0,97778.0,95652.0,160015.0,162431.0,88889.0,83750.0,109799.0,171457.0,120536.0,91703.0,91667.0,187123.0,145917.0,162857.0,250000.0,44854.0,26271.0,125000.0,151111.0,228869.0,100000.0,65626.0,26774.0,160000.0,144762.0,80678.0,77778.0,123521.0,196078.0,144762.0,106723.0
1997,132857.0,102041.0,116667.0,88462.0,125000.0,120000.0,152709.0,183931.0,100000.0,171250.0,146508.0,21250.0,105263.0,100000.0,100000.0,95652.0,173584.0,169970.0,88889.0,87500.0,141448.0,165978.0,120455.0,112323.0,93333.0,194175.0,129716.0,149296.0,265000.0,50445.0,26271.0,121429.0,151111.0,189983.0,100000.0,63700.0,26774.0,137500.0,146429.0,80328.0,84211.0,75433.0,201923.0,146429.0,107407.0
1998,132857.0,102041.0,116667.0,88462.0,128889.0,116000.0,136533.0,167832.0,100000.0,172500.0,164063.0,20000.0,110000.0,101471.0,100000.0,95652.0,199759.0,167075.0,88889.0,80000.0,156565.0,164394.0,120536.0,135486.0,89091.0,169528.0,130000.0,165000.0,265000.0,54515.0,26441.0,122535.0,151111.0,170843.0,100000.0,63876.0,26774.0,141176.0,144651.0,80645.0,84211.0,83836.0,201923.0,144651.0,107407.0
