,Philippines,Panama,Madagascar,Togo,United Republic of Tanzania,Burundi,Thailand,Costa Rica,Senegal,Solomon Islands,Papua New Guinea,Suriname,Benin,Equatorial Guinea,Brazil,Paraguay,Honduras,Colombia,Central African Republic,Gabon,Ecuador,Indonesia,Angola,Venezuela (Bolivarian Republic of),Sao Tome and Principe,Malaysia,Mexico,Melanesia,Nicaragua,Democratic Republic of the Congo,Nigeria,Congo,Dominican Republic,Peru,Gambia,Ghana,Guinea,Guatemala,"China, mainland",Sierra Leone,Guinea-Bissau,Côte d'Ivoire,Cameroon,China,Liberia
1999,132667.0,103636.0,122222.0,85185.0,137778.0,112000.0,176041.0,131190.0,100000.0,166250.0,162794.0,20833.0,110000.0,100000.0,100000.0,96154.0,184667.0,186882.0,77778.0,80000.0,105793.0,177450.0,120000.0,134741.0,91667.0,198198.0,158333.0,163158.0,265000.0,54972.0,26667.0,125000.0,151111.0,259903.0,100000.0,64495.0,26774.0,157895.0,146512.0,80275.0,84211.0,83737.0,200000.0,146512.0,107407.0
2000,153125.0,103571.0,116667.0,85185.0,142222.0,108333.0,145311.0,153083.0,100000.0,166667.0,172917.0,20000.0,104762.0,100000.0,100000.0,96154.0,181941.0,183272.0,75000.0,80000.0,117816.0,180636.0,121739.0,150807.0,97273.0,184065.0,153333.0,172222.0,265000.0,55960.0,26688.0,125000.0,153000.0,140228.0,100000.0,66652.0,26774.0,152381.0,142222.0,80275.0,84211.0,71296.0,196166.0,142222.0,107407.0
2001,180000.0,101724.0,116667.0,85185.0,142222.0,100000.0,168686.0,167400.0,100000.0,166667.0,162400.0,20000.0,127778.0,100000.0,100000.0,96154.0,131136.0,187784.0,75000.0,80000.0,113920.0,186136.0,121739.0,138735.0,96154.0,178097.0,153333.0,162857.0,265000.0,60282.0,26730.0,125000.0,153000.0,156983.0,100000.0,61227.0,26774.0,173913.0,138298.0,81818.0,84211.0,60737.0,209091.0,138298.0,107407.0
2002,169097.0,100877.0,116667.0,85185.0,144444.0,100000.0,152133.0,134463.0,100000.0,166667.0,149114.0,20000.0,133333.0,100000.0,100000.0,96538.0,142395.0,179278.0,75000.0,80000.0,113448.0,167742.0,121739.0,127358.0,98077.0,176433.0,142857.0,150909.0,265000.0,61885.0,26730.0,125000.0,153465.0,155789.0,100000.0,61111.0,26774.0,166667.0,140426.0,81818.0,84211.0,65805.0,205357.0,140426.0,107407.0
2003,170677.0,101724.0,116667.0,85185.0,144444.0,100000.0,170286.0,134491.0,100000.0,166667.0,144578.0,20000.0,135000.0,100000.0,100000.0,95113.0,152418.0,171508.0,75676.0,80000.0,104247.0,173026.0,121739.0,116790.0,96296.0,204831.0,160100.0,146739.0,243182.0,66581.0,26158.0,125000.0,153465.0,203572.0,100000.0,66667.0,26774.0,168000.0,142553.0,81250.0,84211.0,59911.0,210526.0,142553.0,107407.0
2004,160224.0,101563.0,116667.0,85185.0,144444.0,100000.0,167606.0,143777.0,100000.0,166667.0,147059.0,20000.0,128571.0,100000.0,100000.0,95924.0,137847.0,197454.0,75676.0,80000.0,149712.0,182005.0,121739.0,134786.0,96429.0,205412.0,138991.0,148936.0,224000.0,67600.0,26205.0,125000.0,153410.0,219467.0,100000.0,61565.0,26774.0,161538.0,143617.0,80769.0,84211.0,64573.0,210526.0,143617.0,107407.0
2005,139262.0,100746.0,116667.0,85185.0,144444.0,100000.0,154311.0,155611.0,100000.0,166667.0,147727.0,20000.0,131818.0,100000.0,100000.0,95872.0,129653.0,192995.0,75000.0,80000.0,110585.0,200542.0,121739.0,115869.0,96429.0,210586.0,119324.0,149485.0,229200.0,67600.0,25373.0,125000.0,152778.0,192975.0,100000.0,62257.0,26774.0,200000.0,143617.0,80769.0,84211.0,62476.0,207143.0,143617.0,102353.0
2006,118762.0,101471.0,116667.0,85106.0,144444.0,100000.0,176771.0,180235.0,100000.0,170000.0,146739.0,20000.0,136364.0,100000.0,100000.0,95872.0,177552.0,193939.0,75000.0,80000.0,116715.0,195255.0,121739.0,121734.0,93750.0,215878.0,140508.0,149020.0,234800.0,65209.0,26992.0,125000.0,152778.0,216738.0,100000.0,62985.0,26774.0,177778.0,144444.0,81250.0,84211.0,60595.0,208333.0,144444.0,102353.0
2007,112486.0,101325.0,116667.0,85106.0,144444.0,100000.0,149957.0,170433.0,100000.0,170000.0,145833.0,20000.0,139130.0,100000.0,100000.0,95000.0,165994.0,193939.0,75000.0,79762.0,124572.0,171053.0,121739.0,122693.0,93750.0,211441.0,122878.0,148113.0,200000.0,65137.0,26984.0,125225.0,152870.0,189335.0,100000.0,56169.0,26774.0,183333.0,138542.0,81667.0,84211.0,66967.0,212746.0,138542.0,102353.0
2008,120727.0,101746.0,116575.0,84967.0,144444.0,100000.0,200854.0,164106.0,107059.0,161182.0,145299.0,20000.0,137500.0,100000.0,105770.0,95000.0,154009.0,193939.0,75863.0,79762.0,147445.0,170683.0,108696.0,177575.0,90909.0,227364.0,118743.0,146664.0,211000.0,64833.0,26563.0,125112.0,153496.0,189464.0,100000.0,56150.0,26774.0,168000.0,139167.0,80400.0,84211.0,66235.0,198844.0,139167.0,102353.0
2009,124533.0,101503.0,116575.0,84923.0,144444.0,100000.0,160052.0,163227.0,103333.0,151517.0,145378.0,20000.0,176000.0,100000.0,108023.0,95000.0,157895.0,193939.0,75410.0,47619.0,113872.0,167598.0,121739.0,154575.0,96970.0,219015.0,129992.0,145940.0,244333.0,64966.0,26563.0,125000.0,153841.0,147279.0,100000.0,59626.0,26774.0,169231.0,134000.0,80385.0,85263.0,71378.0,156695.0,134000.0,102353.0
2010,125535.0,100992.0,116484.0,84928.0,144792.0,100000.0,144681.0,172947.0,114286.0,146923.0,137037.0,20000.0,176923.0,100000.0,121473.0,95000.0,168402.0,197174.0,75536.0,47619.0,147309.0,169204.0,121739.0,135457.0,96407.0,205726.0,137773.0,137905.0,216750.0,65291.0,25000.0,125000.0,153048.0,153137.0,100000.0,55675.0,26774.0,170909.0,140426.0,80000.0,84211.0,60258.0,195677.0,140426.0,102353.0
2011,109656.0,101165.0,116484.0,85882.0,142000.0,100000.0,188935.0,175000.0,114286.0,136429.0,139860.0,20000.0,158621.0,100000.0,119288.0,95000.0,169719.0,200374.0,79365.0,47619.0,103496.0,170178.0,121739.0,126502.0,96407.0,216864.0,155044.0,139554.0,216750.0,67027.0,25000.0,125664.0,152417.0,107965.0,100000.0,58642.0,26774.0,180000.0,135417.0,80000.0,84737.0,61736.0,197093.0,135417.0,101969.0
2012,100216.0,100755.0,118919.0,85714.0,139423.0,100000.0,191146.0,175000.0,110909.0,158000.0,140411.0,20000.0,165625.0,102857.0,109691.0,95000.0,169976.0,200336.0,87302.0,47619.0,133401.0,169925.0,121739.0,109878.0,96407.0,214261.0,135088.0,142050.0,200000.0,66666.0,24923.0,124783.0,154118.0,136933.0,100000.0,56747.0,26774.0,160000.0,134694.0,77778.0,84737.0,68859.0,203252.0,134694.0,101290.0
2013,87904.0,101019.0,114595.0,86471.0,139423.0,100000.0,204988.0,175000.0,107143.0,150000.0,140000.0,20000.0,155556.0,102857.0,114773.0,95000.0,166976.0,201861.0,89231.0,50000.0,105872.0,169492.0,121739.0,111711.0,95294.0,211504.0,123130.0,140964.0,200000.0,66957.0,26667.0,124138.0,154118.0,119311.0,100000.0,72999.0,26774.0,148000.0,134000.0,76364.0,84737.0,64584.0,181481.0,134000.0,100819.0
2014,79415.0,100971.0,115726.0,86650.0,139732.0,99228.0,181739.0,113750.0,107828.0,148102.0,138705.0,20091.0,164015.0,102634.0,110136.0,94825.0,166543.0,207563.0,88739.0,47227.0,127514.0,170532.0,121465.0,101276.0,94932.0,204863.0,133470.0,139586.0,195571.0,67247.0,26264.0,124184.0,153344.0,164409.0,99989.0,70000.0,26811.0,136364.0,134128.0,75557.0,84759.0,61119.0,186368.0,134128.0,100436.0
