,Haiti,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,French Guiana,Thailand,Ethiopia,Kenya,Singapore,Lebanon,Yemen,Albania,Niger,"China, Hong Kong SAR",Slovenia,Saint Lucia,Canada,Philippines,Spain,Bahamas,Malta,Jamaica,Ecuador,Cabo Verde,Poland,Jordan,Belgium-Luxembourg,Colombia,Egypt,The former Yugoslav Republic of Macedonia,Malaysia,Mexico,Czechoslovakia,France,Republic of Korea,Democratic Republic of the Congo,Tunisia,India,Congo,Martinique,Dominican Republic,Kyrgyzstan,Iran (Islamic Republic of),Peru,United States of America,"China, mainland",French Polynesia,New Zealand,United Arab Emirates,Bosnia and Herzegovina,Portugal,Netherlands,Guatemala,Slovakia,Puerto Rico,Romania,Norway,Dominica,Iraq,Madagascar,Belgium,Nepal,Luxembourg,Czechia,Costa Rica,Bangladesh,Italy,Qatar,Germany,Syrian Arab Republic,Latvia,Sweden,Uzbekistan,China,Finland,Morocco,Switzerland,Chile,Honduras,Zimbabwe,Ireland,Cyprus,Austria,Israel,Réunion,Japan,Hungary,Denmark,Trinidad and Tobago,Grenada,United Kingdom,Mauritius,Barbados,Turkey,Bolivia (Plurinational State of),Venezuela (Bolivarian Republic of),Brunei Darussalam,Greece,Ukraine,Kuwait,South Africa,Guadeloupe,Polynesia,Croatia,Bulgaria,Occupied Palestinian Territory
1994,27864.0,200435.0,240012.0,244301.0,127273.0,13360.0,216667.0,70370.0,97712.0,117617.0,,120000.0,45263.0,,92593.0,181120.0,102654.0,,268347.0,68500.0,267913.0,,,128000.0,80459.0,160000.0,98348.0,182540.0,756188.0,148098.0,234959.0,,,191432.0,,252732.0,199258.0,316667.0,220370.0,65652.0,,320000.0,34884.0,,234538.0,91931.0,334870.0,247059.0,137874.0,224167.0,360136.0,,240000.0,366522.0,162938.0,100617.0,,86957.0,306540.0,97464.0,132143.0,28135.0,,,,110000.0,28571.0,51485.0,188176.0,129492.0,224071.0,215836.0,,157692.0,103993.0,246910.0,167356.0,200000.0,215237.0,130000.0,140000.0,77658.0,274555.0,133650.0,508472.0,332000.0,115000.0,236682.0,115385.0,223333.0,43421.0,73333.0,317916.0,132034.0,101714.0,173554.0,95270.0,173877.0,30000.0,199737.0,150000.0,381111.0,146000.0,194847.0,137874.0,65571.0,90000.0,
1995,27850.0,198462.0,225489.0,230444.0,135398.0,13312.0,213258.0,68966.0,75000.0,81905.0,,125000.0,45263.0,,90909.0,204957.0,161991.0,,197400.0,69882.0,275613.0,,,126597.0,118538.0,160000.0,100000.0,262295.0,773721.0,156808.0,240547.0,,120000.0,198604.0,,262884.0,205581.0,317113.0,220183.0,65612.0,,390000.0,35000.0,,236379.0,91637.0,332516.0,250000.0,139853.0,214444.0,200000.0,,213571.0,700000.0,167444.0,85808.0,,87513.0,316883.0,98210.0,131034.0,28458.0,,,,123602.0,28571.0,50495.0,183865.0,130139.0,237736.0,225667.0,,147143.0,97855.0,249943.0,126714.0,200000.0,212591.0,130389.0,142187.0,77081.0,291667.0,109000.0,513325.0,344012.0,111243.0,242027.0,264632.0,254702.0,55833.0,75271.0,347297.0,126071.0,112235.0,174126.0,95425.0,194519.0,40000.0,192941.0,142857.0,333846.0,142471.0,196762.0,139853.0,67342.0,83333.0,
1996,27840.0,200000.0,223854.0,228663.0,133609.0,13333.0,213279.0,70968.0,87161.0,97600.0,,122846.0,45263.0,,92105.0,200000.0,165769.0,,218502.0,67196.0,275701.0,,,138962.0,108093.0,160000.0,109091.0,210186.0,691200.0,155002.0,239350.0,,120000.0,205020.0,,271423.0,211845.0,327273.0,220000.0,65948.0,383000.0,339130.0,35065.0,,236960.0,96425.0,305331.0,257143.0,142889.0,210588.0,211702.0,,218929.0,478261.0,160714.0,92193.0,,88708.0,330165.0,96833.0,125000.0,25972.0,,,,117725.0,28571.0,49505.0,172700.0,130526.0,235369.0,228781.0,,193939.0,89040.0,257102.0,132562.0,200000.0,265125.0,130672.0,141070.0,76506.0,285714.0,100000.0,419509.0,303632.0,111834.0,248145.0,112783.0,257233.0,41538.0,70000.0,285867.0,132540.0,113333.0,173611.0,94839.0,148579.0,50000.0,193056.0,137500.0,339245.0,144804.0,189375.0,142889.0,70789.0,78571.0,208841.0
1997,27835.0,179310.0,242139.0,234272.0,154979.0,13649.0,213352.0,68750.0,80000.0,97636.0,,197333.0,45486.0,,90909.0,200000.0,170481.0,,334628.0,66940.0,276594.0,,,130304.0,99003.0,160000.0,101969.0,297164.0,690873.0,200000.0,267512.0,,120000.0,199663.0,,273019.0,238877.0,320000.0,176471.0,65628.0,386950.0,313218.0,35135.0,,239681.0,119925.0,371858.0,225410.0,141781.0,270061.0,182075.0,,215800.0,583333.0,197143.0,102491.0,,91667.0,298531.0,99999.0,117241.0,25385.0,,,,107438.0,28571.0,48571.0,182133.0,130667.0,239958.0,176776.0,,240000.0,88889.0,225389.0,125208.0,200000.0,249167.0,132990.0,140414.0,75932.0,294161.0,100000.0,325099.0,337091.0,120000.0,248925.0,129422.0,252708.0,43792.0,74219.0,299508.0,138938.0,103256.0,174667.0,96154.0,149810.0,50000.0,181538.0,140000.0,305636.0,144486.0,190688.0,141781.0,72565.0,87500.0,295625.0
1998,27857.0,197500.0,245977.0,226022.0,169273.0,14110.0,,75758.0,72000.0,52143.0,,201667.0,45547.0,,91433.0,200000.0,151954.0,,275645.0,67101.0,279041.0,,168750.0,123930.0,70986.0,138054.0,83333.0,312678.0,646274.0,115789.0,258642.0,,120000.0,190042.0,,275082.0,212457.0,312500.0,190476.0,65812.0,387718.0,312000.0,35211.0,,242288.0,135121.0,334097.0,217308.0,139500.0,360000.0,197297.0,,153430.0,283333.0,201250.0,82426.0,,88000.0,228000.0,100000.0,116667.0,25600.0,,,,76316.0,27027.0,48571.0,192899.0,129091.0,240337.0,209243.0,,240000.0,94798.0,217291.0,121737.0,200000.0,248605.0,137502.0,144444.0,75360.0,320694.0,100000.0,279444.0,365758.0,170000.0,235488.0,234940.0,250000.0,45882.0,74226.0,249855.0,139111.0,138000.0,174419.0,96178.0,208945.0,40000.0,169024.0,272000.0,501744.0,144047.0,198583.0,139500.0,73568.0,81111.0,294021.0
1999,27847.0,198710.0,233612.0,212338.0,185241.0,13862.0,213885.0,81818.0,79951.0,96632.0,,153810.0,45604.0,,91589.0,199229.0,223339.0,,265931.0,66930.0,276236.0,,169591.0,144580.0,78854.0,121203.0,109091.0,350262.0,475424.0,164216.0,253965.0,200000.0,120000.0,202376.0,,276122.0,251912.0,302326.0,225000.0,66102.0,388488.0,303017.0,35032.0,50000.0,235294.0,136681.0,370764.0,206897.0,128615.0,365000.0,154487.0,,211467.0,440000.0,199256.0,89682.0,,120000.0,167568.0,100000.0,129210.0,25385.0,,,,120000.0,28571.0,47593.0,182256.0,129762.0,241466.0,211049.0,20000.0,264151.0,100000.0,206890.0,126450.0,200000.0,190940.0,137707.0,166667.0,74788.0,337132.0,196552.0,324455.0,357854.0,164815.0,249078.0,229489.0,275962.0,44000.0,74421.0,260896.0,135889.0,166667.0,177457.0,96203.0,217817.0,50000.0,181395.0,120000.0,498947.0,142888.0,196625.0,128615.0,70369.0,82222.0,264348.0
2000,27778.0,200909.0,280802.0,293899.0,205182.0,13770.0,214151.0,82595.0,78475.0,88171.0,,349779.0,45656.0,,93407.0,200230.0,206547.0,,190594.0,68647.0,276087.0,,170910.0,133484.0,61835.0,75000.0,117049.0,490045.0,,171609.0,287530.0,195405.0,120000.0,204858.0,,280495.0,264813.0,310512.0,222222.0,65417.0,389259.0,300000.0,26948.0,50000.0,250000.0,133861.0,385358.0,219697.0,127924.0,236859.0,198488.0,,215909.0,385000.0,198714.0,95813.0,,107194.0,127440.0,100132.0,120000.0,25833.0,243603.0,,70000.0,90000.0,28571.0,46774.0,189129.0,129000.0,238177.0,221358.0,50000.0,208241.0,100000.0,219681.0,127637.0,200000.0,208010.0,137637.0,164444.0,74219.0,365096.0,172414.0,388076.0,393070.0,160714.0,244182.0,377903.0,351223.0,45351.0,75370.0,223913.0,132000.0,183333.0,190286.0,96855.0,210235.0,50000.0,195556.0,122222.0,491250.0,139550.0,186430.0,127924.0,61299.0,66667.0,309216.0
2001,27778.0,203030.0,259668.0,265269.0,204270.0,11900.0,214418.0,88373.0,70000.0,110636.0,,321134.0,45706.0,,90909.0,201418.0,146165.0,,251297.0,69905.0,270943.0,,172259.0,140852.0,70997.0,91775.0,123071.0,509797.0,,152804.0,277807.0,194909.0,120000.0,211766.0,,275590.0,263970.0,304348.0,254286.0,65213.0,390032.0,280000.0,27507.0,50000.0,225000.0,140370.0,371322.0,217143.0,126255.0,236860.0,217385.0,,216933.0,516667.0,200000.0,86979.0,,104000.0,237576.0,100382.0,155556.0,24849.0,248947.0,,70313.0,300000.0,26667.0,41186.0,182945.0,131111.0,209783.0,241667.0,18571.0,248637.0,100000.0,217130.0,125962.0,200000.0,229636.0,137097.0,152632.0,73651.0,375000.0,165179.0,381211.0,343478.0,220833.0,253059.0,368416.0,350000.0,46667.0,75623.0,249655.0,134022.0,187500.0,197740.0,96564.0,232306.0,50000.0,200000.0,114000.0,491111.0,143149.0,184115.0,126255.0,63609.0,164165.0,178864.0
2002,27529.0,203250.0,228054.0,226156.0,201789.0,10870.0,214684.0,91325.0,73333.0,100000.0,,240947.0,45756.0,,102141.0,203414.0,201000.0,,256131.0,71190.0,279283.0,,173640.0,133858.0,65384.0,91212.0,137500.0,319878.0,,161872.0,259492.0,194435.0,120000.0,215704.0,,279032.0,264087.0,314159.0,245313.0,65027.0,390807.0,272222.0,26381.0,50000.0,250000.0,126480.0,378198.0,225000.0,133256.0,236861.0,239722.0,,218340.0,366667.0,205665.0,55212.0,,100000.0,257017.0,100643.0,207692.0,24304.0,243714.0,,70370.0,249556.0,28571.0,41186.0,185531.0,128846.0,228125.0,244091.0,25000.0,206325.0,100000.0,224986.0,137830.0,200000.0,204131.0,137600.0,148980.0,73084.0,366013.0,189286.0,391626.0,325518.0,198609.0,255273.0,330537.0,320368.0,46367.0,75972.0,242115.0,131786.0,173333.0,192737.0,96281.0,220705.0,50000.0,187234.0,118000.0,486641.0,144535.0,179395.0,133256.0,67090.0,171865.0,286190.0
2003,27723.0,192642.0,204870.0,198089.0,199487.0,10595.0,214767.0,85675.0,75729.0,86667.0,204000.0,197851.0,45801.0,,109547.0,204393.0,145393.0,,248818.0,72765.0,277088.0,,174667.0,137557.0,59590.0,90323.0,124241.0,339761.0,,163428.0,239877.0,187500.0,120000.0,215594.0,,264001.0,272096.0,316010.0,242500.0,64835.0,391504.0,278261.0,30424.0,50000.0,253749.0,116713.0,366719.0,238095.0,137117.0,236862.0,236765.0,,220213.0,353329.0,204539.0,87258.0,265000.0,84413.0,203353.0,100833.0,223333.0,23643.0,242857.0,57143.0,71739.0,250000.0,26923.0,40317.0,186710.0,128824.0,214414.0,239167.0,31429.0,290591.0,100000.0,238076.0,148660.0,200000.0,201250.0,137008.0,143077.0,72518.0,356667.0,191071.0,328811.0,280057.0,178942.0,248235.0,409758.0,474328.0,48948.0,75893.0,238311.0,119759.0,174375.0,191409.0,88710.0,208989.0,50000.0,170213.0,140000.0,488984.0,145980.0,193846.0,137117.0,54506.0,159032.0,260500.0
2004,27778.0,201698.0,214264.0,207855.0,197330.0,11020.0,214667.0,84986.0,76596.0,81818.0,201250.0,246923.0,45918.0,,117694.0,205065.0,190748.0,115556.0,237381.0,68294.0,284369.0,,176440.0,140143.0,63601.0,89087.0,147417.0,278460.0,,171251.0,238443.0,194652.0,120000.0,200312.0,,255032.0,301555.0,318879.0,243056.0,64635.0,392124.0,144000.0,23966.0,50000.0,322033.0,116961.0,377442.0,210000.0,142128.0,245307.0,225000.0,,215830.0,265455.0,206093.0,86229.0,265000.0,65888.0,224219.0,100864.0,241667.0,22874.0,363439.0,57143.0,72500.0,198238.0,28571.0,41618.0,200827.0,115000.0,250274.0,177813.0,31273.0,251620.0,73333.0,209998.0,136494.0,200000.0,188725.0,136923.0,138426.0,71429.0,359477.0,196429.0,351262.0,279929.0,172429.0,233624.0,358007.0,217389.0,43750.0,76018.0,242381.0,116235.0,212752.0,190526.0,89378.0,203369.0,30000.0,191530.0,142857.0,492308.0,149164.0,262500.0,142128.0,164780.0,192887.0,234533.0
2005,27586.0,201818.0,234086.0,230769.0,196959.0,10106.0,214567.0,101015.0,72201.0,85714.0,214121.0,262727.0,45978.0,,125560.0,208960.0,193265.0,121667.0,229392.0,81394.0,263372.0,,177906.0,134185.0,78895.0,91077.0,136671.0,298632.0,,155904.0,233333.0,250000.0,120000.0,212942.0,,271328.0,297704.0,323205.0,244000.0,64203.0,392747.0,137444.0,28842.0,50000.0,305598.0,119237.0,376137.0,222241.0,143322.0,249803.0,208237.0,,216870.0,284615.0,198318.0,84545.0,405000.0,50749.0,193943.0,100161.0,202128.0,22265.0,346202.0,59524.0,354286.0,140000.0,28571.0,40942.0,202054.0,112000.0,248982.0,224783.0,29091.0,224600.0,70000.0,222235.0,147673.0,200000.0,178557.0,136364.0,137589.0,71409.0,360754.0,190179.0,369413.0,285154.0,150571.0,256558.0,264752.0,215603.0,43939.0,76250.0,240785.0,112095.0,158333.0,189796.0,89959.0,196038.0,40000.0,191769.0,190476.0,477750.0,150697.0,120000.0,143322.0,149747.0,228902.0,180667.0
2006,27681.0,261379.0,208964.0,202200.0,197780.0,10101.0,,78762.0,72472.0,105391.0,219719.0,210101.0,46027.0,222899.0,131579.0,207137.0,174518.0,121250.0,184491.0,82260.0,264395.0,,179526.0,139451.0,81250.0,80000.0,116394.0,285123.0,,153055.0,227273.0,150000.0,120000.0,211823.0,,273512.0,284797.0,326691.0,241218.0,64382.0,393374.0,122276.0,23765.0,50000.0,323204.0,113148.0,357129.0,220952.0,143778.0,254352.0,230000.0,,220759.0,264815.0,157507.0,86354.0,332009.0,59106.0,159929.0,100000.0,207143.0,18647.0,366071.0,60870.0,323333.0,150000.0,26923.0,39936.0,195580.0,131519.0,232479.0,220800.0,25000.0,271222.0,77273.0,220946.0,148505.0,200000.0,159818.0,138806.0,139130.0,70864.0,366013.0,276852.0,378910.0,256300.0,149464.0,260957.0,347471.0,215603.0,56942.0,75000.0,209843.0,97563.0,175600.0,195330.0,91438.0,202385.0,35000.0,166799.0,269841.0,472028.0,149886.0,192308.0,143778.0,179101.0,124535.0,185487.0
2007,27778.0,268667.0,269133.0,270953.0,204000.0,11840.0,,83140.0,84541.0,108986.0,225725.0,249719.0,46086.0,153846.0,150000.0,207547.0,169135.0,118182.0,237614.0,82346.0,271429.0,,177650.0,140312.0,81818.0,90909.0,147247.0,544636.0,,159275.0,236696.0,175000.0,160291.0,214452.0,,284423.0,304483.0,308106.0,240260.0,64253.0,394737.0,90000.0,27030.0,42857.0,293578.0,112939.0,360571.0,224299.0,138200.0,255447.0,227273.0,97500.0,220227.0,285000.0,305307.0,87973.0,331841.0,77678.0,222726.0,100000.0,188615.0,17310.0,402105.0,60000.0,343750.0,198224.0,27273.0,42299.0,197792.0,129565.0,228552.0,226017.0,46400.0,241818.0,88889.0,224291.0,157035.0,200000.0,178971.0,137981.0,141667.0,71667.0,366667.0,256200.0,382183.0,242405.0,120000.0,260144.0,414262.0,200000.0,54404.0,79000.0,184052.0,104907.0,167200.0,194572.0,91935.0,200665.0,33294.0,147607.0,230159.0,481481.0,148604.0,120000.0,138200.0,160735.0,182692.0,202671.0
2008,27778.0,266786.0,234352.0,230884.0,199908.0,12885.0,214266.0,84616.0,76923.0,114199.0,232013.0,254545.0,46163.0,153846.0,166009.0,200000.0,148339.0,119231.0,224978.0,81045.0,305173.0,,182350.0,140117.0,80952.0,93750.0,122042.0,292674.0,,206396.0,225679.0,187339.0,112376.0,213922.0,,261009.0,301920.0,322595.0,245070.0,64126.0,400000.0,153750.0,26941.0,46667.0,325449.0,119664.0,356314.0,229358.0,141250.0,253846.0,198582.0,92941.0,220405.0,251389.0,298924.0,93548.0,331271.0,78785.0,194313.0,105237.0,177015.0,15888.0,459264.0,61538.0,328000.0,184840.0,27273.0,45980.0,190875.0,128566.0,213164.0,194706.0,28462.0,237500.0,110000.0,229344.0,138905.0,200000.0,171692.0,137143.0,142985.0,69737.0,331448.0,367447.0,364813.0,224042.0,150000.0,264223.0,533546.0,200441.0,62522.0,77616.0,213424.0,109875.0,160000.0,191148.0,92413.0,212154.0,32640.0,192340.0,255556.0,466953.0,149107.0,120000.0,141250.0,176852.0,406154.0,185326.0
2009,27674.0,260769.0,227165.0,222025.0,205000.0,14750.0,214166.0,85884.0,76242.0,134412.0,251250.0,264685.0,46260.0,212103.0,155799.0,193191.0,172041.0,120000.0,234158.0,79313.0,261998.0,,184585.0,143910.0,81143.0,96000.0,120276.0,250019.0,,197918.0,202671.0,186343.0,166345.0,201191.0,,274527.0,276264.0,334323.0,270769.0,64013.0,392988.0,175000.0,30079.0,43750.0,301874.0,122822.0,363475.0,233636.0,136750.0,257857.0,202776.0,95238.0,224835.0,247482.0,301025.0,92774.0,330563.0,82146.0,183526.0,113918.0,202327.0,14469.0,377584.0,61728.0,310000.0,186256.0,27273.0,43838.0,193673.0,130000.0,231535.0,212903.0,66774.0,259091.0,120000.0,233618.0,333664.0,200000.0,199068.0,136882.0,142905.0,69155.0,303487.0,299167.0,343236.0,226750.0,140000.0,266893.0,423015.0,137676.0,54612.0,76436.0,204383.0,105747.0,163429.0,211541.0,88154.0,200000.0,31097.0,198256.0,253968.0,503766.0,154452.0,109375.0,136750.0,161605.0,525700.0,185104.0
2010,27646.0,261554.0,213727.0,206634.0,189206.0,13636.0,214067.0,86131.0,62045.0,91494.0,239003.0,272490.0,46377.0,104837.0,167405.0,188034.0,180018.0,115852.0,168883.0,77983.0,236277.0,132857.0,190857.0,134888.0,72508.0,91178.0,193924.0,335655.0,,182561.0,231939.0,160000.0,172377.0,204852.0,,269412.0,269167.0,333333.0,301052.0,63915.0,392789.0,169154.0,19389.0,75000.0,309189.0,123002.0,386480.0,230906.0,140938.0,260767.0,207341.0,94706.0,221587.0,245000.0,281901.0,88613.0,329809.0,99158.0,173763.0,125000.0,183592.0,13088.0,372778.0,62500.0,335000.0,156161.0,28571.0,45035.0,196795.0,130750.0,214230.0,215269.0,138235.0,219091.0,135000.0,230887.0,342199.0,200000.0,198923.0,129019.0,142757.0,68572.0,270000.0,414571.0,323186.0,199347.0,144340.0,257368.0,323992.0,147822.0,132962.0,76637.0,213217.0,102527.0,170268.0,234245.0,88887.0,200989.0,30000.0,222069.0,255556.0,500008.0,155245.0,132150.0,140938.0,180175.0,297800.0,181948.0
2011,27656.0,269513.0,169774.0,159450.0,160580.0,12752.0,213966.0,81572.0,58970.0,135111.0,238445.0,272762.0,46517.0,101111.0,175765.0,180000.0,153604.0,113667.0,184758.0,73008.0,266228.0,141429.0,186622.0,145638.0,74202.0,87531.0,216425.0,178655.0,,178228.0,224736.0,183004.0,143102.0,201177.0,,262160.0,249004.0,367303.0,212404.0,63828.0,392575.0,124361.0,28268.0,106667.0,315643.0,122658.0,387191.0,235614.0,120857.0,259135.0,207518.0,93289.0,206264.0,254186.0,284032.0,128595.0,329039.0,110000.0,191648.0,137248.0,185575.0,11771.0,357647.0,62500.0,308642.0,81978.0,28571.0,45776.0,198203.0,128710.0,224788.0,227572.0,145000.0,235460.0,150000.0,235590.0,407887.0,200000.0,215043.0,135431.0,142478.0,67989.0,250000.0,482000.0,305733.0,175171.0,144630.0,260769.0,264826.0,145805.0,142741.0,76631.0,210828.0,100667.0,170443.0,235696.0,89586.0,195599.0,30000.0,232000.0,309524.0,329114.0,151291.0,127559.0,120857.0,176306.0,114426.0,175581.0
2012,27643.0,277435.0,186815.0,173734.0,172022.0,10942.0,213866.0,82388.0,50872.0,22195.0,234872.0,262503.0,46667.0,94000.0,183647.0,200000.0,134214.0,105529.0,203702.0,72920.0,264166.0,132500.0,186818.0,140542.0,77044.0,87410.0,201440.0,208282.0,,221567.0,220223.0,206250.0,192446.0,207062.0,,293807.0,263288.0,400000.0,201505.0,63235.0,392503.0,110051.0,17472.0,333333.0,316546.0,110343.0,364587.0,243478.0,94750.0,255890.0,207621.0,89256.0,219004.0,266187.0,281445.0,221000.0,333333.0,92615.0,179449.0,150000.0,201922.0,10000.0,426923.0,62745.0,326996.0,100216.0,27925.0,44156.0,203877.0,128387.0,289089.0,185422.0,191111.0,303636.0,160866.0,243459.0,212190.0,200000.0,194786.0,135747.0,142308.0,66667.0,236667.0,509600.0,329366.0,138734.0,139663.0,270861.0,236571.0,267932.0,125251.0,76625.0,199351.0,95000.0,167683.0,235430.0,91161.0,189915.0,23333.0,225893.0,314286.0,358527.0,151874.0,121173.0,94750.0,185000.0,232513.0,168940.0
2013,27631.0,283286.0,230884.0,226052.0,190323.0,11011.0,213766.0,81828.0,45714.0,36302.0,237376.0,264357.0,47586.0,112013.0,183647.0,192000.0,123130.0,108882.0,205535.0,74381.0,268580.0,135280.0,189283.0,138331.0,77388.0,83035.0,234969.0,320666.0,,208859.0,226411.0,183394.0,194241.0,207427.0,,272964.0,269498.0,405000.0,217178.0,63529.0,392431.0,97921.0,18199.0,275000.0,319953.0,108653.0,343951.0,236842.0,82982.0,255826.0,207756.0,78780.0,209673.0,262774.0,288690.0,126842.0,332771.0,115688.0,154114.0,162287.0,202731.0,10000.0,447500.0,63415.0,244877.0,106416.0,27834.0,44156.0,200527.0,127742.0,256856.0,197936.0,101500.0,238182.0,127072.0,236822.0,257843.0,200000.0,198547.0,135905.0,141689.0,66667.0,240000.0,237632.0,305307.0,135084.0,137758.0,271831.0,253036.0,126070.0,154479.0,76619.0,201409.0,109247.0,167038.0,235464.0,88980.0,192176.0,22013.0,219672.0,360000.0,325206.0,152340.0,115771.0,82982.0,190255.0,127043.0,162298.0
2014,27618.0,289137.0,171929.0,154686.0,188450.0,10761.0,,82523.0,40480.0,174750.0,239880.0,266211.0,47207.0,116126.0,221253.0,190433.0,143122.0,111060.0,230900.0,79392.0,266606.0,135638.0,190862.0,139322.0,77744.0,81851.0,230510.0,384240.0,,213365.0,249251.0,183164.0,215286.0,214334.0,,276846.0,269873.0,405672.0,242929.0,63625.0,392359.0,85791.0,20977.0,70000.0,323359.0,109817.0,353519.0,233627.0,119262.0,255762.0,207877.0,74053.0,261364.0,254286.0,285317.0,111500.0,327529.0,118577.0,173145.0,135011.0,199880.0,8734.0,439167.0,63881.0,325209.0,125625.0,27877.0,53542.0,215020.0,128864.0,242874.0,155482.0,55682.0,204324.0,130824.0,233609.0,253369.0,200000.0,205585.0,134178.0,141455.0,66258.0,263333.0,237952.0,277560.0,116774.0,135853.0,271268.0,389697.0,155961.0,103775.0,76613.0,212036.0,103556.0,166392.0,236380.0,87639.0,193547.0,21680.0,99311.0,128809.0,366996.0,152805.0,110369.0,119262.0,165829.0,189931.0,155656.0
