,Kenya,"China, Taiwan Province of",Belarus,Croatia,Syrian Arab Republic,Brazil,Nepal,Uzbekistan,Denmark,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Republic of Korea,Kyrgyzstan,Norway,Yemen,Australia & New Zealand,Yugoslav SFR,Algeria,Slovenia,Madagascar,Latvia,Ukraine,Israel,Belgium,Switzerland,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Malta,Colombia,Libya,Lebanon,United Republic of Tanzania,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Saint Vincent and the Grenadines,Portugal,Poland,"China, mainland",Russian Federation,Italy,Luxembourg,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Serbia,Germany,Armenia,United Kingdom,Canada,Japan,Afghanistan,Iraq,Cyprus,Spain,New Zealand,Bulgaria,United States of America,Iran (Islamic Republic of),Pakistan,Czechoslovakia,Czechia,Argentina,Paraguay,Georgia,India,Austria,Morocco,Bhutan,Sweden,USSR,Mexico,Romania,Ecuador,Jordan,Tunisia,Albania,Slovakia,France,South Africa,Australia,Lithuania,Netherlands,Belgium-Luxembourg,Republic of Moldova,Turkey
1988,57143.0,94855.0,-1.0,-1.0,76071.0,77774.0,-1.0,-1.0,85714.0,-1.0,95029.0,25421.0,228745.0,-1.0,82137.0,28246.0,268345.0,67545.0,50478.0,-1.0,17333.0,-1.0,-1.0,303618.0,-1.0,2196667.0,71000.0,-1.0,68783.0,-1.0,56592.0,-1.0,-1.0,89630.0,115789.0,-1.0,-1.0,77163.0,79631.0,-1.0,-1.0,36364.0,59340.0,40906.0,55832.0,-1.0,229808.0,-1.0,54015.0,79077.0,85714.0,-1.0,-1.0,198488.0,-1.0,80750.0,108372.0,212830.0,68750.0,41667.0,50000.0,129181.0,151228.0,299478.0,280129.0,83113.0,117241.0,55872.0,-1.0,128545.0,60857.0,-1.0,36796.0,214243.0,138462.0,-1.0,104762.0,40522.0,78163.0,98081.0,38482.0,24390.0,30111.0,95714.0,-1.0,202424.0,220307.0,284770.0,-1.0,152727.0,299796.0,-1.0,105542.0
1989,57143.0,141161.0,-1.0,-1.0,53333.0,77461.0,-1.0,-1.0,95238.0,-1.0,97116.0,26450.0,226174.0,-1.0,59887.0,19231.0,211833.0,70154.0,50233.0,-1.0,17500.0,-1.0,-1.0,167813.0,-1.0,1088889.0,102500.0,-1.0,96561.0,-1.0,54962.0,-1.0,-1.0,92593.0,100000.0,-1.0,-1.0,81956.0,82558.0,-1.0,-1.0,36364.0,62900.0,40725.0,53230.0,-1.0,171353.0,-1.0,53869.0,89271.0,88889.0,-1.0,-1.0,138952.0,-1.0,114883.0,97355.0,205283.0,71875.0,40000.0,40000.0,153989.0,150711.0,342499.0,296083.0,78876.0,123570.0,53994.0,-1.0,133155.0,61143.0,-1.0,52157.0,149719.0,148148.0,-1.0,102857.0,43158.0,47108.0,84242.0,45813.0,25865.0,30000.0,105000.0,-1.0,220414.0,216464.0,218982.0,-1.0,205455.0,311071.0,-1.0,109351.0
1990,41489.0,134913.0,-1.0,-1.0,63438.0,76890.0,126957.0,-1.0,125455.0,-1.0,88412.0,18647.0,175905.0,-1.0,70475.0,18830.0,223736.0,64325.0,27671.0,-1.0,17059.0,-1.0,-1.0,256842.0,-1.0,981378.0,66880.0,-1.0,67954.0,-1.0,50655.0,-1.0,-1.0,92199.0,114286.0,-1.0,-1.0,90891.0,74510.0,-1.0,-1.0,43750.0,64764.0,27900.0,48965.0,-1.0,218003.0,-1.0,53431.0,87198.0,91444.0,-1.0,-1.0,135581.0,-1.0,100517.0,85048.0,207491.0,71084.0,38636.0,39286.0,119521.0,182704.0,352887.0,311805.0,81220.0,124400.0,45792.0,-1.0,138989.0,60000.0,-1.0,53306.0,179423.0,125517.0,-1.0,106556.0,42389.0,53751.0,75306.0,37528.0,50949.0,30120.0,106025.0,-1.0,219438.0,214193.0,233307.0,-1.0,176471.0,197511.0,-1.0,104117.0
1991,142849.0,132449.0,-1.0,-1.0,72509.0,74649.0,131667.0,-1.0,133591.0,-1.0,143382.0,19836.0,174102.0,-1.0,79200.0,18830.0,226138.0,66103.0,45384.0,-1.0,17500.0,-1.0,-1.0,165000.0,-1.0,880000.0,66667.0,-1.0,65881.0,-1.0,53305.0,-1.0,-1.0,95075.0,126210.0,-1.0,-1.0,101414.0,91646.0,-1.0,-1.0,53618.0,65164.0,35884.0,51728.0,-1.0,158354.0,-1.0,54453.0,86593.0,92135.0,-1.0,-1.0,730721.0,-1.0,105986.0,85568.0,205080.0,101128.0,35000.0,42857.0,105531.0,226667.0,404494.0,290159.0,84910.0,127808.0,49251.0,-1.0,183937.0,63996.0,-1.0,60526.0,126260.0,103000.0,-1.0,60000.0,38833.0,91741.0,60521.0,52224.0,39503.0,29825.0,100000.0,-1.0,152174.0,221760.0,226025.0,-1.0,198113.0,207041.0,-1.0,101647.0
1992,153447.0,102601.0,73600.0,65703.0,65936.0,75977.0,122222.0,37500.0,143530.0,131271.0,200088.0,18182.0,167822.0,22727.0,59564.0,18617.0,252038.0,-1.0,52884.0,159554.0,17059.0,-1.0,33665.0,162105.0,-1.0,1827878.0,73511.0,92500.0,123128.0,42105.0,55467.0,-1.0,-1.0,90474.0,183805.0,-1.0,-1.0,112500.0,79293.0,-1.0,36000.0,50268.0,70176.0,40702.0,54607.0,47207.0,252222.0,-1.0,54113.0,82738.0,92564.0,53114.0,-1.0,228070.0,28197.0,73026.0,97781.0,202546.0,100769.0,36746.0,50000.0,177847.0,227129.0,366123.0,295136.0,87460.0,127806.0,50444.0,-1.0,176885.0,63998.0,47000.0,60000.0,134849.0,103333.0,-1.0,62588.0,-1.0,74702.0,67128.0,77789.0,42400.0,30000.0,100000.0,-1.0,275067.0,231414.0,257687.0,75000.0,212963.0,323479.0,48000.0,106149.0
1993,117487.0,110357.0,154000.0,69815.0,89583.0,77226.0,153963.0,31250.0,159937.0,123825.0,174224.0,21429.0,147273.0,16667.0,58400.0,18617.0,225973.0,-1.0,52986.0,129210.0,17442.0,-1.0,44808.0,252439.0,-1.0,1483267.0,80077.0,91429.0,122137.0,58575.0,54761.0,-1.0,-1.0,85873.0,180000.0,-1.0,-1.0,135484.0,64182.0,-1.0,12500.0,42822.0,71643.0,50875.0,53861.0,40188.0,203841.0,-1.0,54873.0,87677.0,92994.0,60336.0,-1.0,180083.0,10678.0,124750.0,83434.0,187123.0,100409.0,37645.0,60000.0,128645.0,259021.0,188395.0,304496.0,88517.0,128045.0,-1.0,96328.0,178156.0,63892.0,45000.0,59091.0,195252.0,165294.0,-1.0,66851.0,-1.0,72973.0,117935.0,74995.0,43325.0,30000.0,92000.0,61036.0,229046.0,218991.0,219294.0,80000.0,233929.0,391427.0,45714.0,106797.0
1994,100000.0,120222.0,122000.0,54422.0,81152.0,82785.0,211144.0,34615.0,237805.0,107207.0,172727.0,20588.0,129440.0,26923.0,57273.0,18617.0,223599.0,-1.0,45506.0,220519.0,17503.0,-1.0,18824.0,132813.0,-1.0,988900.0,80244.0,93750.0,108333.0,57617.0,54748.0,-1.0,-1.0,81272.0,178571.0,-1.0,38148.0,155091.0,31014.0,-1.0,22857.0,40031.0,95864.0,27571.0,53905.0,27394.0,205649.0,-1.0,55833.0,99330.0,93424.0,56351.0,-1.0,161509.0,25000.0,71286.0,66353.0,205776.0,100050.0,36364.0,63158.0,155228.0,301120.0,246800.0,333450.0,88889.0,128184.0,-1.0,88392.0,202778.0,63764.0,55000.0,63246.0,145677.0,85294.0,-1.0,75000.0,-1.0,64753.0,57416.0,96120.0,50220.0,30000.0,100000.0,33624.0,250403.0,211409.0,206129.0,60000.0,236842.0,385125.0,33333.0,105526.0
1995,89036.0,118293.0,159200.0,64634.0,63333.0,84415.0,219718.0,47887.0,135780.0,86838.0,139906.0,19231.0,113205.0,25000.0,55375.0,20000.0,218459.0,-1.0,58767.0,258547.0,17468.0,-1.0,57593.0,161729.0,-1.0,1374033.0,85556.0,100000.0,96897.0,55296.0,58216.0,-1.0,-1.0,75656.0,183333.0,50000.0,40370.0,201729.0,58857.0,-1.0,28182.0,39286.0,60443.0,44668.0,57537.0,27778.0,206660.0,-1.0,56889.0,96985.0,93854.0,51073.0,-1.0,164915.0,29077.0,109714.0,71301.0,209948.0,99690.0,40000.0,55556.0,139413.0,285289.0,235005.0,305809.0,90000.0,128046.0,-1.0,93531.0,267222.0,63438.0,48113.0,64955.0,224871.0,75882.0,-1.0,70529.0,-1.0,52567.0,83516.0,69507.0,37931.0,24194.0,100000.0,37796.0,230330.0,196077.0,203418.0,32500.0,305862.0,369821.0,36807.0,104948.0
1996,99898.0,125556.0,184000.0,65298.0,77030.0,74162.0,124661.0,50000.0,159915.0,84885.0,169668.0,21429.0,120223.0,14815.0,33160.0,22559.0,228522.0,-1.0,58501.0,252462.0,17470.0,-1.0,36099.0,228071.0,-1.0,1004744.0,81667.0,96774.0,108317.0,52922.0,62942.0,-1.0,-1.0,74310.0,194652.0,49071.0,41250.0,258926.0,58356.0,-1.0,36250.0,39210.0,80996.0,28334.0,62259.0,41176.0,186778.0,-1.0,56267.0,93771.0,93874.0,72390.0,-1.0,154077.0,36545.0,148519.0,88471.0,207958.0,99330.0,40000.0,72222.0,178391.0,297131.0,268631.0,267842.0,103483.0,128315.0,-1.0,86232.0,245745.0,62000.0,59091.0,66667.0,134807.0,83889.0,-1.0,60000.0,-1.0,75973.0,103045.0,96530.0,47619.0,36429.0,110000.0,39079.0,260458.0,215110.0,214700.0,41000.0,220339.0,324063.0,43333.0,107466.0
1997,110847.0,143087.0,148200.0,54422.0,67532.0,81380.0,141956.0,34286.0,144828.0,80097.0,140566.0,20002.0,118350.0,21875.0,50570.0,24407.0,227618.0,-1.0,50791.0,175166.0,17778.0,26667.0,58768.0,162480.0,-1.0,743911.0,105292.0,94118.0,115998.0,41013.0,49604.0,-1.0,-1.0,70968.0,146067.0,49487.0,38077.0,252101.0,48393.0,-1.0,40000.0,40351.0,139492.0,31708.0,49001.0,34132.0,130894.0,-1.0,57267.0,96797.0,95233.0,57447.0,-1.0,157411.0,33556.0,126923.0,98689.0,226455.0,98971.0,46875.0,59375.0,184796.0,300000.0,263225.0,348337.0,106966.0,128440.0,-1.0,86757.0,234505.0,67600.0,75000.0,68350.0,118403.0,113429.0,-1.0,50000.0,-1.0,75446.0,105341.0,121625.0,39622.0,37903.0,110000.0,37405.0,203498.0,228445.0,213766.0,62500.0,233986.0,293330.0,50328.0,106383.0
1998,116399.0,134851.0,66667.0,60821.0,91931.0,84027.0,141053.0,30000.0,90090.0,105381.0,169124.0,19231.0,105546.0,26667.0,58761.0,26139.0,237177.0,-1.0,57708.0,249669.0,17426.0,17143.0,75075.0,179544.0,-1.0,1613800.0,113698.0,101078.0,102911.0,49592.0,79725.0,200000.0,-1.0,60526.0,134516.0,49911.0,48750.0,245536.0,121057.0,-1.0,31250.0,43860.0,89563.0,38878.0,79214.0,29091.0,201340.0,-1.0,57267.0,50067.0,96154.0,55608.0,-1.0,233524.0,45405.0,105200.0,121075.0,217926.0,98611.0,45714.0,56250.0,149461.0,410000.0,224606.0,328590.0,104393.0,128831.0,-1.0,91363.0,241467.0,64244.0,106480.0,70014.0,224397.0,88857.0,-1.0,73238.0,-1.0,49644.0,99435.0,57136.0,44115.0,43120.0,120000.0,54645.0,185929.0,220702.0,213088.0,64667.0,237414.0,297989.0,30656.0,98280.0
1999,51182.0,137134.0,57714.0,55706.0,88677.0,83923.0,140488.0,25455.0,116009.0,49170.0,160976.0,20741.0,100902.0,40000.0,42318.0,27904.0,231237.0,-1.0,78019.0,216556.0,17381.0,20000.0,52154.0,154198.0,-1.0,770465.0,109614.0,94124.0,83721.0,46154.0,79774.0,166667.0,84545.0,60000.0,124242.0,50000.0,49600.0,248244.0,133548.0,-1.0,25000.0,41379.0,98284.0,36329.0,79270.0,35294.0,184035.0,-1.0,59211.0,74903.0,94826.0,54284.0,-1.0,227833.0,40227.0,98696.0,143290.0,224703.0,98251.0,44737.0,68750.0,184620.0,440000.0,214238.0,344264.0,93849.0,128231.0,-1.0,85211.0,243886.0,66667.0,90000.0,77391.0,193266.0,122571.0,-1.0,62649.0,-1.0,74764.0,97692.0,44312.0,36269.0,39370.0,114286.0,43743.0,228149.0,218418.0,204055.0,61333.0,232558.0,308304.0,56190.0,99914.0
2000,106265.0,132071.0,81282.0,55601.0,87480.0,81862.0,134286.0,39123.0,90703.0,63921.0,163317.0,19720.0,123699.0,48824.0,64493.0,30000.0,216963.0,-1.0,67803.0,410936.0,17271.0,26000.0,81947.0,181497.0,301167.0,1162849.0,176685.0,84022.0,113149.0,50400.0,83315.0,180000.0,83620.0,54348.0,119491.0,50000.0,50625.0,202703.0,116797.0,-1.0,40960.0,43103.0,112836.0,44513.0,82902.0,50286.0,199960.0,107500.0,59477.0,97373.0,92857.0,53932.0,-1.0,274713.0,38986.0,110833.0,125813.0,213649.0,97892.0,47387.0,88889.0,166343.0,367454.0,234252.0,322147.0,109773.0,128024.0,-1.0,93270.0,252539.0,64103.0,77683.0,72412.0,216987.0,79345.0,-1.0,128634.0,-1.0,64622.0,116329.0,41085.0,32738.0,41860.0,107422.0,39563.0,231619.0,219464.0,195461.0,30000.0,337265.0,-1.0,49995.0,105850.0
2001,123244.0,116692.0,94118.0,54164.0,61313.0,110380.0,142791.0,38333.0,61834.0,32500.0,241022.0,19582.0,163368.0,55294.0,37696.0,31493.0,282724.0,-1.0,80213.0,245080.0,17215.0,21429.0,56264.0,140964.0,147833.0,715142.0,176820.0,77468.0,99329.0,23115.0,85954.0,175102.0,88535.0,49231.0,100719.0,50000.0,56061.0,200195.0,117094.0,-1.0,42342.0,43333.0,112440.0,42092.0,85696.0,26471.0,222803.0,24750.0,59284.0,110999.0,94659.0,53054.0,-1.0,224033.0,24697.0,165236.0,108680.0,219006.0,97532.0,45714.0,77778.0,189594.0,348971.0,32809.0,353881.0,114991.0,125263.0,-1.0,60515.0,254456.0,63907.0,71419.0,72937.0,180990.0,92821.0,-1.0,96296.0,-1.0,67863.0,122330.0,53002.0,34962.0,41564.0,117703.0,27732.0,235679.0,226034.0,272445.0,40000.0,124651.0,-1.0,48510.0,101408.0
2002,100521.0,143390.0,143429.0,39968.0,62813.0,105158.0,133333.0,40833.0,69048.0,42778.0,137209.0,19411.0,152183.0,57729.0,71751.0,33306.0,206796.0,-1.0,92114.0,451701.0,17162.0,25739.0,77574.0,152119.0,271746.0,525867.0,159932.0,80541.0,119422.0,22796.0,89749.0,166667.0,128867.0,49430.0,89286.0,50000.0,43684.0,214135.0,67398.0,-1.0,33943.0,41538.0,98093.0,64052.0,89308.0,50000.0,220085.0,95541.0,59440.0,101848.0,95033.0,39882.0,-1.0,364301.0,30738.0,167647.0,112581.0,228099.0,97173.0,51524.0,84615.0,189950.0,444401.0,40792.0,311184.0,111176.0,127930.0,-1.0,79500.0,298498.0,63757.0,63623.0,73401.0,172748.0,117303.0,-1.0,114651.0,-1.0,68228.0,111621.0,48526.0,75651.0,42500.0,116667.0,27781.0,244986.0,236703.0,178870.0,23333.0,270185.0,-1.0,75375.0,97143.0
2003,119421.0,140340.0,106250.0,52965.0,68000.0,110930.0,130000.0,36667.0,91904.0,42714.0,152273.0,19227.0,131569.0,56667.0,31481.0,35135.0,221012.0,-1.0,94120.0,398803.0,17116.0,19156.0,94620.0,169207.0,268978.0,947360.0,194756.0,85292.0,122253.0,45169.0,92698.0,160000.0,125328.0,49104.0,114159.0,60000.0,28163.0,242031.0,62936.0,-1.0,34873.0,41084.0,69475.0,53116.0,92307.0,49000.0,203896.0,103869.0,45822.0,109797.0,95503.0,54902.0,-1.0,255952.0,73704.0,170115.0,122641.0,209868.0,96858.0,62500.0,44286.0,190965.0,440840.0,26136.0,324456.0,114458.0,127299.0,-1.0,28585.0,375899.0,55000.0,71240.0,73791.0,292498.0,93902.0,-1.0,114651.0,-1.0,63988.0,176010.0,26516.0,61343.0,42857.0,106061.0,29634.0,209278.0,244342.0,192793.0,21738.0,248982.0,-1.0,46332.0,106322.0
2004,119718.0,149031.0,79762.0,53801.0,66319.0,111827.0,116458.0,45714.0,192608.0,41000.0,175709.0,19030.0,196615.0,32143.0,64000.0,36804.0,228176.0,-1.0,92240.0,500563.0,17071.0,9908.0,98506.0,170944.0,339037.0,752929.0,179024.0,64352.0,132198.0,43891.0,98647.0,180000.0,126725.0,49057.0,114688.0,62500.0,39677.0,265152.0,56632.0,-1.0,49099.0,62781.0,144260.0,60360.0,98255.0,55882.0,216035.0,115625.0,45936.0,108234.0,96060.0,51525.0,-1.0,359977.0,60771.0,135928.0,129088.0,204237.0,97285.0,55000.0,65591.0,169422.0,421053.0,42037.0,311739.0,89486.0,131751.0,-1.0,37115.0,300729.0,66667.0,66826.0,74104.0,210790.0,107890.0,9833.0,111765.0,-1.0,67485.0,86401.0,49888.0,127313.0,43143.0,105263.0,14448.0,268063.0,251901.0,201524.0,17992.0,323425.0,-1.0,30779.0,92219.0
2005,140000.0,136628.0,70768.0,54582.0,65595.0,112257.0,118938.0,51429.0,229309.0,46800.0,180973.0,20000.0,203267.0,14706.0,31014.0,38483.0,242328.0,-1.0,91877.0,289190.0,17109.0,24024.0,118200.0,169476.0,293718.0,682526.0,186542.0,94453.0,132759.0,40918.0,102069.0,182000.0,122573.0,48365.0,108235.0,75000.0,41200.0,304348.0,61159.0,-1.0,40476.0,88000.0,100323.0,47200.0,101812.0,46250.0,236871.0,85938.0,46101.0,112112.0,96693.0,51529.0,-1.0,174778.0,81081.0,140120.0,99572.0,232724.0,102346.0,55000.0,81544.0,190788.0,444444.0,22936.0,304807.0,95142.0,125634.0,-1.0,53463.0,299491.0,64176.0,71344.0,74380.0,200576.0,106410.0,11683.0,85635.0,-1.0,66817.0,146514.0,52678.0,92342.0,40396.0,107500.0,12372.0,245716.0,260628.0,221083.0,26985.0,291393.0,-1.0,46680.0,103746.0
2006,140000.0,153712.0,117369.0,63693.0,67121.0,105403.0,118971.0,53605.0,205091.0,48640.0,187890.0,18502.0,208881.0,18824.0,59767.0,40147.0,227110.0,-1.0,94234.0,403063.0,17368.0,17734.0,56528.0,176739.0,339747.0,674232.0,178899.0,79713.0,130563.0,31127.0,110553.0,162500.0,123599.0,47069.0,109846.0,66667.0,39143.0,288406.0,151892.0,41756.0,53407.0,90000.0,135919.0,47426.0,110226.0,43182.0,236401.0,114063.0,46237.0,104795.0,97395.0,-1.0,44398.0,218266.0,94444.0,177500.0,114958.0,191897.0,101143.0,57016.0,79137.0,176586.0,440000.0,17492.0,315017.0,106429.0,122863.0,-1.0,86096.0,291318.0,64257.0,75000.0,74623.0,198717.0,96175.0,10230.0,85000.0,-1.0,62348.0,141201.0,52771.0,95672.0,51181.0,105778.0,13767.0,264547.0,280588.0,203716.0,35127.0,321088.0,-1.0,27328.0,95708.0
2007,140000.0,185761.0,82163.0,70716.0,63291.0,103479.0,118988.0,52381.0,225000.0,45750.0,162513.0,18221.0,235029.0,17222.0,42047.0,41758.0,217898.0,-1.0,62976.0,534977.0,17500.0,18086.0,98936.0,171774.0,353827.0,961333.0,208439.0,79831.0,164913.0,31840.0,120858.0,167500.0,133179.0,47622.0,109836.0,70000.0,44737.0,295455.0,49286.0,42080.0,65118.0,88462.0,123161.0,23585.0,120368.0,65753.0,220240.0,92578.0,46345.0,105238.0,98154.0,-1.0,44832.0,238045.0,93308.0,134395.0,113206.0,197791.0,61286.0,58308.0,68554.0,173042.0,442478.0,16960.0,336766.0,110000.0,114736.0,-1.0,88627.0,286906.0,64335.0,72593.0,74836.0,292543.0,113041.0,11015.0,101635.0,-1.0,55221.0,136073.0,52885.0,107781.0,50000.0,115301.0,13000.0,249702.0,300641.0,192520.0,16083.0,356164.0,-1.0,33272.0,106671.0
2008,169467.0,169918.0,97970.0,59629.0,61317.0,108086.0,118571.0,64211.0,156250.0,38922.0,182500.0,17943.0,257561.0,17778.0,59016.0,43285.0,218781.0,-1.0,77893.0,420769.0,16763.0,8026.0,92190.0,171691.0,210494.0,985030.0,154310.0,88623.0,146387.0,31193.0,126325.0,178000.0,123558.0,47586.0,109677.0,76000.0,30500.0,289063.0,85720.0,55074.0,47000.0,88889.0,153749.0,55890.0,125995.0,58750.0,189214.0,75806.0,46399.0,87178.0,98963.0,-1.0,44204.0,182182.0,107525.0,134511.0,87342.0,226063.0,100000.0,59562.0,97619.0,184377.0,433333.0,15400.0,332635.0,108928.0,115869.0,-1.0,66272.0,292373.0,64381.0,74545.0,75021.0,151313.0,105615.0,10300.0,80000.0,-1.0,56292.0,114545.0,30955.0,67690.0,50000.0,101273.0,16641.0,219354.0,295222.0,194764.0,19104.0,229333.0,-1.0,34207.0,107982.0
2009,213465.0,190882.0,111452.0,46626.0,59541.0,106571.0,118513.0,66327.0,141667.0,36236.0,179961.0,17669.0,244803.0,19444.0,66694.0,44705.0,219812.0,-1.0,68325.0,460841.0,16478.0,24200.0,107279.0,171371.0,342195.0,808926.0,156509.0,85625.0,339568.0,36447.0,133197.0,110000.0,121966.0,47254.0,127652.0,80000.0,26667.0,289394.0,121997.0,46883.0,62833.0,92593.0,181607.0,63133.0,132765.0,74500.0,217061.0,141667.0,48154.0,83812.0,99811.0,-1.0,48881.0,249971.0,102493.0,136032.0,106464.0,221069.0,133333.0,60774.0,113043.0,165899.0,439834.0,48067.0,376450.0,117513.0,64617.0,-1.0,98050.0,287892.0,65714.0,74000.0,75182.0,281105.0,103608.0,10000.0,106889.0,-1.0,66625.0,145683.0,35714.0,83024.0,50000.0,102571.0,25127.0,263519.0,295729.0,194155.0,31247.0,378205.0,-1.0,50219.0,116226.0
2010,260698.0,248944.0,126478.0,50816.0,53235.0,106821.0,118690.0,72700.0,150138.0,35584.0,131538.0,17400.0,189556.0,18889.0,54556.0,45996.0,229358.0,-1.0,95044.0,521005.0,16162.0,9945.0,104191.0,206371.0,374263.0,482094.0,186461.0,81791.0,123142.0,29128.0,142332.0,169808.0,129541.0,46667.0,132053.0,75000.0,28591.0,292305.0,88427.0,47160.0,55600.0,93448.0,161369.0,55559.0,141628.0,51250.0,183095.0,143333.0,48234.0,80216.0,100689.0,-1.0,47501.0,186279.0,59451.0,195238.0,112987.0,183806.0,106251.0,62212.0,110172.0,174399.0,455316.0,29301.0,325693.0,116715.0,98675.0,-1.0,79259.0,285330.0,64440.0,74324.0,75324.0,223523.0,101992.0,8064.0,114375.0,-1.0,62684.0,118475.0,36667.0,64102.0,49126.0,131624.0,25732.0,247884.0,300835.0,196848.0,12618.0,342714.0,-1.0,66609.0,113681.0
2011,160526.0,228853.0,104157.0,53149.0,48215.0,117326.0,102502.0,97128.0,199655.0,33609.0,182059.0,17137.0,192623.0,19149.0,34430.0,47139.0,223224.0,-1.0,90567.0,551932.0,15826.0,10929.0,112574.0,187134.0,346674.0,759658.0,203242.0,82279.0,130492.0,27444.0,146004.0,172407.0,116923.0,46322.0,119288.0,77778.0,35247.0,318948.0,63492.0,46233.0,57526.0,91333.0,210051.0,53799.0,145504.0,68831.0,234996.0,130556.0,48508.0,78608.0,102143.0,-1.0,43526.0,225585.0,84423.0,204180.0,119668.0,204444.0,106029.0,61987.0,104545.0,186018.0,482685.0,39401.0,397950.0,112660.0,98203.0,-1.0,73068.0,282731.0,64518.0,75630.0,75448.0,178688.0,106403.0,8675.0,181630.0,-1.0,63793.0,156632.0,33822.0,75928.0,50790.0,168000.0,25389.0,282667.0,312390.0,197492.0,14000.0,409606.0,-1.0,63836.0,118475.0
2012,146061.0,235584.0,29939.0,25434.0,55724.0,131835.0,105098.0,88197.0,198347.0,31549.0,210938.0,15789.0,120253.0,21429.0,48630.0,50000.0,228156.0,-1.0,69583.0,305587.0,15000.0,11592.0,117537.0,206760.0,274884.0,609722.0,199563.0,87142.0,167480.0,26098.0,157260.0,243333.0,125900.0,45161.0,121360.0,80000.0,35012.0,322251.0,52401.0,48280.0,57000.0,100667.0,103839.0,59474.0,156839.0,69111.0,183418.0,90000.0,51715.0,80027.0,103521.0,-1.0,32275.0,176002.0,83736.0,174099.0,101016.0,200671.0,133333.0,62966.0,114242.0,159701.0,482627.0,30860.0,384011.0,112161.0,97101.0,-1.0,57659.0,280106.0,66667.0,74993.0,75557.0,158869.0,102685.0,8892.0,112667.0,-1.0,52914.0,139200.0,31227.0,80479.0,64786.0,167021.0,20063.0,208332.0,321223.0,198767.0,17273.0,243604.0,-1.0,61201.0,129056.0
2013,142136.0,189090.0,53547.0,54297.0,53030.0,131417.0,103623.0,68817.0,210986.0,30143.0,132500.0,15789.0,205394.0,24000.0,27846.0,45918.0,227580.0,-1.0,79760.0,515648.0,14500.0,41849.0,127368.0,228902.0,342697.0,574896.0,97319.0,86701.0,148992.0,24767.0,155797.0,177837.0,133918.0,45462.0,121590.0,72928.0,34558.0,328923.0,92300.0,90455.0,64455.0,112903.0,168750.0,70862.0,155624.0,77778.0,217000.0,129444.0,49272.0,80441.0,102113.0,-1.0,111753.0,205512.0,89469.0,156501.0,153945.0,201644.0,80439.0,63945.0,119000.0,175539.0,490108.0,64216.0,396419.0,112689.0,96725.0,-1.0,79424.0,255556.0,65033.0,75237.0,75653.0,148691.0,135498.0,8667.0,115714.0,-1.0,58263.0,171101.0,29525.0,81672.0,56738.0,134730.0,77480.0,260929.0,328714.0,198070.0,14545.0,384299.0,-1.0,37508.0,196288.0
2014,104346.0,241908.0,30316.0,41256.0,51703.0,129640.0,99319.0,71659.0,205412.0,29372.0,147867.0,16344.0,230617.0,23529.0,56833.0,48192.0,225080.0,-1.0,90292.0,492512.0,14915.0,9862.0,124165.0,181116.0,411319.0,638239.0,156514.0,84678.0,146006.0,-1.0,161762.0,175821.0,131859.0,46178.0,121821.0,74450.0,34105.0,335594.0,71972.0,322206.0,61201.0,110625.0,174905.0,73510.0,161362.0,77419.0,214609.0,156667.0,49614.0,97173.0,101949.0,-1.0,86815.0,234229.0,96824.0,178729.0,146351.0,206364.0,80000.0,64924.0,92048.0,181704.0,497588.0,64048.0,378134.0,113218.0,94093.0,-1.0,42327.0,285706.0,64975.0,75480.0,74905.0,126754.0,122352.0,8398.0,139231.0,-1.0,57665.0,176991.0,28058.0,81672.0,24638.0,159538.0,27578.0,247635.0,336205.0,197374.0,10000.0,405672.0,-1.0,28961.0,188909.0
