,Ukraine,Estonia,Bolivia (Plurinational State of),Peru,Belarus,Croatia,Serbia,India,Armenia,Syrian Arab Republic,United Kingdom,Denmark,Canada,The former Yugoslav Republic of Macedonia,Japan,Pakistan,Yugoslav SFR,Belgium,Netherlands,Greece,New Zealand,Guyana,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Serbia and Montenegro,Algeria,Slovenia,Morocco,Republic of Moldova,Kyrgyzstan,Cyprus,Argentina,Luxembourg,Georgia,Germany,Austria,Czechoslovakia,Sweden,Switzerland,Mexico,USSR,Romania,Azerbaijan,Spain,Jordan,Bosnia and Herzegovina,China,Tunisia,Uzbekistan,South Africa,Latvia,Albania,Portugal,Slovakia,Lebanon,Czechia,Occupied Palestinian Territory,Italy,Hungary,Montenegro,Kazakhstan,Chile,Israel,Suriname,Australia,France,Micronesia,Lithuania,Poland,"China, mainland",Russian Federation,Turkey,Norway,Guam,Belgium-Luxembourg
1971,-1.0,-1.0,300.0,1198.0,-1.0,-1.0,-1.0,4000.0,-1.0,1455.0,11500.0,3014.0,10954.0,-1.0,6280.0,-1.0,59166.0,-1.0,7556.0,24186.0,457.0,-1.0,45142.0,9375.0,128176.0,40000.0,-1.0,-1.0,-1.0,160.0,-1.0,-1.0,1524.0,1860.0,-1.0,-1.0,224855.0,24513.0,17968.0,1500.0,49000.0,-1.0,110000.0,50900.0,-1.0,50500.0,2.0,-1.0,-1.0,-1.0,-1.0,420.0,-1.0,700.0,24000.0,-1.0,9026.0,-1.0,-1.0,227000.0,32240.0,-1.0,-1.0,3400.0,-1.0,-1.0,8918.0,121240.0,-1.0,-1.0,19700.0,-1.0,-1.0,55000.0,4807.0,-1.0,23200.0
1972,-1.0,-1.0,300.0,1070.0,-1.0,-1.0,-1.0,4000.0,-1.0,7005.0,12600.0,2753.0,7254.0,-1.0,10700.0,-1.0,50387.0,-1.0,1600.0,20304.0,472.0,-1.0,41070.0,11418.0,87135.0,41000.0,-1.0,-1.0,-1.0,180.0,-1.0,-1.0,2286.0,2800.0,-1.0,-1.0,132552.0,17337.0,9154.0,1400.0,32000.0,-1.0,61000.0,58300.0,-1.0,58000.0,2.0,-1.0,-1.0,-1.0,-1.0,661.0,-1.0,700.0,24160.0,-1.0,12597.0,-1.0,-1.0,204600.0,25064.0,-1.0,-1.0,3400.0,-1.0,-1.0,10946.0,112630.0,-1.0,-1.0,11700.0,-1.0,-1.0,65000.0,4674.0,-1.0,9350.0
1973,-1.0,-1.0,300.0,1057.0,-1.0,-1.0,-1.0,4000.0,-1.0,7336.0,7700.0,2264.0,10434.0,-1.0,16400.0,-1.0,51565.0,-1.0,3100.0,25789.0,562.0,-1.0,41721.0,11098.0,143906.0,42000.0,-1.0,300.0,-1.0,200.0,-1.0,-1.0,2032.0,990.0,-1.0,-1.0,181385.0,28562.0,42751.0,1400.0,40000.0,-1.0,93000.0,53900.0,-1.0,69200.0,5.0,-1.0,-1.0,-1.0,-1.0,643.0,-1.0,700.0,15680.0,-1.0,11767.0,-1.0,-1.0,178000.0,34533.0,-1.0,-1.0,3100.0,100.0,-1.0,10536.0,112770.0,-1.0,-1.0,26400.0,-1.0,-1.0,66000.0,2775.0,-1.0,12000.0
1974,-1.0,-1.0,300.0,1078.0,-1.0,-1.0,-1.0,4000.0,-1.0,3739.0,9700.0,5555.0,8477.0,-1.0,17900.0,-1.0,55513.0,-1.0,5900.0,22202.0,532.0,-1.0,39886.0,9798.0,133337.0,43000.0,-1.0,600.0,-1.0,230.0,-1.0,-1.0,1219.0,2660.0,-1.0,-1.0,131622.0,24882.0,11483.0,1000.0,37000.0,-1.0,106000.0,56070.0,-1.0,75400.0,20.0,-1.0,-1.0,-1.0,-1.0,413.0,-1.0,800.0,14999.0,-1.0,21453.0,-1.0,-1.0,139000.0,29677.0,-1.0,-1.0,4903.0,100.0,-1.0,9266.0,124350.0,-1.0,-1.0,11200.0,-1.0,-1.0,67000.0,5395.0,-1.0,23100.0
1975,-1.0,-1.0,260.0,1045.0,-1.0,-1.0,-1.0,4000.0,-1.0,5124.0,7100.0,2628.0,12525.0,-1.0,13400.0,-1.0,55335.0,-1.0,2200.0,25361.0,568.0,-1.0,52106.0,11060.0,141429.0,45000.0,-1.0,1000.0,-1.0,250.0,-1.0,-1.0,1625.0,3030.0,-1.0,-1.0,169155.0,23590.0,31750.0,1370.0,49000.0,-1.0,119000.0,59153.0,-1.0,66400.0,18.0,-1.0,-1.0,-1.0,-1.0,473.0,-1.0,800.0,15433.0,-1.0,14000.0,-1.0,-1.0,190400.0,26944.0,-1.0,-1.0,4707.0,200.0,-1.0,10492.0,89220.0,-1.0,-1.0,21949.0,-1.0,-1.0,73000.0,4671.0,-1.0,14100.0
1976,-1.0,-1.0,260.0,710.0,-1.0,-1.0,-1.0,4000.0,-1.0,6514.0,8600.0,8160.0,8722.0,-1.0,17100.0,-1.0,50384.0,-1.0,3300.0,24351.0,556.0,-1.0,45342.0,10265.0,156851.0,47000.0,-1.0,1500.0,-1.0,300.0,-1.0,-1.0,1118.0,2070.0,-1.0,-1.0,168334.0,20792.0,26902.0,1410.0,54000.0,-1.0,122000.0,52731.0,-1.0,77800.0,87.0,-1.0,-1.0,-1.0,-1.0,408.0,-1.0,850.0,21298.0,-1.0,15000.0,-1.0,-1.0,156300.0,25862.0,-1.0,-1.0,4707.0,150.0,-1.0,9709.0,136100.0,-1.0,-1.0,45129.0,-1.0,-1.0,85000.0,5740.0,-1.0,15900.0
1977,-1.0,-1.0,260.0,303.0,-1.0,-1.0,-1.0,4000.0,-1.0,13784.0,2900.0,5135.0,10160.0,-1.0,16300.0,-1.0,40169.0,-1.0,1350.0,21746.0,389.0,-1.0,39840.0,7077.0,135079.0,49000.0,-1.0,1925.0,-1.0,310.0,-1.0,-1.0,1727.0,2400.0,-1.0,-1.0,117063.0,15541.0,14122.0,1030.0,26500.0,-1.0,122000.0,57100.0,-1.0,53000.0,60.0,-1.0,-1.0,-1.0,-1.0,263.0,-1.0,850.0,11714.0,-1.0,16000.0,-1.0,-1.0,129800.0,18889.0,-1.0,-1.0,4707.0,100.0,-1.0,6688.0,58900.0,-1.0,-1.0,32991.0,-1.0,-1.0,91000.0,4658.0,-1.0,11900.0
1978,-1.0,-1.0,250.0,290.0,-1.0,-1.0,-1.0,3000.0,-1.0,12923.0,3600.0,6745.0,8965.0,-1.0,15900.0,-1.0,42370.0,-1.0,3100.0,21025.0,498.0,-1.0,51473.0,7761.0,142250.0,52000.0,-1.0,1506.0,-1.0,340.0,-1.0,-1.0,1118.0,2300.0,-1.0,-1.0,166319.0,22048.0,15867.0,1030.0,44500.0,-1.0,116000.0,66584.0,-1.0,75600.0,50.0,-1.0,-1.0,-1.0,-1.0,288.0,-1.0,900.0,10191.0,-1.0,17000.0,-1.0,-1.0,95100.0,31296.0,-1.0,-1.0,5800.0,150.0,-1.0,7263.0,98900.0,-1.0,-1.0,23868.0,-1.0,-1.0,91000.0,5678.0,-1.0,10645.0
1979,-1.0,-1.0,275.0,281.0,-1.0,-1.0,-1.0,3000.0,-1.0,11455.0,6200.0,5302.0,10513.0,-1.0,17400.0,-1.0,46766.0,-1.0,1400.0,18840.0,520.0,-1.0,56565.0,7272.0,165110.0,49000.0,-1.0,1450.0,-1.0,360.0,-1.0,-1.0,1575.0,2700.0,-1.0,-1.0,193641.0,23470.0,15683.0,1340.0,63000.0,-1.0,116000.0,96161.0,-1.0,80800.0,49.0,-1.0,-1.0,-1.0,-1.0,138.0,-1.0,900.0,12127.0,-1.0,18000.0,-1.0,-1.0,156400.0,31676.0,-1.0,-1.0,5463.0,150.0,-1.0,6752.0,138000.0,-1.0,-1.0,32100.0,-1.0,-1.0,92000.0,5374.0,-1.0,15217.0
1980,-1.0,-1.0,280.0,480.0,-1.0,-1.0,-1.0,2000.0,-1.0,9756.0,7100.0,7182.0,9119.0,-1.0,15100.0,170.0,36722.0,-1.0,3800.0,17800.0,540.0,-1.0,55128.0,4440.0,155760.0,53000.0,-1.0,2170.0,-1.0,380.0,-1.0,-1.0,1219.0,3000.0,-1.0,-1.0,141647.0,23500.0,15809.0,1340.0,39000.0,185.0,95000.0,67100.0,-1.0,79700.0,20.0,-1.0,-1.0,-1.0,-1.0,675.0,-1.0,800.0,11157.0,-1.0,19000.0,-1.0,-1.0,119500.0,22511.0,-1.0,-1.0,5303.0,200.0,-1.0,3900.0,112700.0,-1.0,-1.0,25166.0,-1.0,-1.0,96000.0,6945.0,-1.0,11211.0
1981,-1.0,-1.0,375.0,573.0,-1.0,-1.0,-1.0,2000.0,-1.0,10733.0,2800.0,6574.0,7219.0,-1.0,12800.0,210.0,60352.0,-1.0,1100.0,27223.0,749.0,-1.0,72522.0,7275.0,140200.0,56000.0,-1.0,2508.0,-1.0,400.0,-1.0,-1.0,1016.0,2700.0,-1.0,-1.0,54273.0,13028.0,8325.0,1472.0,27000.0,167.0,117000.0,62294.0,-1.0,75300.0,1.0,-1.0,-1.0,-1.0,-1.0,439.0,-1.0,500.0,10900.0,-1.0,20000.0,-1.0,-1.0,135000.0,35580.0,-1.0,-1.0,5910.0,250.0,-1.0,6526.0,98300.0,-1.0,-1.0,19713.0,-1.0,-1.0,95000.0,6888.0,-1.0,6628.0
1982,-1.0,-1.0,513.0,600.0,-1.0,-1.0,-1.0,2000.0,-1.0,20792.0,6800.0,5961.0,3632.0,-1.0,15400.0,240.0,56590.0,-1.0,3900.0,24255.0,829.0,-1.0,49617.0,6276.0,142070.0,58000.0,-1.0,1601.0,-1.0,600.0,-1.0,-1.0,1524.0,1400.0,-1.0,-1.0,213257.0,24835.0,36762.0,1300.0,56000.0,160.0,120000.0,87689.0,-1.0,72400.0,1.0,-1.0,-1.0,-1.0,-1.0,577.0,-1.0,500.0,13080.0,-1.0,24500.0,-1.0,-1.0,143500.0,35657.0,-1.0,-1.0,6350.0,300.0,-1.0,5447.0,123200.0,-1.0,-1.0,28564.0,-1.0,-1.0,105000.0,7863.0,-1.0,17190.0
1983,-1.0,-1.0,377.0,659.0,-1.0,-1.0,-1.0,3000.0,-1.0,17000.0,2900.0,8879.0,8415.0,-1.0,24100.0,300.0,68573.0,-1.0,2800.0,28563.0,810.0,-1.0,67649.0,4995.0,164380.0,60000.0,-1.0,3012.0,-1.0,800.0,-1.0,-1.0,1600.0,5000.0,-1.0,-1.0,211774.0,26701.0,36418.0,1200.0,39000.0,116.0,145000.0,93419.0,-1.0,73600.0,19.0,-1.0,-1.0,-1.0,-1.0,810.0,-1.0,500.0,12950.0,-1.0,25000.0,-1.0,-1.0,136500.0,33372.0,-1.0,-1.0,7000.0,450.0,-1.0,4185.0,98200.0,-1.0,-1.0,38643.0,-1.0,-1.0,110000.0,6105.0,-1.0,16760.0
1984,-1.0,-1.0,301.0,766.0,-1.0,-1.0,-1.0,3000.0,-1.0,17500.0,5400.0,7000.0,8148.0,-1.0,15000.0,360.0,53074.0,-1.0,3600.0,28643.0,800.0,-1.0,71365.0,4267.0,164930.0,62000.0,-1.0,2623.0,-1.0,700.0,-1.0,-1.0,1100.0,5750.0,-1.0,-1.0,213498.0,24580.0,24987.0,1100.0,46000.0,234.0,120000.0,96591.0,-1.0,77800.0,6.0,-1.0,-1.0,-1.0,-1.0,297.0,-1.0,400.0,12303.0,-1.0,27000.0,-1.0,-1.0,158600.0,28342.0,-1.0,-1.0,7850.0,400.0,-1.0,3467.0,114800.0,-1.0,-1.0,36565.0,-1.0,-1.0,105000.0,10126.0,-1.0,18925.0
1985,-1.0,-1.0,311.0,1050.0,-1.0,-1.0,-1.0,3000.0,-1.0,22111.0,4788.0,10332.0,8690.0,-1.0,23300.0,440.0,53089.0,-1.0,1800.0,27786.0,850.0,-1.0,75398.0,4678.0,120200.0,65000.0,-1.0,3051.0,-1.0,900.0,-1.0,-1.0,1000.0,6700.0,-1.0,-1.0,194250.0,22818.0,22567.0,1200.0,37000.0,217.0,125000.0,88500.0,-1.0,79579.0,19.0,-1.0,-1.0,-1.0,-1.0,535.0,-1.0,300.0,12672.0,-1.0,28500.0,-1.0,-1.0,157100.0,29501.0,-1.0,-1.0,8900.0,450.0,-1.0,3828.0,100800.0,-1.0,-1.0,30884.0,-1.0,-1.0,130000.0,9963.0,-1.0,15530.0
1986,-1.0,-1.0,358.0,911.0,-1.0,-1.0,-1.0,1100.0,-1.0,20700.0,3768.0,9000.0,3973.0,-1.0,16700.0,490.0,48832.0,-1.0,2900.0,31197.0,900.0,-1.0,83849.0,4848.0,125000.0,70000.0,-1.0,5472.0,-1.0,1000.0,-1.0,-1.0,1200.0,3100.0,-1.0,-1.0,181772.0,24725.0,22050.0,1306.0,35000.0,27.0,156000.0,82600.0,-1.0,63900.0,30.0,-1.0,-1.0,-1.0,-1.0,258.0,-1.0,700.0,9757.0,-1.0,30000.0,-1.0,-1.0,126400.0,24164.0,-1.0,-1.0,9500.0,500.0,-1.0,3948.0,91800.0,-1.0,-1.0,27642.0,-1.0,-1.0,140000.0,8019.0,-1.0,25925.0
1987,-1.0,-1.0,400.0,985.0,-1.0,-1.0,-1.0,1013.0,-1.0,18900.0,3630.0,10433.0,7857.0,-1.0,18700.0,549.0,57787.0,-1.0,2800.0,34869.0,1100.0,-1.0,86194.0,5144.0,195000.0,73000.0,-1.0,3733.0,-1.0,1100.0,-1.0,-1.0,800.0,2300.0,-1.0,-1.0,172680.0,20584.0,20437.0,826.0,34000.0,40.0,135000.0,73900.0,-1.0,68700.0,50.0,-1.0,-1.0,-1.0,-1.0,281.0,-1.0,500.0,8000.0,-1.0,33500.0,-1.0,-1.0,144510.0,29859.0,-1.0,-1.0,6250.0,450.0,-1.0,4044.0,101200.0,-1.0,-1.0,3840.0,-1.0,-1.0,120000.0,8060.0,-1.0,22500.0
1988,-1.0,-1.0,450.0,1078.0,-1.0,-1.0,-1.0,2000.0,-1.0,29100.0,1600.0,10500.0,5917.0,-1.0,18400.0,573.0,60441.0,-1.0,1700.0,34968.0,1200.0,-1.0,72753.0,5767.0,168700.0,75000.0,-1.0,3720.0,-1.0,1400.0,-1.0,-1.0,1300.0,5200.0,-1.0,-1.0,161172.0,17308.0,22817.0,1045.0,26800.0,71.0,135000.0,79200.0,-1.0,42900.0,100.0,-1.0,-1.0,-1.0,-1.0,1811.0,-1.0,500.0,5000.0,-1.0,36000.0,-1.0,-1.0,127100.0,31132.0,-1.0,-1.0,10550.0,750.0,-1.0,4567.0,77400.0,-1.0,-1.0,21554.0,-1.0,-1.0,135000.0,9462.0,-1.0,16400.0
1989,-1.0,-1.0,445.0,1022.0,-1.0,-1.0,-1.0,3500.0,-1.0,26500.0,3433.0,10500.0,6268.0,-1.0,14500.0,628.0,66926.0,-1.0,500.0,35626.0,1345.0,-1.0,82883.0,5226.0,175000.0,83328.0,-1.0,4459.0,-1.0,2600.0,-1.0,-1.0,700.0,5800.0,-1.0,-1.0,147561.0,26731.0,29012.0,100.0,24100.0,25.0,138000.0,79900.0,-1.0,64700.0,112.0,-1.0,-1.0,-1.0,-1.0,788.0,-1.0,700.0,10506.0,-1.0,39000.0,-1.0,-1.0,121340.0,31253.0,-1.0,-1.0,12600.0,700.0,-1.0,3881.0,101600.0,-1.0,-1.0,16807.0,-1.0,-1.0,134000.0,7636.0,-1.0,9200.0
1990,-1.0,-1.0,450.0,947.0,-1.0,-1.0,-1.0,3200.0,-1.0,19400.0,1582.0,10000.0,3828.0,-1.0,16100.0,659.0,61957.0,-1.0,900.0,47065.0,1698.0,-1.0,71511.0,6406.0,142180.0,85411.0,-1.0,2684.0,-1.0,2300.0,-1.0,-1.0,900.0,5500.0,-1.0,-1.0,140896.0,20236.0,20200.0,92.0,24301.0,6.0,135000.0,67700.0,-1.0,54900.0,143.0,-1.0,-1.0,1000.0,-1.0,260.0,-1.0,500.0,11310.0,-1.0,42000.0,-1.0,-1.0,100470.0,26768.0,-1.0,-1.0,13700.0,800.0,-1.0,4708.0,82422.0,0.0,-1.0,9348.0,-1.0,-1.0,143000.0,9000.0,0.0,10300.0
1991,-1.0,-1.0,477.0,1004.0,-1.0,-1.0,-1.0,3700.0,-1.0,20200.0,2246.0,9000.0,4382.0,-1.0,15400.0,714.0,57094.0,-1.0,600.0,30314.0,1624.0,-1.0,53479.0,7021.0,134800.0,92739.0,-1.0,3095.0,-1.0,2700.0,-1.0,-1.0,1200.0,5600.0,-1.0,-1.0,55943.0,21623.0,21810.0,148.0,13600.0,102.0,124000.0,59600.0,-1.0,73100.0,153.0,-1.0,-1.0,1100.0,-1.0,1823.0,-1.0,598.0,14300.0,-1.0,55195.0,-1.0,-1.0,104950.0,26095.0,-1.0,-1.0,14500.0,850.0,-1.0,5397.0,56117.0,0.0,-1.0,16263.0,-1.0,-1.0,150000.0,1382.0,0.0,7040.0
1992,68000.0,743.0,435.0,1127.0,-1.0,7596.0,-1.0,3800.0,-1.0,41814.0,4500.0,10000.0,2566.0,4465.0,15300.0,963.0,-1.0,-1.0,800.0,48085.0,1160.0,-1.0,65932.0,5921.0,186300.0,91854.0,30919.0,4066.0,2255.0,7000.0,6500.0,2400.0,800.0,5700.0,-1.0,17000.0,220000.0,25925.0,29839.0,100.0,32449.0,0.0,-1.0,73000.0,-1.0,89200.0,165.0,8804.0,-1.0,1200.0,18000.0,473.0,-1.0,715.0,13800.0,-1.0,60000.0,-1.0,-1.0,140731.0,27511.0,-1.0,11000.0,13000.0,940.0,-1.0,4761.0,73845.0,0.0,-1.0,25651.0,-1.0,78250.0,155000.0,1022.0,0.0,16400.0
1993,75500.0,1155.0,515.0,1219.0,-1.0,7000.0,-1.0,4000.0,-1.0,36400.0,3000.0,12000.0,2934.0,3420.0,17600.0,1213.0,-1.0,-1.0,1300.0,46212.0,1450.0,-1.0,32272.0,6493.0,152950.0,118544.0,30941.0,5056.0,2304.0,11000.0,14000.0,2400.0,1800.0,5800.0,-1.0,14000.0,186400.0,28963.0,-1.0,100.0,22811.0,0.0,-1.0,106400.0,-1.0,81900.0,300.0,6000.0,-1.0,1300.0,15271.0,563.0,-1.0,400.0,11500.0,6865.0,65000.0,18787.0,-1.0,131875.0,24427.0,-1.0,7000.0,16000.0,1500.0,-1.0,5043.0,70394.0,-1.0,-1.0,31629.0,-1.0,79800.0,155000.0,1482.0,-1.0,19400.0
1994,40000.0,709.0,550.0,175.0,-1.0,6619.0,-1.0,4200.0,-1.0,32344.0,1500.0,12000.0,5716.0,3499.0,13600.0,1519.0,-1.0,-1.0,300.0,51276.0,1500.0,-1.0,48058.0,7900.0,188060.0,130000.0,30644.0,3012.0,4536.0,2000.0,10000.0,3000.0,1400.0,6000.0,-1.0,14500.0,145400.0,24288.0,-1.0,100.0,18291.0,142.0,-1.0,70400.0,-1.0,70200.0,586.0,5000.0,-1.0,1400.0,17000.0,734.0,-1.0,1711.0,10500.0,7650.0,72000.0,18431.0,-1.0,140262.0,23649.0,-1.0,10000.0,18000.0,1341.0,-1.0,6400.0,77137.0,-1.0,-1.0,28851.0,-1.0,59500.0,160000.0,1023.0,-1.0,10700.0
