,USSR,Eritrea,Australia & New Zealand,Australia,Pakistan,Slovakia,Democratic Republic of the Congo,Ethiopia,Kenya,Romania,Serbia,Zambia,Botswana,Somalia,Tunisia,Albania,Brazil,Chad,Mozambique,Niger,Democratic People's Republic of Korea,Slovenia,Hungary,Argentina,Colombia,New Caledonia,India,Malta,Lesotho,Ecuador,Swaziland,Madagascar,Poland,Canada,Turkey,Jordan,Belgium-Luxembourg,Angola,Ethiopia PDR,Estonia,Melanesia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Republic of Korea,Egypt,Nigeria,Sudan,Mali,United Arab Emirates,Montenegro,Lebanon,Syrian Arab Republic,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,Spain,"China, mainland",Cyprus,Peru,Rwanda,Lithuania,Cameroon,Netherlands,Guatemala,Austria,Bhutan,Turkmenistan,Norway,Iraq,Czechia,United Republic of Tanzania,Burundi,Belgium,Nepal,Luxembourg,Libya,Bangladesh,Italy,Qatar,Germany,Uganda,Sweden,Uzbekistan,China,Finland,Republic of Moldova,Armenia,Sudan (former),Morocco,Mongolia,Chile,Honduras,Uruguay,Denmark,Zimbabwe,Kyrgyzstan,Malawi,Algeria,"China, Taiwan Province of",Israel,Japan,Belarus,Afghanistan,Switzerland,Thailand,Namibia,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Bosnia and Herzegovina,Yemen,Oman,Serbia and Montenegro,New Zealand,Russian Federation,Portugal,Bolivia (Plurinational State of),Paraguay,Venezuela (Bolivarian Republic of),Latvia,Ukraine,Kuwait,South Africa,Mauritania,Tajikistan,Ireland,Croatia,Bulgaria,Myanmar,Occupied Palestinian Territory
2005,,11565.0,20401.0,20210.0,25858.0,43111.0,12850.0,15567.0,23131.0,29985.0,,62104.0,11625.0,3871.0,16918.0,31582.0,19735.0,15000.0,11071.0,16112.0,25065.0,47005.0,45000.0,26356.0,23371.0,16667.0,26016.0,41828.0,7234.0,7220.0,15474.0,23381.0,39545.0,27381.0,23243.0,11731.0,,10863.0,,30818.0,16667.0,30811.0,24223.0,,69887.0,32058.0,64929.0,11000.0,,22001.0,20000.0,,29030.0,24523.0,47517.0,,20585.0,9480.0,28231.0,17707.0,42753.0,17570.0,13440.0,9083.0,37332.0,13393.0,85932.0,22678.0,50286.0,12754.0,31489.0,48925.0,8738.0,50522.0,28838.0,7387.0,82733.0,21344.0,60153.0,7576.0,17478.0,36352.0,23333.0,74651.0,16667.0,63334.0,42073.0,42753.0,37304.0,25989.0,20827.0,24615.0,10261.0,4775.0,44130.0,5195.0,29583.0,72328.0,35000.0,22410.0,8707.0,15057.0,31613.0,23458.0,40970.0,32812.0,18215.0,57321.0,7907.0,45255.0,54175.0,19889.0,79609.0,25818.0,30568.0,13134.0,31919.0,35626.0,80920.0,19324.0,6645.0,10741.0,20667.0,16885.0,36099.0,28457.0,17552.0,23665.0,20000.0,19603.0,84317.0,41144.0,31567.0,13929.0,20898.0
2006,,11604.0,9364.0,9173.0,25186.0,38264.0,12849.0,15204.0,21875.0,27737.0,34740.0,54946.0,10474.0,3692.0,14941.0,30787.0,15927.0,10000.0,12353.0,14992.0,24875.0,41907.0,40719.0,25302.0,15490.0,17000.0,26188.0,40385.0,2685.0,7774.0,15534.0,23256.0,32447.0,26096.0,23595.0,8517.0,,10000.0,,24173.0,17000.0,30098.0,22859.0,,67414.0,33429.0,64303.0,11270.0,,24229.0,26000.0,30903.0,28998.0,27599.0,52274.0,,23651.0,11348.0,25986.0,28755.0,47238.0,13951.0,13360.0,8510.0,23554.0,13402.0,83940.0,23033.0,49066.0,13481.0,35243.0,41632.0,13783.0,44900.0,20667.0,8007.0,82549.0,20745.0,59694.0,7879.0,15344.0,37295.0,20000.0,72007.0,18000.0,54627.0,42108.0,47238.0,35575.0,23196.0,15261.0,38320.0,20365.0,10830.0,44601.0,5264.0,31603.0,69964.0,36000.0,20684.0,12071.0,15068.0,40448.0,15453.0,38351.0,28191.0,13760.0,57987.0,8080.0,59308.0,56172.0,12469.0,80365.0,26050.0,31698.0,13474.0,28080.0,,68963.0,19492.0,23840.0,11113.0,21918.0,30137.0,27815.0,25308.0,17586.0,27516.0,21026.0,19967.0,91543.0,45833.0,34026.0,15217.0,20085.0
2007,,8395.0,11026.0,10788.0,27156.0,38249.0,12849.0,16711.0,30940.0,16100.0,33327.0,61511.0,9000.0,3785.0,18762.0,35496.0,22200.0,18651.0,11765.0,14894.0,24375.0,41799.0,35875.0,26234.0,18709.0,16364.0,27079.0,42857.0,4316.0,8186.0,14773.0,24444.0,39381.0,23221.0,21283.0,10114.0,,10000.0,,34746.0,16364.0,24020.0,22353.0,,62542.0,38128.0,64673.0,16923.0,,25029.0,30000.0,24369.0,22008.0,24231.0,50824.0,,21997.0,12983.0,27046.0,35692.0,46076.0,20261.0,12562.0,8948.0,39219.0,13412.0,72714.0,22229.0,47763.0,12921.0,31953.0,43973.0,14031.0,48600.0,10986.0,8407.0,78908.0,21563.0,55990.0,7879.0,18471.0,34137.0,23188.0,69611.0,17273.0,62571.0,44818.0,46076.0,39329.0,12925.0,25837.0,28258.0,6154.0,9392.0,47859.0,5257.0,28420.0,65610.0,29998.0,19985.0,22968.0,12742.0,42286.0,18501.0,43400.0,32770.0,18183.0,59851.0,8250.0,51342.0,56844.0,16682.0,72246.0,26722.0,34760.0,15441.0,30509.0,,84966.0,21007.0,21798.0,9210.0,25000.0,30429.0,35944.0,23420.0,23636.0,30142.0,20000.0,23500.0,84626.0,46408.0,21973.0,15816.0,19670.0
2008,,3307.0,16035.0,15831.0,24514.0,48693.0,12849.0,16245.0,25845.0,34222.0,42991.0,99387.0,8000.0,3806.0,17174.0,40168.0,25497.0,18000.0,12500.0,15129.0,23973.0,45265.0,50024.0,28271.0,18151.0,17119.0,28022.0,48333.0,2415.0,7466.0,15654.0,23810.0,40716.0,28521.0,21980.0,6290.0,,10000.0,,31831.0,17119.0,34101.0,29513.0,,71018.0,40639.0,65031.0,16563.0,,24316.0,30000.0,34576.0,28798.0,14397.0,50134.0,,15155.0,9715.0,30175.0,32483.0,47620.0,4954.0,13839.0,12968.0,42689.0,13422.0,87295.0,21449.0,56935.0,17655.0,25000.0,48653.0,13678.0,57726.0,10046.0,8431.0,87585.0,22252.0,66617.0,7879.0,21753.0,38689.0,30000.0,80873.0,17273.0,61087.0,44637.0,47620.0,36408.0,31202.0,24322.0,19458.0,13189.0,13987.0,45748.0,5251.0,28560.0,78638.0,30097.0,19402.0,16133.0,11038.0,44242.0,11457.0,42203.0,39752.0,12263.0,60062.0,8424.0,61420.0,60877.0,16834.0,82814.0,27251.0,37354.0,13846.0,30571.0,,81120.0,24459.0,23024.0,12931.0,20986.0,30133.0,38566.0,36698.0,23636.0,28476.0,20000.0,19866.0,89702.0,54833.0,41674.0,17364.0,13871.0
2009,,10706.0,15937.0,15706.0,26568.0,40557.0,12851.0,18269.0,16665.0,24305.0,36423.0,56991.0,,3834.0,21038.0,40229.0,20802.0,20000.0,12500.0,15088.0,22624.0,39643.0,38546.0,19628.0,16946.0,17685.0,29071.0,49286.0,3473.0,8617.0,15000.0,23798.0,41725.0,27855.0,25432.0,7862.0,,10000.0,,30146.0,17685.0,30756.0,26218.0,,74469.0,37067.0,63829.0,16667.0,,29665.0,30000.0,35981.0,27990.0,25754.0,49688.0,,20285.0,11900.0,29897.0,27103.0,47390.0,25499.0,14315.0,17079.0,42004.0,13433.0,92919.0,23704.0,49295.0,14371.0,19767.0,34075.0,18756.0,52425.0,5521.0,8583.0,94652.0,19338.0,65677.0,7895.0,21516.0,35859.0,23333.0,78091.0,16667.0,60776.0,46679.0,47390.0,41027.0,20988.0,22374.0,16042.0,21398.0,15593.0,40809.0,5244.0,33583.0,80373.0,30000.0,26285.0,15006.0,15975.0,44938.0,20646.0,32367.0,35428.0,19666.0,60213.0,8659.0,67214.0,58833.0,10737.0,79301.0,25946.0,37751.0,18901.0,30975.0,,74875.0,23182.0,17008.0,12862.0,21000.0,28986.0,36276.0,30930.0,23333.0,30475.0,19780.0,30343.0,81657.0,51896.0,31873.0,17601.0,13636.0
2010,,9410.0,16652.0,16390.0,25528.0,34646.0,12854.0,18385.0,31991.0,27000.0,33672.0,63118.0,,3868.0,18923.0,39905.0,28288.0,25007.0,13367.0,18119.0,21918.0,48044.0,37038.0,27113.0,17697.0,17670.0,28395.0,47688.0,14693.0,8912.0,15000.0,23884.0,39432.0,28085.0,24400.0,10307.0,,10526.0,,27368.0,17670.0,30443.0,32609.0,,64419.0,31173.0,55741.0,14685.0,,25001.0,59184.0,33583.0,27815.0,19280.0,54185.0,,19190.0,7336.0,31167.0,30498.0,47486.0,24995.0,14224.0,15631.0,33045.0,13846.0,89092.0,22021.0,50117.0,21637.0,17007.0,45970.0,19872.0,49923.0,11429.0,7358.0,88272.0,21289.0,59586.0,7762.0,23959.0,37421.0,22500.0,73102.0,16667.0,53966.0,45910.0,47484.0,34299.0,22872.0,21192.0,17935.0,17095.0,13805.0,57658.0,5238.0,32196.0,66264.0,27823.0,21674.0,15123.0,14838.0,27253.0,17507.0,27612.0,28851.0,19252.0,57490.0,8953.0,61929.0,61474.0,10189.0,76730.0,19381.0,26621.0,17843.0,41264.0,,81241.0,19181.0,14305.0,13920.0,25000.0,28949.0,34617.0,26816.0,23478.0,25623.0,20820.0,30159.0,85990.0,40415.0,35992.0,18137.0,17892.0
2011,,9325.0,20505.0,20301.0,28328.0,44953.0,12964.0,20288.0,20415.0,36650.0,42114.0,63068.0,,3900.0,20791.0,42301.0,26602.0,4923.0,17042.0,18861.0,20159.0,51770.0,41994.0,35063.0,15964.0,17642.0,29886.0,48018.0,9965.0,9249.0,16831.0,23835.0,41348.0,29568.0,27038.0,13818.0,,10959.0,,27960.0,17642.0,33458.0,27005.0,,61788.0,33484.0,65428.0,12796.0,,34378.0,49618.0,32354.0,28466.0,25366.0,54778.0,,13608.0,16609.0,29422.0,34475.0,48376.0,31232.0,14719.0,20478.0,33914.0,13971.0,77812.0,20957.0,58549.0,26686.0,30189.0,38511.0,19552.0,56921.0,10404.0,7061.0,84046.0,22747.0,55290.0,7696.0,26012.0,38335.0,23636.0,70139.0,17692.0,53786.0,47847.0,48374.0,38288.0,26376.0,28800.0,15982.0,19488.0,14961.0,58060.0,5231.0,33979.0,64672.0,26530.0,21445.0,15214.0,15277.0,21630.0,20129.0,35286.0,33088.0,15179.0,62952.0,9286.0,62151.0,61429.0,20684.0,77486.0,25089.0,35960.0,18667.0,33064.0,,72858.0,22645.0,12002.0,9731.0,25049.0,29372.0,30462.0,33533.0,23108.0,33157.0,16018.0,23359.0,98620.0,52237.0,39191.0,18088.0,16218.0
2012,,9612.0,21777.0,21511.0,27138.0,32856.0,13105.0,21102.0,29720.0,26593.0,39770.0,68135.0,,4000.0,20203.0,41096.0,23100.0,25000.0,9958.0,30090.0,14800.0,54376.0,37485.0,32199.0,15196.0,17614.0,31775.0,47818.0,8641.0,7995.0,20000.0,23895.0,41438.0,28645.0,26723.0,12391.0,,11282.0,,38994.0,17614.0,26956.0,26663.0,,71439.0,39098.0,65823.0,11192.0,17297.0,40285.0,33757.0,27827.0,28977.0,22517.0,56568.0,,13482.0,6829.0,31154.0,23718.0,50136.0,26811.0,14891.0,21680.0,47829.0,12308.0,85870.0,21957.0,41385.0,22471.0,29669.0,41011.0,24181.0,43156.0,9915.0,4448.0,84522.0,24123.0,58665.0,7817.0,27789.0,41293.0,22857.0,73312.0,14286.0,62379.0,47315.0,50135.0,39028.0,15760.0,26010.0,,12342.0,15650.0,49468.0,5225.0,21822.0,73687.0,24705.0,16751.0,15104.0,17639.0,33442.0,27825.0,41004.0,35822.0,20104.0,57763.0,8696.0,62561.0,59254.0,16989.0,66571.0,26879.0,37082.0,18095.0,46512.0,,89080.0,17727.0,10766.0,9186.0,26010.0,29863.0,43695.0,27999.0,38667.0,37476.0,21278.0,26758.0,72245.0,53473.0,37596.0,18293.0,19993.0
2013,,12000.0,17886.0,17609.0,27957.0,45808.0,13034.0,24446.0,27602.0,34786.0,42592.0,65435.0,,4000.0,14614.0,41292.0,27491.0,26421.0,10951.0,30090.0,15000.0,43528.0,46386.0,26581.0,16938.0,17586.0,31538.0,48194.0,12345.0,7064.0,20000.0,23956.0,44367.0,35943.0,28451.0,13807.0,,9035.0,,32754.0,17586.0,31978.0,27842.0,,72656.0,25852.0,66682.0,10000.0,19534.0,39754.0,31509.0,34357.0,29088.0,23158.0,52934.0,,14538.0,10762.0,31673.0,36447.0,50556.0,21935.0,14976.0,19924.0,43022.0,12879.0,87412.0,20208.0,53740.0,23392.0,34929.0,38841.0,23068.0,56676.0,9700.0,7276.0,89349.0,22902.0,63676.0,7805.0,30138.0,38441.0,22632.0,79979.0,14286.0,57792.0,47393.0,50553.0,38215.0,27551.0,31273.0,,21640.0,13369.0,58143.0,5218.0,33177.0,72992.0,23160.0,23654.0,14058.0,19100.0,19889.0,23715.0,38616.0,30610.0,20248.0,53833.0,12500.0,62941.0,64333.0,18367.0,73814.0,26719.0,39206.0,16915.0,36745.0,,91055.0,22288.0,17635.0,11167.0,26000.0,29815.0,38857.0,33931.0,22500.0,36993.0,21172.0,29735.0,89934.0,48846.0,41885.0,18600.0,24032.0
2014,,9947.0,20311.0,20061.0,28241.0,54640.0,13055.0,25433.0,22324.0,35984.0,39474.0,71559.0,,3968.0,20933.0,40001.0,22088.0,13006.0,10900.0,18978.0,18567.0,52302.0,47288.0,26670.0,14785.0,17558.0,31457.0,48569.0,9104.0,11204.0,18088.0,24016.0,49721.0,30946.0,24294.0,11926.0,,8249.0,,39864.0,17558.0,37550.0,30236.0,,73530.0,32603.0,65119.0,10000.0,21219.0,44420.0,31078.0,29215.0,29364.0,15718.0,51935.0,,14521.0,10901.0,29378.0,29806.0,52435.0,7245.0,15554.0,20077.0,45630.0,13231.0,91698.0,21118.0,59217.0,22341.0,30147.0,49211.0,23964.0,65104.0,16573.0,5763.0,94129.0,24960.0,61541.0,7794.0,30319.0,38107.0,25000.0,86296.0,15714.0,68060.0,47821.0,52433.0,40696.0,31667.0,32260.0,,17132.0,16800.0,53290.0,5212.0,26967.0,77833.0,21616.0,16893.0,12790.0,14753.0,30833.0,20503.0,40094.0,39424.0,20237.0,62346.0,10913.0,66667.0,42838.0,12519.0,85775.0,23975.0,28640.0,17206.0,36631.0,,86269.0,24976.0,20657.0,16571.0,15000.0,29815.0,37474.0,40119.0,40000.0,36721.0,20203.0,29681.0,100140.0,41560.0,42172.0,18955.0,19599.0
