,Burundi,"China, Taiwan Province of",Mozambique,Myanmar,Burkina Faso,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Bangladesh,Malawi,Yemen,Rwanda,Australia & New Zealand,Yugoslav SFR,Guatemala,Algeria,El Salvador,Senegal,Madagascar,Tajikistan,Haiti,Guinea,Botswana,Zambia,Chad,Sri Lanka,Grenada,Uruguay,Azerbaijan,Montserrat,Sudan (former),China,Uzbekistan,Colombia,United Republic of Tanzania,Guinea-Bissau,Kazakhstan,Saint Vincent and the Grenadines,Togo,Kenya,"China, mainland",Mali,Uganda,Italy,Costa Rica,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Gambia,Cameroon,Cuba,Armenia,Dominican Republic,South Sudan,Namibia,Benin,Pakistan,Spain,Afghanistan,Australia,Venezuela (Bolivarian Republic of),Cyprus,Thailand,Antigua and Barbuda,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Nigeria,Kyrgyzstan,Argentina,Cambodia,Paraguay,Georgia,India,Guadeloupe,Niger,Morocco,Ethiopia PDR,Republic of Korea,Mexico,USSR,Romania,Ecuador,Honduras,Israel,Viet Nam,Tunisia,Côte d'Ivoire,Nicaragua,Albania,Turkmenistan,South Africa,Central African Republic,Somalia,Egypt,Ghana,Iraq,Angola,Swaziland,Turkey
1971,9068.0,1424.0,383000.0,160700.0,74056.0,10.0,250483.0,4459626.0,6100.0,-1.0,-1.0,8346.0,-1.0,139100.0,85739.0,11300.0,53160.0,21000.0,333.0,35100.0,11600.0,71400.0,2410.0,62475.0,18318.0,10850.0,-1.0,7500.0,-1.0,1200.0,13000.0,301906.0,1838.0,170.0,982.0,-1.0,45.0,508122.0,4919424.0,-1.0,219000.0,400000.0,-1.0,-1.0,-1.0,29000.0,53000.0,4918000.0,77332.0,1042400.0,5153.0,520.0,30.0,16600.0,136325.0,15000.0,40.0,99045.0,-1.0,-1,3000.0,-1,-1.0,54322.0,1958700.0,78300.0,54000.0,35100.0,50765.0,401.0,42240.0,430.0,40838.0,4642084.0,307000.0,168100.0,-1.0,405000.0,-1.0,366770.0,80.0,33200.0,-1,7800000.0,300.0,20295.0,16800.0,16000.0,13786.0,457799.0,2770000.0,-1.0,8237.0,3253.0,33850.0,9200.0,350.0,35867.0,95864.0,21779.0,-1.0,24000.0,133500.0,15000.0,640622.0,1945.0,33900.0,91000.0,10245.0,688415.0
1972,8318.0,1173.0,330000.0,182225.0,70058.0,20.0,238212.0,4200000.0,6200.0,-1.0,-1.0,8236.0,-1.0,174200.0,101173.0,8900.0,49618.0,27019.0,260.0,40100.0,10170.0,70000.0,2350.0,72625.0,20359.0,11562.0,-1.0,7500.0,-1.0,1000.0,12000.0,275576.0,872.0,150.0,1600.0,-1.0,15.0,512256.0,4892173.0,-1.0,243200.0,400000.0,-1.0,-1.0,-1.0,26000.0,53000.0,4891000.0,77390.0,1124000.0,3600.0,210.0,50.0,46000.0,127580.0,15000.0,80.0,87679.0,-1.0,-1,3000.0,-1,-1.0,46988.0,2011300.0,122400.0,51600.0,40100.0,56320.0,334.0,53120.0,560.0,37175.0,5254365.0,340000.0,161300.0,-1.0,405000.0,-1.0,398400.0,100.0,57200.0,-1,7679000.0,270.0,12709.0,15500.0,20000.0,13031.0,523426.0,2735000.0,-1.0,13874.0,3637.0,34770.0,9000.0,0.0,51403.0,109786.0,22000.0,-1.0,81000.0,136278.0,9000.0,651964.0,3710.0,36700.0,54000.0,12130.0,760147.0
1973,8348.0,1046.0,308000.0,170348.0,66601.0,20.0,200417.0,4318609.0,5900.0,-1.0,-1.0,13522.0,-1.0,154400.0,110896.0,7540.0,53125.0,32140.0,400.0,43600.0,8795.0,89000.0,1790.0,85260.0,28630.0,13361.0,-1.0,7500.0,-1.0,1100.0,8000.0,269026.0,1306.0,150.0,3000.0,-1.0,10.0,479261.0,4938046.0,-1.0,250800.0,380000.0,-1.0,-1.0,-1.0,25000.0,53000.0,4937000.0,69456.0,1112000.0,3159.0,905.0,90.0,68200.0,134660.0,15000.0,200.0,61176.0,-1.0,-1,3000.0,-1,-1.0,54743.0,1845000.0,92500.0,74800.0,43600.0,58803.0,13.0,26240.0,610.0,37063.0,4844020.0,346000.0,178500.0,-1.0,445000.0,-1.0,457100.0,100.0,81100.0,-1,7574000.0,270.0,8890.0,16300.0,21800.0,13532.0,425134.0,2742000.0,1500.0,23066.0,6085.0,34440.0,8500.0,-1.0,56485.0,148356.0,23000.0,-1.0,81000.0,135948.0,5000.0,672128.0,4383.0,35818.0,98000.0,12653.0,677261.0
1974,7076.0,785.0,283000.0,170471.0,61520.0,40.0,205475.0,3630858.0,4054.0,-1.0,-1.0,17988.0,-1.0,154300.0,165858.0,7301.0,54372.0,32950.0,200.0,41700.0,8107.0,104000.0,1110.0,95060.0,38588.0,16089.0,-1.0,7500.0,-1.0,1100.0,3961.0,272156.0,1016.0,100.0,1200.0,-1.0,5.0,511237.0,5008785.0,-1.0,258400.0,395000.0,-1.0,-1.0,-1.0,28000.0,53000.0,5008000.0,68058.0,503900.0,4952.0,1020.0,85.0,55000.0,148190.0,15000.0,300.0,64528.0,-1.0,-1,2000.0,-1,-1.0,48474.0,2031100.0,100700.0,138000.0,41700.0,64688.0,-1.0,49600.0,380.0,36557.0,5077358.0,369000.0,164200.0,-1.0,486000.0,-1.0,474000.0,100.0,93200.0,-1,7559000.0,230.0,15209.0,17400.0,22000.0,10548.0,578322.0,2880000.0,5400.0,45929.0,9286.0,42560.0,7800.0,-1.0,58178.0,181580.0,23300.0,-1.0,87000.0,135027.0,4000.0,610376.0,4461.0,26065.0,97000.0,11000.0,837896.0
1975,6919.0,338.0,283000.0,171135.0,68005.0,809.0,208126.0,3876389.0,2500.0,-1.0,-1.0,18952.0,-1.0,138300.0,146493.0,6203.0,38139.0,24000.0,350.0,38500.0,6126.0,111000.0,1080.0,88130.0,37483.0,16031.0,-1.0,7500.0,-1.0,1100.0,4100.0,331962.0,1721.0,100.0,858.0,-1.0,12.0,490653.0,4950338.0,-1.0,280700.0,231000.0,-1.0,-1.0,-1.0,28000.0,80000.0,4950000.0,87411.0,571100.0,4652.0,391.0,100.0,53540.0,133670.0,15000.0,451.0,73178.0,-1.0,-1,3000.0,-1,-1.0,31015.0,1851100.0,62100.0,112000.0,38500.0,78362.0,-1.0,28480.0,343.0,26451.0,3559565.0,290000.0,151100.0,-1.0,500000.0,-1.0,505000.0,100.0,100000.0,-1,7458000.0,150.0,16409.0,11600.0,22600.0,6142.0,226783.0,2924000.0,4700.0,32484.0,8210.0,41070.0,6800.0,-1.0,58756.0,178080.0,23300.0,-1.0,46000.0,134123.0,12000.0,565428.0,13204.0,26267.0,61000.0,20000.0,670000.0
1976,6560.0,196.0,243000.0,155745.0,79225.0,2833.0,181756.0,3409185.0,3140.0,-1.0,-1.0,6868.0,-1.0,149900.0,99003.0,5310.0,40266.0,27000.0,392.0,29800.0,5472.0,83500.0,470.0,73990.0,43845.0,17515.0,-1.0,7500.0,-1.0,1100.0,6012.0,315045.0,1977.0,100.0,806.0,-1.0,12.0,412000.0,4924196.0,-1.0,285600.0,364000.0,-1.0,-1.0,-1.0,35000.0,79000.0,4924000.0,107309.0,497438.0,2537.0,2923.0,102.0,29665.0,98290.0,15000.0,928.0,59930.0,-1.0,-1,4100.0,-1,-1.0,26142.0,1864700.0,56300.0,128000.0,29800.0,51409.0,13.0,23840.0,419.0,25469.0,4416475.0,295000.0,143600.0,-1.0,526000.0,-1.0,413600.0,2000.0,109900.0,-1,6885000.0,80.0,12707.0,18100.0,26500.0,6648.0,234981.0,2949000.0,5000.0,30000.0,4600.0,43410.0,6800.0,-1.0,65475.0,143220.0,23500.0,-1.0,26000.0,127092.0,12000.0,524260.0,12990.0,25330.0,61000.0,16000.0,581165.0
1977,7995.0,219.0,136000.0,126075.0,68767.0,3000.0,186507.0,4096970.0,3210.0,-1.0,-1.0,1784.0,-1.0,182600.0,116985.0,5366.0,40000.0,18300.0,450.0,35300.0,3847.0,122227.0,130.0,79310.0,47109.0,20403.0,-1.0,9156.0,-1.0,1100.0,10509.0,281588.0,2099.0,100.0,693.0,-1.0,12.0,422500.0,4840219.0,-1.0,377200.0,389000.0,-1.0,-1.0,-1.0,18958.0,80000.0,4840000.0,99575.0,405000.0,3633.0,13500.0,127.0,39800.0,109937.0,15000.0,2338.0,48436.0,-1.0,-1,4100.0,-1,-1.0,20379.0,1843200.0,77500.0,128000.0,35300.0,47180.0,13.0,79680.0,356.0,18670.0,5372248.0,316000.0,136600.0,-1.0,704000.0,-1.0,518000.0,5000.0,200200.0,-1,7866000.0,0.0,7535.0,17800.0,26700.0,6107.0,419630.0,2992000.0,2000.0,26200.0,10245.0,55130.0,11700.0,-1.0,64767.0,198100.0,22000.0,-1.0,63000.0,124901.0,12000.0,597813.0,23917.0,20917.0,61000.0,13000.0,776809.0
1978,8211.0,253.0,162000.0,130168.0,71714.0,3000.0,169145.0,3951040.0,5900.0,-1.0,-1.0,1245.0,-1.0,159700.0,135144.0,6684.0,36000.0,20700.0,0.0,41600.0,3146.0,123243.0,150.0,99470.0,48299.0,22213.0,-1.0,12468.0,-1.0,1100.0,21440.0,267302.0,3250.0,118.0,903.0,-1.0,15.0,470400.0,4862253.0,-1.0,327900.0,455000.0,-1.0,-1.0,-1.0,16740.0,126000.0,4862000.0,113069.0,677500.0,2942.0,10571.0,83.0,33000.0,115698.0,15000.0,1746.0,47130.0,-1.0,-1,3100.0,-1,-1.0,26223.0,1891200.0,43400.0,112000.0,41600.0,46570.0,20.0,63200.0,353.0,18173.0,5018030.0,280000.0,140100.0,-1.0,635000.0,-1.0,607000.0,3500.0,284900.0,-1,8120000.0,-1.0,9044.0,8400.0,29000.0,6532.0,349767.0,3038000.0,1900.0,20400.0,17760.0,65680.0,10300.0,-1.0,87549.0,212380.0,21500.0,-1.0,81000.0,115861.0,12000.0,499213.0,16187.0,17129.0,61000.0,20000.0,653000.0
1979,7775.0,173.0,121000.0,164686.0,82030.0,7000.0,154768.0,3646145.0,9370.0,-1.0,-1.0,5878.0,-1.0,135100.0,96985.0,6012.0,34000.0,17600.0,0.0,49800.0,1577.0,123366.0,100.0,102270.0,30908.0,17900.0,-1.0,13626.0,-1.0,1100.0,24146.0,179773.0,3410.0,124.0,615.0,-1.0,15.0,424700.0,4507173.0,-1.0,186500.0,400000.0,-1.0,-1.0,-1.0,25509.0,89950.0,4507000.0,118612.0,417000.0,2210.0,12000.0,29.0,34265.0,134719.0,15000.0,1204.0,56594.0,-1.0,-1,4200.0,-1,-1.0,30372.0,2081000.0,46600.0,84000.0,49800.0,38466.0,20.0,117440.0,330.0,16123.0,5192408.0,174900.0,95000.0,-1.0,526000.0,-1.0,669000.0,800.0,312500.0,-1,8077000.0,-1.0,4727.0,8114.0,28000.0,8163.0,374878.0,3090000.0,1900.0,20200.0,13271.0,62880.0,6700.0,-1.0,107254.0,173740.0,21000.0,-1.0,100000.0,90000.0,12000.0,502122.0,12140.0,15250.0,61000.0,18689.0,612000.0
1980,6490.0,209.0,130000.0,143174.0,74948.0,17000.0,140945.0,3699495.0,7006.0,-1.0,-1.0,20217.0,-1.0,142400.0,89921.0,7595.0,32000.0,12000.0,-1.0,75000.0,706.0,122992.0,100.0,84560.0,29913.0,16985.0,-1.0,10000.0,-1.0,1100.0,30300.0,166485.0,1135.0,120.0,87.0,-1.0,12.0,411200.0,4915209.0,-1.0,216900.0,387000.0,1000.0,-1.0,-1.0,26306.0,160000.0,4915000.0,102352.0,312400.0,2940.0,7447.0,30.0,24035.0,147999.0,15000.0,1953.0,65130.0,-1.0,-1,5900.0,-1,-1.0,24937.0,2108500.0,62659.0,45000.0,75000.0,36261.0,13.0,144461.0,191.0,12405.0,5347800.0,122000.0,92000.0,-1.0,476000.0,-1.0,567500.0,200.0,258300.0,-1,7820000.0,-1.0,4230.0,13119.0,53000.0,8664.0,355330.0,3147000.0,900.0,19416.0,12730.0,62190.0,6500.0,-1.0,122983.0,44823.0,20800.0,-1.0,120000.0,84762.0,12000.0,522701.0,10117.0,13700.0,6000.0,22800.0,671700.0
1981,6713.0,135.0,180000.0,192420.0,65240.0,15000.0,143433.0,3510972.0,7100.0,-1.0,-1.0,27156.0,-1.0,131700.0,125054.0,16518.0,37000.0,21300.0,-1.0,83600.0,1046.0,102270.0,100.0,58240.0,31997.0,18725.0,-1.0,12500.0,-1.0,1100.0,36460.0,133899.0,1080.0,120.0,16.0,-1.0,30.0,391500.0,5180135.0,-1.0,221100.0,350000.0,1500.0,-1.0,-1.0,29444.0,121000.0,5180000.0,79163.0,121300.0,1694.0,8000.0,50.0,14350.0,156943.0,15000.0,2565.0,63340.0,-1.0,-1,7000.0,-1,-1.0,18182.0,2214100.0,72200.0,73000.0,83600.0,20733.0,9.0,152302.0,132.0,12760.0,5601300.0,198950.0,83000.0,-1.0,445000.0,-1.0,282000.0,200.0,244076.0,-1,8057400.0,-1.0,2097.0,11300.0,53000.0,4808.0,349210.0,3164000.0,1000.0,24086.0,7832.0,60710.0,7000.0,-1.0,126310.0,94256.0,20900.0,-1.0,115000.0,54000.0,12000.0,494936.0,9000.0,10300.0,12000.0,20000.0,653600.0
1982,6150.0,100.0,142000.0,200565.0,71970.0,10000.0,158779.0,3624217.0,7068.0,-1.0,-1.0,34706.0,-1.0,138600.0,109014.0,20013.0,30000.0,23400.0,-1.0,103500.0,962.0,78820.0,100.0,52500.0,42018.0,17480.0,-1.0,12500.0,-1.0,1100.0,23870.0,137734.0,849.0,120.0,11.0,-1.0,20.0,408318.0,5823100.0,-1.0,99200.0,371000.0,1500.0,-1.0,-1.0,23480.0,106000.0,5823000.0,97868.0,150300.0,738.0,4000.0,30.0,8300.0,131952.0,16000.0,2760.0,54620.0,-1.0,-1,7000.0,-1,-1.0,26826.0,2262900.0,49400.0,66700.0,103500.0,14284.0,4.0,107141.0,167.0,12711.0,3939100.0,197702.0,170000.0,-1.0,429000.0,-1.0,399400.0,300.0,246100.0,-1,7870700.0,-1.0,1677.0,10450.0,53000.0,3802.0,170277.0,3188000.0,1000.0,17400.0,8023.0,55680.0,11300.0,-1.0,124609.0,92906.0,19900.0,-1.0,107000.0,68500.0,12000.0,447738.0,9000.0,11325.0,14000.0,13000.0,595000.0
1983,4846.0,5.0,110000.0,194400.0,76213.0,13000.0,175700.0,2926496.0,7192.0,-1.0,-1.0,36100.0,-1.0,174500.0,132976.0,17515.0,32597.0,23400.0,-1.0,96500.0,1113.0,59500.0,100.0,48860.0,33353.0,19930.0,-1.0,13000.0,78.0,1100.0,33140.0,175760.0,540.0,120.0,9.0,-1.0,20.0,423020.0,6071205.0,-1.0,76700.0,446990.0,1500.0,-1.0,-1.0,26000.0,112000.0,6071200.0,104459.0,169600.0,90.0,2551.0,50.0,8360.0,84906.0,16000.0,1235.0,71090.0,-1.0,-1,7200.0,-1,-1.0,39673.0,2220700.0,39600.0,68000.0,96500.0,22804.0,-1.0,100009.0,80.0,12622.0,2973460.0,183700.0,175000.0,-1.0,405000.0,-1.0,343400.0,300.0,262600.0,-1,7721000.0,-1.0,3848.0,10685.0,53000.0,3386.0,212744.0,3192000.0,5000.0,5370.0,4510.0,57250.0,13400.0,-1.0,128385.0,90405.0,17600.0,-1.0,105000.0,72000.0,12000.0,420000.0,8000.0,11500.0,14000.0,15000.0,605000.0
