,Burundi,"China, Taiwan Province of",Mozambique,Myanmar,Burkina Faso,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Bangladesh,Malawi,Yemen,Rwanda,Australia & New Zealand,Yugoslav SFR,Guatemala,Algeria,El Salvador,Senegal,Madagascar,Tajikistan,Haiti,Guinea,Botswana,Zambia,Chad,Sri Lanka,Grenada,Uruguay,Azerbaijan,Montserrat,Sudan (former),China,Uzbekistan,Colombia,United Republic of Tanzania,Guinea-Bissau,Kazakhstan,Saint Vincent and the Grenadines,Togo,Kenya,"China, mainland",Mali,Uganda,Italy,Costa Rica,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Gambia,Cameroon,Cuba,Armenia,Dominican Republic,South Sudan,Namibia,Benin,Pakistan,Spain,Afghanistan,Australia,Venezuela (Bolivarian Republic of),Cyprus,Thailand,Antigua and Barbuda,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Nigeria,Kyrgyzstan,Argentina,Cambodia,Paraguay,Georgia,India,Guadeloupe,Niger,Morocco,Ethiopia PDR,Republic of Korea,Mexico,USSR,Romania,Ecuador,Honduras,Israel,Viet Nam,Tunisia,Côte d'Ivoire,Nicaragua,Albania,Turkmenistan,South Africa,Central African Republic,Somalia,Egypt,Ghana,Iraq,Angola,Swaziland,Turkey
1961,12182.0,2102.0,309000.0,133723.0,22925.0,600.0,249109.0,2023000.0,5000.0,-1.0,-1.0,11000.0,-1.0,216614.0,1230.0,15783.0,33066.0,19176.0,300.0,15000.0,10200.0,44700.0,5510.0,58165.0,500.0,1500.0,-1.0,11000.0,-1.0,1000.0,-1.0,298100.0,3034.0,567.0,658.0,-1.0,130.0,380525.0,3868102.0,-1.0,150000.0,240000.0,-1.0,-1.0,240.0,51000.0,38850.0,3866000.0,42565.0,839100.0,21941.0,2100.0,320.0,2000.0,243851.0,15000.0,-1.0,63412.0,18100.0,-1,9900.0,-1,-1.0,20608.0,1395800.0,318700.0,76892.0,15000.0,45426.0,1204.0,52800.0,500.0,60255.0,6327000.0,340000.0,101000.0,-1.0,300000.0,-1.0,499200.0,17405.0,35000.0,-1,7719000.0,250.0,5770.0,6000.0,3500.0,48133.0,793964.0,2335000.0,300.0,20300.0,1743.0,16720.0,16500.0,650.0,12000.0,55415.0,22916.0,-1.0,15000.0,128900.0,15000.0,834385.0,-1.0,34000.0,38654.0,6515.0,649000.0
1962,7296.0,2515.0,302000.0,168776.0,36600.0,800.0,302394.0,2226000.0,4000.0,-1.0,-1.0,15000.0,-1.0,278000.0,600.0,16188.0,36612.0,19773.0,300.0,11700.0,9490.0,71600.0,5000.0,77193.0,804.0,1670.0,-1.0,10000.0,-1.0,1000.0,-1.0,338800.0,236.0,567.0,1088.0,-1.0,110.0,475791.0,3496515.0,-1.0,169000.0,280000.0,-1.0,-1.0,450.0,43325.0,51395.0,3494000.0,50440.0,730400.0,21984.0,2550.0,260.0,2000.0,252887.0,15000.0,-1.0,67686.0,19600.0,-1,9400.0,-1,-1.0,24925.0,1374100.0,346200.0,91056.0,11700.0,46870.0,1271.0,57760.0,375.0,54818.0,6300462.0,360000.0,121000.0,-1.0,300000.0,-1.0,537200.0,4500.0,50000.0,-1,7845000.0,350.0,8195.0,8900.0,6000.0,52289.0,787025.0,2387000.0,37.0,23997.0,4532.0,16540.0,17000.0,570.0,17000.0,72975.0,21913.0,-1.0,20000.0,131800.0,16500.0,695910.0,-1.0,34000.0,36365.0,6809.0,660000.0
1963,9398.0,2351.0,258000.0,200303.0,45800.0,60.0,291747.0,2226000.0,4000.0,-1.0,-1.0,12000.0,-1.0,233000.0,2970.0,15738.0,36518.0,27857.0,300.0,15300.0,10500.0,90000.0,4600.0,88381.0,2023.0,2140.0,-1.0,8000.0,-1.0,1000.0,546.0,282200.0,1631.0,603.0,1817.0,-1.0,120.0,447777.0,4407351.0,-1.0,141100.0,309000.0,-1.0,-1.0,120.0,55590.0,47267.0,4405000.0,57049.0,814900.0,16238.0,2950.0,180.0,2000.0,256800.0,15000.0,-1.0,72227.0,18300.0,-1,9000.0,-1,-1.0,21099.0,1470600.0,262722.0,121408.0,15300.0,41940.0,1338.0,69600.0,445.0,51900.0,5751000.0,370000.0,121000.0,-1.0,300000.0,-1.0,519100.0,3925.0,63000.0,-1,8160000.0,200.0,11800.0,12852.0,3500.0,25122.0,846580.0,2480000.0,-1.0,20995.0,6693.0,12340.0,17000.0,490.0,24000.0,91250.0,22956.0,-1.0,32000.0,124900.0,10000.0,683583.0,-1.0,24600.0,36691.0,10364.0,628485.0
1964,8270.0,2595.0,279000.0,235102.0,52500.0,50.0,286516.0,2327000.0,5500.0,-1.0,-1.0,12000.0,-1.0,141000.0,5500.0,14164.0,38060.0,23303.0,600.0,15600.0,9880.0,97600.0,3950.0,114136.0,100.0,2900.0,-1.0,7500.0,-1.0,1287.0,1295.0,289300.0,573.0,283.0,2798.0,-1.0,100.0,440849.0,4932595.0,-1.0,150000.0,348000.0,-1.0,-1.0,185.0,61000.0,57830.0,4930000.0,67589.0,864800.0,15369.0,5550.0,195.0,4000.0,245980.0,15000.0,-1.0,78922.0,3000.0,-1,5600.0,-1,-1.0,25150.0,1466800.0,196710.0,121408.0,15600.0,48093.0,321.0,66080.0,250.0,45794.0,5688000.0,370000.0,81000.0,-1.0,300000.0,-1.0,519600.0,5500.0,48600.0,-1,8268000.0,200.0,14900.0,13400.0,4000.0,22978.0,808690.0,2461000.0,-1.0,22690.0,8576.0,12825.0,16800.0,254.0,18000.0,112060.0,23073.0,-1.0,51000.0,115200.0,10000.0,676691.0,-1.0,36000.0,38953.0,11149.0,680000.0
1965,9932.0,2085.0,358000.0,232412.0,49720.0,50.0,287800.0,2327000.0,5500.0,-1.0,-1.0,12000.0,-1.0,135560.0,14261.0,14974.0,40974.0,38706.0,719.0,15300.0,8290.0,99700.0,3830.0,110950.0,400.0,3740.0,-1.0,8000.0,-1.0,1100.0,2469.0,296300.0,1133.0,283.0,2055.0,-1.0,90.0,448466.0,5000085.0,-1.0,148000.0,439652.0,-1.0,-1.0,240.0,57305.0,57466.0,4998000.0,56228.0,907200.0,14244.0,8180.0,185.0,4000.0,238135.0,15000.0,-1.0,91755.0,4200.0,-1,5600.0,-1,-1.0,27218.0,1561400.0,197615.0,80939.0,15300.0,54934.0,726.0,72480.0,400.0,45939.0,5508787.0,370000.0,61000.0,-1.0,300000.0,-1.0,533500.0,6200.0,56700.0,-1,7943000.0,150.0,16580.0,17200.0,6000.0,19065.0,813318.0,2442000.0,-1.0,27260.0,13945.0,17450.0,17300.0,200.0,20000.0,130090.0,22765.0,-1.0,42000.0,109500.0,10000.0,798200.0,-1.0,32000.0,41220.0,12950.0,685000.0
1966,9364.0,1543.0,367617.0,204197.0,52355.0,30.0,255097.0,2226000.0,6000.0,-1.0,-1.0,12000.0,-1.0,132980.0,18138.0,14600.0,52618.0,17687.0,365.0,22200.0,7890.0,84100.0,4640.0,82061.0,1000.0,4595.0,-1.0,7500.0,-1.0,798.0,2711.0,299487.0,952.0,283.0,920.0,-1.0,40.0,440997.0,4921543.0,-1.0,164000.0,452076.0,-1.0,-1.0,240.0,57305.0,57466.0,4920000.0,48080.0,880100.0,10660.0,6800.0,230.0,5061.0,203990.0,15000.0,-1.0,97820.0,2800.0,-1,3000.0,-1,-1.0,29093.0,1608600.0,234100.0,48000.0,22200.0,43732.0,602.0,79200.0,790.0,49448.0,3865503.0,340000.0,61000.0,-1.0,300000.0,-1.0,440700.0,3900.0,62800.0,-1,7834000.0,450.0,16327.0,20700.0,12500.0,18671.0,695379.0,2463000.0,-1.0,23900.0,14294.0,21930.0,14100.0,150.0,20000.0,142656.0,22728.0,-1.0,71000.0,127000.0,10000.0,780900.0,-1.0,32000.0,37934.0,16187.0,712000.0
1967,9692.0,1552.0,409461.0,173313.0,65408.0,40.0,239400.0,3719805.0,6000.0,-1.0,-1.0,12000.0,-1.0,136470.0,23613.0,14600.0,56434.0,14400.0,416.0,21500.0,10000.0,89500.0,4310.0,49391.0,3000.0,5605.0,-1.0,5500.0,-1.0,742.0,2388.0,298388.0,2017.0,283.0,1122.0,-1.0,80.0,486604.0,5094552.0,-1.0,174500.0,402000.0,-1.0,-1.0,185.0,61574.0,57480.0,5093000.0,58839.0,870410.0,8990.0,7800.0,95.0,4888.0,181135.0,15000.0,-1.0,98081.0,3500.0,-1,1200.0,-1,-1.0,29713.0,1732500.0,143896.0,52800.0,21500.0,49807.0,696.0,96640.0,781.0,50724.0,3236226.0,300000.0,69000.0,-1.0,300000.0,-1.0,330000.0,2700.0,38200.0,-1,8215000.0,850.0,17225.0,16500.0,15700.0,17309.0,662018.0,2442000.0,-1.0,23706.0,13945.0,29410.0,12600.0,50.0,31000.0,151474.0,22662.0,-1.0,71000.0,125800.0,10000.0,683037.0,-1.0,37000.0,41416.0,17401.0,717600.0
1968,9376.0,1590.0,377347.0,169872.0,71648.0,40.0,279426.0,3902238.0,6100.0,-1.0,-1.0,12000.0,-1.0,141090.0,49921.0,13800.0,45299.0,10289.0,298.0,31100.0,12100.0,96300.0,4290.0,40950.0,6400.0,7500.0,-1.0,4000.0,-1.0,890.0,5746.0,295435.0,1138.0,283.0,1173.0,-1.0,80.0,482662.0,4982590.0,-1.0,199000.0,363700.0,-1.0,-1.0,120.0,54000.0,65000.0,4981000.0,70977.0,827900.0,7168.0,5800.0,55.0,5960.0,166235.0,15000.0,-1.0,101314.0,-1.0,-1,1200.0,-1,-1.0,40049.0,1757200.0,136277.0,54600.0,31100.0,46374.0,468.0,103840.0,405.0,42856.0,4111549.0,338000.0,121000.0,-1.0,300000.0,-1.0,282000.0,6300.0,37200.0,-1,7649000.0,800.0,17963.0,14500.0,17600.0,16443.0,705335.0,2445000.0,-1.0,21036.0,11156.0,30165.0,11000.0,100.0,41000.0,147080.0,22115.0,-1.0,71000.0,130000.0,12000.0,615000.0,170.0,36000.0,46384.0,16187.0,712835.0
1969,9154.0,2261.0,378198.0,121425.0,84976.0,30.0,299072.0,4194676.0,6000.0,-1.0,-1.0,11542.0,-1.0,157950.0,88333.0,13800.0,37212.0,23234.0,337.0,32500.0,11321.0,84633.0,4170.0,50960.0,9808.0,9500.0,-1.0,4000.0,-1.0,931.0,8500.0,291162.0,1206.0,260.0,615.0,-1.0,30.0,469646.0,4826761.0,-1.0,236060.0,436200.0,-1.0,-1.0,120.0,49000.0,64749.0,4824500.0,51783.0,844300.0,6867.0,2450.0,50.0,7200.0,168620.0,15000.0,-1.0,108193.0,-1.0,-1,3000.0,-1,-1.0,31884.0,1743800.0,149887.0,55000.0,32500.0,48670.0,602.0,81280.0,350.0,43735.0,4472159.0,380000.0,142000.0,-1.0,364000.0,-1.0,405900.0,11700.0,60000.0,-1,7712000.0,800.0,22031.0,17000.0,21800.0,16837.0,513224.0,2540000.0,-1.0,21730.0,10110.0,32745.0,10000.0,350.0,50000.0,132063.0,21886.0,-1.0,81000.0,133076.0,12000.0,681370.0,705.0,33000.0,71562.0,12997.0,638520.0
1970,9275.0,1921.0,370941.0,118979.0,80557.0,20.0,249403.0,4298573.0,6200.0,-1.0,-1.0,11330.0,-1.0,143000.0,79041.0,7300.0,48216.0,16574.0,280.0,31700.0,13543.0,74200.0,1960.0,55916.0,13600.0,10563.0,-1.0,4500.0,-1.0,800.0,7000.0,301575.0,1400.0,180.0,983.0,-1.0,35.0,527729.0,4993921.0,-1.0,267000.0,440000.0,-1.0,-1.0,120.0,29000.0,80936.0,4992000.0,65703.0,881600.0,4778.0,480.0,30.0,8280.0,143825.0,15000.0,11.0,102055.0,-1.0,-1,3500.0,-1,-1.0,38507.0,1747000.0,90800.0,54300.0,31700.0,43291.0,268.0,28000.0,400.0,41912.0,4514205.0,320000.0,179300.0,-1.0,445000.0,-1.0,452100.0,1300.0,46250.0,-1,7608000.0,800.0,19995.0,17000.0,22000.0,16010.0,411172.0,2746000.0,-1.0,8720.0,4114.0,34930.0,9700.0,100.0,35000.0,109063.0,21994.0,-1.0,81000.0,125878.0,12000.0,683470.0,894.0,33000.0,79300.0,14108.0,527635.0
