,Burundi,"China, Hong Kong SAR","China, Taiwan Province of",Mozambique,Belize,Myanmar,Burkina Faso,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,United Republic of Tanzania,Nepal,Thailand,Indonesia,Pacific Islands Trust Territory,Liberia,Greece,Zimbabwe,Bangladesh,Malawi,Melanesia,Papua New Guinea,Rwanda,Portugal,Australia & New Zealand,Yugoslav SFR,Guatemala,Algeria,Senegal,Madagascar,Tajikistan,Haiti,Ukraine,Guinea,Saudi Arabia,Fiji,Chad,Sri Lanka,Uruguay,Azerbaijan,Egypt,Mauritania,China,Uzbekistan,Colombia,Brunei Darussalam,Micronesia (Federated States of),Chile,Guinea-Bissau,Kazakhstan,South Africa,Mauritius,Suriname,Hungary,France,Togo,Micronesia,Kenya,"China, mainland",Russian Federation,Nicaragua,Uganda,Costa Rica,Bolivia (Plurinational State of),Peru,Gambia,Cameroon,Zambia,Malaysia,Comoros,Dominican Republic,South Sudan,Benin,Pakistan,Japan,Afghanistan,Iraq,The former Yugoslav Republic of Macedonia,Venezuela (Bolivarian Republic of),Spain,Guyana,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Somalia,Cuba,Kyrgyzstan,French Guiana,Argentina,Cambodia,Timor-Leste,Paraguay,Democratic People's Republic of Korea,India,El Salvador,Niger,Morocco,Bhutan,Congo,Republic of Korea,Gabon,USSR,Romania,Ecuador,Honduras,Mexico,Viet Nam,Côte d'Ivoire,Mali,Albania,Turkmenistan,Jamaica,Solomon Islands,Trinidad and Tobago,Italy,Central African Republic,Sierra Leone,Australia,Panama,Ghana,Sudan (former),Angola,Nigeria,Swaziland,Turkey
1991,650.0,0.0,25000.0,8733.0,353.0,528709.0,1240.0,256900.0,2.0,370626.0,73430.0,27591.0,77000.0,580349.0,421000.0,-1.0,6000.0,2160.0,9.0,1017842.0,1021.0,999.0,32.0,436.0,5527.0,13000.0,1565.0,924.0,74.0,5159.0,93920.0,-1.0,5232.0,-1.0,23577.0,0.0,940.0,2670.0,84200.0,17178.0,-1.0,71540.0,1018.0,7675000.0,-1.0,63536.0,33.0,0.0,5082.0,4552.0,-1.0,72.0,0.0,8700.0,1757.0,3200.0,1092.0,0.0,875.0,7650000.0,-1.0,2438.0,5000.0,3690.0,5382.0,13831.0,886.0,750.0,575.0,19510.0,1820.0,11025.0,-1.0,311.0,189446.0,89000.0,18375.0,10300.0,-1.0,17472.0,16500.0,7500.0,905.0,177000.0,83446.0,22250.0,-1.0,314.0,12027.0,-1.0,480.0,20000.0,110640.0,775.0,1815.0,41440.0,3133000.0,1487.0,1681.0,1260.0,2050.0,81.0,60000.0,47.0,137862.0,4428.0,16741.0,655.0,5816.0,588657.0,71390.0,23319.0,72.0,-1.0,24.0,27.0,480.0,42000.0,386.0,35432.0,13000.0,5308.0,4384.0,52.0,318.0,83200.0,31.0,8600.0
1992,638.0,0.0,23000.0,8432.0,397.0,584443.0,1244.0,239900.0,2.0,352956.0,90142.0,31833.0,82500.0,568810.0,454000.0,-1.0,3000.0,3030.0,10.0,990560.0,2174.0,906.0,28.0,325.0,5195.0,14000.0,-1.0,1418.0,80.0,5456.0,98160.0,1400.0,4950.0,6000.0,24616.0,0.0,851.0,2068.0,82820.0,18998.0,70.0,75470.0,1581.0,7493000.0,49331.0,57887.0,19.0,0.0,4653.0,4465.0,26000.0,80.0,0.0,8000.0,963.0,2870.0,2256.0,0.0,793.0,7470000.0,73000.0,2498.0,5300.0,2931.0,4600.0,14200.0,726.0,500.0,552.0,20110.0,1948.0,8866.0,-1.0,302.0,209962.0,89000.0,18375.0,11845.0,1524.0,18531.0,5577.0,8000.0,624.0,172000.0,82385.0,23805.0,-1.0,160.0,6797.0,200.0,480.0,30000.0,111394.0,754.0,2475.0,41230.0,3190000.0,1424.0,1800.0,1873.0,2084.0,76.0,58000.0,49.0,-1.0,3242.0,32305.0,551.0,3798.0,647709.0,55660.0,24647.0,42.0,7460.0,10.0,27.0,400.0,45000.0,376.0,38200.0,14000.0,5348.0,4246.0,64.0,350.0,78200.0,24.0,9200.0
1993,518.0,0.0,21000.0,9703.0,465.0,610368.0,1558.0,248904.0,2.0,339977.0,75038.0,27754.0,80300.0,582499.0,385000.0,-1.0,2250.0,3483.0,11.0,991930.0,1516.0,765.0,29.0,111.0,3000.0,14000.0,-1.0,1000.0,91.0,5442.0,91120.0,1300.0,4770.0,5000.0,25699.0,0.0,708.0,2600.0,86030.0,18802.0,70.0,81085.0,1326.0,7341000.0,45591.0,61243.0,34.0,0.0,4858.0,4570.0,25500.0,83.0,0.0,8000.0,1000.0,3000.0,4218.0,0.0,755.0,7320000.0,52000.0,3432.0,5500.0,3135.0,5581.0,19000.0,1004.0,503.0,287.0,20260.0,1850.0,8994.0,-1.0,349.0,203962.0,89000.0,18900.0,17510.0,935.0,18166.0,13000.0,9500.0,165.0,195000.0,78873.0,23493.0,-1.0,88.0,11671.0,130.0,502.0,32000.0,115440.0,644.0,2585.0,40810.0,3211000.0,1342.0,1680.0,1873.0,2240.0,76.0,40000.0,49.0,-1.0,1252.0,36074.0,706.0,5800.0,685098.0,68674.0,28400.0,42.0,7100.0,10.0,28.0,376.0,46000.0,426.0,32830.0,14000.0,6000.0,4450.0,80.0,1680.0,85700.0,26.0,9700.0
1994,500.0,0.0,17900.0,10368.0,534.0,632163.0,2183.0,258872.0,2.0,335972.0,94621.0,28489.0,85250.0,608190.0,391000.0,-1.0,2500.0,3916.0,11.0,995170.0,1865.0,682.0,28.0,41.0,4000.0,14000.0,-1.0,1000.0,92.0,4828.0,92000.0,1200.0,4500.0,5000.0,26831.0,0.0,627.0,2982.0,95860.0,20482.0,70.0,82395.0,1073.0,7237900.0,45291.0,61014.0,35.0,0.0,5429.0,4892.0,22000.0,71.0,0.0,8000.0,865.0,4000.0,3353.0,0.0,770.0,7220000.0,46400.0,3404.0,5500.0,2880.0,5650.0,16300.0,1146.0,439.0,390.0,19511.0,1926.0,10199.0,-1.0,414.0,207533.0,90000.0,17850.0,18540.0,395.0,19517.0,11000.0,10000.0,276.0,177000.0,79181.0,19884.0,-1.0,96.0,10829.0,300.0,520.0,33000.0,125159.0,723.0,2640.0,40740.0,3210000.0,863.0,1260.0,123.0,2400.0,64.0,40000.0,43.0,-1.0,1665.0,37880.0,635.0,5410.0,705849.0,71500.0,30747.0,0.0,5600.0,7.0,27.0,208.0,45000.0,460.0,27450.0,14000.0,6383.0,5495.0,65.0,910.0,89800.0,27.0,6075.0
1995,750.0,0.0,17800.0,11520.0,464.0,605156.0,2341.0,239855.0,2.0,248494.0,85070.0,29242.0,85250.0,611786.0,385000.0,-1.0,3780.0,4336.0,12.0,1020000.0,2308.0,821.0,33.0,130.0,3000.0,14000.0,-1.0,1000.0,78.0,5167.0,91200.0,1200.0,4338.0,6000.0,28013.0,0.0,757.0,3115.0,94360.0,21070.0,400.0,82663.0,1394.0,7697800.0,59200.0,61088.0,24.0,7.0,5125.0,4579.0,20000.0,74.0,0.0,8000.0,807.0,4000.0,4595.0,7.0,886.0,7680000.0,38000.0,4425.0,5800.0,4028.0,6219.0,16900.0,1336.0,575.0,396.0,19879.0,2073.0,10287.0,-1.0,481.0,216106.0,89000.0,18375.0,14420.0,351.0,19064.0,21000.0,13000.0,521.0,159000.0,84046.0,18437.0,-1.0,93.0,16319.0,200.0,579.0,43000.0,130254.0,787.0,2420.0,40600.0,3255000.0,964.0,1255.0,1610.0,2432.0,61.0,52800.0,41.0,-1.0,2304.0,39640.0,720.0,5482.0,748911.0,52997.0,32781.0,0.0,6200.0,2.0,31.0,400.0,47000.0,795.0,28920.0,14000.0,5287.0,5789.0,118.0,560.0,89210.0,7.0,7500.0
1996,1000.0,0.0,17100.0,13222.0,500.0,595855.0,2842.0,239241.0,2.0,235129.0,84810.0,30016.0,85250.0,616216.0,462000.0,-1.0,6760.0,4800.0,13.0,1026300.0,2261.0,783.0,28.0,210.0,4000.0,15000.0,-1.0,1000.0,26.0,5229.0,94144.0,1600.0,6300.0,6000.0,29246.0,0.0,720.0,4351.0,77210.0,21770.0,400.0,91169.0,1741.0,7547100.0,40700.0,59112.0,22.0,6.0,3855.0,4200.0,20000.0,78.0,0.0,9000.0,508.0,4000.0,2557.0,6.0,724.0,7530000.0,39000.0,6707.0,6000.0,3985.0,6024.0,17000.0,1090.0,550.0,496.0,20038.0,2057.0,9740.0,-1.0,571.0,222461.0,83000.0,18900.0,14935.0,956.0,19025.0,23000.0,14000.0,759.0,176900.0,78849.0,19207.0,-1.0,106.0,14938.0,320.0,603.0,45000.0,124561.0,568.0,2228.0,42770.0,3260000.0,1338.0,1020.0,1505.0,2439.0,56.0,52500.0,40.0,-1.0,1076.0,47613.0,778.0,7082.0,791901.0,52997.0,32799.0,0.0,6200.0,2.0,35.0,240.0,45000.0,840.0,31640.0,15000.0,4744.0,6474.0,118.0,420.0,102400.0,10.0,8230.0
1997,685.0,0.0,17800.0,14480.0,418.0,593177.0,2295.0,256872.0,0.0,239803.0,99600.0,30810.0,82500.0,601901.0,394000.0,-1.0,8095.0,3892.0,10.0,1011984.0,2344.0,744.0,24.0,269.0,4000.0,16000.0,-1.0,1000.0,22.0,3178.0,96240.0,1600.0,4605.0,6000.0,30534.0,0.0,720.0,4016.0,75257.0,25228.0,450.0,73946.0,2008.0,7067800.0,42400.0,60417.0,20.0,5.0,4272.0,4063.0,19500.0,63.0,0.0,8000.0,292.0,3000.0,3392.0,5.0,605.0,7050000.0,40000.0,6652.0,6400.0,3921.0,5746.0,20000.0,1281.0,750.0,363.0,19558.0,2336.0,11112.0,-1.0,683.0,232666.0,80000.0,18900.0,15450.0,1183.0,16703.0,22900.0,13000.0,653.0,186140.0,86095.0,19608.0,-1.0,80.0,13574.0,700.0,583.0,50000.0,125682.0,553.0,1147.0,40600.0,3360000.0,929.0,1200.0,648.0,2499.0,61.0,52582.0,43.0,-1.0,466.0,29835.0,523.0,6421.0,825717.0,42147.0,32643.0,0.0,3860.0,2.0,0.0,240.0,43000.0,910.0,28477.0,16000.0,3609.0,7172.0,151.0,350.0,102200.0,2.0,8250.0
1998,900.0,0.0,17600.0,14887.0,368.0,647252.0,1898.0,285988.0,0.0,292690.0,100470.0,31625.0,88000.0,618662.0,458000.0,-1.0,7685.0,3356.0,11.0,1071296.0,2564.0,654.0,25.0,320.0,4000.0,15000.0,-1.0,1000.0,27.0,6709.0,96600.0,2000.0,5400.0,5000.0,31878.0,0.0,563.0,4543.0,87472.0,29134.0,450.0,81059.0,1743.0,7217600.0,44827.0,68276.0,20.0,5.0,2351.0,4760.0,11804.0,62.0,0.0,7000.0,442.0,3000.0,3051.0,5.0,926.0,7200000.0,40000.0,6320.0,6800.0,4527.0,6590.0,24770.0,1106.0,1019.0,645.0,20079.0,2077.0,12498.0,-1.0,702.0,241478.0,71000.0,14700.0,15965.0,1008.0,16387.0,22100.0,13000.0,283.0,199760.0,82201.0,20019.0,-1.0,28.0,11976.0,940.0,495.0,50000.0,129456.0,507.0,1527.0,40600.0,3387000.0,983.0,905.0,1348.0,2545.0,73.0,52824.0,43.0,-1.0,421.0,93354.0,1243.0,5257.0,874365.0,37617.0,32511.0,0.0,5790.0,3.0,65.0,160.0,43000.0,980.0,21305.0,15000.0,4295.0,5792.0,350.0,364.0,109550.0,4.0,9000.0
1999,850.0,0.0,17300.0,14736.0,290.0,654977.0,2008.0,285988.0,0.0,281569.0,126169.0,32461.0,93500.0,630144.0,458000.0,-1.0,7175.0,3000.0,13.0,1080121.0,2437.0,584.0,22.0,277.0,4000.0,15000.0,-1.0,1500.0,26.0,6038.0,96744.0,2300.0,4680.0,5000.0,33282.0,0.0,475.0,4478.0,91990.0,26516.0,578.0,94186.0,2833.0,7117300.0,35981.0,70914.0,24.0,6.0,4123.0,5226.0,12000.0,71.0,0.0,7000.0,412.0,4000.0,2593.0,6.0,972.0,7100000.0,40000.0,6532.0,7200.0,4785.0,5876.0,24230.0,1169.0,1018.0,492.0,20262.0,2115.0,12007.0,-1.0,933.0,228154.0,70000.0,13650.0,8400.0,900.0,15202.0,25000.0,13000.0,714.0,181600.0,74806.0,19320.0,-1.0,80.0,14008.0,950.0,571.0,60000.0,139110.0,680.0,1444.0,37450.0,3353000.0,734.0,1320.0,980.0,2080.0,74.0,52930.0,50.0,-1.0,378.0,36252.0,152.0,5523.0,941814.0,37561.0,35274.0,0.0,13500.0,1.0,88.0,224.0,43000.0,1085.0,18321.0,15000.0,3843.0,6336.0,110.0,301.0,109950.0,6.0,9750.0
2000,950.0,0.0,16700.0,13939.0,322.0,664453.0,2923.0,288723.0,0.0,238841.0,132102.0,33320.0,93500.0,742246.0,460000.0,-1.0,6500.0,3165.0,11.0,1066100.0,2808.0,612.0,32.0,331.0,4000.0,15000.0,-1.0,1500.0,22.0,6106.0,97012.0,1700.0,4608.0,3800.0,30055.0,0.0,540.0,4358.0,90540.0,21518.0,490.0,80517.0,2338.0,6916700.0,10784.0,71131.0,19.0,5.0,4568.0,4824.0,11000.0,98.0,0.0,5000.0,703.0,4000.0,2569.0,5.0,924.0,6900000.0,35000.0,9996.0,7600.0,3988.0,7414.0,23026.0,1272.0,1025.0,371.0,19534.0,2105.0,14743.0,-1.0,1060.0,202963.0,70000.0,12705.0,13800.0,400.0,16962.0,20402.0,14000.0,779.0,186653.0,72071.0,18647.0,-1.0,54.0,12870.0,1100.0,539.0,30000.0,134455.0,1400.0,1467.0,40040.0,3367500.0,563.0,1663.0,1313.0,1840.0,77.0,52752.0,48.0,-1.0,324.0,32573.0,153.0,3504.0,975885.0,37483.0,46824.0,0.0,6800.0,3.0,40.0,224.0,40000.0,1190.0,30000.0,15000.0,6032.0,7482.0,246.0,273.0,105850.0,5.0,8700.0
2001,960.0,0.0,15000.0,8000.0,382.0,668264.0,2344.0,292258.0,0.0,239267.0,140082.0,50904.0,88000.0,744139.0,460000.0,-1.0,6000.0,3375.0,12.0,1077100.0,3138.0,547.0,26.0,417.0,4000.0,13000.0,-1.0,1500.0,25.0,5322.0,97282.0,1800.0,4815.0,3800.0,31485.0,0.0,477.0,5190.0,82320.0,22433.0,709.0,70134.0,1689.0,6815000.0,17581.0,64469.0,21.0,6.0,4477.0,4760.0,10000.0,105.0,0.0,8000.0,404.0,4000.0,2561.0,6.0,910.0,6800000.0,35000.0,1417.0,8000.0,3353.0,6866.0,26569.0,839.0,2000.0,420.0,19677.0,2313.0,15037.0,-1.0,1190.0,213600.0,67500.0,14175.0,13200.0,500.0,14772.0,16782.0,14000.0,1046.0,181392.0,85540.0,17997.0,-1.0,160.0,13856.0,200.0,537.0,30000.0,106856.0,1400.0,1486.0,40800.0,3088208.0,441.0,1431.0,1120.0,1497.0,80.0,52000.0,49.0,-1.0,135.0,32444.0,179.0,3300.0,963252.0,37449.0,36042.0,0.0,8100.0,1.0,44.0,240.0,42000.0,1288.0,42000.0,13000.0,102.0,6755.0,190.0,259.0,109250.0,5.0,8850.0
2002,990.0,0.0,14000.0,9600.0,363.0,673929.0,2388.0,288456.0,0.0,242198.0,144990.0,55872.0,88000.0,745998.0,460000.0,-1.0,6000.0,3495.0,15.0,1072504.0,3046.0,669.0,30.0,494.0,4000.0,5000.0,-1.0,1000.0,22.0,6147.0,97552.0,1800.0,4887.0,4400.0,32984.0,0.0,585.0,4750.0,87910.0,21476.0,681.0,88700.0,2207.0,6714000.0,33033.0,74703.0,28.0,7.0,4517.0,4550.0,12000.0,104.0,0.0,5000.0,340.0,4000.0,2288.0,7.0,580.0,6700000.0,42000.0,1895.0,8600.0,3783.0,5963.0,24519.0,840.0,1987.0,440.0,19482.0,2387.0,13135.0,-1.0,936.0,236218.0,64000.0,15225.0,7200.0,700.0,15114.0,10068.0,15000.0,1129.0,167828.0,86140.0,17370.0,-1.0,160.0,14322.0,200.0,391.0,25000.0,115714.0,1742.0,1667.0,40880.0,3194438.0,299.0,1123.0,595.0,1571.0,68.0,50000.0,48.0,-1.0,28.0,28126.0,363.0,3834.0,1033416.0,37393.0,40564.0,0.0,8100.0,1.0,55.0,152.0,41000.0,1015.0,44000.0,5000.0,8838.0,6435.0,190.0,551.0,110500.0,5.0,9000.0
2003,980.0,0.0,12000.0,7600.0,251.0,706354.0,2476.0,301000.0,0.0,286840.0,142506.0,55182.0,88000.0,734510.0,460000.0,-1.0,6000.0,3554.0,18.0,1024810.0,2384.0,651.0,30.0,791.0,4000.0,6000.0,-1.0,1000.0,25.0,5704.0,99040.0,1400.0,4608.0,4300.0,34554.0,0.0,549.0,4692.0,101320.0,26105.0,642.0,90394.0,1456.0,7112000.0,18048.0,77960.0,32.0,7.0,3984.0,4550.0,12000.0,96.0,0.0,8000.0,335.0,4000.0,2582.0,7.0,580.0,7100000.0,36000.0,2341.0,9300.0,4348.0,6554.0,25392.0,1330.0,2012.0,500.0,19740.0,2404.0,13419.0,-1.0,990.0,241882.0,65000.0,20475.0,10800.0,700.0,21866.0,17650.0,20000.0,1140.0,185972.0,85603.0,16696.0,-1.0,240.0,11048.0,200.0,576.0,20000.0,118709.0,920.0,1705.0,40810.0,3143003.0,359.0,1403.0,770.0,1508.0,72.0,49500.0,48.0,-1.0,335.0,28318.0,262.0,4026.0,1037064.0,37505.0,45100.0,0.0,9700.0,1.0,72.0,144.0,43000.0,1120.0,54000.0,6000.0,8403.0,6567.0,302.0,786.0,117400.0,5.0,8400.0
2004,995.0,0.0,13500.0,5360.0,292.0,761083.0,2628.0,309000.0,0.0,303948.0,151740.0,63179.0,86900.0,757982.0,460000.0,-1.0,6000.0,3465.0,19.0,1052407.0,2744.0,694.0,28.0,905.0,3500.0,5000.0,-1.0,1000.0,24.0,6845.0,100000.0,1900.0,4662.0,2300.0,36199.0,0.0,576.0,5491.0,80280.0,25760.0,579.0,85862.0,1480.0,7213500.0,14327.0,68401.0,40.0,7.0,4005.0,4550.0,13000.0,95.0,0.0,8000.0,139.0,4000.0,2639.0,7.0,1116.0,7200000.0,39000.0,1960.0,10200.0,3867.0,8500.0,22794.0,1505.0,2250.0,415.0,19610.0,1950.0,15339.0,-1.0,1156.0,251654.0,61000.0,16800.0,13200.0,600.0,23758.0,17150.0,20000.0,937.0,190500.0,87935.0,16714.0,-1.0,254.0,8904.0,190.0,580.0,38500.0,122177.0,1600.0,1843.0,40838.0,3274485.0,389.0,907.0,1103.0,2022.0,76.0,48500.0,50.0,-1.0,916.0,27213.0,270.0,3876.0,1084467.0,38849.0,41402.0,0.0,10600.0,0.0,90.0,160.0,43000.0,1610.0,65000.0,5000.0,6039.0,6600.0,235.0,868.0,124700.0,5.0,10200.0
2005,1025.0,0.0,13000.0,8400.0,233.0,836820.0,2210.0,306000.0,0.0,228773.0,154080.0,57039.0,88000.0,650000.0,460000.0,-1.0,6500.0,3484.0,13.0,1057900.0,2914.0,653.0,32.0,912.0,3500.0,5000.0,-1.0,1000.0,27.0,5953.0,100853.0,1500.0,4770.0,4400.0,37922.0,0.0,495.0,4042.0,96640.0,24822.0,280.0,93866.0,1258.0,7013000.0,16560.0,64487.0,24.0,7.0,4477.0,4550.0,13300.0,66.0,0.0,8000.0,453.0,3000.0,2458.0,7.0,1617.0,7000000.0,45000.0,1872.0,11300.0,3421.0,7600.0,30426.0,1505.0,2500.0,574.0,18705.0,2210.0,15231.0,-1.0,1076.0,247795.0,51000.0,16800.0,13200.0,600.0,24951.0,15300.0,15000.0,1016.0,158700.0,88279.0,16733.0,-1.0,254.0,9998.0,200.0,574.0,27412.0,254143.0,1800.0,2310.0,40838.0,3285750.0,377.0,1268.0,875.0,2112.0,74.0,47300.0,47.0,-1.0,1507.0,26516.0,253.0,4430.0,1074987.0,40700.0,41248.0,0.0,10800.0,0.0,126.0,150.0,43000.0,1750.0,74200.0,5000.0,6585.0,6875.0,283.0,542.0,136250.0,4.0,11890.0
2006,1050.0,0.0,13000.0,8400.0,297.0,833236.0,2027.0,312000.0,0.0,221564.0,159822.0,50218.0,88000.0,786094.0,460000.0,-1.0,8000.0,3838.0,11.0,1057500.0,3253.0,614.0,30.0,975.0,3500.0,9000.0,-1.0,857.0,28.0,5622.0,101762.0,1854.0,5202.0,4200.0,39439.0,0.0,501.0,4000.0,93890.0,20356.0,240.0,98568.0,1392.0,6613000.0,15015.0,64785.0,54.0,6.0,3482.0,4906.0,13300.0,75.0,0.0,6192.0,410.0,3000.0,2622.0,6.0,1152.0,6600000.0,45000.0,1872.0,11900.0,3308.0,18106.0,26834.0,1505.0,3413.0,484.0,19524.0,1820.0,15568.0,-1.0,1093.0,241478.0,45000.0,17850.0,15600.0,600.0,22971.0,14600.0,15000.0,1317.0,154220.0,86227.0,17743.0,-1.0,208.0,9527.0,200.0,242.0,26928.0,258591.0,1600.0,2310.0,40838.0,3293250.0,403.0,1346.0,788.0,2202.0,76.0,47000.0,47.0,-1.0,2184.0,28256.0,444.0,4412.0,1075485.0,39204.0,39187.0,0.0,9500.0,2.0,84.0,175.0,43000.0,1754.0,43236.0,9000.0,4862.0,5991.0,250.0,631.0,122550.0,4.0,11270.0
2007,1100.0,0.0,13000.0,17440.0,271.0,833694.0,4005.0,210000.0,0.0,218066.0,162603.0,79889.0,88000.0,782040.0,486000.0,-1.0,9500.0,4650.0,12.0,1127915.0,3535.0,587.0,31.0,1200.0,3500.0,3000.0,-1.0,763.0,28.0,8773.0,102685.0,2036.0,4770.0,4200.0,39727.0,0.0,457.0,5543.0,84220.0,23573.0,106.0,104313.0,1380.0,6613000.0,9555.0,74033.0,52.0,8.0,3354.0,5754.0,11000.0,84.0,0.0,5892.0,445.0,2000.0,2919.0,8.0,1171.0,6600000.0,45000.0,1900.0,12800.0,3784.0,18536.0,27870.0,2520.0,3601.0,695.0,19041.0,2210.0,16129.0,-1.0,1332.0,284410.0,59000.0,19950.0,10800.0,600.0,28930.0,13800.0,15000.0,1558.0,167829.0,73769.0,17453.0,-1.0,242.0,10886.0,200.0,190.0,29368.0,261574.0,1825.0,1863.0,39927.0,3415305.0,410.0,1065.0,1120.0,1548.0,84.0,46300.0,50.0,-1.0,2575.0,28000.0,458.0,3099.0,1078281.0,40340.0,48255.0,0.0,9700.0,3.0,99.0,175.0,43000.0,1772.0,47559.0,3000.0,4707.0,7304.0,269.0,1159.0,119100.0,4.0,11268.0
2008,1200.0,0.0,13000.0,14560.0,366.0,830860.0,4612.0,219000.0,0.0,220795.0,178195.0,72507.0,89100.0,801270.0,512000.0,-1.0,12379.0,4350.0,11.0,1135353.0,3582.0,494.0,30.0,938.0,4000.0,3000.0,-1.0,942.0,22.0,9757.0,123600.0,1231.0,5175.0,5000.0,38250.0,0.0,365.0,5391.0,108550.0,22498.0,123.0,80565.0,1074.0,6713000.0,9555.0,79221.0,69.0,8.0,3789.0,6251.0,12700.0,73.0,0.0,6112.0,431.0,2000.0,3656.0,8.0,1528.0,6700000.0,51000.0,2000.0,8600.0,4433.0,16743.0,30000.0,5250.0,2451.0,1023.0,19573.0,2275.0,18201.0,-1.0,1634.0,276778.0,56000.0,21000.0,7200.0,750.0,27500.0,17200.0,15000.0,1664.0,176901.0,75014.0,17474.0,-1.0,88.0,15103.0,210.0,214.0,32872.0,271908.0,1560.0,2750.0,39830.0,3143873.0,462.0,843.0,1365.0,1897.0,92.0,45800.0,49.0,-1.0,2975.0,32548.0,436.0,3646.0,1161894.0,41510.0,65988.0,0.0,10800.0,4.0,99.0,156.0,47691.0,1825.0,49911.0,3000.0,5172.0,8930.0,640.0,1659.0,91844.0,4.0,19900.0
2009,1275.0,0.0,13000.0,18127.0,353.0,826060.0,6687.0,222000.0,0.0,211141.0,188688.0,102266.0,90200.0,893726.0,547400.0,-1.0,12562.0,5100.0,14.0,1152900.0,3309.0,384.0,29.0,843.0,4000.0,3000.0,-1.0,718.0,18.0,10305.0,104563.0,1313.0,5355.0,5900.0,73298.0,0.0,257.0,6937.0,100800.0,22666.0,172.0,64334.0,2056.0,6763000.0,9828.0,123689.0,74.0,12.0,3924.0,7036.0,12200.0,79.0,0.0,6500.0,486.0,4000.0,3792.0,12.0,1413.0,6750000.0,57000.0,2400.0,8700.0,4649.0,18000.0,29000.0,6160.0,6999.0,1232.0,19659.0,2470.0,18626.0,-1.0,1882.0,227069.0,40000.0,21840.0,6600.0,1000.0,20648.0,17600.0,20000.0,1700.0,175313.0,78892.0,16807.0,-1.0,132.0,12350.0,200.0,186.0,35274.0,279589.0,1462.0,3271.0,39900.0,3214680.0,442.0,1203.0,1295.0,1825.0,100.0,44200.0,49.0,-1.0,4004.0,29000.0,353.0,3012.0,1168506.0,43435.0,47180.0,0.0,11600.0,6.0,99.0,159.0,49532.0,1169.0,54902.0,3000.0,3891.0,9968.0,256.0,1673.0,121632.0,4.0,19351.0
2010,1410.0,0.0,13000.0,19102.0,356.0,829150.0,6813.0,214000.0,0.0,217004.0,184238.0,100739.0,90750.0,911744.0,565000.0,-1.0,12600.0,4637.0,15.0,1152800.0,3447.0,388.0,28.0,948.0,4000.0,2000.0,-1.0,1058.0,23.0,7642.0,117120.0,1711.0,5445.0,5900.0,77495.0,0.0,261.0,6040.0,109800.0,27440.0,164.0,83046.0,2485.0,6813000.0,6263.0,94846.0,64.0,12.0,4019.0,7441.0,12300.0,71.0,14.0,7498.0,459.0,3000.0,3577.0,12.0,1962.0,6800000.0,59000.0,2700.0,9000.0,5678.0,15000.0,28000.0,3150.0,6465.0,1100.0,19938.0,2730.0,17474.0,-1.0,2232.0,246835.0,42000.0,22050.0,8400.0,1000.0,18773.0,17500.0,20000.0,2500.0,150774.0,74200.0,20000.0,-1.0,96.0,14563.0,200.0,94.0,41256.0,296853.0,1422.0,4323.0,39970.0,3300750.0,420.0,524.0,445.0,1945.0,126.0,42300.0,61.0,-1.0,3722.0,27000.0,409.0,2209.0,1200168.0,41766.0,83041.0,0.0,10615.0,6.0,99.0,187.0,49310.0,1750.0,60392.0,2000.0,5149.0,10861.0,269.0,1823.0,113471.0,4.0,19800.0
2011,1536.0,0.0,13000.0,29071.0,217.0,829150.0,6843.0,223000.0,0.0,185682.0,183946.0,71942.0,90750.0,930178.0,558800.0,-1.0,12500.0,4619.0,16.0,1142300.0,3367.0,302.0,32.0,956.0,4000.0,7600.0,-1.0,1005.0,23.0,8241.0,123920.0,1700.0,4500.0,5300.0,79952.0,0.0,180.0,7278.0,106600.0,27300.0,176.0,86840.0,2960.0,7013000.0,20715.0,97178.0,72.0,12.0,3839.0,7490.0,12200.0,84.0,37.0,7970.0,477.0,3000.0,7698.0,12.0,2074.0,7000000.0,56000.0,3000.0,9200.0,3957.0,11276.0,29000.0,4550.0,6394.0,1051.0,19852.0,2860.0,16090.0,-1.0,2629.0,221645.0,44000.0,21525.0,8240.0,1100.0,23044.0,16000.0,20100.0,2540.0,151137.0,79800.0,20000.0,-1.0,88.0,14190.0,200.0,94.0,37928.0,310000.0,1675.0,4400.0,39410.0,3206250.0,419.0,318.0,1601.0,1692.0,128.0,37000.0,62.0,-1.0,3802.0,29000.0,432.0,1963.0,1271950.0,42350.0,61711.0,0.0,11001.0,7.0,90.0,194.0,47100.0,980.0,71787.0,7600.0,5774.0,10424.0,2000.0,1833.0,143191.0,4.0,19880.0
