,Kenya,Belarus,Croatia,Myanmar,Burkina Faso,Philippines,Syrian Arab Republic,Brazil,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,Maldives,Liberia,Greece,Zimbabwe,Malawi,Melanesia,Papua New Guinea,Mongolia,Yemen,Portugal,Australia & New Zealand,Yugoslav SFR,Mozambique,Guatemala,Algeria,Slovenia,United Arab Emirates,Senegal,Madagascar,Tajikistan,Latvia,Luxembourg,Guinea,Israel,Belgium,Turkmenistan,Switzerland,Sri Lanka,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Uzbekistan,Colombia,Libya,Lebanon,Kyrgyzstan,Occupied Palestinian Territory,Chile,Guinea-Bissau,Montenegro,Kazakhstan,South Africa,Hungary,France,Togo,Micronesia,Poland,"China, mainland",Russian Federation,Mali,Ukraine,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Germany,Armenia,Dominican Republic,Benin,Denmark,Pakistan,Japan,Afghanistan,Iraq,The former Yugoslav Republic of Macedonia,Cyprus,Spain,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Czechoslovakia,Nigeria,Republic of Moldova,Czechia,Argentina,Cambodia,Kiribati,Costa Rica,Georgia,India,El Salvador,Austria,Bahrain,Morocco,Ethiopia PDR,Republic of Korea,Mexico,USSR,Romania,Honduras,Jordan,Viet Nam,Tunisia,Côte d'Ivoire,Gambia,Albania,Slovakia,Solomon Islands,Italy,Australia,Thailand,Ghana,Angola,Turkey,Swaziland,Guam,Belgium-Luxembourg
1971,3945.0,-1.0,-1.0,-1.0,-1.0,12307.0,8709.0,-1.0,6053.0,-1.0,-1.0,-1.0,41951.0,-1.0,-1.0,-1.0,5000.0,5517.0,5357.0,-1.0,-1.0,7879.0,22867.0,-1.0,6313.0,-1.0,4500.0,-1.0,150000.0,12000.0,2381.0,-1.0,-1.0,-1.0,-1.0,8171.0,-1.0,-1.0,-1.0,-1.0,-1.0,25000.0,-1.0,-1.0,-1.0,-1.0,-1.0,52335.0,-1.0,-1.0,-1.0,2083.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12391.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10902.0,18000.0,-1.0,-1.0,-1.0,17928.0,-1.0,-1.0,-1.0,611.0,-1.0,32597.0,12321.0,13524.0,-1.0,-1.0,4984.0,8574.0,-1.0,206379.0,25604.0,13112.0,-1.0,6250.0,-1.0,-1.0,-1.0,-1.0,5870.0,-1.0,-1.0,4392.0,8333.0,-1.0,-1.0,-1.0,-1.0,18406.0,32710.0,-1.0,-1.0,-1.0,24491.0,7258.0,686.0,4250.0,-1.0,-1.0,-1.0,10000.0,10198.0,17133.0,11429.0,-1.0,4333.0,10086.0,-1.0,-1.0,-1.0
1972,3585.0,-1.0,-1.0,-1.0,-1.0,12538.0,13788.0,-1.0,6312.0,-1.0,-1.0,-1.0,43333.0,-1.0,-1.0,-1.0,5000.0,5593.0,5439.0,-1.0,-1.0,10230.0,18000.0,-1.0,6250.0,-1.0,4514.0,-1.0,150000.0,12500.0,2476.0,-1.0,-1.0,-1.0,-1.0,9767.0,-1.0,-1.0,-1.0,-1.0,-1.0,25000.0,-1.0,-1.0,-1.0,-1.0,-1.0,64455.0,-1.0,-1.0,-1.0,2083.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13261.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10538.0,18333.0,-1.0,-1.0,-1.0,17619.0,-1.0,-1.0,-1.0,667.0,-1.0,32688.0,13381.0,15398.0,-1.0,-1.0,4675.0,9413.0,-1.0,213719.0,20714.0,12969.0,-1.0,6250.0,-1.0,-1.0,-1.0,-1.0,5870.0,-1.0,-1.0,4285.0,8140.0,-1.0,-1.0,-1.0,-1.0,18213.0,20418.0,-1.0,-1.0,-1.0,30244.0,7258.0,782.0,4225.0,-1.0,-1.0,-1.0,10000.0,10377.0,11900.0,11333.0,-1.0,4333.0,11370.0,-1.0,-1.0,-1.0
1973,3503.0,-1.0,-1.0,-1.0,-1.0,10740.0,10035.0,-1.0,6080.0,-1.0,-1.0,-1.0,43256.0,-1.0,-1.0,-1.0,5000.0,5667.0,5517.0,-1.0,-1.0,10603.0,19200.0,-1.0,6667.0,-1.0,4502.0,-1.0,153333.0,12000.0,2571.0,-1.0,-1.0,-1.0,-1.0,7041.0,-1.0,-1.0,-1.0,-1.0,-1.0,25000.0,-1.0,-1.0,-1.0,-1.0,-1.0,84421.0,-1.0,-1.0,-1.0,2083.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13913.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10689.0,16286.0,-1.0,-1.0,-1.0,17572.0,-1.0,-1.0,-1.0,722.0,-1.0,36126.0,14606.0,13636.0,-1.0,-1.0,1490.0,7646.0,-1.0,266084.0,26488.0,11231.0,-1.0,6250.0,-1.0,-1.0,-1.0,-1.0,5870.0,-1.0,-1.0,4173.0,8182.0,-1.0,-1.0,-1.0,-1.0,18327.0,22001.0,-1.0,-1.0,-1.0,20192.0,7258.0,1031.0,4030.0,-1.0,-1.0,-1.0,10000.0,9250.0,10533.0,13125.0,-1.0,4667.0,12006.0,-1.0,-1.0,-1.0
1974,3673.0,-1.0,-1.0,-1.0,-1.0,11468.0,10528.0,-1.0,6128.0,-1.0,-1.0,-1.0,42955.0,-1.0,-1.0,-1.0,5000.0,5645.0,5500.0,-1.0,-1.0,8446.0,17067.0,-1.0,6276.0,-1.0,4500.0,-1.0,153333.0,11500.0,2545.0,-1.0,-1.0,-1.0,-1.0,7857.0,-1.0,-1.0,-1.0,-1.0,-1.0,25000.0,-1.0,-1.0,-1.0,-1.0,-1.0,74444.0,-1.0,-1.0,-1.0,2083.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14565.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10417.0,14750.0,-1.0,-1.0,-1.0,17989.0,-1.0,-1.0,-1.0,808.0,-1.0,43100.0,13348.0,14056.0,-1.0,-1.0,4515.0,8931.0,-1.0,211922.0,23124.0,12091.0,-1.0,6250.0,-1.0,-1.0,-1.0,-1.0,5870.0,-1.0,-1.0,4005.0,8222.0,-1.0,-1.0,-1.0,-1.0,19023.0,20379.0,-1.0,-1.0,-1.0,16732.0,7258.0,1153.0,4188.0,-1.0,-1.0,-1.0,10000.0,10802.0,8400.0,14706.0,-1.0,4667.0,11794.0,-1.0,-1.0,-1.0
1975,3414.0,-1.0,-1.0,-1.0,-1.0,12800.0,14954.0,-1.0,6143.0,-1.0,-1.0,1562.0,42667.0,-1.0,-1.0,-1.0,5000.0,5625.0,5484.0,-1.0,-1.0,7301.0,14720.0,-1.0,6267.0,-1.0,4542.0,-1.0,150000.0,12500.0,2636.0,-1.0,-1.0,-1.0,-1.0,8333.0,-1.0,-1.0,-1.0,-1.0,-1.0,25000.0,-1.0,-1.0,-1.0,-1.0,-1.0,69406.0,-1.0,-1.0,-1.0,2083.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14913.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10532.0,15000.0,-1.0,-1.0,-1.0,17980.0,-1.0,-1.0,-1.0,383.0,-1.0,38030.0,13499.0,12540.0,-1.0,-1.0,4246.0,6791.0,-1.0,249885.0,25856.0,9994.0,-1.0,6250.0,-1.0,-1.0,-1.0,-1.0,5870.0,-1.0,-1.0,4208.0,8302.0,-1.0,-1.0,-1.0,-1.0,17960.0,18111.0,-1.0,-1.0,-1.0,7456.0,7258.0,1200.0,4313.0,-1.0,-1.0,-1.0,10000.0,10520.0,9520.0,15556.0,-1.0,4667.0,13807.0,-1.0,-1.0,-1.0
1976,3908.0,-1.0,-1.0,-1.0,-1.0,15591.0,8790.0,-1.0,6259.0,-1.0,-1.0,1033.0,43478.0,-1.0,-1.0,-1.0,5000.0,5606.0,5469.0,-1.0,-1.0,8690.0,10600.0,-1.0,6100.0,-1.0,4498.0,-1.0,156250.0,11000.0,2727.0,-1.0,-1.0,-1.0,-1.0,10185.0,-1.0,-1.0,-1.0,-1.0,-1.0,25000.0,-1.0,-1.0,-1.0,-1.0,-1.0,67264.0,-1.0,-1.0,-1.0,2083.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10213.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10506.0,15250.0,-1.0,-1.0,-1.0,17582.0,-1.0,-1.0,-1.0,820.0,-1.0,37692.0,12890.0,14636.0,-1.0,-1.0,5083.0,8234.0,-1.0,298973.0,24155.0,11960.0,-1.0,6250.0,-1.0,-1.0,-1.0,-1.0,5957.0,-1.0,-1.0,4521.0,8302.0,-1.0,-1.0,-1.0,-1.0,18295.0,14722.0,-1.0,-1.0,-1.0,36149.0,7195.0,1150.0,3941.0,-1.0,-1.0,-1.0,10000.0,10837.0,8000.0,15263.0,-1.0,4667.0,11397.0,-1.0,-1.0,-1.0
1977,4176.0,-1.0,-1.0,-1.0,-1.0,16078.0,13155.0,-1.0,5832.0,-1.0,-1.0,1025.0,43478.0,-1.0,-1.0,-1.0,5000.0,5588.0,5455.0,-1.0,-1.0,7156.0,12200.0,-1.0,6100.0,-1.0,4487.0,-1.0,159444.0,12500.0,2743.0,-1.0,-1.0,-1.0,-1.0,10172.0,-1.0,-1.0,-1.0,-1.0,-1.0,25000.0,-1.0,-1.0,-1.0,-1.0,-1.0,64224.0,-1.0,-1.0,-1.0,2143.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10638.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10663.0,15750.0,-1.0,-1.0,-1.0,17956.0,-1.0,-1.0,-1.0,1351.0,-1.0,39526.0,13649.0,13475.0,-1.0,-1.0,5375.0,4453.0,-1.0,239074.0,27455.0,10472.0,-1.0,6250.0,-1.0,-1.0,-1.0,-1.0,5957.0,-1.0,-1.0,4477.0,8105.0,-1.0,-1.0,-1.0,-1.0,20785.0,11229.0,-1.0,-1.0,-1.0,41321.0,7195.0,1249.0,3889.0,-1.0,-1.0,-1.0,10000.0,12024.0,9600.0,19500.0,-1.0,5000.0,13384.0,-1.0,-1.0,-1.0
1978,4292.0,-1.0,-1.0,-1.0,2000.0,14465.0,11135.0,-1.0,6310.0,-1.0,-1.0,1066.0,44681.0,-1.0,-1.0,-1.0,5000.0,5571.0,5441.0,-1.0,-1.0,7960.0,12260.0,-1.0,5545.0,-1.0,4496.0,-1.0,144000.0,12500.0,2957.0,-1.0,-1.0,-1.0,-1.0,10952.0,-1.0,-1.0,-1.0,-1.0,-1.0,25000.0,-1.0,-1.0,-1.0,-1.0,-1.0,57874.0,-1.0,-1.0,-1.0,2143.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11064.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10775.0,16250.0,-1.0,-1.0,-1.0,18065.0,-1.0,-1.0,-1.0,1300.0,-1.0,37664.0,14028.0,16201.0,-1.0,-1.0,9366.0,6825.0,-1.0,307057.0,19930.0,11517.0,-1.0,6250.0,-1.0,-1.0,-1.0,-1.0,5957.0,-1.0,-1.0,4557.0,7884.0,-1.0,-1.0,-1.0,-1.0,23191.0,14540.0,-1.0,-1.0,-1.0,14092.0,7195.0,1667.0,3922.0,-1.0,-1.0,-1.0,10000.0,13367.0,11760.0,21000.0,-1.0,4000.0,12413.0,-1.0,-1.0,-1.0
1979,3626.0,-1.0,-1.0,-1.0,2000.0,12457.0,8242.0,-1.0,6066.0,-1.0,-1.0,1115.0,45833.0,-1.0,-1.0,7143.0,5000.0,5556.0,5429.0,-1.0,-1.0,5510.0,14927.0,-1.0,5500.0,42500.0,4483.0,-1.0,118800.0,12500.0,2870.0,-1.0,-1.0,-1.0,-1.0,10983.0,-1.0,-1.0,-1.0,-1.0,-1.0,25000.0,-1.0,-1.0,-1.0,-1.0,-1.0,52158.0,-1.0,-1.0,-1.0,2143.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11489.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10948.0,17000.0,-1.0,-1.0,-1.0,16856.0,-1.0,-1.0,-1.0,1020.0,-1.0,38502.0,14909.0,14000.0,-1.0,-1.0,5449.0,5289.0,-1.0,243029.0,26750.0,5098.0,-1.0,6250.0,-1.0,-1.0,-1.0,-1.0,5957.0,500.0,-1.0,4294.0,7886.0,-1.0,-1.0,-1.0,-1.0,23070.0,14585.0,-1.0,-1.0,-1.0,18758.0,7195.0,1407.0,3983.0,-1.0,-1.0,-1.0,10000.0,10568.0,14427.0,25143.0,-1.0,4000.0,12447.0,-1.0,-1.0,-1.0
1980,3649.0,-1.0,-1.0,-1.0,2000.0,10097.0,6744.0,-1.0,6087.0,-1.0,-1.0,777.0,44898.0,-1.0,-1.0,7000.0,5000.0,5676.0,5556.0,-1.0,-1.0,5611.0,19901.0,-1.0,5469.0,41538.0,4483.0,-1.0,88000.0,12500.0,2957.0,-1.0,-1.0,-1.0,-1.0,8459.0,-1.0,-1.0,-1.0,3177.0,-1.0,25000.0,-1.0,-1.0,-1.0,-1.0,-1.0,51342.0,-1.0,-1.0,-1.0,2188.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11915.0,-1.0,-1.0,-1.0,9587.0,-1.0,-1.0,32474.0,16222.0,-1.0,-1.0,-1.0,17735.0,-1.0,-1.0,-1.0,1086.0,-1.0,39291.0,10658.0,14725.0,-1.0,-1.0,6679.0,5348.0,-1.0,229760.0,24156.0,5719.0,-1.0,6250.0,-1.0,-1.0,-1.0,-1.0,5957.0,2200.0,-1.0,4242.0,7886.0,-1.0,-1.0,5077.0,-1.0,22708.0,9167.0,-1.0,-1.0,-1.0,32085.0,7174.0,2324.0,3842.0,-1.0,-1.0,-1.0,10000.0,12552.0,19358.0,25556.0,-1.0,4000.0,10997.0,-1.0,-1.0,-1.0
1981,3697.0,-1.0,-1.0,-1.0,2000.0,6919.0,5798.0,-1.0,6689.0,-1.0,-1.0,827.0,46000.0,-1.0,-1.0,7692.0,5000.0,5658.0,5541.0,-1.0,5242.0,5526.0,19654.0,-1.0,5469.0,40667.0,4969.0,-1.0,95217.0,12500.0,3103.0,-1.0,-1.0,-1.0,-1.0,9501.0,-1.0,-1.0,-1.0,3236.0,-1.0,25000.0,-1.0,-1.0,-1.0,-1.0,-1.0,47315.0,-1.0,-1.0,-1.0,2273.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12292.0,-1.0,-1.0,-1.0,152148.0,-1.0,-1.0,25430.0,14182.0,-1.0,-1.0,-1.0,18109.0,-1.0,-1.0,-1.0,1154.0,-1.0,37364.0,13493.0,12701.0,-1.0,-1.0,6686.0,6662.0,-1.0,263827.0,31211.0,11942.0,-1.0,6250.0,-1.0,-1.0,-1.0,-1.0,6042.0,4533.0,-1.0,4175.0,7886.0,-1.0,-1.0,7308.0,-1.0,18190.0,11108.0,-1.0,-1.0,-1.0,40859.0,7009.0,1983.0,3269.0,-1.0,-1.0,-1.0,10000.0,17878.0,19654.0,24727.0,-1.0,4000.0,13811.0,-1.0,-1.0,-1.0
1982,3795.0,-1.0,-1.0,-1.0,1600.0,7295.0,6280.0,-1.0,6099.0,-1.0,-1.0,897.0,47059.0,-1.0,-1.0,7692.0,5333.0,5641.0,5526.0,-1.0,5231.0,7034.0,19577.0,-1.0,5545.0,40240.0,4296.0,-1.0,81500.0,12500.0,3183.0,-1.0,-1.0,-1.0,-1.0,8598.0,-1.0,-1.0,-1.0,3236.0,-1.0,25000.0,-1.0,-1.0,-1.0,-1.0,-1.0,44228.0,-1.0,-1.0,-1.0,2273.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12292.0,-1.0,-1.0,-1.0,18706.0,-1.0,-1.0,27801.0,13500.0,-1.0,-1.0,-1.0,17544.0,-1.0,-1.0,-1.0,1500.0,-1.0,39793.0,11839.0,15655.0,-1.0,-1.0,4324.0,6639.0,-1.0,298800.0,27021.0,13588.0,-1.0,6250.0,-1.0,-1.0,-1.0,-1.0,6042.0,7000.0,-1.0,4289.0,7886.0,-1.0,-1.0,6960.0,-1.0,21337.0,10769.0,-1.0,-1.0,-1.0,40538.0,6120.0,1792.0,2967.0,-1.0,-1.0,-1.0,10000.0,12262.0,19577.0,28923.0,-1.0,4000.0,10524.0,-1.0,-1.0,-1.0
1983,3942.0,-1.0,-1.0,-1.0,2000.0,5747.0,10246.0,-1.0,5967.0,-1.0,-1.0,932.0,50000.0,-1.0,-1.0,7692.0,5882.0,5625.0,5513.0,-1.0,5231.0,7999.0,20875.0,-1.0,5651.0,39133.0,3934.0,-1.0,75000.0,12500.0,3175.0,-1.0,-1.0,-1.0,-1.0,7757.0,-1.0,-1.0,-1.0,2070.0,-1.0,25000.0,-1.0,-1.0,-1.0,-1.0,-1.0,46078.0,-1.0,-1.0,-1.0,2273.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12292.0,-1.0,-1.0,-1.0,44000.0,-1.0,-1.0,26521.0,13846.0,-1.0,-1.0,-1.0,18004.0,-1.0,-1.0,-1.0,1200.0,-1.0,43417.0,12356.0,14470.0,-1.0,-1.0,7055.0,4240.0,-1.0,300639.0,21793.0,14422.0,-1.0,6250.0,-1.0,-1.0,-1.0,-1.0,6042.0,8000.0,-1.0,4304.0,7950.0,-1.0,-1.0,2301.0,-1.0,21807.0,13546.0,-1.0,-1.0,-1.0,20683.0,6805.0,1435.0,2680.0,-1.0,-1.0,-1.0,10000.0,17876.0,20875.0,23333.0,-1.0,4000.0,14980.0,-1.0,-1.0,-1.0
1984,4956.0,-1.0,-1.0,-1.0,1667.0,5552.0,9780.0,-1.0,5035.0,-1.0,-1.0,1794.0,49057.0,-1.0,-1.0,7500.0,6000.0,5617.0,5506.0,-1.0,5615.0,7041.0,20252.0,-1.0,5639.0,39333.0,4534.0,-1.0,54762.0,12500.0,3258.0,-1.0,-1.0,-1.0,-1.0,12035.0,-1.0,-1.0,-1.0,2055.0,-1.0,25833.0,-1.0,-1.0,-1.0,-1.0,-1.0,54545.0,-1.0,-1.0,-1.0,2667.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12292.0,-1.0,-1.0,-1.0,23048.0,-1.0,-1.0,27043.0,13538.0,-1.0,-1.0,-1.0,17981.0,-1.0,-1.0,-1.0,1300.0,-1.0,44432.0,12657.0,15596.0,-1.0,-1.0,6916.0,5176.0,-1.0,313689.0,32134.0,13111.0,-1.0,6250.0,-1.0,-1.0,-1.0,-1.0,6042.0,8824.0,-1.0,4352.0,7839.0,-1.0,-1.0,4339.0,-1.0,21366.0,11932.0,-1.0,-1.0,-1.0,14104.0,6866.0,1358.0,2675.0,-1.0,-1.0,-1.0,10000.0,12691.0,20252.0,25882.0,-1.0,4000.0,12164.0,-1.0,-1.0,-1.0
1985,4104.0,-1.0,-1.0,-1.0,2150.0,4431.0,24193.0,2126171.0,5939.0,-1.0,-1.0,4919.0,50000.0,8261.0,13344.0,8000.0,6190.0,5595.0,5488.0,-1.0,5597.0,6906.0,20294.0,12524.0,5721.0,39600.0,4716.0,-1.0,46512.0,12500.0,3287.0,-1.0,-1.0,-1.0,7000.0,6600.0,-1.0,-1.0,25000.0,3519.0,-1.0,26250.0,-1.0,18230.0,-1.0,-1.0,5000.0,54118.0,-1.0,-1.0,9609.0,2766.0,-1.0,-1.0,26316.0,15900.0,13259.0,-1.0,10351.0,-1.0,18230.0,-1.0,6406.0,-1.0,20000.0,13208.0,12667.0,-1.0,14000.0,-1.0,17143.0,17045.0,-1.0,1820.0,1200.0,-1.0,43577.0,11422.0,14792.0,16556.0,-1.0,4522.0,5964.0,-1.0,19181.0,21976.0,13228.0,8980.0,6284.0,-1.0,-1.0,21782.0,10714.0,6042.0,8333.0,-1.0,4486.0,7721.0,15264.0,17647.0,3289.0,10345.0,22239.0,12336.0,16553.0,112000.0,-1.0,16521.0,6743.0,3176.0,3932.0,-1.0,12857.0,-1.0,10000.0,13221.0,20294.0,10539.0,-1.0,4000.0,9789.0,-1.0,33333.0,-1.0
1986,3994.0,-1.0,-1.0,-1.0,2313.0,4972.0,29487.0,1925866.0,5338.0,-1.0,-1.0,2782.0,49818.0,8696.0,12752.0,8000.0,6364.0,5595.0,5488.0,-1.0,6232.0,6120.0,21016.0,13953.0,5769.0,45375.0,3864.0,-1.0,40455.0,12500.0,3608.0,-1.0,-1.0,-1.0,7000.0,11738.0,-1.0,-1.0,29630.0,3439.0,-1.0,26923.0,-1.0,19252.0,-1.0,-1.0,5000.0,58820.0,-1.0,-1.0,9573.0,3000.0,-1.0,-1.0,26316.0,16270.0,13367.0,-1.0,8881.0,-1.0,19252.0,-1.0,6276.0,-1.0,25759.0,11120.0,11733.0,-1.0,17000.0,-1.0,18850.0,24811.0,-1.0,1840.0,1200.0,-1.0,44024.0,12971.0,16316.0,17053.0,-1.0,7583.0,4654.0,-1.0,18315.0,16480.0,13652.0,14079.0,6352.0,-1.0,-1.0,22065.0,11905.0,6000.0,8667.0,-1.0,4690.0,7886.0,22104.0,17941.0,3720.0,10517.0,20123.0,12184.0,16924.0,103333.0,2500.0,12506.0,7051.0,2602.0,3717.0,-1.0,12857.0,-1.0,10000.0,14028.0,21016.0,12617.0,-1.0,4000.0,12460.0,-1.0,24889.0,-1.0
1987,4104.0,-1.0,-1.0,-1.0,2447.0,5800.0,13580.0,1376098.0,5841.0,-1.0,-1.0,3129.0,50000.0,8696.0,9519.0,8000.0,6818.0,5581.0,5476.0,-1.0,6944.0,7141.0,17243.0,13500.0,5738.0,41349.0,3930.0,-1.0,43542.0,12500.0,3546.0,-1.0,-1.0,-1.0,7000.0,8920.0,-1.0,-1.0,13636.0,3401.0,-1.0,25000.0,-1.0,19841.0,-1.0,-1.0,5512.0,63011.0,-1.0,-1.0,9653.0,3273.0,-1.0,-1.0,26316.0,15041.0,13473.0,7720.0,8949.0,-1.0,19841.0,-1.0,6392.0,-1.0,24321.0,7453.0,11358.0,-1.0,19600.0,-1.0,18557.0,11619.0,-1.0,1840.0,1200.0,-1.0,43393.0,11872.0,15039.0,15728.0,-1.0,4036.0,5280.0,-1.0,20049.0,27017.0,13129.0,9214.0,6284.0,-1.0,-1.0,24328.0,14286.0,6000.0,9000.0,-1.0,4928.0,6768.0,11718.0,18059.0,3298.0,10517.0,19943.0,11739.0,16823.0,101429.0,2667.0,20904.0,7753.0,2816.0,3383.0,-1.0,12857.0,-1.0,10000.0,14383.0,17243.0,12054.0,2692.0,4000.0,12086.0,-1.0,25333.0,-1.0
1988,4021.0,-1.0,-1.0,-1.0,3872.0,6349.0,17415.0,1852744.0,6839.0,-1.0,-1.0,2563.0,49825.0,8696.0,14833.0,8140.0,7727.0,5568.0,5465.0,-1.0,6901.0,5446.0,17325.0,11873.0,6000.0,44519.0,4528.0,-1.0,42745.0,6140.0,3767.0,-1.0,-1.0,-1.0,7000.0,11190.0,-1.0,-1.0,26571.0,3692.0,-1.0,26471.0,-1.0,19541.0,-1.0,-1.0,5512.0,63293.0,-1.0,-1.0,10389.0,3273.0,-1.0,-1.0,27778.0,13542.0,13344.0,8000.0,8949.0,-1.0,19541.0,-1.0,6667.0,-1.0,23933.0,9252.0,13951.0,-1.0,21333.0,-1.0,18849.0,26894.0,-1.0,1840.0,1200.0,-1.0,43469.0,11894.0,15628.0,16126.0,-1.0,4729.0,3938.0,-1.0,19740.0,25428.0,13206.0,11064.0,6284.0,-1.0,-1.0,22631.0,14286.0,6000.0,9231.0,-1.0,5101.0,6636.0,19398.0,18235.0,3552.0,10690.0,22838.0,10631.0,16225.0,99200.0,2727.0,21839.0,8342.0,1789.0,4075.0,-1.0,12286.0,-1.0,10000.0,14858.0,17325.0,10979.0,2692.0,4000.0,14504.0,-1.0,25333.0,-1.0
1989,3958.0,-1.0,-1.0,-1.0,3908.0,5684.0,17855.0,1904035.0,6103.0,-1.0,-1.0,2753.0,50000.0,8696.0,15094.0,8163.0,7500.0,5556.0,5455.0,-1.0,5926.0,8170.0,15900.0,17308.0,5909.0,45357.0,5268.0,-1.0,43077.0,5333.0,3892.0,-1.0,-1.0,-1.0,7000.0,9953.0,-1.0,-1.0,21882.0,3490.0,-1.0,29412.0,-1.0,20617.0,-1.0,-1.0,5512.0,64440.0,-1.0,-1.0,9839.0,3750.0,-1.0,-1.0,27778.0,13673.0,16502.0,8900.0,8949.0,-1.0,20617.0,-1.0,6667.0,-1.0,24964.0,9478.0,13765.0,-1.0,22571.0,-1.0,18851.0,22957.0,-1.0,1860.0,1500.0,-1.0,43101.0,10313.0,14505.0,16523.0,-1.0,5010.0,6210.0,-1.0,21268.0,22204.0,14327.0,13908.0,6284.0,-1.0,-1.0,22405.0,13000.0,6000.0,8333.0,-1.0,5261.0,7229.0,16793.0,18529.0,5248.0,10862.0,23171.0,9176.0,16356.0,97600.0,2730.0,22724.0,9158.0,2015.0,3538.0,-1.0,12571.0,-1.0,10000.0,13561.0,15900.0,11111.0,2692.0,4000.0,18155.0,-1.0,25333.0,-1.0
1990,3765.0,-1.0,-1.0,-1.0,2806.0,35768.0,9350.0,2766.0,5576.0,38889.0,-1.0,2789.0,49952.0,9500.0,13185.0,9375.0,7727.0,5577.0,5444.0,-1.0,6818.0,7853.0,16048.0,15365.0,5631.0,45011.0,4691.0,-1.0,45686.0,6462.0,3885.0,-1.0,-1.0,-1.0,6723.0,12061.0,-1.0,-1.0,18688.0,3462.0,-1.0,30000.0,-1.0,21239.0,-1.0,-1.0,5337.0,70271.0,-1.0,-1.0,10183.0,3750.0,-1.0,-1.0,28571.0,13962.0,16034.0,9031.0,10339.0,12500.0,21239.0,-1.0,7287.0,-1.0,17557.0,14749.0,15096.0,-1.0,20000.0,-1.0,18868.0,23828.0,-1.0,1921.0,1662.0,-1.0,43679.0,10691.0,14995.0,16485.0,-1.0,4726.0,4874.0,-1.0,17291.0,26945.0,13021.0,13517.0,6857.0,-1.0,-1.0,20174.0,10861.0,6920.0,2573.0,-1.0,5501.0,7493.0,24696.0,17778.0,5292.0,9054.0,23781.0,10046.0,16741.0,107794.0,14286.0,24138.0,10056.0,3042.0,4145.0,-1.0,11338.0,-1.0,11550.0,12468.0,16048.0,12213.0,2688.0,2720.0,13626.0,-1.0,29333.0,22727.0
1991,3873.0,-1.0,-1.0,-1.0,3657.0,36468.0,14552.0,3482.0,5861.0,38667.0,-1.0,3242.0,48766.0,8716.0,14703.0,8094.0,8182.0,5535.0,5437.0,-1.0,6818.0,7432.0,17745.0,15351.0,5766.0,46855.0,6505.0,-1.0,41522.0,3952.0,4012.0,-1.0,-1.0,-1.0,8482.0,10477.0,-1.0,-1.0,22383.0,3400.0,-1.0,29004.0,-1.0,26050.0,-1.0,-1.0,5172.0,72050.0,-1.0,-1.0,9797.0,3225.0,-1.0,-1.0,28650.0,13457.0,15133.0,8900.0,9053.0,19122.0,26050.0,-1.0,5816.0,-1.0,27274.0,12300.0,15092.0,-1.0,9963.0,-1.0,18966.0,9961.0,-1.0,1628.0,1573.0,-1.0,33585.0,8828.0,15385.0,13452.0,-1.0,3545.0,4810.0,-1.0,15969.0,24413.0,14354.0,14570.0,6452.0,-1.0,-1.0,24363.0,15249.0,6133.0,1836.0,-1.0,5605.0,7143.0,23099.0,19118.0,6273.0,11034.0,25177.0,11662.0,16772.0,75000.0,14131.0,36226.0,10383.0,2246.0,2832.0,-1.0,10909.0,-1.0,9981.0,15311.0,19257.0,11167.0,2919.0,3606.0,14196.0,-1.0,25274.0,22725.0
