,USSR,France,Bahrain,Fiji,Australia,Pakistan,Thailand,Belize,Rwanda,Guyana,Romania,Lebanon,Papua New Guinea,Tunisia,Albania,Paraguay,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Australia & New Zealand,El Salvador,Saint Lucia,Argentina,Philippines,Spain,Central African Republic,Bahamas,Malta,Jamaica,Ecuador,Cabo Verde,Indonesia,Poland,Canada,Turkey,Jordan,Colombia,Egypt,Melanesia,Malaysia,Greece,Yemen,Haiti,Republic of Korea,Democratic Republic of the Congo,Tonga,India,Hungary,Republic of Moldova,Martinique,Dominican Republic,Syrian Arab Republic,Mexico,Iran (Islamic Republic of),Peru,United States of America,"China, mainland",French Polynesia,Cyprus,United Arab Emirates,Uruguay,Lithuania,Portugal,Netherlands,South Sudan,Cuba,Austria,Puerto Rico,Bhutan,Trinidad and Tobago,Dominica,Iraq,New Zealand,Belgium,Libya,Bangladesh,Italy,Qatar,Senegal,Germany,Cayman Islands,Mozambique,China,Finland,Slovakia,Sudan (former),Morocco,Antigua and Barbuda,Chile,Honduras,Kyrgyzstan,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Denmark,Switzerland,Saudi Arabia,Grenada,Azerbaijan,Mauritius,Oman,Barbados,Russian Federation,Cameroon,Bolivia (Plurinational State of),Sudan,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Brunei Darussalam,Latvia,Ukraine,Kuwait,Guadeloupe,Sri Lanka,Côte d'Ivoire,Polynesia,South Africa,Bulgaria,Occupied Palestinian Territory
1990,196000.0,307618.0,107576.0,95610.0,115373.0,97674.0,133203.0,,60000.0,,38500.0,161290.0,20000.0,271795.0,156000.0,45687.0,,300000.0,106945.0,131957.0,,,99528.0,198799.0,339888.0,80000.0,,188571.0,134748.0,50000.0,200000.0,71261.0,156250.0,,207963.0,186164.0,113333.0,182004.0,58272.0,180556.0,196500.0,91957.0,86957.0,201124.0,141058.0,100000.0,93464.0,120168.0,,,32020.0,103366.0,75853.0,82244.0,167413.0,,150000.0,118750.0,220000.0,193937.0,57818.0,,204545.0,700000.0,,21538.0,,53018.0,,96900.0,73600.0,105535.0,157101.0,,109831.0,71100.0,255618.0,153591.0,,,30000.0,27548.0,149855.0,,,178571.0,143611.0,76667.0,267398.0,78571.0,,92261.0,145316.0,327029.0,51630.0,154811.0,,,96078.0,107619.0,,99665.0,,91579.0,,10000.0,85721.0,,97674.0,,206667.0,,,168519.0,80769.0,121837.0,94737.0,100149.0,153116.0,206420.0,
1991,204000.0,315118.0,110222.0,65741.0,130989.0,100822.0,127273.0,,60029.0,,37600.0,161155.0,19694.0,275000.0,150000.0,42581.0,,370000.0,99574.0,146596.0,,,97838.0,210047.0,337378.0,80488.0,,213259.0,130989.0,50000.0,150000.0,69347.0,150000.0,,179621.0,193151.0,115378.0,177655.0,52367.0,156757.0,221340.0,91818.0,93066.0,193291.0,118263.0,102113.0,95227.0,187468.0,,,40271.0,98174.0,79669.0,111111.0,159049.0,,160714.0,88750.0,212500.0,211796.0,58065.0,,215000.0,700000.0,,21538.0,,53022.0,,113165.0,89940.0,115627.0,163636.0,,108333.0,72435.0,269374.0,172119.0,,,30000.0,21233.0,160498.0,,,185406.0,159864.0,78125.0,255588.0,78600.0,,100149.0,154437.0,333791.0,61093.0,148022.0,,,106610.0,103040.0,,116795.0,,101000.0,,11111.0,91918.0,,94286.0,,198889.0,,,200000.0,102381.0,133333.0,92544.0,102065.0,130338.0,240439.0,
1992,,319328.0,104308.0,60000.0,130822.0,101119.0,132353.0,,59856.0,,32250.0,158252.0,20000.0,269697.0,153333.0,42667.0,,280000.0,100092.0,149066.0,,,97600.0,211877.0,348740.0,80952.0,,213378.0,152621.0,50000.0,150000.0,73319.0,126471.0,,165765.0,205850.0,115788.0,166545.0,39545.0,150000.0,197924.0,90949.0,95870.0,211763.0,119278.0,95091.0,95161.0,146619.0,116667.0,,28728.0,112397.0,95060.0,69722.0,150334.0,,177500.0,101551.0,193750.0,163088.0,57576.0,,211111.0,730000.0,,16780.0,,53046.0,,110444.0,92666.0,109091.0,166308.0,,106897.0,73789.0,243789.0,176100.0,,,32000.0,20988.0,177164.0,,,185370.0,176816.0,79412.0,242443.0,81067.0,65000.0,116194.0,168578.0,334880.0,75068.0,151087.0,,,98356.0,103636.0,187168.0,113636.0,,100714.0,270833.0,11111.0,91641.0,,95000.0,,202857.0,,165889.0,200000.0,95652.0,133981.0,92679.0,95148.0,129550.0,142415.0,
1993,,317672.0,104865.0,85000.0,129688.0,102116.0,125714.0,,59574.0,,26400.0,164706.0,20000.0,270588.0,152941.0,41935.0,,210000.0,100061.0,156913.0,,,98125.0,204108.0,360588.0,79545.0,,213497.0,170221.0,50000.0,150000.0,71010.0,130807.0,113796.0,174077.0,105275.0,116175.0,168571.0,55982.0,139535.0,163324.0,88797.0,97711.0,209666.0,144475.0,98864.0,98413.0,322123.0,100000.0,,42755.0,129780.0,110311.0,139722.0,149689.0,,172727.0,108068.0,187500.0,242306.0,58899.0,,207143.0,760000.0,,13924.0,,53298.0,,114816.0,100488.0,108772.0,177412.0,,107692.0,74627.0,247006.0,173566.0,,,29200.0,20744.0,172794.0,,129730.0,183940.0,166667.0,79040.0,215746.0,84191.0,60000.0,113497.0,174762.0,392771.0,80123.0,141044.0,,,98895.0,102277.0,186782.0,114857.0,,101778.0,264000.0,11429.0,91588.0,,89367.0,,200769.0,,218043.0,196000.0,93861.0,133333.0,92815.0,98896.0,128763.0,115000.0,
1994,,321631.0,103125.0,76316.0,129851.0,100287.0,121387.0,,58333.0,,31250.0,157895.0,20000.0,269231.0,155263.0,42320.0,,352500.0,100000.0,170679.0,,,105000.0,199565.0,377967.0,78261.0,,212702.0,172619.0,50000.0,150000.0,63478.0,137177.0,321917.0,177692.0,172206.0,116533.0,166667.0,57988.0,142794.0,218571.0,88801.0,99141.0,202865.0,156121.0,95238.0,96158.0,130283.0,100000.0,,40704.0,100979.0,115946.0,174667.0,160700.0,,169231.0,117320.0,228571.0,218013.0,59481.0,,205253.0,790000.0,,15917.0,,53061.0,,111705.0,100000.0,108929.0,199474.0,,106000.0,74776.0,247896.0,173812.0,,,29474.0,20613.0,169156.0,,125714.0,183871.0,130441.0,79550.0,198055.0,83333.0,60000.0,115057.0,165847.0,239796.0,80645.0,151371.0,,,96253.0,100435.0,186395.0,118123.0,,101017.0,253704.0,11905.0,90997.0,,90000.0,,200000.0,,179545.0,185000.0,93323.0,132000.0,95238.0,95323.0,127976.0,92110.0,
1995,,356808.0,104400.0,83333.0,127304.0,99676.0,121469.0,,54174.0,,36111.0,165854.0,19128.0,269231.0,152632.0,42490.0,40000.0,465000.0,100000.0,175437.0,,,166000.0,196649.0,399062.0,79167.0,,206543.0,183622.0,50000.0,150000.0,61194.0,147222.0,321250.0,174000.0,219234.0,116872.0,167616.0,62028.0,138298.0,218140.0,91232.0,100409.0,224838.0,101480.0,100000.0,95455.0,126171.0,60000.0,,28456.0,114493.0,105204.0,146333.0,183412.0,,171429.0,129922.0,253333.0,276456.0,60010.0,,200000.0,720000.0,,16424.0,,53079.0,,137236.0,95672.0,108772.0,215529.0,,105499.0,76140.0,263886.0,175975.0,,,29545.0,20643.0,171656.0,356522.0,133333.0,184190.0,163232.0,81250.0,227784.0,90101.0,60000.0,116348.0,179624.0,420548.0,85185.0,151125.0,,,96250.0,108095.0,186009.0,133143.0,,100935.0,241379.0,11538.0,90918.0,,90144.0,,204118.0,,226297.0,183810.0,92787.0,126706.0,92901.0,100229.0,136681.0,113938.0,
1996,,367387.0,95732.0,78577.0,130627.0,105308.0,119516.0,,50000.0,,55000.0,167866.0,16912.0,273684.0,150000.0,42583.0,40000.0,400000.0,100066.0,177800.0,,,137931.0,193586.0,392498.0,80000.0,,200000.0,183820.0,50000.0,150000.0,55131.0,160000.0,227238.0,175556.0,215053.0,118661.0,178745.0,56850.0,142893.0,277143.0,89447.0,101613.0,237437.0,101134.0,100000.0,95522.0,155470.0,100000.0,,36334.0,131203.0,142959.0,137647.0,186417.0,,156757.0,150000.0,250000.0,286103.0,60700.0,,203271.0,525000.0,,24244.0,,52003.0,,133060.0,95953.0,110909.0,232326.0,,106338.0,77546.0,298354.0,176986.0,,,30000.0,21250.0,157536.0,226818.0,123529.0,185714.0,139175.0,80723.0,231343.0,96655.0,65000.0,107778.0,197215.0,381250.0,84615.0,146500.0,,,96648.0,100000.0,185623.0,131354.0,,101266.0,233871.0,11667.0,89565.0,,90000.0,,195000.0,,200442.0,214539.0,92253.0,122449.0,92722.0,100284.0,136736.0,110000.0,140798.0
1997,,356715.0,94940.0,78982.0,121191.0,106409.0,117647.0,,50000.0,112903.0,49407.0,280000.0,17143.0,266667.0,153846.0,42835.0,40000.0,389567.0,99980.0,167066.0,,,144626.0,192192.0,406805.0,80769.0,,205987.0,175296.0,50000.0,137572.0,47805.0,148100.0,239354.0,173182.0,139052.0,118383.0,177511.0,58297.0,143393.0,211667.0,89696.0,102789.0,242754.0,108043.0,98700.0,95652.0,210874.0,91667.0,,38506.0,127303.0,143150.0,127619.0,182309.0,,150000.0,170000.0,246835.0,247020.0,61400.0,,202342.0,635000.0,,24949.0,,61167.0,,137273.0,96204.0,107143.0,221429.0,,107289.0,77406.0,297104.0,176831.0,,,30000.0,20443.0,150832.0,401429.0,131429.0,182761.0,135890.0,81180.0,228571.0,106218.0,70000.0,113845.0,193381.0,398571.0,90090.0,145294.0,,,96254.0,100000.0,185236.0,136788.0,,101351.0,234375.0,11765.0,89927.0,,96364.0,,203158.0,166667.0,239526.0,196374.0,91720.0,119395.0,92591.0,99061.0,184096.0,88158.0,145003.0
1998,,421408.0,94048.0,79231.0,120262.0,109060.0,118194.0,,50000.0,112691.0,61000.0,337143.0,20833.0,273913.0,153846.0,42500.0,40000.0,395881.0,100000.0,166470.0,,,145185.0,190224.0,406046.0,80000.0,,191500.0,179045.0,50000.0,129285.0,135710.0,137500.0,127932.0,174432.0,142935.0,118054.0,176092.0,58416.0,143949.0,221667.0,95933.0,103949.0,252692.0,115570.0,100000.0,95714.0,288923.0,160667.0,,43179.0,132283.0,149420.0,137917.0,164529.0,,146512.0,136250.0,277778.0,219608.0,57242.0,,202619.0,550000.0,,35197.0,,61967.0,,136732.0,96464.0,108850.0,227692.0,,105882.0,76955.0,292071.0,175280.0,,,30556.0,21111.0,147448.0,196279.0,123529.0,180971.0,157691.0,81633.0,206189.0,114462.0,70000.0,107698.0,195593.0,526866.0,91298.0,143222.0,,,95987.0,104297.0,184850.0,111294.0,,101449.0,222222.0,11111.0,86915.0,,94000.0,,203889.0,95000.0,218463.0,279600.0,91188.0,115789.0,90909.0,100288.0,144114.0,132226.0,121446.0
1999,,440900.0,93176.0,79337.0,103001.0,109883.0,118644.0,136216.0,50000.0,112840.0,72345.0,378182.0,19636.0,276923.0,151282.0,41176.0,40000.0,402969.0,99807.0,150551.0,68000.0,,163292.0,188601.0,406865.0,80702.0,,209291.0,184767.0,50000.0,121972.0,132120.0,163333.0,139645.0,173158.0,114363.0,113636.0,174655.0,57604.0,144357.0,204054.0,96099.0,105096.0,266370.0,115269.0,100000.0,95775.0,248807.0,91111.0,,43917.0,136891.0,142804.0,130364.0,194553.0,,147727.0,130000.0,283951.0,204539.0,59371.0,,199398.0,625000.0,,42233.0,,61916.0,,129000.0,96724.0,96871.0,221429.0,,103704.0,74532.0,256409.0,174831.0,,,30909.0,19695.0,149212.0,369574.0,114286.0,179071.0,149738.0,82099.0,198491.0,124231.0,85000.0,109470.0,220044.0,393151.0,94737.0,139789.0,,,130622.0,100000.0,184464.0,121815.0,,87500.0,224000.0,12359.0,82006.0,,87273.0,,203500.0,160000.0,154134.0,221688.0,90658.0,114556.0,74733.0,100175.0,141222.0,97222.0,141825.0
2000,,454601.0,132824.0,78372.0,106550.0,99685.0,119843.0,113243.0,50165.0,114925.0,82857.0,214539.0,20000.0,274074.0,155000.0,42332.0,40000.0,401729.0,100000.0,150003.0,64640.0,,152899.0,187189.0,405684.0,80000.0,,212881.0,179364.0,50000.0,114882.0,274488.0,165625.0,113109.0,150909.0,174547.0,101429.0,177641.0,58044.0,144852.0,205000.0,94229.0,106231.0,285136.0,112764.0,98668.0,95833.0,285528.0,99444.0,,43596.0,126318.0,132692.0,134359.0,183596.0,224720.0,148936.0,125000.0,256250.0,235554.0,61571.0,,201907.0,550000.0,,51581.0,,61916.0,,134694.0,100000.0,77778.0,222270.0,384615.0,103571.0,75271.0,282339.0,177083.0,280658.0,,29333.0,18182.0,150016.0,258462.0,116667.0,176316.0,182823.0,82857.0,198000.0,130982.0,140000.0,110585.0,204298.0,354545.0,96063.0,140889.0,,,127515.0,104795.0,184077.0,128418.0,,88889.0,220714.0,12268.0,80719.0,,91667.0,,197692.0,450000.0,159982.0,271167.0,90128.0,113080.0,91349.0,98844.0,138338.0,85714.0,151491.0
2001,,439219.0,200000.0,78015.0,132566.0,101393.0,116037.0,108444.0,50000.0,112694.0,121053.0,238164.0,20000.0,272308.0,151163.0,42857.0,40000.0,425865.0,100000.0,175129.0,64409.0,,161437.0,185515.0,426505.0,80645.0,,225000.0,185082.0,50000.0,96000.0,213771.0,177079.0,108903.0,166679.0,189769.0,97297.0,180631.0,58557.0,145354.0,218421.0,85453.0,107353.0,336206.0,111925.0,98570.0,95805.0,234535.0,109565.0,,43500.0,111391.0,198385.0,116667.0,191600.0,203152.0,154167.0,120391.0,262500.0,293981.0,57143.0,,197845.0,550000.0,,54574.0,,62075.0,,128778.0,98172.0,80000.0,224967.0,384615.0,111026.0,74857.0,281368.0,184349.0,257651.0,,29737.0,18935.0,155077.0,384000.0,120219.0,174359.0,190624.0,83112.0,199601.0,140000.0,100000.0,109290.0,200625.0,340244.0,100000.0,142188.0,,,124989.0,105148.0,183691.0,145220.0,,91837.0,207348.0,12323.0,78571.0,,80000.0,,199791.0,113333.0,188598.0,246820.0,89600.0,112903.0,96556.0,98703.0,135452.0,47123.0,170752.0
2002,,437565.0,208000.0,77590.0,148728.0,99243.0,133763.0,98372.0,49956.0,100000.0,105488.0,156667.0,18667.0,276800.0,148889.0,43128.0,40000.0,436030.0,99534.0,192958.0,64177.0,,154474.0,184809.0,434641.0,80000.0,,225000.0,178575.0,50000.0,105277.0,219687.0,190909.0,123199.0,172500.0,195855.0,107353.0,179700.0,58347.0,145903.0,164000.0,86976.0,108461.0,306055.0,112837.0,100000.0,95833.0,232804.0,140000.0,,44107.0,132771.0,128531.0,127440.0,193632.0,207828.0,185185.0,117197.0,256250.0,303733.0,66385.0,,199217.0,550000.0,,63302.0,,61991.0,,115411.0,98373.0,97868.0,236364.0,384615.0,116138.0,70602.0,258368.0,189743.0,221034.0,,29903.0,18681.0,185735.0,434474.0,124324.0,175237.0,190083.0,82500.0,201195.0,138553.0,130000.0,123912.0,215620.0,413889.0,100000.0,137188.0,,,124920.0,105509.0,183305.0,135433.0,,101923.0,197708.0,12990.0,76552.0,,77333.0,174171.0,198571.0,170000.0,165774.0,265287.0,89073.0,108696.0,93381.0,100096.0,132553.0,65363.0,162747.0
2003,,399550.0,208333.0,77128.0,141595.0,97714.0,116612.0,59623.0,49947.0,100000.0,133200.0,151429.0,18878.0,268889.0,175000.0,44444.0,40000.0,446169.0,100000.0,154559.0,63939.0,,152682.0,184033.0,443482.0,79412.0,,222222.0,188171.0,50000.0,103528.0,116407.0,190419.0,132278.0,167273.0,205246.0,179862.0,180322.0,55973.0,147065.0,174000.0,83611.0,109571.0,309206.0,112409.0,98386.0,95860.0,189266.0,126500.0,,42668.0,126027.0,146852.0,126250.0,196981.0,196096.0,196429.0,114427.0,254777.0,303369.0,93920.0,207297.0,198100.0,600000.0,,70053.0,487456.0,142037.0,53333.0,114840.0,100000.0,112727.0,165789.0,384615.0,121495.0,73100.0,282335.0,199247.0,200599.0,,29911.0,18323.0,196597.0,293978.0,122222.0,174956.0,234434.0,82222.0,202783.0,141947.0,142716.0,139867.0,209525.0,452000.0,100000.0,138929.0,,,133186.0,105998.0,182925.0,116268.0,,101364.0,184414.0,10034.0,75333.0,,93549.0,193462.0,200333.0,151367.0,180181.0,276066.0,88547.0,86874.0,95061.0,98490.0,129817.0,116681.0,161032.0
2004,,373455.0,194444.0,76755.0,160386.0,96294.0,119325.0,63824.0,49951.0,100000.0,60654.0,203333.0,18876.0,272143.0,240000.0,43523.0,40000.0,457372.0,99281.0,150096.0,55086.0,202222.0,148000.0,167460.0,437662.0,80000.0,,225724.0,178880.0,50012.0,102619.0,176371.0,210391.0,128772.0,169472.0,195346.0,164995.0,176252.0,56041.0,120000.0,167054.0,95914.0,110684.0,321982.0,111971.0,98295.0,95886.0,217680.0,114057.0,,49071.0,131789.0,156319.0,132411.0,203063.0,206067.0,186667.0,111069.0,249554.0,308824.0,64763.0,112727.0,195096.0,687500.0,,55335.0,478233.0,141919.0,80577.0,121550.0,98832.0,120588.0,142105.0,384615.0,127601.0,74460.0,294569.0,203467.0,223917.0,,30000.0,18529.0,186930.0,278851.0,93505.0,174743.0,206803.0,80000.0,200000.0,145402.0,228718.0,167386.0,211381.0,436842.0,100000.0,134226.0,169474.0,186056.0,173859.0,106692.0,182551.0,118849.0,94595.0,51964.0,186050.0,10849.0,74376.0,,84211.0,206701.0,198788.0,125425.0,193788.0,263158.0,88022.0,101978.0,96601.0,98377.0,127238.0,137655.0,170928.0
2005,,372155.0,192000.0,76170.0,168096.0,97413.0,124799.0,58286.0,49976.0,100000.0,172563.0,182308.0,18750.0,266667.0,187500.0,43616.0,40000.0,466717.0,100000.0,144063.0,67784.0,198000.0,149703.0,165110.0,424286.0,80556.0,,205875.0,176798.0,50000.0,100000.0,188138.0,216788.0,146369.0,169542.0,237206.0,166581.0,176020.0,58758.0,149164.0,197518.0,75072.0,111777.0,363565.0,111533.0,98195.0,95911.0,243774.0,135261.0,,47478.0,113387.0,146703.0,133980.0,198014.0,221192.0,186885.0,108789.0,254194.0,258395.0,79270.0,142308.0,198624.0,727273.0,,61600.0,467619.0,141972.0,81591.0,120633.0,99082.0,128205.0,130526.0,384615.0,141448.0,75883.0,291619.0,199394.0,250000.0,,29842.0,18414.0,186911.0,274000.0,124701.0,174684.0,220456.0,85451.0,202970.0,148251.0,270000.0,178809.0,189100.0,438920.0,100000.0,138521.0,169474.0,174469.0,167833.0,107715.0,,102226.0,94659.0,81600.0,183499.0,11769.0,72720.0,,96865.0,202316.0,201739.0,131175.0,228315.0,267645.0,87497.0,96256.0,98724.0,98263.0,134059.0,168574.0,161346.0
2006,,380987.0,551200.0,80000.0,158664.0,97684.0,112193.0,38714.0,50000.0,100000.0,123646.0,168276.0,19113.0,270588.0,222988.0,43227.0,40000.0,500000.0,97936.0,183860.0,65714.0,196923.0,149249.0,189155.0,421622.0,80000.0,,223867.0,179256.0,50000.0,93333.0,170731.0,217973.0,160206.0,169777.0,181375.0,163889.0,176862.0,65054.0,151068.0,190693.0,75095.0,112850.0,333141.0,111094.0,98020.0,95904.0,269442.0,145505.0,,45905.0,127024.0,141243.0,131462.0,226074.0,224778.0,190476.0,102142.0,252368.0,296678.0,80038.0,88000.0,192315.0,575000.0,,63200.0,420809.0,139679.0,80000.0,122727.0,99200.0,125000.0,207603.0,384615.0,148586.0,81916.0,299129.0,208120.0,300000.0,360508.0,29333.0,17910.0,190716.0,322222.0,98942.0,174359.0,218606.0,86457.0,205882.0,145652.0,186667.0,138126.0,212049.0,393297.0,100000.0,130414.0,169474.0,160925.0,200338.0,109589.0,181804.0,119605.0,95265.0,80667.0,189275.0,11818.0,68982.0,,87500.0,202988.0,199411.0,123774.0,226967.0,274564.0,86973.0,95797.0,94611.0,98052.0,78293.0,135129.0,182268.0
2007,,388301.0,559412.0,74496.0,171758.0,95885.0,117186.0,25476.0,50216.0,100000.0,110864.0,176250.0,20000.0,270811.0,233333.0,43189.0,41117.0,483061.0,94118.0,194155.0,65455.0,200667.0,142857.0,188263.0,439529.0,80071.0,,232571.0,175013.0,50000.0,93125.0,230562.0,263416.0,128222.0,168941.0,219304.0,164384.0,180702.0,59097.0,123213.0,183739.0,75833.0,113901.0,318111.0,110656.0,100000.0,95923.0,232240.0,75076.0,,46893.0,123571.0,138372.0,131858.0,208462.0,227040.0,192308.0,92857.0,238000.0,324563.0,63150.0,99000.0,192857.0,700000.0,,63054.0,428521.0,141584.0,81070.0,31978.0,100000.0,134717.0,209276.0,384615.0,156170.0,82545.0,312462.0,207938.0,270346.0,337006.0,29711.0,17738.0,192242.0,207391.0,78913.0,172882.0,220779.0,87408.0,216280.0,144000.0,270000.0,140794.0,185136.0,368298.0,100000.0,132558.0,200000.0,168278.0,173847.0,100000.0,181431.0,114261.0,94800.0,80000.0,188766.0,11806.0,69328.0,,100000.0,180037.0,202857.0,126425.0,202587.0,229508.0,86450.0,107962.0,94879.0,99953.0,67667.0,162169.0,178860.0
2008,,382941.0,570000.0,73675.0,178974.0,99972.0,111818.0,55333.0,50407.0,100000.0,99297.0,183652.0,20000.0,275152.0,202593.0,43333.0,40000.0,487379.0,96097.0,190494.0,63910.0,198125.0,150306.0,162296.0,362500.0,80653.0,,204000.0,174882.0,50000.0,90041.0,348922.0,255953.0,149079.0,172139.0,142449.0,142942.0,174686.0,59478.0,81102.0,194615.0,75971.0,114927.0,345722.0,110218.0,97054.0,95943.0,285887.0,123618.0,,44231.0,124128.0,158551.0,132255.0,227365.0,226665.0,192661.0,68750.0,293488.0,419957.0,82160.0,100000.0,192958.0,825000.0,,57844.0,417984.0,143295.0,79560.0,34118.0,98963.0,127582.0,198864.0,384615.0,163277.0,85347.0,312968.0,200000.0,210626.0,280127.0,29791.0,17748.0,192670.0,212326.0,87534.0,171528.0,265629.0,88976.0,216000.0,147442.0,140000.0,137845.0,193145.0,382684.0,96486.0,134889.0,200000.0,144759.0,180618.0,116074.0,181057.0,115577.0,99099.0,83000.0,202729.0,11713.0,69956.0,,92857.0,175000.0,186667.0,168649.0,205154.0,270769.0,85927.0,109336.0,95141.0,96822.0,151009.0,164346.0,166924.0
2009,,285811.0,818571.0,72877.0,179742.0,98045.0,111265.0,47755.0,50606.0,100000.0,176723.0,198877.0,19014.0,272973.0,173780.0,43016.0,40022.0,491515.0,96005.0,193719.0,63736.0,223855.0,153588.0,161415.0,413333.0,80259.0,,220000.0,179661.0,50000.0,88889.0,278593.0,281832.0,169756.0,179105.0,190228.0,123755.0,180282.0,58541.0,148737.0,211111.0,77100.0,115929.0,348303.0,109780.0,96436.0,95961.0,188500.0,123257.0,,44016.0,135196.0,183879.0,132652.0,231189.0,210522.0,184286.0,71429.0,342667.0,334463.0,97393.0,137500.0,193151.0,755102.0,,62000.0,409642.0,156235.0,80100.0,47281.0,98782.0,117543.0,204004.0,384615.0,169887.0,88866.0,309045.0,222222.0,235448.0,300924.0,29824.0,17759.0,184344.0,222391.0,78507.0,171191.0,247559.0,90130.0,233199.0,150272.0,105000.0,158915.0,190726.0,406036.0,110000.0,117637.0,250180.0,215000.0,183963.0,120692.0,180683.0,127279.0,95181.0,76400.0,206500.0,11657.0,67133.0,,115522.0,161838.0,196067.0,173828.0,220433.0,284708.0,85404.0,114843.0,97500.0,96259.0,109189.0,188053.0,171408.0
2010,,274594.0,869804.0,72098.0,169279.0,97298.0,109181.0,49879.0,50811.0,100050.0,155447.0,197224.0,18694.0,270517.0,199303.0,42857.0,56492.0,495612.0,96143.0,187643.0,63559.0,245627.0,151410.0,160900.0,481097.0,54474.0,200583.0,218400.0,173376.0,45455.0,89474.0,345877.0,347086.0,148624.0,179334.0,204267.0,114253.0,188665.0,58038.0,139887.0,207143.0,75563.0,116903.0,337645.0,109342.0,95791.0,95980.0,158499.0,138696.0,,47371.0,132593.0,162738.0,133049.0,226822.0,210824.0,184371.0,71429.0,526143.0,316983.0,82875.0,120000.0,190619.0,681818.0,,61325.0,344944.0,165274.0,81605.0,49540.0,94444.0,154709.0,203019.0,384615.0,178378.0,89812.0,294110.0,178965.0,220586.0,279446.0,29815.0,16364.0,184571.0,263617.0,67391.0,170421.0,276165.0,91289.0,233061.0,152726.0,150000.0,170601.0,206555.0,381367.0,116485.0,122500.0,230833.0,178815.0,208341.0,125672.0,180310.0,119800.0,163880.0,74645.0,185823.0,11672.0,75586.0,,204667.0,141410.0,197971.0,181034.0,208427.0,276488.0,84881.0,122002.0,95372.0,95621.0,109696.0,149483.0,178043.0
2011,,323293.0,815509.0,71331.0,147343.0,99247.0,124695.0,53793.0,51022.0,99521.0,150475.0,197569.0,18342.0,282686.0,235000.0,42666.0,134511.0,500000.0,95897.0,173037.0,63378.0,263168.0,151960.0,153787.0,495775.0,61125.0,199904.0,211000.0,187954.0,43041.0,85743.0,442856.0,343447.0,173290.0,178610.0,292456.0,133126.0,178366.0,57349.0,134336.0,249677.0,74598.0,117848.0,340590.0,108903.0,95121.0,95998.0,187136.0,142730.0,,46023.0,152259.0,168379.0,133446.0,246494.0,219918.0,184379.0,71429.0,521067.0,281915.0,98246.0,140000.0,191025.0,679245.0,,59930.0,375401.0,172069.0,83136.0,112308.0,99929.0,165305.0,196938.0,384615.0,177613.0,90438.0,297319.0,174868.0,220505.0,284466.0,29806.0,17241.0,184544.0,315439.0,49711.0,169650.0,270787.0,92452.0,232681.0,155281.0,155000.0,174135.0,205168.0,373657.0,123538.0,116872.0,251923.0,246117.0,197583.0,130909.0,180823.0,124214.0,127719.0,75791.0,207754.0,11686.0,75817.0,,105484.0,144317.0,198368.0,163463.0,231328.0,701498.0,84358.0,122853.0,95156.0,94958.0,113447.0,131774.0,175845.0
2012,,282944.0,908059.0,60714.0,169156.0,100131.0,139814.0,22500.0,51304.0,99636.0,128888.0,197915.0,16250.0,277660.0,222500.0,41667.0,210277.0,520000.0,95000.0,184863.0,61538.0,316667.0,152511.0,172975.0,476599.0,52755.0,198190.0,213286.0,187191.0,40000.0,66857.0,404289.0,377147.0,187701.0,179994.0,233707.0,133828.0,181067.0,50833.0,104459.0,257188.0,73634.0,120000.0,311113.0,108465.0,86957.0,96078.0,178421.0,84917.0,,48012.0,130834.0,166167.0,133843.0,259858.0,235597.0,184211.0,70593.0,291014.0,301624.0,125424.0,130000.0,186667.0,653846.0,166667.0,69000.0,354911.0,178865.0,82190.0,36410.0,105882.0,168520.0,197666.0,384615.0,178947.0,87496.0,307855.0,174296.0,224743.0,302345.0,29797.0,20000.0,184321.0,225000.0,25217.0,,275828.0,103125.0,234612.0,160000.0,485000.0,161690.0,200331.0,380080.0,133333.0,127584.0,138505.0,181145.0,192499.0,168182.0,181208.0,121629.0,135163.0,74902.0,202405.0,11700.0,84427.0,166667.0,132558.0,156467.0,198271.0,138146.0,226077.0,300404.0,78750.0,112006.0,94947.0,86815.0,113239.0,163781.0,177036.0
