,Kenya,"China, Hong Kong SAR","China, Taiwan Province of",Croatia,Burkina Faso,Philippines,Syrian Arab Republic,Martinique,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Bangladesh,Melanesia,Papua New Guinea,Norway,Rwanda,Australia & New Zealand,Yugoslav SFR,Guatemala,Algeria,Slovenia,American Samoa,Senegal,Madagascar,Tajikistan,Mauritius,Luxembourg,Israel,Zambia,Belgium,United Arab Emirates,Kuwait,Switzerland,Sri Lanka,Uruguay,Azerbaijan,Central African Republic,Bosnia and Herzegovina,Réunion,China,Uzbekistan,Sweden,Lebanon,Kyrgyzstan,United Kingdom,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,South Africa,Suriname,Portugal,Poland,"China, mainland",Mali,Timor-Leste,Thailand,Ukraine,Bolivia (Plurinational State of),Peru,Yemen,Serbia and Montenegro,Cameroon,Serbia,Germany,Turkey,South Sudan,Cabo Verde,Denmark,Canada,Japan,Bermuda,Iraq,Cyprus,Antigua and Barbuda,Spain,New Zealand,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Pakistan,Czechoslovakia,Czechia,French Guiana,Argentina,Ghana,Costa Rica,India,Guadeloupe,Austria,Niger,Morocco,Congo,Qatar,Mexico,Romania,Ecuador,Jordan,Puerto Rico,Ireland,Côte d'Ivoire,Albania,Slovakia,France,Italy,Singapore,Polynesia,Australia,Egypt,Lithuania,Finland,Netherlands,Sudan (former),Guyana,Republic of Moldova,Belgium-Luxembourg
2003,5521.0,27.0,2012.0,3743.0,637.0,3097.0,3720.0,137.0,300.0,-1.0,850.0,148163.0,15800.0,8327.0,420.0,11331.0,57.0,57.0,67.0,-1.0,7731.0,-1.0,1042.0,6730.0,350.0,48.0,319.0,683.0,163.0,401.0,-1.0,782.0,-1,9000.0,91.0,23.0,311.0,6290.0,400.0,-1.0,-1,501.0,1228.0,476039.0,300.0,-1.0,1861.0,1500.0,1870.0,481.0,5198.0,3548.0,-1.0,419.0,6490.0,48.0,1188.0,155.0,474000.0,145.0,752.0,248279.0,100.0,185.0,6440.0,2056.0,25772.0,686.0,-1.0,4513.0,66000.0,-1.0,19.0,-1.0,10969.0,-1,5.0,1000.0,287.0,24.0,17329.0,780.0,-1.0,1966.0,18530.0,1233.0,996.0,-1.0,1023.0,-1.0,77.0,259.0,643.0,2190.0,150.0,164612.0,70.0,456.0,6709.0,4960.0,1012.0,9.0,9681.0,11195.0,30376.0,942.0,8.0,202.0,1200.0,500.0,202.0,8691.0,23720.0,-1.0,48.0,6951.0,27280.0,353.0,11.0,6800.0,80.0,660.0,700.0,-1.0
2004,6291.0,26.0,2126.0,1200.0,646.0,3162.0,3877.0,125.0,254.0,-1.0,966.0,151671.0,14500.0,7778.0,448.0,12545.0,60.0,60.0,70.0,-1.0,7887.0,-1.0,1073.0,7534.0,490.0,50.0,601.0,665.0,150.0,398.0,-1.0,850.0,-1,8600.0,100.0,25.0,1030.0,7470.0,370.0,-1.0,-1,498.0,1241.0,502152.0,330.0,-1.0,1800.0,3000.0,2470.0,571.0,5300.0,2548.0,-1.0,434.0,4800.0,69.0,1200.0,150.0,500000.0,126.0,908.0,197432.0,100.0,188.0,4417.0,940.0,25151.0,678.0,-1.0,4433.0,70000.0,-1.0,18.0,9.0,10698.0,-1,5.0,1500.0,285.0,25.0,17884.0,790.0,-1.0,1738.0,16840.0,2518.0,1005.0,-1.0,872.0,-1.0,58.0,225.0,633.0,2239.0,200.0,168628.0,45.0,460.0,6862.0,5830.0,1050.0,8.0,10471.0,8496.0,28521.0,657.0,8.0,203.0,1142.0,520.0,192.0,8655.0,22810.0,-1.0,50.0,7097.0,21580.0,183.0,12.0,7297.0,340.0,550.0,700.0,-1.0
2005,7004.0,26.0,2095.0,786.0,656.0,3356.0,5200.0,100.0,250.0,-1.0,1000.0,151638.0,14400.0,7538.0,455.0,12950.0,58.0,58.0,67.0,-1.0,6804.0,-1.0,1000.0,6928.0,486.0,45.0,645.0,632.0,175.0,372.0,-1.0,804.0,-1,9800.0,264.0,33.0,1087.0,7720.0,400.0,-1.0,-1,424.0,1217.0,527121.0,350.0,-1.0,1300.0,2000.0,2020.0,522.0,5400.0,2430.0,-1.0,400.0,3700.0,100.0,1224.0,147.0,525000.0,170.0,850.0,172034.0,100.0,191.0,3952.0,474.0,23841.0,721.0,-1.0,4065.0,67000.0,-1.0,24.0,9.0,9079.0,-1,5.0,1250.0,250.0,24.0,15989.0,800.0,-1.0,988.0,15870.0,3705.0,1011.0,-1.0,912.0,-1.0,36.0,178.0,633.0,2289.0,200.0,182529.0,90.0,470.0,7017.0,6628.0,1013.0,21.0,10258.0,10766.0,31091.0,918.0,8.0,203.0,1183.0,600.0,181.0,8546.0,22281.0,-1.0,45.0,6004.0,21850.0,283.0,11.0,7100.0,210.0,290.0,700.0,-1.0
2006,6154.0,22.0,2062.0,786.0,665.0,3371.0,3130.0,80.0,280.0,-1.0,1065.0,152332.0,14500.0,7516.0,410.0,14320.0,57.0,57.0,75.0,-1.0,7996.0,-1.0,1198.0,7766.0,616.0,45.0,860.0,599.0,200.0,333.0,-1.0,700.0,-1,9600.0,198.0,32.0,1061.0,7810.0,401.0,40.0,-1,452.0,1199.0,552085.0,400.0,-1.0,1370.0,2000.0,1930.0,522.0,5500.0,2453.0,679.0,400.0,3200.0,198.0,1225.0,137.0,550000.0,170.0,1250.0,166726.0,100.0,195.0,4000.0,550.0,-1.0,728.0,-1.0,4425.0,68000.0,-1.0,21.0,9.0,7071.0,-1,5.0,1500.0,243.0,25.0,16366.0,850.0,-1.0,556.0,17420.0,4833.0,1016.0,-1.0,872.0,-1.0,60.0,130.0,650.0,2400.0,250.0,188166.0,85.0,501.0,7100.0,12150.0,1013.0,30.0,9988.0,12716.0,21791.0,798.0,9.0,220.0,1250.0,600.0,216.0,7934.0,21834.0,-1.0,45.0,7146.0,22010.0,227.0,10.0,7400.0,250.0,540.0,600.0,-1.0
2007,7733.0,22.0,2028.0,1461.0,700.0,3623.0,3300.0,54.0,600.0,-1.0,1100.0,141714.0,13727.0,7638.0,418.0,15449.0,58.0,58.0,64.0,-1.0,5702.0,-1.0,1295.0,8532.0,489.0,43.0,1200.0,564.0,200.0,300.0,-1.0,790.0,-1,9400.0,90.0,42.0,1308.0,7720.0,407.0,40.0,-1,469.0,1182.0,567050.0,410.0,-1.0,1420.0,2000.0,1930.0,537.0,2838.0,2700.0,675.0,400.0,3300.0,149.0,1300.0,146.0,565000.0,200.0,1540.0,164429.0,100.0,198.0,4500.0,599.0,-1.0,736.0,-1.0,4302.0,63000.0,-1.0,20.0,9.0,8632.0,-1,5.0,1350.0,206.0,24.0,14921.0,724.0,-1.0,683.0,15920.0,3053.0,1021.0,-1.0,821.0,-1.0,70.0,125.0,700.0,2450.0,250.0,193645.0,90.0,585.0,7584.0,8630.0,1000.0,44.0,9704.0,10277.0,22745.0,652.0,10.0,200.0,1300.0,600.0,222.0,7731.0,22130.0,-1.0,43.0,4978.0,30669.0,321.0,13.0,7300.0,210.0,570.0,400.0,-1.0
2008,4616.0,30.0,2000.0,954.0,659.0,5425.0,3096.0,50.0,830.0,-1.0,1400.0,138994.0,13600.0,6300.0,402.0,15595.0,50.0,50.0,97.0,400.0,5692.0,-1.0,1385.0,8622.0,665.0,43.0,1320.0,526.0,200.0,268.0,-1.0,700.0,-1,9700.0,109.0,58.0,1071.0,8070.0,420.0,40.0,-1,500.0,1165.0,589330.0,500.0,-1.0,1700.0,2000.0,1765.0,477.0,2800.0,3168.0,642.0,600.0,3598.0,119.0,1087.0,145.0,587300.0,202.0,2000.0,156493.0,100.0,202.0,3497.0,617.0,-1.0,744.0,-1.0,4775.0,67000.0,-1.0,23.0,9.0,8126.0,-1,6.0,1650.0,148.0,24.0,13153.0,730.0,-1.0,1148.0,15490.0,2673.0,1016.0,-1.0,789.0,-1.0,60.0,120.0,757.0,2350.0,300.0,199211.0,80.0,567.0,7978.0,8140.0,1050.0,32.0,10068.0,11172.0,17308.0,792.0,9.0,202.0,1333.0,695.0,220.0,7063.0,20755.0,-1.0,43.0,4962.0,23327.0,313.0,10.0,7400.0,210.0,520.0,500.0,-1.0
2009,3336.0,28.0,1950.0,967.0,651.0,5716.0,3547.0,39.0,730.0,40.0,1700.0,137150.0,13880.0,7484.0,386.0,16273.0,51.0,51.0,71.0,700.0,5985.0,-1.0,1489.0,8918.0,661.0,43.0,1200.0,500.0,200.0,281.0,-1.0,650.0,-1,8700.0,53.0,78.0,921.0,7910.0,388.0,40.0,-1,523.0,1150.0,577378.0,500.0,-1.0,1361.0,2800.0,1755.0,424.0,2890.0,2854.0,648.0,800.0,4000.0,97.0,947.0,142.0,575400.0,202.0,2217.0,155102.0,100.0,206.0,3939.0,631.0,-1.0,749.0,-1.0,4293.0,72000.0,-1.0,27.0,9.0,8802.0,-1,6.0,580.0,128.0,24.0,12162.0,736.0,-1.0,837.0,14060.0,5042.0,1031.0,-1.0,840.0,-1.0,55.0,141.0,817.0,2313.0,300.0,204629.0,83.0,551.0,8362.0,4849.0,1025.0,25.0,9022.0,10852.0,26492.0,399.0,9.0,200.0,1450.0,587.0,220.0,6524.0,20108.0,-1.0,43.0,5249.0,28390.0,308.0,10.0,5598.0,170.0,1050.0,400.0,-1.0
2010,3810.0,28.0,1900.0,706.0,620.0,5730.0,3272.0,42.0,750.0,55.0,1539.0,144444.0,13285.0,5800.0,330.0,16589.0,51.0,51.0,76.0,805.0,6757.0,-1.0,1526.0,9599.0,360.0,42.0,850.0,403.0,200.0,266.0,1.0,612.0,-1,8083.0,133.0,113.0,1104.0,7710.0,364.0,40.0,-1,500.0,1135.0,595928.0,500.0,-1.0,2662.0,2700.0,1705.0,287.0,3172.0,2199.0,645.0,800.0,3690.0,108.0,795.0,147.0,594000.0,180.0,762.0,167091.0,100.0,206.0,3882.0,665.0,-1.0,750.0,20268.0,3925.0,70000.0,-1.0,25.0,9.0,8292.0,-1,6.0,941.0,125.0,22.0,8857.0,850.0,140.0,654.0,17170.0,4683.0,1100.0,-1.0,1184.0,-1.0,55.0,145.0,882.0,2200.0,350.0,209821.0,80.0,532.0,9000.0,8375.0,1000.0,22.0,8928.0,10786.0,27191.0,562.0,9.0,199.0,1500.0,797.0,220.0,6265.0,20550.0,-1.0,42.0,5907.0,26316.0,274.0,10.0,5276.0,210.0,1600.0,400.0,-1.0
2011,4700.0,29.0,1950.0,779.0,644.0,5534.0,4056.0,42.0,850.0,60.0,1462.0,129565.0,13551.0,5000.0,360.0,17304.0,51.0,51.0,69.0,1092.0,7564.0,-1.0,1600.0,9197.0,563.0,42.0,807.0,465.0,200.0,276.0,1.0,950.0,-1,8182.0,93.0,90.0,1281.0,7820.0,315.0,40.0,-1,929.0,1120.0,595799.0,500.0,-1.0,2500.0,1700.0,1685.0,397.0,3195.0,1915.0,632.0,800.0,3850.0,97.0,650.0,180.0,593820.0,207.0,2847.0,170594.0,120.0,324.0,3865.0,570.0,-1.0,753.0,19555.0,3395.0,73000.0,-1.0,21.0,9.0,7452.0,-1,5.0,1039.0,128.0,24.0,8939.0,1060.0,130.0,262.0,12189.0,5112.0,1055.0,-1.0,1263.0,-1.0,46.0,151.0,949.0,2500.0,350.0,214737.0,79.0,485.0,8855.0,6028.0,1019.0,33.0,7435.0,10547.0,42864.0,420.0,9.0,198.0,1530.0,800.0,210.0,4713.0,19407.0,-1.0,42.0,6504.0,29367.0,300.0,14.0,4900.0,210.0,1200.0,500.0,-1.0
2012,4128.0,32.0,2000.0,525.0,600.0,5000.0,2868.0,43.0,900.0,70.0,1500.0,126722.0,13806.0,6200.0,330.0,17125.0,50.0,50.0,76.0,793.0,8186.0,-1.0,1700.0,10707.0,628.0,40.0,845.0,500.0,300.0,301.0,1.0,1000.0,-1,8900.0,100.0,94.0,990.0,7590.0,325.0,40.0,-1,927.0,1106.0,618922.0,700.0,-1.0,2550.0,1700.0,1650.0,400.0,2445.0,1925.0,528.0,800.0,4000.0,97.0,630.0,112.0,616890.0,180.0,3000.0,172000.0,160.0,428.0,4019.0,650.0,-1.0,750.0,18851.0,4201.0,74000.0,160.0,22.0,9.0,9168.0,-1,5.0,1273.0,164.0,25.0,9694.0,1186.0,120.0,345.0,13310.0,6600.0,1000.0,50.0,964.0,-1.0,62.0,210.0,1050.0,2600.0,377.0,220000.0,70.0,509.0,9000.0,5649.0,1000.0,26.0,10459.0,10294.0,30091.0,686.0,9.0,180.0,1550.0,850.0,7.0,4695.0,16539.0,-1.0,40.0,7000.0,24307.0,200.0,19.0,4085.0,-1.0,900.0,500.0,-1.0
2013,4300.0,32.0,2100.0,529.0,646.0,5000.0,4196.0,45.0,1000.0,70.0,1500.0,125184.0,13502.0,6100.0,326.0,16997.0,52.0,52.0,80.0,849.0,7177.0,-1.0,2100.0,11594.0,643.0,43.0,1145.0,500.0,200.0,296.0,1.0,1300.0,-1,9300.0,113.0,53.0,1027.0,7910.0,336.0,50.0,-1,511.0,1093.0,630832.0,700.0,-1.0,2338.0,1800.0,1620.0,410.0,2251.0,1000.0,400.0,900.0,3900.0,155.0,560.0,118.0,628700.0,256.0,2982.0,172000.0,140.0,436.0,4629.0,680.0,-1.0,751.0,17737.0,4679.0,76000.0,200.0,20.0,9.0,8447.0,-1,5.0,1621.0,24.0,25.0,10041.0,1237.0,120.0,344.0,11710.0,5225.0,1050.0,55.0,1156.0,-1.0,41.0,157.0,1148.0,2600.0,422.0,220000.0,78.0,427.0,9171.0,6741.0,1011.0,27.0,9118.0,10018.0,28320.0,632.0,9.0,197.0,1600.0,782.0,0.0,3745.0,18715.0,-1.0,43.0,5940.0,24009.0,200.0,26.0,3247.0,-1.0,1000.0,500.0,-1.0
2014,4094.0,31.0,2200.0,374.0,705.0,4995.0,4462.0,47.0,1153.0,79.0,1576.0,113233.0,13614.0,6300.0,300.0,20000.0,54.0,54.0,89.0,900.0,7074.0,-1.0,2000.0,11456.0,686.0,41.0,850.0,479.0,200.0,301.0,2.0,1232.0,-1,8900.0,116.0,53.0,1389.0,7962.0,340.0,50.0,-1,420.0,1080.0,635385.0,700.0,-1.0,2112.0,2000.0,1605.0,405.0,2623.0,1650.0,467.0,1200.0,3500.0,205.0,830.0,124.0,633154.0,404.0,3008.0,170791.0,140.0,448.0,4586.0,660.0,-1.0,768.0,18175.0,4130.0,74000.0,225.0,24.0,9.0,7890.0,-1,5.0,1200.0,26.0,26.0,10169.0,1077.0,116.0,335.0,11230.0,5276.0,1128.0,60.0,1812.0,-1.0,27.0,105.0,898.0,2500.0,423.0,225727.0,79.0,419.0,9453.0,7215.0,1035.0,23.0,10300.0,9839.0,17957.0,668.0,9.0,199.0,1608.0,885.0,3.0,6152.0,15975.0,-1.0,41.0,5997.0,25069.0,200.0,36.0,3206.0,-1.0,1049.0,500.0,-1.0
