,USSR,Bahrain,Australia & New Zealand,Australia,Pakistan,Thailand,Ethiopia,South Africa,Lebanon,Yemen,Albania,Brazil,Paraguay,Serbia,Slovenia,Montenegro,Argentina,Colombia,Spain,India,Malta,Ecuador,Madagascar,Republic of Moldova,Canada,Russian Federation,Switzerland,Belgium-Luxembourg,Ethiopia PDR,Egypt,The former Yugoslav Republic of Macedonia,Greece,Tajikistan,France,Republic of Korea,Bolivia (Plurinational State of),Hungary,Kyrgyzstan,Yugoslav SFR,Iran (Islamic Republic of),Peru,United States of America,"China, mainland",Cyprus,Kazakhstan,Uruguay,New Zealand,Portugal,Netherlands,Guatemala,Cuba,Slovakia,Romania,Turkmenistan,Philippines,Iraq,Czechia,United Republic of Tanzania,Belgium,Luxembourg,Libya,Italy,Qatar,Germany,Uzbekistan,Occupied Palestinian Territory,Serbia and Montenegro,Armenia,Morocco,Jordan,Chile,Honduras,Zimbabwe,Syrian Arab Republic,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Afghanistan,United Arab Emirates,Austria,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Viet Nam,Namibia,Bosnia and Herzegovina,Turkey,Tunisia,Venezuela (Bolivarian Republic of),Mexico,Ukraine,Kuwait,Czechoslovakia,Croatia,Bulgaria,China
1994,,26000.0,144298.0,149866.0,52418.0,148148.0,42716.0,125305.0,124746.0,70592.0,96810.0,134026.0,178571.0,,52748.0,,120698.0,125229.0,27288.0,175000.0,90000.0,19375.0,51256.0,36110.0,75360.0,35290.0,104695.0,174720.0,,143333.0,68272.0,97506.0,25806.0,77274.0,107182.0,56150.0,60649.0,25882.0,,79026.0,69945.0,169531.0,102222.0,47624.0,23806.0,101059.0,88380.0,33418.0,95543.0,68242.0,,38827.0,41833.0,76915.0,9779.0,188000.0,74893.0,60000.0,,,46875.0,100703.0,31429.0,146539.0,38019.0,57213.0,53900.0,84622.0,58409.0,111876.0,129456.0,56000.0,77143.0,54086.0,20359.0,309753.0,174143.0,100000.0,111176.0,,66866.0,26667.0,63970.0,134290.0,37583.0,40000.0,29857.0,,,34286.0,60847.0,38148.0,137181.0,128285.0,28214.0,5000.0,,68746.0,45525.0,109158.0
1995,,26037.0,122999.0,123103.0,85850.0,169125.0,42167.0,131896.0,129393.0,71337.0,127805.0,137567.0,183627.0,,50579.0,,138329.0,123662.0,28878.0,175000.0,88235.0,30000.0,51223.0,49317.0,79866.0,38046.0,104049.0,150906.0,,150352.0,65912.0,89021.0,30603.0,80609.0,121569.0,53651.0,54362.0,29403.0,,79051.0,76104.0,169643.0,114210.0,61865.0,46162.0,118400.0,121931.0,43164.0,97103.0,69000.0,,44900.0,52817.0,77619.0,9632.0,212448.0,40679.0,59259.0,,,50000.0,93957.0,31304.0,143997.0,65704.0,53634.0,49991.0,68238.0,27119.0,101857.0,134356.0,58092.0,71429.0,57055.0,34703.0,294120.0,184729.0,97186.0,111244.0,,64864.0,26667.0,59682.0,124638.0,55579.0,40000.0,37877.0,,38300.0,24286.0,62832.0,38976.0,143939.0,111088.0,33210.0,5612.0,,65006.0,62485.0,120185.0
1996,,26043.0,162564.0,167521.0,86788.0,155692.0,41618.0,133637.0,100346.0,46225.0,136053.0,122488.0,161613.0,,86414.0,,99232.0,121803.0,44312.0,200335.0,90000.0,27429.0,51167.0,46625.0,82984.0,46032.0,112818.0,133754.0,,188888.0,75482.0,94371.0,39226.0,87025.0,131370.0,56185.0,66719.0,22344.0,,81628.0,80002.0,153940.0,122688.0,59701.0,29437.0,132074.0,113918.0,51552.0,91190.0,72286.0,,41459.0,56841.0,62667.0,10143.0,214527.0,57413.0,53571.0,,,50000.0,105600.0,27412.0,123306.0,49198.0,68511.0,62607.0,72237.0,41739.0,90206.0,140311.0,60000.0,70431.0,77079.0,35100.0,267582.0,177525.0,95985.0,111370.0,,64187.0,18772.0,56505.0,122708.0,40961.0,22222.0,34744.0,,39826.0,24242.0,66071.0,32593.0,141673.0,97851.0,37102.0,5000.0,,69099.0,61783.0,127381.0
1997,,26088.0,126132.0,130772.0,85220.0,164078.0,41709.0,132648.0,79813.0,70786.0,163713.0,157141.0,141984.0,,79606.0,,121221.0,119077.0,49010.0,217607.0,84615.0,29400.0,51122.0,18729.0,79179.0,38814.0,90190.0,77836.0,,171557.0,92018.0,97774.0,40673.0,81887.0,135575.0,58261.0,72463.0,31166.0,,84248.0,92495.0,195027.0,128484.0,53914.0,34743.0,142939.0,80972.0,31863.0,90909.0,73016.0,,32256.0,46235.0,63450.0,10411.0,230769.0,28240.0,62000.0,,,50066.0,91612.0,25490.0,111910.0,53734.0,63154.0,73270.0,62627.0,55230.0,49623.0,135486.0,59342.0,70443.0,65089.0,36938.0,315783.0,176331.0,94793.0,117430.0,,63462.0,19091.0,49079.0,124940.0,40913.0,22989.0,22190.0,,39341.0,39053.0,67890.0,41188.0,129355.0,120005.0,25959.0,5986.0,,75940.0,59533.0,131473.0
1998,,26206.0,138960.0,142422.0,84813.0,161782.0,40027.0,119834.0,79739.0,70177.0,158679.0,127526.0,115925.0,,76592.0,,100214.0,104348.0,46040.0,242500.0,67367.0,69663.0,51283.0,21759.0,84929.0,30264.0,100794.0,163852.0,,183565.0,84537.0,107159.0,14840.0,80205.0,133167.0,53957.0,72612.0,23025.0,,82016.0,73561.0,152384.0,132514.0,65826.0,11220.0,140000.0,103298.0,19466.0,90909.0,74693.0,,38729.0,34435.0,101571.0,9885.0,239216.0,44071.0,58000.0,,,50000.0,105866.0,32195.0,143865.0,42025.0,76086.0,63816.0,69671.0,55746.0,48213.0,120942.0,59320.0,68571.0,84898.0,28353.0,253022.0,163892.0,93612.0,111435.0,,63462.0,109818.0,73321.0,125534.0,35073.0,23753.0,41804.0,,39939.0,35567.0,66543.0,41256.0,126235.0,122153.0,24025.0,6212.0,,76199.0,35251.0,134448.0
1999,,26000.0,128976.0,132794.0,38750.0,165288.0,39583.0,149326.0,81290.0,69482.0,130928.0,156874.0,95017.0,,66352.0,,124946.0,105867.0,50280.0,254225.0,58333.0,39863.0,49981.0,31534.0,104343.0,40266.0,112110.0,188860.0,,170126.0,85541.0,97078.0,16462.0,93133.0,133322.0,57775.0,57607.0,24095.0,,88908.0,95122.0,154521.0,121332.0,59010.0,28211.0,143359.0,88556.0,44159.0,90909.0,73592.0,119149.0,34007.0,44492.0,120833.0,6601.0,217251.0,53381.0,52000.0,,,49436.0,106726.0,31667.0,163722.0,34127.0,65713.0,33281.0,76117.0,70469.0,49135.0,107463.0,60000.0,71116.0,55383.0,35124.0,351577.0,140902.0,92446.0,118049.0,,63462.0,16721.0,76011.0,137100.0,35000.0,15929.0,55577.0,110526.0,43558.0,41042.0,63551.0,48689.0,145043.0,120226.0,29227.0,5000.0,,72049.0,33658.0,124418.0
2000,,26557.0,115170.0,118545.0,40980.0,167554.0,40000.0,134177.0,79858.0,68930.0,171905.0,171352.0,85158.0,,82589.0,,131025.0,118705.0,56006.0,282500.0,41199.0,60187.0,49727.0,49741.0,85384.0,45513.0,110788.0,,,179888.0,99606.0,100286.0,32730.0,90160.0,162875.0,63136.0,77098.0,36547.0,,95003.0,103998.0,182076.0,115945.0,60167.0,57037.0,131390.0,78553.0,45091.0,90909.0,72668.0,120833.0,33866.0,52335.0,150000.0,5707.0,216967.0,59574.0,56000.0,123077.0,140237.0,69156.0,101629.0,32286.0,134028.0,63114.0,80505.0,57432.0,79501.0,53404.0,63945.0,115309.0,58922.0,71835.0,59094.0,39909.0,296360.0,143635.0,91296.0,117574.0,,63462.0,28333.0,63213.0,141509.0,33871.0,17305.0,55429.0,114439.0,37960.0,41593.0,67290.0,53227.0,162000.0,94957.0,51690.0,7500.0,,59922.0,40598.0,117892.0
2001,,26791.0,113682.0,118385.0,41307.0,170902.0,38824.0,118887.0,84203.0,71774.0,174457.0,167289.0,90839.0,,69536.0,,122866.0,131419.0,46451.0,212000.0,28587.0,54000.0,49453.0,33738.0,85817.0,40090.0,101740.0,,,173027.0,82662.0,97498.0,33045.0,83885.0,169227.0,64024.0,98727.0,36988.0,,93398.0,110136.0,157930.0,110048.0,52954.0,41779.0,125054.0,60955.0,39824.0,90909.0,71500.0,117391.0,42295.0,45896.0,133333.0,5148.0,235294.0,60392.0,53704.0,80000.0,145955.0,50000.0,104533.0,31111.0,122952.0,57540.0,82530.0,65000.0,81389.0,50646.0,71599.0,106896.0,58587.0,72539.0,56526.0,38126.0,282167.0,162051.0,90166.0,113266.0,,70192.0,10893.0,71219.0,131782.0,37213.0,18098.0,59566.0,118789.0,38889.0,40803.0,61905.0,46774.0,164651.0,116675.0,35459.0,10000.0,,62295.0,33678.0,111585.0
2002,,27034.0,119152.0,122330.0,40800.0,175850.0,38857.0,130384.0,71494.0,72196.0,159746.0,173250.0,91517.0,,79095.0,,110781.0,126322.0,50034.0,249305.0,25062.0,41467.0,48802.0,43322.0,74891.0,39027.0,96933.0,,,190870.0,43806.0,83460.0,24615.0,79546.0,162278.0,64722.0,60534.0,23452.0,,99412.0,123919.0,173185.0,114155.0,35427.0,24556.0,102634.0,86096.0,47243.0,90909.0,71218.0,116667.0,34140.0,46191.0,143750.0,6105.0,262745.0,43787.0,53571.0,80000.0,167765.0,37500.0,88409.0,31746.0,138501.0,50977.0,99134.0,61731.0,83611.0,55193.0,89070.0,102503.0,59200.0,73234.0,65199.0,43247.0,280436.0,162776.0,89058.0,117614.0,,70192.0,20870.0,77229.0,132247.0,30000.0,20436.0,70198.0,122525.0,38298.0,35508.0,66038.0,43357.0,204130.0,110321.0,39397.0,15000.0,,64288.0,35672.0,115429.0
2003,,27400.0,99206.0,104833.0,39735.0,152977.0,38769.0,150956.0,86328.0,73819.0,183766.0,155983.0,94365.0,,63055.0,,113720.0,144914.0,61737.0,239501.0,22473.0,33596.0,48413.0,47424.0,61743.0,61537.0,82387.0,,,209189.0,89438.0,91394.0,9481.0,74096.0,151780.0,65621.0,62504.0,17939.0,,93333.0,132708.0,152971.0,122944.0,49641.0,29197.0,122872.0,48354.0,40782.0,90909.0,72865.0,118919.0,50455.0,48323.0,147059.0,5364.0,262745.0,57008.0,57143.0,78947.0,135616.0,37500.0,89557.0,31746.0,114989.0,41183.0,76361.0,70751.0,72206.0,65288.0,77333.0,114982.0,57692.0,72973.0,71128.0,45972.0,299389.0,172231.0,87972.0,113814.0,,73000.0,17692.0,74930.0,126094.0,32258.0,15873.0,88375.0,112105.0,38000.0,43608.0,67925.0,48836.0,232696.0,116113.0,59053.0,6000.0,,58382.0,33083.0,124224.0
2004,,27716.0,129272.0,133830.0,37768.0,162052.0,38619.0,157880.0,88705.0,86603.0,152577.0,180267.0,46850.0,,81416.0,,128501.0,151860.0,60346.0,255156.0,38147.0,60328.0,48374.0,49520.0,82579.0,56039.0,98327.0,,,219148.0,99069.0,99364.0,29872.0,88793.0,160589.0,66487.0,84599.0,22460.0,,89238.0,136057.0,149911.0,137188.0,68313.0,57822.0,171335.0,91376.0,45991.0,85455.0,72779.0,117647.0,47102.0,59908.0,175000.0,4800.0,25000.0,53777.0,50000.0,98039.0,164426.0,37500.0,110444.0,31746.0,120322.0,60858.0,78074.0,66957.0,109802.0,63000.0,89155.0,108345.0,54286.0,74391.0,47310.0,45401.0,312429.0,238652.0,86911.0,107083.0,,69820.0,20000.0,83741.0,119684.0,36613.0,14681.0,75175.0,147059.0,37097.0,44317.0,67308.0,54893.0,230375.0,92424.0,45169.0,10000.0,,60000.0,27139.0,138506.0
2005,,28027.0,124479.0,132275.0,37160.0,169559.0,38421.0,149465.0,86406.0,86730.0,173422.0,168376.0,44681.0,,73574.0,,133458.0,125695.0,52199.0,258628.0,52693.0,61558.0,48370.0,36983.0,51153.0,61160.0,85036.0,,,229132.0,94179.0,89399.0,28762.0,79434.0,172932.0,68013.0,55360.0,17395.0,,94223.0,147722.0,187367.0,141985.0,32977.0,56237.0,146480.0,67613.0,44530.0,75556.0,72913.0,117647.0,41206.0,29586.0,200000.0,4449.0,231250.0,43937.0,44444.0,92586.0,142531.0,37500.0,107864.0,25000.0,146549.0,64678.0,89350.0,38820.0,121969.0,66534.0,94779.0,125631.0,51667.0,74874.0,56761.0,47969.0,220003.0,211532.0,85881.0,115737.0,,69140.0,24676.0,66007.0,126242.0,39729.0,14941.0,111048.0,158889.0,40789.0,44756.0,74612.0,50891.0,170269.0,122662.0,54913.0,7143.0,,61011.0,20985.0,142598.0
2006,,28342.0,119823.0,125260.0,33583.0,171578.0,38889.0,155909.0,86852.0,93734.0,184816.0,166821.0,44842.0,57836.0,64211.0,41726.0,133167.0,151784.0,58094.0,249939.0,30381.0,62500.0,47826.0,33198.0,83258.0,55016.0,86040.0,,,231523.0,96204.0,101285.0,32570.0,76561.0,171472.0,67892.0,69083.0,22362.0,,79365.0,166529.0,151798.0,149773.0,42711.0,55989.0,151870.0,81800.0,46306.0,73000.0,73046.0,118750.0,44170.0,47946.0,172222.0,4354.0,231250.0,37138.0,38462.0,91667.0,122128.0,37500.0,105938.0,30000.0,123493.0,79421.0,73122.0,,142837.0,63803.0,88272.0,126479.0,52361.0,75357.0,60458.0,52937.0,309691.0,222410.0,84884.0,111376.0,39130.0,67308.0,25000.0,68452.0,120541.0,36848.0,14382.0,125590.0,189333.0,39583.0,40562.0,77848.0,45517.0,142949.0,83233.0,39697.0,7143.0,,58320.0,23838.0,151025.0
2007,,28661.0,91674.0,93347.0,49187.0,171322.0,35967.0,157601.0,90076.0,101288.0,195411.0,175227.0,46000.0,59820.0,76180.0,35760.0,141165.0,156535.0,52705.0,259277.0,33870.0,63529.0,48000.0,43247.0,74745.0,73451.0,88797.0,,,236730.0,98396.0,87093.0,35651.0,72616.0,174431.0,65481.0,71761.0,22461.0,,66667.0,161058.0,168929.0,152756.0,30804.0,51298.0,153732.0,80852.0,41574.0,53750.0,73180.0,117647.0,42706.0,50092.0,162802.0,4139.0,213953.0,58225.0,32000.0,100000.0,122128.0,37500.0,94534.0,30000.0,140479.0,88740.0,76975.0,,155269.0,56411.0,89362.0,128654.0,51429.0,74359.0,49823.0,31920.0,275814.0,197984.0,83922.0,112419.0,40000.0,65455.0,25000.0,79273.0,123709.0,55170.0,14286.0,158581.0,216923.0,40000.0,41637.0,74550.0,40800.0,156760.0,121723.0,50520.0,7250.0,,61003.0,31300.0,153666.0
2008,,28983.0,114665.0,117739.0,49547.0,172485.0,33594.0,155440.0,90076.0,96473.0,190919.0,177799.0,51667.0,63947.0,65721.0,45349.0,124606.0,156124.0,53664.0,255147.0,25779.0,59167.0,49117.0,46567.0,81295.0,63933.0,91685.0,,,236842.0,109261.0,98260.0,36907.0,73882.0,182893.0,64266.0,75288.0,16571.0,,102142.0,168582.0,175305.0,158499.0,38330.0,38460.0,132757.0,97236.0,39985.0,48611.0,73314.0,117647.0,53489.0,53252.0,127299.0,3984.0,213919.0,60313.0,27083.0,90000.0,125714.0,37500.0,98887.0,30000.0,135497.0,77397.0,74546.0,,129140.0,61516.0,84791.0,121212.0,52125.0,76770.0,51353.0,54516.0,261931.0,166558.0,82998.0,109239.0,40000.0,63194.0,25000.0,87494.0,150387.0,37970.0,13149.0,130784.0,219167.0,39532.0,43476.0,81163.0,42958.0,122302.0,118461.0,58575.0,7500.0,,54905.0,32806.0,159235.0
2009,,29309.0,105790.0,108909.0,42272.0,173860.0,31247.0,152051.0,89820.0,95926.0,190811.0,167844.0,51686.0,74958.0,70157.0,40245.0,95442.0,147829.0,52750.0,234750.0,26783.0,61538.0,49749.0,50561.0,61084.0,71294.0,95143.0,,,214241.0,126982.0,97449.0,44080.0,76640.0,185029.0,58757.0,72432.0,20204.0,,98085.0,189551.0,173381.0,160937.0,33387.0,58653.0,107663.0,89163.0,43304.0,46316.0,73448.0,118750.0,45108.0,53871.0,135294.0,3889.0,213990.0,42723.0,32000.0,100000.0,148150.0,39341.0,102787.0,33333.0,123375.0,85189.0,76000.0,,145990.0,74151.0,109863.0,130653.0,52020.0,77718.0,64088.0,71267.0,306918.0,156668.0,82116.0,110492.0,40000.0,62138.0,24256.0,69534.0,145101.0,31271.0,12769.0,127401.0,240000.0,39492.0,44167.0,89029.0,35018.0,133190.0,106709.0,66014.0,9972.0,,60046.0,27733.0,161876.0
2010,,29636.0,98895.0,102839.0,42172.0,174616.0,28847.0,166493.0,87861.0,121860.0,214253.0,166278.0,55473.0,70813.0,66382.0,40804.0,120306.0,145165.0,60948.0,82773.0,25515.0,63451.0,50371.0,36263.0,72232.0,75592.0,87389.0,,,212426.0,126477.0,100997.0,33473.0,76388.0,173881.0,62239.0,39876.0,7493.0,,102142.0,186979.0,175944.0,154873.0,37136.0,59316.0,137848.0,79574.0,52605.0,41229.0,73582.0,117647.0,25908.0,42063.0,143811.0,4032.0,207521.0,28718.0,28000.0,96391.0,120180.0,41176.0,100165.0,26667.0,95339.0,92185.0,79552.0,,152539.0,78052.0,92788.0,133195.0,51355.0,78664.0,62373.0,80978.0,327800.0,166216.0,80000.0,102667.0,36667.0,64941.0,24237.0,53056.0,111908.0,35689.0,12974.0,116009.0,208750.0,39569.0,43723.0,89057.0,43911.0,170530.0,113322.0,60340.0,9841.0,,63512.0,27844.0,155850.0
2011,,29965.0,103858.0,104986.0,42032.0,175208.0,26461.0,162331.0,86974.0,110609.0,215049.0,182717.0,55473.0,72157.0,74239.0,36461.0,132280.0,107204.0,60319.0,111261.0,24287.0,65880.0,50944.0,46345.0,84970.0,91437.0,94972.0,,,203717.0,116596.0,83004.0,42374.0,86905.0,154285.0,62384.0,59577.0,10968.0,,99469.0,179148.0,173894.0,151901.0,32926.0,57100.0,159670.0,98204.0,41594.0,47945.0,73715.0,131250.0,49365.0,49923.0,151575.0,4332.0,206255.0,57012.0,25000.0,94912.0,143882.0,42060.0,102638.0,27500.0,125317.0,97763.0,80082.0,,158578.0,85038.0,97364.0,124467.0,50803.0,79602.0,73002.0,55883.0,351277.0,113404.0,80757.0,96966.0,40278.0,80000.0,25190.0,85609.0,97520.0,36902.0,12487.0,114227.0,222944.0,39582.0,44077.0,90919.0,48462.0,176709.0,103324.0,75528.0,9471.0,,62913.0,31075.0,152916.0
2012,,30851.0,105171.0,111565.0,42110.0,177442.0,22727.0,146544.0,88074.0,114446.0,210526.0,184586.0,55473.0,76461.0,56464.0,29505.0,101456.0,111945.0,56300.0,191466.0,24312.0,65862.0,52000.0,39112.0,88926.0,61888.0,85223.0,,,208085.0,114789.0,98609.0,45767.0,70775.0,161758.0,58795.0,49275.0,14278.0,,97067.0,185741.0,165831.0,158398.0,30237.0,65182.0,176627.0,77734.0,46769.0,44325.0,73849.0,129412.0,49761.0,42012.0,148100.0,4568.0,209483.0,38291.0,36667.0,95132.0,92543.0,39759.0,92192.0,26667.0,123213.0,108560.0,78993.0,,153551.0,75953.0,90304.0,123609.0,50251.0,82051.0,78782.0,73288.0,326429.0,168253.0,80000.0,112670.0,40000.0,95650.0,24985.0,65872.0,109097.0,37782.0,12000.0,121343.0,206836.0,39595.0,46305.0,92487.0,55459.0,161231.0,139438.0,67158.0,9320.0,,64148.0,43129.0,159163.0
2013,,30626.0,115834.0,120343.0,43156.0,178007.0,22727.0,192730.0,88008.0,114319.0,212966.0,181112.0,55014.0,94314.0,42510.0,91159.0,128444.0,113719.0,79016.0,210424.0,23435.0,67258.0,51600.0,47988.0,98857.0,95192.0,71416.0,,,207892.0,138365.0,89079.0,46370.0,72853.0,153730.0,70583.0,65076.0,13880.0,,97219.0,201438.0,185714.0,161629.0,34416.0,48957.0,120453.0,97221.0,46167.0,40738.0,73983.0,129412.0,53020.0,55774.0,148466.0,4712.0,209102.0,47733.0,57462.0,95262.0,108297.0,38509.0,110402.0,30000.0,114587.0,116133.0,78944.0,,149901.0,79894.0,92502.0,123693.0,49699.0,82051.0,65512.0,77822.0,333984.0,158278.0,79704.0,109023.0,42857.0,98292.0,24780.0,72493.0,110224.0,37822.0,11731.0,113144.0,255159.0,39608.0,61331.0,85569.0,58459.0,164983.0,127370.0,85757.0,9129.0,,69385.0,64870.0,162329.0
2014,,29260.0,116674.0,112968.0,42992.0,172001.0,20123.0,157403.0,87942.0,112484.0,211636.0,184623.0,55603.0,57775.0,58702.0,63370.0,116398.0,112719.0,66833.0,217731.0,23120.0,68654.0,51357.0,44430.0,79120.0,79207.0,79734.0,,,221107.0,86196.0,94429.0,52273.0,81438.0,164275.0,70878.0,57412.0,14715.0,,96508.0,214981.0,170854.0,163527.0,32766.0,48179.0,126383.0,131809.0,45751.0,37151.0,74117.0,127273.0,43908.0,44643.0,148832.0,4688.0,208721.0,40254.0,46866.0,95391.0,133363.0,39089.0,98602.0,27273.0,124407.0,115091.0,78896.0,,160096.0,82854.0,90833.0,124055.0,49148.0,81150.0,41932.0,77997.0,283347.0,154224.0,78719.0,109364.0,41429.0,95000.0,24575.0,59504.0,110382.0,37862.0,11630.0,109481.0,283539.0,39621.0,63891.0,89390.0,58622.0,161284.0,123266.0,98559.0,9186.0,,52406.0,41619.0,163978.0
