,Ukraine,Kenya,"China, Hong Kong SAR","China, Taiwan Province of",Sweden,Malaysia,Israel,Malta,Tunisia,Philippines,Iran (Islamic Republic of),Denmark,Indonesia,Canada,The former Yugoslav Republic of Macedonia,Japan,Pakistan,Switzerland,Iraq,Republic of Korea,Venezuela (Bolivarian Republic of),Belgium,Cyprus,New Zealand,Bulgaria,Australia & New Zealand,United States of America,Bangladesh,Slovenia,Kuwait,Senegal,Czechia,Netherlands,Haiti,Costa Rica,Germany,Austria,Czechoslovakia,United Arab Emirates,Congo,Lebanon,Mexico,Qatar,Romania,Italy,Spain,Egypt,China,Ireland,Colombia,Albania,Portugal,Slovakia,Jamaica,Brunei Darussalam,Occupied Palestinian Territory,Hungary,Greece,Australia,Singapore,France,Jordan,Lithuania,Peru,Finland,"China, mainland",Turkey,Belgium-Luxembourg
2000,-1.0,13585.0,11000.0,-1.0,-1.0,19500.0,1468.0,150.0,12500.0,-1.0,45957.0,-1.0,65723.0,3418.0,80.0,316400.0,73788.0,17137.0,4000.0,120797.0,-1.0,75000.0,1300.0,2200.0,3000.0,7355.0,328928.0,26000.0,391.0,1106.0,-1,3500.0,54000.0,628.0,25.0,59891.0,7281.0,-1.0,61977.0,1080.0,3300.0,17360.0,306.0,3500.0,90968.0,61638.0,47970.0,7511000.0,-1,9592.0,6200.0,14244.0,1054.0,11937.0,530.0,2509.0,6999.0,40000.0,5155.0,-1.0,108946.0,3184.0,-1.0,8948.0,768.0,7500000.0,205000.0,-1.0
2001,-1.0,16124.0,11569.0,-1.0,-1.0,21000.0,1671.0,200.0,12500.0,-1.0,48861.0,-1.0,64360.0,4524.0,95.0,319300.0,75908.0,1646.0,3943.0,126708.0,-1.0,42900.0,1330.0,2200.0,2910.0,7599.0,283952.0,27000.0,440.0,1168.0,-1,5280.0,49000.0,650.0,30.0,59453.0,7799.0,-1.0,1151.0,1090.0,3500.0,27218.0,52.0,4800.0,89826.0,48017.0,45365.0,8311569.0,-1,1415.0,6500.0,14288.0,696.0,12964.0,535.0,3089.0,7000.0,37000.0,5399.0,-1.0,112459.0,1622.0,-1.0,8291.0,823.0,8300000.0,210000.0,-1.0
2002,-1.0,8296.0,11650.0,5.0,-1.0,27500.0,1915.0,220.0,12300.0,-1.0,51827.0,-1.0,71011.0,3520.0,100.0,311600.0,77542.0,2026.0,3800.0,112738.0,1097.0,76700.0,1350.0,1886.0,3570.0,7494.0,315956.0,27000.0,387.0,630.0,-1,3624.0,43000.0,686.0,30.0,55139.0,10089.0,-1.0,823.0,1100.0,9300.0,19579.0,50.0,4000.0,86450.0,55931.0,45126.0,9511655.0,-1,1600.0,6700.0,14319.0,1280.0,11342.0,575.0,2698.0,7352.0,40000.0,5608.0,-1.0,114025.0,7207.0,-1.0,11373.0,1138.0,9500000.0,220000.0,-1.0
2003,-1.0,24791.0,11733.0,30.0,-1.0,29000.0,1850.0,240.0,11100.0,-1.0,91467.0,-1.0,109423.0,4894.0,114.0,310700.0,79698.0,15560.0,3700.0,111704.0,2206.0,76500.0,1330.0,1905.0,1560.0,7405.0,350963.0,28000.0,494.0,853.0,-1,6642.0,43000.0,700.0,35.0,56840.0,8768.0,-1.0,894.0,1110.0,2600.0,18255.0,78.0,3930.0,85660.0,55054.0,41460.0,10511763.0,-1,1354.0,7000.0,13869.0,1075.0,13668.0,622.0,3437.0,6610.0,42000.0,5500.0,1548.0,117226.0,1471.0,132.0,14932.0,832.0,10500000.0,220000.0,-1.0
2004,-1.0,26738.0,11818.0,10.0,-1.0,37500.0,1830.0,250.0,12700.0,532.0,37570.0,-1.0,107737.0,4479.0,200.0,288600.0,86598.0,10284.0,5000.0,118684.0,2157.0,84740.0,1340.0,1930.0,3051.0,7932.0,391308.0,29000.0,363.0,1000.0,-1,7935.0,40000.0,700.0,35.0,59166.0,8830.0,-1.0,1000.0,1215.0,4300.0,17072.0,54.0,5426.0,95393.0,53723.0,57113.0,11311828.0,-1,2631.0,6000.0,14234.0,779.0,11535.0,695.0,3461.0,6774.0,42008.0,6002.0,1786.0,110695.0,3232.0,20.0,13908.0,844.0,11300000.0,213000.0,-1.0
2005,-1.0,28639.0,11906.0,5.0,-1.0,38000.0,1870.0,259.0,13400.0,569.0,71433.0,-1.0,123785.0,3302.0,100.0,297900.0,86557.0,16266.0,6500.0,108993.0,1977.0,95740.0,1350.0,1971.0,635.0,8471.0,420109.0,31730.0,412.0,1000.0,-1,1793.0,43000.0,850.0,40.0,68697.0,9903.0,-1.0,930.0,1250.0,6000.0,21938.0,287.0,1229.0,99367.0,62262.0,48700.0,12011911.0,-1,3285.0,6500.0,14423.0,408.0,11845.0,655.0,3652.0,1702.0,47418.0,6500.0,1722.0,117413.0,2442.0,21.0,12864.0,620.0,12000000.0,238000.0,-1.0
2006,-1.0,33969.0,12000.0,5.0,-1.0,40000.0,1964.0,229.0,19000.0,522.0,57622.0,-1.0,149435.0,3375.0,137.0,298800.0,84771.0,16636.0,9200.0,103679.0,1979.0,87200.0,2215.0,2038.0,369.0,10059.0,343757.0,36505.0,326.0,930.0,-1,2000.0,39000.0,850.0,40.0,55151.0,10871.0,-1.0,1000.0,1200.0,5400.0,16965.0,344.0,4467.0,96653.0,65030.0,49848.0,12812005.0,-1,3614.0,6311.0,15000.0,551.0,13708.0,773.0,3991.0,2077.0,46860.0,8021.0,1704.0,133646.0,8692.0,40.0,12056.0,822.0,12800000.0,242231.0,-1.0
2007,-1.0,47463.0,12082.0,5.0,-1.0,41271.0,1971.0,267.0,17000.0,570.0,39456.0,-1.0,155862.0,3998.0,112.0,298200.0,82693.0,17485.0,12500.0,81457.0,2907.0,100300.0,1495.0,2150.0,740.0,11194.0,319100.0,38205.0,251.0,1000.0,-1,2739.0,44000.0,950.0,45.0,61398.0,12148.0,-1.0,1150.0,1100.0,3600.0,13937.0,479.0,2856.0,96418.0,67167.0,61378.0,14012087.0,-1,4073.0,6000.0,16000.0,1042.0,12192.0,588.0,3922.0,2947.0,44064.0,9044.0,2012.0,143487.0,2751.0,45.0,11952.0,950.0,14000000.0,235731.0,-1.0
2008,100.0,76219.0,12163.0,5.0,-1.0,43994.0,472.0,217.0,15400.0,517.0,97237.0,-1.0,163817.0,3944.0,119.0,292700.0,82239.0,16620.0,14600.0,93441.0,2614.0,81000.0,1666.0,2400.0,492.0,12523.0,353430.0,44030.0,329.0,1009.0,-1,2200.0,38500.0,850.0,45.0,62472.0,12757.0,-1.0,2562.0,1200.0,3258.0,17250.0,500.0,1408.0,99800.0,59476.0,66665.0,16640168.0,-1,4845.0,12200.0,15320.0,2395.0,11184.0,600.0,4297.0,3310.0,44200.0,10123.0,1890.0,123500.0,4850.0,56.0,14188.0,766.0,16628000.0,225746.0,-1.0
2009,100.0,50539.0,12242.0,5.0,-1.0,51240.0,418.0,315.0,15800.0,535.0,74755.0,-1.0,173750.0,5081.0,122.0,286300.0,100125.0,16825.0,13597.0,104578.0,2500.0,86800.0,322.0,2650.0,433.0,11288.0,396170.0,42898.0,364.0,1216.0,-1,2000.0,32000.0,923.0,50.0,60807.0,10109.0,-1.0,894.0,1049.0,2200.0,11110.0,234.0,1412.0,89443.0,47983.0,64481.0,17550247.0,-1,8164.0,10577.0,16500.0,2028.0,12938.0,625.0,3500.0,2800.0,50000.0,8638.0,2105.0,78246.0,4316.0,63.0,19618.0,752.0,17538000.0,225343.0,-1.0
2010,120.0,72429.0,12316.0,6.0,-1.0,39933.0,135.0,282.0,5850.0,506.0,78461.0,440.0,152334.0,5693.0,120.0,269000.0,95433.0,15974.0,12055.0,87911.0,2195.0,93150.0,927.0,2870.0,482.0,11852.0,397610.0,45251.0,236.0,1117.0,-1,2078.0,29500.0,990.0,50.0,49470.0,9018.0,-1.0,2450.0,800.0,3804.0,14308.0,280.0,1696.0,90608.0,59403.0,30831.0,18129322.0,-1,10460.0,13768.0,13812.0,1079.0,12886.0,625.0,1929.0,1987.0,56100.0,8982.0,1883.0,80251.0,6368.0,100.0,18561.0,471.0,18117000.0,218291.0,-1.0
2011,180.0,45915.0,12386.0,6.0,-1.0,45136.0,144.0,255.0,7480.0,524.0,82275.0,610.0,160513.0,4017.0,126.0,263500.0,103446.0,15958.0,11177.0,104532.0,2207.0,99750.0,882.0,1970.0,736.0,11286.0,409360.0,43190.0,215.0,950.0,-1,1945.0,34000.0,969.0,55.0,61257.0,14855.0,-1.0,2832.0,963.0,4009.0,19954.0,198.0,2321.0,82410.0,70571.0,28767.0,19017392.0,-1,7916.0,15000.0,12106.0,2041.0,15693.0,628.0,3019.0,5382.0,55600.0,9317.0,2000.0,110473.0,1673.0,100.0,26679.0,841.0,19005000.0,221632.0,-1.0
2012,200.0,46767.0,13000.0,7.0,-1.0,53038.0,114.0,192.0,6400.0,560.0,79790.0,521.0,155070.0,5166.0,120.0,263500.0,107964.0,15051.0,11223.0,96170.0,3828.0,78800.0,870.0,1776.0,387.0,11417.0,311450.0,43000.0,192.0,1173.0,-1,1723.0,29000.0,999.0,57.0,77133.0,14228.0,-1.0,3031.0,900.0,3138.0,21174.0,271.0,2438.0,69752.0,61814.0,39413.0,20092207.0,-1,8156.0,15300.0,9374.0,2473.0,16607.0,600.0,3519.0,6460.0,52100.0,9640.0,2009.0,99124.0,1320.0,100.0,29373.0,823.0,20079200.0,222225.0,-1.0
2013,200.0,74782.0,12800.0,7.0,-1.0,56649.0,106.0,232.0,7482.0,590.0,82213.0,586.0,140980.0,4112.0,130.0,250300.0,100151.0,16536.0,13163.0,91116.0,5128.0,100900.0,1061.0,1787.0,973.0,11751.0,335350.0,43000.0,250.0,1169.0,-1,1598.0,29000.0,1024.0,59.0,53386.0,12990.0,-1.0,3045.0,1003.0,3021.0,20417.0,371.0,2826.0,90113.0,55110.0,36277.0,21080607.0,-1,7763.0,16890.0,8207.0,1377.0,15840.0,646.0,3546.0,5150.0,56100.0,9964.0,2043.0,118974.0,778.0,100.0,29714.0,834.0,21067800.0,220274.0,-1.0
2014,100.0,96459.0,12583.0,7.0,-1.0,51286.0,191.0,229.0,7701.0,678.0,84635.0,417.0,134166.0,5611.0,133.0,257400.0,102513.0,16622.0,10846.0,84170.0,6204.0,107100.0,1010.0,1798.0,1702.0,11863.0,350410.0,44000.0,298.0,790.0,-1,1472.0,35000.0,1052.0,61.0,62939.0,11846.0,-1.0,3058.0,1002.0,2938.0,26299.0,360.0,3347.0,96662.0,60800.0,28352.0,22107220.0,-1,8209.0,18490.0,12032.0,2062.0,14472.0,673.0,3581.0,6520.0,33010.0,10065.0,2076.0,117986.0,1216.0,100.0,29883.0,883.0,22094630.0,207676.0,-1.0
