,USSR,Finland,Vanuatu,Trinidad and Tobago,Fiji,French Guiana,Kenya,Guyana,Morocco,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Togo,Equatorial Guinea,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Spain,New Zealand,Honduras,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,Sao Tome and Principe,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Sudan,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Puerto Rico,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,"China, Taiwan Province of",Pacific Islands Trust Territory,Bermuda,Singapore,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,Slovakia,Israel,Réunion,Kiribati,Belarus,Afghanistan,Switzerland,Grenada,Wallis and Futuna Islands,Mauritius,Yemen,Georgia,Lithuania,Russian Federation,Tunisia,Paraguay,Tuvalu,Cook Islands,Guadeloupe,Tokelau,Venezuela (Bolivarian Republic of),South Africa,Myanmar,Eritrea,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,United Arab Emirates,Lao People's Democratic Republic,Zambia,Botswana,Tajikistan,Suriname,Niue,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Antigua and Barbuda,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Martinique,Tonga,Belgium,Peru,United States of America,"China, mainland",French Polynesia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Nauru,Cuba,Lesotho,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Swaziland,Burundi,Samoa,Luxembourg,Czechia,Seychelles,Senegal,Qatar,Italy,Ireland,Uganda,Cayman Islands,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),British Virgin Islands,Jordan,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Oman,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,American Samoa,Brunei Darussalam,Mexico,Guinea,Kuwait,Mauritania,Sierra Leone,Sri Lanka,Guam,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Montenegro,Ukraine,Liberia
1971,37469.0,604582.0,101772.0,95633.0,65552.0,78628.0,93720.0,38931.0,170314.0,96753.0,91325.0,163658.0,36892.0,284071.0,38056.0,93390.0,141360.0,,146412.0,167298.0,84253.0,71250.0,44058.0,182549.0,287005.0,124372.0,96768.0,,,423103.0,82286.0,78797.0,41403.0,,80110.0,170800.0,122179.0,,47866.0,87895.0,145148.0,32440.0,103357.0,211588.0,46851.0,,52949.0,622813.0,51045.0,,110524.0,,36344.0,,149645.0,25685.0,166176.0,68897.0,,116660.0,56827.0,32858.0,,241171.0,253304.0,112882.0,494283.0,81429.0,,251134.0,364375.0,,102682.0,,84366.0,132018.0,,120441.0,39917.0,43734.0,,280907.0,628889.0,46361.0,,50825.0,312398.0,49068.0,132063.0,186779.0,40103.0,,,,41460.0,479248.0,,117131.0,179820.0,203333.0,109475.0,114253.0,39343.0,,88525.0,140095.0,136575.0,572036.0,102918.0,69565.0,132734.0,,37054.0,131030.0,72828.0,49183.0,42722.0,,182031.0,18030.0,60069.0,147059.0,48245.0,79518.0,,,51445.0,43657.0,178868.0,146876.0,69920.0,292476.0,,4298125.0,111497.0,,90380.0,165090.0,99048.0,74040.0,59464.0,47815.0,48789.0,218618.0,38351.0,,117000.0,181384.0,33577.0,81734.0,88990.0,47225.0,51997.0,45024575.0,137544.0,,231341.0,46667.0,60125.0,,524390.0,64649.0,394191.0,72876.0,60192.0,50408.0,,,123394.0,71260.0,,101893.0,178667.0,77158.0,2580000.0,,41965.0,,,76714.0,127586.0,51881.0,147600.0,42108.0,,42612.0,162587.0,141371.0,107627.0,95414.0,130477.0,183269.0,59091.0,130368.0,,107006.0,39427.0,93699.0,213455.0,54537.0,119690.0,98436.0,57800.0,52887.0,114711.0,44612.0,227155.0,30244.0,257500.0,91540.0,56103.0,24872.0,55163.0,,77428.0,,,40353.0
1972,29194.0,405414.0,102530.0,102525.0,65791.0,78740.0,93917.0,39113.0,169338.0,97819.0,91082.0,179672.0,38369.0,284483.0,30556.0,102087.0,157299.0,,162849.0,159782.0,86032.0,73096.0,49005.0,190247.0,287081.0,122262.0,96245.0,,,391262.0,72150.0,65342.0,41333.0,,83974.0,157943.0,125030.0,,47966.0,100412.0,149479.0,32081.0,110790.0,206703.0,49601.0,,51972.0,548571.0,51752.0,,110720.0,,33755.0,,145668.0,27766.0,166176.0,70093.0,,115100.0,58269.0,35704.0,,160330.0,252215.0,108374.0,369812.0,80556.0,,250000.0,340000.0,,102301.0,,91932.0,126134.0,,140389.0,41028.0,35180.0,,304985.0,874872.0,46658.0,,61967.0,251209.0,47533.0,130670.0,193327.0,36865.0,,,,47962.0,480522.0,,103331.0,198929.0,203333.0,113303.0,122593.0,39103.0,,89361.0,150276.0,146904.0,563410.0,110805.0,69102.0,142270.0,,37481.0,132220.0,73216.0,50338.0,43987.0,,162232.0,18333.0,60140.0,135294.0,48378.0,96203.0,,,50867.0,44254.0,183929.0,145272.0,59323.0,253420.0,,3901667.0,112934.0,,90218.0,193258.0,91492.0,82514.0,59517.0,47746.0,50735.0,274832.0,37698.0,,110166.0,166989.0,37907.0,90552.0,87486.0,46819.0,60826.0,40874627.0,135110.0,,266801.0,46667.0,68749.0,,552378.0,62974.0,262813.0,74909.0,54177.0,46737.0,,,128532.0,66478.0,,97443.0,218333.0,76026.0,2605000.0,,45247.0,,,76353.0,131034.0,70414.0,151025.0,43043.0,,42546.0,151722.0,166442.0,109836.0,97407.0,132311.0,166277.0,58333.0,107129.0,,122712.0,41823.0,91777.0,215455.0,52896.0,118664.0,90924.0,57447.0,53687.0,109632.0,44510.0,238007.0,30303.0,265000.0,86644.0,58657.0,25641.0,52572.0,,73739.0,,,40186.0
1973,40704.0,231793.0,105393.0,84979.0,65902.0,39424.0,95282.0,41427.0,206037.0,98864.0,89997.0,164333.0,39186.0,282500.0,33333.0,105169.0,110787.0,,158789.0,170190.0,83594.0,77099.0,57891.0,183784.0,329951.0,116679.0,95143.0,,,357527.0,82156.0,93585.0,39357.0,,87623.0,224288.0,125058.0,,48812.0,115159.0,149499.0,23684.0,116807.0,205286.0,48400.0,,52701.0,531714.0,47811.0,,114023.0,,48359.0,,155174.0,28325.0,166176.0,69251.0,,119450.0,64238.0,36587.0,,171754.0,275505.0,104815.0,484009.0,83333.0,,256073.0,348387.0,,106389.0,,85745.0,140629.0,,142573.0,41827.0,36509.0,,308727.0,956462.0,46474.0,,65020.0,350253.0,51398.0,130321.0,194469.0,41847.0,,,,39734.0,473479.0,,127707.0,244445.0,206667.0,116318.0,117269.0,39666.0,,88696.0,143271.0,139552.0,550462.0,107690.0,66296.0,148589.0,,37463.0,146719.0,72816.0,51015.0,42560.0,,157653.0,18197.0,59881.0,117647.0,38880.0,98876.0,,,50289.0,45021.0,186852.0,146482.0,61076.0,261816.0,,11623333.0,114644.0,,89199.0,214153.0,122236.0,84138.0,59372.0,47788.0,53099.0,215506.0,38493.0,,108098.0,196909.0,40007.0,91677.0,87672.0,47530.0,59291.0,47008475.0,130656.0,,234730.0,53333.0,76194.0,,400904.0,61750.0,261103.0,81129.0,61426.0,52115.0,,,129083.0,69525.0,,111629.0,190000.0,78335.0,2615000.0,,47583.0,,,78691.0,137931.0,56609.0,131091.0,43283.0,,42825.0,201592.0,169022.0,106250.0,96021.0,136141.0,156024.0,58333.0,126103.0,,147850.0,42279.0,90655.0,218182.0,52590.0,120031.0,106056.0,62625.0,57059.0,110678.0,43997.0,239224.0,31325.0,267500.0,159690.0,66480.0,25993.0,59465.0,,86641.0,,,40247.0
1974,37119.0,461003.0,107426.0,102043.0,62595.0,39580.0,93779.0,53651.0,197158.0,100407.0,94939.0,162903.0,40212.0,281600.0,27778.0,98308.0,131848.0,,159295.0,151684.0,86319.0,79839.0,54148.0,184197.0,326031.0,105604.0,89796.0,,,382194.0,86481.0,63368.0,42857.0,,94898.0,176404.0,128014.0,,48645.0,101749.0,151730.0,30419.0,100634.0,203083.0,49223.0,,52542.0,507222.0,49031.0,,92030.0,,57351.0,,148173.0,28426.0,187500.0,55516.0,,111800.0,78873.0,36155.0,,166375.0,254957.0,100704.0,340476.0,82432.0,,256548.0,327813.0,,103520.0,,80578.0,115106.0,,153018.0,42330.0,38878.0,,305039.0,1014901.0,46182.0,,66601.0,227329.0,49856.0,130316.0,185614.0,38780.0,,,,44302.0,460691.0,,68223.0,252321.0,206667.0,116771.0,115387.0,40578.0,,89865.0,131858.0,126818.0,558353.0,109506.0,68791.0,162594.0,,37584.0,122936.0,73206.0,52447.0,43750.0,,148960.0,18464.0,61073.0,115556.0,97143.0,104742.0,,,49112.0,46661.0,189817.0,148325.0,62528.0,224655.0,,2364667.0,116100.0,,93972.0,202198.0,110555.0,77191.0,59461.0,48076.0,52116.0,246986.0,39726.0,,109034.0,191936.0,36608.0,104398.0,88203.0,47590.0,63275.0,56794118.0,132341.0,,235517.0,53333.0,72027.0,,617204.0,73441.0,237563.0,84620.0,60991.0,59069.0,,,134220.0,68357.0,,110169.0,169718.0,78911.0,2485000.0,,43793.0,,,79448.0,141379.0,65285.0,140614.0,44411.0,,42948.0,179260.0,165291.0,108594.0,95172.0,142595.0,210611.0,62500.0,109815.0,,157669.0,42416.0,89767.0,267778.0,56570.0,120104.0,88208.0,57750.0,60320.0,106691.0,43151.0,300387.0,31273.0,275000.0,164155.0,80880.0,26620.0,58503.0,,72260.0,,,43197.0
1975,41220.0,534997.0,109027.0,86605.0,65196.0,38315.0,71168.0,48528.0,167403.0,101966.0,90417.0,127167.0,42244.0,285600.0,25000.0,95857.0,126557.0,,150945.0,216266.0,85541.0,84345.0,49386.0,178685.0,184679.0,102426.0,87500.0,,,349418.0,71698.0,71407.0,45080.0,,99955.0,203657.0,129493.0,,48646.0,103873.0,150191.0,34289.0,110567.0,191908.0,48979.0,,53052.0,599028.0,41495.0,,92146.0,,42963.0,,132566.0,29523.0,226875.0,56071.0,,116266.0,75448.0,36309.0,,150967.0,252612.0,99444.0,434170.0,80473.0,,256670.0,296970.0,,102500.0,,78860.0,120643.0,,130380.0,42787.0,33746.0,,295210.0,1689754.0,45911.0,,67915.0,335252.0,44277.0,132492.0,98835.0,38591.0,,,,46513.0,555019.0,,63935.0,245443.0,206667.0,114312.0,121983.0,40731.0,,91450.0,146423.0,143169.0,552070.0,108077.0,93384.0,135020.0,,37597.0,105200.0,70152.0,51756.0,42458.0,,146102.0,18727.0,52102.0,163441.0,102381.0,88154.0,,,47747.0,47075.0,193431.0,157640.0,58820.0,262830.0,,7412000.0,116892.0,,89676.0,203661.0,99883.0,73241.0,59970.0,48195.0,50985.0,226418.0,36475.0,,103169.0,204348.0,36263.0,108779.0,87930.0,48353.0,61018.0,54618557.0,129086.0,,231969.0,53333.0,76345.0,,518167.0,89699.0,304059.0,82587.0,61958.0,66805.0,,,136789.0,68009.0,,105203.0,176761.0,78674.0,2605000.0,,41939.0,,,81729.0,146667.0,31229.0,130383.0,45653.0,,43028.0,225594.0,176006.0,108333.0,98305.0,145286.0,176830.0,62500.0,100282.0,,158106.0,43152.0,88008.0,271111.0,56720.0,115162.0,75246.0,55250.0,56497.0,109140.0,42919.0,350762.0,31758.0,277500.0,214265.0,80700.0,33015.0,60478.0,,74140.0,,,44093.0
1976,45295.0,465796.0,110320.0,95952.0,68129.0,19734.0,73977.0,48487.0,167646.0,103528.0,93169.0,124101.0,39206.0,282308.0,27778.0,96858.0,139338.0,,145843.0,186314.0,85193.0,85197.0,44984.0,187061.0,235322.0,107041.0,97087.0,,,335008.0,82243.0,50343.0,46711.0,,98956.0,214634.0,129380.0,,50336.0,110022.0,152782.0,34380.0,106903.0,198902.0,51640.0,,56962.0,570189.0,42227.0,,91938.0,,43195.0,,146209.0,29543.0,209231.0,59937.0,,127565.0,58567.0,33368.0,,164976.0,236250.0,97949.0,417363.0,80916.0,,261538.0,303226.0,,100543.0,,82304.0,103038.0,,125800.0,42700.0,31745.0,,311571.0,1764180.0,45660.0,,69613.0,264057.0,48653.0,134635.0,172436.0,40283.0,,,,45554.0,568808.0,,65446.0,235967.0,193333.0,116559.0,122795.0,40070.0,,93205.0,145475.0,140918.0,557329.0,107656.0,111567.0,130497.0,,37605.0,104445.0,73910.0,51170.0,44167.0,,151553.0,19351.0,53120.0,163731.0,83125.0,92714.0,,,49102.0,47692.0,198273.0,162351.0,57328.0,341024.0,,3702000.0,118883.0,,92428.0,198151.0,106735.0,69206.0,59973.0,48374.0,51133.0,270411.0,37006.0,,101617.0,199639.0,34173.0,106499.0,90070.0,48941.0,66226.0,68062500.0,133293.0,,243699.0,53333.0,95763.0,,598018.0,85044.0,299666.0,84108.0,61907.0,68214.0,,,142844.0,70655.0,,106120.0,176761.0,66151.0,2610000.0,,40389.0,,,82929.0,150000.0,52696.0,120890.0,44328.0,,43321.0,228181.0,163976.0,107353.0,100000.0,132615.0,189377.0,61538.0,104572.0,,155523.0,44768.0,89566.0,274444.0,57329.0,106080.0,78525.0,54000.0,54254.0,116814.0,43206.0,320955.0,47547.0,271429.0,208448.0,61048.0,31737.0,61878.0,,85084.0,,,45737.0
1977,45117.0,431891.0,111387.0,84572.0,66428.0,19988.0,79436.0,45567.0,173581.0,105075.0,91334.0,100219.0,41404.0,284091.0,29167.0,89327.0,133306.0,,138739.0,160885.0,85094.0,75815.0,38606.0,162265.0,257877.0,113293.0,111818.0,,,193911.0,79444.0,72620.0,47368.0,,95232.0,195915.0,127616.0,,51336.0,130731.0,155686.0,35957.0,110574.0,201222.0,53296.0,,52358.0,510053.0,41861.0,,92141.0,,31223.0,,138550.0,29594.0,227000.0,41792.0,,121502.0,59819.0,33345.0,,166602.0,246500.0,96947.0,379537.0,83170.0,,260363.0,300000.0,,98439.0,,91581.0,108816.0,,128101.0,42633.0,28659.0,,318622.0,317169.0,46437.0,,53473.0,258600.0,46110.0,135465.0,183188.0,41936.0,,,,44067.0,525338.0,,90416.0,200253.0,196667.0,122339.0,113555.0,42310.0,,95886.0,143412.0,141226.0,571251.0,97159.0,108683.0,128076.0,,37793.0,83140.0,72096.0,53957.0,43979.0,,126828.0,19494.0,54671.0,168912.0,131154.0,94667.0,,,50983.0,47642.0,207455.0,164799.0,76673.0,311656.0,,8485556.0,119919.0,,90670.0,206317.0,74653.0,81428.0,59023.0,48475.0,51425.0,286320.0,40612.0,,103104.0,204593.0,33946.0,110702.0,90476.0,47238.0,69599.0,62835714.0,134025.0,,229723.0,56667.0,99226.0,,504227.0,91635.0,418813.0,83626.0,64522.0,69037.0,,,145727.0,65829.0,73892.0,96602.0,157746.0,66228.0,2605000.0,,39598.0,9060000.0,,84351.0,151613.0,59599.0,157886.0,45229.0,,43601.0,186297.0,181930.0,107143.0,91379.0,118349.0,186215.0,61538.0,86026.0,,149563.0,38721.0,95341.0,278889.0,59157.0,99793.0,77637.0,52143.0,56135.0,114237.0,42849.0,222074.0,31279.0,269767.0,208876.0,70947.0,30182.0,65056.0,,68833.0,,,46850.0
1978,42837.0,539043.0,112215.0,85749.0,69522.0,24064.0,81132.0,47589.0,203924.0,106058.0,92282.0,99727.0,43136.0,282963.0,29167.0,92606.0,137099.0,,179444.0,145013.0,84366.0,81794.0,48338.0,170864.0,252226.0,112752.0,126087.0,,,328011.0,82617.0,75785.0,48701.0,,98045.0,191665.0,130640.0,,51551.0,116330.0,155670.0,36364.0,97946.0,198480.0,52936.0,,53599.0,461051.0,62042.0,,96743.0,,29692.0,,129137.0,29645.0,260000.0,51925.0,,118319.0,56645.0,33202.0,,165911.0,324803.0,94566.0,394061.0,83131.0,,264183.0,293548.0,,94580.0,,94120.0,102147.0,,129901.0,43316.0,26594.0,,306377.0,349686.0,47456.0,,63535.0,271781.0,50403.0,122486.0,174238.0,40488.0,,,,48432.0,512955.0,,87077.0,237186.0,196667.0,125419.0,117701.0,40899.0,,93146.0,140346.0,136330.0,584158.0,103362.0,108275.0,134652.0,,37981.0,71105.0,69394.0,55590.0,44307.0,,143553.0,19967.0,55017.0,169000.0,129900.0,100128.0,,,51670.0,48537.0,226661.0,193976.0,65204.0,310295.0,,3963500.0,118157.0,,91636.0,214351.0,95604.0,85943.0,56283.0,48592.0,52896.0,299823.0,35860.0,,101537.0,201787.0,39642.0,98256.0,91230.0,48230.0,75479.0,109966667.0,133358.0,,265434.0,56667.0,89961.0,,617740.0,107368.0,427167.0,82149.0,57951.0,69196.0,,,151150.0,67164.0,46578.0,101836.0,143210.0,66296.0,1726667.0,,44593.0,9560000.0,,86550.0,153125.0,62530.0,179673.0,45707.0,,44397.0,214235.0,169189.0,108451.0,87500.0,126935.0,160179.0,61538.0,108220.0,,147122.0,38839.0,98123.0,283333.0,61992.0,80224.0,78060.0,50143.0,60079.0,119745.0,42742.0,224392.0,31489.0,270455.0,213138.0,68656.0,33252.0,63370.0,,78211.0,,,47916.0
1979,49017.0,550154.0,113106.0,84171.0,72155.0,28069.0,124328.0,50778.0,212621.0,107040.0,91796.0,96566.0,44144.0,291111.0,29167.0,85205.0,133831.0,,173698.0,154506.0,84604.0,81497.0,63427.0,156928.0,322793.0,116829.0,113913.0,,,369775.0,83178.0,72803.0,50000.0,,89072.0,180914.0,121637.0,,51995.0,128449.0,151542.0,34190.0,105525.0,204589.0,54273.0,,53037.0,601878.0,68392.0,,103331.0,,53991.0,,147412.0,29695.0,272381.0,52316.0,,103547.0,58334.0,33408.0,,167896.0,315593.0,92068.0,460700.0,84762.0,,267560.0,266667.0,,105018.0,,93361.0,116716.0,,138061.0,43304.0,30718.0,,325500.0,318279.0,48462.0,,65875.0,363137.0,50735.0,122077.0,180903.0,40507.0,,,,46375.0,507411.0,,92502.0,159277.0,200000.0,124704.0,123582.0,41182.0,,93147.0,148986.0,147794.0,588617.0,83066.0,116866.0,141252.0,,38076.0,70693.0,76209.0,56125.0,44307.0,,114631.0,21359.0,55299.0,176847.0,116304.0,101250.0,,,52400.0,49523.0,225273.0,198586.0,69148.0,310143.0,,6741667.0,119213.0,,91267.0,212190.0,120178.0,90532.0,58904.0,46808.0,58947.0,199601.0,36889.0,,98494.0,204511.0,39916.0,105531.0,92775.0,48426.0,73238.0,121750000.0,130603.0,,208517.0,56667.0,126643.0,,485245.0,112527.0,461904.0,85258.0,58196.0,72321.0,,,138632.0,69353.0,45058.0,118836.0,148148.0,46375.0,1330000.0,,45852.0,10920000.0,,87513.0,154545.0,72825.0,165720.0,46917.0,,44447.0,204561.0,189051.0,108333.0,88421.0,146843.0,201031.0,61538.0,110993.0,,141647.0,40296.0,103105.0,287778.0,61476.0,80335.0,78233.0,48343.0,55260.0,115868.0,43559.0,228993.0,30894.0,271111.0,376362.0,71928.0,39488.0,64538.0,,70983.0,,,47431.0
1980,44392.0,486209.0,112543.0,80115.0,81877.0,28069.0,125546.0,51552.0,237576.0,108852.0,93989.0,108349.0,43658.0,302920.0,29167.0,87182.0,140218.0,,171463.0,153548.0,85926.0,81588.0,57338.0,142578.0,290314.0,109183.0,107692.0,,,376609.0,79813.0,64841.0,51923.0,,112046.0,213969.0,124671.0,,50404.0,150897.0,155536.0,39108.0,125888.0,208868.0,58428.0,,56647.0,437990.0,66812.0,,93014.0,,45125.0,,153475.0,29746.0,250000.0,59967.0,,143040.0,59625.0,33420.0,,155238.0,296477.0,94195.0,407847.0,84762.0,,267230.0,258065.0,,91985.0,,94509.0,111660.0,,130847.0,43599.0,30722.0,,304411.0,329948.0,49454.0,,68432.0,286703.0,43679.0,121393.0,92584.0,40999.0,,,,45845.0,568942.0,,98312.0,115035.0,150000.0,124513.0,130914.0,40597.0,,93147.0,155678.0,158068.0,522705.0,80073.0,121338.0,129046.0,,38396.0,79206.0,72823.0,55959.0,43160.0,,136216.0,20529.0,55317.0,181429.0,101433.0,89263.0,,,61071.0,48604.0,225618.0,205704.0,82189.0,235069.0,,2511765.0,120213.0,,93576.0,183285.0,111865.0,85107.0,58691.0,46805.0,65853.0,134093.0,29692.0,,95900.0,236618.0,38086.0,83010.0,92260.0,45169.0,73282.0,137495556.0,159962.0,,284707.0,50000.0,97867.0,,526474.0,118958.0,462008.0,84198.0,49555.0,72845.0,,,145556.0,72414.0,44215.0,116547.0,163380.0,47632.0,971667.0,,44540.0,11040000.0,,88692.0,161765.0,118377.0,211459.0,46499.0,,44728.0,195916.0,172730.0,105333.0,89825.0,133260.0,110799.0,61538.0,104403.0,,140582.0,40564.0,106329.0,286813.0,65215.0,81453.0,78917.0,46914.0,62630.0,115739.0,43598.0,236011.0,30894.0,266667.0,408347.0,105728.0,42430.0,61625.0,,74541.0,,,47267.0
1981,52084.0,337376.0,115351.0,82062.0,85244.0,28788.0,125910.0,53966.0,220216.0,112717.0,92432.0,105706.0,45584.0,307143.0,30556.0,86517.0,143217.0,,181797.0,173795.0,87978.0,84815.0,51524.0,143946.0,269012.0,113020.0,99145.0,,,201716.0,78277.0,67438.0,55128.0,,123886.0,134507.0,129846.0,,51054.0,148923.0,156344.0,43129.0,124982.0,206506.0,66917.0,,59585.0,519855.0,73820.0,,96749.0,,40982.0,,145927.0,29797.0,266667.0,63008.0,,178219.0,59748.0,33405.0,,168719.0,310549.0,94552.0,291258.0,82791.0,,270986.0,229032.0,,94161.0,,93183.0,132388.0,,113693.0,44349.0,30071.0,,291375.0,126407.0,49892.0,,70233.0,253873.0,44262.0,121257.0,167241.0,40840.0,,,,50487.0,632150.0,,113994.0,145107.0,150000.0,128273.0,138531.0,40718.0,,88597.0,152324.0,154071.0,515804.0,80068.0,101646.0,132330.0,,38961.0,71911.0,73846.0,57602.0,44575.0,,128660.0,20870.0,57253.0,181429.0,127692.0,84434.0,,,34413.0,48867.0,224505.0,202718.0,82034.0,241488.0,,2579444.0,121744.0,,91765.0,171055.0,89105.0,102443.0,57494.0,46913.0,65729.0,255864.0,25318.0,,98496.0,211063.0,43402.0,82835.0,92596.0,46032.0,75072.0,71026415.0,164901.0,,246603.0,50000.0,119489.0,,490519.0,116731.0,414272.0,93731.0,72265.0,76253.0,,,150855.0,75389.0,65501.0,105763.0,148361.0,48949.0,906667.0,,49496.0,11860000.0,,87483.0,165714.0,137641.0,152391.0,47388.0,,44674.0,141969.0,164403.0,106579.0,81091.0,131320.0,104235.0,64286.0,80298.0,,126567.0,41446.0,100238.0,293333.0,67755.0,81658.0,74122.0,46943.0,58890.0,119006.0,42641.0,294527.0,31111.0,276042.0,291622.0,91602.0,42421.0,60432.0,,81806.0,,,47515.0
1982,54966.0,352135.0,116802.0,85205.0,87358.0,30475.0,126185.0,50621.0,205028.0,116565.0,92620.0,117674.0,44239.0,311429.0,29730.0,101444.0,142368.0,,183742.0,174234.0,87626.0,91457.0,54894.0,128326.0,273508.0,117121.0,92784.0,,,354542.0,78277.0,65979.0,57692.0,,120086.0,287433.0,131672.0,,51031.0,185992.0,158016.0,47998.0,166307.0,205534.0,72531.0,,51296.0,476123.0,72167.0,,96990.0,,47609.0,,138785.0,29848.0,262500.0,55793.0,,181227.0,60288.0,33563.0,,165821.0,311224.0,91471.0,642262.0,75417.0,,275681.0,196774.0,,96710.0,,100740.0,228057.0,,132799.0,44443.0,27097.0,,347652.0,155667.0,50323.0,,70483.0,466052.0,45464.0,121120.0,165227.0,42388.0,,,,42817.0,595048.0,,92872.0,186584.0,126000.0,126169.0,146372.0,41022.0,,88441.0,151307.0,156654.0,499982.0,80707.0,91943.0,136336.0,,39532.0,79759.0,70276.0,58902.0,48165.0,,146077.0,21220.0,56911.0,178505.0,122000.0,81652.0,,,32010.0,46928.0,224643.0,199475.0,75985.0,500700.0,,2016444.0,121666.0,,91956.0,184589.0,117989.0,116859.0,57408.0,47121.0,61671.0,262990.0,30925.0,,97506.0,201670.0,39469.0,87088.0,90980.0,46220.0,76071.0,116828000.0,178527.0,,239891.0,50000.0,164587.0,,456745.0,115693.0,465896.0,97439.0,54739.0,75597.0,,,142917.0,77071.0,79501.0,111410.0,160000.0,53793.0,815714.0,,44922.0,6170000.0,,87574.0,165278.0,123839.0,172702.0,46730.0,,44849.0,264372.0,178500.0,107051.0,71698.0,155750.0,111427.0,64286.0,106462.0,,128783.0,45846.0,106679.0,296667.0,79258.0,83048.0,78608.0,46971.0,63293.0,126320.0,43095.0,369896.0,30000.0,266731.0,229044.0,74663.0,39560.0,64690.0,,82434.0,,,48853.0
1983,54458.0,322853.0,118565.0,75662.0,86011.0,29252.0,119586.0,50927.0,205006.0,115501.0,91719.0,123029.0,44096.0,312414.0,32432.0,95105.0,133997.0,,201959.0,190159.0,87150.0,96431.0,56295.0,117126.0,255391.0,114185.0,96447.0,,,300640.0,79775.0,86321.0,52449.0,,125063.0,278542.0,132241.0,,51998.0,173284.0,157260.0,44739.0,154271.0,196340.0,74070.0,,53161.0,480506.0,73318.0,,97389.0,,41681.0,,136598.0,28757.0,253333.0,61136.0,,151716.0,60483.0,33456.0,,175035.0,323383.0,90805.0,465348.0,74000.0,,283553.0,190323.0,,101325.0,,94307.0,196897.0,,135405.0,44467.0,28070.0,,322742.0,186171.0,50749.0,,71665.0,326183.0,44131.0,117022.0,179825.0,43505.0,,,,43969.0,621697.0,,119785.0,164026.0,150000.0,129542.0,142870.0,41204.0,,87806.0,142819.0,149773.0,496318.0,78077.0,89764.0,136231.0,,39641.0,80018.0,68678.0,58021.0,48165.0,,138399.0,20879.0,56684.0,181106.0,126154.0,80952.0,,,43816.0,44105.0,224956.0,175188.0,75202.0,450742.0,,16634000.0,122229.0,,91040.0,204506.0,106970.0,131154.0,57575.0,49511.0,63700.0,256895.0,29444.0,,87800.0,206732.0,47085.0,92628.0,92513.0,46538.0,41466.0,105628000.0,160339.0,,243536.0,59016.0,143197.0,,465999.0,108751.0,510041.0,94437.0,52187.0,76041.0,,,136270.0,75145.0,74496.0,140148.0,194555.0,52641.0,696000.0,,51989.0,6520000.0,,87988.0,157895.0,130839.0,165192.0,47264.0,,44843.0,206822.0,185107.0,108750.0,73077.0,153233.0,113298.0,64286.0,99924.0,,115257.0,48943.0,103037.0,300000.0,79457.0,78394.0,96193.0,44143.0,64007.0,119398.0,42721.0,662159.0,31190.0,272692.0,266370.0,70244.0,39217.0,62182.0,,84246.0,,,49130.0
