,USSR,Finland,Vanuatu,Trinidad and Tobago,Fiji,French Guiana,Kenya,Guyana,Morocco,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Togo,Equatorial Guinea,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Spain,New Zealand,Honduras,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,Sao Tome and Principe,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Sudan,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Puerto Rico,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,"China, Taiwan Province of",Pacific Islands Trust Territory,Bermuda,Singapore,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,Slovakia,Israel,Réunion,Kiribati,Belarus,Afghanistan,Switzerland,Grenada,Wallis and Futuna Islands,Mauritius,Yemen,Georgia,Lithuania,Russian Federation,Tunisia,Paraguay,Tuvalu,Cook Islands,Guadeloupe,Tokelau,Venezuela (Bolivarian Republic of),South Africa,Myanmar,Eritrea,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,United Arab Emirates,Lao People's Democratic Republic,Zambia,Botswana,Tajikistan,Suriname,Niue,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Antigua and Barbuda,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Martinique,Tonga,Belgium,Peru,United States of America,"China, mainland",French Polynesia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Nauru,Cuba,Lesotho,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Swaziland,Burundi,Samoa,Luxembourg,Czechia,Seychelles,Senegal,Qatar,Italy,Ireland,Uganda,Cayman Islands,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),British Virgin Islands,Jordan,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Oman,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,American Samoa,Brunei Darussalam,Mexico,Guinea,Kuwait,Mauritania,Sierra Leone,Sri Lanka,Guam,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Montenegro,Ukraine,Liberia
1984,55812.0,331096.0,119231.0,75327.0,90055.0,24444.0,121610.0,52694.0,213808.0,114513.0,92425.0,105635.0,44801.0,300000.0,36842.0,84526.0,143458.0,,188580.0,158285.0,84620.0,100410.0,53717.0,121926.0,287598.0,111804.0,100301.0,,,300791.0,78277.0,96558.0,52008.0,,129974.0,233453.0,136117.0,,52306.0,157476.0,156561.0,42740.0,131315.0,196741.0,73187.0,,51935.0,445250.0,74818.0,,82880.0,,40840.0,,140643.0,28814.0,228571.0,57917.0,,184121.0,54648.0,33392.0,,184722.0,338931.0,90308.0,431154.0,77300.0,,294925.0,181818.0,,99869.0,,95120.0,188420.0,,131168.0,44278.0,32864.0,,302267.0,216674.0,51064.0,,72240.0,354799.0,44000.0,117022.0,126255.0,45312.0,,,,47515.0,613803.0,,126015.0,195567.0,150000.0,127413.0,145701.0,40612.0,,87806.0,145640.0,152574.0,494871.0,77238.0,92794.0,155314.0,,46965.0,92655.0,71782.0,58575.0,48165.0,,139814.0,21429.0,56684.0,183636.0,124500.0,78412.0,,,32334.0,45032.0,225263.0,175118.0,78379.0,407069.0,,10911250.0,121514.0,,91447.0,190022.0,111968.0,114803.0,58575.0,49623.0,64104.0,283313.0,26205.0,,95423.0,189505.0,44390.0,117601.0,96010.0,45506.0,44730.0,352372.0,168161.0,,230879.0,59016.0,149594.0,,468020.0,111070.0,564336.0,98049.0,53800.0,76164.0,,,139225.0,74470.0,62667.0,120251.0,215057.0,50770.0,576000.0,,49418.0,3915625.0,,87367.0,160526.0,115777.0,199902.0,47156.0,,45255.0,186723.0,152059.0,108556.0,60000.0,141753.0,101324.0,66667.0,105192.0,,129268.0,50452.0,103654.0,304444.0,81476.0,65982.0,138232.0,41343.0,60777.0,132995.0,43492.0,332113.0,30250.0,278846.0,178049.0,74806.0,43241.0,59904.0,,91054.0,,,49518.0
1985,50647.0,67088.0,117179.0,56581.0,75060.0,25198.0,121682.0,51095.0,75141.0,115576.0,92336.0,105810.0,44551.0,59740.0,38158.0,36066.0,141413.0,,115593.0,109149.0,89431.0,91886.0,57498.0,130550.0,249813.0,86647.0,113122.0,,,274772.0,76217.0,96732.0,53094.0,,108355.0,45346.0,68312.0,,52652.0,66358.0,93202.0,50448.0,40712.0,163043.0,79197.0,48000.0,50333.0,79677.0,83495.0,,94122.0,,43204.0,70000.0,145738.0,27772.0,215385.0,56804.0,,68355.0,54843.0,33435.0,81667.0,55571.0,278772.0,89719.0,112448.0,71774.0,,45069.0,60000.0,,52995.0,,100644.0,62560.0,109755.0,137644.0,44996.0,32971.0,,287910.0,64031.0,52030.0,,72504.0,203031.0,34010.0,63051.0,175252.0,46285.0,,,,42582.0,155389.0,106667.0,126175.0,130504.0,150000.0,120905.0,147325.0,40854.0,,89034.0,155295.0,162941.0,360849.0,77074.0,100458.0,135490.0,,39500.0,96553.0,67746.0,58982.0,48165.0,,145323.0,20222.0,57450.0,44149.0,115000.0,74983.0,,,32300.0,39058.0,112174.0,187431.0,78211.0,57267.0,42460.0,71458.0,121473.0,,91166.0,113985.0,103292.0,133648.0,58257.0,49684.0,63563.0,250644.0,26450.0,,100410.0,191138.0,42546.0,106551.0,106124.0,37110.0,45921.0,161780.0,156544.0,54250.0,99757.0,59016.0,56412.0,,84885.0,110030.0,66313.0,108550.0,54788.0,76553.0,,,140303.0,58384.0,53638.0,115725.0,101642.0,52557.0,450000.0,,47150.0,51314.0,,87906.0,82000.0,82682.0,86307.0,48066.0,,46054.0,72753.0,169951.0,108451.0,53061.0,138199.0,100922.0,66667.0,98968.0,,106810.0,48178.0,111250.0,70380.0,77750.0,70232.0,122319.0,33698.0,57267.0,129780.0,42333.0,35338.0,31333.0,50668.0,113959.0,83062.0,44651.0,56952.0,,76862.0,,,49981.0
1986,57912.0,60279.0,114643.0,56377.0,79233.0,20776.0,126164.0,53756.0,84397.0,112202.0,90346.0,108995.0,46887.0,61172.0,38462.0,34594.0,130041.0,,114606.0,123632.0,99744.0,101516.0,59837.0,152549.0,243704.0,91399.0,109005.0,,6250.0,329501.0,77715.0,94307.0,50774.0,,112504.0,61352.0,68440.0,,51356.0,84349.0,97134.0,53828.0,59859.0,164289.0,80699.0,47742.0,55111.0,79730.0,75384.0,,92886.0,,40565.0,70000.0,128801.0,27826.0,208333.0,57672.0,,79180.0,54941.0,33726.0,85647.0,56897.0,284991.0,93323.0,159713.0,62386.0,,45402.0,60000.0,,55389.0,,101771.0,60346.0,99013.0,134205.0,46525.0,35702.0,,264952.0,69499.0,52828.0,,73260.0,253287.0,41343.0,63051.0,176471.0,53177.0,,,,46917.0,150762.0,110000.0,103686.0,149937.0,152500.0,122779.0,153134.0,42080.0,,89154.0,161303.0,163932.0,310638.0,77427.0,99027.0,148513.0,,37931.0,118324.0,70526.0,60985.0,48165.0,,143490.0,20444.0,59776.0,44362.0,120000.0,78226.0,,,23683.0,39432.0,113913.0,148626.0,86763.0,86039.0,42460.0,72299.0,121461.0,,89077.0,115914.0,110386.0,130570.0,57234.0,50093.0,64530.0,247384.0,21510.0,,104967.0,197178.0,36737.0,92667.0,111367.0,38296.0,44267.0,210888.0,155950.0,56500.0,92981.0,59016.0,75410.0,,61703.0,119868.0,61605.0,111237.0,54759.0,76855.0,,,139485.0,60735.0,50472.0,130317.0,87442.0,53316.0,299286.0,,40084.0,52755.0,,88535.0,82078.0,87099.0,92673.0,49984.0,,47423.0,98359.0,166560.0,108349.0,53061.0,123161.0,101583.0,66667.0,100538.0,,105234.0,52275.0,114052.0,71899.0,83010.0,72085.0,115643.0,33721.0,58512.0,128980.0,43233.0,42998.0,31556.0,51518.0,115331.0,100276.0,43686.0,49505.0,,88774.0,,,51760.0
1987,45703.0,45830.0,114016.0,56073.0,74730.0,21809.0,124947.0,52847.0,78066.0,115000.0,93738.0,107969.0,46537.0,62460.0,39744.0,34721.0,133713.0,,109841.0,95552.0,104671.0,98906.0,67357.0,159732.0,258135.0,96279.0,119431.0,,7500.0,299663.0,79401.0,99222.0,50960.0,,96010.0,42265.0,68487.0,,51356.0,69227.0,101641.0,47600.0,52519.0,168347.0,81576.0,47750.0,54996.0,53249.0,81538.0,,109859.0,,50745.0,70000.0,140384.0,27880.0,217000.0,60476.0,,79541.0,54436.0,33879.0,85028.0,56242.0,288245.0,88636.0,110851.0,57153.0,,45691.0,60500.0,,58119.0,,102599.0,60890.0,77290.0,142580.0,46566.0,32368.0,,315051.0,75893.0,53518.0,,73837.0,169441.0,50200.0,64577.0,175949.0,60813.0,,,,47309.0,144946.0,112222.0,93875.0,144021.0,122000.0,122404.0,154461.0,43068.0,,90320.0,164408.0,165903.0,417759.0,77180.0,99273.0,159783.0,,57670.0,114523.0,64593.0,62346.0,41872.0,,158372.0,21148.0,60542.0,44894.0,123684.0,81734.0,,,23234.0,39937.0,109821.0,149482.0,81251.0,52286.0,42460.0,72609.0,121508.0,,92353.0,111688.0,109776.0,137891.0,57349.0,51455.0,66864.0,224179.0,23458.0,,104329.0,221758.0,37030.0,83386.0,108716.0,39537.0,66769.0,206909.0,161341.0,58250.0,93133.0,59016.0,53852.0,,71505.0,121721.0,60394.0,107806.0,54195.0,77087.0,,,142336.0,60382.0,51447.0,124697.0,89362.0,54507.0,111600.0,,40268.0,53161.0,,87206.0,81818.0,96927.0,93778.0,51375.0,,45474.0,78457.0,180734.0,104298.0,57143.0,133134.0,137312.0,66667.0,105696.0,,102541.0,53100.0,110290.0,71899.0,81570.0,81049.0,98683.0,33767.0,60072.0,125458.0,43547.0,46861.0,30500.0,52112.0,105801.0,93519.0,41959.0,51132.0,,78919.0,,,53089.0
1988,47867.0,50932.0,113798.0,58577.0,84823.0,26643.0,126830.0,55386.0,91809.0,116228.0,96481.0,107801.0,46031.0,62460.0,39744.0,34565.0,131092.0,,103613.0,115354.0,110643.0,98295.0,54706.0,157997.0,246228.0,95755.0,132367.0,,5714.0,317181.0,79588.0,101854.0,48913.0,,112279.0,64741.0,66545.0,,51986.0,79425.0,102745.0,65640.0,52926.0,177562.0,85100.0,46375.0,55016.0,75315.0,87685.0,,74618.0,,28013.0,72500.0,136673.0,27935.0,218000.0,59894.0,,81786.0,54738.0,33723.0,86522.0,56636.0,287061.0,84108.0,160148.0,57246.0,,48044.0,62700.0,,59890.0,,104528.0,62673.0,109720.0,142388.0,47056.0,33443.0,,246187.0,79326.0,51143.0,,71237.0,279100.0,49634.0,66102.0,175731.0,59428.0,,,,47489.0,132346.0,115556.0,98701.0,152333.0,122000.0,126071.0,163770.0,42597.0,,89846.0,161514.0,162651.0,412678.0,77401.0,101777.0,155926.0,,58641.0,68126.0,61202.0,62936.0,41872.0,,164880.0,21081.0,61266.0,45213.0,101000.0,82793.0,,,23793.0,39623.0,109417.0,153749.0,82453.0,78679.0,43175.0,73238.0,125076.0,,95368.0,114712.0,96720.0,143702.0,56375.0,51303.0,66058.0,234606.0,29196.0,,105715.0,224130.0,32912.0,104297.0,92984.0,40021.0,65953.0,194492.0,155558.0,59500.0,101377.0,59016.0,60102.0,,76085.0,118470.0,64135.0,110010.0,51929.0,78177.0,,,141971.0,61166.0,52327.0,120214.0,91266.0,55139.0,328571.0,,36218.0,53119.0,,86342.0,81646.0,116423.0,88296.0,52536.0,,47343.0,118974.0,165073.0,102894.0,52245.0,125342.0,135133.0,66667.0,97412.0,,98457.0,53762.0,112559.0,69512.0,87987.0,86167.0,107664.0,33814.0,61286.0,124737.0,42999.0,48191.0,24400.0,53944.0,100254.0,98618.0,38897.0,58098.0,,80243.0,,,52847.0
1989,47044.0,51337.0,114776.0,58684.0,106656.0,32489.0,124583.0,55336.0,102114.0,124869.0,97238.0,105735.0,43822.0,62460.0,39744.0,40555.0,134139.0,,109323.0,96675.0,105228.0,96643.0,64626.0,171509.0,248011.0,95216.0,135238.0,,6667.0,335722.0,77715.0,98118.0,53038.0,,121035.0,70760.0,69509.0,,51394.0,74209.0,103858.0,57233.0,52457.0,173872.0,79682.0,47125.0,54922.0,87444.0,100388.0,,73696.0,,40620.0,60000.0,140290.0,27989.0,174000.0,50737.0,,72405.0,53661.0,34493.0,87257.0,57930.0,376439.0,85434.0,154762.0,57301.0,,51195.0,63158.0,,59854.0,,107840.0,67330.0,120182.0,144569.0,47717.0,33329.0,,239165.0,77017.0,48901.0,,70633.0,214664.0,48914.0,66102.0,121826.0,57577.0,,,,47097.0,136196.0,118889.0,100794.0,119158.0,122000.0,126599.0,162264.0,43389.0,,90112.0,161859.0,158940.0,402492.0,78442.0,108360.0,78355.0,,57477.0,71178.0,66114.0,64232.0,47210.0,,148437.0,21183.0,63207.0,45851.0,152500.0,84580.0,,,25625.0,40239.0,108696.0,155834.0,83527.0,73901.0,43175.0,63333.0,124271.0,,96540.0,119083.0,102138.0,165372.0,57063.0,53823.0,66147.0,258383.0,35287.0,,112659.0,229334.0,34127.0,114586.0,105147.0,38603.0,67948.0,224570.0,207384.0,62500.0,76088.0,59016.0,55529.0,,82570.0,110988.0,64370.0,130734.0,52330.0,82272.0,,,140791.0,61375.0,48771.0,116769.0,98723.0,55594.0,100200.0,,37321.0,55889.0,,81932.0,70000.0,124289.0,80219.0,50230.0,,48762.0,93595.0,172352.0,105600.0,53061.0,140630.0,125478.0,66667.0,138113.0,,101907.0,54727.0,108812.0,69512.0,87017.0,85751.0,110255.0,34093.0,59352.0,125069.0,44541.0,52111.0,22364.0,56028.0,106647.0,87619.0,39457.0,61528.0,,81083.0,,,53089.0
1990,48257.0,45001.0,114679.0,61817.0,70855.0,30811.0,119912.0,55225.0,78859.0,128101.0,97714.0,106420.0,46041.0,64199.0,118195.0,59613.0,129741.0,,119289.0,98466.0,107487.0,107399.0,69944.0,179252.0,265118.0,94347.0,134083.0,,8000.0,239883.0,80551.0,88396.0,61092.0,,114611.0,58105.0,69920.0,,56437.0,94889.0,118098.0,60417.0,47605.0,179870.0,84641.0,48779.0,59047.0,82205.0,98484.0,,69219.0,,50843.0,47039.0,134070.0,26195.0,187500.0,48182.0,,86542.0,52606.0,33672.0,42089.0,57160.0,332782.0,85355.0,134624.0,55488.0,,51456.0,66915.0,,59760.0,,117754.0,70405.0,150460.0,150545.0,47831.0,31433.0,,294560.0,67788.0,55310.0,,69759.0,220756.0,47876.0,62343.0,145819.0,55536.0,,,,46507.0,136620.0,107143.0,95259.0,116358.0,112000.0,127916.0,158682.0,42028.0,,64939.0,162795.0,157662.0,360572.0,87701.0,104355.0,70183.0,,59066.0,71959.0,70123.0,63334.0,47432.0,,150337.0,9163.0,61113.0,47331.0,143667.0,85444.0,,,21202.0,39830.0,105882.0,161580.0,79216.0,54247.0,41421.0,74789.0,121530.0,,97109.0,114203.0,108238.0,134301.0,57588.0,53660.0,66437.0,270680.0,31803.0,,104874.0,205705.0,36935.0,113338.0,109714.0,46638.0,74811.0,220344.0,197619.0,67105.0,77023.0,57967.0,52859.0,,72925.0,119125.0,65919.0,128156.0,53037.0,78136.0,,,149640.0,60811.0,51367.0,111571.0,100789.0,55836.0,52333.0,,39986.0,60570.0,,65213.0,72000.0,104766.0,85175.0,51513.0,,43386.0,114934.0,165741.0,104098.0,62540.0,157806.0,132639.0,65506.0,104442.0,,100331.0,54438.0,109941.0,64419.0,88550.0,83216.0,114617.0,34262.0,60024.0,123638.0,44675.0,43536.0,19998.0,50625.0,99872.0,91814.0,39604.0,58593.0,,75199.0,,,52386.0
1991,43169.0,40040.0,116820.0,60087.0,73882.0,33000.0,118476.0,55567.0,96293.0,131579.0,97501.0,95294.0,62883.0,59811.0,45000.0,46110.0,128986.0,,135058.0,96060.0,100611.0,113661.0,63272.0,180074.0,266829.0,88099.0,133937.0,,10000.0,167454.0,50814.0,88252.0,55816.0,,113445.0,61046.0,66301.0,,50479.0,83763.0,121872.0,67806.0,55653.0,173843.0,83124.0,49822.0,64312.0,31669.0,76845.0,,64393.0,,46024.0,61652.0,141990.0,,205882.0,47692.0,,87474.0,53600.0,34888.0,92482.0,55129.0,305949.0,84626.0,135457.0,58296.0,,52484.0,66527.0,,61297.0,,117267.0,65511.0,103442.0,171386.0,47641.0,35279.0,,242123.0,80138.0,56757.0,,72432.0,147309.0,50291.0,45236.0,149866.0,53660.0,,,,45924.0,145518.0,118750.0,103055.0,118100.0,150061.0,128102.0,158930.0,42469.0,,74200.0,158342.0,151910.0,293661.0,86642.0,98558.0,46047.0,,58886.0,85224.0,73651.0,62040.0,45948.0,,157316.0,8782.0,60301.0,46595.0,140559.0,81734.0,,,20806.0,40278.0,107430.0,153787.0,80026.0,63445.0,41738.0,70296.0,198286.0,,97107.0,119367.0,74669.0,128707.0,60000.0,54932.0,68019.0,253004.0,30748.0,,111623.0,214577.0,41735.0,133697.0,101713.0,39963.0,76521.0,153042.0,189527.0,84004.0,70844.0,48285.0,45420.0,,86497.0,116909.0,66118.0,118800.0,54302.0,70509.0,,,146195.0,61463.0,61381.0,115096.0,116073.0,55747.0,26923.0,,44784.0,52005.0,,80755.0,81008.0,106380.0,99855.0,53085.0,,57396.0,106276.0,151326.0,120309.0,184170.0,156086.0,136878.0,63138.0,117041.0,,110631.0,57196.0,110263.0,59410.0,91257.0,84455.0,95786.0,31128.0,57961.0,121648.0,42499.0,35950.0,24524.0,47147.0,92846.0,86752.0,40626.0,54510.0,,59544.0,,,51848.0
1992,,48219.0,116560.0,60333.0,76203.0,34902.0,131149.0,57493.0,82877.0,132996.0,97679.0,99463.0,64505.0,60129.0,44801.0,60987.0,130408.0,,126780.0,97085.0,105626.0,112208.0,77803.0,199935.0,259221.0,95060.0,130431.0,41438.0,6667.0,426304.0,58008.0,87661.0,62302.0,93994.0,134395.0,49458.0,64414.0,,50924.0,69942.0,107967.0,65219.0,,171766.0,91412.0,49786.0,64955.0,31785.0,91256.0,24965.0,64449.0,30075.0,40546.0,62244.0,130437.0,,192308.0,33333.0,53537.0,84773.0,53209.0,34246.0,82320.0,56902.0,298221.0,85097.0,198012.0,58537.0,39076.0,51563.0,67550.0,,59761.0,48345.0,120595.0,66402.0,117378.0,164046.0,48381.0,39815.0,,236208.0,83155.0,57609.0,47239.0,71821.0,255054.0,51202.0,44762.0,161446.0,54474.0,51650.0,34203.0,43647.0,44269.0,145524.0,118911.0,107553.0,151319.0,150107.0,131045.0,162777.0,42104.0,,84735.0,172628.0,164514.0,289331.0,88074.0,101433.0,67473.0,,58741.0,88035.0,73211.0,61305.0,41543.0,33646.0,150610.0,8758.0,60247.0,46935.0,139797.0,81407.0,71920.0,,22531.0,40265.0,121951.0,158653.0,98378.0,72836.0,41773.0,70749.0,182094.0,25524.0,97314.0,121594.0,114669.0,142827.0,60779.0,56081.0,67937.0,268070.0,36602.0,,97800.0,230625.0,41970.0,113295.0,101229.0,40171.0,77112.0,296464.0,193379.0,81113.0,64128.0,48195.0,45405.0,,70509.0,118462.0,61304.0,115772.0,55583.0,57129.0,,,142185.0,60432.0,55345.0,138368.0,102299.0,53041.0,27200.0,48211.0,44400.0,52471.0,42287.0,79489.0,81203.0,102456.0,106595.0,49889.0,37665.0,53120.0,95757.0,170929.0,119008.0,172924.0,143394.0,134229.0,61538.0,136392.0,49762.0,111345.0,61234.0,108725.0,58605.0,92383.0,82404.0,115368.0,34632.0,58256.0,118877.0,42400.0,37412.0,28457.0,47142.0,92941.0,91074.0,39881.0,51089.0,66142.0,64568.0,,31945.0,50128.0
1993,,42323.0,116575.0,59585.0,64821.0,45134.0,129037.0,57105.0,94510.0,123977.0,98270.0,95900.0,64793.0,60564.0,44896.0,61947.0,135729.0,,127667.0,93481.0,89824.0,111828.0,70352.0,189366.0,237333.0,95278.0,132356.0,57649.0,7200.0,418213.0,66712.0,84385.0,64036.0,59609.0,135195.0,,64197.0,,50611.0,68533.0,116391.0,86812.0,,137834.0,98166.0,49719.0,74657.0,32961.0,98452.0,14724.0,64656.0,34335.0,32398.0,62836.0,145615.0,,200000.0,33333.0,46051.0,89137.0,53172.0,34239.0,88970.0,55731.0,260467.0,84215.0,139366.0,56649.0,64950.0,52927.0,68278.0,,62210.0,32998.0,130358.0,66705.0,121945.0,157882.0,48765.0,40423.0,58208.0,213876.0,85180.0,58510.0,87081.0,70988.0,184675.0,52050.0,45215.0,187589.0,55543.0,44671.0,69952.0,41518.0,47914.0,144207.0,113884.0,131377.0,159669.0,149994.0,129493.0,153914.0,43170.0,107143.0,92856.0,165286.0,158554.0,278389.0,89644.0,106230.0,73710.0,90342.0,58067.0,87722.0,74469.0,60535.0,46751.0,27113.0,152854.0,8723.0,61038.0,47262.0,133871.0,81082.0,76497.0,,22229.0,40645.0,138117.0,163277.0,119470.0,80295.0,41639.0,71005.0,,42505.0,97709.0,117489.0,94807.0,126484.0,59876.0,56540.0,69072.0,246791.0,39749.0,,102282.0,242652.0,47550.0,108990.0,110758.0,40304.0,77731.0,288671.0,187244.0,77370.0,53265.0,48105.0,73353.0,,79115.0,119592.0,62390.0,99153.0,60164.0,55567.0,,88782.0,145573.0,65441.0,58746.0,129805.0,120417.0,54795.0,31171.0,39478.0,49979.0,52721.0,46387.0,77721.0,88930.0,162900.0,113534.0,55296.0,14528.0,52850.0,101796.0,157567.0,121455.0,97541.0,135028.0,127259.0,64286.0,134921.0,43511.0,86090.0,64168.0,107223.0,60930.0,94940.0,82877.0,95142.0,34732.0,59218.0,116883.0,42328.0,42619.0,31064.0,46988.0,85228.0,88871.0,42686.0,51899.0,68031.0,41421.0,,41123.0,50014.0
1994,,36881.0,116736.0,61094.0,71740.0,46763.0,132317.0,53612.0,90527.0,124195.0,98624.0,93522.0,66030.0,60859.0,44000.0,71608.0,129394.0,,124734.0,94537.0,103332.0,111347.0,65501.0,200320.0,220224.0,94193.0,120391.0,36677.0,6000.0,398889.0,76612.0,83907.0,64216.0,79206.0,139035.0,,63704.0,,50753.0,64159.0,119492.0,94019.0,,152906.0,102129.0,49792.0,74794.0,33223.0,82795.0,15117.0,64676.0,29704.0,39015.0,63429.0,141424.0,,192985.0,33333.0,53905.0,82251.0,52792.0,35092.0,127925.0,56063.0,240702.0,83683.0,143956.0,58673.0,21804.0,53431.0,68785.0,123353.0,62408.0,56089.0,142521.0,68914.0,83579.0,162323.0,48885.0,37240.0,50101.0,189962.0,80834.0,60215.0,39098.0,71090.0,177648.0,52540.0,45930.0,157117.0,51205.0,44281.0,15655.0,30168.0,43069.0,135436.0,117295.0,107642.0,157928.0,150286.0,135895.0,155520.0,46368.0,125000.0,112095.0,166366.0,157110.0,278588.0,92035.0,103880.0,115214.0,89053.0,57577.0,88089.0,72492.0,59632.0,47046.0,25255.0,148541.0,8586.0,60895.0,47639.0,152571.0,81224.0,90292.0,,22584.0,41073.0,155241.0,176317.0,124590.0,65203.0,41547.0,71081.0,,17764.0,98080.0,119980.0,101618.0,122766.0,60620.0,55609.0,70037.0,200398.0,27836.0,,111889.0,239960.0,49074.0,102962.0,112575.0,40133.0,75987.0,263336.0,209990.0,70661.0,47446.0,48014.0,45340.0,,79419.0,120426.0,59102.0,94927.0,57610.0,56926.0,,84928.0,151481.0,64351.0,59851.0,127285.0,126651.0,56095.0,30064.0,38952.0,51072.0,52967.0,44051.0,79445.0,85305.0,190053.0,111867.0,55350.0,21022.0,52491.0,104687.0,157507.0,142980.0,112526.0,153712.0,143444.0,68750.0,122815.0,43310.0,87678.0,65713.0,105004.0,60930.0,95594.0,81231.0,94357.0,36349.0,60142.0,122020.0,42367.0,53077.0,30754.0,47766.0,87319.0,89005.0,44141.0,48433.0,62566.0,47873.0,,19085.0,50989.0
1995,,29584.0,117256.0,61037.0,76529.0,56035.0,138206.0,53622.0,68019.0,123000.0,98920.0,93123.0,49083.0,61169.0,45816.0,74879.0,140000.0,,121893.0,92822.0,113409.0,110860.0,64960.0,211206.0,222145.0,96958.0,125162.0,43166.0,7455.0,382927.0,83730.0,80868.0,57970.0,72684.0,128658.0,,64233.0,,51528.0,52778.0,113315.0,87094.0,,131854.0,102261.0,49928.0,73001.0,33453.0,103005.0,19795.0,64548.0,28422.0,44246.0,64128.0,146461.0,,200000.0,33130.0,55125.0,82963.0,52916.0,36204.0,134195.0,58512.0,249552.0,83118.0,131906.0,58204.0,37676.0,54963.0,68331.0,110981.0,62838.0,53086.0,147029.0,75138.0,76355.0,167566.0,49250.0,39674.0,48536.0,225526.0,78879.0,59737.0,33287.0,70091.0,163972.0,52910.0,44917.0,189223.0,53670.0,51529.0,35938.0,31304.0,42063.0,129479.0,119473.0,95742.0,122306.0,150319.0,128988.0,155074.0,47511.0,118421.0,147003.0,157045.0,142208.0,292093.0,92364.0,101002.0,104513.0,86004.0,57749.0,84576.0,69529.0,59026.0,44352.0,25268.0,153570.0,8494.0,61211.0,47723.0,139300.0,81581.0,89597.0,,23113.0,41234.0,171891.0,176255.0,139529.0,59443.0,41370.0,71698.0,,31812.0,98281.0,122308.0,103685.0,135572.0,61345.0,55677.0,72663.0,221762.0,29475.0,,118838.0,235604.0,52765.0,105647.0,108359.0,39983.0,74879.0,293836.0,237567.0,72491.0,53056.0,48679.0,46618.0,28145.0,71521.0,118045.0,70356.0,83142.0,56418.0,56876.0,,75626.0,160781.0,68943.0,61257.0,115510.0,131580.0,58650.0,29788.0,52085.0,54530.0,53216.0,35992.0,81771.0,85921.0,169626.0,113772.0,53506.0,22452.0,52167.0,118979.0,163244.0,119086.0,105187.0,167243.0,155603.0,56490.0,103316.0,50752.0,89469.0,65808.0,103405.0,63832.0,92945.0,85433.0,99506.0,37053.0,62135.0,122233.0,43080.0,56968.0,30448.0,48107.0,88433.0,85385.0,43069.0,48857.0,61115.0,64077.0,,30053.0,49823.0
