,USSR,Finland,Vanuatu,Trinidad and Tobago,Fiji,French Guiana,Kenya,Guyana,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Togo,Equatorial Guinea,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Spain,Grenada,New Zealand,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,Sao Tome and Principe,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,"China, Taiwan Province of",Puerto Rico,Singapore,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Honduras,Denmark,Lebanon,Malawi,Algeria,Slovakia,Israel,Réunion,Kiribati,Belarus,Afghanistan,Switzerland,Sudan,Wallis and Futuna Islands,Mauritius,Yemen,Georgia,Lithuania,Russian Federation,Marshall Islands,Tunisia,Paraguay,Tuvalu,Cook Islands,Guadeloupe,Tokelau,Venezuela (Bolivarian Republic of),South Africa,Myanmar,Eritrea,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,Lao People's Democratic Republic,Zambia,Botswana,Tajikistan,Suriname,Niue,Mozambique,Niger,Democratic People's Republic of Korea,Slovenia,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Antigua and Barbuda,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Martinique,Tonga,Belgium,Peru,United States of America,"China, mainland",French Polynesia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Nauru,Cuba,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Swaziland,Burundi,Samoa,Luxembourg,Czechia,Seychelles,Italy,Senegal,Ireland,Uganda,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Jordan,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Guam,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,American Samoa,Brunei Darussalam,Mexico,Guinea,Mauritania,Sierra Leone,Sri Lanka,Pacific Islands Trust Territory,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Ukraine,Liberia
1997,,9198.0,4020.0,4222.0,2692.0,2921.0,2525.0,3877.0,6089.0,3536.0,1743.0,2560.0,2623.0,2430.0,5986.0,17059.0,,5831.0,3520.0,9608.0,6455.0,6316.0,2626.0,11705.0,2770.0,2620.0,5498.0,,12793.0,2916.0,7934.0,1682.0,5604.0,7421.0,,2489.0,2723.0,6764.0,2493.0,12031.0,,5973.0,3872.0,2627.0,11074.0,15898.0,2827.0,3073.0,12146.0,4609.0,5619.0,13101.0,4302.0,6720.0,3333.0,2638.0,3149.0,1745.0,3873.0,6609.0,5007.0,4133.0,17451.0,2260.0,4233.0,3024.0,5174.0,6189.0,7956.0,,13231.0,5049.0,16424.0,10997.0,2449.0,10739.0,10964.0,14267.0,3414.0,2581.0,2727.0,3628.0,19974.0,,436.0,6503.0,3015.0,4507.0,8349.0,4208.0,1886.0,5091.0,19317.0,728.0,1818.0,1734.0,4258.0,3819.0,5557.0,2764.0,2105.0,8367.0,8360.0,2515.0,5358.0,5809.0,8024.0,2864.0,2812.0,4921.0,3352.0,3695.0,4718.0,6041.0,580.0,1963.0,1516.0,9098.0,8831.0,,4889.0,3313.0,,3125.0,5465.0,10870.0,2618.0,510.0,,7086.0,3743.0,5422.0,16139.0,8568.0,2566.0,2853.0,2856.0,1733.0,5874.0,,5613.0,17675.0,10939.0,3420.0,4411.0,4276.0,2127.0,8267.0,7030.0,4393.0,2205.0,5864.0,1951.0,10500.0,3504.0,4849.0,3054.0,3313.0,4832.0,,12850.0,3699.0,20109.0,2587.0,16364.0,3061.0,7410.0,10942.0,3058.0,10847.0,1990.0,3786.0,3125.0,6018.0,3919.0,4849.0,3346.0,12240.0,13138.0,3637.0,4548.0,1288.0,8594.0,10940.0,3765.0,17905.0,1834.0,6245.0,5576.0,2843.0,7780.0,12413.0,3066.0,1716.0,1349.0,7959.0,1883.0,3397.0,4352.0,3576.0,,2735.0,3661.0,14295.0,4547.0,5385.0,3014.0
1998,,5917.0,4256.0,4190.0,2582.0,2921.0,2813.0,3445.0,6246.0,3148.0,1792.0,2889.0,2420.0,2492.0,6230.0,17427.0,,6210.0,3200.0,10006.0,6276.0,5757.0,2625.0,10100.0,2761.0,2540.0,4674.0,,12005.0,2946.0,7678.0,1708.0,5163.0,8096.0,,2366.0,2747.0,8389.0,3474.0,11098.0,,6381.0,3773.0,2946.0,11378.0,16253.0,3044.0,3864.0,12687.0,4776.0,4296.0,12311.0,4672.0,6498.0,2770.0,2588.0,3164.0,1834.0,3686.0,6218.0,4867.0,4253.0,18927.0,2325.0,4501.0,2851.0,3821.0,5092.0,5248.0,,13734.0,4616.0,17853.0,10854.0,2731.0,10516.0,9215.0,13321.0,3441.0,3269.0,2743.0,3716.0,18591.0,,441.0,5265.0,3143.0,2370.0,9890.0,4143.0,1880.0,4926.0,17098.0,787.0,1917.0,1762.0,4333.0,3446.0,6445.0,3126.0,2423.0,8616.0,8613.0,2263.0,5256.0,5819.0,4570.0,2588.0,3041.0,5373.0,2564.0,2292.0,4227.0,5430.0,592.0,2027.0,1864.0,8777.0,16270.0,,4800.0,3369.0,,3235.0,5368.0,13731.0,3089.0,510.0,,6115.0,3517.0,4788.0,15662.0,7591.0,2566.0,2714.0,3176.0,1759.0,6075.0,,4683.0,17967.0,10853.0,3360.0,4262.0,4186.0,2403.0,8090.0,5962.0,4404.0,2240.0,5958.0,1952.0,12388.0,3297.0,4506.0,2936.0,3172.0,4883.0,,12744.0,3657.0,19636.0,3665.0,18214.0,3014.0,6396.0,10855.0,3232.0,10609.0,1826.0,3619.0,5218.0,5668.0,3397.0,5100.0,3863.0,14308.0,11107.0,3673.0,4540.0,1421.0,7421.0,15415.0,4228.0,16225.0,2266.0,7141.0,5766.0,2845.0,7883.0,12029.0,3059.0,1719.0,1373.0,7540.0,1980.0,3357.0,4140.0,3436.0,,3075.0,3740.0,14453.0,4548.0,4450.0,3016.0
1999,,8477.0,3084.0,4381.0,2545.0,2921.0,3009.0,4048.0,5150.0,3582.0,1973.0,2915.0,2398.0,2353.0,7838.0,17772.0,,6552.0,3200.0,10879.0,5828.0,4355.0,2635.0,12120.0,2773.0,2353.0,6211.0,,13574.0,2416.0,8125.0,1724.0,6900.0,8511.0,,2399.0,2817.0,8562.0,3921.0,12088.0,,6067.0,4484.0,2840.0,10697.0,14541.0,3430.0,3331.0,15355.0,4039.0,3779.0,13474.0,4420.0,6581.0,8004.0,2667.0,3063.0,1945.0,3808.0,6397.0,3265.0,4369.0,18823.0,2324.0,6178.0,3264.0,4321.0,14563.0,5601.0,,12504.0,4528.0,15356.0,11027.0,3017.0,9956.0,9353.0,11740.0,3463.0,3269.0,2284.0,3819.0,16558.0,,446.0,4434.0,3174.0,2929.0,7670.0,4088.0,1850.0,4790.0,17602.0,789.0,2049.0,1703.0,4412.0,3324.0,7105.0,2827.0,2307.0,7969.0,7966.0,2228.0,6357.0,5792.0,11569.0,2617.0,3312.0,5107.0,3361.0,4920.0,3467.0,5160.0,603.0,2116.0,1442.0,8724.0,14841.0,,4809.0,3311.0,,5153.0,5585.0,12077.0,2596.0,510.0,,7369.0,3543.0,5516.0,16132.0,7106.0,2576.0,3116.0,2358.0,1700.0,5461.0,,5279.0,16619.0,11049.0,3425.0,4247.0,4192.0,3269.0,10101.0,5699.0,4498.0,2492.0,6665.0,1939.0,9750.0,2971.0,4799.0,2501.0,3137.0,4786.0,,13461.0,3627.0,19633.0,4121.0,11538.0,2999.0,7341.0,11052.0,3653.0,12319.0,1695.0,3186.0,4729.0,6276.0,3378.0,5507.0,3915.0,15117.0,13186.0,3821.0,4533.0,1496.0,8189.0,14630.0,4499.0,16401.0,3228.0,12622.0,5748.0,2648.0,7624.0,10421.0,3131.0,1709.0,1343.0,7669.0,2085.0,3411.0,3711.0,3841.0,,3029.0,3690.0,13866.0,4826.0,4657.0,3025.0
2000,,8103.0,2747.0,4329.0,2545.0,2848.0,2926.0,4006.0,5183.0,3818.0,2075.0,2638.0,2561.0,2400.0,6529.0,17965.0,,6578.0,3200.0,10413.0,5957.0,5489.0,2642.0,12120.0,3417.0,2909.0,5664.0,,,2477.0,9661.0,1770.0,7110.0,8851.0,,2430.0,2927.0,8223.0,3101.0,12912.0,,6455.0,4203.0,2712.0,13238.0,14788.0,3352.0,3179.0,8503.0,5408.0,4160.0,13475.0,4594.0,6657.0,6037.0,2685.0,2641.0,1873.0,3931.0,6333.0,3257.0,4384.0,18445.0,2316.0,7413.0,3118.0,4117.0,8838.0,4893.0,,12353.0,4596.0,17059.0,11016.0,2807.0,9319.0,8130.0,11636.0,3498.0,3072.0,3151.0,3853.0,18122.0,,451.0,4415.0,3188.0,2577.0,7768.0,4429.0,464.0,4927.0,16597.0,793.0,2158.0,1764.0,4495.0,3437.0,7369.0,2550.0,2160.0,8187.0,8182.0,2276.0,6285.0,5851.0,9408.0,2712.0,2440.0,5182.0,3000.0,5277.0,4091.0,4386.0,613.0,1976.0,1132.0,8766.0,14352.0,,4805.0,3407.0,,5341.0,5529.0,12883.0,2505.0,468.0,,8062.0,3654.0,5253.0,15151.0,7452.0,2540.0,3110.0,2358.0,1670.0,5462.0,9645.0,4908.0,17352.0,10975.0,3398.0,4001.0,4227.0,3465.0,8057.0,4803.0,4632.0,2902.0,4135.0,1939.0,9432.0,3318.0,4980.0,1587.0,2932.0,4821.0,16740.0,13497.0,3657.0,20013.0,3642.0,19111.0,3255.0,6490.0,10978.0,2587.0,9848.0,1652.0,4176.0,4119.0,3689.0,4024.0,5814.0,3922.0,12651.0,14681.0,3918.0,4525.0,1385.0,9007.0,14944.0,4746.0,15153.0,3226.0,11197.0,6001.0,2669.0,8486.0,11951.0,3227.0,1725.0,1352.0,6557.0,2256.0,3365.0,3890.0,4186.0,,3125.0,3695.0,10945.0,4015.0,5690.0,3019.0
2001,,8274.0,2972.0,4600.0,2095.0,2802.0,2763.0,3642.0,4522.0,3239.0,2357.0,2631.0,3016.0,2556.0,7109.0,20866.0,,6431.0,3226.0,8470.0,6778.0,5253.0,2647.0,12120.0,4177.0,2824.0,5855.0,,,2126.0,9375.0,1743.0,4418.0,9327.0,,2441.0,2356.0,9961.0,3484.0,12618.0,,6462.0,4021.0,2778.0,13347.0,16114.0,4426.0,3738.0,13425.0,8454.0,4203.0,12560.0,6832.0,6728.0,7229.0,2658.0,2615.0,2130.0,4521.0,6532.0,3544.0,4359.0,21239.0,2309.0,8058.0,3425.0,4654.0,14370.0,4729.0,,16115.0,4020.0,15829.0,10633.0,3132.0,9827.0,11664.0,10898.0,3526.0,3072.0,3734.0,3854.0,17037.0,,456.0,3896.0,3253.0,4647.0,6650.0,4042.0,408.0,5123.0,16706.0,798.0,2441.0,1824.0,4582.0,3088.0,7009.0,2736.0,2216.0,8646.0,8642.0,2083.0,6047.0,5881.0,8354.0,2569.0,2381.0,5747.0,2386.0,5257.0,5113.0,4227.0,619.0,1938.0,1823.0,8899.0,17277.0,,4741.0,3572.0,,5691.0,5292.0,14051.0,2820.0,493.0,,8987.0,3169.0,5215.0,13780.0,8091.0,2535.0,3021.0,2361.0,1641.0,5882.0,8130.0,5782.0,18028.0,11053.0,3364.0,4138.0,4216.0,3489.0,7327.0,5721.0,4765.0,2971.0,5433.0,1939.0,10540.0,3350.0,5663.0,3058.0,2866.0,4883.0,17560.0,14490.0,3667.0,20645.0,3607.0,18250.0,3372.0,6972.0,11055.0,3282.0,12431.0,1990.0,3870.0,6822.0,7849.0,4053.0,6335.0,3555.0,13342.0,15419.0,3614.0,4518.0,1263.0,9085.0,17694.0,3391.0,14912.0,4088.0,12728.0,6270.0,2538.0,8129.0,11997.0,3159.0,1734.0,1352.0,6755.0,2363.0,3408.0,3673.0,3762.0,,2935.0,3804.0,13643.0,4843.0,4610.0,3036.0
2002,,9138.0,2545.0,4683.0,2095.0,2810.0,2754.0,3689.0,4383.0,3498.0,2335.0,2777.0,3185.0,2538.0,6417.0,19783.0,,7194.0,3200.0,9136.0,6801.0,5014.0,2653.0,12120.0,4167.0,2698.0,5966.0,,,2193.0,10814.0,1744.0,6380.0,9514.0,,2283.0,2682.0,9261.0,3588.0,12557.0,,8240.0,2569.0,3852.0,13982.0,15077.0,4286.0,3699.0,16661.0,5837.0,4012.0,15163.0,8445.0,6845.0,4600.0,2783.0,2481.0,2189.0,4330.0,6431.0,2948.0,4506.0,17517.0,2308.0,9872.0,3490.0,2861.0,12954.0,6338.0,,9090.0,4248.0,15514.0,10457.0,2925.0,9450.0,11090.0,11018.0,3557.0,3072.0,3301.0,3845.0,18687.0,,461.0,3700.0,3169.0,3019.0,9267.0,4942.0,1424.0,5279.0,15737.0,803.0,2667.0,1885.0,4670.0,4011.0,7508.0,3005.0,2097.0,6284.0,6276.0,2106.0,6558.0,6023.0,6339.0,3011.0,2408.0,5173.0,3398.0,4879.0,5572.0,5240.0,624.0,1644.0,2127.0,8912.0,12877.0,,4798.0,3750.0,,5215.0,5143.0,12747.0,3021.0,479.0,,11644.0,3241.0,4988.0,16040.0,7625.0,2547.0,3043.0,2364.0,1623.0,5907.0,9282.0,5437.0,17412.0,11749.0,3480.0,3703.0,4228.0,3026.0,7685.0,5861.0,4898.0,3541.0,6114.0,1939.0,9718.0,3541.0,6570.0,2243.0,3053.0,4905.0,21515.0,11717.0,3733.0,21248.0,1315.0,18273.0,3672.0,6741.0,11753.0,3255.0,12863.0,2550.0,4479.0,16467.0,9074.0,2127.0,6339.0,3426.0,12827.0,13897.0,2884.0,4580.0,1376.0,7792.0,18561.0,1662.0,20048.0,5139.0,15533.0,6808.0,2538.0,8797.0,12093.0,3135.0,1740.0,1353.0,6321.0,2403.0,3452.0,3403.0,3268.0,,3311.0,3839.0,16637.0,6372.0,5706.0,3046.0
2003,,7528.0,2564.0,4400.0,1742.0,2785.0,2702.0,3730.0,4243.0,3334.0,2353.0,3026.0,2821.0,2528.0,4676.0,21328.0,,9503.0,3200.0,9465.0,6685.0,4751.0,2653.0,11044.0,4197.0,2692.0,5390.0,,,2138.0,10357.0,1713.0,5724.0,8379.0,,2383.0,3154.0,9108.0,3696.0,12356.0,,8695.0,3211.0,2765.0,13169.0,15688.0,4303.0,3716.0,9023.0,6244.0,4094.0,14694.0,10696.0,6639.0,4994.0,2640.0,2570.0,2274.0,4063.0,6756.0,2956.0,4365.0,16860.0,2294.0,8158.0,3188.0,5975.0,22974.0,6510.0,,14580.0,4165.0,19914.0,10582.0,3600.0,9796.0,7876.0,11685.0,3823.0,3072.0,3685.0,3860.0,16691.0,,468.0,6084.0,3181.0,3251.0,9563.0,4939.0,3296.0,5304.0,19466.0,808.0,2347.0,1939.0,4768.0,4918.0,5996.0,3131.0,1887.0,8759.0,8754.0,2097.0,6182.0,6029.0,8894.0,2925.0,5848.0,5200.0,3557.0,5712.0,5438.0,5549.0,626.0,1646.0,2075.0,8908.0,10553.0,,4802.0,3708.0,,5073.0,5266.0,10844.0,2897.0,459.0,,8954.0,3102.0,5644.0,14871.0,7015.0,2593.0,3080.0,2329.0,1613.0,6033.0,7453.0,5858.0,15876.0,10649.0,3391.0,5026.0,4319.0,3164.0,9567.0,5815.0,5062.0,3793.0,6810.0,1939.0,9014.0,3558.0,5677.0,2423.0,3066.0,4925.0,20471.0,8112.0,3647.0,15729.0,3206.0,18783.0,4028.0,6242.0,10654.0,3140.0,10376.0,2213.0,4090.0,7084.0,10439.0,4660.0,6775.0,3737.0,11099.0,11852.0,4280.0,4511.0,1419.0,8835.0,19493.0,1699.0,19091.0,5570.0,15532.0,7074.0,2689.0,8657.0,15378.0,3121.0,1758.0,1345.0,7757.0,2491.0,3486.0,3273.0,3480.0,,3383.0,3860.0,12174.0,5573.0,5360.0,3057.0
2004,,6619.0,2733.0,4364.0,2098.0,2776.0,2657.0,3708.0,5704.0,3712.0,2318.0,3226.0,2634.0,2599.0,3969.0,17575.0,,8747.0,3250.0,10905.0,6477.0,5509.0,2652.0,11044.0,4193.0,2625.0,6330.0,,,1700.0,10200.0,1771.0,7935.0,8869.0,,2511.0,2833.0,12396.0,3813.0,13542.0,,9440.0,4252.0,2381.0,16057.0,19384.0,4064.0,3331.0,19003.0,7152.0,4351.0,16153.0,10694.0,6631.0,6411.0,2644.0,2530.0,2322.0,4305.0,8324.0,3257.0,4490.0,24094.0,2292.0,10943.0,3351.0,6287.0,18045.0,7170.0,,14713.0,4144.0,23035.0,11053.0,3199.0,9835.0,13352.0,13331.0,3908.0,3822.0,5205.0,3981.0,19518.0,,466.0,4941.0,4635.0,3638.0,11547.0,5169.0,2040.0,5831.0,12936.0,800.0,2057.0,1985.0,4876.0,3548.0,6940.0,3407.0,1532.0,7391.0,7384.0,2065.0,7750.0,5982.0,5713.0,3124.0,7275.0,4403.0,3824.0,5147.0,5343.0,3926.0,631.0,1644.0,2122.0,9051.0,16674.0,,4806.0,3728.0,,5915.0,5418.0,17649.0,3127.0,459.0,,8165.0,3536.0,5490.0,17211.0,9247.0,2622.0,3153.0,2202.0,1600.0,6186.0,8247.0,5309.0,19600.0,12057.0,3359.0,4644.0,4315.0,3527.0,12464.0,6539.0,5258.0,3786.0,9370.0,2072.0,10771.0,3534.0,6409.0,3894.0,3013.0,4883.0,23659.0,17056.0,3692.0,21451.0,3049.0,18273.0,3969.0,7403.0,12061.0,2906.0,14888.0,2232.0,5099.0,3328.0,10577.0,3666.0,6677.0,3853.0,14370.0,9379.0,4272.0,4463.0,1570.0,8939.0,16037.0,7425.0,16956.0,6127.0,13445.0,7357.0,2506.0,9523.0,13162.0,3130.0,1709.0,1311.0,7108.0,2581.0,3525.0,3210.0,3977.0,,2284.0,3845.0,13882.0,8451.0,4783.0,3040.0
2005,,8282.0,2134.0,4622.0,2505.0,2766.0,2720.0,3688.0,5782.0,3422.0,2317.0,3303.0,2469.0,2864.0,6953.0,16966.0,,7230.0,3200.0,12205.0,5899.0,4289.0,2654.0,11065.0,4197.0,2619.0,6664.0,,,1927.0,10302.0,1711.0,6883.0,9537.0,,2476.0,3396.0,11018.0,2740.0,13752.0,,9374.0,3721.0,2462.0,14000.0,20636.0,4697.0,3881.0,16660.0,20607.0,3960.0,13738.0,10707.0,6630.0,5568.0,2639.0,2545.0,2275.0,4552.0,8229.0,3208.0,5275.0,22105.0,2290.0,11914.0,3476.0,5708.0,16861.0,9027.0,,17493.0,5007.0,18379.0,11227.0,2500.0,10349.0,11675.0,13108.0,4001.0,3822.0,5352.0,4000.0,18777.0,,467.0,3262.0,4615.0,4896.0,10637.0,5926.0,2350.0,5716.0,13783.0,805.0,2056.0,2032.0,4983.0,3992.0,8048.0,3512.0,1986.0,9992.0,9989.0,2045.0,7284.0,5740.0,6372.0,3559.0,6271.0,6577.0,4851.0,5178.0,4338.0,3608.0,627.0,1477.0,2147.0,8933.0,14224.0,,4809.0,3758.0,,4485.0,5694.0,15338.0,3003.0,459.0,,10676.0,3337.0,5668.0,17784.0,10208.0,2637.0,3253.0,2272.0,1570.0,6633.0,8373.0,5876.0,19500.0,11852.0,3273.0,5152.0,4251.0,4813.0,10128.0,6741.0,5453.0,3440.0,8210.0,2199.0,10063.0,3658.0,5106.0,2990.0,3183.0,4848.0,21725.0,14067.0,3333.0,22081.0,3454.0,23027.0,4361.0,8047.0,11854.0,3062.0,13818.0,1830.0,3804.0,3693.0,11913.0,2452.0,6586.0,3779.0,14104.0,12972.0,3786.0,4462.0,1609.0,8278.0,19430.0,1347.0,18688.0,6044.0,15105.0,7753.0,2485.0,9809.0,11853.0,3145.0,1803.0,1364.0,7838.0,2667.0,3497.0,3304.0,3470.0,,2888.0,3813.0,13077.0,6920.0,6595.0,2975.0
2006,,8241.0,2121.0,4650.0,2451.0,2757.0,2225.0,3585.0,5803.0,3518.0,2348.0,3751.0,3084.0,2555.0,6450.0,18207.0,15054.0,8469.0,3200.0,11969.0,6402.0,5026.0,2654.0,10807.0,4396.0,2605.0,7025.0,6600.0,,1903.0,10490.0,1801.0,7883.0,7242.0,,2622.0,2944.0,11398.0,2501.0,10266.0,,9654.0,3791.0,2797.0,14159.0,22434.0,4382.0,4246.0,14997.0,20065.0,3930.0,15089.0,10667.0,7176.0,3910.0,2667.0,2540.0,2179.0,4474.0,8324.0,4698.0,5634.0,21871.0,2318.0,8618.0,3600.0,6124.0,18055.0,7475.0,,17190.0,4839.0,20778.0,10804.0,3703.0,10333.0,11249.0,14735.0,4083.0,4519.0,4644.0,3767.0,17197.0,,457.0,3905.0,4794.0,3734.0,6681.0,5706.0,2900.0,6067.0,11959.0,803.0,2077.0,2078.0,5090.0,4711.0,7926.0,4066.0,2047.0,5811.0,5803.0,2038.0,6865.0,5425.0,8630.0,3269.0,4953.0,6560.0,4566.0,5520.0,4747.0,3231.0,622.0,1548.0,2204.0,8922.0,10969.0,,4812.0,3713.0,,3923.0,5616.0,15409.0,2880.0,459.0,,8111.0,3402.0,5789.0,15195.0,9817.0,2800.0,3581.0,2226.0,1579.0,6156.0,10495.0,5984.0,19789.0,12003.0,3784.0,5289.0,4155.0,5183.0,11267.0,5973.0,5649.0,3558.0,8642.0,2424.0,8796.0,3584.0,5414.0,3219.0,3359.0,4982.0,20389.0,14178.0,3657.0,20347.0,2981.0,21059.0,4593.0,7783.0,12006.0,3091.0,,2133.0,5788.0,2550.0,15387.0,3017.0,6398.0,3780.0,14212.0,12497.0,3416.0,4433.0,1769.0,8977.0,19106.0,1855.0,19065.0,5178.0,15100.0,7779.0,2474.0,10653.0,11346.0,3159.0,1860.0,1364.0,7293.0,2714.0,3490.0,3161.0,4300.0,,2417.0,4058.0,17356.0,7444.0,7084.0,2961.0
2007,,7609.0,2172.0,4702.0,2505.0,2747.0,2225.0,3576.0,6076.0,4658.0,2389.0,3872.0,3139.0,2247.0,5385.0,21324.0,12555.0,9492.0,3295.0,10155.0,6491.0,5709.0,2764.0,10685.0,4478.0,2577.0,3850.0,5625.0,,1724.0,9930.0,1904.0,5169.0,7172.0,,2457.0,3365.0,10583.0,2569.0,10060.0,,10129.0,2306.0,2310.0,14960.0,43837.0,4667.0,5239.0,12215.0,12368.0,4421.0,13159.0,10581.0,7472.0,4970.0,2743.0,2294.0,2291.0,4471.0,8324.0,3782.0,5664.0,20371.0,2278.0,11758.0,3642.0,3468.0,14051.0,7918.0,,17883.0,4606.0,19696.0,10899.0,4410.0,10411.0,11392.0,14904.0,4164.0,4517.0,5914.0,3659.0,17182.0,,492.0,3597.0,4888.0,4196.0,10654.0,5694.0,3788.0,5525.0,17859.0,800.0,2078.0,2125.0,5196.0,6120.0,6168.0,4072.0,2246.0,6598.0,6592.0,2018.0,6545.0,5305.0,6872.0,3549.0,4028.0,7559.0,4518.0,8341.0,4619.0,4287.0,660.0,1533.0,1842.0,8971.0,16265.0,,4714.0,3422.0,,5259.0,5518.0,15561.0,3126.0,437.0,,10826.0,4168.0,5663.0,15715.0,8515.0,2821.0,3066.0,2152.0,1574.0,11165.0,12186.0,5905.0,19380.0,11870.0,3365.0,6144.0,4004.0,4983.0,11753.0,5978.0,5844.0,3118.0,4972.0,2424.0,9384.0,3536.0,6029.0,2384.0,3889.0,5003.0,20358.0,15058.0,3680.0,18750.0,2151.0,23341.0,4379.0,7853.0,11872.0,2391.0,,2478.0,6135.0,3400.0,16223.0,3547.0,6474.0,3790.0,13916.0,12671.0,3312.0,4410.0,1714.0,8501.0,20785.0,2320.0,18447.0,5483.0,14923.0,8277.0,2429.0,9831.0,11267.0,3063.0,1922.0,1400.0,7046.0,2729.0,3495.0,3072.0,4437.0,,2718.0,4674.0,14806.0,4867.0,6544.0,2978.0
2008,,8361.0,2171.0,4812.0,2505.0,2738.0,2272.0,3568.0,6433.0,4489.0,2436.0,4017.0,3289.0,2555.0,7154.0,21365.0,14881.0,8607.0,3200.0,12725.0,6461.0,5470.0,2650.0,10555.0,4431.0,2574.0,7729.0,5000.0,,1981.0,10086.0,1996.0,6113.0,10031.0,,2454.0,3594.0,13567.0,2625.0,11296.0,,10179.0,3025.0,2986.0,17101.0,25056.0,3620.0,5396.0,15081.0,8837.0,4521.0,13851.0,10516.0,7396.0,5911.0,2610.0,2344.0,2194.0,4529.0,8324.0,3630.0,5960.0,22163.0,2286.0,14221.0,3828.0,2641.0,19361.0,8077.0,,19002.0,4334.0,21865.0,10287.0,4085.0,10200.0,14216.0,15384.0,4260.0,4517.0,8947.0,3484.0,17399.0,,506.0,3757.0,4916.0,2961.0,12180.0,6149.0,4900.0,6274.0,18652.0,788.0,2016.0,2172.0,5300.0,5150.0,8405.0,4091.0,1759.0,6948.0,6943.0,2080.0,7262.0,5206.0,6315.0,4632.0,3962.0,6637.0,4577.0,5056.0,4150.0,5082.0,608.0,1430.0,2179.0,9088.0,14265.0,,4807.0,3489.0,,5355.0,5485.0,15997.0,3134.0,459.0,,8578.0,4085.0,6067.0,17047.0,9823.0,2837.0,2880.0,2338.0,1587.0,10959.0,12359.0,7934.0,19145.0,12553.0,3323.0,5311.0,4823.0,4664.0,12913.0,6518.0,6040.0,3009.0,8404.0,2424.0,12218.0,3625.0,6562.0,2177.0,3760.0,5033.0,18921.0,14570.0,3520.0,19768.0,3288.0,20955.0,4262.0,8667.0,12555.0,3394.0,,2106.0,6594.0,2990.0,12749.0,3138.0,6688.0,3817.0,15767.0,13765.0,3320.0,4440.0,1686.0,9629.0,20011.0,1915.0,19574.0,5961.0,15255.0,8315.0,2569.0,9638.0,10660.0,3090.0,1987.0,1390.0,8023.0,2871.0,3501.0,3073.0,4482.0,,2464.0,4667.0,18239.0,9094.0,8713.0,3013.0
