,Kenya,"China, Taiwan Province of",Croatia,Burkina Faso,Philippines,Syrian Arab Republic,Lao People's Democratic Republic,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,Maldives,Slovenia,Greece,Yugoslav SFR,Republic of Korea,Melanesia,Cuba,Yemen,Rwanda,Portugal,Australia & New Zealand,Barbados,Guatemala,French Polynesia,Algeria,El Salvador,United Arab Emirates,Senegal,Mauritius,Ukraine,Israel,Fiji,Belgium,Switzerland,Sri Lanka,Uruguay,Azerbaijan,Czechoslovakia,Egypt,Bosnia and Herzegovina,China,Uzbekistan,Colombia,Libya,Lebanon,Czechia,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Saint Vincent and the Grenadines,France,"China, mainland",Mali,Thailand,Paraguay,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Germany,Sudan (former),Dominican Republic,South Sudan,Namibia,Benin,United Kingdom,Canada,Japan,Iraq,The former Yugoslav Republic of Macedonia,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Spain,New Zealand,Bahrain,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Kuwait,Nigeria,Turkey,Kyrgyzstan,Argentina,Costa Rica,Georgia,India,Guadeloupe,Austria,Niger,Morocco,Bhutan,Qatar,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Puerto Rico,Tunisia,Côte d'Ivoire,Albania,Slovakia,Jamaica,Brunei Darussalam,Trinidad and Tobago,Italy,Polynesia,Panama,Australia,Montserrat,Ghana,Finland,Netherlands,Oman,Guyana,Republic of Moldova,Belgium-Luxembourg
1997,648.0,3163.0,3989.0,3114.0,4537.0,2880.0,-1.0,162.0,-1.0,55500.0,161602.0,56.0,130.0,3700.0,-1.0,82135.0,110.0,3565.0,1808.0,-1.0,207.0,1994.0,148.0,360.0,20.0,15610.0,330.0,184.0,-1,187.0,12100.0,1790.0,110.0,-1.0,-1.0,24138.0,650.0,-1.0,-1.0,25504.0,4500.0,383163.0,213.0,1550.0,1140.0,500.0,404.0,695.0,3475.0,10591.0,-1.0,2000.0,75.0,975.0,380000.0,120.0,1200.0,1000.0,3.0,3220.0,5354.0,21643.0,24491.0,3500.0,-1.0,2000.0,-1.0,970.0,3100.0,-1,-1.0,19845.0,40.0,2167.0,4240.0,3150.0,7947.0,4917.0,63.0,14.0,22856.0,119.0,3.0,33.0,17818.0,22740.0,5269.0,-1,-1.0,70.0,85000.0,58453.0,100.0,6933.0,150.0,-1.0,5300.0,10.0,194.0,2100.0,7400.0,1692.0,159.0,99655.0,-1.0,17400.0,535.0,530.0,1118.0,480.0,23000.0,3820.0,2300.0,2506.0,652.0,42.0,72.0,13641.0,20.0,250.0,1875.0,16.0,70300.0,1.0,1000.0,530.0,250.0,3300.0,368.0
1998,496.0,3290.0,4480.0,2891.0,4500.0,2800.0,2900.0,170.0,1000.0,56000.0,164944.0,50.0,173.0,4100.0,-1.0,70152.0,124.0,3551.0,1855.0,-1.0,209.0,1930.0,120.0,750.0,16.0,15430.0,380.0,176.0,-1,227.0,14700.0,2028.0,124.0,-1.0,-1.0,21632.0,596.0,-1.0,-1.0,26586.0,4600.0,403290.0,274.0,1520.0,1200.0,400.0,420.0,534.0,3752.0,9749.0,-1.0,2000.0,80.0,861.0,400000.0,100.0,1250.0,1034.0,4.0,3220.0,6467.0,22000.0,24500.0,3700.0,-1.0,2000.0,-1.0,1100.0,3397.0,-1,-1.0,19636.0,50.0,1883.0,4210.0,3300.0,7688.0,6015.0,63.0,14.0,22350.0,130.0,3.0,46.0,20160.0,22940.0,5000.0,-1,-1.0,91.0,89000.0,70000.0,700.0,7401.0,190.0,-1.0,5400.0,11.0,189.0,2500.0,8600.0,1405.0,119.0,155980.0,-1.0,18224.0,1475.0,415.0,908.0,700.0,21000.0,3895.0,2600.0,2800.0,691.0,40.0,82.0,14151.0,16.0,260.0,1800.0,16.0,76800.0,1.0,1000.0,500.0,270.0,2700.0,401.0
1999,477.0,3738.0,4833.0,2757.0,4206.0,2360.0,3000.0,205.0,2000.0,57000.0,183347.0,34.0,166.0,3900.0,-1.0,90659.0,140.0,3497.0,1974.0,-1.0,210.0,2431.0,100.0,900.0,18.0,15330.0,420.0,199.0,-1,170.0,14700.0,2246.0,140.0,-1.0,-1.0,21750.0,700.0,-1.0,-1.0,27672.0,4500.0,443738.0,300.0,1640.0,1250.0,400.0,320.0,490.0,3871.0,9316.0,-1.0,2100.0,82.0,841.0,440000.0,70.0,1200.0,1107.0,2.0,3300.0,978.0,23000.0,20000.0,4563.0,-1.0,2200.0,-1.0,1200.0,2302.0,-1,-1.0,19817.0,50.0,1834.0,4170.0,3073.0,7533.0,6205.0,63.0,15.0,22600.0,150.0,4.0,31.0,19753.0,22990.0,5230.0,-1,-1.0,79.0,90000.0,73000.0,200.0,8400.0,170.0,-1.0,5462.0,12.0,177.0,1300.0,7200.0,1318.0,113.0,163533.0,-1.0,19927.0,848.0,300.0,1104.0,440.0,19700.0,3952.0,2000.0,3300.0,719.0,44.0,76.0,14248.0,18.0,260.0,2281.0,17.0,75000.0,1.0,1100.0,380.0,272.0,2600.0,423.0
2000,527.0,3218.0,5053.0,2628.0,4468.0,2845.0,1541.0,203.0,2500.0,58000.0,174708.0,85.0,204.0,3900.0,-1.0,80130.0,141.0,5621.0,2046.0,-1.0,209.0,2619.0,80.0,1000.0,20.0,15900.0,455.0,414.0,-1,199.0,15000.0,2120.0,141.0,100.0,-1.0,19834.0,750.0,-1.0,-1.0,27934.0,4000.0,503218.0,300.0,1094.0,1300.0,395.0,250.0,464.0,3177.0,6754.0,-1.0,3000.0,85.0,651.0,500000.0,200.0,1200.0,978.0,3.0,3300.0,752.0,23126.0,18838.0,4563.0,-1.0,2200.0,-1.0,1300.0,2443.0,-1,1.0,23682.0,50.0,2091.0,4110.0,3100.0,7702.0,5381.0,63.0,15.0,23204.0,160.0,5.0,17.0,19649.0,37980.0,4500.0,-1,-1.0,86.0,88705.0,75000.0,150.0,8112.0,260.0,-1.0,5500.0,13.0,165.0,2100.0,7425.0,937.0,118.0,145427.0,-1.0,19100.0,1070.0,262.0,1104.0,550.0,16900.0,4017.0,2100.0,2900.0,643.0,55.0,90.0,14489.0,20.0,250.0,2459.0,17.0,63947.0,1.0,1200.0,450.0,980.0,2546.0,-1.0
2001,708.0,3088.0,5343.0,2466.0,4566.0,2928.0,1560.0,210.0,3059.0,47701.0,142556.0,13.0,212.0,3700.0,-1.0,76253.0,143.0,6613.0,2219.0,-1.0,213.0,2662.0,66.0,1002.0,21.0,15950.0,460.0,250.0,-1,213.0,14700.0,2280.0,143.0,100.0,-1.0,17350.0,800.0,-1.0,-1.0,25866.0,3751.0,533088.0,300.0,2180.0,1350.0,280.0,213.0,531.0,3500.0,6923.0,-1.0,3010.0,90.0,666.0,530000.0,201.0,1300.0,1506.0,3.0,3300.0,983.0,24000.0,19411.0,4570.0,-1.0,2200.0,-1.0,1390.0,2558.0,-1,3.0,21430.0,50.0,2726.0,3960.0,3719.0,7700.0,4330.0,60.0,16.0,22786.0,160.0,6.0,79.0,12573.0,35030.0,5000.0,-1,-1.0,91.0,89266.0,78000.0,100.0,8100.0,250.0,-1.0,5599.0,13.0,157.0,2042.0,6040.0,950.0,58.0,146890.0,-1.0,17900.0,1107.0,300.0,886.0,520.0,16400.0,4000.0,1700.0,3000.0,667.0,60.0,100.0,14568.0,21.0,250.0,2502.0,17.0,64175.0,3.0,1200.0,550.0,640.0,3707.0,-1.0
2002,768.0,3000.0,5306.0,2362.0,4712.0,2827.0,6724.0,220.0,3325.0,58104.0,150598.0,12.0,228.0,3800.0,-1.0,76724.0,145.0,10078.0,2289.0,-1.0,214.0,2579.0,76.0,1022.0,20.0,16330.0,460.0,295.0,-1,210.0,15700.0,2530.0,145.0,100.0,-1.0,16290.0,444.0,-1.0,-1.0,30084.0,3672.0,573000.0,300.0,2147.0,1422.0,322.0,206.0,467.0,3600.0,6747.0,-1.0,3817.0,95.0,758.0,570000.0,187.0,1250.0,1046.0,3.0,3000.0,765.0,23921.0,20259.0,5507.0,-1.0,2400.0,-1.0,1500.0,5194.0,-1,5.0,25591.0,55.0,2044.0,3860.0,3000.0,7440.0,4604.0,60.0,17.0,21964.0,160.0,4.0,51.0,13004.0,33910.0,4568.0,-1,-1.0,93.0,91000.0,87500.0,100.0,8200.0,250.0,-1.0,5706.0,20.0,150.0,2243.0,5518.0,1200.0,59.0,140174.0,-1.0,19094.0,1001.0,648.0,845.0,184.0,18100.0,4199.0,1700.0,2672.0,551.0,60.0,135.0,13757.0,20.0,168.0,2419.0,18.0,59086.0,5.0,1235.0,400.0,60.0,3330.0,-1.0
2003,1011.0,2593.0,5546.0,2284.0,4692.0,3100.0,7066.0,250.0,3344.0,49611.0,176264.0,12.0,237.0,3900.0,-1.0,63150.0,146.0,11333.0,2351.0,-1.0,216.0,2645.0,115.0,1035.0,20.0,17900.0,454.0,252.0,-1,204.0,15500.0,2090.0,146.0,95.0,-1.0,18740.0,434.0,-1.0,-1.0,31754.0,3755.0,602593.0,400.0,3582.0,1481.0,202.0,211.0,478.0,3650.0,5830.0,-1.0,4043.0,90.0,718.0,600000.0,184.0,1200.0,1085.0,3.0,2500.0,635.0,25000.0,20818.0,6104.0,-1.0,2400.0,-1.0,1617.0,5843.0,-1,7.0,22863.0,55.0,2032.0,3760.0,2900.0,7475.0,4568.0,67.0,18.0,22388.0,160.0,1.0,53.0,13899.0,33510.0,4619.0,-1,-1.0,106.0,90230.0,88000.0,100.0,8300.0,280.0,-1.0,5756.0,20.0,178.0,2428.0,6221.0,900.0,43.0,140693.0,-1.0,19975.0,1027.0,733.0,874.0,135.0,18300.0,4500.0,2800.0,2498.0,721.0,65.0,140.0,14253.0,20.0,170.0,2485.0,18.0,64996.0,6.0,1213.0,520.0,440.0,2713.0,-1.0
2004,842.0,2800.0,3500.0,2155.0,4755.0,2992.0,7500.0,256.0,3467.0,54082.0,194588.0,29.0,203.0,4446.0,-1.0,68379.0,147.0,8586.0,3523.0,-1.0,217.0,2997.0,42.0,1050.0,21.0,18534.0,657.0,300.0,-1,223.0,14700.0,2630.0,147.0,100.0,12.0,16640.0,459.0,-1.0,-1.0,29690.0,3826.0,607800.0,700.0,3543.0,1535.0,250.0,315.0,606.0,3700.0,5717.0,-1.0,4344.0,89.0,638.0,605000.0,242.0,1200.0,1113.0,4.0,2385.0,498.0,24661.0,20565.0,6765.0,-1.0,2400.0,-1.0,1722.0,5352.0,-1,9.0,20947.0,55.0,1760.0,3680.0,3500.0,7400.0,5180.0,62.0,20.0,22895.0,159.0,4.0,39.0,10800.0,33630.0,5629.0,-1,-1.0,100.0,90695.0,84182.0,100.0,7524.0,300.0,2000.0,5813.0,12.0,168.0,2522.0,6569.0,1236.0,50.0,82048.0,-1.0,18099.0,1946.0,954.0,1230.0,136.0,18600.0,4319.0,2800.0,2301.0,586.0,70.0,150.0,13547.0,21.0,170.0,2838.0,18.0,60000.0,8.0,1205.0,623.0,400.0,2728.0,-1.0
2005,1286.0,2757.0,2443.0,2050.0,4719.0,4028.0,8000.0,291.0,3945.0,61744.0,187236.0,30.0,203.0,4337.0,-1.0,67023.0,147.0,7121.0,2997.0,-1.0,219.0,2537.0,50.0,1050.0,20.0,20730.0,576.0,405.0,-1,225.0,14500.0,2800.0,147.0,100.0,18.0,20430.0,334.0,-1.0,-1.0,29000.0,3850.0,612757.0,800.0,4128.0,1544.0,165.0,300.0,486.0,3000.0,4212.0,-1.0,4300.0,90.0,601.0,610000.0,300.0,1100.0,1113.0,3.0,2455.0,565.0,26000.0,19944.0,3317.0,-1.0,2500.0,-1.0,1470.0,5156.0,-1,11.0,26265.0,55.0,1926.0,3620.0,4500.0,7000.0,5359.0,65.0,19.0,23672.0,165.0,4.0,35.0,5129.0,36220.0,5949.0,-1,-1.0,137.0,91500.0,91500.0,100.0,6920.0,280.0,2300.0,5922.0,12.0,159.0,2000.0,6541.0,1250.0,74.0,92193.0,-1.0,18899.0,1797.0,984.0,1276.0,139.0,18600.0,4284.0,2800.0,2296.0,581.0,90.0,155.0,13787.0,20.0,175.0,2372.0,18.0,45000.0,8.0,1236.0,294.0,190.0,3175.0,-1.0
2006,1052.0,2634.0,2985.0,2000.0,4532.0,3852.0,6942.0,320.0,4293.0,87802.0,204747.0,180.0,176.0,4681.0,-1.0,58703.0,147.0,6851.0,3033.0,-1.0,215.0,2787.0,44.0,1925.0,20.0,21131.0,812.0,221.0,-1,306.0,14400.0,4280.0,147.0,87.0,11.0,17900.0,334.0,-1.0,-1.0,30000.0,3951.0,632634.0,900.0,4200.0,1584.0,300.0,300.0,560.0,2500.0,5955.0,777.0,4000.0,95.0,583.0,630000.0,242.0,1000.0,1050.0,5.0,2508.0,368.0,25431.0,-1.0,3849.0,19416.0,2500.0,37.0,1471.0,5985.0,-1,13.0,15287.0,100.0,1839.0,3540.0,5200.0,7500.0,6119.0,64.0,19.0,23699.0,164.0,4.0,128.0,8516.0,32900.0,7322.0,-1,-1.0,150.0,92000.0,88000.0,100.0,6300.0,330.0,1400.0,5802.0,12.0,158.0,2200.0,6575.0,2416.0,103.0,92292.0,-1.0,22705.0,1800.0,984.0,1730.0,136.0,18500.0,4274.0,2199.0,2219.0,721.0,60.0,159.0,13332.0,20.0,175.0,2623.0,19.0,30000.0,7.0,1200.0,330.0,420.0,3609.0,-1.0
2007,1085.0,2510.0,3365.0,2200.0,4730.0,4703.0,7466.0,365.0,4780.0,63800.0,204048.0,18.0,161.0,4534.0,-1.0,60842.0,147.0,5850.0,3290.0,-1.0,220.0,2478.0,39.0,1925.0,19.0,20663.0,882.0,117.0,-1,285.0,14400.0,4000.0,147.0,94.0,18.0,14090.0,333.0,-1.0,-1.0,39953.0,3868.0,652510.0,950.0,4722.0,1620.0,280.0,333.0,557.0,1567.0,5200.0,802.0,4000.0,95.0,583.0,650000.0,2888.0,1100.0,1100.0,6.0,2542.0,1226.0,27000.0,-1.0,10076.0,19252.0,2898.0,35.0,1261.0,7916.0,-1,15.0,21036.0,100.0,2143.0,3500.0,6100.0,8331.0,6813.0,64.0,19.0,21798.0,159.0,3.0,32.0,5497.0,31930.0,6856.0,-1,-1.0,160.0,92500.0,85292.0,100.0,6400.0,290.0,1300.0,6270.0,12.0,164.0,2400.0,4975.0,2140.0,147.0,87863.0,-1.0,18522.0,1900.0,984.0,1445.0,140.0,18700.0,4250.0,2000.0,2270.0,688.0,61.0,160.0,15220.0,19.0,175.0,2319.0,20.0,20000.0,5.0,1200.0,416.0,380.0,2714.0,-1.0
2008,1244.0,2296.0,3382.0,2114.0,5030.0,4382.0,7929.0,414.0,4721.0,83293.0,202712.0,17.0,183.0,3900.0,-1.0,54885.0,148.0,6968.0,3389.0,300.0,230.0,2466.0,25.0,1960.0,18.0,20403.0,979.0,259.0,-1,208.0,15100.0,4280.0,148.0,101.0,19.0,14800.0,281.0,2891.0,-1.0,42405.0,3895.0,652296.0,700.0,3696.0,1655.0,300.0,235.0,453.0,1600.0,3643.0,829.0,6300.0,100.0,558.0,650000.0,3000.0,1200.0,474.0,6.0,2577.0,1300.0,25884.0,-1.0,11038.0,18827.0,2712.0,41.0,1324.0,7371.0,-1,25.0,21569.0,65.0,1756.0,3460.0,8100.0,8199.0,9592.0,54.0,20.0,18861.0,160.0,3.0,34.0,3751.0,30720.0,3988.0,-1,-1.0,195.0,93000.0,87122.0,200.0,6584.0,250.0,1200.0,6557.0,13.0,170.0,2800.0,7295.0,2154.0,110.0,132337.0,-1.0,20162.0,1950.0,1062.0,1924.0,135.0,20300.0,4221.0,2520.0,2067.0,635.0,60.0,177.0,11721.0,18.0,180.0,2306.0,19.0,15000.0,5.0,1300.0,504.0,300.0,2413.0,-1.0
2009,668.0,2289.0,2950.0,2050.0,5045.0,3484.0,8407.0,439.0,6152.0,97712.0,233904.0,23.0,182.0,3676.0,-1.0,50521.0,148.0,7227.0,3577.0,400.0,240.0,2408.0,33.0,2170.0,17.0,21417.0,225.0,159.0,-1,246.0,15100.0,4800.0,148.0,92.0,18.0,13560.0,263.0,3558.0,-1.0,45371.0,3620.0,662289.0,700.0,2368.0,1689.0,329.0,256.0,370.0,1489.0,3961.0,821.0,6000.0,105.0,528.0,660000.0,2640.0,1300.0,600.0,5.0,2615.0,1128.0,24723.0,-1.0,12008.0,18541.0,2594.0,43.0,1458.0,7495.0,-1,75.0,18233.0,74.0,1746.0,3400.0,6325.0,8438.0,6000.0,38.0,20.0,19099.0,158.0,13.0,38.0,5013.0,32170.0,3030.0,-1,-1.0,208.0,93985.0,90000.0,300.0,6712.0,240.0,1000.0,6871.0,13.0,163.0,1777.0,5984.0,2301.0,93.0,140440.0,-1.0,19917.0,2000.0,1136.0,1477.0,120.0,18900.0,4182.0,2933.0,2083.0,801.0,70.0,189.0,11688.0,17.0,175.0,2250.0,20.0,13100.0,7.0,1331.0,428.0,580.0,2887.0,-1.0
2010,954.0,2330.0,1522.0,1990.0,5121.0,4849.0,8870.0,500.0,6394.0,89205.0,237520.0,64.0,117.0,3900.0,-1.0,49976.0,148.0,5797.0,3750.0,344.0,238.0,2473.0,28.0,2177.0,17.0,21688.0,225.0,107.0,-1,239.0,16100.0,4212.0,148.0,100.0,17.0,13260.0,258.0,3874.0,-1.0,38390.0,3517.0,682330.0,700.0,2083.0,1720.0,809.0,259.0,260.0,1474.0,3232.0,821.0,6900.0,72.0,636.0,680000.0,1853.0,1298.0,869.0,6.0,4250.0,918.0,23576.0,-1.0,13252.0,18475.0,2971.0,39.0,1560.0,7143.0,-1,80.0,23561.0,72.0,1868.0,3430.0,5734.0,8474.0,10618.0,20.0,20.0,18139.0,165.0,21.0,56.0,4703.0,30600.0,8766.0,-1,-1.0,207.0,94522.0,99000.0,300.0,7094.0,260.0,400.0,7195.0,13.0,158.0,3674.0,6220.0,2827.0,116.0,143979.0,-1.0,20998.0,2018.0,1061.0,1899.0,115.0,19400.0,4200.0,3067.0,2054.0,952.0,72.0,208.0,11764.0,17.0,166.0,2308.0,20.0,13200.0,8.0,1403.0,639.0,860.0,2827.0,-1.0
2011,757.0,2086.0,1530.0,1927.0,5191.0,3594.0,9321.0,492.0,6349.0,115777.0,239770.0,42.0,139.0,3500.0,-1.0,47388.0,148.0,5618.0,3190.0,309.0,239.0,2546.0,27.0,2240.0,20.0,21272.0,110.0,133.0,-1,246.0,17100.0,4374.0,148.0,100.0,17.0,13310.0,267.0,4388.0,-1.0,39666.0,3431.0,707086.0,700.0,2045.0,1737.0,705.0,270.0,358.0,1174.0,2668.0,817.0,6800.0,47.0,624.0,705000.0,2077.0,1311.0,612.0,5.0,5178.0,877.0,22500.0,-1.0,14178.0,17888.0,2597.0,43.0,1716.0,7261.0,-1,76.0,19722.0,72.0,1894.0,3400.0,7889.0,8465.0,12708.0,21.0,20.0,17739.0,174.0,9.0,71.0,4620.0,30109.0,6472.0,-1,-1.0,256.0,93955.0,95219.0,500.0,6859.0,226.0,400.0,7509.0,13.0,163.0,5077.0,4179.0,4595.0,106.0,144391.0,-1.0,20001.0,2327.0,1148.0,1305.0,110.0,18000.0,4126.0,3000.0,999.0,923.0,73.0,236.0,10327.0,20.0,165.0,2372.0,21.0,13400.0,6.0,1357.0,475.0,730.0,2648.0,-1.0
2012,620.0,2290.0,1214.0,1900.0,5131.0,2821.0,10000.0,500.0,6691.0,147092.0,242366.0,34.0,146.0,4200.0,-1.0,50454.0,155.0,6311.0,3690.0,300.0,245.0,2329.0,17.0,2306.0,20.0,22605.0,148.0,121.0,-1,265.0,17300.0,4070.0,155.0,100.0,20.0,14730.0,250.0,4538.0,-1.0,39819.0,3547.0,709290.0,753.0,3015.0,1750.0,417.0,271.0,413.0,1006.0,2648.0,852.0,7600.0,28.0,500.0,707000.0,2263.0,1350.0,618.0,5.0,5208.0,878.0,23000.0,-1.0,18640.0,11906.0,2856.0,64.0,-1.0,7276.0,-1,75.0,24352.0,85.0,1958.0,3420.0,8457.0,8626.0,8141.0,22.0,20.0,17440.0,172.0,12.0,66.0,3092.0,26670.0,5189.0,-1,1750.0,232.0,94402.0,96000.0,500.0,6744.0,330.0,400.0,8000.0,12.0,170.0,4486.0,4970.0,3155.0,71.0,136132.0,-1.0,19940.0,2687.0,1274.0,1630.0,106.0,18738.0,4000.0,3200.0,270.0,1069.0,75.0,174.0,11358.0,20.0,158.0,2158.0,20.0,13700.0,6.0,1313.0,501.0,730.0,2436.0,-1.0
2013,218.0,2470.0,951.0,1800.0,5043.0,2643.0,10157.0,500.0,6680.0,115217.0,249232.0,36.0,145.0,3800.0,-1.0,50211.0,146.0,7825.0,3800.0,233.0,241.0,1762.0,38.0,2236.0,20.0,22388.0,249.0,266.0,-1,276.0,17410.0,4315.0,146.0,100.0,18.0,14440.0,217.0,4052.0,-1.0,35289.0,3506.0,712470.0,883.0,4032.0,1780.0,428.0,271.0,411.0,640.0,2550.0,179.0,8100.0,36.0,610.0,710000.0,2477.0,1350.0,612.0,6.0,5295.0,1411.0,23000.0,-1.0,17890.0,11714.0,4104.0,64.0,-1.0,7764.0,-1,83.0,28285.0,92.0,1825.0,3360.0,10507.0,8501.0,9300.0,36.0,20.0,18108.0,174.0,14.0,57.0,4159.0,26220.0,5192.0,-1,1838.0,213.0,94850.0,101500.0,600.0,6702.0,225.0,400.0,8000.0,14.0,172.0,5957.0,4845.0,3875.0,39.0,132910.0,-1.0,19491.0,2942.0,1312.0,2051.0,102.0,21190.0,4000.0,2958.0,291.0,1161.0,76.0,485.0,12135.0,20.0,145.0,1588.0,22.0,14110.0,5.0,1200.0,504.0,1450.0,1946.0,-1.0
2014,246.0,2498.0,765.0,1755.0,5018.0,3965.0,10328.0,549.0,8033.0,98344.0,263616.0,35.0,150.0,4230.0,-1.0,40739.0,116.0,5275.0,3776.0,204.0,241.0,2523.0,7.0,2376.0,19.0,22281.0,259.0,184.0,-1,307.0,16300.0,3774.0,116.0,100.0,18.0,13115.0,226.0,4194.0,-1.0,38132.0,3218.0,714188.0,1035.0,3590.0,1813.0,422.0,271.0,404.0,697.0,1990.0,180.0,8539.0,44.0,605.0,711690.0,2665.0,1324.0,650.0,6.0,5473.0,1789.0,24136.0,-1.0,17536.0,11865.0,3582.0,72.0,-1.0,7496.0,-1,103.0,28070.0,92.0,1909.0,3320.0,8379.0,8522.0,8515.0,31.0,21.0,18513.0,175.0,15.0,89.0,2964.0,25540.0,5168.0,-1,1900.0,196.0,95300.0,101000.0,700.0,6662.0,206.0,400.0,8074.0,14.0,175.0,10215.0,4514.0,3514.0,78.0,143465.0,-1.0,18239.0,3195.0,1253.0,1920.0,98.0,20828.0,4049.0,2987.0,292.0,1038.0,82.0,220.0,11555.0,19.0,133.0,2348.0,22.0,14400.0,5.0,1200.0,506.0,1212.0,1685.0,-1.0
