,USSR,Burkina Faso,Australia & New Zealand,Australia,Pakistan,Thailand,Ethiopia,Kenya,Yemen,South Africa,Lao People's Democratic Republic,Zambia,Botswana,Somalia,Togo,Tunisia,Albania,Brazil,Mozambique,Niger,Democratic People's Republic of Korea,El Salvador,Chad,South Sudan,Spain,Central African Republic,India,Ecuador,Swaziland,Indonesia,Argentina,Antigua and Barbuda,Angola,Colombia,Egypt,The former Yugoslav Republic of Macedonia,Greece,Tajikistan,Haiti,Republic of Korea,Democratic Republic of the Congo,Nigeria,Sudan,Mali,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Peru,Gambia,Ghana,"China, mainland",Paraguay,Cyprus,Kazakhstan,Rwanda,Cameroon,Guatemala,Saint Kitts and Nevis,Cuba,United States of America,Romania,Turkmenistan,Philippines,Iraq,Madagascar,United Republic of Tanzania,Burundi,Nepal,Costa Rica,Bangladesh,Italy,Senegal,Uganda,Benin,Montserrat,Uzbekistan,China,Cambodia,Armenia,Sudan (former),Morocco,Honduras,Uruguay,Zimbabwe,Kyrgyzstan,Malawi,Algeria,"China, Taiwan Province of",Israel,Ethiopia PDR,Afghanistan,Guinea-Bissau,Namibia,Georgia,Azerbaijan,Nicaragua,Viet Nam,Turkey,Bolivia (Plurinational State of),Grenada,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Mexico,Guinea,Guadeloupe,Sri Lanka,Côte d'Ivoire,Bulgaria,Myanmar
1991,3008600.0,242700.0,279000.0,279000.0,2835500.0,97856.0,,60000.0,9445.0,91000.0,8027.0,74020.0,948.0,8000.0,78100.0,872.0,2000.0,1841390.0,75000.0,12000.0,18000.0,6307.0,283410.0,,78541.0,42694.0,7661400.0,30420.0,27000.0,20390.0,538500.0,650.0,10000.0,262160.0,357682.0,,235000.0,,5831.0,500.0,75000.0,643000.0,,215266.0,7400.0,170439.0,48.0,205174.0,117650.0,2718.0,20228.0,6538467.0,414691.0,0.0,,0.0,89849.0,36260.0,25.0,0.0,5245000.0,400.0,,14958.0,7875.0,22085.0,504290.0,7189.0,1800.0,289.0,18376.0,-1.0,44164.0,134000.0,151317.0,23.0,,6538471.0,200.0,,183995.0,12100.0,1683.0,100.0,261380.0,,58691.0,114.0,4.0,13139.0,40000.0,60000.0,3265.0,270.0,,,44170.0,16100.0,598620.0,16725.0,130.0,-1.0,51462.0,248677.0,8428.0,0.0,0.0,198516.0,14992.0,144436.0
1992,,173011.0,312000.0,312000.0,2835900.0,71360.0,,56000.0,14103.0,48000.0,7823.0,59614.0,942.0,11000.0,80000.0,800.0,1300.0,1877750.0,86000.0,5000.0,17000.0,3850.0,199447.0,,75467.0,40000.0,7542000.0,35480.0,20000.0,20441.0,529100.0,670.0,10000.0,222866.0,353066.0,25.0,308000.0,285300.0,5000.0,400.0,68000.0,653000.0,,246472.0,4200.0,212000.0,,171171.0,86237.0,3006.0,29000.0,6835000.0,437322.0,0.0,111200.0,0.0,98644.0,39200.0,12.0,0.0,4510000.0,300.0,567000.0,35164.0,5000.0,19757.0,430000.0,5896.0,2000.0,353.0,19868.0,-1.0,44772.0,174000.0,127262.0,24.0,1666680.0,6835001.0,200.0,,191136.0,4400.0,1634.0,350.0,228401.0,22000.0,58281.0,116.0,1.0,16756.0,40000.0,60000.0,1754.0,300.0,,233000.0,35840.0,19200.0,637478.0,26250.0,130.0,-1.0,48643.0,46195.0,13876.0,0.0,0.0,190473.0,13774.0,154032.0
1993,,119928.0,286000.0,286000.0,2804600.0,49368.0,40000.0,62000.0,16640.0,35000.0,7896.0,76492.0,936.0,15000.0,75000.0,900.0,200.0,1059930.0,77000.0,5000.0,18000.0,4456.0,158400.0,,31911.0,24264.0,7321000.0,20950.0,16000.0,20070.0,302080.0,670.0,10000.0,119378.0,371559.0,16.0,346000.0,275000.0,4900.0,0.0,68000.0,362000.0,,200368.0,3500.0,196475.0,,141220.0,66568.0,3296.0,40000.0,4985000.0,235454.0,0.0,109600.0,0.0,102940.0,22470.0,12.0,-1.0,5173000.0,50.0,579000.0,21306.0,25000.0,20333.0,461214.0,8469.0,2106.0,302.0,31568.0,-1.0,43747.0,121000.0,152191.0,25.0,1695100.0,4985001.0,400.0,,149549.0,600.0,1650.0,0.0,218060.0,20300.0,53691.0,119.0,1.0,16010.0,,60000.0,2000.0,400.0,,224000.0,2510.0,11500.0,567852.0,17000.0,130.0,-1.0,36188.0,39765.0,14014.0,-1.0,0.0,203607.0,7296.0,157705.0
1994,,198800.0,294000.0,294000.0,2652800.0,55152.0,41000.0,50000.0,12273.0,67052.0,7173.0,50661.0,930.0,15000.0,95000.0,2000.0,200.0,1181620.0,77000.0,7000.0,18500.0,1803.0,203470.0,,39880.0,41538.0,7871000.0,12960.0,13000.0,20370.0,484000.0,670.0,11000.0,74297.0,303127.0,11.0,371000.0,283000.0,4500.0,0.0,68000.0,411000.0,,269362.0,2300.0,189411.0,,185000.0,97309.0,4313.0,27780.0,5528000.0,381186.0,0.0,109500.0,0.0,141061.0,15260.0,12.0,-1.0,5391400.0,25.0,559000.0,7872.0,22750.0,21434.0,328879.0,4233.0,3180.0,300.0,32978.0,-1.0,33946.0,114000.0,186840.0,26.0,1539400.0,5528001.0,200.0,,122663.0,1800.0,1650.0,0.0,216577.0,26500.0,37593.0,121.0,1.0,21494.0,,60000.0,1700.0,600.0,,214000.0,1463.0,13200.0,581491.0,18255.0,135.0,-1.0,40571.0,168879.0,14597.0,-1.0,0.0,219298.0,9134.0,121919.0
1995,,145418.0,246000.0,246000.0,2997300.0,54927.0,42000.0,50000.0,12860.0,54000.0,9642.0,35200.0,959.0,15000.0,96355.0,2661.0,300.0,1191480.0,86000.0,12000.0,18000.0,2000.0,207500.0,,31100.0,42308.0,9035000.0,16180.0,10000.0,20680.0,680000.0,550.0,11000.0,83717.0,298406.0,6.0,420000.0,270000.0,3750.0,0.0,67000.0,431000.0,,336224.0,0.0,204300.0,,272177.0,123681.0,3787.0,28250.0,5422000.0,332280.0,0.0,107400.0,0.0,188819.0,8890.0,14.0,-1.0,6478000.0,30.0,607000.0,7675.0,14750.0,22673.0,364000.0,6010.0,3538.0,320.0,34629.0,-1.0,35015.0,117000.0,246839.0,26.0,1492800.0,5422000.0,200.0,,183995.0,600.0,1650.0,0.0,219000.0,33200.0,75745.0,125.0,0.0,24547.0,,60000.0,2800.0,1100.0,,210400.0,8480.0,17500.0,741407.0,28985.0,135.0,-1.0,38893.0,274617.0,14742.0,-1.0,0.0,204000.0,11482.0,177710.0
1996,,200768.0,303900.0,303900.0,3148600.0,51360.0,42000.0,33436.0,15731.0,90000.0,9145.0,66217.0,1006.0,15000.0,108000.0,2980.0,500.0,761763.0,76000.0,9000.0,18500.0,100.0,270048.0,,77300.0,58000.0,9121000.0,15300.0,15000.0,21000.0,969000.0,550.0,11000.0,104351.0,386937.0,6.0,417000.0,228000.0,3500.0,0.0,67000.0,451973.0,,420359.0,-1.0,219500.0,,320418.0,137096.0,3049.0,40600.0,4722290.0,306632.0,0.0,103100.0,0.0,190920.0,5660.0,13.0,-1.0,5125550.0,25.0,519000.0,9495.0,15750.0,24766.0,439000.0,4070.0,3680.0,320.0,34556.0,-1.0,50308.0,120000.0,358860.0,27.0,1487300.0,4722290.0,180.0,,247427.0,1600.0,1000.0,0.0,264120.0,31500.0,79073.0,128.0,0.0,27800.0,,60000.0,2500.0,1700.0,,213441.0,3609.0,15000.0,743775.0,48300.0,135.0,-1.0,32432.0,306984.0,12634.0,-1.0,0.0,246650.0,12873.0,322375.0
1997,,276911.0,396100.0,396100.0,2959700.0,35200.0,42000.0,38138.0,20242.0,83000.0,7210.0,44741.0,1000.0,15000.0,181168.0,2000.0,800.0,632563.0,165000.0,7000.0,18700.0,0.0,386300.0,,112159.0,63397.0,8868000.0,11548.0,31000.0,21000.0,888000.0,550.0,11000.0,61280.0,361032.0,6.0,406000.0,218646.0,3633.0,7.0,67000.0,422000.0,,497650.0,-1.0,250600.0,,238358.0,91290.0,2506.0,49030.0,4491000.0,110697.0,0.0,102500.0,0.0,172246.0,1680.0,13.0,-1.0,5425000.0,25.0,580000.0,6283.0,32500.0,21000.0,440000.0,3457.0,2343.0,300.0,34641.0,-1.0,53841.0,130000.0,375217.0,28.0,1513400.0,4491000.0,185.0,,289855.0,2300.0,1000.0,0.0,273000.0,25000.0,70734.0,132.0,0.0,29010.0,,60000.0,2800.0,1700.0,,211804.0,2092.0,15200.0,721723.0,52370.0,140.0,-1.0,48106.0,207065.0,19183.0,-1.0,0.0,246650.0,14106.0,298321.0
1998,,334770.0,438200.0,438200.0,2922800.0,28767.0,42000.0,38960.0,23259.0,90000.0,7235.0,44560.0,900.0,15000.0,202473.0,1838.0,880.0,833364.0,197896.0,6164.0,19000.0,2000.0,296666.0,,98700.0,55006.0,9342400.0,4125.0,33000.0,19094.0,878000.0,550.0,11000.0,47510.0,331434.0,0.0,415000.0,247347.0,3612.0,7.0,65000.0,480000.0,,504397.0,-1.0,274585.0,,229362.0,73629.0,1556.0,57130.0,4459210.0,202000.0,0.0,114645.0,0.0,172521.0,3000.0,9.0,-1.0,4323550.0,24.0,580000.0,4545.0,52250.0,21000.0,200000.0,3417.0,2320.0,300.0,14797.0,-1.0,48258.0,175000.0,377316.0,28.0,1531600.0,4459210.0,185.0,,176854.0,1200.0,1500.0,0.0,295000.0,31584.0,45077.0,136.0,0.0,28880.0,,60000.0,2979.0,2500.0,,155522.0,2310.0,23800.0,756566.0,50330.0,140.0,-1.0,37191.0,245278.0,29127.0,-1.0,0.0,244313.0,10199.0,256000.0
1999,,211931.0,565100.0,565100.0,2983100.0,25440.0,43000.0,39500.0,24065.0,99000.0,4420.0,105623.0,950.0,15000.0,153700.0,2000.0,880.0,671630.0,190000.0,10000.0,19000.0,2000.0,317353.0,,108600.0,55006.0,8709700.0,7540.0,34500.0,17549.0,640000.0,550.0,10000.0,52229.0,271184.0,1.0,432000.0,247800.0,3554.0,7.0,66000.0,514000.0,,482293.0,-1.0,243836.0,,216000.0,78806.0,535.0,45000.0,3725600.0,166204.0,0.0,141300.0,0.0,181000.0,1000.0,11.0,-1.0,5432900.0,20.0,548000.0,4028.0,52500.0,21000.0,196490.0,2979.0,1264.0,310.0,14035.0,-1.0,21427.0,250000.0,370445.0,28.0,1517400.0,3725600.0,190.0,,134005.0,300.0,1000.0,0.0,330450.0,34545.0,53191.0,139.0,0.0,15895.0,,60000.0,3300.0,3500.0,,94382.0,2200.0,21200.0,719294.0,50000.0,140.0,-1.0,30014.0,144995.0,40000.0,-1.0,0.0,271371.0,8366.0,289790.0
2000,,209113.0,464300.0,464300.0,2927500.0,25600.0,43000.0,40000.0,26501.0,51000.0,4700.0,54937.0,1100.0,15000.0,141341.0,2000.0,990.0,801618.0,105655.0,10000.0,19000.0,1610.0,280000.0,,91656.0,46317.0,8576500.0,4181.0,28300.0,11553.0,332090.0,600.0,10000.0,48226.0,217781.0,0.0,412000.0,238608.0,3500.0,7.0,68000.0,538000.0,,227805.0,-1.0,270290.0,,246000.0,89243.0,467.0,50000.0,4041000.0,194760.0,0.0,151800.0,0.0,198558.0,1400.0,6.0,-1.0,5282000.0,0.0,574500.0,2535.0,19750.0,28553.0,213300.0,3605.0,1229.0,300.0,16188.0,-1.0,22265.0,250000.0,319318.0,28.0,1444500.0,4041000.0,190.0,,171393.0,200.0,1000.0,0.0,369935.0,33764.0,40372.0,143.0,0.0,11140.0,,50000.0,3266.0,3745.0,-1.0,101200.0,1550.0,18600.0,654177.0,90000.0,140.0,-1.0,14538.0,77232.0,52500.0,-1.0,0.0,291457.0,9260.0,322133.0
2001,,345578.0,527300.0,527300.0,3115800.0,41760.0,44000.0,50000.0,27278.0,57000.0,3510.0,60000.0,881.0,15000.0,150000.0,2000.0,840.0,875107.0,240000.0,10000.0,19000.0,202.0,317353.0,,91477.0,38869.0,9100000.0,6011.0,9600.0,10715.0,388153.0,600.0,2000.0,53353.0,307118.0,4.0,403700.0,257371.0,3500.0,6.0,70000.0,542000.0,,532164.0,-1.0,257063.0,,199000.0,68806.0,500.0,35000.0,4809740.0,297865.0,0.0,184100.0,0.0,199000.0,2000.0,6.0,-1.0,5596000.0,0.0,515000.0,3219.0,40250.0,28345.0,419960.0,4850.0,1135.0,300.0,16997.0,-1.0,31501.0,250000.0,356786.0,28.0,1452000.0,4809740.0,190.0,-1.0,169712.0,200.0,1000.0,0.0,384574.0,37955.0,47327.0,146.0,0.0,14620.0,,50000.0,3500.0,3500.0,-1.0,83345.0,1200.0,27700.0,684665.0,80000.0,140.0,-1.0,15069.0,88535.0,45000.0,-1.0,0.0,248478.0,14500.0,300459.0
2002,,412138.0,409000.0,409000.0,2793600.0,10644.0,44000.0,42000.0,27887.0,38688.0,3330.0,66000.0,814.0,15000.0,160000.0,2000.0,840.0,768182.0,266000.0,10000.0,19000.0,263.0,280000.0,,86300.0,15000.0,7669700.0,3196.0,10700.0,9372.0,164731.0,650.0,2000.0,43866.0,296811.0,4.0,382500.0,269197.0,3600.0,6.0,70000.0,611000.0,,449164.0,-1.0,199772.0,,151000.0,72028.0,1217.0,19200.0,4184200.0,169671.0,0.0,167844.0,0.0,211000.0,1400.0,6.0,-1.0,5025000.0,0.0,510000.0,4163.0,54000.0,12102.0,392000.0,3658.0,102.0,300.0,15378.0,-1.0,35478.0,180000.0,413417.0,29.0,1421000.0,4184200.0,190.0,-1.0,144480.0,400.0,1050.0,0.0,401897.0,40106.0,46773.0,148.0,0.0,11710.0,,50000.0,3469.0,3800.0,-1.0,60961.0,1500.0,34100.0,721077.0,80000.0,140.0,-1.0,13478.0,39597.0,35000.0,-1.0,0.0,282678.0,6045.0,264014.0
2003,,443739.0,224500.0,224500.0,2989300.0,7235.0,75000.0,45000.0,28287.0,22574.0,1992.0,81000.0,690.0,15000.0,185000.0,2000.0,1000.0,717832.0,175000.0,10000.0,19000.0,157.0,255000.0,,94657.0,1300.0,7597900.0,1000.0,3500.0,6357.0,145723.0,700.0,2000.0,44328.0,224828.0,4.0,374500.0,284367.0,3650.0,5.0,70000.0,602000.0,,515943.0,-1.0,205360.0,,140087.0,67802.0,1300.0,19200.0,5111000.0,186405.0,0.0,196500.0,0.0,181000.0,1323.0,6.0,-1.0,4857660.0,1.0,480000.0,1994.0,24380.0,14890.0,337020.0,4500.0,118.0,300.0,15795.0,-1.0,46161.0,220000.0,375000.0,28.0,1392700.0,5111000.0,190.0,,158000.0,170.0,1100.0,0.0,195077.0,40513.0,43706.0,152.0,0.0,12890.0,,30000.0,3556.0,3800.0,-1.0,66754.0,1550.0,27800.0,637329.0,80000.0,140.0,-1.0,10323.0,60634.0,35000.0,-1.0,0.0,269730.0,3142.0,277688.0
2004,,521466.0,198100.0,198100.0,3192600.0,7239.0,75000.0,50000.0,17246.0,35719.0,2420.0,100000.0,641.0,16000.0,200000.0,2000.0,1060.0,1150040.0,295000.0,10000.0,19000.0,2105.0,300000.0,,89124.0,2100.0,8786600.0,2733.0,2800.0,7720.0,254913.0,700.0,2000.0,66258.0,300307.0,4.0,374161.0,293601.0,3700.0,4.0,73000.0,632000.0,,564971.0,-1.0,234181.0,,166673.0,88908.0,1348.0,25000.0,5693000.0,320000.0,0.0,219794.0,0.0,129471.0,1332.0,6.0,-1.0,5284040.0,1.0,525000.0,2972.0,20000.0,16309.0,487560.0,7500.0,16.0,300.0,19877.0,-1.0,43557.0,180000.0,385000.0,28.0,1456250.0,5693000.0,190.0,,164220.0,130.0,1100.0,0.0,331716.0,46259.0,63447.0,156.0,0.0,14400.0,,25500.0,3653.0,3800.0,-1.0,77875.0,1600.0,28000.0,640045.0,80000.0,140.0,-1.0,20985.0,109100.0,35000.0,-1.0,0.0,257564.0,2249.0,306000.0
2005,,621748.0,320900.0,320900.0,3103000.0,11542.0,85000.0,45000.0,17609.0,22000.0,2080.0,129667.0,599.0,16500.0,130000.0,2000.0,1080.0,1263324.0,250000.0,10400.0,19000.0,4055.0,310000.0,,86072.0,2100.0,8677100.0,2624.0,5000.0,5982.0,374700.0,700.0,2000.0,70667.0,275000.0,4.0,364500.0,288655.0,3520.0,3.0,74000.0,659000.0,,550532.0,-1.0,237768.0,,159527.0,93250.0,1303.0,25000.0,5061900.0,225000.0,0.0,201100.0,0.0,232000.0,1308.0,6.0,-1.0,5585770.0,1.0,600000.0,5956.0,27000.0,9267.0,526720.0,7200.0,20.0,783.0,17646.0,-1.0,38254.0,110000.0,310000.0,27.0,1427330.0,5061900.0,190.0,,199920.0,128.0,1100.0,0.0,294000.0,45120.0,88535.0,82.0,0.0,12520.0,,30000.0,3823.0,50.0,-1.0,112163.0,1650.0,25800.0,546880.0,110500.0,140.0,-1.0,30382.0,128244.0,35000.0,-1.0,0.0,285714.0,1119.0,285000.0
2006,,569858.0,335500.0,335500.0,3074900.0,8743.0,110000.0,78400.0,17845.0,18100.0,2560.0,100000.0,571.0,16500.0,75000.0,2000.0,1080.0,898008.0,348500.0,10700.0,19000.0,1237.0,175000.0,,62529.0,5200.0,9142000.0,2650.0,900.0,6263.0,304397.0,700.0,2000.0,55932.0,225000.0,4.0,373872.0,257600.0,3550.0,0.0,75000.0,678000.0,,480474.0,-1.0,215640.0,,116560.0,91787.0,1305.0,24000.0,5815700.0,245000.0,0.0,196400.0,0.0,203000.0,1285.0,6.0,-1.0,5152640.0,0.0,600000.0,2906.0,22250.0,21000.0,200000.0,8000.0,59.0,783.0,10200.0,-1.0,43770.0,91000.0,196490.0,26.0,1448220.0,5815700.0,200.0,,174167.0,105.0,1100.0,0.0,266084.0,45741.0,62233.0,106.0,0.0,13500.0,,31950.0,3872.0,50.0,-1.0,100391.0,1700.0,20900.0,589700.0,111000.0,140.0,-1.0,15388.0,116557.0,35500.0,-1.0,0.0,299197.0,1012.0,300000.0
2007,,378536.0,143600.0,143600.0,3054300.0,8295.0,108000.0,87000.0,18504.0,11000.0,3205.0,74347.0,500.0,16500.0,75000.0,2000.0,950.0,1125256.0,360000.0,12000.0,19000.0,43.0,180000.0,,65238.0,13630.0,9410000.0,2700.0,1800.0,13737.0,393005.0,700.0,2000.0,54497.0,242000.0,3.0,362981.0,252300.0,3789.0,4.0,75000.0,434000.0,,283927.0,-1.0,192790.0,,124500.0,89428.0,1400.0,20000.0,5926100.0,110000.0,0.0,199900.0,0.0,168000.0,1500.0,6.0,-1.0,4244830.0,1.0,642700.0,1426.0,16500.0,19000.0,450000.0,5207.0,50.0,1150.0,12000.0,-1.0,43157.0,100000.0,234490.0,25.0,1448700.0,5926100.0,200.0,,181250.0,105.0,1100.0,0.0,348696.0,34758.0,60673.0,124.0,0.0,11000.0,,35000.0,4000.0,5.0,-1.0,74738.0,1750.0,12100.0,529852.0,114800.0,140.0,-1.0,14491.0,108721.0,36000.0,-1.0,0.0,309028.0,848.0,300000.0
2008,,535325.0,62700.0,62700.0,2819900.0,8000.0,98000.0,43035.0,19096.0,9221.0,2600.0,83658.0,513.0,16500.0,50000.0,2000.0,740.0,1063817.0,400000.0,12000.0,19000.0,70.0,180000.0,,52639.0,7241.0,9410000.0,2900.0,1800.0,11729.0,303383.0,700.0,2000.0,43979.0,131337.0,3.0,250000.0,237130.0,3500.0,17.0,76000.0,427000.0,,198822.0,-1.0,176400.0,,124432.0,70507.0,1556.0,15000.0,5754100.0,66256.0,0.0,174600.0,0.0,147000.0,1215.0,6.0,-1.0,3062980.0,5.0,570400.0,538.0,7600.0,18000.0,574840.0,4607.0,75.0,1610.0,13000.0,-1.0,32515.0,125000.0,209803.0,23.0,1425000.0,5754100.0,200.0,,97479.0,105.0,1400.0,1.0,425000.0,32651.0,69826.0,143.0,0.0,5170.0,,35000.0,3900.0,0.0,,48249.0,1750.0,5800.0,494891.0,102300.0,160.0,-1.0,10959.0,99692.0,36500.0,-1.0,0.0,134000.0,706.0,300000.0
2009,,406278.0,164000.0,164000.0,3105700.0,8000.0,81000.0,39963.0,19664.0,6814.0,2525.0,97144.0,400.0,17000.0,42539.0,2000.0,740.0,811686.0,400000.0,12500.0,19000.0,33.0,80000.0,,58649.0,14029.0,10310000.0,3000.0,1800.0,12622.0,289785.0,700.0,2000.0,40035.0,119462.0,3.0,230000.0,168916.0,2548.0,18.0,60471.0,374580.0,,189751.0,-1.0,163712.0,,105370.0,40639.0,1576.0,15000.0,4951830.0,30000.0,0.0,137500.0,0.0,130000.0,1162.0,6.0,-1.0,3046790.0,6.0,607000.0,310.0,13269.0,18000.0,519350.0,4161.0,100.0,690.0,13000.0,-1.0,22743.0,70000.0,150225.0,22.0,1347100.0,4951830.0,200.0,,129167.0,105.0,1500.0,1.0,325000.0,16902.0,83830.0,162.0,0.0,3930.0,,33000.0,3900.0,0.0,,20643.0,1850.0,9600.0,419873.0,118900.0,180.0,-1.0,11000.0,72049.0,33500.0,-1.0,0.0,140000.0,495.0,300000.0
2010,,462807.0,208300.0,208300.0,2689100.0,8000.0,75000.0,24553.0,19964.0,5981.0,2160.0,85073.0,430.0,17000.0,60314.0,1947.0,740.0,829753.0,130000.0,3500.0,19000.0,73.0,150000.0,,63217.0,19550.0,11142000.0,3000.0,2950.0,10194.0,440872.0,700.0,2000.0,44501.0,155039.0,3.0,250000.0,162428.0,2000.0,18.0,62000.0,398570.0,,250294.0,-1.0,172414.0,,91019.0,27963.0,1528.0,7000.0,4849000.0,13727.0,0.0,134000.0,0.0,145000.0,1140.0,6.0,-1.0,4329660.0,6.0,550000.0,48.0,20571.0,16000.0,421200.0,2996.0,121.0,777.0,14000.0,-1.0,27586.0,80000.0,137086.0,20.0,1342500.0,4849000.0,186.0,,38640.0,105.0,1550.0,1.0,198824.0,26492.0,47209.0,200.0,0.0,3900.0,,33000.0,4000.0,0.0,,30175.0,1900.0,9122.0,480439.0,121000.0,171.0,-1.0,10446.0,112937.0,38000.0,-1.0,0.0,187000.0,558.0,350000.0
2011,,395089.0,588294.0,588294.0,2834500.0,8000.0,85000.0,32200.0,18815.0,13000.0,2055.0,121857.0,440.0,17000.0,99758.0,2271.0,740.0,1405135.0,189000.0,10000.0,19000.0,246.0,175000.0,,67118.0,25760.0,12178000.0,3000.0,2950.0,10238.0,623399.0,700.0,3000.0,44348.0,218451.0,3.0,300000.0,204110.0,2000.0,18.0,66000.0,259560.0,,477817.0,-1.0,175147.0,,117129.0,45811.0,1607.0,20000.0,5037800.0,24845.0,0.0,154300.0,0.0,150000.0,1150.0,5.0,-1.0,3828730.0,6.0,550000.0,176.0,13536.0,15000.0,226506.0,2399.0,135.0,822.0,14600.0,-1.0,26643.0,160000.0,208057.0,19.0,1329200.0,5037800.0,185.0,,42000.0,105.0,1650.0,1.0,246559.0,37277.0,59616.0,209.0,0.0,8630.0,,33000.0,4100.0,0.0,,42829.0,2350.0,9893.0,542000.0,125000.0,169.0,-1.0,23884.0,193485.0,42000.0,-1.0,0.0,220000.0,415.0,325860.0
2012,,531242.0,596497.0,596497.0,2878800.0,8200.0,136000.0,40208.0,17757.0,9000.0,1890.0,314490.0,450.0,17000.0,122020.0,2800.0,740.0,1381919.0,189000.0,10000.0,19000.0,378.0,185000.0,-1.0,69662.0,38407.0,11980000.0,3250.0,2500.0,9565.0,528221.0,560.0,3000.0,46122.0,140011.0,3.0,291469.0,199254.0,2000.0,18.0,67000.0,323440.0,152040.0,521436.0,-1.0,168145.0,,124583.0,50685.0,1498.0,18000.0,4688130.0,50000.0,0.0,144700.0,0.0,195000.0,1100.0,5.0,-1.0,3772440.0,6.0,525000.0,188.0,14000.0,15000.0,322769.0,2322.0,135.0,850.0,16200.0,-1.0,33694.0,74000.0,335141.0,18.0,1308269.0,4688130.0,188.0,,,100.0,1600.0,1.0,251410.0,30924.0,252130.0,250.0,0.0,8510.0,,33000.0,4700.0,0.0,,29217.0,2200.0,6499.0,488503.0,126000.0,155.0,-1.0,11386.0,154995.0,43000.0,-1.0,0.0,225000.0,373.0,209600.0
2013,,629460.0,444000.0,444000.0,2747438.0,658.0,129000.0,24456.0,15024.0,7000.0,2885.0,172160.0,470.0,17000.0,113570.0,2800.0,740.0,943742.0,142857.0,10000.0,19000.0,56.0,210000.0,-1.0,63520.0,39000.0,11690000.0,3300.0,2500.0,8053.0,342755.0,565.0,3000.0,30682.0,120424.0,3.0,272339.0,190925.0,2000.0,18.0,67000.0,415100.0,68460.0,480541.0,-1.0,169094.0,,81116.0,31145.0,1524.0,16000.0,4345630.0,45000.0,0.0,138000.0,0.0,210000.0,1100.0,5.0,-1.0,3053140.0,6.0,550000.0,157.0,14500.0,13000.0,450000.0,2895.0,175.0,850.0,17000.0,-1.0,32260.0,52000.0,347022.0,20.0,1308750.0,4345630.0,187.0,,,100.0,1600.0,1.0,219078.0,23437.0,184513.0,260.0,0.0,6090.0,,36300.0,4700.0,0.0,,23368.0,2200.0,2750.0,450890.0,126000.0,150.0,-1.0,9294.0,124050.0,43000.0,-1.0,0.0,450000.0,236.0,226800.0
2014,,651294.0,390031.0,390031.0,2961263.0,678.0,123000.0,24322.0,14375.0,8000.0,1415.0,124888.0,500.0,18000.0,130000.0,3000.0,740.0,1129399.0,157000.0,10000.0,20000.0,60.0,260000.0,-1.0,74265.0,40000.0,13083000.0,3300.0,2950.0,7855.0,512821.0,570.0,3000.0,33516.0,155054.0,3.0,280350.0,177637.0,2086.0,18.0,68000.0,439300.0,65600.0,539652.0,-1.0,162439.0,,80000.0,31450.0,1551.0,16000.0,4222300.0,14000.0,0.0,127563.0,0.0,200000.0,1100.0,5.0,-1.0,3782560.0,6.0,540000.0,14.0,15500.0,14000.0,311179.0,3007.0,130.0,850.0,17000.0,-1.0,25057.0,72000.0,405400.0,20.0,1301100.0,4222300.0,185.0,,,105.0,1600.0,1.0,180000.0,23340.0,123019.0,260.0,0.0,6916.0,,35000.0,4850.0,0.0,,22918.0,2200.0,2433.0,466839.0,126000.0,150.0,-1.0,9037.0,183553.0,43000.0,-1.0,0.0,420000.0,287.0,234400.0
