,USSR,Burkina Faso,France,Fiji,Australia,Panama,Pakistan,French Guiana,Thailand,Belize,Ethiopia,Kenya,Guyana,Romania,Lao People's Democratic Republic,Zambia,Solomon Islands,Peru,Papua New Guinea,Somalia,Suriname,Togo,Albania,Brazil,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Australia & New Zealand,El Salvador,Hungary,Chad,Colombia,Spain,Central African Republic,India,Jamaica,Ecuador,Swaziland,Indonesia,Argentina,Turkey,Angola,Egypt,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Tajikistan,Haiti,Republic of Korea,Democratic Republic of the Congo,Nigeria,Mali,Congo,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Puerto Rico,Iran (Islamic Republic of),Kazakhstan,Gambia,Ghana,"China, mainland",Algeria,Guinea-Bissau,Rwanda,Cameroon,Guatemala,Cuba,Pacific Islands Trust Territory,United States of America,Bhutan,Turkmenistan,Micronesia (Federated States of),Philippines,Iraq,Madagascar,Timor-Leste,United Republic of Tanzania,Burundi,Nepal,Costa Rica,Bangladesh,Italy,Senegal,Mauritius,Uganda,Comoros,Benin,Uzbekistan,China,Cambodia,Sudan (former),Morocco,Chile,Honduras,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Malawi,"China, Taiwan Province of",Réunion,Japan,Afghanistan,Trinidad and Tobago,Saudi Arabia,Sudan,Azerbaijan,Nicaragua,Viet Nam,Mauritania,Russian Federation,Micronesia,Portugal,Bolivia (Plurinational State of),Paraguay,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Brunei Darussalam,Mexico,Guinea,Sierra Leone,Sri Lanka,Côte d'Ivoire,South Africa,Bulgaria,Myanmar,Ukraine,Liberia
2002,,19010.0,56910.0,24249.0,82778.0,23156.0,30192.0,27114.0,28996.0,26183.0,20016.0,34615.0,41253.0,12000.0,32739.0,12857.0,45984.0,66876.0,19055.0,60000.0,39227.0,21627.0,,33241.0,9336.0,33517.0,20000.0,37505.0,82778.0,59384.0,46448.0,12994.0,48001.0,72172.0,14891.0,26163.0,9091.0,38746.0,40628.0,44691.0,57197.0,60000.0,13198.0,93889.0,25620.0,47380.0,32385.0,73778.0,28523.0,20000.0,63495.0,7550.0,13400.0,19712.0,7001.0,48593.0,,,,47267.0,30288.0,20452.0,22799.0,61889.0,12921.0,12921.0,32658.0,11137.0,24901.0,34959.0,,73730.0,19987.0,19048.0,11629.0,32797.0,25000.0,21414.0,15330.0,17408.0,32629.0,26754.0,39623.0,34902.0,62700.0,22676.0,,15000.0,12023.0,22232.0,27189.0,61855.0,19164.0,16800.0,41453.0,50724.0,23573.0,58632.0,22613.0,31290.0,21574.0,16425.0,58774.0,30705.0,65823.0,28741.0,12940.0,,,46532.0,31853.0,45903.0,45602.0,37663.0,11629.0,57862.0,19976.0,38841.0,,49754.0,7294.0,45027.0,17289.0,10049.0,34889.0,19001.0,23767.0,43099.0,34172.0,39894.0,9167.0
2003,,19997.0,56052.0,23852.0,95580.0,23600.0,29551.0,39043.0,28998.0,29100.0,18056.0,37568.0,42276.0,24095.0,31403.0,14091.0,32076.0,67942.0,18997.0,60000.0,36945.0,21700.0,,32490.0,9790.0,30454.0,20000.0,38425.0,95580.0,67816.0,43727.0,13266.0,48536.0,72766.0,20483.0,31177.0,10769.0,38726.0,41739.0,45426.0,54002.0,57231.0,13768.0,97484.0,24244.0,42551.0,33596.0,69957.0,34604.0,19982.0,60542.0,7550.0,14100.0,22974.0,7059.0,46314.0,,,,47639.0,32735.0,18062.0,20411.0,60607.0,12791.0,13597.0,36665.0,11870.0,22410.0,34985.0,,74759.0,22871.0,26071.0,11753.0,33696.0,30508.0,22962.0,15025.0,17670.0,31413.0,26753.0,33979.0,35768.0,64129.0,26397.0,,15349.0,12023.0,23143.0,27579.0,60606.0,21012.0,19685.0,49706.0,49893.0,35379.0,59042.0,24138.0,30069.0,22006.0,16212.0,60571.0,32008.0,58498.0,29931.0,9052.0,,,47042.0,32002.0,46387.0,37441.0,31527.0,11753.0,57602.0,29983.0,36383.0,,46650.0,7928.0,45550.0,17384.0,10128.0,33696.0,19410.0,24041.0,42001.0,35457.0,37500.0,8333.0
2004,,15047.0,57098.0,23538.0,83305.0,18707.0,29914.0,28807.0,28559.0,34056.0,18462.0,37280.0,43181.0,40056.0,32831.0,13751.0,31250.0,64401.0,19001.0,60000.0,35596.0,21228.0,,35565.0,9604.0,33400.0,20000.0,40652.0,83305.0,66430.0,34097.0,9705.0,48038.0,72015.0,19938.0,29756.0,14286.0,42187.0,41187.0,45365.0,62661.0,70000.0,11584.0,98384.0,24120.0,51676.0,33260.0,79524.0,36408.0,20508.0,67291.0,7550.0,14199.0,15922.0,6900.0,42971.0,,,,41580.0,36153.0,20375.0,20253.0,63107.0,12835.0,13722.0,37964.0,12416.0,24087.0,30977.0,,78328.0,28816.0,22000.0,12000.0,35130.0,28409.0,24475.0,15215.0,17263.0,32924.0,28573.0,31749.0,35359.0,66317.0,24758.0,,13011.0,12022.0,26137.0,27413.0,63085.0,19773.0,47619.0,67045.0,47898.0,41050.0,67712.0,23152.0,30052.0,22537.0,11681.0,60486.0,33334.0,64150.0,23744.0,9556.0,,,39810.0,35103.0,48553.0,46995.0,37685.0,12000.0,58332.0,21771.0,40323.0,,48787.0,8190.0,44631.0,17479.0,10037.0,36516.0,19989.0,24321.0,49596.0,38175.0,37746.0,9167.0
2005,,17791.0,57314.0,23733.0,66168.0,21475.0,31742.0,19904.0,29625.0,48655.0,18016.0,39321.0,39400.0,41989.0,34890.0,12864.0,30000.0,68971.0,19098.0,51051.0,35984.0,22090.0,,33691.0,9701.0,39644.0,19999.0,44282.0,66168.0,72118.0,35426.0,13540.0,48388.0,69166.0,20087.0,31537.0,30000.0,38990.0,40634.0,45739.0,60165.0,70588.0,6977.0,99874.0,24286.0,52704.0,34221.0,72401.0,32844.0,20270.0,65682.0,7550.0,14302.0,22845.0,5789.0,42047.0,,,,43573.0,33522.0,10034.0,23917.0,62601.0,13002.0,15129.0,44673.0,12971.0,25415.0,28900.0,,74245.0,26896.0,21818.0,12252.0,35876.0,28879.0,27140.0,14722.0,16634.0,34144.0,27825.0,33169.0,37814.0,63074.0,28542.0,,15000.0,12000.0,27100.0,32717.0,62527.0,24793.0,34014.0,68000.0,46677.0,37417.0,66005.0,23168.0,29517.0,23068.0,8424.0,54540.0,34651.0,66483.0,30313.0,10410.0,,,35903.0,33106.0,48891.0,38919.0,42034.0,12252.0,55381.0,25440.0,30448.0,,46510.0,8728.0,50653.0,17575.0,11354.0,35465.0,19932.0,24592.0,44801.0,37491.0,43458.0,12900.0
2006,,25724.0,55331.0,23149.0,101313.0,24292.0,31604.0,17055.0,29160.0,40711.0,17511.0,28062.0,45906.0,32993.0,35855.0,9726.0,33505.0,68732.0,19195.0,51054.0,41296.0,24830.0,,38798.0,9295.0,37082.0,,42484.0,101313.0,73941.0,32342.0,13183.0,45717.0,67992.0,16000.0,31759.0,20000.0,41986.0,40082.0,46201.0,70610.0,70232.0,4947.0,100750.0,24368.0,55265.0,33907.0,77137.0,31415.0,20755.0,66010.0,7550.0,14833.0,25534.0,5946.0,46865.0,,,,41426.0,32966.0,16910.0,20000.0,62031.0,12782.0,16308.0,44843.0,12905.0,27481.0,30400.0,,77313.0,27461.0,24107.0,12508.0,36844.0,28867.0,27667.0,12313.0,19031.0,33322.0,27166.0,39744.0,38541.0,62772.0,22401.0,,13628.0,11765.0,26383.0,36322.0,62006.0,24893.0,36708.0,68000.0,57296.0,49229.0,72893.0,24000.0,29633.0,23600.0,17576.0,59199.0,35949.0,63359.0,33750.0,8267.0,,,42375.0,36392.0,48943.0,44809.0,43573.0,12508.0,57953.0,26512.0,30000.0,,49503.0,8091.0,47857.0,17672.0,14317.0,36705.0,19349.0,24853.0,44080.0,38301.0,46065.0,12615.0
2007,,17002.0,50773.0,26735.0,81500.0,23817.0,33176.0,25791.0,30087.0,47885.0,18433.0,28715.0,43314.0,34023.0,37233.0,15126.0,30011.0,66817.0,19292.0,61538.0,42534.0,22836.0,,38260.0,9800.0,31201.0,19999.0,32045.0,81500.0,74651.0,37891.0,12486.0,49020.0,71228.0,15000.0,32924.0,29545.0,43555.0,39530.0,47052.0,65604.0,69084.0,5143.0,97675.0,26731.0,61322.0,35277.0,76337.0,30707.0,22491.0,62736.0,7550.0,12999.0,27621.0,5789.0,48112.0,,,,43257.0,33678.0,6861.0,17015.0,64329.0,13381.0,18156.0,41320.0,10000.0,25405.0,32300.0,,80917.0,27043.0,22633.0,11111.0,38008.0,31630.0,28268.0,15105.0,24048.0,33767.0,25570.0,38036.0,40833.0,66240.0,24078.0,,13613.0,12143.0,27399.0,35945.0,64223.0,26216.0,36800.0,73667.0,50663.0,50483.0,78796.0,23059.0,28236.0,24131.0,19481.0,52417.0,37221.0,65111.0,32471.0,11059.0,,,33886.0,39482.0,49869.0,47221.0,44875.0,11111.0,58067.0,20711.0,30952.0,,50514.0,7255.0,41536.0,17769.0,13600.0,38337.0,17012.0,25107.0,47375.0,39260.0,54000.0,14488.0
2008,,24355.0,57599.0,22838.0,80000.0,28767.0,35199.0,25790.0,29626.0,34760.0,20499.0,13076.0,42321.0,49326.0,37772.0,13833.0,25455.0,73089.0,19389.0,49663.0,41892.0,23441.0,,42311.0,4675.0,18299.0,20000.0,50176.0,80000.0,79373.0,39404.0,15314.0,48887.0,69220.0,15000.0,32509.0,33333.0,40639.0,38978.0,48948.0,68278.0,75716.0,5084.0,97349.0,23059.0,62413.0,35836.0,67355.0,52616.0,20755.0,69123.0,7550.0,17544.0,33660.0,6190.0,48268.0,,,,39285.0,33736.0,11265.0,22735.0,65602.0,13955.0,18098.0,44432.0,10000.0,37080.0,28036.0,,76731.0,39983.0,22000.0,13485.0,37703.0,29281.0,30495.0,17587.0,16004.0,32203.0,27750.0,40974.0,41441.0,61949.0,32572.0,30793.0,13895.0,11765.0,31715.0,31543.0,65535.0,27457.0,44630.0,69563.0,57920.0,51911.0,78989.0,22951.0,28548.0,24662.0,18200.0,57757.0,38456.0,67786.0,32211.0,12269.0,,,27973.0,40055.0,52336.0,47631.0,46029.0,13485.0,57300.0,21737.0,42720.0,,51881.0,7008.0,44619.0,19308.0,14300.0,36800.0,18541.0,25354.0,76646.0,40324.0,50859.0,15534.0
2009,,23154.0,57086.0,28712.0,81500.0,22619.0,35845.0,19894.0,28826.0,45021.0,21602.0,19333.0,44351.0,54262.0,38419.0,16390.0,22727.0,73926.0,19487.0,47273.0,42092.0,26540.0,,44049.0,9835.0,14316.0,20000.0,41054.0,81500.0,69016.0,43223.0,10487.0,46956.0,76593.0,15000.0,32366.0,40541.0,40004.0,38425.0,49985.0,68842.0,77768.0,6028.0,95930.0,26846.0,63686.0,37205.0,70690.0,43558.0,22313.0,70335.0,7550.0,19306.0,29563.0,6522.0,42862.0,,,,39883.0,35409.0,10822.0,24109.0,65853.0,14594.0,20368.0,56178.0,27475.0,27965.0,26123.0,,79413.0,27993.0,19643.0,14201.0,35890.0,31511.0,35056.0,30970.0,16568.0,32680.0,29074.0,41001.0,42404.0,67941.0,36022.0,29556.0,23926.0,12150.0,27585.0,55543.0,65820.0,28363.0,35697.0,64154.0,53763.0,49376.0,80100.0,22857.0,33041.0,25191.0,21259.0,61989.0,39646.0,65222.0,32250.0,11398.0,,,25279.0,45355.0,52372.0,39894.0,51435.0,14201.0,56772.0,22001.0,43000.0,,47758.0,5147.0,48502.0,16705.0,17800.0,38748.0,18224.0,25595.0,66617.0,40557.0,58327.0,11835.0
2010,,20238.0,54269.0,25259.0,104074.0,21660.0,30589.0,18938.0,28837.0,43685.0,30273.0,42384.0,42329.0,49656.0,35909.0,16778.0,20749.0,72850.0,19584.0,52000.0,42329.0,23228.0,,41271.0,11365.0,14940.0,20000.0,42561.0,104074.0,70136.0,29465.0,13415.0,41223.0,75936.0,23353.0,33587.0,47397.0,43399.0,37873.0,50153.0,57646.0,86899.0,7403.0,94217.0,23550.0,62303.0,36361.0,67500.0,51740.0,23216.0,65138.0,7572.0,18386.0,48868.0,6242.0,45646.0,,,,44187.0,39697.0,11595.0,27126.0,65530.0,15302.0,20818.0,51833.0,10936.0,34919.0,25755.0,,75375.0,31400.0,17724.0,14915.0,36224.0,32482.0,36249.0,30898.0,23323.0,28209.0,27164.0,40318.0,43422.0,61219.0,41033.0,28299.0,25070.0,12632.0,26558.0,57611.0,65481.0,29697.0,36484.0,68270.0,38599.0,57287.0,70954.0,22774.0,32935.0,25718.0,18631.0,59501.0,40781.0,65135.0,32308.0,11398.0,,,23963.0,51406.0,53416.0,52310.0,52795.0,14915.0,58488.0,22757.0,52998.0,,42908.0,5801.0,51901.0,11008.0,18700.0,40558.0,30546.0,25830.0,47863.0,40666.0,50512.0,11786.0
2011,,17676.0,59817.0,24915.0,95441.0,25640.0,23959.0,60000.0,31013.0,42831.0,28914.0,39676.0,44038.0,51504.0,37513.0,17974.0,21964.0,72980.0,19681.0,35583.0,41331.0,25101.0,,48956.0,11366.0,13976.0,20000.0,43415.0,95441.0,54783.0,32411.0,14296.0,39589.0,75800.0,16000.0,35878.0,43064.0,44792.0,37321.0,49802.0,67901.0,90543.0,8914.0,95670.0,23696.0,59920.0,37468.0,78704.0,58186.0,23882.0,65774.0,7565.0,20325.0,20971.0,6068.0,50057.0,,,,35717.0,37166.0,12168.0,23495.0,66873.0,16075.0,18712.0,55195.0,13464.0,30985.0,27225.0,,79210.0,32382.0,16917.0,15621.0,36776.0,35762.0,37871.0,27642.0,20086.0,26926.0,29805.0,34392.0,43917.0,60452.0,37171.0,26333.0,25889.0,12619.0,39362.0,52203.0,66862.0,29574.0,37202.0,70236.0,51899.0,57761.0,83827.0,22704.0,30898.0,26242.0,19125.0,65536.0,41854.0,66624.0,32000.0,11404.0,,,20947.0,41177.0,55383.0,50958.0,50944.0,15621.0,58855.0,24009.0,51936.0,,47829.0,9227.0,50962.0,11567.0,18700.0,35699.0,22993.0,26061.0,50563.0,38338.0,57399.0,11947.0
2012,,23336.0,59517.0,25026.0,89098.0,22493.0,23977.0,60000.0,31781.0,45437.0,28950.0,46643.0,45279.0,44995.0,37367.0,17255.0,20770.0,77851.0,19778.0,48691.0,43622.0,16724.0,,47860.0,2807.0,10189.0,20000.0,50817.0,89098.0,63968.0,38074.0,12211.0,48066.0,79739.0,30000.0,36909.0,48762.0,42178.0,36769.0,51360.0,66617.0,73505.0,7703.0,95296.0,22863.0,52322.0,37972.0,74907.0,62517.0,24524.0,63652.0,7567.0,18971.0,31030.0,6079.0,41266.0,,,,41404.0,37703.0,8526.0,25386.0,67411.0,16667.0,17399.0,57193.0,14217.0,28882.0,31651.0,,83487.0,36893.0,14982.0,17778.0,38449.0,45468.0,37933.0,28451.0,22525.0,21041.0,33120.0,37914.0,44206.0,68133.0,39892.0,26893.0,23043.0,12273.0,32960.0,42925.0,67392.0,30892.0,,76015.0,62435.0,59734.0,78513.0,22581.0,32219.0,27419.0,18453.0,65202.0,43333.0,67388.0,24390.0,8768.0,,31746.0,22249.0,37753.0,56353.0,49788.0,54900.0,17778.0,59995.0,30137.0,49500.0,,49924.0,9772.0,56231.0,12000.0,15900.0,36057.0,23515.0,27273.0,55605.0,37951.0,61938.0,12981.0
2013,,21993.0,394000.0,25183.0,102177.0,23665.0,24373.0,60000.0,31463.0,52229.0,27310.0,39955.0,49988.0,47194.0,38315.0,11617.0,19534.0,77112.0,19875.0,14723.0,44965.0,28233.0,,50071.0,4733.0,40379.0,20000.0,53035.0,102177.0,61615.0,32727.0,17377.0,38371.0,78169.0,21918.0,36070.0,42000.0,38210.0,36603.0,51520.0,67187.0,81382.0,12744.0,95865.0,22824.0,59916.0,38763.0,80310.0,66592.0,28789.0,67638.0,7582.0,16454.0,36576.0,6024.0,45123.0,,,,43363.0,38512.0,10501.0,26378.0,67173.0,17778.0,15535.0,53362.0,11641.0,29540.0,34000.0,,86232.0,36985.0,13788.0,17368.0,38852.0,47162.0,39699.0,31192.0,23643.0,19130.0,31709.0,33822.0,45317.0,66342.0,40181.0,21250.0,23011.0,12889.0,30317.0,76505.0,67099.0,31629.0,,75433.0,62051.0,61334.0,78812.0,22581.0,34438.0,27419.0,19174.0,58835.0,43333.0,67280.0,24980.0,11404.0,,33060.0,22808.0,41563.0,55728.0,49522.0,49473.0,17368.0,59699.0,26633.0,63000.0,,50436.0,9664.0,54252.0,12500.0,18700.0,38897.0,24431.0,26087.0,54945.0,38374.0,59938.0,13092.0
2014,,24088.0,500749.0,25339.0,106827.0,27813.0,24226.0,47004.0,30586.0,46309.0,28148.0,39543.0,52715.0,35505.0,41786.0,14949.0,18297.0,75953.0,19973.0,11658.0,44341.0,17633.0,,52013.0,4137.0,42426.0,20000.0,50019.0,106827.0,58935.0,32958.0,15699.0,47836.0,77985.0,21082.0,35845.0,36667.0,38967.0,36932.0,51348.0,65042.0,74856.0,14064.0,95300.0,22297.0,58949.0,38350.0,74837.0,71808.0,25366.0,69131.0,7586.0,21752.0,31670.0,5969.0,44021.0,,,,43478.0,39569.0,7041.0,26964.0,68152.0,17778.0,15647.0,30594.0,10714.0,29730.0,34085.0,,84919.0,37635.0,13024.0,16520.0,40019.0,51049.0,41357.0,31186.0,27382.0,28393.0,33942.0,39467.0,46226.0,63148.0,41417.0,28786.0,24947.0,12755.0,31393.0,77412.0,68115.0,32647.0,,75000.0,60221.0,64796.0,80544.0,22650.0,35016.0,27431.0,16946.0,63907.0,44142.0,66978.0,24409.0,8771.0,,10821.0,24646.0,43399.0,57538.0,51348.0,53621.0,16520.0,58191.0,24201.0,67000.0,,51106.0,8362.0,57123.0,12969.0,19625.0,38377.0,24285.0,26512.0,49040.0,38915.0,49882.0,13216.0
