,USSR,Burkina Faso,France,Fiji,Australia,Panama,Pakistan,French Guiana,Thailand,Belize,Ethiopia,Kenya,Guyana,Romania,Lao People's Democratic Republic,Zambia,Solomon Islands,Peru,Papua New Guinea,Somalia,Suriname,Togo,Albania,Brazil,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Australia & New Zealand,El Salvador,Hungary,Chad,Colombia,Spain,Central African Republic,India,Jamaica,Ecuador,Swaziland,Indonesia,Argentina,Turkey,Angola,Egypt,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Tajikistan,Haiti,Republic of Korea,Democratic Republic of the Congo,Nigeria,Mali,Congo,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Puerto Rico,Iran (Islamic Republic of),Kazakhstan,Gambia,Ghana,"China, mainland",Algeria,Guinea-Bissau,Rwanda,Cameroon,Guatemala,Cuba,Pacific Islands Trust Territory,United States of America,Bhutan,Turkmenistan,Micronesia (Federated States of),Philippines,Iraq,Madagascar,Timor-Leste,United Republic of Tanzania,Burundi,Nepal,Costa Rica,Bangladesh,Italy,Senegal,Mauritius,Uganda,Comoros,Benin,Uzbekistan,China,Cambodia,Sudan (former),Morocco,Chile,Honduras,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Malawi,"China, Taiwan Province of",Réunion,Japan,Afghanistan,Trinidad and Tobago,Saudi Arabia,Sudan,Azerbaijan,Nicaragua,Viet Nam,Mauritania,Russian Federation,Micronesia,Portugal,Bolivia (Plurinational State of),Paraguay,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Brunei Darussalam,Mexico,Guinea,Sierra Leone,Sri Lanka,Côte d'Ivoire,South Africa,Bulgaria,Myanmar,Ukraine,Liberia
1981,36498.0,11461.0,37925.0,20735.0,71698.0,19545.0,26035.0,10784.0,19521.0,27266.0,,39402.0,31364.0,23850.0,15498.0,4985.0,34415.0,47253.0,26583.0,34211.0,39638.0,8018.0,34750.0,13485.0,8211.0,18792.0,15000.0,45446.0,71698.0,36205.0,29930.0,10950.0,42772.0,64348.0,11231.0,19623.0,24900.0,33090.0,25000.0,34934.0,35000.0,45361.0,9091.0,55675.0,25261.0,,28409.0,54367.0,,23160.0,58410.0,8161.0,20683.0,11658.0,10519.0,36035.0,50000.0,47782.0,98462.0,35366.0,,14209.0,8362.0,43280.0,28571.0,8889.0,34411.0,23618.0,21429.0,31917.0,11071.0,54015.0,20500.0,,,22977.0,29761.0,16970.0,20000.0,7143.0,20000.0,19746.0,27809.0,19545.0,52868.0,16748.0,52917.0,12500.0,10833.0,10408.0,,43315.0,11314.0,11429.0,37192.0,31764.0,17275.0,53058.0,5974.0,,24175.0,15762.0,45044.0,,56295.0,22414.0,33591.0,,,,39412.0,21966.0,42992.0,,11071.0,44382.0,15976.0,19064.0,,28005.0,13643.0,40597.0,17078.0,12500.0,26462.0,11471.0,23077.0,44741.0,29419.0,,12810.0
1982,35586.0,17040.0,50185.0,21250.0,67480.0,18553.0,26121.0,10112.0,18880.0,23752.0,,39399.0,30781.0,21762.0,14825.0,8905.0,33024.0,45640.0,27778.0,31667.0,41495.0,5741.0,29750.0,16158.0,8421.0,20396.0,15385.0,31406.0,67480.0,31656.0,37950.0,5636.0,42693.0,59453.0,10638.0,18497.0,26713.0,29180.0,32087.0,37363.0,38486.0,45249.0,9091.0,56656.0,24248.0,,27619.0,53140.0,,22680.0,61510.0,8118.0,20833.0,8404.0,10481.0,43390.0,50000.0,48154.0,98462.0,33223.0,,12390.0,5902.0,48913.0,28571.0,7213.0,34934.0,27923.0,28232.0,34489.0,11310.0,52791.0,20172.0,,,26342.0,28356.0,16580.0,20000.0,10667.0,25714.0,14489.0,18966.0,20145.0,57082.0,17669.0,33333.0,12667.0,10833.0,11296.0,,48888.0,12068.0,5000.0,36400.0,35492.0,14564.0,60315.0,2608.0,,22500.0,16444.0,47641.0,,56881.0,21994.0,33584.0,,,,41368.0,25194.0,50000.0,,11310.0,42572.0,15961.0,20096.0,,26756.0,14825.0,32890.0,17081.0,13088.0,28896.0,12857.0,23077.0,45545.0,31505.0,,13524.0
1983,37321.0,18568.0,54286.0,18108.0,67532.0,20386.0,25065.0,25658.0,20351.0,25857.0,,39400.0,32490.0,30109.0,15851.0,13731.0,36934.0,41944.0,23077.0,39000.0,36535.0,4624.0,36111.0,15155.0,8200.0,20180.0,13333.0,32000.0,67532.0,34353.0,37450.0,4712.0,42622.0,54902.0,13043.0,21833.0,39021.0,28835.0,34706.0,38530.0,36602.0,45000.0,8889.0,57730.0,22331.0,,26041.0,57533.0,,24788.0,61926.0,8527.0,20317.0,11495.0,10238.0,47671.0,50000.0,43687.0,99413.0,28305.0,,17635.0,10000.0,50961.0,26667.0,7083.0,28612.0,50942.0,37127.0,34718.0,10714.0,51532.0,20000.0,,,23227.0,22597.0,18057.0,20000.0,15583.0,25714.0,20664.0,33720.0,22345.0,55956.0,20871.0,60417.0,12941.0,10833.0,7172.0,,50918.0,12649.0,9921.0,23412.0,37976.0,21255.0,46057.0,3280.0,,20000.0,12777.0,48706.0,,57008.0,22581.0,33574.0,,,,38907.0,26272.0,53659.0,,10714.0,41181.0,14167.0,21428.0,,27339.0,15797.0,31580.0,17084.0,12438.0,31977.0,9474.0,23077.0,47625.0,30666.0,,12303.0
1984,36915.0,19486.0,38696.0,21304.0,53260.0,18766.0,24883.0,32089.0,20670.0,22508.0,,40486.0,31000.0,33333.0,20166.0,10608.0,29178.0,48426.0,22222.0,32308.0,40387.0,8417.0,35000.0,16869.0,8400.0,25233.0,21818.0,34000.0,53260.0,41316.0,24768.0,3862.0,46235.0,60329.0,16602.0,21272.0,34275.0,31433.0,87254.0,39060.0,37419.0,43786.0,8889.0,54058.0,22787.0,,25187.0,63333.0,,22581.0,64754.0,8752.0,20000.0,6620.0,10650.0,43366.0,50000.0,39977.0,80550.0,33608.0,,25660.0,9420.0,53726.0,26667.0,10500.0,29549.0,33044.0,27729.0,34543.0,11310.0,55523.0,21560.0,,,24300.0,27765.0,18213.0,20069.0,13104.0,30000.0,19678.0,30793.0,21454.0,55925.0,20552.0,56122.0,11765.0,10154.0,12040.0,,53634.0,12883.0,9524.0,25222.0,41377.0,27225.0,43133.0,14380.0,,27699.0,15917.0,48419.0,,64138.0,22416.0,22395.0,,,,33642.0,27323.0,43927.0,,11310.0,44830.0,14381.0,21836.0,,26998.0,15571.0,38693.0,17087.0,15809.0,27316.0,12506.0,23077.0,38198.0,30981.0,,12867.0
1985,35757.0,18144.0,54964.0,23663.0,70936.0,20648.0,23499.0,38023.0,20608.0,22749.0,,26700.0,32935.0,36436.0,21028.0,10497.0,27438.0,45575.0,20000.0,40769.0,39950.0,6998.0,40000.0,18980.0,8600.0,27524.0,25000.0,32760.0,70936.0,39844.0,33871.0,5287.0,46994.0,61980.0,16839.0,23292.0,30364.0,26508.0,75000.0,39418.0,36782.0,45166.0,8333.0,59478.0,24165.0,,26648.0,61549.0,,23490.0,63514.0,8020.0,21343.0,11569.0,10222.0,44764.0,50000.0,39977.0,30212.0,37111.0,,19091.0,11765.0,52563.0,26667.0,17500.0,16000.0,47375.0,26374.0,32935.0,11250.0,60704.0,19375.0,,,25879.0,28348.0,18400.0,20000.0,18081.0,44150.0,20161.0,30352.0,21693.0,60520.0,18810.0,45000.0,13571.0,10156.0,12783.0,,52498.0,12497.0,10556.0,28833.0,40667.0,25983.0,49535.0,14300.0,,17241.0,16468.0,48784.0,,62246.0,22482.0,20831.0,,,,35284.0,27761.0,50000.0,,11250.0,48355.0,15352.0,24925.0,,26095.0,12394.0,37305.0,17090.0,12652.0,30777.0,12000.0,23077.0,42464.0,30718.0,,12525.0
1986,38747.0,16802.0,51299.0,21215.0,64750.0,20925.0,25320.0,33602.0,20522.0,28784.0,,31491.0,32825.0,35324.0,22588.0,10772.0,27601.0,45045.0,18182.0,37188.0,39921.0,11508.0,36667.0,18610.0,9300.0,27283.0,22000.0,37008.0,64750.0,38985.0,39930.0,8083.0,46774.0,63245.0,10693.0,22052.0,31802.0,25275.0,75000.0,39773.0,38849.0,50000.0,8333.0,57747.0,22210.0,,26399.0,67222.0,,24566.0,63688.0,8020.0,20233.0,11812.0,13650.0,46592.0,50000.0,51073.0,32582.0,37873.0,,16071.0,9146.0,53376.0,26957.0,20000.0,23444.0,45000.0,33402.0,33442.0,11250.0,63340.0,18000.0,,,27173.0,28127.0,18780.0,20000.0,20006.0,30837.0,17790.0,30638.0,21783.0,59344.0,19977.0,54688.0,11053.0,10156.0,12119.0,,53272.0,13770.0,10667.0,45511.0,39559.0,24971.0,47842.0,29100.0,,25724.0,16354.0,46966.0,18750.0,63218.0,22400.0,21768.0,,,,30530.0,28060.0,50000.0,,11250.0,44630.0,14833.0,20066.0,,25900.0,21359.0,34595.0,17094.0,15447.0,30944.0,11002.0,23077.0,47064.0,30279.0,,12355.0
1987,36956.0,11516.0,49782.0,19201.0,57247.0,21712.0,24765.0,40898.0,20147.0,25517.0,,31034.0,32515.0,25839.0,22272.0,9486.0,,50927.0,18182.0,33333.0,38170.0,14963.0,32121.0,17375.0,8571.0,24498.0,12500.0,34403.0,57247.0,35987.0,30073.0,9131.0,53501.0,63284.0,11583.0,21991.0,20668.0,28299.0,75000.0,40391.0,39185.0,51887.0,6667.0,58265.0,19174.0,,24686.0,68500.0,,24166.0,60173.0,8030.0,23893.0,14506.0,11764.0,44775.0,50000.0,50749.0,30262.0,34220.0,,12825.0,11208.0,54130.0,27083.0,21000.0,21090.0,43400.0,25283.0,30401.0,11250.0,62271.0,17568.0,,,26229.0,27986.0,19836.0,21305.0,18355.0,23333.0,20950.0,30281.0,22399.0,56128.0,18265.0,28571.0,12500.0,10156.0,11704.0,,54035.0,13248.0,10000.0,55000.0,39451.0,28557.0,42253.0,28744.0,,20900.0,14905.0,47907.0,18750.0,61901.0,20000.0,24478.0,,,,32883.0,26954.0,46856.0,,11250.0,43215.0,17574.0,25731.0,,27350.0,10630.0,38175.0,17097.0,13030.0,31318.0,11328.0,23077.0,37475.0,30424.0,,12623.0
1988,38703.0,17868.0,52243.0,23989.0,72201.0,21820.0,23511.0,39424.0,21465.0,27755.0,,35714.0,30731.0,26857.0,19118.0,9158.0,,51505.0,18182.0,24000.0,38154.0,11382.0,27594.0,19806.0,8857.0,30057.0,30000.0,33008.0,72201.0,41530.0,36236.0,23363.0,45640.0,63404.0,14721.0,25486.0,43492.0,33187.0,75000.0,41108.0,41810.0,51497.0,6667.0,60637.0,23849.0,,25251.0,56818.0,,22316.0,65550.0,8030.0,19990.0,12445.0,11258.0,42093.0,50000.0,41116.0,30189.0,30356.0,,15351.0,18340.0,52868.0,27925.0,20145.0,21051.0,46591.0,28947.0,32273.0,11250.0,61801.0,16574.0,,,26442.0,27855.0,19343.0,21562.0,17837.0,35000.0,22635.0,35211.0,22805.0,55098.0,18577.0,40000.0,13529.0,10156.0,13635.0,,52819.0,13699.0,10000.0,44507.0,41710.0,23595.0,47077.0,26000.0,,19958.0,14265.0,49503.0,18750.0,58858.0,19056.0,26711.0,,,,29005.0,29613.0,41659.0,,11250.0,42665.0,17820.0,24369.0,28000.0,28352.0,21685.0,36042.0,17100.0,12713.0,30367.0,12004.0,23077.0,32269.0,29084.0,,12766.0
1989,34329.0,20541.0,60368.0,24209.0,82990.0,23565.0,22925.0,40830.0,20853.0,12117.0,,39859.0,34014.0,14239.0,23552.0,9159.0,,51166.0,18750.0,30308.0,37345.0,13931.0,31296.0,20993.0,8636.0,34147.0,30000.0,34000.0,82990.0,41069.0,23713.0,27888.0,40748.0,58410.0,15485.0,26160.0,33506.0,31247.0,75000.0,42470.0,46711.0,50000.0,7500.0,64825.0,24079.0,,26251.0,65964.0,,22125.0,64456.0,8050.0,19994.0,14626.0,11062.0,45350.0,50000.0,45370.0,32000.0,35723.0,,15111.0,10293.0,55085.0,27925.0,20176.0,26231.0,54668.0,29693.0,32038.0,11250.0,64466.0,16538.0,,,27046.0,31863.0,20768.0,25873.0,18646.0,33333.0,23657.0,36313.0,25562.0,60461.0,21206.0,40000.0,14063.0,11538.0,13752.0,,55005.0,14358.0,10000.0,63000.0,43077.0,27542.0,56445.0,26847.0,,20000.0,17866.0,49537.0,18750.0,61679.0,18824.0,25017.0,,,,26374.0,32136.0,40342.0,,11250.0,42899.0,21586.0,26996.0,24000.0,44507.0,22286.0,34803.0,17103.0,12842.0,29916.0,12000.0,23077.0,31315.0,29174.0,,11661.0
1990,35283.0,20783.0,59461.0,21860.0,88000.0,22600.0,23151.0,42416.0,19556.0,14419.0,,30984.0,30331.0,16667.0,22935.0,9664.0,35714.0,52290.0,18235.0,30000.0,37691.0,13098.0,23333.0,18803.0,8747.0,31432.0,20000.0,30000.0,88000.0,43271.0,33520.0,17916.0,40618.0,63209.0,16729.0,26125.0,23656.0,31218.0,91492.0,43018.0,36709.0,49625.0,9512.0,72663.0,22045.0,,27694.0,60000.0,,21122.0,62057.0,8052.0,20695.0,14360.0,8494.0,47851.0,55714.0,31065.0,,37787.0,,14671.0,16510.0,57261.0,28000.0,20518.0,13652.0,49999.0,31111.0,30580.0,12000.0,61975.0,20976.0,,,29786.0,28889.0,20773.0,26361.0,19246.0,33333.0,24067.0,42823.0,25661.0,60278.0,24825.0,63333.0,13846.0,11407.0,13961.0,,57166.0,13477.0,12500.0,41750.0,41734.0,25026.0,44474.0,23400.0,,20000.0,14903.0,50272.0,20000.0,63279.0,19029.0,31397.0,,,,26326.0,31815.0,33307.0,,12000.0,46142.0,19314.0,25206.0,27500.0,43135.0,15500.0,37418.0,17106.0,12830.0,30643.0,12010.0,18976.0,23785.0,29353.0,,10286.0
1991,33136.0,21444.0,53474.0,23537.0,88427.0,21601.0,23199.0,42722.0,22534.0,8516.0,,38846.0,32097.0,14537.0,21977.0,10857.0,43118.0,51416.0,17717.0,25000.0,38156.0,15665.0,28538.0,23020.0,5290.0,35605.0,,70068.0,88427.0,37669.0,23696.0,24287.0,39959.0,62082.0,13375.0,26271.0,27019.0,29876.0,75000.0,43465.0,40294.0,49505.0,10000.0,74554.0,24270.0,,28178.0,54938.0,,20000.0,60346.0,8039.0,19528.0,17274.0,7989.0,50619.0,74118.0,43144.0,,40469.0,,15265.0,15901.0,56269.0,26786.0,20064.0,24118.0,36400.0,28745.0,28105.0,,64244.0,12712.0,,,28243.0,22008.0,20546.0,26237.0,16941.0,30923.0,22826.0,44019.0,26592.0,60274.0,23497.0,50000.0,13556.0,11852.0,13423.0,,56238.0,13962.0,13750.0,38406.0,39366.0,25924.0,47767.0,22500.0,,19967.0,19237.0,53909.0,19899.0,58590.0,19364.0,30769.0,,,,32527.0,31133.0,28127.0,,,50940.0,21017.0,26024.0,,43808.0,16000.0,40954.0,17110.0,13505.0,30215.0,10512.0,22049.0,25397.0,28862.0,,9091.0
1992,,18831.0,52689.0,21530.0,88346.0,21983.0,23686.0,32952.0,21744.0,15052.0,,35362.0,34979.0,23720.0,26555.0,5764.0,42833.0,49812.0,17873.0,26662.0,37975.0,18509.0,40000.0,21349.0,2988.0,24960.0,,76014.0,88346.0,43561.0,30702.0,20265.0,40960.0,64481.0,14516.0,26092.0,23981.0,33254.0,61052.0,43446.0,52075.0,50026.0,9218.0,76511.0,22554.0,50441.0,29918.0,73611.0,20184.0,21586.0,62722.0,7250.0,19591.0,17583.0,7920.0,51306.0,74211.0,,,39597.0,39915.0,17298.0,16499.0,58031.0,24758.0,19011.0,24030.0,35000.0,26021.0,21902.0,,64292.0,13472.0,22794.0,,29388.0,18947.0,20869.0,27169.0,12794.0,31077.0,20481.0,38418.0,26893.0,58758.0,24065.0,50000.0,13600.0,11786.0,13344.0,29607.0,57959.0,13178.0,9231.0,30694.0,42044.0,26931.0,47557.0,22222.0,14737.0,20065.0,13046.0,52118.0,20000.0,62754.0,17143.0,36703.0,,,6000.0,29255.0,33342.0,39870.0,28407.0,,51948.0,18341.0,25868.0,,38432.0,12333.0,43577.0,17113.0,13505.0,30544.0,10169.0,22218.0,32042.0,29351.0,37722.0,9167.0
1993,,21630.0,49689.0,23559.0,76400.0,22460.0,27397.0,37334.0,22495.0,19616.0,18519.0,41483.0,34101.0,30351.0,22668.0,10138.0,42548.0,54506.0,18000.0,25000.0,36987.0,11975.0,41786.0,22912.0,6225.0,26233.0,,81273.0,76400.0,47076.0,26519.0,5586.0,41202.0,66694.0,14514.0,28303.0,31279.0,34804.0,50000.0,43750.0,43559.0,50176.0,8000.0,77184.0,24489.0,18341.0,30348.0,73762.0,18306.0,20000.0,56422.0,7222.0,19597.0,17350.0,8100.0,49916.0,76000.0,,,38758.0,36871.0,14601.0,20389.0,58479.0,23121.0,19738.0,26400.0,29000.0,27338.0,19113.0,,61762.0,14656.0,22746.0,,28742.0,18727.0,20782.0,27453.0,18123.0,31162.0,24100.0,41264.0,27185.0,56317.0,24809.0,,13962.0,11808.0,13177.0,30138.0,58462.0,13069.0,9375.0,50000.0,44921.0,26536.0,51717.0,25000.0,9600.0,20164.0,16834.0,57119.0,20000.0,45783.0,17143.0,32408.0,,,11000.0,35450.0,34815.0,32860.0,26382.0,,52273.0,17774.0,25912.0,,37930.0,22571.0,48725.0,17116.0,12730.0,31350.0,13360.0,22387.0,34761.0,30552.0,29565.0,10833.0
1994,,19582.0,45555.0,22910.0,81537.0,23244.0,24333.0,32604.0,23521.0,11168.0,18366.0,43559.0,38593.0,32835.0,25812.0,8859.0,42263.0,58525.0,17959.0,15000.0,39636.0,9498.0,,23876.0,8345.0,22143.0,,54494.0,81537.0,43353.0,31308.0,17414.0,40590.0,61109.0,13201.0,28645.0,29080.0,37385.0,54804.0,43453.0,42989.0,49383.0,8750.0,79130.0,24062.0,50335.0,30614.0,61159.0,15385.0,19811.0,61887.0,7256.0,14160.0,16518.0,7641.0,41785.0,101765.0,,,40097.0,27133.0,15390.0,20062.0,58311.0,21369.0,20067.0,26471.0,31962.0,30022.0,23247.0,,66851.0,16071.0,24865.0,,28859.0,23497.0,20694.0,25759.0,17422.0,30894.0,21237.0,45875.0,25328.0,57661.0,20869.0,,14000.0,11827.0,15666.0,29838.0,58288.0,14877.0,8250.0,65000.0,43834.0,24906.0,49158.0,23878.0,13000.0,20265.0,15195.0,56348.0,21524.0,67703.0,19000.0,37264.0,,,10000.0,32528.0,35657.0,27399.0,27123.0,,54776.0,18134.0,25979.0,,44085.0,16702.0,42555.0,17119.0,12342.0,29933.0,10863.0,22556.0,37195.0,31690.0,35909.0,11111.0
1995,,19249.0,48571.0,26559.0,88003.0,17810.0,27522.0,31591.0,24158.0,14426.0,18644.0,40000.0,39728.0,39030.0,25323.0,12426.0,41978.0,56180.0,17980.0,16667.0,40333.0,12221.0,,25668.0,8717.0,24286.0,,34639.0,88003.0,53291.0,31606.0,13244.0,42840.0,60459.0,15214.0,26972.0,24308.0,32622.0,53073.0,43487.0,50306.0,40000.0,14615.0,81356.0,27381.0,51371.0,31619.0,81057.0,18000.0,20000.0,60538.0,7359.0,16258.0,15484.0,6881.0,47725.0,97222.0,,,40683.0,21932.0,12304.0,20192.0,60248.0,19578.0,19070.0,36508.0,31605.0,27877.0,25604.0,,63010.0,16667.0,27103.0,11250.0,28043.0,18000.0,21304.0,25822.0,15802.0,26819.0,23910.0,44518.0,26527.0,55206.0,22497.0,,14000.0,11850.0,16654.0,19747.0,60210.0,17920.0,7362.0,49571.0,43000.0,26103.0,55099.0,23252.0,14889.0,20367.0,15635.0,57004.0,22484.0,63432.0,22941.0,39204.0,,,19810.0,37084.0,36898.0,39360.0,32061.0,11250.0,57329.0,20357.0,28388.0,,42662.0,16387.0,46792.0,17122.0,12951.0,31586.0,10642.0,22726.0,36116.0,29766.0,36409.0,11240.0
1996,,23883.0,52437.0,20652.0,63540.0,20313.0,28685.0,34794.0,24097.0,22016.0,18421.0,40000.0,40146.0,27075.0,25526.0,13447.0,43861.0,57198.0,18012.0,31013.0,37025.0,13320.0,,26566.0,9653.0,29755.0,,24586.0,63540.0,51627.0,22508.0,15685.0,40794.0,69838.0,13200.0,28226.0,14286.0,32062.0,46491.0,44168.0,51031.0,51048.0,17500.0,82910.0,22005.0,53595.0,32510.0,76793.0,17268.0,24896.0,67902.0,7549.0,17498.0,19140.0,7199.0,46097.0,50000.0,,,44722.0,26155.0,10676.0,20496.0,62122.0,17826.0,18375.0,32980.0,31391.0,18086.0,24574.0,,68593.0,16547.0,12750.0,11656.0,28558.0,22500.0,21930.0,26726.0,15715.0,27873.0,24554.0,41102.0,27629.0,58122.0,20157.0,,14138.0,11876.0,18498.0,24324.0,62050.0,18116.0,6803.0,58000.0,47704.0,26768.0,64684.0,22728.0,17037.0,20470.0,17619.0,55524.0,23517.0,65402.0,19429.0,35716.0,,,35580.0,34195.0,37689.0,38306.0,24805.0,11656.0,60906.0,26230.0,30105.0,,45000.0,16519.0,45412.0,17126.0,13544.0,31231.0,14643.0,22895.0,33891.0,30649.0,35518.0,12493.0
1997,,15750.0,58927.0,21731.0,83263.0,20735.0,28048.0,33663.0,23787.0,26774.0,18462.0,39724.0,39810.0,26766.0,27607.0,10049.0,38867.0,61154.0,17143.0,34845.0,39826.0,26977.0,,27310.0,10904.0,36368.0,20000.0,24992.0,83263.0,44419.0,33286.0,12903.0,46445.0,68295.0,14167.0,28457.0,16111.0,33864.0,51375.0,44322.0,53703.0,50000.0,20000.0,84152.0,22507.0,46759.0,30676.0,67813.0,27093.0,22857.0,69556.0,7550.0,15957.0,17554.0,7000.0,52211.0,,,,41727.0,30839.0,10236.0,16746.0,63192.0,15000.0,16657.0,30328.0,33636.0,18548.0,28781.0,,66101.0,17221.0,8406.0,11648.0,29329.0,20165.0,21737.0,26742.0,12513.0,32551.0,24170.0,43652.0,27431.0,61950.0,23254.0,,13333.0,11903.0,18827.0,19908.0,63111.0,17706.0,6803.0,37256.0,36336.0,31028.0,65839.0,22129.0,19180.0,20576.0,16273.0,56064.0,24612.0,64163.0,22222.0,22653.0,,,43352.0,34389.0,38768.0,37189.0,23375.0,11648.0,57529.0,20256.0,34958.0,,45807.0,12862.0,41365.0,17129.0,12999.0,32451.0,12142.0,23064.0,29871.0,30789.0,28889.0,12456.0
1998,,19388.0,58252.0,6365.0,94256.0,19413.0,28930.0,27752.0,24654.0,18107.0,18571.0,48419.0,40405.0,29791.0,27116.0,7059.0,39394.0,57558.0,18294.0,40354.0,37581.0,20441.0,,25198.0,10552.0,29500.0,20000.0,39776.0,94256.0,49760.0,27031.0,15023.0,47116.0,70657.0,14231.0,28805.0,18750.0,32060.0,70000.0,41974.0,47762.0,52500.0,20000.0,86401.0,8076.0,50723.0,28829.0,72838.0,24566.0,19800.0,64271.0,7550.0,16023.0,21991.0,7119.0,42709.0,,,,45053.0,32162.0,13429.0,14847.0,63662.0,14958.0,14512.0,19148.0,35467.0,22581.0,22772.0,,63458.0,17929.0,6850.0,11641.0,26986.0,23438.0,20341.0,26651.0,12973.0,29927.0,24434.0,42668.0,29358.0,62573.0,27204.0,,14063.0,11930.0,20822.0,23336.0,63529.0,17884.0,5291.0,54108.0,39089.0,25468.0,50862.0,20000.0,20042.0,20684.0,16409.0,51975.0,25760.0,62188.0,25000.0,23457.0,,,46395.0,34730.0,39585.0,40598.0,30372.0,11641.0,59872.0,20854.0,38792.0,,46177.0,10840.0,45108.0,17132.0,11529.0,35102.0,15599.0,23234.0,31467.0,31286.0,30286.0,12934.0
1999,,24824.0,60915.0,27633.0,91615.0,23382.0,30744.0,26086.0,24245.0,27409.0,18667.0,39845.0,38246.0,24343.0,29304.0,9119.0,45000.0,62514.0,18543.0,57143.0,37205.0,21254.0,,30708.0,10000.0,41112.0,20000.0,40397.0,91615.0,52531.0,33158.0,15220.0,48009.0,75388.0,15000.0,29782.0,10690.0,35225.0,33333.0,42519.0,57337.0,52308.0,14235.0,88780.0,28904.0,41540.0,29415.0,75991.0,24908.0,20833.0,66272.0,7550.0,14957.0,22366.0,6998.0,45326.0,,,,39994.0,28070.0,21712.0,19919.0,63447.0,13907.0,11809.0,18132.0,33095.0,32924.0,32673.0,,65744.0,18546.0,11100.0,11634.0,29468.0,13846.0,21284.0,26489.0,19219.0,32572.0,24722.0,40875.0,32139.0,64635.0,25018.0,,13971.0,11952.0,19384.0,25627.0,63344.0,19433.0,11905.0,45000.0,41508.0,21850.0,63830.0,21448.0,24698.0,20795.0,20279.0,54271.0,26953.0,64143.0,20000.0,15549.0,,,44084.0,36568.0,41018.0,39680.0,27357.0,11634.0,59924.0,14169.0,46126.0,,48345.0,5263.0,47762.0,17135.0,11604.0,32810.0,17827.0,23401.0,49400.0,32405.0,29041.0,12772.0
2000,,25675.0,58358.0,24976.0,82573.0,24229.0,30312.0,22342.0,26128.0,27237.0,18293.0,37710.0,38715.0,25714.0,30606.0,11333.0,46495.0,65901.0,18805.0,20000.0,38970.0,19223.0,,30339.0,9816.0,27479.0,19999.0,31589.0,82573.0,57884.0,34932.0,10341.0,47324.0,70661.0,14903.0,28508.0,9231.0,36812.0,34000.0,44007.0,47798.0,60345.0,13454.0,91025.0,27793.0,47729.0,30640.0,70000.0,37900.0,25000.0,67110.0,7550.0,14998.0,21052.0,6998.0,48422.0,,,,36896.0,29723.0,22143.0,21589.0,62716.0,13025.0,14210.0,27318.0,30103.0,30764.0,27625.0,,70397.0,17038.0,3900.0,11630.0,30681.0,6000.0,20512.0,30000.0,18805.0,30399.0,27028.0,38975.0,34836.0,55810.0,23454.0,,15139.0,12017.0,21114.0,11745.0,62642.0,21155.0,14652.0,45000.0,52414.0,22923.0,63840.0,20000.0,30488.0,20000.0,16451.0,56127.0,28180.0,67023.0,20000.0,22343.0,,,50047.0,31201.0,42432.0,42373.0,34949.0,11630.0,59772.0,19134.0,38492.0,,48970.0,6500.0,41805.0,17139.0,10869.0,34374.0,18210.0,23338.0,47001.0,33834.0,35595.0,12780.0
2001,,18795.0,53603.0,24353.0,92825.0,21332.0,27542.0,38023.0,27686.0,30144.0,18427.0,34091.0,39823.0,12500.0,31264.0,12562.0,46496.0,66941.0,20000.0,59701.0,37686.0,19324.0,,32406.0,9582.0,27565.0,20000.0,36017.0,92825.0,60284.0,32950.0,12868.0,45472.0,75795.0,14882.0,31158.0,13750.0,36000.0,38915.0,43879.0,57495.0,61017.0,13701.0,92833.0,25548.0,52667.0,31101.0,71181.0,26100.0,20117.0,68381.0,7550.0,13000.0,20095.0,7000.0,48950.0,,,,38661.0,28714.0,23286.0,20185.0,61634.0,12295.0,12341.0,30668.0,30242.0,30049.0,32689.0,,72807.0,17391.0,11143.0,11628.0,31866.0,12800.0,21956.0,15384.0,21379.0,32063.0,27454.0,38039.0,34020.0,58494.0,23729.0,,15000.0,12023.0,20714.0,17165.0,61524.0,20699.0,17857.0,52773.0,50179.0,34989.0,67037.0,22063.0,29859.0,21240.0,18576.0,51984.0,29434.0,66354.0,20000.0,11650.0,,,48725.0,29281.0,42853.0,45266.0,34935.0,11628.0,58523.0,22753.0,39797.0,,49355.0,7292.0,42576.0,17194.0,10000.0,35228.0,18612.0,22857.0,48001.0,34177.0,36548.0,11154.0
