,USSR,Finland,Vanuatu,Trinidad and Tobago,Fiji,French Guiana,Kenya,Guyana,Morocco,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Togo,Equatorial Guinea,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Iceland,New Zealand,Honduras,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,Sao Tome and Principe,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Sudan,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Puerto Rico,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,Slovakia,Pacific Islands Trust Territory,Bermuda,Singapore,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Kiribati,Belarus,Afghanistan,Switzerland,Grenada,Wallis and Futuna Islands,Mauritius,Yemen,Georgia,Lithuania,Russian Federation,Tunisia,Paraguay,Tuvalu,Djibouti,Cook Islands,Guadeloupe,Tokelau,Venezuela (Bolivarian Republic of),South Africa,Myanmar,Eritrea,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,United Arab Emirates,Lao People's Democratic Republic,Zambia,United States Virgin Islands,Botswana,Tajikistan,Suriname,Niue,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,Sri Lanka,Spain,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Antigua and Barbuda,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Saint Pierre and Miquelon,Martinique,Tonga,Belgium,Peru,United States of America,"China, mainland",French Polynesia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Nauru,Cuba,Lesotho,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Swaziland,Burundi,Samoa,Luxembourg,Czechia,Seychelles,Senegal,Qatar,Italy,Liechtenstein,Uganda,Cayman Islands,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),British Virgin Islands,Jordan,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Oman,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,American Samoa,Brunei Darussalam,Mexico,Guinea,Kuwait,Mauritania,Sierra Leone,Ireland,Guam,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Montenegro,Ukraine,Liberia
1971,12260000.0,60700.0,4020.0,74498.0,8489.0,5960.0,550810.0,46460.0,1382980.0,9356.0,858864.0,277400.0,6873.0,32100.0,13700.0,110200.0,11916894.0,,149516.0,97033.0,635298.0,2618500.0,13.0,225247.0,1673955.0,418759.0,10809.0,,2300.0,434400.0,432000.0,274678.0,2981.0,,2845902.0,437111.0,818600.0,,99800.0,1954118.0,1196313.0,393663.0,2604607.0,299630.0,1816875.0,3000.0,1052100.0,199300.0,509147.0,,1687260.0,,1922387.0,1100.0,,2530.0,565.0,17810.0,,58330.0,634128.0,841968.0,115000.0,109757.0,1406850.0,1404637.0,5165948.0,28500.0,,121800.0,1166.0,0.0,202180.0,,1322770.0,12885.0,145974.0,665870.0,269200.0,2082240.0,1340342.0,1814800.0,16980.0,3440.0,,634800.0,768000.0,29441.0,7554.0,13280.0,115797.0,,,,375900.0,624460.0,380.0,0.0,15637.0,154645.0,61.0,1831500.0,2301052.0,721252.0,,17590.0,2257593.0,2032346.0,1201276.0,1627214.0,2831189.0,50877.0,,23900.0,11963.0,72100.0,53610.0,,6750.0,,67661.0,1190.0,346000.0,25000.0,3353.0,330000.0,,601133.0,8854306.0,,8900.0,133940.0,9480.0,3621018.0,3475000.0,1055137.0,85000.0,6877.0,163900.0,,889629.0,900400.0,14286078.0,413801.0,2208500.0,4509000.0,70500.0,0.0,209327.0,14650.0,,1840615.0,21770618.0,3862700.0,2215.0,16650106.0,37780.0,1061014.0,688876.0,631600.0,140.0,332853.0,14000.0,2074300.0,,111800.0,3696331.0,709543.0,91977.0,1276064.0,53800.0,,,1345.0,45250.0,2000.0,18324073.0,70.0,7867000.0,516.0,,5206395.0,44700.0,,622800.0,370.0,42501.0,295200.0,77900.0,,129200.0,789817.0,5501580.0,6350.0,26716.0,1679483.0,5611032.0,6500.0,763958.0,,178700.0,71600.0,1710000.0,2348.0,6287409.0,505570.0,35486.0,2890.0,3591.0,5456149.0,590000.0,640.0,12400.0,103000.0,26800.0,763.0,1072272.0,98377.0,,2183859.0,,,98220.0
1972,9529000.0,52420.0,4255.0,78124.0,7737.0,6000.0,554786.0,46325.0,1391990.0,9508.0,888600.0,317300.0,7221.0,33000.0,11000.0,117400.0,13366064.0,,151450.0,99065.0,588287.0,2694900.0,13.0,242241.0,1805337.0,424666.0,10587.0,,2350.0,401200.0,386000.0,237994.0,2976.0,,2965553.0,429873.0,837700.0,,100200.0,2193884.0,1213019.0,410030.0,2771312.0,283534.0,2012330.0,3000.0,1043600.0,192000.0,479628.0,,1691558.0,,1809057.0,1100.0,,2735.0,565.0,18140.0,,57550.0,659027.0,791996.0,118000.0,106459.0,1423500.0,1340220.0,3977367.0,29000.0,,123500.0,1020.0,0.0,188030.0,,1405110.0,12462.0,124561.0,767885.0,281250.0,1587024.0,1247395.0,1890600.0,17060.0,3560.0,,781400.0,608000.0,28520.0,7605.0,10865.0,110872.0,,,,434050.0,606899.0,290.0,0.0,15851.0,181025.0,61.0,1858199.0,2512787.0,734547.0,,17890.0,2459341.0,2217100.0,1183160.0,1822878.0,2821326.0,54973.0,,24550.0,12627.0,74900.0,54466.0,,6950.0,,63465.0,1100.0,344000.0,23000.0,3072.0,380000.0,,582405.0,10245573.0,,8800.0,137940.0,9785.0,3449023.0,3681000.0,1014920.0,86000.0,7023.0,170700.0,,918900.0,895750.0,13024508.0,501025.0,2279500.0,4512000.0,79400.0,0.0,263289.0,14250.0,,1651262.0,19765637.0,4442350.0,2626.0,16448667.0,38860.0,1141316.0,547720.0,633800.0,140.0,478000.0,14000.0,2332100.0,,117767.0,3687812.0,630750.0,98318.0,1150176.0,50640.0,,,1401.0,42127.0,2000.0,17689810.0,70.0,7966000.0,521.0,,5692817.0,43400.0,,639500.0,380.0,51135.0,302050.0,82900.0,,129000.0,736413.0,6535500.0,6700.0,27274.0,1761391.0,5222770.0,7000.0,605277.0,,219850.0,73650.0,1730000.0,2370.0,6151250.0,523310.0,31887.0,2700.0,3640.0,5300969.0,602000.0,779.0,12500.0,106000.0,26200.0,786.0,1150388.0,95123.0,,2034430.0,,,97450.0
1973,13298000.0,45640.0,4690.0,64023.0,7671.0,2740.0,569042.0,49663.0,1611250.0,9659.0,876750.0,300400.0,7461.0,33900.0,12000.0,124100.0,11659688.0,,150850.0,85095.0,580474.0,2877800.0,13.0,253070.0,1695322.0,345836.0,9990.0,,2400.0,365750.0,442000.0,354491.0,1653.0,,3035715.0,653284.0,862900.0,,102700.0,2456795.0,1230080.0,325238.0,2904406.0,274611.0,2094530.0,3000.0,1168700.0,186100.0,446121.0,,1779326.0,,2122822.0,1100.0,,2790.0,565.0,18400.0,,47780.0,722069.0,788097.0,120000.0,108102.0,1489764.0,1333362.0,5354201.0,30000.0,,126500.0,1080.0,0.0,191500.0,,1361100.0,13191.0,144628.0,711952.0,294250.0,1593987.0,1416121.0,2012900.0,18651.0,3690.0,,822500.0,846000.0,25699.0,7715.0,11357.0,149289.0,,,,379900.0,651033.0,230.0,0.0,22055.0,173556.0,62.0,1765072.0,2446577.0,741619.0,,17890.0,2346759.0,2093689.0,1155971.0,1869321.0,3158689.0,57281.0,,25100.0,15068.0,75000.0,56678.0,,7150.0,,60113.0,1110.0,351500.0,20000.0,2500.0,440000.0,,611677.0,12578962.0,,8700.0,142490.0,10090.0,3368873.0,4086000.0,1243679.0,80000.0,6974.0,176150.0,,907470.0,853400.0,17463845.0,563515.0,2317300.0,4516000.0,83100.0,0.0,219687.0,14050.0,,1653647.0,23535227.0,5181700.0,2952.0,16750718.0,39450.0,1230842.0,554700.0,632700.0,150.0,527508.0,16000.0,2548700.0,,91366.0,3499054.0,783310.0,106895.0,1305300.0,51380.0,,,1407.0,49940.0,,20284174.0,110.0,8468000.0,523.0,,6600321.0,41800.0,,696000.0,400.0,43153.0,288400.0,85700.0,,133700.0,978466.0,6656100.0,6800.0,27846.0,1835392.0,4842970.0,7000.0,706174.0,,284300.0,77350.0,1688000.0,2400.0,5988200.0,543140.0,31944.0,2505.0,3977.0,5676850.0,597925.0,734.0,13000.0,107000.0,24700.0,831.0,1133944.0,102059.0,,2331621.0,,,97600.0
1974,12394000.0,92800.0,5425.0,75624.0,7380.0,2830.0,568510.0,28714.0,1522100.0,9860.0,979200.0,292900.0,7781.0,35200.0,10000.0,127800.0,12946506.0,,152350.0,103145.0,627369.0,2979500.0,13.0,260676.0,1459346.0,325482.0,8800.0,,2450.0,391405.0,467000.0,433709.0,2100.0,,3276344.0,531645.0,883300.0,,107700.0,2140091.0,1257843.0,451786.0,2487051.0,270242.0,2324330.0,3200.0,1261000.0,182600.0,411342.0,,1666458.0,,2540583.0,1100.0,,2800.0,600.0,14645.0,,55900.0,1000450.0,863316.0,122000.0,144280.0,1342478.0,1289128.0,3824500.0,30500.0,,129300.0,1049.0,0.0,185300.0,,1266138.0,11453.0,138156.0,786300.0,306300.0,1699029.0,1432977.0,2018750.0,20501.0,3810.0,,847500.0,552000.0,22435.0,7845.0,10283.0,146492.0,,,,438200.0,638057.0,450.0,0.0,19307.0,179148.0,62.0,1825032.0,2456245.0,763532.0,,18620.0,2124554.0,1863878.0,1172542.0,1968430.0,3410193.0,64631.0,,25670.0,22780.0,76500.0,57010.0,,7350.0,,57707.0,1250.0,358500.0,20800.0,3400.0,508000.0,,740947.0,11781755.0,,8300.0,146500.0,10345.0,3715142.0,3967400.0,1145650.0,86000.0,7094.0,181870.0,,1010165.0,896750.0,15735278.0,598560.0,2370700.0,4548000.0,78826.0,0.0,262423.0,14500.0,,1688650.0,23198461.0,5153000.0,3466.0,17162811.0,39500.0,1443648.0,579300.0,653500.0,160.0,522989.0,16000.0,2143888.0,,123194.0,4044253.0,831470.0,107138.0,1299100.0,52430.0,,,1463.0,46483.0,,20225811.0,70.0,9231000.0,497.0,,6589377.0,38200.0,,702000.0,410.0,67603.0,309350.0,89000.0,,134600.0,908614.0,6458400.0,6950.0,27600.0,1999556.0,6781680.0,7500.0,639125.0,,311900.0,77600.0,1737000.0,2410.0,6342300.0,576620.0,26630.0,2310.0,4150.0,5528546.0,567870.0,997.0,12900.0,110000.0,24100.0,1011.0,1244769.0,101620.0,,1982026.0,,,106350.0
1975,14182000.0,106090.0,6160.0,64001.0,8658.0,3410.0,436560.0,35197.0,1270370.0,10064.0,944450.0,228900.0,8622.0,35700.0,9000.0,134200.0,13642678.0,,162628.0,79240.0,712727.0,3224975.0,6.0,257074.0,962382.0,314119.0,8400.0,,2500.0,375485.0,380000.0,458061.0,3381.0,,3395970.0,640948.0,893500.0,,107800.0,2142028.0,1218950.0,519063.0,2730719.0,283026.0,2406860.0,3300.0,1503500.0,215650.0,300703.0,,1754070.0,,1922656.0,1200.0,,2908.0,726.0,14629.0,,58133.0,975245.0,893435.0,124000.0,123491.0,1413872.0,1285956.0,4991647.0,29775.0,,131800.0,980.0,0.0,172200.0,,1239698.0,12378.0,157209.0,679020.0,320300.0,1495608.0,1230173.0,1856280.0,20615.0,3930.0,,863200.0,879300.0,26566.0,7976.0,4922.0,156554.0,,,,467530.0,582770.0,320.0,0.0,15664.0,169356.0,62.0,1764568.0,2579320.0,778849.0,,24920.0,2299508.0,2042434.0,1186951.0,2114217.0,4327000.0,56668.0,,26280.0,27110.0,69100.0,59623.0,,7600.0,,59858.0,1530.0,297500.0,30400.0,2150.0,573000.0,,1024551.0,10993227.0,,7735.0,150500.0,10600.0,3626577.0,3742100.0,1402777.0,87000.0,7412.0,184280.0,,977067.0,856800.0,13926451.0,565166.0,2429400.0,4646000.0,82744.0,0.0,241135.0,13350.0,,1589235.0,24942113.0,5381000.0,4188.0,17187400.0,41100.0,1309442.0,529800.0,591600.0,170.0,494534.0,16000.0,2257688.0,,106587.0,4762937.0,1064208.0,103449.0,1322800.0,52789.0,,,1491.0,58100.0,,19358961.0,100.0,9470000.0,521.0,,6613323.0,40200.0,,696000.0,440.0,34449.0,299882.0,94000.0,,137000.0,1025820.0,6777300.0,7150.0,29000.0,2061660.0,6051110.0,7500.0,534000.0,,330157.0,79400.0,1666000.0,2440.0,6365700.0,600050.0,22777.0,2210.0,4000.0,5925158.0,567815.0,1074.0,13100.0,111000.0,25100.0,1614.0,1695715.0,98089.0,,1973449.0,,,110100.0
1976,15201000.0,98050.0,6895.0,71580.0,8155.0,1780.0,462740.0,33674.0,1315800.0,10270.0,995700.0,220900.0,7751.0,36700.0,10000.0,143350.0,15449939.0,,159086.0,95020.0,634685.0,3335144.0,12.0,282107.0,1291046.0,324409.0,10000.0,,2600.0,383651.0,440000.0,360414.0,3550.0,,3335305.0,684832.0,918600.0,,112300.0,2198713.0,1310260.0,589623.0,2628053.0,276175.0,2638560.0,3500.0,1438300.0,210970.0,309973.0,,1841163.0,,1947967.0,1200.0,,2910.0,544.0,19120.0,,69523.0,881845.0,1162355.0,125000.0,150458.0,1382655.0,1303040.0,4544914.0,30748.0,,134300.0,940.0,0.0,175950.0,,1296598.0,10005.0,137467.0,617550.0,336350.0,1354302.0,1356289.0,1894350.0,21523.0,4050.0,,879564.0,665530.0,29192.0,8105.0,8777.0,167869.0,,,,477910.0,659248.0,270.0,0.0,16067.0,162817.0,58.0,1773613.0,2709603.0,801849.0,,32920.0,2221489.0,1939382.0,1198257.0,2088514.0,5399400.0,60159.0,,26850.0,31438.0,73910.0,61660.0,,7950.0,,59151.0,1490.0,306500.0,31600.0,2660.0,649000.0,,1102108.0,10040089.0,,8200.0,155000.0,10905.0,3724291.0,2965254.0,1888692.0,89000.0,7404.0,191580.0,,1029220.0,890689.0,15209399.0,624605.0,2469700.0,4702000.0,85760.0,0.0,283391.0,13100.0,,1592140.0,24810231.0,5403800.0,4228.0,18017371.0,41600.0,1229157.0,544500.0,659000.0,150.0,542961.0,16000.0,2855657.0,,124926.0,5061615.0,1048830.0,107137.0,1324800.0,54032.0,,,1557.0,62000.0,,19583709.0,100.0,8511000.0,522.0,,6762749.0,43100.0,,694200.0,450.0,37214.0,278046.0,91160.0,,140100.0,1037583.0,6193700.0,7300.0,29500.0,2063953.0,6582740.0,8000.0,562600.0,,334095.0,86000.0,1723400.0,2470.0,6396100.0,561165.0,34826.0,1890.0,3890.0,6218455.0,617850.0,1024.0,12600.0,114000.0,25100.0,641.0,1631130.0,99240.0,,2201399.0,,,114250.0
1977,15209000.0,88840.0,7630.0,60300.0,8350.0,1695.0,506660.0,41853.0,1463060.0,10476.0,970650.0,183400.0,8583.0,37500.0,10500.0,139350.0,15518298.0,,166903.0,88487.0,635144.0,3333364.0,12.0,256654.0,1454218.0,336719.0,12300.0,,2700.0,236571.0,429000.0,471062.0,3600.0,,3260734.0,650417.0,930994.0,,115300.0,2507388.0,1279119.0,622208.0,2720113.0,277163.0,2830060.0,3800.0,1054500.0,193820.0,307665.0,,1918258.0,,1410531.0,1200.0,,2915.0,454.0,16253.0,,65611.0,755036.0,1193841.0,127000.0,183712.0,1330360.0,1300239.0,4050795.0,33268.0,,136300.0,930.0,0.0,177190.0,,1423498.0,10381.0,161707.0,663050.0,344350.0,1173398.0,1322561.0,1895800.0,24200.0,4170.0,,671625.0,644380.0,27666.0,8155.0,8793.0,183530.0,,,,462840.0,682940.0,350.0,0.0,13680.0,152192.0,59.0,1960607.0,2371250.0,828353.0,,41998.0,2183714.0,1927060.0,1228189.0,2082654.0,5436450.0,52127.0,,27400.0,37895.0,73250.0,64371.0,,8400.0,,50186.0,1696.0,316000.0,32600.0,3069.0,710000.0,,1020190.0,8548032.0,,8820.0,159600.0,11410.0,4141555.0,3736200.0,1652118.0,88000.0,7637.0,193250.0,,1005926.0,905215.0,10439820.0,807808.0,2473650.0,4736000.0,86528.0,0.0,308080.0,14661.0,,1633145.0,25258659.0,5685400.0,4417.0,18514911.0,42750.0,1377358.0,439850.0,691300.0,150.0,628406.0,17000.0,2883496.0,,107955.0,5493867.0,1340200.0,107142.0,1384000.0,51232.0,,,1603.0,65500.0,1500.0,17768891.0,90.0,8915000.0,521.0,,7011030.0,45300.0,,700200.0,470.0,84744.0,252618.0,97920.0,,153300.0,896051.0,6738400.0,7500.0,26500.0,1900211.0,6513200.0,8000.0,434000.0,,337563.0,93500.0,1903000.0,2510.0,6554250.0,555500.0,32258.0,1825.0,4255.0,6468744.0,588750.0,1030.0,13700.0,116000.0,22400.0,1348.0,1551251.0,96075.0,,1751360.0,,,117500.0
1978,14329000.0,107000.0,8360.0,58138.0,9170.0,1877.0,526160.0,43520.0,1675990.0,10680.0,995400.0,182500.0,9464.0,38200.0,10500.0,152800.0,16360234.0,,214938.0,102089.0,690785.0,3674999.0,12.0,302891.0,1484881.0,347433.0,14500.0,,2800.0,400173.0,442000.0,524632.0,3750.0,,3241377.0,655206.0,952929.0,,116300.0,2160285.0,1361490.0,642500.0,2419254.0,276919.0,2813560.0,3500.0,1015700.0,179810.0,315671.0,,1954712.0,,1387602.0,1200.0,,2920.0,520.0,11060.0,,75724.0,726215.0,1178694.0,130000.0,156371.0,1396068.0,1271445.0,4686059.0,34915.0,,138300.0,910.0,0.0,148490.0,,1454050.0,9847.0,148606.0,693150.0,356400.0,1066268.0,1250965.0,1843100.0,26716.0,4290.0,,800081.0,670700.0,31260.0,8966.0,8346.0,172120.0,,,,519336.0,673254.0,370.0,0.0,12748.0,180261.0,59.0,2031356.0,2726199.0,808105.0,,41990.0,2139033.0,1836142.0,1255940.0,2199371.0,5467350.0,57227.0,,28600.0,46439.0,68700.0,66319.0,,8950.0,,51277.0,1837.0,318000.0,33800.0,2598.0,781000.0,,1021826.0,10662791.0,,9094.0,162600.0,12489.0,3852046.0,3223000.0,1737654.0,91000.0,7927.0,191000.0,,1032704.0,917210.0,13102003.0,858627.0,2418500.0,4762000.0,88600.0,0.0,331005.0,12300.0,,1587982.0,24740931.0,6570400.0,3832.0,19127590.0,41550.0,1704322.0,659800.0,712000.0,160.0,681370.0,17000.0,2605914.0,,132320.0,6388563.0,1281500.0,110655.0,1188000.0,51350.0,,,1708.0,67500.0,4220.0,18763477.0,60.0,9239000.0,518.0,,7823963.0,47800.0,,707200.0,490.0,92394.0,215608.0,98751.0,,167200.0,1066355.0,6198200.0,7700.0,24500.0,2084881.0,5606600.0,8000.0,571400.0,,340000.0,100000.0,2070400.0,2550.0,7081000.0,495625.0,36727.0,1755.0,4560.0,7115816.0,570218.0,1055.0,14800.0,119000.0,23200.0,2094.0,1715020.0,93217.0,,1999343.0,,,120700.0
1979,16303000.0,107500.0,9105.0,56479.0,9510.0,2021.0,1121810.0,32168.0,1558660.0,10886.0,999750.0,188400.0,9716.0,39300.0,10500.0,145700.0,16705221.0,,213770.0,97184.0,659661.0,3766465.0,10.0,321640.0,1678363.0,335253.0,13100.0,,3000.0,451125.0,445000.0,540367.0,3850.0,,2876583.0,643783.0,1003404.0,,117300.0,2232808.0,1262500.0,621041.0,2595912.0,293135.0,2871065.0,3500.0,888900.0,240751.0,349478.0,,2046992.0,,2490396.0,1200.0,,2925.0,572.0,9260.0,,44525.0,670905.0,1185599.0,132000.0,183678.0,1373810.0,1258028.0,5417459.0,35600.0,,139800.0,800.0,0.0,117620.0,,1591433.0,11123.0,155796.0,747050.0,365400.0,1231555.0,1513446.0,1974453.0,24412.0,4410.0,,790500.0,919500.0,32115.0,8936.0,7815.0,172580.0,,,,508530.0,634517.0,420.0,0.0,11313.0,121847.0,60.0,2004504.0,2833725.0,804659.0,,42000.0,2338891.0,2017251.0,1265527.0,2320452.0,6292850.0,51557.0,,28900.0,49379.0,80400.0,71391.0,,8950.0,,44156.0,1965.0,323500.0,35900.0,1070.0,810000.0,,1691749.0,13783834.0,,8908.0,166000.0,12390.0,3609085.0,3784687.0,1798828.0,93000.0,8090.0,193900.0,,1038159.0,951670.0,16331545.0,942719.0,2542300.0,5088000.0,95200.0,0.0,205389.0,14350.0,,1560970.0,24805777.0,7014950.0,4274.0,19877992.0,44600.0,1655919.0,608750.0,623109.0,180.0,679703.0,17000.0,3248349.0,,104910.0,7105267.0,1293330.0,123369.0,1251800.0,51500.0,,,1622.0,69700.0,4659.0,21290337.0,90.0,6486000.0,532.0,,8529466.0,54600.0,,735200.0,510.0,65586.0,265152.0,104671.0,,178500.0,1021580.0,6882600.0,7800.0,25200.0,2371051.0,6514505.0,8000.0,603800.0,,324500.0,109000.0,2287900.0,2590.0,7413000.0,520970.0,33171.0,1692.0,4360.0,6883621.0,671694.0,1065.0,15200.0,122000.0,24000.0,2201.0,1720165.0,94510.0,,1837227.0,,,120000.0
1980,14645000.0,104000.0,9735.0,57891.0,10685.0,2021.0,1146610.0,32710.0,1670800.0,11190.0,1025700.0,177800.0,8749.0,41500.0,10500.0,151400.0,19473811.0,,207282.0,80152.0,795589.0,3897150.0,10.0,356774.0,1646227.0,332255.0,12600.0,,3200.0,459463.0,427000.0,466696.0,4050.0,,3519917.0,785589.0,1003600.0,,124800.0,2531210.0,1340100.0,742295.0,3109441.0,282870.0,3144125.0,3500.0,978300.0,179576.0,344802.0,,2089100.0,,1952512.0,1250.0,,2930.0,500.0,9055.0,,35760.0,733033.0,1207032.0,135000.0,179145.0,1337762.0,1304358.0,4750811.0,35600.0,,142300.0,800.0,0.0,122340.0,,1633588.0,10563.0,146608.0,721100.0,374950.0,1201968.0,1619516.0,1926160.0,25307.0,4530.0,,816730.0,683300.0,27518.0,8886.0,3583.0,181670.0,,,,505440.0,612750.0,420.0,0.0,12525.0,88577.0,60.0,1998235.0,3094159.0,806590.0,,42000.0,2524929.0,2168155.0,1149952.0,2459743.0,7221450.0,83428.0,,29450.0,61044.0,90300.0,75600.0,,9150.0,,52307.0,1786.0,322500.0,38100.0,3114.0,848000.0,,2032466.0,12655153.0,,11634.0,168800.0,12409.0,3966509.0,4268210.0,1565656.0,92000.0,8540.0,202800.0,,1068944.0,938073.0,14610267.0,933406.0,2627600.0,5172000.0,113070.0,0.0,116929.0,13213.0,,1462600.0,28937478.0,6793400.0,3171.0,20357397.0,46750.0,1713340.0,618730.0,753791.0,200.0,853467.0,15000.0,2536774.0,,116614.0,7890911.0,1155020.0,113053.0,1168000.0,51800.0,,,1703.0,73500.0,5350.0,21429443.0,70.0,6105000.0,583.0,,8416030.0,55200.0,,765255.0,550.0,86155.0,253751.0,106691.0,,190900.0,1082399.0,6227900.0,7900.0,25600.0,2284135.0,6353142.0,8000.0,564300.0,,324000.0,110120.0,2599639.0,2610.0,7725000.0,555635.0,33816.0,1642.0,4810.0,7617466.0,673100.0,1113.0,15200.0,128000.0,23200.0,1089.0,1464548.0,93503.0,,1897597.0,,,120200.0
1981,17258000.0,108500.0,10670.0,56869.0,11687.0,1710.0,1164760.0,34781.0,1650100.0,11700.0,1043000.0,179700.0,9632.0,43000.0,11000.0,154000.0,20345825.0,,213066.0,91590.0,634417.0,4051540.0,10.0,415040.0,1616760.0,327994.0,11600.0,,3500.0,246094.0,418000.0,490495.0,4300.0,,3915043.0,503890.0,1012800.0,,126920.0,2401853.0,1397400.0,835486.0,3112057.0,295386.0,3686665.0,3500.0,1048700.0,207942.0,380178.0,,2349070.0,,1731875.0,1250.0,,2935.0,480.0,8065.0,,57030.0,752878.0,1227452.0,138000.0,244980.0,1374954.0,1347866.0,3174913.0,35600.0,,144300.0,710.0,0.0,134650.0,,1745405.0,12140.0,69194.0,644125.0,388500.0,1157056.0,1653106.0,1838750.0,18468.0,4600.0,,812600.0,568600.0,25982.0,8876.0,6606.0,165662.0,,,,539150.0,618559.0,390.0,0.0,14272.0,133208.0,60.0,2083699.0,3021233.0,805748.0,,19580.0,2545121.0,2130081.0,1160559.0,2830198.0,5655470.0,82309.0,,30000.0,60067.0,96000.0,80700.0,,9450.0,,60393.0,1920.0,335500.0,38100.0,4980.0,895000.0,,1426617.0,11369436.0,,6590.0,170300.0,12460.0,3730667.0,4574785.0,1388555.0,96000.0,9286.0,206600.0,,1083647.0,902400.0,11454197.0,1105666.0,2702200.0,5198000.0,117326.0,0.0,211216.0,13925.0,,1481898.0,25848897.0,7800800.0,3156.0,21002159.0,44950.0,1774470.0,376440.0,806100.0,210.0,896228.0,15000.0,3069888.0,,130527.0,7817805.0,1035680.0,125834.0,1308000.0,52950.0,,,1765.0,77500.0,8430.0,19263110.0,50.0,6308000.0,544.0,,9458886.0,59300.0,,762505.0,580.0,117931.0,304782.0,114252.0,,172800.0,799639.0,5864551.0,8100.0,22300.0,2274063.0,6002944.0,9000.0,404700.0,,291079.0,113230.0,2656300.0,2640.0,7908000.0,563525.0,38988.0,1643.0,4882.0,8291295.0,648600.0,1266.0,14000.0,132500.0,18100.0,1887.0,1494355.0,97192.0,,2190429.0,,,121400.0
1982,18372800.0,113000.0,11505.0,55358.0,12038.0,1667.0,1184584.0,38776.0,1626920.0,12216.0,1051150.0,202400.0,9383.0,43600.0,11000.0,182600.0,21050316.0,,213508.0,92344.0,711000.0,3677928.0,10.0,415597.0,1699307.0,348727.0,9000.0,,4000.0,460905.0,418000.0,511568.0,4500.0,,3745384.0,1102793.0,1027040.0,,127067.0,2962057.0,1362411.0,952568.0,4091142.0,289865.0,4289824.0,3500.0,959500.0,185688.0,369302.0,,2414080.0,,2006527.0,1300.0,,2940.0,420.0,8090.0,,58174.0,773369.0,1234871.0,142000.0,231320.0,1392042.0,1349022.0,7541571.0,36200.0,,146800.0,610.0,0.0,149900.0,,1890585.0,12908.0,83602.0,753700.0,403100.0,938926.0,1570507.0,2232450.0,22883.0,4670.0,,787300.0,1086600.0,25369.0,8866.0,7650.0,174773.0,,,,459790.0,613792.0,420.0,0.0,11609.0,175016.0,63.0,2062212.0,3158406.0,819617.0,,15150.0,2596236.0,2180639.0,1149959.0,3077481.0,5111820.0,86301.0,,31645.0,69965.0,101900.0,83700.0,,10500.0,,55217.0,1740.0,333500.0,38200.0,5490.0,939000.0,,1136262.0,12140145.0,,6370.0,173400.0,12580.0,3677848.0,4661228.0,2879025.0,100000.0,9074.0,208900.0,,1093279.0,934131.0,14987240.0,1274697.0,2775100.0,5254000.0,111008.0,0.0,228012.0,11164.0,,1514077.0,24945806.0,7713200.0,3379.0,21327847.0,45850.0,1794907.0,584140.0,906400.0,220.0,973958.0,15000.0,4191598.0,,123556.0,8208661.0,1118150.0,123650.0,1288000.0,51300.0,,,1715.0,80000.0,9564.0,20136382.0,130.0,7035000.0,571.0,,9289197.0,61700.0,,771817.0,595.0,107591.0,312573.0,115610.0,,195900.0,1501209.0,6264340.0,8350.0,19000.0,2865698.0,6445150.0,9000.0,553600.0,,298082.0,125755.0,2811000.0,2670.0,8161000.0,551233.0,37339.0,1644.0,5171.0,9065816.0,637100.0,1351.0,12000.0,138700.0,22400.0,1553.0,1432339.0,90185.0,,2172379.0,,,125700.0
