,USSR,Finland,Vanuatu,Trinidad and Tobago,Fiji,French Guiana,Kenya,Guyana,Morocco,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Togo,Equatorial Guinea,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Iceland,New Zealand,Honduras,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,Sao Tome and Principe,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Sudan,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Puerto Rico,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,Slovakia,Pacific Islands Trust Territory,Bermuda,Singapore,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Kiribati,Belarus,Afghanistan,Switzerland,Grenada,Wallis and Futuna Islands,Mauritius,Yemen,Georgia,Lithuania,Russian Federation,Tunisia,Paraguay,Tuvalu,Djibouti,Cook Islands,Guadeloupe,Tokelau,Venezuela (Bolivarian Republic of),South Africa,Myanmar,Eritrea,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,United Arab Emirates,Lao People's Democratic Republic,Zambia,United States Virgin Islands,Botswana,Tajikistan,Suriname,Niue,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,Sri Lanka,Spain,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Antigua and Barbuda,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Saint Pierre and Miquelon,Martinique,Tonga,Belgium,Peru,United States of America,"China, mainland",French Polynesia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Nauru,Cuba,Lesotho,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Swaziland,Burundi,Samoa,Luxembourg,Czechia,Seychelles,Senegal,Qatar,Italy,Liechtenstein,Uganda,Cayman Islands,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),British Virgin Islands,Jordan,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Oman,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,American Samoa,Brunei Darussalam,Mexico,Guinea,Kuwait,Mauritania,Sierra Leone,Ireland,Guam,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Montenegro,Ukraine,Liberia
1961,5029000.0,66300.0,2550.0,74330.0,10250.0,4440.0,510910.0,33850.0,1058385.0,7640.0,656100.0,200400.0,7913.0,24600.0,11500.0,108275.0,6886641.0,,110700.0,89650.0,546117.0,2074100.0,8.0,123145.0,850055.0,407190.0,9500.0,,1800.0,289560.0,282000.0,186300.0,5037.0,,2619916.0,604922.0,607750.0,,74100.0,1610696.0,1148339.0,319402.0,2766042.0,271454.0,1230783.0,2500.0,704000.0,181000.0,265046.0,,988976.0,,1825889.0,1200.0,,4880.0,340.0,10386.0,,47811.0,333250.0,681000.0,90000.0,63810.0,488039.0,1188305.0,3309534.0,23000.0,,117740.0,1113.0,0.0,255000.0,,1138751.0,12630.0,148395.0,477320.0,217700.0,2454740.0,419633.0,704400.0,13200.0,2270.0,,488500.0,719700.0,25440.0,6940.0,2133.0,95300.0,,,,475350.0,385910.0,395.0,0.0,9447.0,170045.0,50.0,1377916.0,1531898.0,822000.0,,17080.0,1615353.0,1492208.0,680044.0,1021100.0,2151150.0,47271.0,,18100.0,7800.0,57604.0,39500.0,,4700.0,,12653.0,305.0,245429.0,24000.0,2420.0,160000.0,,421720.0,7134091.0,,7500.0,108400.0,6050.0,3334342.0,2292000.0,736400.0,54000.0,5700.0,96000.0,,684040.0,662500.0,10719510.0,151259.0,1742828.0,3338000.0,53817.0,0.0,176302.0,13600.0,,894446.0,16941744.0,2841000.0,2535.0,13372500.0,35000.0,753005.0,507022.0,483800.0,100.0,339000.0,12000.0,1714200.0,,103287.0,3021962.0,507300.0,30918.0,1037000.0,55390.0,,,1246.0,24600.0,2000.0,15095244.0,130.0,3930000.0,,,3263053.0,28800.0,,508800.0,,146657.0,234849.0,51500.0,,101000.0,1216677.0,3308030.0,4500.0,24000.0,1020673.0,3797418.0,5000.0,568013.0,,145700.0,60000.0,1358935.0,3340.0,4674931.0,272020.0,29410.0,1549.0,2738.0,2629211.0,528000.0,466.0,14900.0,84400.0,39000.0,663.0,650700.0,90211.0,,1474533.0,,,87500.0
1962,5960000.0,66300.0,2640.0,77300.0,9350.0,4750.0,527710.0,36203.0,975565.0,7790.0,677250.0,210800.0,7817.0,24800.0,12266.0,100548.0,7321877.0,,114000.0,102185.0,599931.0,2048700.0,8.0,152054.0,789982.0,439394.0,9500.0,,1850.0,293250.0,295000.0,193100.0,5037.0,,2743158.0,368645.0,624400.0,,74300.0,1415945.0,1154788.0,408891.0,2484968.0,281393.0,1277614.0,2500.0,706000.0,243000.0,262963.0,,1474330.0,,2808335.0,1200.0,,4556.0,306.0,10330.0,,46417.0,355350.0,681000.0,92000.0,66850.0,564632.0,1267263.0,4144656.0,23000.0,,116900.0,1264.0,0.0,207000.0,,1264871.0,10962.0,145095.0,463040.0,221700.0,2304245.0,464985.0,780650.0,16100.0,2330.0,,486300.0,908480.0,25855.0,6970.0,2202.0,97100.0,,,,461370.0,431807.0,400.0,0.0,9063.0,167025.0,50.0,1275306.0,1555063.0,852086.0,,17080.0,1803506.0,1651452.0,693171.0,1177100.0,2069150.0,35896.0,,18700.0,8350.0,58910.0,42500.0,,4800.0,,24132.0,237.0,246421.0,24000.0,2141.0,168000.0,,425924.0,6988265.0,,7500.0,110400.0,6480.0,3264570.0,2298000.0,449300.0,60000.0,5800.0,103000.0,,704530.0,705718.0,17788220.0,196689.0,1760062.0,3371000.0,54700.0,0.0,194851.0,14660.0,,1034910.0,17933026.0,2711700.0,2636.0,13628900.0,35000.0,893118.0,400034.0,457200.0,100.0,342560.0,12000.0,1725100.0,,121920.0,3034403.0,587000.0,32419.0,1048000.0,64050.0,,,1303.0,25800.0,2000.0,17293759.0,100.0,4130000.0,,,3178826.0,29350.0,,516800.0,,156865.0,235057.0,55600.0,,99000.0,915134.0,3332660.0,4600.0,24000.0,1144970.0,4106566.0,5500.0,831908.0,,154900.0,60000.0,1374490.0,3265.0,4834010.0,302440.0,30860.0,1490.0,2943.0,2913895.0,555000.0,457.0,14000.0,88600.0,42000.0,831.0,759600.0,99556.0,,1868744.0,,,88500.0
1963,6388000.0,50300.0,2730.0,64818.0,11650.0,3535.0,532310.0,34276.0,1099900.0,7944.0,688400.0,232400.0,7583.0,25000.0,12000.0,65421.0,7936701.0,,116150.0,106715.0,679642.0,2135000.0,8.0,150392.0,755163.0,467247.0,9500.0,,1900.0,280270.0,310000.0,198900.0,3769.0,,2243363.0,531932.0,646750.0,,74500.0,1723582.0,1124127.0,288951.0,2547878.0,297207.0,1286069.0,2500.0,757200.0,225000.0,240855.0,,882180.0,,2561265.0,1200.0,,4344.0,592.0,11315.0,,45447.0,365700.0,738000.0,95000.0,66240.0,539361.0,1270477.0,4965215.0,23000.0,,116500.0,1164.0,0.0,274000.0,,1096012.0,12093.0,150541.0,489900.0,224800.0,2362480.0,443617.0,942270.0,16100.0,2490.0,,488300.0,740330.0,28695.0,6990.0,6220.0,101795.0,,,,475800.0,495904.0,405.0,0.0,9792.0,171854.0,50.0,1404951.0,1692497.0,791000.0,,17200.0,1713411.0,1563019.0,704600.0,1135800.0,2184150.0,41581.0,,19400.0,8950.0,60130.0,42000.0,,5100.0,,26776.0,270.0,266064.0,25000.0,2511.0,159000.0,,456574.0,8168421.0,,7000.0,113400.0,6900.0,3262756.0,2455000.0,720000.0,60000.0,5900.0,113000.0,,717724.0,699600.0,12726388.0,180078.0,1800203.0,3402000.0,56500.0,0.0,174311.0,13236.0,,1050380.0,16156712.0,2875700.0,2227.0,13867200.0,35000.0,914118.0,462758.0,494200.0,100.0,365209.0,12000.0,1981200.0,,112170.0,3074118.0,491250.0,33107.0,1090000.0,61720.0,,,1399.0,27000.0,2000.0,15893532.0,70.0,4530000.0,,,3321828.0,30000.0,,519800.0,,139200.0,249700.0,57000.0,,104000.0,1115260.0,3598660.0,4750.0,24000.0,1213436.0,4378700.0,5500.0,815048.0,,172800.0,60500.0,1417810.0,3200.0,4236515.0,331550.0,35450.0,1605.0,3506.0,3257797.0,507000.0,470.0,20000.0,89900.0,45000.0,649.0,757100.0,96295.0,,2082923.0,,,89530.0
1964,6851000.0,77100.0,2880.0,74544.0,8341.0,3590.0,628910.0,41128.0,1333110.0,8096.0,709550.0,248600.0,7713.0,25200.0,12000.0,85714.0,8010830.0,,120150.0,116750.0,661063.0,2153300.0,10.0,182292.0,843423.0,483526.0,11500.0,,1950.0,376550.0,318000.0,205850.0,5626.0,,2683515.0,535799.0,669000.0,,74700.0,1898743.0,1102207.0,371590.0,2486575.0,288655.0,1301768.0,2500.0,751200.0,273000.0,234166.0,,1036843.0,,2712492.0,1100.0,,4477.0,612.0,11305.0,,60595.0,395330.0,785036.0,97000.0,52300.0,584135.0,1393314.0,3966245.0,24000.0,,116050.0,1096.0,0.0,297640.0,,1154492.0,11281.0,161593.0,555850.0,228800.0,2193866.0,681604.0,1098810.0,16050.0,2620.0,,575700.0,797400.0,25690.0,7041.0,3751.0,103595.0,,,,467900.0,500654.0,410.0,0.0,10511.0,166084.0,53.0,1399665.0,1792886.0,775000.0,,17200.0,1973460.0,1791168.0,712029.0,1306100.0,2098150.0,48542.0,,19950.0,9500.0,60690.0,43000.0,,5383.0,,19805.0,363.0,271000.0,26000.0,1699.0,162000.0,,489108.0,9358092.0,,8100.0,117550.0,7220.0,4187547.0,2472000.0,1296300.0,63000.0,6000.0,118200.0,,736967.0,717000.0,14161360.0,230684.0,1822554.0,3437000.0,57800.0,0.0,148195.0,15280.0,,1034113.0,16387692.0,2999700.0,2283.0,14088600.0,37000.0,1191475.0,752202.0,481050.0,100.0,359251.0,12000.0,1531100.0,,112297.0,3053395.0,491050.0,36700.0,1172000.0,61430.0,,,1343.0,27200.0,2000.0,18141118.0,110.0,4730000.0,,,3683003.0,30550.0,,541000.0,,156945.0,245270.0,59500.0,,102000.0,1284231.0,3988910.0,4900.0,24000.0,1126235.0,4189590.0,6000.0,889776.0,,180200.0,60500.0,1450210.0,3145.0,4366966.0,359030.0,35370.0,2041.0,3115.0,3357968.0,529000.0,480.0,22000.0,93400.0,35100.0,516.0,791100.0,99412.0,,1821461.0,,,89540.0
1965,8074000.0,45000.0,2965.0,92714.0,6240.0,3475.0,536610.0,43879.0,1327871.0,8348.0,706700.0,267200.0,5991.0,25400.0,12000.0,85500.0,8689376.0,,124300.0,140780.0,621203.0,2291900.0,12.0,172689.0,859263.0,512920.0,13072.0,,2000.0,292880.0,327000.0,212750.0,3686.0,,2763081.0,339724.0,687150.0,,82200.0,1285136.0,1093528.0,335563.0,1857510.0,313118.0,1368936.0,2500.0,794628.0,204000.0,292054.0,,1206250.0,,2903024.0,1100.0,,2472.0,612.0,13305.0,,70006.0,405130.0,796651.0,100000.0,83307.0,624188.0,1412462.0,3558978.0,26000.0,,114550.0,1145.0,0.0,265195.0,,959988.0,11824.0,159295.0,523876.0,232900.0,2551437.0,915507.0,1125690.0,16110.0,2760.0,,624700.0,586150.0,35420.0,7071.0,10974.0,105895.0,,,,490650.0,557123.0,410.0,0.0,10960.0,166587.0,53.0,1492528.0,1905815.0,798566.0,,17200.0,2016165.0,1843476.0,723161.0,1438700.0,2594040.0,49265.0,,20500.0,9500.0,62004.0,43500.0,,5571.0,,35116.0,331.0,264000.0,26000.0,2607.0,181000.0,,531093.0,8586735.0,,9000.0,119690.0,7540.0,4370546.0,2638000.0,623200.0,68000.0,6100.0,122400.0,,733253.0,770875.0,15482590.0,313022.0,1868101.0,3577000.0,59000.0,0.0,248013.0,20840.0,,1175227.0,18063194.0,3239200.0,2334.0,14839400.0,37000.0,802188.0,555531.0,432573.0,120.0,380525.0,12000.0,2036100.0,,91394.0,3131687.0,468570.0,39237.0,1183000.0,54990.0,,,1378.0,26682.0,2000.0,17942398.0,100.0,3330000.0,,,4157314.0,31700.0,,546000.0,,180232.0,252800.0,60700.0,,106000.0,704812.0,4143190.0,5000.0,24500.0,1217064.0,4008010.0,6000.0,746808.0,,141000.0,60500.0,1537730.0,3080.0,4980018.0,379060.0,36195.0,1949.0,3618.0,4299215.0,547000.0,500.0,24100.0,96700.0,32200.0,639.0,826500.0,98938.0,,2196358.0,,,89580.0
1966,7778000.0,42100.0,3180.0,91940.0,8600.0,3380.0,531310.0,45720.0,1309356.0,8500.0,743500.0,238200.0,6230.0,27800.0,12600.0,111540.0,8739205.0,,128100.0,137815.0,645514.0,2404100.0,13.0,189611.0,1127576.0,498043.0,11537.0,,2050.0,323300.0,328000.0,222080.0,3038.0,,2924776.0,710894.0,709010.0,,82500.0,1547175.0,1063164.0,335930.0,2472827.0,315903.0,1439620.0,2500.0,816057.0,160778.0,334218.0,,1211400.0,,1872339.0,1100.0,,2549.0,476.0,13302.0,,67234.0,447630.0,973270.0,102000.0,82908.0,689947.0,1558190.0,4273052.0,26000.0,,113600.0,971.0,0.0,266700.0,,1169057.0,11851.0,143463.0,508746.0,239000.0,1567596.0,1047407.0,1170300.0,16520.0,2940.0,,685900.0,777000.0,35780.0,7091.0,9851.0,110081.0,,,,411050.0,532440.0,410.0,0.0,12685.0,166783.0,53.0,1515734.0,1947230.0,819441.0,,17210.0,1955775.0,1766164.0,732292.0,1414514.0,2754192.0,55014.0,,21100.0,9820.0,65220.0,44600.0,,5671.0,,45615.0,635.0,265000.0,27000.0,2366.0,186000.0,,568148.0,9251155.0,,9000.0,119690.0,7855.0,3669093.0,2707000.0,1509300.0,75000.0,6237.0,127500.0,,772780.0,678996.0,13448056.0,334050.0,1894019.0,3614000.0,62200.0,0.0,285485.0,25400.0,,1494268.0,18578030.0,3399500.0,2410.0,15400300.0,36000.0,854659.0,522058.0,494911.0,120.0,381728.0,13000.0,2311100.0,,96557.0,3222892.0,583770.0,40819.0,1195000.0,38000.0,,,1371.0,31579.0,2000.0,18566698.0,80.0,3765000.0,494.0,,4449273.0,32800.0,,557000.0,260.0,174911.0,293266.0,62700.0,,106800.0,980508.0,4684300.0,5150.0,24470.0,1353989.0,4538373.0,6000.0,535627.0,,142800.0,61500.0,1552340.0,2989.0,4792000.0,401770.0,32855.0,1855.0,3196.0,4498979.0,552000.0,492.0,17100.0,95500.0,28300.0,621.0,878700.0,88539.0,,2212350.0,,,89600.0
1967,8933000.0,73000.0,3350.0,89780.0,7000.0,3020.0,518010.0,42233.0,1288500.0,8651.0,770850.0,230500.0,6329.0,28500.0,12600.0,97410.0,9557893.0,,138550.0,134355.0,651116.0,2622000.0,13.0,182714.0,1404506.0,472079.0,12270.0,,2100.0,416500.0,334000.0,224030.0,3673.0,,2662120.0,525658.0,732720.0,,83900.0,2031799.0,978000.0,363226.0,2475750.0,304482.0,1525820.0,2500.0,879669.0,224009.0,374041.0,,1565000.0,,2007057.0,1100.0,,2510.0,510.0,12305.0,,67020.0,465156.0,761441.0,105000.0,84628.0,720233.0,1662864.0,5084002.0,26500.0,,115200.0,1010.0,0.0,276200.0,,1216549.0,12914.0,158242.0,572231.0,246000.0,1565578.0,1264336.0,1376750.0,16330.0,3040.0,,813000.0,1086974.0,40860.0,7382.0,10756.0,103741.0,,,,425300.0,547935.0,380.0,0.0,13230.0,177922.0,57.0,1530019.0,2109687.0,836019.0,,17310.0,2113171.0,1930457.0,752039.0,1691831.0,2687150.0,44799.0,,21650.0,9980.0,65760.0,45700.0,,5771.0,,56763.0,670.0,266000.0,28000.0,2989.0,180000.0,,683975.0,7725719.0,,8200.0,120700.0,8160.0,3455221.0,2737000.0,1072500.0,76000.0,6367.0,138000.0,,798051.0,695750.0,14645393.0,363946.0,1930129.0,3651000.0,62900.0,0.0,267243.0,30460.0,,1542281.0,19476066.0,3531500.0,2381.0,15566200.0,36050.0,1031150.0,622498.0,502695.0,120.0,366481.0,13000.0,2103200.0,,100881.0,3271012.0,539080.0,61426.0,1217000.0,45860.0,,,1247.0,31900.0,2000.0,19309327.0,60.0,4845000.0,504.0,,4798825.0,35050.0,,566100.0,311.0,191031.0,284910.0,64900.0,,111900.0,1048202.0,4819600.0,5250.0,24770.0,1392804.0,5620402.0,6000.0,448516.0,,183300.0,61600.0,1593245.0,2850.0,5686650.0,427360.0,29725.0,2486.0,3308.0,4662086.0,568000.0,502.0,15200.0,97500.0,27000.0,659.0,920700.0,102906.0,,2085079.0,,,90650.0
1968,10584000.0,49200.0,3520.0,85925.0,9860.0,3080.0,522710.0,39804.0,1474850.0,8852.0,790633.0,231400.0,6493.0,29200.0,13000.0,111600.0,10128171.0,,138650.0,131902.0,600293.0,2646400.0,13.0,194576.0,1518237.0,409350.0,12689.0,,2150.0,375100.0,338000.0,238500.0,3608.0,,3170376.0,639240.0,754000.0,,84100.0,1826783.0,996657.0,354809.0,2606680.0,289276.0,1560025.0,3000.0,911587.0,207456.0,428148.0,,1621000.0,,2161319.0,1100.0,,2515.0,544.0,19050.0,,74734.0,522150.0,686527.0,108000.0,94338.0,945899.0,1758358.0,4962268.0,27000.0,,116700.0,932.0,0.0,254300.0,,1310880.0,13156.0,163943.0,627681.0,250100.0,2096433.0,1318246.0,1533190.0,16330.0,3180.0,,819100.0,755900.0,41980.0,7402.0,11849.0,103141.0,,,,364300.0,558415.0,350.0,0.0,10963.0,146007.0,57.0,1668897.0,2252124.0,838452.0,,17360.0,2094946.0,1900370.0,1127333.0,1669958.0,2650973.0,48369.0,,22200.0,9810.0,66700.0,47800.0,,5871.0,,67023.0,740.0,261900.0,29000.0,2898.0,209000.0,,529076.0,7942552.0,,8200.0,121770.0,8465.0,3690275.0,2828000.0,1410600.0,80000.0,6490.0,142000.0,,821065.0,704200.0,15388627.0,396920.0,2026500.0,3692000.0,63600.0,0.0,277394.0,28020.0,,1562394.0,17601099.0,3649600.0,2407.0,15793000.0,36100.0,1047188.0,590127.0,622300.0,120.0,442599.0,13000.0,2219766.0,,132755.0,3216988.0,473622.0,69332.0,1248000.0,47220.0,,,1207.0,33700.0,2000.0,18533871.0,120.0,5558000.0,504.0,,4970744.0,37200.0,,567400.0,311.0,93322.0,271610.0,68500.0,,113000.0,1097487.0,5614600.0,5400.0,25220.0,1321241.0,4652578.0,6000.0,642644.0,,191000.0,62700.0,1635945.0,2750.0,6131100.0,445770.0,33595.0,2565.0,3153.0,4624704.0,550000.0,517.0,16000.0,98500.0,29600.0,678.0,938248.0,99724.0,,2660615.0,,,93700.0
1969,9435000.0,54400.0,3625.0,81247.0,8787.0,3064.0,526610.0,42558.0,1264090.0,8953.0,811634.0,238600.0,6642.0,30200.0,13000.0,119920.0,10795823.0,,146482.0,127304.0,615316.0,2714200.0,13.0,196041.0,1593376.0,393070.0,14791.0,,2200.0,468550.0,379000.0,259850.0,3080.0,,3137133.0,672882.0,776550.0,,93300.0,2436299.0,1128697.0,381031.0,3633613.0,293369.0,1698725.0,3000.0,964336.0,165641.0,440217.0,,1645000.0,,1707367.0,1100.0,,2520.0,544.0,19560.0,,78880.0,601195.0,843110.0,110000.0,91159.0,1116413.0,1628445.0,5459836.0,27500.0,,119800.0,1061.0,0.0,257090.0,,1087110.0,12510.0,162437.0,464084.0,253950.0,1989727.0,1254465.0,1457150.0,16630.0,3250.0,,827700.0,963000.0,38135.0,7453.0,12588.0,101993.0,,,,341150.0,575880.0,320.0,0.0,15741.0,150655.0,57.0,1735686.0,2260660.0,679490.0,,17470.0,2058889.0,1862848.0,1203890.0,1477898.0,2680553.0,50456.0,,22800.0,10530.0,71150.0,48680.0,,6218.0,,67001.0,925.0,294830.0,29000.0,2632.0,219000.0,,516859.0,8722635.0,,7600.0,123820.0,8870.0,3902295.0,3003000.0,1128900.0,81000.0,6607.0,148900.0,,840599.0,791500.0,12729405.0,422849.0,1997300.0,3737000.0,66300.0,0.0,259429.0,16591.0,,1779486.0,21475870.0,3800000.0,2338.0,15920800.0,36650.0,874276.0,634721.0,643800.0,140.0,385875.0,13000.0,2860364.0,,119290.0,3313154.0,705760.0,79906.0,1250000.0,51880.0,,,1316.0,39000.0,2000.0,19306940.0,90.0,5860000.0,515.0,,5057097.0,39350.0,,574900.0,311.0,77439.0,276300.0,71800.0,,123100.0,987680.0,5300200.0,5500.0,25690.0,1580227.0,4747871.0,6000.0,689691.0,,197200.0,69800.0,1656560.0,3383.0,5807274.0,446290.0,35870.0,3482.0,3263.0,4358262.0,568000.0,523.0,14700.0,101000.0,34000.0,732.0,951294.0,98787.0,,2665757.0,,,94860.0
1970,11644000.0,62700.0,3800.0,85549.0,8612.0,4540.0,544110.0,42167.0,1466620.0,9104.0,844642.0,264300.0,6782.0,31300.0,13500.0,118400.0,11465728.0,,149250.0,92879.0,628394.0,2761100.0,13.0,241574.0,1499919.0,396869.0,13824.0,,2250.0,475600.0,430000.0,284300.0,2748.0,,3003093.0,694507.0,799800.0,,98100.0,2030432.0,1169659.0,335046.0,2615737.0,293137.0,1784725.0,3000.0,1034097.0,207200.0,432319.0,,1659100.0,,2221807.0,1100.0,,2525.0,565.0,19015.0,,63100.0,623775.0,1055876.0,112000.0,82132.0,1299207.0,1407439.0,5367781.0,28000.0,,121300.0,1129.0,0.0,270050.0,,1061240.0,11871.0,163961.0,561776.0,260000.0,1995071.0,1225818.0,1548475.0,16930.0,3370.0,,794600.0,759164.0,34255.0,7504.0,8948.0,87209.0,,,,317850.0,604615.0,280.0,0.0,15850.0,132280.0,61.0,1793737.0,2097186.0,707502.0,,17580.0,2355902.0,2114328.0,1170109.0,1577473.0,2723790.0,35405.0,,23350.0,11300.0,75650.0,50796.0,,6318.0,,57006.0,1070.0,304470.0,30000.0,3092.0,218000.0,,520254.0,8379625.0,,9000.0,129820.0,9175.0,3781544.0,3576000.0,1209504.0,83000.0,6749.0,155900.0,,875158.0,865300.0,17049992.0,429259.0,2134500.0,4469000.0,68700.0,0.0,184928.0,16570.0,,1815537.0,20391281.0,3744800.0,2544.0,15786680.0,36700.0,983457.0,678466.0,659100.0,140.0,306012.0,14000.0,1901047.0,,110944.0,3501192.0,542880.0,91013.0,1247000.0,51440.0,,,1382.0,42000.0,2000.0,19349138.0,120.0,8019000.0,516.0,,4973710.0,41600.0,,594300.0,309.0,61370.0,313776.0,74450.0,,123300.0,1096963.0,5552900.0,6050.0,26188.0,1450330.0,5217423.0,6500.0,849205.0,,176900.0,69900.0,1685575.0,2490.0,6292500.0,469540.0,33320.0,3850.0,3445.0,4478972.0,545000.0,470.0,17300.0,103000.0,32500.0,747.0,1001352.0,99169.0,,2300778.0,,,98020.0
