,"China, Taiwan Province of",Romania,Syrian Arab Republic,Israel,Australia & New Zealand,Australia,Iraq,Pakistan,Slovakia,United Republic of Tanzania,Paraguay,Thailand,Uruguay,Kenya,Czechia,Switzerland,Republic of Moldova,Italy,Serbia,Zambia,USSR,Botswana,Uganda,Tajikistan,South Africa,Slovenia,Albania,Uzbekistan,China,Mozambique,Armenia,Sudan (former),Morocco,Jordan,Chile,Argentina,Colombia,Spain,Kyrgyzstan,Germany,Malawi,India,Austria,Ecuador,Poland,Canada,Turkey,Belarus,Afghanistan,Angola,South Sudan,Egypt,Namibia,Georgia,Mexico,Azerbaijan,France,Zimbabwe,Tunisia,Sudan,Serbia and Montenegro,Bosnia and Herzegovina,Hungary,Lebanon,Russian Federation,Portugal,Bolivia (Plurinational State of),Yugoslav SFR,Occupied Palestinian Territory,Iran (Islamic Republic of),Kazakhstan,United States of America,Greece,Ukraine,"China, mainland",Czechoslovakia,The former Yugoslav Republic of Macedonia,Algeria,Venezuela (Bolivarian Republic of),Croatia,Bulgaria,Myanmar,Brazil
2003,0.0,1153341.0,7273.0,7920.0,47408.0,47408.0,12780.0,107717.0,131033.0,300000.0,24000.0,45755.0,176000.0,13000.0,48706.0,5478.0,352352.0,150781.0,,15000.0,,6000.0,145000.0,3100.0,606450.0,107.0,1434.0,18080.0,1173000.0,14000.0,,24000.0,103500.0,0.0,2369.0,2324510.0,-1.0,786832.0,49350.0,37200.0,6281.0,2003500.0,25748.0,170.0,764.0,105600.0,545000.0,11000.0,10146.0,15599.0,,14250.0,108.0,44269.0,124.0,13618.0,693985.0,21355.0,10000.0,,199361.0,160.0,511191.0,0.0,4882820.0,36628.0,83000.0,,4.0,79000.0,430980.0,889104.0,9900.0,3810000.0,1173000.0,,5419.0,154.0,1502.0,28211.0,659632.0,509138.0,52000.0
2004,0.0,925634.0,7247.0,6740.0,72445.0,72445.0,9250.0,255679.0,90031.0,310000.0,29700.0,28657.0,110600.0,13000.0,39308.0,4981.0,270626.0,123997.0,,15000.0,,6200.0,149000.0,2080.0,530000.0,56.0,2800.0,13320.0,934900.0,12999.0,,5640.0,62600.0,0.0,2200.0,1835238.0,-1.0,752175.0,55994.0,31557.0,6600.0,2160600.0,28988.0,175.0,2813.0,55400.0,550000.0,11000.0,10625.0,15952.0,,20119.0,130.0,32069.0,90.0,11291.0,615869.0,37800.0,9000.0,,188900.0,239.0,479768.0,0.0,4708840.0,28367.0,89000.0,,3.0,78000.0,446568.0,692425.0,4745.0,3427000.0,934900.0,,5153.0,156.0,1200.0,28381.0,592765.0,505000.0,42000.0
2005,0.0,957119.0,9122.0,6510.0,47878.0,47878.0,15750.0,264004.0,91146.0,340000.0,43000.0,42020.0,118000.0,13000.0,39648.0,5083.0,275714.0,129874.0,,18007.0,,6459.0,157000.0,2120.0,460000.0,40.0,1100.0,9610.0,1020200.0,15000.0,,10500.0,52000.0,0.0,1780.0,1922909.0,-1.0,516160.0,58772.0,27100.0,7429.0,2339600.0,30179.0,180.0,4334.0,70800.0,566000.0,10000.0,13824.0,15712.0,,14760.0,88.0,37100.0,22.0,11134.0,646167.0,18129.0,9581.0,,197843.0,215.0,511144.0,0.0,5411010.0,7069.0,98350.0,,4.0,79000.0,422000.0,1056240.0,5200.0,3689000.0,1020200.0,,5044.0,158.0,715.0,49769.0,635003.0,510000.0,69000.0
2006,0.0,981856.0,8302.0,5240.0,77516.0,77516.0,12000.0,325082.0,108816.0,380000.0,46000.0,33221.0,58800.0,13000.0,46964.0,5339.0,287377.0,144566.0,186431.0,34521.0,,4467.0,165000.0,3260.0,472480.0,156.0,1300.0,6410.0,987800.0,8500.0,,30000.0,32600.0,0.0,2660.0,2167074.0,-1.0,622494.0,58287.0,32000.0,7651.0,2160000.0,34621.0,170.0,4609.0,76900.0,585400.0,11000.0,10000.0,15771.0,,15610.0,135.0,22200.0,175.0,10599.0,644828.0,46725.0,8200.0,,,356.0,534156.0,0.0,5942690.0,7800.0,94437.0,,7.0,65000.0,453100.0,716300.0,9057.0,3911700.0,987800.0,,3713.0,161.0,4673.0,35308.0,750521.0,655000.0,67829.0
2007,0.0,748545.0,11925.0,5000.0,17000.0,17000.0,7000.0,323067.0,64746.0,348000.0,109000.0,30567.0,38495.0,13000.0,24413.0,4878.0,233591.0,126257.0,154793.0,23170.0,,1533.0,173000.0,2800.0,316350.0,246.0,2100.0,8000.0,719200.0,14000.0,,61250.0,36100.0,0.0,2980.0,2351348.0,-1.0,600866.0,56733.0,19161.0,7607.0,1910000.0,26446.0,180.0,3243.0,78900.0,554678.0,12000.0,7000.0,15921.0,,11838.0,108.0,22300.0,3.0,9161.0,519501.0,67200.0,9800.0,,,226.0,512871.0,0.0,5002530.0,17600.0,122880.0,,10.0,65000.0,349700.0,814236.0,12015.0,3411400.0,719200.0,,3505.0,164.0,12517.0,20615.0,602398.0,585000.0,72548.0
2008,0.0,808791.0,6895.0,3470.0,48400.0,48400.0,4750.0,397306.0,74934.0,389000.0,99139.0,26029.0,34000.0,13000.0,24468.0,4237.0,277965.0,114482.0,187822.0,26766.0,,8424.0,173000.0,2236.0,564300.0,256.0,1400.0,10000.0,964290.0,12000.0,,124370.0,25500.0,0.0,3610.0,2569136.0,-1.0,730819.0,48514.0,24900.0,7575.0,1812800.0,26787.0,200.0,2616.0,68800.0,577958.0,12000.0,3000.0,16064.0,,8442.0,114.0,29300.0,4.0,10265.0,629739.0,58000.0,8000.0,,,250.0,549804.0,0.0,5980480.0,24400.0,175666.0,,7.0,67000.0,453800.0,969640.0,14700.0,4279400.0,964290.0,,4647.0,167.0,30460.0,38631.0,721689.0,881150.0,114375.0
2009,0.0,761093.0,6994.0,3470.0,51800.0,51800.0,4250.0,319743.0,82944.0,388830.0,194000.0,26413.0,55100.0,13000.0,25621.0,3654.0,224252.0,123800.0,157337.0,65417.0,,2853.0,195000.0,3771.0,635800.0,227.0,1200.0,11000.0,958730.0,40500.0,,304167.0,43000.0,0.0,4355.0,1820030.0,-1.0,851120.0,49268.0,23600.0,9694.0,1476600.0,25870.0,150.0,2279.0,63500.0,583979.0,13000.0,1700.0,16187.0,,17141.0,93.0,9000.0,216.0,8170.0,723244.0,40000.0,8948.0,,,206.0,535090.0,0.0,5597900.0,21300.0,311060.0,,5.0,67000.0,646800.0,790560.0,22805.0,4193000.0,958730.0,,4138.0,172.0,43000.0,27366.0,683711.0,881150.0,81267.0
2010,0.0,786058.0,7636.0,2910.0,26600.0,26600.0,5750.0,256121.0,82866.0,431540.0,168103.0,27063.0,10000.0,12000.0,27172.0,3563.0,250193.0,100500.0,169384.0,51602.0,,5624.0,207000.0,3715.0,397700.0,203.0,1300.0,10000.0,984000.0,28569.0,,49560.0,62000.0,0.0,3053.0,1495317.0,-1.0,697900.0,42888.0,24973.0,10873.0,930000.0,25411.0,153.0,2994.0,51400.0,641343.0,17686.0,2443.0,16000.0,,15611.0,85.0,9000.0,1878.0,9046.0,692265.0,28945.0,9374.0,,,441.0,501507.0,0.0,5575100.0,14000.0,177702.0,,1.0,67000.0,744500.0,758310.0,63500.0,4526000.0,984000.0,,4029.0,170.0,63606.0,26412.0,729889.0,882940.0,76492.0
2011,0.0,993258.0,4011.0,1780.0,37177.0,37177.0,4472.0,300614.0,88695.0,753759.0,69607.0,31000.0,3100.0,14000.0,28554.0,3324.0,274237.0,118067.0,174270.0,36886.0,,13821.0,221000.0,3564.0,642700.0,374.0,1460.0,9564.0,940200.0,33327.0,,86520.0,36570.0,0.0,2652.0,1743040.0,-1.0,862869.0,41045.0,26800.0,12437.0,730000.0,26049.0,156.0,2775.0,13800.0,655700.0,11159.0,2237.0,16500.0,,7552.0,83.0,15000.0,1850.0,11224.0,740722.0,26164.0,9848.0,,,286.0,579548.0,0.0,7221000.0,22412.0,188337.0,,3.0,68000.0,882500.0,589960.0,83300.0,4716600.0,940200.0,,5688.0,175.0,62146.0,30041.0,747131.0,543112.0,62535.0
2012,0.0,1064750.0,5199.0,1830.0,40200.0,40200.0,2168.0,236001.0,90121.0,840000.0,50000.0,31000.0,6400.0,14000.0,24634.0,3550.0,295695.0,111678.0,185918.0,38297.0,,4918.0,230000.0,4092.0,453350.0,367.0,1400.0,13350.0,888510.0,10800.0,,,11670.0,0.0,3939.0,1823412.0,-1.0,753015.0,40470.0,26400.0,14095.0,820000.0,23362.0,165.0,3255.0,39700.0,605000.0,5325.0,1700.0,17000.0,25000.0,7472.0,82.0,16000.0,1280.0,11027.0,679974.0,19851.0,12170.0,99960.0,,349.0,615100.0,0.0,6158500.0,22400.0,189263.0,,4.0,68000.0,682300.0,744630.0,61385.0,5081700.0,888510.0,,3752.0,180.0,64484.0,33534.0,780755.0,540000.0,77928.0
2013,0.0,1072059.0,6071.0,1450.0,30300.0,30300.0,1902.0,196102.0,84129.0,1629698.0,55000.0,8896.0,1800.0,14000.0,21276.0,3959.0,275029.0,127628.0,188189.0,66515.0,,3163.0,238100.0,4256.0,504000.0,273.0,1000.0,12365.0,923390.0,10606.0,,,17006.0,0.0,5219.0,1620081.0,-1.0,865564.0,35700.0,21900.0,14090.0,671500.0,21808.0,165.0,2624.0,27500.0,609622.0,11159.0,1800.0,17000.0,22000.0,6376.0,82.0,17000.0,3610.0,9351.0,770852.0,18261.0,9690.0,105840.0,,205.0,596890.0,0.0,6795040.0,18100.0,190700.0,,4.0,70000.0,818143.0,592710.0,72209.0,5090120.0,923390.0,,2458.0,180.0,62953.0,40805.0,878637.0,496166.0,69070.0
2014,0.0,998043.0,5008.0,1789.0,27000.0,27000.0,845.0,152675.0,76593.0,1721875.0,62000.0,16374.0,0.0,14000.0,18607.0,3957.0,309803.0,111350.0,175366.0,63076.0,,1272.0,245200.0,4804.0,598950.0,252.0,686.0,10000.0,930000.0,11359.0,,,20898.0,0.0,3846.0,1261640.0,-1.0,783425.0,30187.0,20000.0,15045.0,552000.0,20500.0,146.0,1361.0,29100.0,653323.0,5325.0,1800.0,16783.0,32000.0,7023.0,82.0,18000.0,14729.0,11705.0,657288.0,18275.0,9300.0,60800.0,,400.0,593730.0,0.0,6443406.0,15600.0,95624.0,,4.0,70000.0,768739.0,610110.0,84740.0,5212200.0,930000.0,,5112.0,180.0,23470.0,34869.0,843644.0,480643.0,115617.0
