,Cuba,Jamaica,Pacific Islands Trust Territory,American Samoa,Vanuatu,Haiti,Micronesia (Federated States of),Fiji,Dominica,Panama,Madagascar,Togo,United Republic of Tanzania,Philippines,Samoa,Belize,Guyana,Costa Rica,Solomon Islands,Uganda,Papua New Guinea,Comoros,Suriname,Benin,Equatorial Guinea,Tonga,China,El Salvador,Sierra Leone,Honduras,Colombia,Timor-Leste,Central African Republic,Gabon,India,Saint Lucia,"China, Taiwan Province of",Ecuador,Indonesia,Angola,Trinidad and Tobago,Sao Tome and Principe,Malaysia,Grenada,Mexico,Melanesia,Nicaragua,Democratic Republic of the Congo,Nigeria,Micronesia,Congo,Martinique,Dominican Republic,Brazil,Bolivia (Plurinational State of),Thailand,Saint Vincent and the Grenadines,Peru,Ghana,Guinea,Guadeloupe,Sri Lanka,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Polynesia,Cameroon,Guatemala,Liberia
2003,6600.0,3113.0,,16.0,3000.0,10146.0,77.0,300.0,2150.0,3500.0,4670.0,19000.0,6500.0,10846.0,2300.0,60.0,760.0,3550.0,11000.0,14200.0,98000.0,81.0,164.0,,24000.0,-1.0,,550.0,33000.0,2498.0,86784.0,1167.0,1420.0,8500.0,21893.0,40.0,,348434.0,961107.0,2200.0,9500.0,28000.0,44800.0,620.0,80903.0,112300.0,2000.0,19033.0,1002000.0,77.0,3300.0,-1.0,125787.0,590945.0,5219.0,665.0,670.0,49787.0,1500000.0,16000.0,1.0,2980.0,50802.0,2000000.0,2316.0,450000.0,3500.0,15000.0
2004,5784.0,3153.0,,16.0,1700.0,9800.0,77.0,250.0,2179.0,3600.0,4680.0,35000.0,5000.0,10845.0,2300.0,54.0,772.0,3550.0,10000.0,14200.0,97000.0,83.0,195.0,,30000.0,-1.0,,570.0,36000.0,2485.0,73674.0,1219.0,1462.0,2900.0,25157.0,48.0,,336358.0,1090960.0,2188.0,12500.0,21000.0,41612.0,770.0,80879.0,108950.0,2900.0,18900.0,1062000.0,77.0,3391.0,-1.0,125787.0,638825.0,5222.0,468.0,680.0,50879.0,2000000.0,17000.0,1.0,2910.0,55662.0,2050000.0,2316.0,490000.0,3350.0,16012.0
2005,4054.0,1800.0,,16.0,1800.0,9841.0,78.0,268.0,2150.0,3700.0,7504.0,80000.0,7143.0,10719.0,2300.0,30.0,794.0,3000.0,11700.0,14200.0,110000.0,85.0,198.0,,29907.0,-1.0,-1.0,600.0,37000.0,2456.0,80650.0,1236.0,1600.0,4000.0,27811.0,55.0,-1.0,357706.0,1167046.0,2270.0,9500.0,14000.0,33398.0,330.0,61477.0,123768.0,2100.0,18767.0,1213019.0,78.0,3000.0,-1.0,153219.0,625384.0,5282.0,469.0,690.0,50313.0,1850000.0,27000.0,1.0,2870.0,53836.0,2193548.0,2316.0,400000.0,3115.0,17000.0
2006,3999.0,1800.0,,15.0,3250.0,12300.0,77.0,202.0,2150.0,4800.0,7511.0,104000.0,9857.0,10354.0,2300.0,71.0,824.0,3820.0,9000.0,24000.0,120000.0,84.0,177.0,,20000.0,-1.0,,620.0,38000.0,2500.0,77320.0,1281.0,2000.0,2800.0,29471.0,40.0,,350027.0,905730.0,2375.0,15000.0,14123.0,31326.0,350.0,60866.0,132452.0,5600.0,18633.0,1104000.0,77.0,3000.0,-1.0,153219.0,647135.0,5340.0,465.0,724.0,56732.0,1835000.0,26000.0,0.0,2420.0,51825.0,2281290.0,2315.0,440000.0,3115.0,6000.0
2007,2758.0,3500.0,,15.0,2600.0,17400.0,80.0,250.0,2200.0,5050.0,7470.0,113634.0,10000.0,9985.0,2350.0,50.0,879.0,4484.0,10000.0,30300.0,120000.0,91.0,169.0,,25000.0,-1.0,,650.0,38000.0,606.0,86937.0,1325.0,4500.0,1300.0,30341.0,50.0,,356658.0,923968.0,2480.0,7500.0,21000.0,28209.0,370.0,60934.0,132850.0,3900.0,18500.0,1359550.0,80.0,2700.0,-1.0,153219.0,628928.0,5468.0,390.0,680.0,59835.0,1463000.0,20000.0,0.0,2350.0,56927.0,2372542.0,2365.0,550000.0,3889.0,10000.0
2008,3800.0,3400.0,,16.0,2500.0,16400.0,79.0,240.0,978.0,5200.0,7530.0,146000.0,10000.0,9751.0,2350.0,105.0,923.0,4484.0,10000.0,37000.0,132000.0,96.0,167.0,,20000.0,-1.0,,680.0,29000.0,1400.0,90959.0,1368.0,4000.0,2700.0,31885.0,57.0,,376604.0,1425216.0,2521.0,6500.0,15000.0,20622.0,800.0,79000.0,144740.0,5000.0,18367.0,1349130.0,79.0,2700.0,-1.0,157000.0,641337.0,5476.0,366.0,740.0,63626.0,1822500.0,25000.0,1.0,2690.0,50194.0,2300000.0,2366.0,590000.0,3983.0,25000.0
2009,5089.0,3500.0,,17.0,2500.0,17128.0,80.0,70.0,978.0,4200.0,9300.0,138160.0,12024.0,9538.0,2350.0,121.0,968.0,4484.0,10600.0,43000.0,145000.0,102.0,164.0,,12000.0,-1.0,,700.0,28000.0,3304.0,95167.0,1410.0,2000.0,2683.0,34049.0,68.0,,398104.0,1587136.0,2565.0,5600.0,19000.0,20561.0,1000.0,95000.0,158170.0,6200.0,18233.0,1354340.0,80.0,3000.0,-1.0,153219.0,635975.0,8471.0,319.0,750.0,66335.0,1600000.0,20000.0,1.0,2740.0,45000.0,2176162.0,2367.0,600000.0,3983.0,27000.0
2010,5114.0,3800.0,,18.0,3185.0,18593.0,80.0,72.0,7777.0,5129.0,11287.0,130244.0,11215.0,9463.0,2350.0,114.0,1014.0,4543.0,12500.0,41345.0,95317.0,107.0,163.0,,11866.0,-1.0,,750.0,50000.0,2070.0,95641.0,1452.0,2371.0,1305.0,46300.0,61.0,,360025.0,1651539.0,2611.0,6550.0,21385.0,11911.0,1000.0,88477.0,111074.0,5945.0,18100.0,1272430.0,80.0,4627.0,-1.0,153219.0,660711.0,8332.0,311.0,750.0,77192.0,1600200.0,22000.0,1.0,2730.0,53712.0,2308453.0,2368.0,670000.0,3990.0,39000.0
2011,5153.0,2000.0,,18.0,2344.0,20558.0,81.0,64.0,2883.0,6058.0,7344.0,172707.0,13418.0,9584.0,2400.0,202.0,1057.0,4605.0,15100.0,46807.0,116334.0,112.0,163.0,,8894.0,-1.0,,789.0,50000.0,3012.0,99205.0,1492.0,2448.0,6200.0,56500.0,61.0,,399467.0,1732600.0,2656.0,3750.0,24161.0,20848.0,1100.0,78246.0,133843.0,6044.0,18294.0,1246868.0,81.0,5387.0,-1.0,153219.0,680484.0,8491.0,217.0,757.0,84174.0,1600300.0,42000.0,1.0,2550.0,54679.0,2690468.0,2418.0,670000.0,4130.0,68000.0
2012,4203.0,3800.0,,18.0,3886.0,22860.0,82.0,190.0,1918.0,6180.0,9190.0,40018.0,12672.0,9338.0,2400.0,202.0,1070.0,4660.0,12000.0,41377.0,94776.0,118.0,164.0,,6983.0,-1.0,,800.0,50000.0,1660.0,102902.0,1532.0,2400.0,3500.0,63000.0,75.0,,390176.0,1852900.0,2500.0,4700.0,20480.0,11748.0,1250.0,74403.0,110852.0,6400.0,6921.0,1269136.0,82.0,10071.0,-1.0,150943.0,684333.0,10517.0,130.0,780.0,83999.0,1600300.0,25000.0,1.0,2530.0,62546.0,2741142.0,2418.0,670000.0,4123.0,70500.0
2013,4303.0,3800.0,,18.0,3892.0,25984.0,80.0,190.0,2571.0,5273.0,10377.0,16740.0,8422.0,9431.0,2400.0,643.0,1100.0,4660.0,12000.0,50582.0,100953.0,120.0,164.0,,6980.0,-1.0,,800.0,42000.0,1523.0,155151.0,1430.0,2300.0,3500.0,66000.0,29.0,,402434.0,1740600.0,2550.0,4800.0,24500.0,13826.0,1290.0,69922.0,117035.0,6500.0,7042.0,1244755.0,80.0,17937.0,-1.0,150943.0,689276.0,13558.0,41.0,785.0,97658.0,1600300.0,20000.0,1.0,2260.0,63213.0,2724080.0,2418.0,670000.0,4333.0,60000.0
2014,4155.0,3800.0,,18.0,3242.0,29862.0,82.0,200.0,2806.0,5496.0,10204.0,32813.0,7900.0,12035.0,2585.0,709.0,1173.0,4750.0,12200.0,51914.0,110371.0,122.0,164.0,,6662.0,-1.0,,692.0,44000.0,1909.0,160276.0,1624.0,2652.0,3300.0,71000.0,30.0,,372637.0,1727400.0,2695.0,4700.0,23033.0,16102.0,1290.0,59624.0,126012.0,6600.0,9549.0,1374399.0,82.0,26102.0,-1.0,150943.0,704122.0,14185.0,42.0,773.0,106635.0,1683765.0,20000.0,1.0,2174.0,63025.0,2748357.0,2603.0,670000.0,4403.0,52900.0
