,Saint Kitts and Nevis,Belize,Burundi,Melanesia,Niue,Cameroon,Burkina Faso,Comoros,Sudan (former),Dominican Republic,Philippines,South Sudan,Martinique,Benin,United Republic of Tanzania,Ethiopia,Kenya,Liberia,Japan,Sao Tome and Principe,Togo,Venezuela (Bolivarian Republic of),Papua New Guinea,Antigua and Barbuda,New Caledonia,Guyana,Samoa,Barbados,Democratic Republic of the Congo,Sudan,American Samoa,Nigeria,Tonga,Saint Lucia,Haiti,Costa Rica,Guinea,Cuba,Guadeloupe,Dominica,Fiji,Chad,Rwanda,Wallis and Futuna Islands,Ethiopia PDR,Congo,Gabon,Cayman Islands,Central African Republic,Mauritania,Germany,Côte d'Ivoire,Colombia,Mali,Jamaica,Solomon Islands,Trinidad and Tobago,Puerto Rico,Polynesia,Panama,Saint Vincent and the Grenadines,Portugal,Brazil,Ghana,Grenada,Nicaragua
2001,5.0,13.0,9924.0,299729.0,119.0,264166.0,70669.0,3813.0,137000.0,18042.0,24285.0,-1.0,7281.0,1700980.0,8500.0,298413.0,7898.0,20338.0,182400.0,1348.0,614962.0,87523.0,260000.0,55.0,9580.0,4107.0,2538.0,1200.0,87100.0,-1.0,904.0,26232000.0,4400.0,839.0,197000.0,17856.0,90000.0,59800.0,10764.0,7500.0,3149.0,244103.0,7000.0,492.0,-1.0,8000.0,165000.0,19.0,368381.0,2599.0,-1,4579723.0,255458.0,36790.0,157557.0,27000.0,12.0,3523.0,8454.0,22564.0,1900.0,2016.0,235000.0,3546739.0,396.0,1000.0
2002,5.0,19.0,9924.0,320934.0,121.0,274972.0,25187.0,3800.0,137000.0,22060.0,26241.0,-1.0,7576.0,1875010.0,7900.0,305305.0,2640.0,20500.0,181700.0,1400.0,574886.0,93163.0,280000.0,58.0,8524.0,2500.0,2600.0,349.0,84290.0,-1.0,958.0,27911000.0,5039.0,689.0,189700.0,26659.0,44507.0,135400.0,10764.0,8000.0,3910.0,247624.0,8000.0,489.0,-1.0,10880.0,170000.0,19.0,350000.0,2610.0,-1,4706585.0,246440.0,47779.0,148152.0,28500.0,15.0,3563.0,9207.0,26119.0,1850.0,2070.0,230000.0,3900000.0,400.0,1000.0
2003,5.0,470.0,9912.0,332562.0,122.0,280326.0,35487.0,4000.0,137000.0,24664.0,27884.0,-1.0,7370.0,2010699.0,7623.0,222465.0,8007.0,20500.0,177300.0,1500.0,614962.0,52485.0,290000.0,64.0,8262.0,2000.0,2590.0,1220.0,85320.0,-1.0,1390.0,29697000.0,5010.0,600.0,191000.0,13874.0,24218.0,109121.0,8800.0,8885.0,3800.0,246498.0,9000.0,485.0,-1.0,10972.0,172000.0,19.0,330000.0,2600.0,-1,4836961.0,290194.0,31020.0,152238.0,30500.0,14.0,3269.0,9598.0,22746.0,1955.0,2075.0,233506.0,3812800.0,412.0,1000.0
2004,5.0,26.0,9912.0,320255.0,124.0,286494.0,89695.0,4027.0,137000.0,16351.0,28526.0,-1.0,2082.0,2257254.0,7900.0,192611.0,7701.0,20653.0,197900.0,1553.0,636305.0,69878.0,280000.0,70.0,8274.0,1700.0,2612.0,603.0,84860.0,-1.0,800.0,31776000.0,4955.0,574.0,199000.0,20665.0,24826.0,141983.0,2440.0,9389.0,981.0,251941.0,10000.0,496.0,-1.0,11356.0,170000.0,18.0,350000.0,2605.0,-1,4996019.0,310205.0,12425.0,136167.0,31000.0,13.0,3274.0,8987.0,23847.0,2200.0,2147.0,235630.0,3892259.0,420.0,1000.0
2005,5.0,124.0,9912.0,333234.0,126.0,343270.0,18322.0,4091.0,138000.0,16020.0,29256.0,-1.0,1934.0,2083785.0,7950.0,172413.0,7238.0,20900.0,204100.0,1600.0,585427.0,76857.0,290000.0,79.0,8288.0,1500.0,2625.0,818.0,84900.0,-1.0,858.0,34000000.0,4916.0,456.0,220000.0,20338.0,25434.0,137055.0,5830.0,9957.0,2946.0,250000.0,11000.0,511.0,-1.0,11800.0,169000.0,20.0,362143.0,2604.0,-1,5160307.0,279732.0,47751.0,107295.0,32000.0,13.0,2504.0,9035.0,27593.0,2150.0,2203.0,237314.0,3923000.0,452.0,1000.0
2006,14.0,97.0,9912.0,337572.0,128.0,366808.0,22157.0,4200.0,137000.0,25056.0,30074.0,-1.0,1800.0,2239757.0,8200.0,227151.0,8001.0,21000.0,192200.0,1667.0,621055.0,87243.0,297000.0,85.0,8000.0,1300.0,2650.0,794.0,85940.0,-1.0,853.0,36720000.0,4600.0,429.0,220000.0,49639.0,26057.0,116000.0,3000.0,10603.0,2572.0,275000.0,12928.0,530.0,-1.0,12100.0,170000.0,20.0,370000.0,2800.0,-1,5568989.0,260685.0,77750.0,123005.0,30000.0,2.0,2550.0,8761.0,26122.0,2250.0,2500.0,240000.0,4288000.0,468.0,1000.0
2007,15.0,111.0,9901.0,352245.0,130.0,383212.0,19684.0,4261.0,138501.0,28578.0,29265.0,-1.0,900.0,1921554.0,8500.0,288264.0,6905.0,21300.0,190400.0,1696.0,618212.0,88622.0,310000.0,91.0,8000.0,1250.0,2692.0,647.0,86990.0,-1.0,820.0,31136000.0,4700.0,471.0,230000.0,25608.0,26696.0,234000.0,4815.0,11636.0,2245.0,320000.0,13700.0,560.0,-1.0,12500.0,180000.0,18.0,376949.0,2810.0,-1,5502340.0,261188.0,85280.0,113124.0,32000.0,3.0,2600.0,8902.0,25615.0,2500.0,2650.0,250000.0,4375990.0,485.0,1000.0
2008,19.0,91.0,9901.0,362031.0,134.0,399615.0,42295.0,4358.0,141058.0,28920.0,24185.0,-1.0,2000.0,2527342.0,8944.0,228243.0,6123.0,20500.0,181200.0,1756.0,648248.0,91686.0,314000.0,97.0,10000.0,1213.0,2755.0,280.0,88050.0,-1.0,877.0,35017000.0,4789.0,504.0,235000.0,25242.0,27350.0,241800.0,6600.0,11870.0,4031.0,325000.0,14492.0,546.0,-1.0,12900.0,185000.0,23.0,386674.0,2854.0,-1,5945375.0,265752.0,67110.0,102284.0,34000.0,13.0,2358.0,9101.0,23760.0,2300.0,2700.0,246078.0,4894850.0,505.0,1000.0
2009,18.0,65.0,9900.0,366747.0,137.0,466749.0,80868.0,4462.0,140047.0,27505.0,22567.0,-1.0,467.0,2370863.0,9385.0,406000.0,3984.0,20075.0,167100.0,2200.0,704414.0,90855.0,322000.0,103.0,8525.0,1082.0,2953.0,824.0,89123.0,-1.0,892.0,29091980.0,4745.0,508.0,292663.0,28674.0,93199.0,334716.0,6000.0,12282.0,1222.0,330000.0,15205.0,546.0,-1.0,13500.0,188000.0,24.0,394203.0,2836.0,-1,5313381.0,380843.0,65433.0,124516.0,35000.0,28.0,2005.0,9274.0,26093.0,2800.0,2458.0,246008.0,5777850.0,520.0,1000.0
2010,27.0,91.0,9917.0,369700.0,141.0,499564.0,97630.0,4851.0,140600.0,27703.0,21906.0,-1.0,128.0,2624010.0,9750.0,339740.0,8035.0,19500.0,173400.0,2300.0,710481.0,93979.0,325000.0,109.0,8000.0,799.0,3037.0,807.0,90229.0,-1.0,907.0,37328180.0,4706.0,473.0,340000.0,29580.0,102686.0,395461.0,5217.0,13200.0,1700.0,359076.0,20663.0,560.0,-1.0,13651.0,190000.0,26.0,435000.0,2850.0,-1,5392370.0,393763.0,90138.0,136785.0,35000.0,18.0,1866.0,9350.0,21768.0,2024.0,2348.0,246707.0,5960486.0,529.0,1000.0
2011,37.0,95.0,9898.0,388933.0,145.0,517069.0,99730.0,4510.0,141153.0,28196.0,17844.0,-1.0,137.0,2734861.0,9800.0,315242.0,9635.0,21000.0,165900.0,2350.0,727749.0,104295.0,340000.0,115.0,8000.0,258.0,3074.0,243.0,91334.0,-1.0,922.0,33134172.0,4670.0,474.0,327098.0,29580.0,77855.0,349692.0,4235.0,13000.0,5933.0,400000.0,18725.0,529.0,-1.0,14268.0,195000.0,28.0,447314.0,2864.0,-1,5531865.0,396613.0,89635.0,134620.0,35000.0,78.0,1744.0,9339.0,22402.0,2207.0,2279.0,246122.0,6295453.0,541.0,1000.0
2012,40.0,44.0,6309.0,400894.0,150.0,537802.0,113345.0,4216.0,-1.0,28584.0,15799.0,43000.0,137.0,2810745.0,10000.0,1117733.0,10143.0,21500.0,166100.0,1950.0,864408.0,70501.0,345000.0,125.0,6000.0,293.0,3089.0,348.0,95196.0,150000.0,900.0,32318900.0,5000.0,546.0,298438.0,29580.0,121638.0,366182.0,3698.0,14000.0,5894.0,420000.0,42469.0,500.0,-1.0,14213.0,200000.0,31.0,460000.0,3000.0,-1,5674696.0,344820.0,82949.0,145059.0,44000.0,33.0,1632.0,9639.0,23567.0,2436.0,1900.0,246000.0,6638867.0,550.0,1000.0
2013,52.0,115.0,5000.0,405796.0,155.0,556647.0,91577.0,4330.0,-1.0,26734.0,14770.0,48800.0,212.0,2958753.0,10000.0,1193538.0,13569.0,21500.0,159800.0,2000.0,661200.0,50487.0,350000.0,128.0,6000.0,826.0,3139.0,749.0,97709.0,160000.0,1000.0,35618420.0,5250.0,594.0,424839.0,25150.0,130780.0,377771.0,3343.0,13500.0,4796.0,430000.0,78681.0,500.0,-1.0,15072.0,210000.0,44.0,470000.0,3000.0,-1,5731719.0,365556.0,79173.0,138834.0,45000.0,15.0,1519.0,10045.0,19895.0,2827.0,2000.0,245000.0,7074574.0,570.0,1000.0
2014,60.0,104.0,9786.0,409522.0,156.0,579326.0,43953.0,4441.0,-1.0,25181.0,15245.0,51000.0,272.0,3220654.0,9981.0,1448835.0,20028.0,21437.0,164800.0,2101.0,786394.0,50617.0,355035.0,132.0,5929.0,785.0,3190.0,567.0,100406.0,165000.0,988.0,45004340.0,4553.0,502.0,476667.0,23940.0,136125.0,399369.0,3055.0,13875.0,3083.0,443558.0,54718.0,525.0,-1.0,14986.0,212278.0,34.0,478764.0,2879.0,-1,5808972.0,307551.0,81874.0,135302.0,45476.0,103.0,1407.0,9412.0,19079.0,2890.0,2243.0,247000.0,7119000.0,580.0,1000.0
