,Cuba,Jamaica,Pacific Islands Trust Territory,American Samoa,Vanuatu,Haiti,Micronesia (Federated States of),Fiji,Dominica,Panama,Madagascar,Togo,United Republic of Tanzania,Philippines,Samoa,Belize,Guyana,Costa Rica,Solomon Islands,Uganda,Papua New Guinea,Comoros,Suriname,Benin,Equatorial Guinea,Tonga,China,El Salvador,Sierra Leone,Honduras,Colombia,Timor-Leste,Central African Republic,Gabon,India,Saint Lucia,"China, Taiwan Province of",Ecuador,Indonesia,Angola,Trinidad and Tobago,Sao Tome and Principe,Malaysia,Grenada,Mexico,Melanesia,Nicaragua,Democratic Republic of the Congo,Nigeria,Micronesia,Congo,Martinique,Dominican Republic,Brazil,Bolivia (Plurinational State of),Thailand,Saint Vincent and the Grenadines,Peru,Ghana,Guinea,Guadeloupe,Sri Lanka,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Polynesia,Cameroon,Guatemala,Liberia
1971,1353.0,1872.0,25.0,22.0,300.0,3100.0,,80.0,100.0,530.0,1040.0,29000.0,500.0,3600.0,3100.0,20.0,31.0,7300.0,119.0,145.0,29100.0,16.0,83.0,-1.0,22000.0,,,206.0,4770.0,300.0,21000.0,20.0,30.0,5031.0,,100.0,,70806.0,2009.0,516.0,3767.0,11034.0,4500.0,2866.0,26145.0,29599.0,600.0,6300.0,256600.0,25.0,2026.0,,32470.0,218701.0,1750.0,-1.0,100.0,2173.0,470000.0,2000.0,100.0,2200.0,19413.0,225814.0,3122.0,138775.0,700.0,2642.0
1972,1900.0,2378.0,25.0,22.0,800.0,3300.0,,89.0,180.0,504.0,1240.0,18600.0,600.0,3500.0,1700.0,25.0,27.0,5000.0,64.0,190.0,29300.0,50.0,58.0,-1.0,10000.0,,,300.0,7028.0,300.0,22000.0,20.0,45.0,5030.0,,100.0,,67784.0,1801.0,600.0,4821.0,10395.0,5000.0,2511.0,38032.0,30253.0,600.0,6500.0,241100.0,25.0,2146.0,,36093.0,221469.0,2485.0,-1.0,100.0,2231.0,415700.0,2000.0,100.0,2000.0,16718.0,185445.0,1722.0,126780.0,800.0,3184.0
1973,1743.0,1952.0,25.0,20.0,700.0,3500.0,,22.0,200.0,500.0,1200.0,16500.0,600.0,3600.0,1400.0,37.0,36.0,6600.0,85.0,200.0,23300.0,19.0,50.0,-1.0,12000.0,,,300.0,7931.0,300.0,23000.0,20.0,40.0,5151.0,,185.0,,63374.0,1813.0,700.0,3162.0,11300.0,6733.0,2424.0,32814.0,24107.0,600.0,5700.0,215000.0,25.0,2114.0,,35900.0,195916.0,1370.0,-1.0,113.0,2406.0,343000.0,2000.0,80.0,1300.0,19081.0,208522.0,1420.0,132245.0,800.0,2425.0
1974,1356.0,1618.0,25.0,20.0,700.0,3500.0,,49.0,250.0,500.0,1560.0,14500.0,700.0,4100.0,1600.0,40.0,40.0,5919.0,109.0,100.0,33300.0,38.0,54.0,-1.0,13000.0,,,298.0,5933.0,300.0,24500.0,20.0,60.0,4869.0,,100.0,,91039.0,3191.0,500.0,4161.0,10400.0,10480.0,2386.0,34811.0,34158.0,500.0,5000.0,214000.0,25.0,2422.0,,38300.0,242400.0,2354.0,-1.0,113.0,2545.0,385100.0,2000.0,80.0,2000.0,17928.0,241511.0,1620.0,120014.0,800.0,3291.0
1975,1251.0,1780.0,26.0,18.0,700.0,3000.0,,72.0,290.0,810.0,1380.0,17750.0,900.0,3313.0,1600.0,42.0,40.0,6609.0,197.0,100.0,36000.0,21.0,55.0,-1.0,10000.0,,,250.0,6340.0,300.0,26000.0,20.0,80.0,4549.0,,100.0,,75272.0,3921.0,500.0,5240.0,7900.0,12880.0,2411.0,33588.0,36969.0,617.0,5300.0,216000.0,26.0,2912.0,,30909.0,281887.0,2735.0,-1.0,113.0,2658.0,397300.0,3000.0,78.0,2000.0,19953.0,231136.0,1618.0,96000.0,603.0,3163.0
1976,1353.0,1646.0,27.0,18.0,700.0,3000.0,,88.0,320.0,925.0,1557.0,14100.0,800.0,3200.0,1500.0,42.0,40.0,5855.0,114.0,200.0,31900.0,15.0,58.0,-1.0,6000.0,,,250.0,5790.0,300.0,29200.0,20.0,40.0,3573.0,,100.0,,65192.0,3909.0,300.0,3250.0,7000.0,15170.0,2713.0,31011.0,32802.0,621.0,5400.0,181000.0,27.0,2332.0,,33100.0,231796.0,2995.0,-1.0,113.0,2607.0,326700.0,4000.0,78.0,1400.0,15091.0,232330.0,1518.0,82500.0,704.0,2513.0
1977,1182.0,1692.0,28.0,16.0,700.0,3000.0,,97.0,670.0,768.0,1410.0,16700.0,753.0,2944.0,2200.0,45.0,40.0,7694.0,166.0,100.0,28500.0,20.0,61.0,-1.0,6000.0,,,298.0,5454.0,500.0,27000.0,20.0,60.0,3573.0,300.0,100.0,,72120.0,4816.0,300.0,3345.0,5500.0,17513.0,2134.0,25442.0,29463.0,626.0,5200.0,193000.0,28.0,3021.0,,34474.0,249755.0,3110.0,-1.0,120.0,3998.0,277400.0,4000.0,50.0,1700.0,16389.0,303621.0,2216.0,107000.0,3795.0,2029.0
1978,1582.0,1797.0,29.0,15.0,1000.0,4000.0,,123.0,705.0,1192.0,1530.0,12600.0,1570.0,3082.0,1241.0,45.0,40.0,10381.0,235.0,200.0,29500.0,15.0,47.0,-1.0,6000.0,,,306.0,7100.0,500.0,31000.0,20.0,80.0,3710.0,500.0,100.0,,72085.0,5496.0,200.0,3398.0,7000.0,21879.0,2436.0,42159.0,30858.0,500.0,4300.0,157000.0,29.0,2275.0,,36960.0,284490.0,2165.0,-1.0,120.0,4039.0,268200.0,4000.0,50.0,2000.0,16610.0,318381.0,1256.0,110865.0,4522.0,4043.0
1979,1614.0,1366.0,30.0,15.0,1000.0,4000.0,,144.0,428.0,1450.0,1690.0,15300.0,1100.0,3827.0,1632.0,45.0,40.0,10365.0,309.0,200.0,27000.0,18.0,83.0,-1.0,6000.0,,,310.0,9111.0,500.0,32300.0,20.0,15.0,4754.0,800.0,108.0,,77407.0,8632.0,200.0,2628.0,7500.0,28515.0,2625.0,37754.0,28453.0,500.0,5700.0,151000.0,30.0,2772.0,,35916.0,336326.0,2020.0,-1.0,120.0,4262.0,280800.0,4000.0,10.0,2000.0,17590.0,397759.0,1647.0,123179.0,1679.0,3446.0
1980,1242.0,1752.0,32.0,15.0,723.0,2500.0,,137.0,428.0,1640.0,1690.0,16300.0,1051.0,4141.0,1216.0,44.0,40.0,5266.0,346.0,100.0,31200.0,15.0,65.0,-1.0,8000.0,,,320.0,8497.0,500.0,35700.0,20.0,20.0,3814.0,6000.0,72.0,,91215.0,10284.0,200.0,2381.0,5700.0,35372.0,2131.0,36360.0,32406.0,500.0,5900.0,153000.0,32.0,2334.0,,28481.0,319141.0,2260.0,300.0,130.0,4420.0,277200.0,4000.0,20.0,2400.0,14953.0,417222.0,1231.0,117053.0,1132.0,3709.0
1981,1536.0,1752.0,33.0,5.0,868.0,3000.0,,185.0,428.0,1751.0,1855.0,11000.0,974.0,4125.0,2100.0,44.0,40.0,5049.0,592.0,100.0,31700.0,20.0,75.0,-1.0,9900.0,,,330.0,9026.0,500.0,38300.0,20.0,30.0,2850.0,6000.0,48.0,,80460.0,13137.0,200.0,3145.0,6500.0,49068.0,2517.0,30407.0,33345.0,400.0,4513.0,174000.0,33.0,2214.0,,31920.0,335625.0,2235.0,300.0,135.0,5312.0,246500.0,4000.0,5.0,2700.0,14840.0,464751.0,2105.0,118344.0,1100.0,6728.0
1982,1706.0,2408.0,34.0,5.0,528.0,4490.0,,130.0,492.0,1515.0,1895.0,13800.0,1159.0,5348.0,1300.0,42.0,40.0,3545.0,668.0,100.0,25909.0,20.0,30.0,-1.0,7000.0,,,400.0,15100.0,1000.0,39400.0,20.0,40.0,2900.0,6000.0,50.0,,96941.0,17260.0,200.0,2247.0,5100.0,61000.0,2279.0,41013.0,27235.0,400.0,4300.0,156000.0,34.0,2492.0,,34921.0,351149.0,2342.0,300.0,135.0,6045.0,202500.0,4000.0,5.0,3000.0,13257.0,360445.0,1305.0,105153.0,1200.0,4600.0
1983,1840.0,2302.0,30.0,2.0,1297.0,4600.0,,224.0,275.0,1332.0,1800.0,16600.0,1405.0,5473.0,1200.0,41.0,40.0,2161.0,1169.0,200.0,27572.0,20.0,35.0,30.0,6600.0,20.0,,400.0,12500.0,1100.0,37000.0,20.0,40.0,2500.0,6000.0,59.0,,45000.0,19640.0,200.0,1732.0,4700.0,68000.0,2367.0,33496.0,30262.0,300.0,4300.0,140000.0,30.0,1588.0,,42826.0,380256.0,2250.0,300.0,140.0,6145.0,168100.0,4000.0,5.0,2500.0,13960.0,411081.0,1222.0,108900.0,1290.0,5710.0
1984,1923.0,2812.0,31.0,1.0,782.0,4710.0,,235.0,240.0,1987.0,3000.0,9795.0,1445.0,4834.0,1500.0,55.0,40.0,4139.0,1709.0,271.0,32701.0,20.0,40.0,20.0,7000.0,20.0,,400.0,16600.0,1600.0,40700.0,20.0,42.0,1595.0,6000.0,65.0,,77000.0,26502.0,100.0,1560.0,3378.0,90000.0,2500.0,36141.0,35427.0,300.0,4388.0,160800.0,31.0,1864.0,,42596.0,329903.0,2747.0,300.0,145.0,6501.0,166700.0,4000.0,5.0,2500.0,10584.0,565042.0,1521.0,120894.0,1679.0,6150.0
1985,1896.0,2380.0,32.0,1.0,982.0,5055.0,,225.0,220.0,1406.0,2300.0,14272.0,1235.0,6066.0,1200.0,64.0,40.0,4451.0,1723.0,186.0,35239.0,20.0,36.0,80.0,6000.0,20.0,,400.0,18600.0,1700.0,42500.0,22.0,42.0,1500.0,6000.0,100.0,,130772.0,33798.0,100.0,1307.0,3848.0,99000.0,2166.0,50985.0,38169.0,300.0,4530.0,160000.0,32.0,1845.0,,34506.0,430789.0,3020.0,300.0,145.0,8033.0,194400.0,4000.0,5.0,2500.0,10938.0,555115.0,1221.0,118320.0,2300.0,5000.0
1986,2102.0,2406.0,32.0,1.0,1281.0,5886.0,,286.0,180.0,1696.0,2400.0,12585.0,1591.0,6642.0,671.0,80.0,42.0,3857.0,1889.0,69.0,32661.0,21.0,100.0,20.0,6200.0,20.0,,400.0,20900.0,2000.0,46700.0,22.0,44.0,1628.0,6000.0,100.0,,89913.0,34327.0,100.0,1426.0,4032.0,130000.0,1729.0,45339.0,36117.0,300.0,6300.0,148000.0,32.0,1842.0,,36231.0,459477.0,3520.0,300.0,150.0,11082.0,226400.0,3000.0,5.0,2500.0,11955.0,610680.0,692.0,123090.0,2200.0,4000.0
1987,2203.0,3186.0,33.0,1.0,1168.0,5189.0,,468.0,155.0,1551.0,3100.0,11057.0,1982.0,8848.0,700.0,66.0,42.0,3592.0,2681.0,100.0,32000.0,21.0,27.0,70.0,8300.0,20.0,,400.0,23500.0,2300.0,53680.0,25.0,44.0,1574.0,7000.0,100.0,,57529.0,50199.0,100.0,1501.0,3957.0,167000.0,1753.0,42487.0,36317.0,200.0,5500.0,150000.0,33.0,1751.0,,43102.0,328740.0,3640.0,400.0,150.0,14080.0,188170.0,3000.0,5.0,2500.0,12614.0,664031.0,721.0,132800.0,2443.0,3100.0
1988,2259.0,1549.0,33.0,1.0,756.0,2964.0,,238.0,120.0,171.0,3600.0,8265.0,1983.0,9092.0,500.0,57.0,42.0,3976.0,2651.0,224.0,36000.0,22.0,18.0,-1.0,8190.0,20.0,,400.0,23700.0,1900.0,54080.0,25.0,45.0,1802.0,6000.0,100.0,,85110.0,79335.0,100.0,1712.0,5050.0,230000.0,1422.0,59128.0,39645.0,200.0,6200.0,253000.0,33.0,1611.0,,41481.0,374491.0,3490.0,400.0,160.0,16658.0,246700.0,2500.0,5.0,3600.0,13636.0,832177.0,521.0,129400.0,1990.0,3000.0
1989,2566.0,1386.0,33.0,5.0,1538.0,5000.0,,375.0,124.0,649.0,3700.0,7646.0,2232.0,9364.0,595.0,83.0,45.0,4270.0,3299.0,461.0,47000.0,22.0,20.0,-1.0,6570.0,20.0,,400.0,24200.0,2700.0,55430.0,25.0,46.0,1800.0,6000.0,100.0,,82880.0,110509.0,100.0,1492.0,3707.0,243000.0,1472.0,50087.0,52212.0,600.0,7100.0,256000.0,33.0,1994.0,,48668.0,392184.0,3580.0,400.0,160.0,17813.0,295052.0,3400.0,5.0,3900.0,13978.0,780521.0,620.0,125700.0,3009.0,6000.0
1990,2428.0,2104.0,28.0,1.0,2173.0,5100.0,,406.0,139.0,629.0,3600.0,6814.0,2124.0,9848.0,300.0,167.0,260.0,3500.0,3895.0,1000.0,38343.0,22.0,17.0,15.0,6793.0,0.0,,483.0,24000.0,2700.0,56153.0,31.0,48.0,1502.0,6000.0,48.0,,96722.0,142347.0,92.0,2110.0,2799.0,247000.0,1950.0,44045.0,44817.0,400.0,7180.0,244000.0,28.0,2115.0,0.0,43157.0,256246.0,3591.0,400.0,165.0,14796.0,293355.0,1800.0,4.0,4178.0,15527.0,807501.0,301.0,115000.0,3000.0,2000.0
1991,1912.0,1750.0,,1.0,2174.0,3000.0,-1.0,363.0,75.0,636.0,3126.0,4100.0,2463.0,9584.0,220.0,91.0,260.0,3400.0,4615.0,1200.0,31946.0,23.0,26.0,10.0,5673.0,0.0,,142.0,24000.0,3300.0,58141.0,23.0,49.0,1802.0,6000.0,54.0,,100454.0,174899.0,196.0,2000.0,2862.0,230000.0,1671.0,44106.0,39098.0,400.0,7270.0,268000.0,-1.0,2188.0,0.0,48860.0,320967.0,3616.0,400.0,170.0,15473.0,241796.0,2116.0,2.0,4639.0,16661.0,764708.0,221.0,105000.0,2934.0,500.0
1992,3000.0,2478.0,,1.0,1357.0,3000.0,-1.0,325.0,139.0,592.0,4000.0,6000.0,2302.0,7537.0,1000.0,143.0,260.0,3000.0,4159.0,1200.0,37294.0,23.0,21.0,-1.0,4298.0,0.0,,145.0,5400.0,2700.0,54857.0,29.0,50.0,2925.0,6000.0,60.0,,93999.0,207147.0,200.0,1139.0,4188.0,220000.0,1355.0,43673.0,43135.0,400.0,7361.0,292000.0,-1.0,2263.0,0.0,50376.0,328518.0,3545.0,400.0,175.0,15000.0,312122.0,1980.0,3.0,5733.0,17100.0,813009.0,1001.0,97835.0,2800.0,460.0
1993,1800.0,2522.0,,1.0,2118.0,5000.0,-1.0,152.0,105.0,872.0,4500.0,7200.0,2000.0,7707.0,493.0,72.0,260.0,2800.0,3297.0,1500.0,35735.0,23.0,30.0,-1.0,2957.0,-1.0,,148.0,5400.0,3656.0,57472.0,32.0,55.0,1966.0,6000.0,69.0,,82729.0,258059.0,200.0,1778.0,4492.0,200000.0,1598.0,53986.0,41302.0,200.0,7453.0,306000.0,-1.0,2341.0,-1.0,53980.0,340885.0,3710.0,400.0,180.0,14970.0,254652.0,3968.0,0.0,3400.0,16080.0,803799.0,494.0,99000.0,2544.0,310.0
1994,1300.0,2576.0,,1.0,1205.0,6000.0,-1.0,163.0,177.0,913.0,3000.0,5500.0,800.0,7945.0,400.0,24.0,260.0,2000.0,3337.0,1700.0,31275.0,23.0,43.0,-1.0,3214.0,-1.0,,150.0,11737.0,3000.0,50624.0,50.0,56.0,718.0,6742.0,51.0,,81163.0,241701.0,200.0,1443.0,4500.0,177172.0,1462.0,43279.0,35980.0,200.0,7547.0,323000.0,-1.0,2423.0,-1.0,63241.0,330577.0,3765.0,400.0,175.0,13446.0,288075.0,4500.0,0.0,3612.0,16661.0,808662.0,401.0,107000.0,2576.0,365.0
1995,2100.0,2538.0,,1.0,1778.0,6500.0,33.0,100.0,155.0,850.0,4000.0,6000.0,2700.0,7927.0,476.0,34.0,260.0,2000.0,2482.0,2000.0,29000.0,23.0,25.0,-1.0,4248.0,-1.0,,153.0,10000.0,2400.0,56652.0,92.0,58.0,774.0,5772.0,28.0,,85505.0,278400.0,200.0,1762.0,3671.0,131475.0,1591.0,49425.0,33360.0,250.0,7551.0,203000.0,33.0,2507.0,-1.0,64673.0,296705.0,3850.0,400.0,180.0,22704.0,403900.0,4500.0,0.0,3590.0,16978.0,1120000.0,477.0,134000.0,2392.0,700.0
1996,1900.0,1407.0,,1.0,939.0,4200.0,33.0,125.0,100.0,791.0,4300.0,14200.0,2500.0,7895.0,479.0,55.0,260.0,2000.0,2464.0,2500.0,36000.0,24.0,22.0,-1.0,4318.0,-1.0,,155.0,11000.0,2700.0,49635.0,83.0,50.0,1022.0,6282.0,32.0,,93821.0,350800.0,200.0,2292.0,3753.0,120071.0,1712.0,39347.0,39528.0,200.0,7576.0,323000.0,33.0,1858.0,-1.0,67196.0,256777.0,3860.0,400.0,185.0,22867.0,403000.0,4500.0,0.0,3649.0,17124.0,1235300.0,480.0,125726.0,2461.0,700.0
1997,1400.0,1653.0,,1.0,1757.0,4208.0,33.0,72.0,230.0,736.0,4300.0,5800.0,3200.0,7844.0,482.0,84.0,260.0,800.0,3907.0,2700.0,40000.0,24.0,14.0,-1.0,5018.0,-1.0,,158.0,13000.0,1700.0,50317.0,57.0,63.0,686.0,5697.0,30.0,,83385.0,329700.0,167.0,1740.0,3138.0,106027.0,1609.0,45917.0,45736.0,200.0,7207.0,318000.0,33.0,1875.0,-1.0,58281.0,277966.0,4000.0,400.0,190.0,19504.0,322490.0,6300.0,0.0,3700.0,18529.0,1119110.0,483.0,126807.0,2364.0,600.0
1998,1900.0,1687.0,,1.0,1500.0,4500.0,33.0,143.0,165.0,685.0,4300.0,12200.0,3200.0,7387.0,484.0,90.0,260.0,849.0,3454.0,2800.0,29800.0,24.0,12.0,200.0,4356.0,-1.0,,157.0,14500.0,2700.0,50685.0,60.0,67.0,500.0,5281.0,23.0,,35006.0,456499.0,145.0,1270.0,3928.0,90183.0,1419.0,43968.0,34897.0,200.0,6909.0,370000.0,33.0,1900.0,-1.0,67684.0,280801.0,4000.0,400.0,200.0,22134.0,409360.0,9000.0,0.0,3761.0,17965.0,1201119.0,485.0,125000.0,2392.0,2000.0
1999,1900.0,1036.0,,1.0,891.0,4685.0,33.0,16.0,200.0,736.0,4300.0,7000.0,3692.0,7667.0,500.0,23.0,261.0,888.0,2395.0,3500.0,35600.0,25.0,9.0,100.0,5500.0,-1.0,,154.0,10920.0,2300.0,51485.0,100.0,73.0,700.0,5198.0,26.0,,94687.0,367475.0,100.0,1160.0,4197.0,83700.0,974.0,41055.0,38902.0,400.0,6565.0,225000.0,33.0,1331.0,-1.0,25855.0,205003.0,4200.0,400.0,175.0,20964.0,434200.0,5100.0,0.0,3720.0,13918.0,1163025.0,501.0,116000.0,2381.0,2000.0
2000,2900.0,1100.0,,1.0,1558.0,4500.0,33.0,7.0,200.0,593.0,4395.0,6600.0,2100.0,6628.0,498.0,30.0,261.0,708.0,2316.0,3950.0,46800.0,26.0,7.0,100.0,4900.0,-1.0,,150.0,12000.0,2000.0,36731.0,91.0,78.0,500.0,6361.0,23.0,,99875.0,421142.0,200.0,1593.0,3418.0,70200.0,1196.0,28046.0,50681.0,250.0,6582.0,338000.0,33.0,1304.0,-1.0,37104.0,196788.0,4300.0,1034.0,170.0,25049.0,436600.0,3300.0,0.0,3700.0,16126.0,1401101.0,499.0,122600.0,2336.0,3100.0
2001,1884.0,1150.0,,1.0,799.0,4300.0,33.0,2.0,202.0,541.0,4410.0,10200.0,2300.0,6531.0,499.0,40.0,261.0,708.0,2038.0,3950.0,38800.0,26.0,8.0,100.0,4000.0,-1.0,,160.0,11000.0,2000.0,36070.0,97.0,83.0,600.0,6540.0,30.0,,76030.0,536804.0,199.0,611.0,3652.0,57708.0,688.0,46738.0,41639.0,300.0,6235.0,340000.0,33.0,1278.0,-1.0,44906.0,185662.0,4320.0,1454.0,180.0,23652.0,389591.0,1800.0,0.0,3410.0,15834.0,1212428.0,500.0,122100.0,2336.0,1000.0
2002,1301.0,1000.0,,1.0,1147.0,4950.0,33.0,16.0,205.0,354.0,4410.0,7500.0,4000.0,5803.0,500.0,26.0,260.0,708.0,2907.0,3500.0,42400.0,27.0,9.0,100.0,2013.0,-1.0,,170.0,11500.0,2000.0,34002.0,102.0,70.0,500.0,6780.0,32.0,,87986.0,619192.0,190.0,1643.0,3462.0,47661.0,876.0,46194.0,46470.0,515.0,5750.0,362000.0,33.0,1253.0,-1.0,45468.0,174796.0,4325.0,1026.0,190.0,24219.0,340562.0,2500.0,0.0,2920.0,16164.0,1264708.0,501.0,125000.0,2105.0,1500.0
2003,1500.0,1150.0,,1.0,1521.0,4950.0,33.0,38.0,220.0,417.0,4410.0,5100.0,4500.0,5693.0,500.0,41.0,263.0,708.0,4587.0,3800.0,42500.0,27.0,9.0,100.0,2422.0,-1.0,,170.0,12000.0,2000.0,41704.0,107.0,72.0,600.0,8397.0,37.0,,88263.0,695361.0,200.0,984.0,3820.0,36200.0,617.0,49965.0,48646.0,550.0,5710.0,385000.0,33.0,1000.0,-1.0,47356.0,170004.0,4201.0,1287.0,180.0,24214.0,497000.0,10000.0,0.0,2030.0,15376.0,1351546.0,501.0,154965.0,4400.0,2500.0
