,Kenya,Iceland,"China, Hong Kong SAR","China, Taiwan Province of",Belarus,Croatia,Saudi Arabia,Philippines,Syrian Arab Republic,Martinique,Belgium,Thailand,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Iran (Islamic Republic of),Republic of Korea,Melanesia,South Africa,Norway,Yemen,Portugal,Australia & New Zealand,Barbados,Mongolia,French Polynesia,Algeria,Slovenia,American Samoa,Madagascar,Tajikistan,Latvia,Mauritius,Luxembourg,Israel,Dominica,Fiji,Cabo Verde,Turkmenistan,United Arab Emirates,Switzerland,Sri Lanka,Grenada,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Yugoslav SFR,Malta,Colombia,Libya,Sudan (former),Lebanon,Kyrgyzstan,United Kingdom,Occupied Palestinian Territory,Chile,Hungary,Saint Lucia,Kazakhstan,Estonia,France,Micronesia,Poland,"China, mainland",Russian Federation,Timor-Leste,Ukraine,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Germany,Armenia,Dominican Republic,Uzbekistan,Guadeloupe,Denmark,Canada,Japan,Pakistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Spain,Morocco,Niger,Belize,Bulgaria,United States of America,Bangladesh,Democratic Republic of the Congo,Sudan,Kuwait,Cuba,Republic of Moldova,Turkey,Czechia,French Guiana,Suriname,Ghana,Costa Rica,Georgia,India,El Salvador,Austria,Bahrain,Czechoslovakia,Sweden,Qatar,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Puerto Rico,Ireland,Côte d'Ivoire,Albania,Slovakia,Jamaica,Brunei Darussalam,Trinidad and Tobago,Italy,Singapore,Polynesia,Panama,Australia,Montserrat,Lithuania,Finland,Netherlands,Oman,Guyana,New Zealand,Guam,Belgium-Luxembourg
1971,-1.0,1210000.0,200000.0,116813.0,-1.0,-1.0,-1.0,46154.0,66554.0,100000.0,-1.0,70000.0,-1.0,40909.0,-1.0,280980.0,100000.0,-1.0,86600.0,126895.0,-1.0,150000.0,430000.0,-1.0,-1.0,130442.0,122308.0,-1.0,110000.0,-1.0,-1.0,-1.0,91875.0,-1.0,-1.0,156786.0,-1.0,172772.0,-1.0,-1.0,-1.0,-1.0,117333.0,1662500.0,25494.0,-1.0,-1.0,144533.0,-1.0,124939.0,110562.0,-1.0,147368.0,52692.0,-1.0,88719.0,-1.0,2420988.0,-1.0,255556.0,88349.0,-1.0,-1.0,-1.0,202051.0,-1.0,117256.0,125000.0,-1.0,-1.0,-1.0,-1.0,-1.0,171113.0,100000.0,-1.0,-1.0,-1.0,222222.0,190005.0,-1.0,299000.0,-1.0,191667.0,417900.0,175244.0,320383.0,-1.0,84685.0,96687.0,205022.0,50000.0,217805.0,78947.0,-1.0,-1.0,134659.0,100327.0,66040.0,41667.0,-1.0,-1.0,69622.0,-1.0,159615.0,-1.0,-1.0,100000.0,-1.0,-1.0,-1.0,54839.0,100000.0,220223.0,-1.0,149870.0,201929.0,-1.0,101999.0,71143.0,81364.0,-1.0,-1.0,71118.0,-1.0,-1.0,-1.0,-1.0,-1.0,76872.0,-1.0,92500.0,200000.0,225000.0,110000.0,73333.0,117548.0,9000.0,-1.0,308511.0,1653058.0,-1.0,-1.0,242991.0,-1.0,1620939.0
1972,-1.0,1065000.0,200000.0,117757.0,-1.0,-1.0,-1.0,46154.0,84090.0,100000.0,-1.0,70000.0,-1.0,45455.0,-1.0,329197.0,71233.0,-1.0,89808.0,130408.0,-1.0,162500.0,485139.0,-1.0,-1.0,133625.0,122857.0,-1.0,113333.0,-1.0,-1.0,-1.0,96500.0,-1.0,-1.0,140714.0,-1.0,163123.0,-1.0,-1.0,-1.0,-1.0,96667.0,1775000.0,24523.0,-1.0,-1.0,136031.0,-1.0,117036.0,111333.0,-1.0,148718.0,55333.0,-1.0,89993.0,-1.0,2276728.0,-1.0,253333.0,113464.0,-1.0,-1.0,-1.0,352492.0,-1.0,174019.0,116981.0,-1.0,-1.0,-1.0,-1.0,-1.0,198382.0,103846.0,-1.0,-1.0,-1.0,224286.0,250839.0,-1.0,315200.0,-1.0,200000.0,407789.0,153510.0,343497.0,-1.0,86093.0,95253.0,179457.0,52222.0,243758.0,78947.0,-1.0,-1.0,155083.0,101659.0,59467.0,41667.0,-1.0,-1.0,40873.0,-1.0,160741.0,-1.0,-1.0,100000.0,-1.0,-1.0,-1.0,55208.0,100000.0,237888.0,-1.0,171950.0,200708.0,-1.0,83101.0,62170.0,108784.0,-1.0,-1.0,70547.0,-1.0,-1.0,-1.0,-1.0,-1.0,81386.0,-1.0,90476.0,198525.0,222222.0,113333.0,75000.0,125663.0,11000.0,-1.0,431925.0,1663886.0,-1.0,-1.0,214953.0,-1.0,1221649.0
1973,-1.0,1200000.0,200000.0,137826.0,-1.0,-1.0,-1.0,46154.0,95310.0,100000.0,-1.0,70962.0,-1.0,58000.0,-1.0,369823.0,119178.0,-1.0,92593.0,122136.0,-1.0,188889.0,687921.0,-1.0,-1.0,133487.0,123019.0,-1.0,118667.0,-1.0,-1.0,-1.0,106667.0,-1.0,-1.0,159125.0,-1.0,206773.0,-1.0,-1.0,-1.0,-1.0,121333.0,2031250.0,20148.0,-1.0,-1.0,130563.0,-1.0,118177.0,118182.0,-1.0,150000.0,55200.0,-1.0,97315.0,-1.0,2661901.0,-1.0,253333.0,110621.0,-1.0,-1.0,-1.0,317647.0,-1.0,146048.0,117966.0,-1.0,-1.0,-1.0,-1.0,-1.0,193115.0,107407.0,-1.0,-1.0,-1.0,223529.0,244144.0,-1.0,314857.0,-1.0,210000.0,374730.0,186939.0,354982.0,-1.0,65059.0,101957.0,172554.0,51176.0,223333.0,78947.0,-1.0,-1.0,168764.0,106805.0,57228.0,41667.0,-1.0,-1.0,49601.0,-1.0,156522.0,-1.0,-1.0,100000.0,-1.0,-1.0,-1.0,58000.0,100000.0,220050.0,-1.0,132740.0,220154.0,-1.0,105684.0,74882.0,103193.0,-1.0,-1.0,50765.0,-1.0,-1.0,-1.0,-1.0,-1.0,92534.0,-1.0,89498.0,198788.0,222222.0,118667.0,71500.0,125482.0,9818.0,-1.0,557093.0,1446325.0,-1.0,-1.0,214953.0,-1.0,1692683.0
1974,-1.0,1350000.0,200000.0,140866.0,-1.0,-1.0,-1.0,45926.0,112687.0,100000.0,-1.0,70926.0,-1.0,61945.0,-1.0,399019.0,116216.0,-1.0,95179.0,125321.0,-1.0,166667.0,845926.0,-1.0,-1.0,132297.0,123250.0,-1.0,107333.0,-1.0,-1.0,-1.0,97143.0,-1.0,-1.0,160303.0,-1.0,157562.0,-1.0,-1.0,-1.0,-1.0,150933.0,1700000.0,24621.0,-1.0,-1.0,145057.0,-1.0,123401.0,94600.0,-1.0,150000.0,52909.0,-1.0,115569.0,-1.0,2140000.0,-1.0,252747.0,113006.0,-1.0,-1.0,-1.0,334028.0,-1.0,75589.0,123158.0,-1.0,-1.0,-1.0,-1.0,-1.0,172367.0,107143.0,-1.0,-1.0,-1.0,223750.0,227727.0,-1.0,314286.0,-1.0,250000.0,335276.0,175751.0,361842.0,-1.0,67214.0,104890.0,155978.0,52000.0,257059.0,78947.0,-1.0,-1.0,308197.0,104807.0,57045.0,41667.0,-1.0,-1.0,48321.0,-1.0,147826.0,-1.0,-1.0,100000.0,-1.0,-1.0,-1.0,57843.0,100000.0,199743.0,25000.0,108355.0,192615.0,-1.0,111225.0,67067.0,93333.0,-1.0,-1.0,85832.0,-1.0,-1.0,-1.0,-1.0,-1.0,112124.0,-1.0,100639.0,210217.0,222222.0,107333.0,72500.0,121893.0,9818.0,-1.0,486927.0,1910872.0,-1.0,-1.0,283421.0,-1.0,1545000.0
1975,-1.0,1043333.0,195876.0,153429.0,-1.0,-1.0,-1.0,45714.0,136325.0,100000.0,-1.0,71071.0,-1.0,59073.0,-1.0,377659.0,85811.0,-1.0,98609.0,130809.0,-1.0,200000.0,681327.0,-1.0,-1.0,116498.0,122703.0,-1.0,116667.0,-1.0,-1.0,-1.0,46596.0,-1.0,-1.0,151792.0,-1.0,214372.0,-1.0,-1.0,-1.0,-1.0,185185.0,1416667.0,40913.0,-1.0,-1.0,145058.0,-1.0,123411.0,87895.0,-1.0,150000.0,52000.0,-1.0,116667.0,-1.0,2345000.0,-1.0,258242.0,125620.0,-1.0,-1.0,-1.0,357206.0,-1.0,144584.0,123051.0,-1.0,-1.0,-1.0,-1.0,-1.0,165359.0,110345.0,-1.0,-1.0,-1.0,222727.0,289101.0,-1.0,314286.0,-1.0,250000.0,405348.0,188913.0,390458.0,-1.0,76032.0,106255.0,218393.0,51579.0,277042.0,78947.0,-1.0,-1.0,337918.0,91385.0,53997.0,41667.0,-1.0,48571.0,44633.0,-1.0,161667.0,-1.0,-1.0,100000.0,-1.0,-1.0,-1.0,58095.0,100000.0,219518.0,49600.0,162998.0,179308.0,-1.0,80609.0,59901.0,100000.0,-1.0,-1.0,109758.0,-1.0,-1.0,-1.0,-1.0,-1.0,84547.0,-1.0,101085.0,214961.0,225806.0,116667.0,82600.0,112978.0,10000.0,-1.0,391167.0,2358000.0,-1.0,-1.0,164730.0,-1.0,1573634.0
1976,-1.0,1136667.0,196000.0,153657.0,-1.0,-1.0,-1.0,45986.0,105759.0,72000.0,-1.0,72069.0,-1.0,69283.0,-1.0,428221.0,116000.0,-1.0,100000.0,150399.0,-1.0,200000.0,796569.0,-1.0,-1.0,115866.0,124167.0,-1.0,104000.0,25000.0,-1.0,-1.0,34531.0,-1.0,-1.0,152609.0,-1.0,236190.0,-1.0,-1.0,-1.0,-1.0,213333.0,1333333.0,38848.0,-1.0,-1.0,165404.0,-1.0,123492.0,88595.0,-1.0,150000.0,52778.0,-1.0,129032.0,-1.0,2600000.0,-1.0,260870.0,88310.0,-1.0,-1.0,-1.0,304715.0,-1.0,84429.0,123051.0,-1.0,-1.0,-1.0,-1.0,-1.0,149459.0,110000.0,-1.0,-1.0,-1.0,224000.0,248406.0,-1.0,314286.0,-1.0,225000.0,473168.0,184629.0,383231.0,-1.0,70601.0,118546.0,198525.0,48889.0,307121.0,78947.0,-1.0,-1.0,362329.0,112390.0,53510.0,41667.0,-1.0,55294.0,46677.0,-1.0,170000.0,-1.0,-1.0,100000.0,-1.0,-1.0,-1.0,57963.0,99788.0,165067.0,50741.0,87494.0,171769.0,-1.0,95246.0,61818.0,86667.0,-1.0,-1.0,86152.0,-1.0,-1.0,-1.0,-1.0,-1.0,85138.0,-1.0,93023.0,222076.0,222222.0,104000.0,85893.0,117615.0,10000.0,-1.0,293032.0,1170000.0,-1.0,-1.0,101642.0,-1.0,1480000.0
1977,-1.0,1203333.0,191473.0,151424.0,-1.0,-1.0,-1.0,49819.0,94741.0,180000.0,-1.0,72000.0,-1.0,64135.0,-1.0,476704.0,110526.0,-1.0,105500.0,175680.0,-1.0,183333.0,757238.0,-1.0,300000.0,128403.0,122782.0,-1.0,107500.0,27273.0,-1.0,-1.0,54706.0,-1.0,-1.0,154556.0,-1.0,230660.0,-1.0,-1.0,-1.0,-1.0,202321.0,1358974.0,39289.0,-1.0,-1.0,144551.0,-1.0,123321.0,98195.0,-1.0,150000.0,46589.0,-1.0,145161.0,-1.0,2610000.0,-1.0,263441.0,103817.0,-1.0,-1.0,-1.0,303680.0,-1.0,129218.0,122903.0,-1.0,-1.0,-1.0,-1.0,-1.0,155091.0,113333.0,-1.0,-1.0,-1.0,225000.0,277978.0,-1.0,314286.0,-1.0,105882.0,472265.0,178671.0,420472.0,-1.0,80811.0,119493.0,200197.0,41333.0,348615.0,78947.0,-1.0,-1.0,353456.0,115420.0,52965.0,46154.0,-1.0,50357.0,46487.0,-1.0,157143.0,-1.0,-1.0,100000.0,-1.0,-1.0,-1.0,58182.0,100609.0,266030.0,55000.0,133860.0,183154.0,82353.0,208426.0,74537.0,102000.0,-1.0,-1.0,83860.0,-1.0,-1.0,-1.0,-1.0,-1.0,74647.0,-1.0,91743.0,214220.0,222222.0,107500.0,84286.0,121327.0,10000.0,-1.0,164868.0,1222581.0,-1.0,-1.0,268475.0,-1.0,1722380.0
1978,-1.0,1260000.0,168373.0,148715.0,-1.0,-1.0,71383.0,45750.0,103115.0,300000.0,-1.0,72903.0,-1.0,52002.0,-1.0,387356.0,116667.0,-1.0,111167.0,180659.0,-1.0,179575.0,638220.0,-1.0,270000.0,128491.0,123592.0,-1.0,115000.0,38462.0,-1.0,-1.0,50417.0,-1.0,-1.0,146754.0,-1.0,207965.0,-1.0,-1.0,-1.0,-1.0,236237.0,1302326.0,41709.0,-1.0,-1.0,151637.0,-1.0,113729.0,85360.0,-1.0,150000.0,49485.0,-1.0,171875.0,-1.0,2920000.0,-1.0,265957.0,96814.0,-1.0,-1.0,-1.0,321044.0,-1.0,70689.0,113314.0,-1.0,-1.0,-1.0,-1.0,-1.0,148784.0,112903.0,-1.0,-1.0,-1.0,224409.0,227350.0,-1.0,314286.0,-1.0,140000.0,401159.0,213740.0,420949.0,-1.0,79430.0,114019.0,250748.0,27778.0,330423.0,80000.0,-1.0,-1.0,211639.0,117152.0,52417.0,46154.0,-1.0,144762.0,54591.0,-1.0,169643.0,-1.0,-1.0,110164.0,-1.0,-1.0,-1.0,60000.0,99600.0,185191.0,56667.0,92019.0,183308.0,78899.0,206510.0,59760.0,91333.0,-1.0,-1.0,124925.0,-1.0,-1.0,-1.0,-1.0,-1.0,77510.0,-1.0,90922.0,216712.0,217391.0,115000.0,77969.0,114314.0,10909.0,-1.0,236343.0,1276667.0,-1.0,-1.0,383676.0,-1.0,423077.0
1979,-1.0,1363333.0,248571.0,152850.0,-1.0,-1.0,71350.0,47565.0,104562.0,416667.0,-1.0,73125.0,-1.0,41014.0,-1.0,415724.0,137179.0,-1.0,107143.0,281159.0,-1.0,162025.0,780789.0,159841.0,270000.0,132168.0,111915.0,-1.0,104000.0,46667.0,-1.0,-1.0,68750.0,-1.0,-1.0,146436.0,-1.0,196552.0,105500.0,-1.0,-1.0,-1.0,184494.0,1388889.0,88320.0,-1.0,-1.0,162078.0,-1.0,116473.0,94495.0,-1.0,150000.0,50263.0,-1.0,171875.0,-1.0,2625000.0,-1.0,263158.0,111003.0,-1.0,-1.0,-1.0,332023.0,-1.0,150096.0,115942.0,-1.0,-1.0,-1.0,-1.0,-1.0,152920.0,112500.0,-1.0,-1.0,-1.0,223077.0,296958.0,-1.0,300000.0,-1.0,116522.0,393910.0,241403.0,430435.0,-1.0,68857.0,115736.0,259064.0,38571.0,330954.0,78947.0,-1.0,-1.0,361079.0,118599.0,52040.0,46154.0,-1.0,108276.0,63268.0,-1.0,166667.0,-1.0,-1.0,103051.0,-1.0,-1.0,-1.0,60000.0,100000.0,228339.0,56818.0,156349.0,542520.0,86947.0,182384.0,81384.0,80526.0,-1.0,-1.0,115349.0,-1.0,-1.0,-1.0,-1.0,-1.0,103068.0,-1.0,91220.0,215014.0,217391.0,104000.0,116000.0,119443.0,11071.0,-1.0,275764.0,1583333.0,-1.0,-1.0,374118.0,-1.0,464865.0
1980,-1.0,1293333.0,289796.0,154108.0,-1.0,-1.0,82353.0,46016.0,109957.0,416667.0,-1.0,91342.0,-1.0,42579.0,-1.0,573180.0,140244.0,-1.0,121429.0,227820.0,-1.0,166667.0,962143.0,177595.0,275000.0,131633.0,33802.0,-1.0,118889.0,52941.0,-1.0,-1.0,78767.0,-1.0,-1.0,122719.0,-1.0,193487.0,113950.0,-1.0,-1.0,-1.0,186282.0,690000.0,98082.0,-1.0,-1.0,155391.0,-1.0,112785.0,88321.0,-1.0,150000.0,55000.0,-1.0,187500.0,-1.0,2386555.0,-1.0,263158.0,109203.0,-1.0,-1.0,-1.0,334377.0,-1.0,74110.0,112059.0,-1.0,-1.0,-1.0,-1.0,60917.0,161705.0,115152.0,-1.0,-1.0,-1.0,224138.0,258200.0,-1.0,300000.0,-1.0,132000.0,419314.0,200431.0,402372.0,56979.0,73576.0,118262.0,244218.0,55769.0,383714.0,80000.0,-1.0,-1.0,263577.0,120664.0,49658.0,50000.0,-1.0,136667.0,44289.0,-1.0,166667.0,-1.0,-1.0,76508.0,-1.0,-1.0,-1.0,60163.0,100000.0,240144.0,63158.0,115110.0,521974.0,89773.0,263988.0,72275.0,72727.0,-1.0,-1.0,119392.0,-1.0,-1.0,-1.0,-1.0,-1.0,97030.0,-1.0,95128.0,224749.0,222222.0,118889.0,107857.0,118159.0,11228.0,-1.0,344351.0,2152941.0,-1.0,-1.0,385714.0,-1.0,345455.0
1981,-1.0,1250000.0,275000.0,150853.0,-1.0,-1.0,209899.0,46061.0,116466.0,316667.0,-1.0,75160.0,-1.0,41143.0,-1.0,562368.0,171111.0,-1.0,137931.0,211521.0,-1.0,166667.0,867966.0,155820.0,285000.0,131056.0,33794.0,-1.0,116222.0,49731.0,-1.0,-1.0,93478.0,-1.0,-1.0,129706.0,-1.0,234101.0,109087.0,-1.0,-1.0,-1.0,233865.0,771084.0,83943.0,-1.0,-1.0,156292.0,-1.0,120455.0,95804.0,-1.0,150769.0,60000.0,-1.0,203125.0,-1.0,2168675.0,-1.0,265625.0,115413.0,-1.0,-1.0,-1.0,368800.0,-1.0,147510.0,120000.0,-1.0,-1.0,-1.0,-1.0,63855.0,142745.0,114286.0,-1.0,-1.0,-1.0,225000.0,315825.0,-1.0,300000.0,-1.0,214118.0,596226.0,201970.0,422047.0,74307.0,83232.0,128425.0,242897.0,53793.0,382297.0,83333.0,-1.0,-1.0,316470.0,131568.0,49338.0,50000.0,-1.0,144151.0,59172.0,-1.0,145714.0,-1.0,-1.0,100000.0,-1.0,-1.0,-1.0,61923.0,100000.0,254589.0,66842.0,144901.0,577329.0,86571.0,298193.0,84688.0,90000.0,-1.0,-1.0,124572.0,-1.0,-1.0,-1.0,-1.0,-1.0,103993.0,-1.0,95684.0,236607.0,217391.0,116222.0,97765.0,120907.0,11379.0,-1.0,225000.0,1952632.0,-1.0,-1.0,252586.0,-1.0,510497.0
1982,-1.0,1236667.0,278750.0,147956.0,-1.0,-1.0,91106.0,46154.0,115324.0,264000.0,-1.0,70212.0,-1.0,37000.0,-1.0,620223.0,145783.0,-1.0,176438.0,222839.0,-1.0,158873.0,1001818.0,157321.0,275000.0,124492.0,33817.0,-1.0,115778.0,51762.0,-1.0,-1.0,62366.0,-1.0,-1.0,142437.0,-1.0,139189.0,109292.0,-1.0,-1.0,-1.0,203602.0,752000.0,87020.0,100000.0,-1.0,159155.0,-1.0,117497.0,101361.0,-1.0,150000.0,74074.0,-1.0,202857.0,-1.0,2330544.0,-1.0,268041.0,151588.0,-1.0,-1.0,-1.0,400000.0,110500.0,109075.0,117073.0,-1.0,-1.0,-1.0,-1.0,67826.0,163200.0,105000.0,-1.0,-1.0,-1.0,225600.0,347968.0,-1.0,311111.0,-1.0,215000.0,659727.0,205559.0,430120.0,118775.0,85415.0,104372.0,240698.0,82222.0,395390.0,85714.0,-1.0,-1.0,338664.0,128814.0,47769.0,50000.0,-1.0,134000.0,55315.0,-1.0,146667.0,-1.0,-1.0,95125.0,-1.0,-1.0,-1.0,62000.0,100000.0,276014.0,66250.0,186886.0,705177.0,19032.0,238870.0,87464.0,110909.0,-1.0,-1.0,159190.0,-1.0,-1.0,-1.0,-1.0,-1.0,96497.0,-1.0,97000.0,236332.0,222222.0,115778.0,90600.0,113963.0,10000.0,-1.0,319077.0,2083333.0,-1.0,-1.0,260000.0,110500.0,598718.0
1983,-1.0,1223333.0,250000.0,147835.0,-1.0,-1.0,127176.0,46154.0,132689.0,245000.0,-1.0,76356.0,-1.0,41000.0,-1.0,565624.0,160000.0,-1.0,172637.0,228607.0,-1.0,156140.0,1049082.0,152572.0,265000.0,134456.0,33223.0,-1.0,111778.0,81104.0,-1.0,-1.0,59322.0,-1.0,-1.0,131696.0,-1.0,327647.0,79760.0,-1.0,-1.0,-1.0,123545.0,712963.0,106093.0,102500.0,-1.0,156667.0,-1.0,119388.0,94128.0,-1.0,148387.0,92308.0,-1.0,200000.0,-1.0,2589744.0,-1.0,270408.0,126794.0,-1.0,-1.0,-1.0,409583.0,157059.0,128408.0,119048.0,-1.0,-1.0,-1.0,-1.0,67826.0,155380.0,117500.0,-1.0,-1.0,-1.0,224000.0,359865.0,-1.0,333333.0,-1.0,193692.0,720783.0,237729.0,429508.0,107041.0,82140.0,107132.0,248276.0,87500.0,374508.0,88889.0,-1.0,-1.0,353435.0,128302.0,47004.0,50000.0,-1.0,109091.0,57750.0,-1.0,141176.0,-1.0,-1.0,80400.0,-1.0,-1.0,-1.0,62143.0,100000.0,217719.0,94902.0,156870.0,851351.0,117600.0,174336.0,83622.0,114545.0,-1.0,-1.0,175548.0,-1.0,1873333.0,-1.0,-1.0,-1.0,102464.0,-1.0,107750.0,238068.0,222222.0,111778.0,98200.0,123711.0,10000.0,-1.0,412934.0,2347059.0,-1.0,-1.0,257143.0,157059.0,601333.0
1984,-1.0,1526667.0,230000.0,148116.0,-1.0,-1.0,185239.0,48333.0,118643.0,250000.0,-1.0,71832.0,-1.0,33022.0,-1.0,515063.0,160494.0,-1.0,166746.0,242779.0,-1.0,162780.0,1378625.0,302169.0,240000.0,133075.0,73095.0,-1.0,111600.0,67440.0,-1.0,-1.0,48667.0,-1.0,-1.0,138053.0,-1.0,256938.0,81040.0,-1.0,-1.0,-1.0,154332.0,782569.0,114159.0,105000.0,-1.0,167262.0,-1.0,125272.0,94061.0,-1.0,150000.0,100000.0,-1.0,233333.0,-1.0,3003956.0,-1.0,268000.0,98607.0,-1.0,-1.0,-1.0,539500.0,157647.0,83142.0,125000.0,-1.0,-1.0,-1.0,-1.0,59729.0,163808.0,125000.0,-1.0,-1.0,-1.0,225225.0,290307.0,-1.0,337000.0,-1.0,207400.0,836400.0,246764.0,447699.0,115761.0,98976.0,105297.0,234188.0,80000.0,334626.0,83333.0,-1.0,-1.0,356583.0,133803.0,45627.0,50000.0,-1.0,407419.0,40930.0,-1.0,168750.0,-1.0,-1.0,93614.0,-1.0,-1.0,-1.0,62759.0,100000.0,245274.0,97647.0,108792.0,631671.0,81579.0,165232.0,91429.0,111304.0,-1.0,-1.0,167165.0,-1.0,1916667.0,-1.0,-1.0,-1.0,107943.0,-1.0,95227.0,242221.0,222222.0,111600.0,105800.0,120484.0,10600.0,-1.0,344397.0,2247059.0,-1.0,-1.0,272727.0,157647.0,530137.0
1985,-1.0,1973333.0,183636.0,159721.0,-1.0,-1.0,222868.0,50270.0,117143.0,230303.0,-1.0,78564.0,-1.0,40198.0,-1.0,575522.0,172527.0,-1.0,157887.0,232222.0,-1.0,164380.0,1136914.0,306684.0,252000.0,137813.0,72955.0,-1.0,115636.0,123133.0,-1.0,-1.0,48387.0,-1.0,-1.0,145985.0,-1.0,258333.0,82960.0,-1.0,-1.0,-1.0,203138.0,874894.0,118396.0,85000.0,-1.0,174603.0,-1.0,128241.0,74158.0,-1.0,150000.0,155556.0,-1.0,200000.0,-1.0,3096043.0,-1.0,245455.0,44799.0,-1.0,-1.0,-1.0,625294.0,166500.0,49632.0,127907.0,-1.0,-1.0,-1.0,-1.0,68521.0,136338.0,137500.0,-1.0,-1.0,-1.0,225352.0,354505.0,-1.0,333333.0,-1.0,302200.0,895684.0,240412.0,441453.0,126528.0,90468.0,109534.0,391791.0,85938.0,323316.0,85714.0,-1.0,-1.0,326849.0,135138.0,43428.0,50000.0,-1.0,694035.0,43981.0,-1.0,180139.0,-1.0,-1.0,95811.0,-1.0,-1.0,-1.0,63103.0,100000.0,253882.0,97083.0,55782.0,644534.0,88475.0,213660.0,90062.0,119565.0,-1.0,-1.0,246429.0,-1.0,1897143.0,-1.0,-1.0,-1.0,153303.0,-1.0,101478.0,234333.0,222222.0,115636.0,103000.0,124320.0,11000.0,-1.0,490286.0,2288235.0,-1.0,-1.0,275000.0,166500.0,578313.0
1986,-1.0,1670000.0,175000.0,158443.0,-1.0,-1.0,224268.0,46667.0,112143.0,233333.0,-1.0,75472.0,-1.0,41857.0,-1.0,584799.0,186364.0,-1.0,143343.0,212798.0,-1.0,166667.0,955534.0,309099.0,320000.0,136839.0,72927.0,-1.0,119348.0,133206.0,-1.0,-1.0,48750.0,-1.0,-1.0,131466.0,-1.0,277193.0,82960.0,-1.0,-1.0,-1.0,157143.0,843673.0,99543.0,98000.0,-1.0,178836.0,-1.0,130529.0,79258.0,-1.0,147581.0,200000.0,-1.0,193182.0,-1.0,3336652.0,-1.0,245455.0,110894.0,-1.0,-1.0,-1.0,551500.0,179091.0,100509.0,130233.0,-1.0,-1.0,-1.0,-1.0,65000.0,135509.0,136471.0,-1.0,-1.0,-1.0,223333.0,353165.0,-1.0,341333.0,-1.0,272000.0,975500.0,245891.0,456140.0,126260.0,90896.0,113722.0,373134.0,80000.0,331926.0,100000.0,-1.0,-1.0,288238.0,129738.0,44099.0,50000.0,-1.0,1207650.0,43599.0,-1.0,187500.0,-1.0,-1.0,96176.0,-1.0,-1.0,-1.0,63265.0,100000.0,288116.0,97031.0,138036.0,655408.0,89189.0,191175.0,87647.0,112632.0,-1.0,-1.0,294649.0,-1.0,1790000.0,-1.0,-1.0,-1.0,129872.0,-1.0,110094.0,238057.0,222222.0,119348.0,115143.0,122232.0,11000.0,-1.0,471696.0,1990909.0,-1.0,-1.0,272059.0,179091.0,658710.0
1987,-1.0,1666667.0,171818.0,159616.0,-1.0,-1.0,270358.0,46667.0,125392.0,244375.0,-1.0,75472.0,-1.0,42357.0,-1.0,656200.0,190625.0,-1.0,143008.0,293803.0,-1.0,169647.0,919327.0,278706.0,360000.0,134989.0,72951.0,-1.0,113611.0,134050.0,-1.0,-1.0,44444.0,-1.0,-1.0,151878.0,-1.0,221533.0,75200.0,-1.0,200000.0,-1.0,148607.0,738529.0,79113.0,102000.0,-1.0,155896.0,-1.0,132712.0,80258.0,-1.0,166000.0,236364.0,-1.0,195652.0,-1.0,3744076.0,-1.0,229508.0,103823.0,-1.0,-1.0,-1.0,374000.0,170000.0,113102.0,132414.0,-1.0,-1.0,-1.0,-1.0,66087.0,163761.0,135556.0,-1.0,-1.0,-1.0,223239.0,337675.0,-1.0,335333.0,-1.0,310857.0,1000000.0,216557.0,460090.0,117878.0,83409.0,114252.0,427046.0,75000.0,445171.0,120000.0,-1.0,-1.0,322639.0,129938.0,42740.0,50000.0,-1.0,1350000.0,45419.0,-1.0,200000.0,-1.0,-1.0,101852.0,100000.0,-1.0,-1.0,63176.0,100000.0,298309.0,149268.0,123630.0,397373.0,89138.0,195592.0,83429.0,118889.0,-1.0,-1.0,357237.0,-1.0,2000000.0,-1.0,-1.0,-1.0,131074.0,-1.0,85000.0,233600.0,200000.0,113611.0,98909.0,122248.0,10000.0,-1.0,290279.0,1975000.0,-1.0,-1.0,273504.0,170000.0,484000.0
