,Kenya,Iceland,"China, Hong Kong SAR","China, Taiwan Province of",Belarus,Croatia,Saudi Arabia,Philippines,Syrian Arab Republic,Martinique,Belgium,Thailand,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Iran (Islamic Republic of),Republic of Korea,Melanesia,South Africa,Norway,Yemen,Portugal,Australia & New Zealand,Barbados,Mongolia,French Polynesia,Algeria,Slovenia,American Samoa,Madagascar,Tajikistan,Latvia,Mauritius,Luxembourg,Israel,Dominica,Fiji,Cabo Verde,Turkmenistan,United Arab Emirates,Switzerland,Sri Lanka,Grenada,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Yugoslav SFR,Malta,Colombia,Libya,Sudan (former),Lebanon,Kyrgyzstan,United Kingdom,Occupied Palestinian Territory,Chile,Hungary,Saint Lucia,Kazakhstan,Estonia,France,Micronesia,Poland,"China, mainland",Russian Federation,Timor-Leste,Ukraine,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Germany,Armenia,Dominican Republic,Uzbekistan,Guadeloupe,Denmark,Canada,Japan,Pakistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Spain,Morocco,Niger,Belize,Bulgaria,United States of America,Bangladesh,Democratic Republic of the Congo,Sudan,Kuwait,Cuba,Republic of Moldova,Turkey,Czechia,French Guiana,Suriname,Ghana,Costa Rica,Georgia,India,El Salvador,Austria,Bahrain,Czechoslovakia,Sweden,Qatar,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Puerto Rico,Ireland,Côte d'Ivoire,Albania,Slovakia,Jamaica,Brunei Darussalam,Trinidad and Tobago,Italy,Singapore,Polynesia,Panama,Australia,Montserrat,Lithuania,Finland,Netherlands,Oman,Guyana,New Zealand,Guam,Belgium-Luxembourg
1961,-1.0,750000.0,260000.0,92428.0,-1.0,-1.0,-1.0,50000.0,80000.0,100000.0,-1.0,70000.0,-1.0,43750.0,-1.0,109033.0,100000.0,-1.0,75472.0,90634.0,-1.0,100729.0,196220.0,-1.0,-1.0,142053.0,90909.0,-1.0,92308.0,-1.0,-1.0,-1.0,50000.0,-1.0,-1.0,140187.0,-1.0,118637.0,-1.0,-1.0,-1.0,-1.0,-1.0,1142857.0,27714.0,-1.0,-1.0,122639.0,-1.0,94854.0,110000.0,-1.0,133333.0,74359.0,-1.0,100000.0,-1.0,2007037.0,-1.0,274074.0,45800.0,-1.0,-1.0,-1.0,159962.0,-1.0,105980.0,94845.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,80000.0,-1.0,-1.0,-1.0,224000.0,109774.0,-1.0,347000.0,-1.0,200000.0,211826.0,115389.0,182872.0,-1.0,54786.0,78261.0,96630.0,20000.0,175219.0,78947.0,-1.0,-1.0,198172.0,93670.0,43603.0,41667.0,-1.0,-1.0,98214.0,-1.0,154286.0,-1.0,-1.0,100000.0,-1.0,-1.0,-1.0,47273.0,100000.0,136080.0,-1.0,85891.0,146341.0,-1.0,114286.0,74627.0,48193.0,-1.0,-1.0,67582.0,-1.0,-1.0,-1.0,-1.0,-1.0,55682.0,-1.0,90000.0,135000.0,292675.0,92308.0,90000.0,102449.0,10000.0,-1.0,157061.0,666882.0,-1.0,-1.0,285890.0,-1.0,329670.0
1962,-1.0,800000.0,260000.0,94138.0,-1.0,-1.0,-1.0,50000.0,73248.0,100000.0,-1.0,70000.0,-1.0,43750.0,-1.0,115119.0,100000.0,-1.0,75862.0,91186.0,-1.0,95786.0,152890.0,-1.0,-1.0,136020.0,91667.0,-1.0,92308.0,-1.0,-1.0,-1.0,50000.0,-1.0,-1.0,151515.0,-1.0,113957.0,-1.0,-1.0,-1.0,-1.0,-1.0,1142857.0,27787.0,-1.0,-1.0,126264.0,-1.0,95222.0,110185.0,-1.0,135714.0,75000.0,-1.0,113636.0,-1.0,1609604.0,-1.0,271951.0,64255.0,-1.0,-1.0,-1.0,157844.0,-1.0,62990.0,95208.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,81818.0,-1.0,-1.0,-1.0,224000.0,78395.0,-1.0,349000.0,-1.0,200000.0,169444.0,95349.0,200903.0,-1.0,64945.0,77083.0,95012.0,30000.0,177899.0,78947.0,-1.0,-1.0,240719.0,92491.0,45017.0,40500.0,-1.0,-1.0,59482.0,-1.0,153631.0,-1.0,-1.0,100000.0,-1.0,-1.0,-1.0,50000.0,100000.0,162218.0,-1.0,82005.0,100710.0,-1.0,114035.0,60049.0,45399.0,-1.0,-1.0,65516.0,-1.0,-1.0,-1.0,-1.0,-1.0,53294.0,-1.0,89818.0,146500.0,289702.0,92308.0,95000.0,108913.0,10000.0,-1.0,63389.0,589224.0,-1.0,-1.0,331905.0,-1.0,329670.0
1963,-1.0,850000.0,269200.0,94914.0,-1.0,-1.0,-1.0,50000.0,51350.0,90909.0,-1.0,70000.0,-1.0,40909.0,-1.0,116819.0,100000.0,-1.0,77143.0,94287.0,-1.0,100000.0,186272.0,-1.0,-1.0,127235.0,92000.0,-1.0,96154.0,-1.0,-1.0,-1.0,50000.0,-1.0,-1.0,150000.0,-1.0,121429.0,-1.0,-1.0,-1.0,-1.0,-1.0,1157143.0,12180.0,-1.0,-1.0,128802.0,-1.0,94904.0,116250.0,-1.0,137931.0,75000.0,-1.0,57143.0,-1.0,2007037.0,-1.0,269880.0,71507.0,-1.0,-1.0,-1.0,182334.0,-1.0,145995.0,94884.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,82609.0,-1.0,-1.0,-1.0,222727.0,146581.0,-1.0,360000.0,-1.0,200000.0,232135.0,103309.0,205066.0,-1.0,64260.0,76000.0,95513.0,40000.0,172250.0,78947.0,-1.0,-1.0,223311.0,99240.0,42703.0,39167.0,-1.0,-1.0,96028.0,-1.0,154054.0,-1.0,-1.0,100000.0,-1.0,-1.0,-1.0,50000.0,100000.0,188215.0,-1.0,124983.0,203345.0,-1.0,113793.0,57206.0,37838.0,-1.0,-1.0,63534.0,-1.0,-1.0,-1.0,-1.0,-1.0,52818.0,-1.0,89697.0,157750.0,237605.0,96154.0,88889.0,108123.0,10000.0,-1.0,205451.0,558891.0,-1.0,-1.0,254286.0,-1.0,488022.0
1964,-1.0,900000.0,217333.0,101330.0,-1.0,-1.0,-1.0,48182.0,45470.0,90909.0,-1.0,70000.0,-1.0,40000.0,-1.0,129876.0,105952.0,-1.0,78529.0,98130.0,-1.0,100000.0,155633.0,-1.0,-1.0,140734.0,92308.0,-1.0,92857.0,-1.0,-1.0,-1.0,57143.0,-1.0,-1.0,140000.0,-1.0,140598.0,-1.0,-1.0,-1.0,-1.0,-1.0,1185714.0,50467.0,-1.0,-1.0,124691.0,-1.0,93560.0,120222.0,-1.0,140000.0,75000.0,-1.0,51351.0,-1.0,1881605.0,-1.0,267857.0,47902.0,-1.0,-1.0,-1.0,209965.0,-1.0,151279.0,93506.0,-1.0,-1.0,-1.0,-1.0,-1.0,113333.0,86957.0,-1.0,-1.0,-1.0,220833.0,125707.0,-1.0,282000.0,-1.0,200000.0,218733.0,99658.0,210917.0,-1.0,68911.0,76923.0,95012.0,60000.0,203506.0,80000.0,-1.0,-1.0,178763.0,94283.0,44922.0,41000.0,-1.0,-1.0,97961.0,-1.0,153646.0,-1.0,-1.0,100000.0,-1.0,-1.0,-1.0,50000.0,100000.0,156341.0,-1.0,107268.0,172154.0,-1.0,115254.0,71381.0,44326.0,-1.0,-1.0,68114.0,-1.0,-1.0,-1.0,-1.0,-1.0,52727.0,-1.0,92364.0,154098.0,226008.0,92857.0,93333.0,116568.0,10000.0,-1.0,144133.0,860099.0,-1.0,-1.0,272000.0,-1.0,888605.0
1965,-1.0,950000.0,223600.0,99674.0,-1.0,-1.0,-1.0,48182.0,50199.0,91667.0,-1.0,70000.0,-1.0,42308.0,-1.0,133927.0,104651.0,-1.0,78630.0,85858.0,-1.0,100000.0,176364.0,-1.0,-1.0,163032.0,92593.0,-1.0,96429.0,-1.0,-1.0,-1.0,64286.0,-1.0,-1.0,154545.0,-1.0,131589.0,-1.0,-1.0,-1.0,-1.0,-1.0,1200000.0,45400.0,-1.0,-1.0,128243.0,-1.0,98722.0,120588.0,-1.0,141935.0,75000.0,-1.0,51563.0,-1.0,2069753.0,-1.0,266998.0,53919.0,-1.0,-1.0,-1.0,240242.0,-1.0,88780.0,98701.0,-1.0,-1.0,-1.0,-1.0,-1.0,113566.0,86957.0,-1.0,-1.0,-1.0,225000.0,101188.0,-1.0,256000.0,-1.0,200000.0,232836.0,77497.0,223786.0,-1.0,66378.0,76923.0,123439.0,80000.0,180305.0,80000.0,-1.0,-1.0,128858.0,97371.0,49407.0,39200.0,-1.0,-1.0,100007.0,-1.0,153949.0,-1.0,-1.0,100000.0,-1.0,-1.0,-1.0,52778.0,100000.0,162561.0,-1.0,96971.0,159799.0,-1.0,116667.0,68191.0,42424.0,-1.0,-1.0,69850.0,-1.0,-1.0,-1.0,-1.0,-1.0,55243.0,-1.0,94222.0,160181.0,220190.0,96429.0,97778.0,128227.0,10000.0,-1.0,109091.0,988781.0,-1.0,-1.0,423256.0,-1.0,582065.0
1966,-1.0,1000000.0,200000.0,94307.0,-1.0,-1.0,-1.0,50000.0,68722.0,91667.0,-1.0,70000.0,-1.0,40625.0,-1.0,145583.0,101429.0,-1.0,80519.0,99637.0,-1.0,100000.0,296910.0,-1.0,-1.0,123697.0,92857.0,-1.0,100000.0,-1.0,-1.0,-1.0,62500.0,-1.0,-1.0,140219.0,-1.0,119218.0,-1.0,-1.0,-1.0,-1.0,-1.0,1127273.0,20010.0,-1.0,-1.0,136403.0,-1.0,101342.0,113200.0,-1.0,139394.0,54545.0,-1.0,63601.0,-1.0,1887840.0,-1.0,265882.0,58411.0,-1.0,-1.0,-1.0,248813.0,-1.0,144941.0,101351.0,-1.0,-1.0,-1.0,-1.0,-1.0,124293.0,91304.0,-1.0,-1.0,-1.0,225000.0,176025.0,-1.0,274000.0,-1.0,200000.0,278593.0,120169.0,246069.0,-1.0,60529.0,75357.0,136682.0,50000.0,185000.0,78947.0,-1.0,-1.0,132608.0,96868.0,51147.0,41667.0,-1.0,-1.0,98846.0,-1.0,113509.0,-1.0,-1.0,100000.0,-1.0,-1.0,-1.0,53333.0,100000.0,204425.0,-1.0,122730.0,229744.0,-1.0,125000.0,69095.0,81193.0,-1.0,-1.0,58065.0,-1.0,-1.0,-1.0,-1.0,-1.0,49406.0,-1.0,87529.0,164294.0,223213.0,100000.0,92000.0,114341.0,10000.0,-1.0,259209.0,1183943.0,-1.0,-1.0,192667.0,-1.0,757170.0
1967,-1.0,1000000.0,160000.0,97232.0,-1.0,-1.0,-1.0,50000.0,72096.0,92308.0,-1.0,70000.0,-1.0,39474.0,-1.0,149005.0,104651.0,-1.0,81220.0,119933.0,-1.0,100000.0,389297.0,-1.0,-1.0,118175.0,93333.0,-1.0,103571.0,-1.0,-1.0,-1.0,75000.0,-1.0,-1.0,145667.0,-1.0,113024.0,-1.0,-1.0,-1.0,-1.0,125000.0,1175439.0,15711.0,-1.0,-1.0,135780.0,-1.0,102709.0,109818.0,-1.0,141176.0,53846.0,-1.0,85898.0,-1.0,1944321.0,-1.0,263953.0,65172.0,-1.0,-1.0,-1.0,330023.0,-1.0,141800.0,102703.0,-1.0,-1.0,-1.0,-1.0,-1.0,107526.0,93478.0,-1.0,-1.0,-1.0,223333.0,161798.0,-1.0,300667.0,-1.0,200000.0,301955.0,128580.0,277606.0,-1.0,48468.0,80034.0,165652.0,50000.0,185618.0,78947.0,-1.0,-1.0,124583.0,92193.0,53108.0,38000.0,-1.0,-1.0,82987.0,-1.0,125000.0,-1.0,-1.0,100000.0,-1.0,-1.0,-1.0,52500.0,100000.0,217625.0,-1.0,134269.0,222222.0,-1.0,123077.0,77882.0,80557.0,-1.0,-1.0,76423.0,-1.0,-1.0,-1.0,-1.0,-1.0,96436.0,-1.0,92391.0,165006.0,223292.0,103571.0,90000.0,112090.0,10000.0,-1.0,194831.0,1302833.0,-1.0,-1.0,142157.0,-1.0,1150667.0
1968,-1.0,1000000.0,200000.0,113287.0,-1.0,-1.0,-1.0,50000.0,65747.0,92308.0,-1.0,70000.0,-1.0,41000.0,-1.0,187357.0,104444.0,-1.0,82093.0,117853.0,-1.0,114286.0,446190.0,-1.0,-1.0,124498.0,93750.0,-1.0,100000.0,-1.0,-1.0,-1.0,75000.0,-1.0,-1.0,154205.0,-1.0,148506.0,-1.0,-1.0,-1.0,-1.0,125000.0,1254545.0,8275.0,-1.0,-1.0,128879.0,-1.0,113181.0,110000.0,-1.0,142857.0,53333.0,-1.0,116518.0,-1.0,1831420.0,-1.0,262069.0,71504.0,-1.0,-1.0,-1.0,381903.0,-1.0,133494.0,113158.0,-1.0,-1.0,-1.0,-1.0,-1.0,112094.0,91667.0,-1.0,-1.0,-1.0,223529.0,154424.0,-1.0,307600.0,-1.0,200000.0,351825.0,153257.0,297146.0,-1.0,61706.0,81883.0,166448.0,50000.0,193506.0,78947.0,-1.0,-1.0,101797.0,87132.0,61015.0,40000.0,-1.0,-1.0,89521.0,-1.0,149107.0,-1.0,-1.0,100000.0,-1.0,-1.0,-1.0,53012.0,100000.0,189802.0,-1.0,119006.0,218052.0,-1.0,121429.0,72475.0,64829.0,-1.0,-1.0,40323.0,-1.0,-1.0,-1.0,-1.0,-1.0,104357.0,-1.0,90111.0,171496.0,225314.0,100000.0,83333.0,117492.0,10000.0,-1.0,211538.0,1519573.0,-1.0,-1.0,154589.0,-1.0,1624161.0
1969,-1.0,1000000.0,200000.0,118911.0,-1.0,-1.0,-1.0,48333.0,61420.0,100000.0,-1.0,70000.0,-1.0,40000.0,-1.0,195829.0,104167.0,-1.0,83778.0,123796.0,-1.0,142857.0,577544.0,-1.0,-1.0,128415.0,104118.0,-1.0,103333.0,-1.0,-1.0,-1.0,87500.0,-1.0,-1.0,166842.0,-1.0,183597.0,-1.0,-1.0,-1.0,-1.0,127273.0,1326923.0,15372.0,-1.0,-1.0,133804.0,-1.0,117150.0,110000.0,-1.0,144444.0,53333.0,-1.0,106570.0,-1.0,1881605.0,-1.0,260227.0,76169.0,-1.0,-1.0,-1.0,201320.0,-1.0,106991.0,117105.0,-1.0,-1.0,-1.0,-1.0,-1.0,97831.0,95833.0,-1.0,-1.0,-1.0,224390.0,164361.0,-1.0,308750.0,-1.0,200000.0,354489.0,164907.0,301079.0,-1.0,98777.0,91264.0,160575.0,45000.0,188795.0,78947.0,-1.0,-1.0,109133.0,90121.0,63082.0,41667.0,-1.0,-1.0,86704.0,-1.0,160112.0,-1.0,-1.0,100000.0,-1.0,-1.0,-1.0,54118.0,100000.0,194563.0,-1.0,120653.0,251018.0,-1.0,120000.0,70390.0,55548.0,-1.0,-1.0,45113.0,-1.0,-1.0,-1.0,-1.0,-1.0,101981.0,-1.0,89351.0,183245.0,222222.0,103333.0,83333.0,116373.0,10000.0,-1.0,205564.0,1492892.0,-1.0,-1.0,224299.0,-1.0,1054726.0
1970,-1.0,1000000.0,200000.0,121330.0,-1.0,-1.0,-1.0,48333.0,57203.0,100000.0,-1.0,70000.0,-1.0,40000.0,-1.0,295874.0,103571.0,-1.0,85106.0,119239.0,-1.0,146667.0,459259.0,-1.0,-1.0,118318.0,124091.0,-1.0,106667.0,-1.0,-1.0,-1.0,87500.0,-1.0,-1.0,164054.0,-1.0,157193.0,-1.0,-1.0,-1.0,-1.0,126316.0,1544444.0,18263.0,-1.0,-1.0,137732.0,-1.0,123751.0,110263.0,-1.0,145946.0,53333.0,-1.0,124621.0,-1.0,2082284.0,-1.0,258427.0,88652.0,-1.0,-1.0,-1.0,201234.0,-1.0,140507.0,123750.0,-1.0,-1.0,-1.0,-1.0,-1.0,150243.0,96000.0,-1.0,-1.0,-1.0,223881.0,194722.0,-1.0,293429.0,-1.0,191667.0,372657.0,169030.0,306076.0,-1.0,95676.0,93175.0,202525.0,46154.0,195000.0,78947.0,-1.0,-1.0,118681.0,100516.0,63560.0,41667.0,-1.0,-1.0,61913.0,-1.0,160000.0,-1.0,-1.0,100000.0,-1.0,-1.0,-1.0,55556.0,100000.0,225124.0,-1.0,150272.0,206250.0,-1.0,125000.0,74221.0,66667.0,-1.0,-1.0,54470.0,-1.0,-1.0,-1.0,-1.0,-1.0,72803.0,-1.0,91700.0,187138.0,222222.0,106667.0,83333.0,106542.0,10333.0,-1.0,204615.0,1661393.0,-1.0,-1.0,224299.0,-1.0,1122449.0
