,USSR,Finland,Fiji,Kenya,Guyana,Solomon Islands,Papua New Guinea,Somalia,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Spain,New Zealand,Honduras,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,Togo,Greece,Tajikistan,Haiti,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,"China, Taiwan Province of",Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,Slovakia,Israel,Réunion,Belarus,Afghanistan,Trinidad and Tobago,Grenada,Lithuania,Russian Federation,Tunisia,Paraguay,Venezuela (Bolivarian Republic of),South Africa,Myanmar,Eritrea,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,Lao People's Democratic Republic,Zambia,Botswana,Mozambique,Niger,Democratic People's Republic of Korea,Slovenia,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Jordan,Ethiopia PDR,Estonia,Melanesia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Peru,United States of America,"China, mainland",The former Yugoslav Republic of Macedonia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Cuba,Lesotho,Romania,Norway,Philippines,Iraq,Swaziland,Burundi,Belgium,Luxembourg,Czechia,Senegal,Italy,Ireland,Uganda,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Switzerland,Sierra Leone,Uruguay,Zimbabwe,Gabon,Austria,Japan,Maldives,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,Mexico,Guinea,Mauritania,Czechoslovakia,Sri Lanka,Côte d'Ivoire,Croatia,Bulgaria,Ukraine,Liberia
1971,700680.0,700.0,48.0,26800.0,6.0,108.0,176.0,2280.0,4143.0,176192.0,,1831.0,1.0,8402.0,9729.0,70709.0,6000.0,3030.0,642.0,200.0,,160.0,1946.0,3600.0,104.0,1414.0,13704.0,,6488.0,263.0,32590.0,1936.0,18189.0,13657.0,22288.0,560.0,1860.0,3593.0,1771.0,,6298.0,,12719.0,3.0,2331.0,16.0,4551.0,16595.0,7252.0,173.0,1420.0,10751.0,18401.0,174.0,,1758.0,0.0,1400.0,,14122.0,33.0,490.0,1006.0,20800.0,3771.0,,527.0,21.0,,1800.0,94.0,1.0,,,10710.0,3486.0,2890.0,9642.0,29272.0,,12073.0,6073.0,340.0,63179.0,15903.0,82.0,,90.0,420.0,1880.0,625.0,4800.0,39364.0,25600.0,,,3.0,500.0,9.0,3863.0,15100.0,26640.0,6350.0,3443.0,59715.0,,335.0,14028.0,2600.0,6956.0,93325.0,472.0,7884.0,46205.0,577500.0,,769281.0,90.0,7467.0,2414.0,5560.0,2000.0,941.0,31781.0,0.0,1864.0,2380.0,282.0,19415.0,,,,2607.0,80098.0,40.0,25612.0,,579831.0,4335.0,,2695.0,20576.0,407.0,2019.0,321.0,2915.0,7.0,459.0,14036.0,2.0,672.0,30590.0,8982.0,450.0,2200.0,,2192.0,10950.0,18.0,62151.0,1550.0,16.0,61601.0,2700.0,2150.0,3099.0,261.0,720.0,,9408.0,,250.0
1972,727788.0,800.0,40.0,26800.0,9.0,108.0,184.0,1432.0,3493.0,168238.0,,2075.0,1.0,8274.0,9905.0,68728.0,7000.0,2669.0,472.0,80.0,,215.0,2126.0,3600.0,108.0,1427.0,13515.0,,6428.0,248.0,28740.0,2016.0,18640.0,14842.0,22468.0,560.0,1560.0,4227.0,1685.0,,6490.0,,12041.0,4.0,2500.0,16.0,4182.0,16230.0,7270.0,216.0,1067.0,13286.0,17330.0,180.0,,1617.0,0.0,1400.0,,11998.0,35.0,170.0,1500.0,21300.0,3966.0,,866.0,21.0,,2160.0,72.0,1.0,,,11206.0,3408.0,2440.0,10342.0,29380.0,,13482.0,6482.0,240.0,66308.0,17949.0,86.0,,93.0,432.0,1936.0,625.0,4800.0,34513.0,25600.0,,,3.0,510.0,9.0,4229.0,16800.0,23800.0,6350.0,3565.0,61850.0,,335.0,13756.0,2677.0,7151.0,121045.0,476.0,7955.0,48926.0,577500.0,,753201.0,90.0,7439.0,2578.0,6207.0,1000.0,1090.0,25998.0,0.0,1954.0,2312.0,224.0,22055.0,,,,1603.0,68265.0,30.0,25018.0,,580000.0,4180.0,,2472.0,23708.0,474.0,1982.0,350.0,2985.0,7.0,358.0,11270.0,2.0,504.0,30188.0,8179.0,450.0,2100.0,,1691.0,10550.0,18.0,63224.0,1678.0,16.0,65861.0,2700.0,1450.0,2819.0,302.0,720.0,,8786.0,,250.0
1973,692010.0,1600.0,40.0,27200.0,30.0,111.0,192.0,1288.0,4053.0,188522.0,,2366.0,1.0,10200.0,10546.0,69569.0,6100.0,2667.0,465.0,160.0,,245.0,2297.0,3600.0,112.0,1445.0,12464.0,,6430.0,272.0,25160.0,2352.0,19531.0,13918.0,22408.0,580.0,2250.0,4371.0,2665.0,,7408.0,,12086.0,5.0,2392.0,16.0,4436.0,14855.0,7569.0,249.0,1421.0,16188.0,16757.0,186.0,,1447.0,0.0,1400.0,,13392.0,38.0,290.0,1227.0,21580.0,4362.0,,807.0,30.0,,1980.0,74.0,1.0,,,12718.0,3279.0,2730.0,10202.0,26387.0,,15753.0,9653.0,314.0,75828.0,15613.0,82.0,,96.0,436.0,1528.0,625.0,4800.0,37912.0,26000.0,,,3.0,530.0,9.0,4049.0,18310.0,22708.0,6350.0,3805.0,62981.0,,346.0,15433.0,2824.0,7276.0,109945.0,484.0,8066.0,47566.0,539500.0,,791800.0,90.0,8194.0,3195.0,5202.0,900.0,1298.0,24602.0,0.0,1808.0,2224.0,183.0,18620.0,,,,1797.0,63546.0,40.0,30624.0,,541892.0,5170.0,,2619.0,25131.0,519.0,1983.0,352.0,3125.0,7.0,353.0,10373.0,2.0,294.0,32900.0,9915.0,495.0,2700.0,,2344.0,10550.0,18.0,62310.0,1773.0,16.0,57037.0,2700.0,1690.0,5420.0,308.0,744.0,,9428.0,,250.0
1974,678906.0,1300.0,48.0,27800.0,36.0,111.0,200.0,1504.0,3263.0,182734.0,,2570.0,1.0,9682.0,12016.0,62100.0,6200.0,3162.0,506.0,200.0,,190.0,2527.0,3600.0,116.0,1464.0,11480.0,,5720.0,428.0,27080.0,2390.0,18926.0,13679.0,22380.0,580.0,2205.0,4245.0,2877.0,,7439.0,,11899.0,5.0,2420.0,16.0,5005.0,15035.0,7590.0,275.0,1421.0,18250.0,15846.0,192.0,,1510.0,0.0,1400.0,,11474.0,37.0,480.0,1104.0,21715.0,4399.0,,446.0,30.0,,1980.0,73.0,1.0,,,12948.0,4001.0,3030.0,12647.0,27874.0,,17114.0,10914.0,405.0,67437.0,13472.0,81.0,,101.0,440.0,800.0,750.0,4800.0,34897.0,26400.0,,,2.0,540.0,9.0,4175.0,14640.0,21594.0,6360.0,2082.0,58484.0,,361.0,18558.0,2966.0,7409.0,113305.0,493.0,7687.0,55009.0,539500.0,,726793.0,90.0,9144.0,3043.0,8329.0,750.0,1769.0,21961.0,0.0,2056.0,2468.0,198.0,22224.0,,,,1875.0,57522.0,3.0,29013.0,,541920.0,5800.0,,2858.0,22969.0,390.0,1983.0,356.0,3130.0,7.0,354.0,8693.0,2.0,294.0,30393.0,12940.0,495.0,2900.0,,2021.0,9766.0,18.0,57305.0,1850.0,16.0,61065.0,2700.0,2200.0,7112.0,418.0,720.0,,8601.0,,300.0
1975,617316.0,1200.0,48.0,27200.0,29.0,114.0,208.0,1576.0,4411.0,177493.0,,2432.0,1.0,8891.0,10865.0,58300.0,6000.0,3230.0,488.0,400.0,,180.0,2185.0,3600.0,120.0,1495.0,10511.0,,5830.0,260.0,30774.0,2179.0,24699.0,12719.0,22320.0,600.0,2445.0,4642.0,1164.0,,7792.0,,11409.0,5.0,2747.0,16.0,4955.0,17240.0,7892.0,285.0,1103.0,22540.0,14716.0,198.0,,1559.0,0.0,1440.0,,13191.0,41.0,350.0,784.0,22455.0,4430.0,,453.0,30.0,,2100.0,74.0,2.0,,,13326.0,4534.0,2530.0,12090.0,25901.0,,15884.0,9884.0,416.0,75948.0,17468.0,78.0,,104.0,436.0,1520.0,750.0,4800.0,35521.0,26000.0,,,2.0,550.0,9.0,4100.0,10800.0,20369.0,6370.0,2622.0,50933.0,,372.0,15691.0,3171.0,7532.0,102385.0,497.0,7871.0,48019.0,539500.0,,727436.0,120.0,9493.0,2460.0,7215.0,750.0,1891.0,19273.0,0.0,2232.0,2361.0,206.0,22264.0,,,,1887.0,56299.0,10.0,32250.0,,542247.0,4825.0,,2869.0,23199.0,365.0,1985.0,386.0,3200.0,7.0,381.0,7845.0,2.0,210.0,29563.0,13047.0,540.0,3100.0,,2432.0,11143.0,18.0,62240.0,1880.0,16.0,45219.0,2700.0,2426.0,7101.0,692.0,720.0,,8235.0,,300.0
1976,622974.0,1400.0,64.0,27600.0,50.0,114.0,216.0,1504.0,4944.0,197246.0,,2419.0,1.0,10120.0,11487.0,52633.0,4200.0,3298.0,556.0,120.0,,190.0,2129.0,3600.0,124.0,1514.0,9698.0,,6068.0,248.0,25863.0,2070.0,25009.0,12125.0,22020.0,600.0,2355.0,4913.0,1521.0,,8063.0,,10202.0,6.0,2800.0,16.0,4253.0,19863.0,8000.0,284.0,968.0,25580.0,14290.0,204.0,,1627.0,0.0,1520.0,,16782.0,38.0,370.0,964.0,23040.0,4307.0,,676.0,30.0,,2220.0,79.0,2.0,,,9055.0,5125.0,2300.0,11017.0,26269.0,,13525.0,9325.0,416.0,75581.0,30459.0,79.0,,104.0,460.0,2320.0,750.0,4800.0,30937.0,26000.0,,,2.0,560.0,9.0,3468.0,14650.0,19025.0,6230.0,1759.0,53567.0,,396.0,16765.0,3660.0,7639.0,61470.0,497.0,7565.0,43327.0,539500.0,,832544.0,120.0,10061.0,2377.0,5060.0,1250.0,1058.0,16413.0,0.0,2272.0,2290.0,209.0,22816.0,,,,1733.0,49229.0,3.0,27368.0,,542300.0,5245.0,,2914.0,18444.0,323.0,2026.0,391.0,3255.0,8.0,574.0,8005.0,2.0,210.0,31804.0,17072.0,558.0,3700.0,,2218.0,12406.0,18.0,67575.0,1816.0,18.0,59892.0,2700.0,2650.0,6754.0,1188.0,720.0,,8066.0,,300.0
1977,606372.0,1700.0,64.0,27800.0,58.0,114.0,224.0,1744.0,5089.0,200168.0,,2380.0,2.0,9123.0,11469.0,53901.0,4100.0,3482.0,845.0,480.0,,180.0,1805.0,3300.0,128.0,1575.0,9535.0,,7258.0,233.0,24636.0,2478.0,22093.0,11251.0,22283.0,600.0,1770.0,5057.0,1550.0,,8008.0,,11327.0,6.0,2817.0,16.0,3722.0,26773.0,8140.0,285.0,1160.0,24000.0,13463.0,210.0,,2045.0,0.0,1400.0,,19238.0,36.0,430.0,712.0,23260.0,5000.0,,971.0,32.0,,2220.0,89.0,1.0,,,11158.0,6268.0,2395.0,12144.0,27787.0,,13433.0,9333.0,392.0,74258.0,29826.0,78.0,,108.0,476.0,1680.0,750.0,4800.0,38827.0,26000.0,,,3.0,570.0,7.0,2203.0,15800.0,19810.0,5940.0,1820.0,51529.0,,405.0,18240.0,2754.0,7725.0,56360.0,485.0,7671.0,51048.0,466500.0,,816774.0,120.0,9280.0,2631.0,5501.0,1350.0,783.0,15273.0,0.0,2334.0,3233.0,221.0,20236.0,,,,1888.0,51128.0,10.0,29976.0,,469317.0,5485.0,,3104.0,21000.0,343.0,2048.0,398.0,2925.0,8.0,833.0,8022.0,2.0,210.0,32463.0,20526.0,558.0,3600.0,,2394.0,12391.0,19.0,64939.0,1995.0,16.0,56198.0,2925.0,2740.0,7346.0,1132.0,720.0,,5708.0,,300.0
1978,602160.0,2000.0,32.0,26200.0,65.0,114.0,232.0,1328.0,5428.0,182337.0,,2532.0,2.0,10155.0,11426.0,51494.0,4000.0,3120.0,686.0,960.0,,80.0,1318.0,3300.0,132.0,2068.0,10231.0,,6980.0,230.0,24770.0,2390.0,14602.0,12566.0,21614.0,600.0,1815.0,5249.0,1201.0,,8500.0,,10411.0,6.0,2832.0,16.0,4033.0,26804.0,8393.0,303.0,1000.0,22608.0,12999.0,216.0,,1940.0,0.0,1000.0,,20810.0,35.0,490.0,794.0,22880.0,5532.0,,1263.0,30.0,,2250.0,88.0,1.0,,,13256.0,5989.0,2395.0,14890.0,28581.0,,16992.0,12992.0,377.0,85282.0,31212.0,91.0,,113.0,500.0,1760.0,750.0,4895.0,38526.0,26160.0,,,4.0,580.0,8.0,2595.0,17200.0,18820.0,5650.0,1311.0,53373.0,,382.0,19436.0,2890.0,7699.0,56685.0,421.0,7727.0,49634.0,512500.0,,816998.0,120.0,9660.0,2370.0,4296.0,1350.0,728.0,11608.0,0.0,2326.0,2240.0,218.0,20352.0,,,,1410.0,47708.0,10.0,17130.0,,515332.0,5570.0,,3056.0,18890.0,293.0,2069.0,398.0,2930.0,8.0,1126.0,6079.0,2.0,210.0,27202.0,21443.0,585.0,3600.0,,1920.0,12113.0,19.0,68965.0,1580.0,18.0,62952.0,2925.0,2780.0,7669.0,1085.0,720.0,,5690.0,,300.0
1979,563334.0,1000.0,24.0,15600.0,65.0,114.0,240.0,1480.0,5328.0,197050.0,,2413.0,2.0,12373.0,11511.0,48103.0,4000.0,2938.0,638.0,1600.0,,15.0,1118.0,3300.0,136.0,2143.0,9951.0,,6320.0,224.0,25952.0,2649.0,19224.0,11441.0,24479.0,600.0,1812.0,5258.0,1417.0,,8929.0,,10899.0,6.0,2743.0,16.0,3689.0,27068.0,8732.0,322.0,880.0,22149.0,12617.0,222.0,,1588.0,0.0,800.0,,21806.0,31.0,660.0,801.0,23360.0,5940.0,,1069.0,30.0,,2490.0,86.0,1.0,,,15634.0,5898.0,2285.0,9777.0,26874.0,,19023.0,15023.0,309.0,76236.0,31646.0,100.0,,117.0,516.0,1760.0,750.0,6000.0,44854.0,26400.0,,,2.0,590.0,8.0,2821.0,21700.0,21468.0,5360.0,1260.0,62780.0,,380.0,21488.0,2891.0,8086.0,58680.0,375.0,8234.0,57481.0,503500.0,,841663.0,120.0,9845.0,2286.0,4167.0,1955.0,581.0,13730.0,0.0,2444.0,2717.0,228.0,22186.0,,,,1515.0,46599.0,10.0,16280.0,,506243.0,5060.0,,3218.0,16726.0,260.0,2150.0,398.0,2930.0,8.0,1382.0,6109.0,2.0,189.0,27421.0,21250.0,585.0,3300.0,,1955.0,9827.0,19.0,74830.0,1633.0,18.0,66114.0,2925.0,3330.0,7975.0,1013.0,720.0,,5096.0,,300.0
1980,677634.0,1400.0,10.0,23000.0,45.0,117.0,248.0,2072.0,5288.0,213091.0,,1834.0,2.0,15075.0,11635.0,44523.0,4000.0,3288.0,611.0,200.0,,60.0,1569.0,3300.0,140.0,2119.0,8433.0,,6320.0,224.0,21808.0,3036.0,17859.0,13886.0,33368.0,600.0,2643.0,5828.0,1413.0,,9005.0,,9294.0,7.0,2579.0,16.0,3608.0,27208.0,9015.0,330.0,947.0,21429.0,12734.0,240.0,,1786.0,0.0,2000.0,,22284.0,30.0,600.0,745.0,23630.0,5443.0,,678.0,30.0,,2700.0,83.0,1.0,,,13703.0,3590.0,2254.0,9032.0,31284.0,,25836.0,21836.0,507.0,61638.0,33352.0,122.0,,120.0,520.0,1152.0,750.0,8000.0,49178.0,26640.0,,,3.0,600.0,9.0,3004.0,20500.0,17442.0,5070.0,1415.0,55290.0,,379.0,22824.0,3171.0,8308.0,48530.0,370.0,7043.0,69728.0,493000.0,,676026.0,126.0,10105.0,2463.0,4967.0,1705.0,572.0,14123.0,0.0,1742.0,2161.0,206.0,22652.0,,,,1792.0,45313.0,3.0,20490.0,,495579.0,5908.0,,3118.0,13280.0,289.0,2151.0,407.0,2516.0,8.0,1678.0,6193.0,2.0,202.0,28994.0,18766.0,585.0,2800.0,,3205.0,15170.0,19.0,74480.0,2330.0,19.0,79233.0,2925.0,3348.0,7281.0,1404.0,720.0,,6133.0,,300.0
1981,618240.0,2000.0,22.0,22600.0,48.0,117.0,256.0,2160.0,4888.0,248521.0,,2557.0,2.0,19163.0,11303.0,42871.0,4000.0,2196.0,509.0,960.0,,15.0,2065.0,3600.0,144.0,2263.0,7521.0,,6120.0,224.0,29534.0,2748.0,13189.0,13462.0,29009.0,600.0,2408.0,7243.0,1260.0,,9063.0,,9493.0,6.0,2507.0,16.0,3636.0,27825.0,9295.0,343.0,1539.0,19448.0,13681.0,360.0,,1885.0,0.0,2000.0,,20576.0,28.0,1455.0,739.0,24225.0,4647.0,,598.0,13.0,,2250.0,81.0,1.0,,,13306.0,3634.0,1800.0,8478.0,31087.0,,23793.0,19793.0,529.0,68306.0,34115.0,125.0,,121.0,520.0,1148.0,750.0,10000.0,55467.0,26400.0,,,2.0,610.0,9.0,2835.0,16700.0,16095.0,4780.0,1454.0,58756.0,,398.0,30884.0,3111.0,8522.0,60870.0,374.0,7204.0,65699.0,445500.0,,736991.0,126.0,10215.0,3219.0,5034.0,2000.0,1063.0,14625.0,0.0,1800.0,1997.0,210.0,22868.0,,,,1395.0,43599.0,40.0,24300.0,,448007.0,5675.0,,2986.0,13123.0,287.0,2154.0,413.0,4486.0,8.0,1932.0,5279.0,2.0,176.0,28256.0,18397.0,585.0,2100.0,,2465.0,16020.0,20.0,113692.0,2049.0,20.0,82219.0,2925.0,3348.0,7488.0,1411.0,720.0,,6377.0,,300.0
1982,732180.0,2400.0,39.0,23600.0,53.0,114.0,264.0,2160.0,4668.0,169757.0,,2592.0,2.0,15287.0,11363.0,42326.0,4000.0,2181.0,582.0,800.0,,15.0,1870.0,3900.0,144.0,2392.0,7243.0,,6120.0,198.0,30598.0,3070.0,17682.0,13607.0,42388.0,600.0,1893.0,9993.0,1231.0,,10186.0,,8867.0,6.0,2164.0,16.0,3745.0,27278.0,9660.0,354.0,1540.0,19088.0,13410.0,360.0,,1874.0,0.0,2000.0,,14744.0,29.0,4489.0,781.0,24841.0,5719.0,,923.0,20.0,,2340.0,75.0,1.0,,,12495.0,3792.0,1710.0,9017.0,27636.0,,39965.0,35965.0,511.0,66024.0,32533.0,110.0,,125.0,520.0,1412.0,750.0,10200.0,62465.0,26400.0,,,2.0,620.0,10.0,2179.0,20900.0,22002.0,4490.0,1532.0,60376.0,,420.0,34310.0,2678.0,8778.0,49205.0,370.0,7914.0,63455.0,447600.0,,768218.0,126.0,11068.0,3227.0,5969.0,1935.0,694.0,20052.0,0.0,1639.0,1726.0,145.0,22946.0,,,,1201.0,43098.0,34.0,26286.0,,449764.0,5370.0,,2945.0,18124.0,239.0,2155.0,413.0,4550.0,8.0,2302.0,5307.0,3.0,168.0,33489.0,17482.0,585.0,4700.0,,3180.0,16300.0,20.0,131463.0,1094.0,21.0,73933.0,2925.0,3150.0,8065.0,1929.0,720.0,,6211.0,,305.0
1983,803280.0,1000.0,38.0,17000.0,50.0,117.0,272.0,3048.0,4458.0,224264.0,,2657.0,2.0,17888.0,11171.0,41774.0,4000.0,2531.0,615.0,1526.0,,25.0,1885.0,4200.0,148.0,2657.0,6743.0,,6120.0,372.0,30017.0,3543.0,13292.0,11199.0,43348.0,600.0,2070.0,13475.0,1338.0,,10116.0,,7956.0,7.0,1759.0,16.0,3617.0,28044.0,9750.0,354.0,1731.0,18497.0,14969.0,420.0,,2011.0,0.0,1600.0,,14966.0,33.0,11300.0,779.0,25036.0,7194.0,,708.0,20.0,,2340.0,67.0,1.0,,,8405.0,3966.0,1290.0,9891.0,32238.0,,59697.0,55697.0,546.0,71436.0,36577.0,74.0,,90.0,520.0,604.0,750.0,10400.0,60810.0,26400.0,,,4.0,630.0,10.0,2413.0,21000.0,28659.0,4200.0,987.0,57156.0,,431.0,37290.0,2312.0,8971.0,46510.0,379.0,8119.0,50915.0,432750.0,,821201.0,126.0,6503.0,3672.0,6590.0,1905.0,801.0,22132.0,0.0,1699.0,1642.0,177.0,18972.0,,,,1593.0,41754.0,39.0,25910.0,,434509.0,5250.0,,3497.0,19192.0,263.0,2152.0,420.0,4560.0,9.0,2601.0,5363.0,3.0,168.0,34500.0,16575.0,585.0,4400.0,,2971.0,17000.0,20.0,130153.0,2133.0,21.0,67689.0,2925.0,3190.0,8859.0,1948.0,720.0,,5963.0,,308.0
1984,781650.0,1000.0,38.0,25200.0,54.0,120.0,288.0,3744.0,4058.0,224365.0,,2682.0,1.0,18816.0,12621.0,39769.0,5020.0,2908.0,587.0,800.0,,70.0,1994.0,4200.0,148.0,2542.0,6284.0,,6120.0,455.0,32298.0,3558.0,16025.0,10793.0,48354.0,600.0,1650.0,12804.0,1386.0,,11140.0,,7446.0,7.0,1530.0,16.0,3765.0,28397.0,7129.0,359.0,1650.0,17804.0,18250.0,420.0,,2078.0,0.0,1720.0,,15949.0,33.0,25367.0,818.0,25530.0,7240.0,,775.0,20.0,,2610.0,73.0,2.0,,,12965.0,4178.0,2284.0,7937.0,32393.0,,69931.0,64911.0,539.0,76939.0,41232.0,72.0,,132.0,537.0,668.0,750.0,10800.0,63001.0,26800.0,,,4.0,640.0,10.0,2093.0,19300.0,31017.0,3910.0,1196.0,57879.0,,450.0,42061.0,2116.0,9215.0,56975.0,383.0,8233.0,50600.0,407500.0,,780570.0,126.0,5389.0,5006.0,8969.0,2070.0,786.0,16603.0,0.0,1654.0,1785.0,188.0,23292.0,,,,3639.0,38379.0,40.0,22842.0,,409030.0,7260.0,,3388.0,22259.0,337.0,2157.0,420.0,4640.0,9.0,2704.0,5471.0,3.0,147.0,32815.0,15895.0,585.0,3300.0,,2603.0,16750.0,20.0,139910.0,2398.0,16.0,68887.0,2925.0,3290.0,9429.0,1173.0,720.0,,6270.0,,310.0
1985,805620.0,1100.0,32.0,25200.0,63.0,120.0,320.0,2312.0,4258.0,232305.0,,2805.0,1.0,31407.0,12304.0,41459.0,5040.0,3217.0,612.0,1640.0,,185.0,2113.0,4500.0,152.0,2510.0,5895.0,,5630.0,354.0,36148.0,2488.0,13110.0,15331.0,51055.0,600.0,3084.0,12254.0,1250.0,,10452.0,,3272.0,6.0,1207.0,16.0,4288.0,20887.0,7783.0,371.0,2260.0,16946.0,26215.0,444.0,,2277.0,0.0,1200.0,,16590.0,33.0,28919.0,858.0,26238.0,7272.0,,1086.0,20.0,,2370.0,58.0,1.0,,,9795.0,3098.0,2199.0,9724.0,33081.0,,96438.0,91398.0,422.0,73989.0,34454.0,112.0,,135.0,530.0,1575.0,750.0,11200.0,64222.0,27360.0,,,5.0,650.0,10.0,2731.0,19650.0,30921.0,3620.0,547.0,53440.0,,477.0,56019.0,2521.0,9733.0,56975.0,388.0,9951.0,49500.0,407500.0,,774137.0,126.0,5764.0,5881.0,9137.0,1975.0,956.0,16899.0,0.0,1663.0,1942.0,237.0,24072.0,,,,3546.0,44344.0,40.0,26388.0,,408707.0,8404.0,,3726.0,21710.0,382.0,2157.0,426.0,4720.0,9.0,2822.0,5615.0,3.0,126.0,36393.0,18572.0,585.0,3300.0,,3588.0,17970.0,20.0,168914.0,2360.0,22.0,75911.0,2925.0,3330.0,9583.0,1300.0,720.0,,6301.0,,300.0
1986,769530.0,400.0,33.0,26800.0,55.0,120.0,328.0,3864.0,5288.0,256589.0,,2875.0,1.0,55073.0,11922.0,43495.0,8060.0,4681.0,603.0,3972.0,,200.0,2486.0,4500.0,152.0,2262.0,5596.0,,5990.0,274.0,39448.0,3001.0,17705.0,11830.0,42671.0,600.0,2403.0,15865.0,1111.0,,10461.0,,3261.0,8.0,1079.0,16.0,3915.0,25502.0,8061.0,389.0,2087.0,16871.0,32324.0,468.0,,2307.0,0.0,1320.0,,16667.0,33.0,44815.0,1054.0,28023.0,7766.0,,1051.0,22.0,,2340.0,61.0,1.0,,,9736.0,3861.0,2035.0,10351.0,30279.0,,131180.0,123120.0,456.0,80111.0,31339.0,140.0,,159.0,592.0,1891.0,750.0,11200.0,72132.0,27840.0,,,5.0,690.0,10.0,2882.0,18800.0,29563.0,3430.0,732.0,47466.0,,487.0,79302.0,3004.0,9045.0,60160.0,393.0,11955.0,53822.0,407500.0,,825205.0,132.0,4448.0,7991.0,9311.0,2615.0,891.0,17055.0,0.0,1604.0,1093.0,262.0,24852.0,,,,2162.0,43550.0,40.0,24650.0,,408579.0,7475.0,,3756.0,22920.0,428.0,2198.0,439.0,4800.0,9.0,5215.0,5707.0,3.0,126.0,35068.0,18853.0,585.0,33000.0,,2434.0,18000.0,20.0,201900.0,2467.0,22.0,78440.0,2925.0,3420.0,9741.0,1317.0,720.0,,6746.0,,300.0
1987,769470.0,310.0,34.0,36920.0,55.0,120.0,336.0,3176.0,5508.0,249834.0,,3094.0,2.0,52555.0,12370.0,38291.0,8080.0,5237.0,486.0,3427.0,,200.0,2230.0,3960.0,156.0,1821.0,5219.0,,5699.0,561.0,47658.0,3904.0,22192.0,9799.0,48101.0,600.0,1683.0,13421.0,1083.0,,9720.0,,3098.0,8.0,833.0,16.0,3700.0,23534.0,9263.0,335.0,2055.0,16928.0,30100.0,486.0,,2377.0,0.0,1960.0,,14304.0,33.0,29385.0,1109.0,28338.0,6482.0,,1099.0,22.0,,2100.0,73.0,1.0,,,5691.0,3957.0,2304.0,9711.0,28969.0,,124440.0,116360.0,377.0,59246.0,31809.0,140.0,,57.0,579.0,1404.0,750.0,11400.0,77508.0,28000.0,,,6.0,690.0,10.0,3027.0,21500.0,32051.0,2064.0,750.0,54113.0,,495.0,89301.0,2705.0,9455.0,61770.0,407.0,10429.0,55905.0,384500.0,,762167.0,132.0,6316.0,7435.0,7809.0,2545.0,1463.0,16515.0,0.0,1671.0,777.0,314.0,24147.0,,,,2139.0,41303.0,352.0,28730.0,,385333.0,9375.0,,3676.0,21084.0,436.0,2240.0,418.0,4880.0,9.0,5207.0,5821.0,3.0,126.0,38989.0,14897.0,585.0,39000.0,,3873.0,18100.0,20.0,221465.0,2686.0,22.0,74647.0,2925.0,3500.0,9896.0,1314.0,720.0,,7252.0,,300.0
1988,725400.0,310.0,39.0,36000.0,55.0,120.0,320.0,3360.0,5508.0,234865.0,,2945.0,2.0,32401.0,12656.0,37128.0,5100.0,7594.0,460.0,3838.0,,200.0,2130.0,3960.0,156.0,1939.0,4816.0,,5420.0,330.0,52322.0,4066.0,21338.0,14360.0,52147.0,600.0,2525.0,12721.0,939.0,,8706.0,,3163.0,8.0,905.0,16.0,3714.0,29061.0,9342.0,349.0,2517.0,16966.0,27009.0,504.0,,2648.0,0.0,1200.0,,11211.0,33.0,24515.0,1167.0,26737.0,5080.0,,1017.0,22.0,,2100.0,64.0,2.0,,,7664.0,3745.0,1777.0,9351.0,25060.0,,101919.0,96819.0,350.0,81047.0,33865.0,184.0,,60.0,637.0,1493.0,775.0,11400.0,88544.0,28000.0,,,6.0,800.0,10.0,3559.0,23000.0,36539.0,2491.0,685.0,48378.0,,485.0,104673.0,2295.0,9584.0,65305.0,416.0,9618.0,49047.0,387200.0,,714547.0,135.0,4926.0,5145.0,5516.0,2700.0,1072.0,16985.0,0.0,1614.0,700.0,302.0,19714.0,,,,1962.0,40005.0,205.0,30776.0,,388105.0,9125.0,,3752.0,21154.0,418.0,2282.0,433.0,4920.0,9.0,5213.0,5917.0,3.0,113.0,28998.0,14628.0,621.0,46000.0,,3805.0,17700.0,20.0,228120.0,2792.0,23.0,57562.0,3150.0,3670.0,9263.0,1322.0,720.0,,6661.0,,300.0
