,USSR,Cambodia,France,Australia & New Zealand,Australia,Pakistan,Slovakia,Thailand,Ethiopia,Kenya,Nigeria,Yemen,Romania,Lao People's Democratic Republic,Zambia,Botswana,Peru,Togo,Tunisia,Equatorial Guinea,Albania,Brazil,Chad,Mozambique,Niger,Democratic People's Republic of Korea,El Salvador,Canada,Colombia,Spain,Central African Republic,Tajikistan,India,Jamaica,Ecuador,Swaziland,Indonesia,Poland,Argentina,Turkey,Antigua and Barbuda,Belgium-Luxembourg,Angola,Ethiopia PDR,Egypt,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Czechoslovakia,Haiti,Republic of Korea,Democratic Republic of the Congo,New Zealand,Sudan,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Gambia,Ghana,"China, mainland",Cyprus,Guinea-Bissau,Rwanda,Lithuania,Cameroon,Netherlands,Guatemala,Saint Kitts and Nevis,Cuba,Austria,United States of America,Bhutan,Turkmenistan,Philippines,Iraq,Madagascar,United Republic of Tanzania,Burundi,Belgium,Nepal,Czechia,Costa Rica,Bangladesh,Italy,Senegal,Germany,Uganda,Comoros,Benin,Sweden,Montserrat,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Chile,Honduras,Uruguay,Denmark,Zimbabwe,Kyrgyzstan,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Afghanistan,Somalia,Namibia,Grenada,United Kingdom,Azerbaijan,Mauritius,Nicaragua,Viet Nam,Estonia,Russian Federation,Portugal,Bolivia (Plurinational State of),Paraguay,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Latvia,Guinea,South Africa,Guadeloupe,Sri Lanka,Côte d'Ivoire,Croatia,Bulgaria,Myanmar,Ukraine
2002,,59663.0,11645.0,17013.0,17196.0,6218.0,16766.0,11057.0,1393.0,4884.0,2469.0,3512.0,45714.0,11874.0,3894.0,9460.0,5848.0,4375.0,3821.0,2103.0,2381.0,10145.0,2536.0,1632.0,2500.0,6613.0,7621.0,12007.0,8307.0,12192.0,3314.0,6129.0,4039.0,9350.0,12630.0,1776.0,5399.0,19632.0,3859.0,13704.0,431.0,,6926.0,,9791.0,0.0,26481.0,11373.0,,4289.0,17813.0,1724.0,5000.0,,4046.0,20000.0,4167.0,12264.0,9326.0,,7219.0,5384.0,1233.0,3125.0,13012.0,,4747.0,,6667.0,4266.0,62944.0,6392.0,1667.0,9627.0,8750.0,7456.0,38637.0,4510.0,5370.0,5963.0,7810.0,2203.0,3559.0,12139.0,14414.0,27383.0,9531.0,17931.0,15052.0,4015.0,,1233.0,,4209.0,,2104.0,7224.0,13011.0,3882.0,4265.0,4300.0,6572.0,10728.0,5810.0,,,1854.0,8727.0,2137.0,1322.0,9046.0,16055.0,58575.0,5714.0,3838.0,3700.0,1176.0,1471.0,857.0,14832.0,4474.0,7695.0,7669.0,21676.0,9346.0,7980.0,,2257.0,2416.0,,3577.0,6667.0,3902.0,5313.0,,0.0,5701.0,,3770.0,3078.0,4511.0
2003,,60933.0,10031.0,16919.0,17243.0,5718.0,23126.0,11650.0,1223.0,4440.0,2656.0,3496.0,24367.0,13726.0,3870.0,10047.0,6733.0,3838.0,3425.0,2035.0,3000.0,10796.0,1922.0,1681.0,2570.0,6631.0,7497.0,12014.0,8924.0,10338.0,2814.0,6049.0,5059.0,9854.0,13233.0,1714.0,5397.0,3627.0,4563.0,14427.0,429.0,,6910.0,,8885.0,0.0,26907.0,9736.0,,4284.0,13643.0,1675.0,5076.0,,5037.0,20000.0,4074.0,13781.0,10457.0,,8066.0,6750.0,1346.0,3646.0,10486.0,,5091.0,,11124.0,4254.0,62118.0,6919.0,1667.0,9528.0,51780.0,8182.0,38653.0,4896.0,5935.0,5947.0,7284.0,2159.0,3000.0,12087.0,14251.0,21793.0,9612.0,18991.0,20050.0,4766.0,,909.0,,3947.0,,2130.0,6922.0,10485.0,3673.0,4300.0,4326.0,6209.0,10837.0,5545.0,,,4392.0,8639.0,2331.0,1149.0,9041.0,14042.0,58228.0,5714.0,5736.0,3630.0,1176.0,1338.0,857.0,14792.0,5727.0,7621.0,7778.0,25749.0,4587.0,9452.0,,2426.0,3058.0,,6662.0,4444.0,4040.0,7632.0,,0.0,6376.0,6322.0,5201.0,3075.0,4161.0
2004,,68272.0,12056.0,17249.0,17622.0,7600.0,23801.0,11741.0,1222.0,4135.0,2720.0,3850.0,15708.0,13155.0,3795.0,11423.0,7050.0,3538.0,4346.0,1967.0,2972.0,11244.0,2722.0,1643.0,3300.0,6579.0,7679.0,12030.0,9222.0,13147.0,2727.0,5858.0,4788.0,9979.0,12949.0,5714.0,5273.0,4223.0,4454.0,14625.0,429.0,,6783.0,,9760.0,0.0,27650.0,10450.0,,4396.0,15052.0,1863.0,5125.0,,4249.0,20000.0,3182.0,14134.0,12226.0,,8040.0,6373.0,1224.0,2613.0,12323.0,,4106.0,,10000.0,4634.0,62753.0,7781.0,1667.0,9942.0,51820.0,9576.0,38745.0,6286.0,6027.0,6000.0,7130.0,2792.0,2667.0,10886.0,14310.0,33180.0,9723.0,18061.0,19391.0,3099.0,,1389.0,,3896.0,,2175.0,8023.0,12322.0,3452.0,4560.0,5130.0,6083.0,10867.0,5545.0,,,3048.0,8647.0,2307.0,1413.0,10922.0,17361.0,57877.0,5714.0,7338.0,3624.0,1120.0,8218.0,857.0,14756.0,6691.0,7547.0,7790.0,24800.0,8308.0,8607.0,,3200.0,3406.0,,4061.0,6154.0,4229.0,7992.0,,0.0,3061.0,6400.0,4461.0,2789.0,5029.0
2005,,61264.0,12475.0,19816.0,20103.0,7136.0,9756.0,10737.0,1187.0,4569.0,2897.0,3970.0,21768.0,14179.0,3613.0,13066.0,7423.0,1769.0,4476.0,1899.0,3046.0,10199.0,2355.0,1630.0,3846.0,6488.0,5890.0,12017.0,8777.0,13266.0,2620.0,5242.0,5321.0,10043.0,12103.0,3120.0,4956.0,3343.0,4314.0,15792.0,429.0,,6697.0,,7483.0,0.0,28469.0,11265.0,,4446.0,17138.0,1851.0,5039.0,,3407.0,14133.0,2800.0,14001.0,10936.0,,7209.0,7771.0,1404.0,3484.0,12643.0,,4316.0,,7907.0,4483.0,59579.0,7923.0,1667.0,10046.0,49825.0,9308.0,38755.0,5500.0,5538.0,3759.0,8644.0,2783.0,2778.0,9724.0,14480.0,29942.0,7889.0,20230.0,14194.0,3202.0,,1818.0,,3935.0,,2239.0,8885.0,12642.0,4027.0,4486.0,5455.0,5552.0,10882.0,5545.0,,,2593.0,8644.0,1584.0,2785.0,8375.0,14696.0,57519.0,5714.0,6991.0,3630.0,1120.0,6666.0,857.0,14721.0,6766.0,7473.0,7829.0,23748.0,12270.0,9366.0,,2317.0,3111.0,,5553.0,5714.0,3902.0,8011.0,,0.0,4870.0,6478.0,5006.0,2621.0,5352.0
2006,,62496.0,12487.0,17563.0,17794.0,6777.0,10299.0,10721.0,1873.0,3271.0,3081.0,4192.0,17023.0,13513.0,3850.0,11632.0,7759.0,1867.0,3267.0,1831.0,2870.0,11153.0,2489.0,1600.0,3738.0,6533.0,6845.0,12013.0,7892.0,7647.0,2479.0,5435.0,5819.0,10107.0,11447.0,5333.0,5141.0,2322.0,4810.0,16559.0,429.0,,6565.0,,9421.0,0.0,29288.0,9276.0,,4437.0,18824.0,1872.0,5069.0,,2720.0,12576.0,2353.0,11130.0,12204.0,,7721.0,7384.0,1379.0,3333.0,12513.0,,3874.0,,1154.0,4433.0,59012.0,6937.0,1667.0,10360.0,54214.0,8730.0,38889.0,3833.0,5314.0,3933.0,6536.0,3386.0,2500.0,10645.0,14226.0,30165.0,7819.0,20884.0,12308.0,4524.0,,2803.0,,3842.0,,2324.0,8213.0,12513.0,4971.0,,5314.0,5317.0,10602.0,5545.0,,,2754.0,8483.0,2568.0,1552.0,8486.0,15926.0,57156.0,5714.0,4435.0,3305.0,1120.0,15510.0,857.0,15000.0,4976.0,7400.0,7732.0,27879.0,4831.0,10810.0,,2306.0,2424.0,,4793.0,16667.0,3837.0,8150.0,,,3893.0,6556.0,3458.0,2818.0,5122.0
2007,,59153.0,12500.0,20331.0,20989.0,6196.0,10000.0,10490.0,1850.0,2777.0,3822.0,4286.0,18904.0,12333.0,6026.0,9980.0,6949.0,2333.0,3303.0,1764.0,2632.0,12167.0,2300.0,1601.0,3333.0,6938.0,6803.0,12025.0,8611.0,6405.0,1229.0,5509.0,6183.0,10170.0,12960.0,2000.0,4128.0,2654.0,4368.0,16376.0,429.0,,6430.0,,9242.0,0.0,30108.0,7852.0,,4595.0,13698.0,1899.0,5098.0,,2665.0,12209.0,2192.0,10976.0,12754.0,,7791.0,5526.0,1214.0,4400.0,13515.0,,5000.0,,10000.0,5207.0,42222.0,6179.0,1667.0,10572.0,60095.0,9852.0,39127.0,4870.0,5101.0,6061.0,6888.0,2260.0,2364.0,9911.0,14292.0,26534.0,6945.0,18761.0,14595.0,3939.0,,1280.0,,3241.0,,2800.0,7927.0,13514.0,3886.0,,4891.0,5097.0,10490.0,5545.0,,,2336.0,8631.0,2961.0,1357.0,8548.0,16818.0,56786.0,5714.0,5930.0,3305.0,1120.0,4620.0,857.0,14692.0,4683.0,7326.0,7858.0,34538.0,6968.0,11521.0,,2230.0,3150.0,,6774.0,27500.0,3774.0,9369.0,,0.0,2053.0,6634.0,4176.0,2835.0,3556.0
2008,,65042.0,14452.0,19737.0,21180.0,6820.0,,10670.0,1641.0,3098.0,4235.0,4294.0,19363.0,13646.0,4817.0,11491.0,5130.0,2200.0,2703.0,1698.0,2568.0,12341.0,2300.0,1618.0,3333.0,6882.0,6450.0,11957.0,7257.0,3537.0,1544.0,4913.0,5517.0,10426.0,12524.0,1944.0,3906.0,3082.0,5521.0,13599.0,429.0,,6404.0,,8194.0,0.0,30927.0,9600.0,,4637.0,6385.0,1911.0,5127.0,,3421.0,12268.0,1923.0,12562.0,12644.0,,7394.0,6492.0,1080.0,3200.0,13599.0,,4744.0,,3333.0,4184.0,52539.0,8446.0,1667.0,10953.0,63156.0,9109.0,39293.0,5791.0,5205.0,5263.0,7043.0,2686.0,2652.0,10215.0,14584.0,33272.0,6170.0,19732.0,12727.0,4521.0,,1855.0,,3575.0,,2589.0,8733.0,13598.0,4969.0,,4170.0,4884.0,10498.0,4643.0,0.0,,2761.0,9617.0,2931.0,958.0,9426.0,17215.0,56409.0,5714.0,7791.0,3300.0,1120.0,,875.0,14699.0,3793.0,7252.0,7935.0,45581.0,7976.0,12235.0,,2502.0,3176.0,,6640.0,4000.0,3722.0,9762.0,,0.0,3898.0,6712.0,5118.0,2656.0,5128.0
2009,,76143.0,13147.0,19517.0,20061.0,6798.0,14628.0,10620.0,1468.0,3461.0,3495.0,4302.0,15173.0,14270.0,4478.0,11250.0,5944.0,2257.0,2145.0,1632.0,2973.0,12338.0,4125.0,1625.0,3574.0,6295.0,6193.0,11875.0,8377.0,4505.0,2204.0,5387.0,5548.0,10890.0,12051.0,2056.0,3503.0,2468.0,4716.0,15201.0,429.0,,6456.0,,8142.0,0.0,31746.0,9348.0,,4908.0,4223.0,2083.0,5156.0,,3820.0,12326.0,1940.0,13701.0,12601.0,,7459.0,7059.0,1206.0,3200.0,13260.0,,3590.0,,9118.0,3540.0,68967.0,6921.0,1540.0,11303.0,62109.0,8709.0,39443.0,3626.0,5113.0,6255.0,6899.0,2104.0,2627.0,11821.0,15010.0,30131.0,8006.0,21735.0,20759.0,3693.0,,1850.0,,3728.0,,2312.0,8502.0,13260.0,4504.0,,4828.0,4674.0,10458.0,4667.0,0.0,,2508.0,9585.0,2266.0,862.0,8918.0,18066.0,56025.0,5714.0,7238.0,4287.0,1120.0,,833.0,14707.0,5086.0,7178.0,8005.0,38661.0,7774.0,12877.0,,2380.0,1980.0,,5593.0,20000.0,3653.0,10477.0,,0.0,3786.0,6790.0,6897.0,3160.0,5789.0
2010,,49337.0,12224.0,18182.0,18569.0,6950.0,14308.0,10491.0,1063.0,5170.0,5538.0,4258.0,11420.0,13834.0,4020.0,9302.0,8268.0,2653.0,2882.0,1568.0,3108.0,12076.0,1000.0,1681.0,3343.0,6272.0,6068.0,11875.0,8621.0,6087.0,2048.0,5849.0,6326.0,11310.0,11850.0,2000.0,3282.0,4129.0,5656.0,16557.0,429.0,,6141.0,,8940.0,0.0,32565.0,7352.0,,5101.0,6128.0,2048.0,5185.0,,3262.0,12120.0,2052.0,9592.0,14572.0,,7910.0,6899.0,1244.0,2857.0,12644.0,,3750.0,,6923.0,4276.0,57041.0,7140.0,1555.0,11741.0,61121.0,9104.0,39578.0,4091.0,5170.0,7583.0,7420.0,2568.0,2440.0,58222.0,15883.0,25385.0,7784.0,21645.0,40643.0,3625.0,,3221.0,,3501.0,,2000.0,8590.0,12643.0,4105.0,,4972.0,4487.0,10417.0,4903.0,0.0,,4562.0,9210.0,1680.0,1085.0,9005.0,18205.0,55631.0,5714.0,7735.0,3300.0,1120.0,,585.0,14704.0,4176.0,7101.0,8150.0,41004.0,7840.0,14470.0,,2397.0,3619.0,,7056.0,38182.0,3351.0,10494.0,,0.0,4397.0,6869.0,7430.0,4027.0,4583.0
2011,,89213.0,8257.0,15625.0,15735.0,8156.0,14164.0,10249.0,1073.0,5663.0,4003.0,4943.0,10764.0,15224.0,3447.0,6818.0,9626.0,3108.0,2842.0,1278.0,3108.0,12181.0,1414.0,2046.0,3330.0,6308.0,5927.0,11875.0,8513.0,9304.0,1587.0,5066.0,6167.0,11705.0,11644.0,2000.0,4446.0,3359.0,5478.0,17612.0,429.0,,5157.0,,8374.0,0.0,33107.0,9333.0,,5128.0,6194.0,2012.0,5214.0,,2530.0,11911.0,1998.0,13422.0,13989.0,,6267.0,7194.0,1276.0,3400.0,13369.0,,3659.0,,7895.0,4333.0,45988.0,7095.0,3684.0,12043.0,61209.0,8913.0,39695.0,3545.0,5157.0,8865.0,7613.0,3112.0,3347.0,39478.0,13527.0,18629.0,7666.0,21139.0,8113.0,4129.0,,2974.0,,4470.0,,2133.0,8666.0,13368.0,3797.0,,4571.0,4017.0,10378.0,4848.0,0.0,,3692.0,8971.0,2347.0,1170.0,10856.0,19699.0,55229.0,5714.0,7525.0,3300.0,1120.0,,593.0,14683.0,5137.0,7017.0,7803.0,38878.0,7906.0,14733.0,,2328.0,4066.0,,5167.0,21277.0,3233.0,11471.0,,0.0,3477.0,6947.0,6281.0,5757.0,5439.0
2012,,86203.0,12625.0,20372.0,20530.0,7694.0,14021.0,10122.0,1228.0,4658.0,3480.0,3942.0,10734.0,16588.0,2742.0,6667.0,7917.0,2704.0,2357.0,1463.0,3108.0,11228.0,2203.0,3254.0,3800.0,6949.0,5665.0,11999.0,8337.0,7578.0,1972.0,6785.0,6095.0,12167.0,11433.0,2060.0,4615.0,3337.0,4471.0,17570.0,536.0,,5281.0,,7933.0,0.0,34205.0,8612.0,,5154.0,6210.0,1974.0,5243.0,6440.0,2758.0,11628.0,1940.0,12336.0,15232.0,,4174.0,9067.0,1248.0,3333.0,14827.0,,2872.0,,6250.0,4307.0,70066.0,7006.0,3836.0,12929.0,65229.0,9994.0,40000.0,3771.0,5197.0,8500.0,7632.0,2867.0,2980.0,60866.0,13556.0,18451.0,7574.0,18848.0,44125.0,4155.0,,2488.0,,2506.0,,2222.0,8747.0,14827.0,3878.0,,,4067.0,10133.0,5000.0,0.0,,4206.0,9054.0,2577.0,1050.0,14115.0,17626.0,54818.0,5714.0,9025.0,3630.0,1153.0,,645.0,14786.0,6435.0,6899.0,8054.0,46964.0,,14600.0,,2254.0,1901.0,,6514.0,32500.0,3296.0,11053.0,,0.0,4978.0,7025.0,4963.0,6684.0,6984.0
2013,,87316.0,13727.0,22662.0,22905.0,3912.0,13878.0,12696.0,1143.0,5854.0,1836.0,3994.0,10879.0,15728.0,2594.0,6383.0,8706.0,2686.0,2357.0,1316.0,3108.0,12320.0,1714.0,4702.0,3300.0,6923.0,5670.0,12292.0,8384.0,7629.0,2052.0,6704.0,6437.0,12167.0,11301.0,2080.0,4714.0,3161.0,5595.0,19458.0,531.0,,5276.0,,7989.0,0.0,34525.0,10869.0,,5212.0,6913.0,1922.0,5273.0,6506.0,2657.0,11334.0,2019.0,13039.0,15031.0,,6164.0,9493.0,1227.0,3375.0,14723.0,,2872.0,,6896.0,3715.0,67962.0,7024.0,3798.0,13543.0,34912.0,9308.0,39744.0,3600.0,4955.0,8621.0,7894.0,3358.0,3268.0,67300.0,13553.0,45000.0,9947.0,20104.0,114262.0,3720.0,,3174.0,,3083.0,,2000.0,8507.0,14722.0,4448.0,,,4105.0,10048.0,5063.0,0.0,,4367.0,9302.0,2298.0,1050.0,12709.0,18062.0,51000.0,5714.0,8419.0,3834.0,1153.0,,667.0,14000.0,6376.0,6569.0,8167.0,59029.0,,14451.0,,2302.0,3630.0,,6032.0,25000.0,3374.0,7480.0,,0.0,2967.0,7103.0,6449.0,6284.0,6050.0
2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
