,Kenya,Peru,"China, Taiwan Province of",Niue,Saudi Arabia,Malaysia,Cuba,Malta,Philippines,Syrian Arab Republic,Martinique,United Republic of Tanzania,Nepal,Ethiopia,Pakistan,Republic of Korea,Greece,Afghanistan,Zimbabwe,Malawi,Trinidad and Tobago,Uzbekistan,Cyprus,Thailand,Japan,New Zealand,Yemen,Guyana,Portugal,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Guatemala,French Polynesia,Mauritius,United Arab Emirates,Nigeria,Kyrgyzstan,French Guiana,Suriname,Algeria,Georgia,India,Zambia,Morocco,Bhutan,Qatar,Gabon,Grenada,Ecuador,Honduras,Egypt,Israel,Mexico,China,Tunisia,Côte d'Ivoire,Colombia,Nicaragua,Albania,Spain,Micronesia (Federated States of),Occupied Palestinian Territory,Azerbaijan,Polynesia,Kazakhstan,South Africa,Sierra Leone,Samoa,Australia,France,Jordan,Micronesia,Ghana,Guinea,"China, mainland",Angola,Swaziland,Italy,Turkey
2003,19335.0,2500.0,3725.0,-1.0,11025.0,1278.0,450.0,90.0,19947.0,5600.0,24.0,8748.0,127.0,384.0,-1,235.0,120.0,1009.0,88.0,584.0,490.0,100.0,35.0,1600.0,10530.0,795.0,30.0,320.0,-1,901.0,1000.0,5148.0,5153.0,30.0,110.0,369.0,725452.0,5.0,0.0,405.0,382.0,-1,9600.0,-1,1106.0,3529.0,180.0,226.0,135.0,3600.0,120.0,163.0,1096.0,15800.0,73725.0,7200.0,2850.0,42278.0,350.0,-1.0,650.0,-1,6.0,300.0,166.0,12.0,312.0,15000.0,136.0,106.0,-1,4.0,-1,-1,41933.0,70000.0,15409.0,40.0,1533.0,203.0
2004,20000.0,2600.0,3705.0,-1.0,11206.0,1512.0,500.0,90.0,20013.0,6000.0,24.0,9154.0,131.0,397.0,-1,233.0,111.0,770.0,88.0,571.0,500.0,100.0,42.0,2700.0,9930.0,805.0,31.0,300.0,-1,905.0,1377.0,5226.0,5125.0,25.0,115.0,370.0,725190.0,5.0,0.0,430.0,391.0,-1,9600.0,-1,1113.0,3500.0,143.0,228.0,135.0,5393.0,120.0,168.0,964.0,16600.0,75705.0,7100.0,2811.0,40677.0,300.0,-1.0,2500.0,-1,87.0,200.0,162.0,12.0,309.0,15500.0,137.0,100.0,-1,3.0,-1,-1,41961.0,72000.0,15668.0,40.0,1463.0,200.0
2005,18180.0,2700.0,3807.0,-1.0,12139.0,2000.0,500.0,86.0,20209.0,6000.0,24.0,9481.0,131.0,411.0,-1,230.0,109.0,706.0,88.0,557.0,520.0,100.0,40.0,1700.0,9520.0,809.0,31.0,312.0,-1,929.0,1175.0,5500.0,5301.0,30.0,122.0,507.0,731000.0,5.0,0.0,455.0,459.0,-1,10000.0,-1,1900.0,3640.0,89.0,229.0,135.0,6754.0,125.0,190.0,868.0,17400.0,78807.0,8200.0,2869.0,42423.0,300.0,-1.0,3726.0,-1,142.0,200.0,168.0,40.0,307.0,16000.0,138.0,120.0,-1,3.0,-1,-1,41500.0,75000.0,16118.0,40.0,1462.0,210.0
2006,13901.0,2800.0,4050.0,-1.0,13498.0,2800.0,500.0,79.0,20253.0,6200.0,24.0,9914.0,132.0,431.0,-1,170.0,109.0,500.0,100.0,537.0,528.0,100.0,41.0,2500.0,8990.0,816.0,31.0,280.0,-1,951.0,1012.0,5544.0,7200.0,25.0,128.0,622.0,727142.0,5.0,0.0,410.0,400.0,-1,31000.0,-1,1800.0,3444.0,87.0,230.0,135.0,6750.0,125.0,220.0,619.0,12500.0,84050.0,8221.0,2934.0,42000.0,290.0,-1.0,4663.0,-1,188.0,250.0,164.0,45.0,305.0,16200.0,139.0,135.0,-1,0.0,-1,-1,42163.0,80000.0,15823.0,42.0,1567.0,203.0
2007,10925.0,2750.0,4239.0,-1.0,14315.0,3500.0,500.0,74.0,20545.0,6600.0,24.0,10367.0,129.0,456.0,-1,206.0,105.0,200.0,102.0,535.0,539.0,102.0,42.0,2384.0,6205.0,829.0,31.0,294.0,-1,975.0,2226.0,5871.0,12000.0,25.0,134.0,508.0,732000.0,5.0,0.0,435.0,370.0,-1,31000.0,-1,2500.0,3600.0,89.0,230.0,150.0,6800.0,130.0,250.0,650.0,21400.0,178239.0,8500.0,2940.0,43000.0,290.0,-1.0,3794.0,-1,165.0,350.0,165.0,50.0,302.0,16400.0,140.0,146.0,-1,4.0,-1,-1,41700.0,174000.0,11746.0,41.0,1535.0,180.0
2008,8437.0,2800.0,4206.0,-1.0,14884.0,1000.0,500.0,65.0,20956.0,6600.0,25.0,10858.0,565.0,475.0,-1,203.0,100.0,200.0,106.0,535.0,553.0,100.0,35.0,2594.0,6000.0,850.0,30.0,292.0,-1,990.0,2104.0,5754.0,16000.0,22.0,140.0,483.0,721118.0,5.0,0.0,219.0,361.0,-1,36200.0,-1,1900.0,2300.0,90.0,230.0,150.0,6900.0,196.0,308.0,726.0,25799.0,150206.0,8600.0,2920.0,40586.0,250.0,20.0,2242.0,-1,207.0,800.0,163.0,39.0,300.0,16500.0,141.0,140.0,-1,7.0,-1,-1,42607.0,146000.0,8967.0,41.0,1500.0,170.0
2009,23896.0,3000.0,4379.0,-1.0,15216.0,1000.0,477.0,60.0,20912.0,6791.0,25.0,11372.0,685.0,489.0,-1,199.0,140.0,200.0,120.0,500.0,561.0,100.0,41.0,2527.0,5900.0,880.0,32.0,289.0,-1,1019.0,2104.0,5568.0,16000.0,20.0,146.0,200.0,780000.0,8.0,0.0,231.0,389.0,-1,50700.0,-1,2000.0,2500.0,87.0,230.0,151.0,7700.0,260.0,322.0,749.0,29097.0,184379.0,9800.0,2989.0,38454.0,250.0,20.0,3623.0,-1,206.0,800.0,161.0,40.0,298.0,17000.0,141.0,139.0,-1,7.0,-1,-1,43011.0,180000.0,19490.0,42.0,1533.0,180.0
2010,31247.0,3038.0,4390.0,-1.0,13015.0,1000.0,468.0,65.0,20987.0,6751.0,25.0,12000.0,685.0,499.0,-1,195.0,176.0,200.0,180.0,492.0,567.0,100.0,36.0,2583.0,5094.0,874.0,33.0,289.0,-1,1012.0,1902.0,5563.0,16200.0,21.0,153.0,160.0,790000.0,5.0,0.0,210.0,421.0,-1,63000.0,-1,1500.0,2634.0,111.0,232.0,154.0,6463.0,230.0,335.0,750.0,31600.0,190390.0,10270.0,3000.0,35557.0,240.0,20.0,2624.0,-1,260.0,500.0,163.0,40.0,296.0,17353.0,142.0,138.0,-1,7.0,-1,-1,43382.0,186000.0,21027.0,40.0,1533.0,157.0
2011,31279.0,3226.0,4468.0,-1.0,12172.0,1000.0,461.0,62.0,21141.0,7246.0,25.0,12472.0,789.0,504.0,-1,191.0,175.0,200.0,180.0,500.0,573.0,153.0,40.0,2655.0,4670.0,882.0,34.0,292.0,-1,1012.0,1700.0,5559.0,16200.0,24.0,160.0,200.0,795000.0,5.0,0.0,125.0,450.0,-1,47000.0,-1,1754.0,2736.0,101.0,235.0,156.0,6345.0,200.0,346.0,837.0,28800.0,174468.0,11330.0,3099.0,28851.0,240.0,20.0,2718.0,-1,269.0,800.0,167.0,40.0,294.0,17646.0,143.0,130.0,-1,7.0,-1,-1,44600.0,170000.0,21196.0,43.0,1667.0,153.0
2012,31311.0,3328.0,4371.0,-1.0,12029.0,0.0,460.0,55.0,80843.0,7560.0,25.0,13000.0,679.0,515.0,-1,170.0,200.0,200.0,80.0,500.0,580.0,194.0,42.0,2700.0,3906.0,870.0,35.0,310.0,-1,1005.0,1578.0,5556.0,13000.0,28.0,170.0,206.0,800000.0,5.0,0.0,95.0,450.0,-1,77000.0,-1,1650.0,2400.0,95.0,240.0,164.0,6815.0,300.0,421.0,937.0,29000.0,177371.0,11050.0,3150.0,43545.0,240.0,11.0,1368.0,-1,205.0,800.0,173.0,80.0,270.0,18000.0,145.0,135.0,-1,7.0,-1,-1,45000.0,173000.0,27644.0,42.0,1851.0,153.0
2013,31344.0,3414.0,3936.0,-1.0,11029.0,357.0,460.0,43.0,20262.0,7669.0,25.0,13000.0,832.0,500.0,-1,182.0,228.0,300.0,80.0,473.0,590.0,187.0,41.0,2700.0,3284.0,903.0,35.0,322.0,-1,1047.0,1578.0,5553.0,13500.0,30.0,180.0,284.0,795000.0,5.0,0.0,145.0,450.0,-1,68000.0,-1,1919.0,2300.0,90.0,241.0,161.0,7058.0,330.0,389.0,1554.0,32504.0,185536.0,12066.0,3200.0,46257.0,234.0,13.0,1377.0,-1,228.0,800.0,174.0,50.0,293.0,18138.0,144.0,144.0,-1,6.0,-1,-1,44059.0,181600.0,37570.0,45.0,1851.0,47.0
2014,31376.0,3501.0,3945.0,-1.0,10556.0,1035.0,450.0,37.0,20065.0,7747.0,25.0,13204.0,934.0,485.0,-1,197.0,256.0,300.0,111.0,456.0,636.0,200.0,42.0,2894.0,2619.0,938.0,35.0,290.0,-1,1094.0,1457.0,5550.0,13200.0,30.0,190.0,221.0,791524.0,5.0,0.0,353.0,445.0,-1,57000.0,-1,2008.0,2361.0,82.0,233.0,162.0,7327.0,245.0,407.0,2171.0,36094.0,182595.0,13500.0,3300.0,46672.0,190.0,12.0,2583.0,-1,244.0,800.0,176.0,50.0,299.0,18446.0,146.0,156.0,-1,6.0,-1,-1,43538.0,178650.0,27514.0,45.0,1851.0,46.0
