,France,Bahrain,Fiji,Australia,Panama,Pakistan,Belize,Uruguay,South Africa,United Arab Emirates,Lao People's Democratic Republic,Solomon Islands,Lebanon,Yemen,United States of America,Albania,Brazil,Paraguay,Niger,Democratic People's Republic of Korea,Australia & New Zealand,El Salvador,Montenegro,Argentina,Colombia,Spain,India,Malta,Jamaica,Ecuador,Indonesia,Republic of Moldova,Canada,Jordan,Belgium-Luxembourg,South Sudan,Egypt,Melanesia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Republic of Korea,Tunisia,Micronesia,Hungary,Martinique,Dominican Republic,Iran (Islamic Republic of),Kazakhstan,Ghana,"China, mainland",French Polynesia,Cyprus,Peru,New Zealand,Portugal,Netherlands,Guatemala,Cuba,Slovakia,Puerto Rico,American Samoa,Romania,Philippines,Iraq,Czechia,Libya,Costa Rica,Bangladesh,Italy,Qatar,China,Sudan (former),Morocco,Antigua and Barbuda,Chile,Honduras,Denmark,Zimbabwe,Syrian Arab Republic,"China, Taiwan Province of",Israel,Réunion,Japan,Afghanistan,Switzerland,Namibia,Saudi Arabia,Grenada,Wallis and Futuna Islands,Azerbaijan,Oman,Barbados,Turkey,Cameroon,Austria,Sudan,Venezuela (Bolivarian Republic of),Djibouti,Mexico,Guinea,Ukraine,Kuwait,Guadeloupe,Guam,Polynesia,Occupied Palestinian Territory
1988,264000.0,67.0,200.0,41626.0,12549.0,252420.0,-1.0,2200.0,26320.0,2769.0,2500.0,540.0,14300.0,49625.0,1005000.0,-1.0,34880.0,26865.0,-1.0,96000.0,42626.0,16000.0,,80500.0,7325.0,903100.0,600000.0,2600.0,-1.0,28882.0,-1.0,,1890.0,20184.0,,,511217.0,740.0,,159000.0,35984.0,3100.0,163286.0,50000.0,270.0,12009.0,1300.0,18000.0,895322.0,,-1.0,4200000.0,284.0,7500.0,8551.0,1000.0,20000.0,3100.0,37176.0,34333.0,,4560.0,-1.0,498300.0,2000.0,259800.0,,23000.0,20000.0,115820.0,324620.0,2260.0,4327622.0,20000.0,270000.0,672.0,78600.0,28989.0,-1.0,-1.0,100300.0,127622.0,47700.0,2300.0,403400.0,20900.0,-1.0,-1.0,133671.0,-1.0,73.0,,-1.0,,1950000.0,-1.0,-1.0,,-1.0,76.0,436819.0,-1.0,,3000.0,2784.0,270.0,357.0,-1.0
1989,285087.0,61.0,200.0,49373.0,7581.0,248039.0,12.0,2200.0,29142.0,1555.0,2800.0,550.0,16500.0,58983.0,1217700.0,-1.0,40414.0,27402.0,-1.0,98000.0,50313.0,16000.0,,74000.0,6916.0,916200.0,610000.0,2750.0,-1.0,28702.0,-1.0,,1740.0,16494.0,,,540062.0,750.0,,136600.0,42263.0,3000.0,191810.0,54000.0,270.0,7650.0,1200.0,20000.0,478918.0,,-1.0,3500000.0,325.0,7700.0,9295.0,940.0,20000.0,3200.0,44574.0,33012.0,,3340.0,-1.0,215700.0,3000.0,317200.0,,24000.0,30450.0,115851.0,347390.0,2669.0,3632531.0,20500.0,314889.0,700.0,53352.0,48000.0,-1.0,-1.0,51700.0,132531.0,52600.0,2400.0,415300.0,19500.0,-1.0,-1.0,135454.0,-1.0,73.0,,-1.0,,1500000.0,-1.0,-1.0,,-1.0,122.0,496435.0,-1.0,,1723.0,3324.0,270.0,398.0,-1.0
1990,307510.0,58.0,182.0,47924.0,5580.0,280190.0,9.0,2316.0,29718.0,1414.0,3000.0,560.0,20000.0,43659.0,1032800.0,-1.0,47488.0,27787.0,-1.0,100000.0,48924.0,17000.0,,77100.0,5036.0,947200.0,615000.0,2700.0,-1.0,16781.0,10000.0,,1250.0,30645.0,-1.0,,416597.0,742.0,,139000.0,26387.0,2900.0,179007.0,97300.0,290.0,4700.0,2390.0,16000.0,1246531.0,,-1.0,2900000.0,310.0,8500.0,8131.0,1000.0,20000.0,4500.0,41028.0,34000.0,,3025.0,-1.0,381585.0,3957.0,312100.0,,24000.0,48600.0,112030.0,336138.0,3299.0,3018664.0,18000.0,371166.0,750.0,53842.0,46920.0,-1.0,300.0,44100.0,118664.0,67800.0,2500.0,420700.0,22400.0,-1.0,-1.0,119514.0,-1.0,74.0,,-1.0,120.0,1650000.0,5000.0,-1.0,,35000.0,80.0,523194.0,1000.0,,1500.0,3270.0,290.0,384.0,-1.0
1991,343500.0,54.0,135.0,45284.0,11866.0,266649.0,409.0,2500.0,27972.0,2588.0,3200.0,558.0,24347.0,35555.0,921200.0,-1.0,64136.0,28178.0,-1.0,105000.0,46584.0,17500.0,,67000.0,10307.0,915500.0,633000.0,2600.0,-1.0,24048.0,12474.0,,0.0,17452.0,-1.0,,462831.0,693.0,,153000.0,30909.0,2800.0,203480.0,75700.0,300.0,4513.0,2300.0,15000.0,1049019.0,,-1.0,3000000.0,294.0,9000.0,7059.0,1300.0,20000.0,3300.0,44241.0,34000.0,,5606.0,-1.0,740464.0,13016.0,121750.0,,25000.0,49950.0,112810.0,370637.0,3396.0,3175505.0,21000.0,326033.0,800.0,59458.0,63882.0,-1.0,350.0,45800.0,175505.0,63570.0,2600.0,379700.0,22300.0,-1.0,-1.0,110845.0,-1.0,74.0,,-1.0,123.0,1880000.0,7000.0,-1.0,,35874.0,76.0,645254.0,1598.0,,1000.0,3510.0,300.0,368.0,-1.0
1992,298674.0,67.0,136.0,64132.0,19187.0,282662.0,132.0,2800.0,28536.0,3336.0,3300.0,570.0,25511.0,34846.0,1036500.0,-1.0,71898.0,28575.0,-1.0,100000.0,65532.0,17800.0,,69000.0,7838.0,864500.0,620000.0,3477.0,-1.0,34614.0,15000.0,2000.0,0.0,22398.0,-1.0,,401000.0,706.0,-1.0,155000.0,31237.0,2500.0,209834.0,82200.0,320.0,4017.0,2300.0,15000.0,1100000.0,-1.0,-1.0,3800000.0,305.0,8900.0,5633.0,1400.0,20000.0,2700.0,53728.0,32000.0,,3270.0,-1.0,623036.0,13059.0,230000.0,,24000.0,86855.0,110245.0,401935.0,3224.0,3974107.0,21200.0,313106.0,735.0,64944.0,49738.0,-1.0,250.0,56000.0,174107.0,73405.0,2938.0,397200.0,22400.0,-1.0,-1.0,132416.0,-1.0,75.0,-1.0,-1.0,78.0,1620000.0,10000.0,-1.0,,42677.0,77.0,495732.0,1689.0,-1.0,1020.0,3522.0,320.0,380.0,-1.0
1993,304715.0,56.0,136.0,75953.0,19000.0,302225.0,111.0,3000.0,34357.0,6973.0,3500.0,500.0,26000.0,35183.0,1033240.0,-1.0,91219.0,29004.0,-1.0,105000.0,77209.0,18500.0,,70000.0,9000.0,852800.0,625000.0,4837.0,-1.0,35984.0,20000.0,2500.0,5450.0,16989.0,,,340000.0,636.0,-1.0,176500.0,,2634.0,231521.0,74300.0,330.0,5382.0,2300.0,14000.0,783000.0,-1.0,-1.0,4600000.0,338.0,9100.0,5476.0,1256.0,20000.0,2900.0,57164.0,30000.0,1000.0,1940.0,-1.0,601400.0,13000.0,240000.0,34.0,23000.0,87124.0,95925.0,402592.0,3345.0,4784077.0,20000.0,300600.0,723.0,48024.0,95578.0,-1.0,238.0,57800.0,184077.0,89300.0,2500.0,369400.0,22000.0,-1.0,-1.0,130302.0,-1.0,75.0,-1.0,-1.0,120.0,1650000.0,12000.0,-1.0,,49618.0,79.0,394216.0,1667.0,-1.0,1030.0,3544.0,330.0,413.0,-1.0
1994,330274.0,68.0,136.0,72870.0,19000.0,293081.0,2.0,3300.0,30407.0,10437.0,3400.0,438.0,28000.0,31101.0,1028800.0,-1.0,86866.0,29584.0,-1.0,110000.0,74220.0,18800.0,,93500.0,9468.0,877300.0,630000.0,6320.0,-1.0,44779.0,21030.0,2800.0,7540.0,21884.0,,,345000.0,574.0,-1.0,159500.0,,2639.0,258067.0,82000.0,340.0,5581.0,2720.0,20000.0,418000.0,-1.0,-1.0,4700000.0,304.0,8500.0,10902.0,1350.0,20306.0,2300.0,58563.0,28000.0,5338.0,1845.0,-1.0,611100.0,12151.0,220000.0,0.0,22000.0,120000.0,103890.0,426140.0,2400.0,4841667.0,21000.0,415200.0,711.0,76896.0,110000.0,-1.0,225.0,70434.0,141667.0,82200.0,2200.0,353700.0,22363.0,-1.0,-1.0,118565.0,-1.0,75.0,-1.0,-1.0,105.0,1750000.0,15000.0,-1.0,,61725.0,80.0,446674.0,1500.0,-1.0,680.0,2880.0,340.0,379.0,4821.0
1995,332389.0,92.0,129.0,69625.0,23179.0,300000.0,8.0,3319.0,32622.0,15628.0,3100.0,550.0,30000.0,31568.0,1056600.0,-1.0,127414.0,26995.0,1000.0,100000.0,70625.0,19000.0,,103000.0,10161.0,860200.0,635000.0,7647.0,-1.0,11020.0,25000.0,2500.0,7090.0,19134.0,,,350842.0,679.0,-1.0,152100.0,,2644.0,331126.0,66000.0,343.0,7905.0,2860.0,30000.0,462000.0,-1.0,-1.0,5000000.0,310.0,9000.0,12197.0,1000.0,20443.0,1600.0,64070.0,28000.0,1142.0,2810.0,-1.0,639400.0,12094.0,218937.0,-1.0,23000.0,100000.0,101000.0,467198.0,3270.0,5162312.0,23000.0,193210.0,650.0,77000.0,110000.0,-1.0,200.0,62400.0,162312.0,79400.0,2112.0,366000.0,22341.0,-1.0,-1.0,132661.0,-1.0,75.0,-1.0,-1.0,393.0,1800000.0,18000.0,-1.0,,59120.0,82.0,423972.0,2000.0,34200.0,1132.0,2561.0,343.0,385.0,8300.0
1996,314974.0,93.0,100.0,72294.0,17617.0,294080.0,127.0,3335.0,24255.0,27572.0,3900.0,559.0,32028.0,33312.0,1193400.0,-1.0,119985.0,27805.0,1200.0,102518.0,73551.0,19000.0,,103000.0,9500.0,967900.0,640000.0,10000.0,-1.0,37199.0,26200.0,2241.0,6230.0,9208.0,,,525913.0,659.0,-1.0,163800.0,,2671.0,291710.0,81000.0,345.0,6385.0,3260.0,35867.0,643000.0,-1.0,20.0,5570060.0,322.0,9500.0,10882.0,1257.0,20561.0,0.0,78276.0,25000.0,1200.0,2400.0,-1.0,693900.0,12000.0,225000.0,-1.0,24000.0,110000.0,96000.0,486500.0,3280.0,5741577.0,25000.0,457900.0,703.0,72000.0,170000.0,-1.0,250.0,51658.0,171517.0,80100.0,2000.0,366000.0,22585.0,-1.0,-1.0,135235.0,-1.0,75.0,-1.0,-1.0,400.0,1900000.0,20000.0,-1.0,,64812.0,85.0,472045.0,4000.0,30300.0,1034.0,2785.0,345.0,396.0,3979.0
1997,277820.0,91.0,99.0,71873.0,17243.0,304669.0,22.0,3233.0,24233.0,33976.0,3200.0,600.0,61000.0,32795.0,1164300.0,-1.0,118530.0,28361.0,1400.0,104731.0,73154.0,19000.0,,90000.0,11692.0,920900.0,646527.0,12680.0,-1.0,5230.0,28663.0,2000.0,8690.0,18904.0,,,546814.0,699.0,-1.0,172000.0,,2685.0,294081.0,92000.0,347.0,5672.0,2900.0,40000.0,926000.0,-1.0,22.0,4377959.0,327.0,9000.0,12281.0,1281.0,20689.0,0.0,86101.0,23000.0,1400.0,2200.0,-1.0,625700.0,12944.0,220000.0,-1.0,24500.0,137076.0,97000.0,519461.0,3957.0,4557040.0,25500.0,400200.0,708.0,68000.0,110000.0,-1.0,258.0,48000.0,179081.0,82800.0,1944.0,360000.0,22983.0,-1.0,500.0,140280.0,-1.0,75.0,-1.0,-1.0,282.0,1750000.0,25000.0,-1.0,,70230.0,86.0,591949.0,3000.0,24700.0,1237.0,3240.0,347.0,402.0,11804.0
1998,324866.0,94.0,133.0,85115.0,41571.0,332268.0,22.0,3140.0,26651.0,53270.0,3300.0,588.0,40400.0,35301.0,1196530.0,-1.0,142237.0,29000.0,1600.0,108000.0,86404.0,13000.0,,67912.0,12880.0,1020000.0,645803.0,15430.0,-1.0,16267.0,30000.0,2350.0,6700.0,16972.0,,,467421.0,721.0,-1.0,184000.0,,2690.0,298664.0,84000.0,345.0,7155.0,2220.0,33816.0,1168000.0,-1.0,23.0,4867079.0,218.0,10500.0,12619.0,1289.0,20825.0,2000.0,108100.0,23000.0,2000.0,2200.0,4.0,689620.0,10000.0,226000.0,-1.0,25000.0,158564.0,96000.0,476207.0,4000.0,5023463.0,26000.0,372200.0,714.0,60000.0,156009.0,-1.0,267.0,67400.0,156384.0,80800.0,1871.0,336000.0,18004.0,-1.0,613.0,138361.0,-1.0,75.0,-1.0,-1.0,281.0,1885000.0,30000.0,-1.0,,132678.0,90.0,553450.0,4000.0,42200.0,1188.0,3594.0,345.0,297.0,8949.0
1999,322300.0,91.0,143.0,101045.0,24896.0,327346.0,108.0,3255.0,31655.0,100882.0,3400.0,650.0,43100.0,35906.0,1264790.0,-1.0,139093.0,30000.0,1800.0,108406.0,102455.0,13000.0,,60796.0,11250.0,1183900.0,648420.0,12900.0,-1.0,20018.0,33998.0,4500.0,10270.0,21386.0,,,773624.0,793.0,-1.0,160000.0,,2708.0,319374.0,115000.0,346.0,7706.0,2240.0,50000.0,1054691.0,-1.0,25.0,5830997.0,230.0,10400.0,13199.0,1410.0,20943.0,2000.0,151340.0,52000.0,1500.0,2200.0,10.0,65300.0,10214.0,210000.0,-1.0,26000.0,149000.0,97000.0,506200.0,4100.0,5999041.0,26200.0,419210.0,721.0,57112.0,76796.0,-1.0,299.0,44706.0,168044.0,73800.0,1800.0,317000.0,21546.0,-1.0,617.0,100000.0,-1.0,75.0,-1.0,-1.0,290.0,1793000.0,34170.0,-1.0,,125672.0,91.0,643394.0,3200.0,51700.0,1376.0,4072.0,346.0,315.0,6024.0
2000,313000.0,100.0,200.0,87064.0,23425.0,282919.0,215.0,3500.0,25707.0,165289.0,3500.0,623.0,21600.0,35648.0,1200000.0,-1.0,139768.0,28923.0,2000.0,110000.0,88530.0,13000.0,,74426.0,14488.0,1006500.0,645000.0,13890.0,-1.0,18000.0,37154.0,3580.0,8500.0,34031.0,,,800000.0,823.0,-1.0,164100.0,,2725.0,332780.0,81000.0,346.0,5948.0,2723.0,58000.0,994000.0,97000.0,30.0,7243508.0,250.0,10000.0,15138.0,1466.0,21074.0,2000.0,186300.0,53000.0,1779.0,2000.0,18.0,43100.0,9698.0,195000.0,-1.0,27173.0,177000.0,79000.0,570700.0,4300.0,7387119.0,26500.0,414340.0,715.0,62000.0,88717.0,-1.0,266.0,48172.0,143611.0,67500.0,1600.0,317500.0,22500.0,-1.0,621.0,105400.0,-1.0,75.0,-1.0,-1.0,300.0,1865000.0,34639.0,-1.0,,113011.0,94.0,603214.0,2800.0,47700.0,1386.0,5485.0,346.0,343.0,5721.0
2001,318300.0,180.0,152.0,91952.0,26153.0,233568.0,316.0,3800.0,27864.0,12461.0,3300.0,700.0,14900.0,36269.0,1238030.0,-1.0,150000.0,28000.0,2200.0,112000.0,93416.0,12000.0,,69942.0,20073.0,984100.0,657507.0,8000.0,-1.0,15958.0,37141.0,5200.0,10710.0,51550.0,,,856532.0,852.0,-1.0,180000.0,,2400.0,270325.0,84000.0,348.0,8932.0,2782.0,52000.0,1082000.0,119200.0,38.0,11670000.0,278.0,10100.0,15754.0,1464.0,21250.0,2000.0,188163.0,55000.0,1600.0,2000.0,30.0,43900.0,10123.0,209742.0,-1.0,26973.0,190922.0,85000.0,536347.0,3788.0,11800911.0,27000.0,458860.0,700.0,63000.0,129000.0,-1.0,267.0,73567.0,130911.0,68500.0,1400.0,307400.0,30000.0,-1.0,624.0,212261.0,-1.0,75.0,-1.0,-1.0,290.0,1775000.0,34689.0,-1.0,,130765.0,95.0,536160.0,2200.0,40300.0,1400.0,5952.0,348.0,383.0,3675.0
2002,283388.0,118.0,153.0,74101.0,36037.0,265227.0,363.0,3144.0,28509.0,12329.0,3400.0,639.0,32200.0,37469.0,1247730.0,-1.0,180000.0,29025.0,2400.0,115500.0,75630.0,7000.0,,80196.0,30533.0,1101779.0,664434.0,5000.0,-1.0,12618.0,59106.0,3300.0,13160.0,36520.0,,,489076.0,792.0,500.0,170000.0,,2500.0,247187.0,88000.0,350.0,11926.0,2687.0,53000.0,1218000.0,144800.0,50.0,12618474.0,280.0,10600.0,11259.0,1529.0,21334.0,2000.0,256000.0,64499.0,1594.0,2000.0,46.0,51300.0,9959.0,170000.0,-1.0,27000.0,188949.0,86000.0,506159.0,3521.0,12775378.0,44000.0,574410.0,750.0,64000.0,178000.0,-1.0,268.0,100100.0,156904.0,52800.0,1200.0,286700.0,50000.0,-1.0,625.0,220899.0,-1.0,75.0,-1.0,-1.0,281.0,1820000.0,36820.0,-1.0,,181645.0,101.0,542351.0,2231.0,56300.0,1073.0,6020.0,350.0,402.0,3524.0
2003,298772.0,151.0,153.0,71633.0,39025.0,251813.0,256.0,1900.0,29000.0,4685.0,3600.0,634.0,8300.0,38129.0,1240660.0,30200.0,349498.0,30000.0,2600.0,114000.0,73252.0,6500.0,,79000.0,32941.0,1071189.0,672094.0,5300.0,-1.0,14853.0,70560.0,3900.0,9550.0,37551.0,,,473809.0,788.0,761.0,192000.0,,2750.0,239360.0,87000.0,355.0,12006.0,3600.0,52773.0,1405287.0,138800.0,70.0,11656549.0,303.0,10700.0,10792.0,1619.0,21456.0,2000.0,324564.0,74599.0,1368.0,2000.0,63.0,58311.0,10206.0,190000.0,-1.0,27000.0,222716.0,85000.0,569698.0,2531.0,11787912.0,60000.0,546315.0,780.0,61000.0,214000.0,-1.0,268.0,116200.0,131363.0,49040.0,1000.0,268400.0,90000.0,-1.0,615.0,232905.0,-1.0,75.0,-1.0,-1.0,343.0,1735000.0,37961.0,-1.0,,228516.0,97.0,463894.0,2397.0,50600.0,797.0,7681.0,355.0,441.0,2036.0
2004,291418.0,99.0,154.0,93936.0,68980.0,257625.0,197.0,4000.0,22920.0,7000.0,3500.0,630.0,9200.0,28586.0,1229090.0,30500.0,340863.0,28660.0,2700.0,115500.0,94986.0,9000.0,,79500.0,27267.0,1071154.0,758937.0,5500.0,-1.0,16985.0,47664.0,2152.0,11860.0,24043.0,,,563016.0,784.0,809.0,175043.0,,2500.0,243098.0,99000.0,360.0,14693.0,3024.0,52660.0,1221631.0,152700.0,73.0,11951580.0,527.0,9415.0,12917.0,1050.0,21567.0,2028.0,287496.0,90885.0,1884.0,2000.0,60.0,41939.0,9695.0,240000.0,-1.0,26000.0,227000.0,89000.0,580268.0,1652.0,12077733.0,60000.0,665000.0,840.0,58000.0,228000.0,-1.0,266.0,101900.0,126153.0,49130.0,800.0,248600.0,50000.0,31.0,550.0,262082.0,-1.0,75.0,-1.0,10800.0,376.0,1750000.0,39138.0,-1.0,,232094.0,107.0,534438.0,2411.0,62300.0,800.0,7534.0,360.0,662.0,5667.0
2005,296974.0,116.0,154.0,82987.0,102893.0,235403.0,280.0,4500.0,23329.0,6865.0,3600.0,623.0,6000.0,27502.0,1179010.0,31000.0,352742.0,28880.0,2800.0,121000.0,84890.0,6000.0,,79656.0,32425.0,1086718.0,793007.0,5154.0,-1.0,15092.0,58440.0,11515.0,12420.0,32303.0,,,565000.0,777.0,1000.0,168766.0,,2848.0,199785.0,95000.0,361.0,15114.0,3681.0,40000.0,1583753.0,157300.0,77.0,12952502.0,753.0,10140.0,12847.0,1903.0,21639.0,2092.0,307334.0,75000.0,2134.0,2000.0,62.0,63434.0,11006.0,243000.0,-1.0,25991.0,243903.0,96485.0,611501.0,1292.0,13051211.0,60000.0,648510.0,852.0,53000.0,213000.0,-1.0,261.0,105900.0,98709.0,50050.0,600.0,241200.0,100000.0,25.0,648.0,242593.0,45.0,75.0,70000.0,12040.0,380.0,1825000.0,40351.0,-1.0,,293599.0,110.0,579974.0,2420.0,54100.0,790.0,10535.0,361.0,890.0,4273.0
2006,293815.0,809.0,155.0,81519.0,100309.0,255703.0,396.0,3515.0,21979.0,2518.0,3600.0,617.0,8100.0,26996.0,1125540.0,40805.0,500021.0,29302.0,2900.0,115000.0,83519.0,1200.0,-1.0,80000.0,21669.0,1087917.0,820451.0,4467.0,-1.0,15500.0,55370.0,3023.0,13060.0,26831.0,,,745953.0,772.0,880.0,159902.0,,3000.0,219712.0,94861.0,365.0,13680.0,2766.0,30363.0,1367345.0,156100.0,80.0,13793430.0,600.0,10181.0,13024.0,2000.0,22000.0,2200.0,384248.0,68675.0,2069.0,2000.0,66.0,54035.0,11433.0,232000.0,-1.0,26000.0,291332.0,97160.0,624959.0,730.0,13915773.0,66000.0,648460.0,862.0,48000.0,223000.0,-1.0,260.0,97880.0,122343.0,47943.0,400.0,216600.0,300000.0,63.0,600.0,216139.0,49.0,77.0,90000.0,5026.0,310.0,1765605.0,42000.0,-1.0,,131573.0,114.0,570188.0,2300.0,124100.0,2900.0,8213.0,365.0,743.0,4213.0
2007,234543.0,953.0,155.0,71583.0,116591.0,241234.0,290.0,2736.0,24664.0,2104.0,3700.0,612.0,8500.0,29696.0,1114470.0,40000.0,495323.0,29000.0,3137.0,115000.0,74983.0,1158.0,-1.0,85000.0,39956.0,1183154.0,849019.0,4593.0,2743.0,16000.0,59814.0,1558.0,9550.0,30671.0,,,829779.0,767.0,904.0,174033.0,,4000.0,205416.0,95963.0,370.0,14200.0,2766.0,32319.0,1660276.0,185060.0,79.0,14123500.0,572.0,10070.0,14827.0,3400.0,20750.0,2300.0,491751.0,63636.0,1097.0,2000.0,67.0,33437.0,11803.0,231182.0,-1.0,26000.0,266871.0,105830.0,616664.0,730.0,14210090.0,59000.0,734265.0,881.0,46000.0,204622.0,-1.0,265.0,158800.0,86590.0,42853.0,280.0,221300.0,300000.0,78.0,1912.0,208569.0,56.0,80.0,100000.0,9289.0,477.0,1661130.0,40500.0,-1.0,,207517.0,120.0,543336.0,2400.0,90800.0,2900.0,9061.0,370.0,719.0,3223.0
2008,278938.0,758.0,155.0,66921.0,110586.0,274664.0,231.0,3259.0,23439.0,2421.0,3900.0,606.0,8500.0,30290.0,1042530.0,74800.0,340464.0,29500.0,23959.0,120000.0,70221.0,1286.0,-1.0,87000.0,39344.0,1042439.0,877599.0,4329.0,2520.0,27133.0,56883.0,2673.0,11830.0,28418.0,,,923718.0,761.0,926.0,145300.0,,3000.0,220385.0,102000.0,366.0,14157.0,4700.0,24248.0,1332066.0,215750.0,80.0,15991000.0,249.0,9577.0,19302.0,3300.0,22350.0,2284.0,490310.0,60805.0,858.0,1930.0,64.0,53794.0,9889.0,205852.0,-1.0,26000.0,209910.0,204593.0,653309.0,900.0,16068101.0,64000.0,736800.0,900.0,45000.0,216899.0,-1.0,308.0,61000.0,77101.0,41067.0,350.0,208500.0,300000.0,27.0,442.0,236401.0,78.0,79.0,108837.0,9800.0,185.0,1749935.0,41500.0,-1.0,,188082.0,124.0,582288.0,2500.0,97000.0,2900.0,7949.0,366.0,392.0,3733.0
2009,301965.0,628.0,155.0,75619.0,43891.0,278091.0,289.0,2882.0,19915.0,1768.0,4000.0,601.0,14000.0,31598.0,1037180.0,32696.0,402959.0,29800.0,14539.0,124338.0,79119.0,1794.0,-1.0,80759.0,46485.0,984786.0,905836.0,3977.0,2337.0,28000.0,85861.0,5273.0,13080.0,16975.0,,,918360.0,756.0,946.0,130000.0,,3071.0,227832.0,98463.0,361.0,12283.0,5200.0,18571.0,1278542.0,273160.0,81.0,12153387.0,432.0,10366.0,17613.0,3500.0,22400.0,2271.0,455556.0,58065.0,984.0,1901.0,60.0,50031.0,8993.0,184991.0,-1.0,26000.0,198565.0,200238.0,621267.0,2878.0,12224788.0,66000.0,887005.0,923.0,46900.0,229912.0,-1.0,339.0,106510.0,71401.0,39285.0,350.0,199400.0,424800.0,19.0,500.0,210600.0,98.0,77.0,110072.0,6060.0,251.0,1679191.0,42000.0,-1.0,,190000.0,128.0,552371.0,2600.0,103700.0,2288.0,7000.0,361.0,569.0,2120.0
2010,290101.0,561.0,155.0,78782.0,13646.0,284130.0,262.0,1473.0,23688.0,1374.0,3130.0,595.0,21575.0,35044.0,1036040.0,64622.0,478392.0,30105.0,15266.0,106469.0,82265.0,1794.0,-1.0,80954.0,48761.0,926693.0,933522.0,2926.0,2333.0,20400.0,85161.0,2578.0,11992.0,31051.0,,,1076770.0,750.0,1000.0,115900.0,,3128.0,207747.0,97879.0,358.0,8593.0,2381.0,18304.0,1268186.0,334600.0,81.0,17181000.0,510.0,11200.0,15773.0,3484.0,22151.0,2256.0,480351.0,55136.0,719.0,1873.0,57.0,52250.0,10852.0,176996.0,-1.0,26000.0,198921.0,216497.0,666383.0,2069.0,17254147.0,65478.0,567301.0,944.0,49000.0,206799.0,-1.0,369.0,75868.0,73147.0,41469.0,354.0,188100.0,350000.0,35.0,550.0,267347.0,98.0,77.0,104784.0,11797.0,241.0,1611695.0,42379.0,-1.0,,293896.0,133.0,561681.0,2900.0,124300.0,1982.0,7279.0,358.0,644.0,2600.0
2011,276728.0,712.0,155.0,76283.0,5337.0,268662.0,273.0,1429.0,18430.0,2050.0,6090.0,589.0,18183.0,29620.0,1016411.0,34400.0,499330.0,30412.0,14277.0,88000.0,80183.0,1630.0,-1.0,81125.0,43751.0,871996.0,960467.0,3953.0,2624.0,19341.0,103840.0,2339.0,11337.0,38592.0,,,1038412.0,745.0,990.0,126900.0,,3172.0,180013.0,97862.0,355.0,9030.0,3032.0,29239.0,1435191.0,462200.0,81.0,17181000.0,495.0,11180.0,18422.0,3900.0,22184.0,2244.0,497164.0,53540.0,321.0,1845.0,53.0,53272.0,9818.0,161385.0,-1.0,26000.0,160810.0,204514.0,536229.0,875.0,17263017.0,73282.0,777605.0,966.0,45796.0,326563.0,-1.0,400.0,99255.0,82017.0,41538.0,363.0,180400.0,250000.0,35.0,638.0,269522.0,99.0,77.0,120201.0,11208.0,327.0,1647988.0,44245.0,-1.0,,335145.0,137.0,564366.0,2862.0,111400.0,1650.0,8359.0,355.0,625.0,2852.0
2012,293738.0,741.0,160.0,83473.0,5039.0,238918.0,287.0,1202.0,19232.0,6792.0,8170.0,550.0,15119.0,34077.0,906820.0,35300.0,575386.0,32000.0,6683.0,88000.0,87243.0,1605.0,-1.0,81295.0,46820.0,882869.0,1000000.0,3699.0,3243.0,19867.0,125447.0,2617.0,16437.0,41974.0,,46000.0,1007845.0,710.0,1000.0,118800.0,,3250.0,186693.0,98494.0,350.0,11750.0,3033.0,27364.0,1437688.0,832060.0,85.0,13315830.0,188.0,10985.0,21053.0,3770.0,22500.0,2242.0,539984.0,50000.0,375.0,2000.0,45.0,62644.0,9405.0,172246.0,-1.0,26061.0,132017.0,285000.0,553478.0,813.0,13385826.0,,717602.0,1000.0,50000.0,288272.0,-1.0,450.0,57092.0,69996.0,37565.0,400.0,176300.0,222012.0,9.0,430.0,226540.0,101.0,77.0,115702.0,9300.0,353.0,1708415.0,44964.0,-1.0,30000.0,156592.0,150.0,574976.0,2900.0,145600.0,1735.0,8225.0,350.0,310.0,2869.0
2013,264542.0,766.0,159.0,89855.0,6427.0,233528.0,292.0,1607.0,19312.0,10495.0,6430.0,602.0,15723.0,34144.0,987830.0,40430.0,565900.0,30923.0,6883.0,88000.0,93629.0,1857.0,-1.0,81466.0,58195.0,856951.0,1000000.0,3472.0,3469.0,19719.0,125207.0,1900.0,17517.0,48717.0,,50000.0,924768.0,761.0,1055.0,106600.0,,3250.0,176622.0,99126.0,354.0,22360.0,3393.0,33913.0,1457245.0,774190.0,80.0,14338000.0,125.0,11038.0,20578.0,3774.0,22359.0,2160.0,595871.0,50000.0,384.0,1766.0,47.0,60599.0,8763.0,196451.0,-1.0,26103.0,125598.0,249000.0,585262.0,576.0,14411591.0,,700035.0,1008.0,38994.0,292458.0,-1.0,450.0,45007.0,73591.0,36205.0,400.0,168700.0,180070.0,21.0,648.0,230246.0,102.0,77.0,112113.0,16980.0,374.0,1699550.0,45711.0,-1.0,32000.0,152830.0,146.0,561953.0,2898.0,154090.0,1600.0,8354.0,354.0,249.0,2903.0
