,USSR,Burkina Faso,Australia & New Zealand,Australia,Pakistan,Thailand,Ethiopia,Kenya,Indonesia,South Africa,Lao People's Democratic Republic,Zambia,Botswana,Somalia,Togo,Tunisia,Albania,Brazil,Mozambique,Niger,Democratic People's Republic of Korea,El Salvador,Chad,Colombia,Spain,Central African Republic,India,Ecuador,Swaziland,Sri Lanka,Argentina,Antigua and Barbuda,Angola,Ethiopia PDR,Egypt,The former Yugoslav Republic of Macedonia,Greece,Tajikistan,Haiti,Republic of Korea,Democratic Republic of the Congo,Nigeria,Mali,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Peru,Gambia,Ghana,"China, mainland",Paraguay,Cyprus,Kazakhstan,Rwanda,Cameroon,Guatemala,Saint Kitts and Nevis,Cuba,United States of America,Romania,Turkmenistan,Philippines,Iraq,Madagascar,Yemen,United Republic of Tanzania,Burundi,Nepal,Costa Rica,Bangladesh,Italy,Senegal,Uganda,Benin,Montserrat,Uzbekistan,China,Cambodia,Sudan (former),Morocco,Honduras,Uruguay,Zimbabwe,Kyrgyzstan,Malawi,Algeria,"China, Taiwan Province of",Israel,Afghanistan,Guinea-Bissau,Namibia,Grenada,Azerbaijan,Nicaragua,Viet Nam,Turkey,Bolivia (Plurinational State of),Sudan,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Mexico,Guinea,Guadeloupe,Côte d'Ivoire,Bulgaria,Myanmar
2005,,11463.0,48532.0,48532.0,21412.0,12186.0,7647.0,4444.0,3746.0,21068.0,28846.0,10963.0,36932.0,4000.0,5028.0,11186.0,9537.0,29037.0,4720.0,10000.0,18590.0,9184.0,7023.0,19662.0,39946.0,7143.0,11326.0,13064.0,9740.0,20000.0,11965.0,1357.0,17340.0,,20364.0,16675.0,33789.0,15517.0,3977.0,9752.0,4257.0,7906.0,9702.0,,42983.0,,22784.0,22232.0,3911.0,8080.0,33865.0,8800.0,,23123.0,,13578.0,23370.0,3333.0,,23052.0,8771.0,16667.0,8658.0,10741.0,13242.0,11683.0,6783.0,6636.0,6000.0,7663.0,29789.0,,11770.0,5727.0,11000.0,9217.0,26121.0,33865.0,13684.0,15556.0,18249.0,17273.0,,6677.0,26172.0,5688.0,3896.0,,37460.0,11000.0,13037.0,20200.0,2500.0,17529.0,19394.0,12984.0,41051.0,9916.0,,,13487.0,31266.0,11494.0,,11245.0,11488.0,6316.0
2006,,13334.0,42963.0,42963.0,20332.0,11609.0,8455.0,2869.0,2598.0,21679.0,27734.0,11843.0,38162.0,4000.0,5332.0,10624.0,9259.0,32287.0,4706.0,10000.0,18556.0,6766.0,7143.0,19336.0,23202.0,7115.0,13151.0,13132.0,16667.0,,13725.0,1357.0,18200.0,,26222.0,17124.0,27829.0,17003.0,3944.0,,4267.0,8304.0,9001.0,,31799.0,,24337.0,23250.0,3819.0,7912.0,34799.0,7347.0,,22169.0,,13793.0,23465.0,3333.0,,22619.0,,11667.0,9085.0,11236.0,6338.0,12330.0,6529.0,6406.0,9661.0,7663.0,52623.0,,11886.0,8791.0,10954.0,9241.0,24860.0,34799.0,13000.0,14641.0,20762.0,17273.0,,7814.0,25692.0,9411.0,3801.0,,41259.0,10016.0,13189.0,47000.0,2500.0,12962.0,19412.0,13684.0,43327.0,9702.0,,,9795.0,38424.0,11549.0,,8952.0,10435.0,6400.0
2007,,9969.0,47994.0,47994.0,18588.0,11473.0,8843.0,2873.0,9295.0,26609.0,25273.0,18831.0,50000.0,4000.0,6507.0,10160.0,9474.0,36532.0,4722.0,10000.0,18548.0,10930.0,5556.0,23041.0,19492.0,2693.0,14613.0,13148.0,6111.0,19999.0,13877.0,1357.0,18000.0,,25620.0,17574.0,28657.0,16638.0,3959.0,9791.0,4267.0,10392.0,8720.0,,36905.0,,25141.0,24091.0,3714.0,11000.0,38595.0,9545.0,,22096.0,,16369.0,21333.0,3333.0,,23933.0,8938.0,14778.0,9537.0,17572.0,7205.0,12604.0,4459.0,9852.0,9000.0,7670.0,37627.0,,10459.0,4000.0,9626.0,9200.0,25651.0,38595.0,13000.0,13462.0,20762.0,17273.0,,6424.0,27353.0,10431.0,3706.0,,43091.0,10015.0,13750.0,14000.0,2500.0,13394.0,19429.0,13306.0,42937.0,9504.0,,,12409.0,34848.0,11667.0,,8996.0,9882.0,6400.0
2008,,13462.0,51132.0,51132.0,20463.0,11875.0,8622.0,3507.0,3289.0,28713.0,26154.0,15061.0,36381.0,4000.0,6202.0,9685.0,9459.0,37442.0,4725.0,10000.0,18057.0,22714.0,7778.0,17418.0,10587.0,3122.0,12576.0,13103.0,6111.0,20000.0,16270.0,1357.0,17500.0,,24227.0,18023.0,36480.0,14893.0,3429.0,9811.0,4276.0,11522.0,10133.0,,39558.0,,23763.0,23742.0,3599.0,8000.0,39061.0,9623.0,,18186.0,,12585.0,24449.0,3333.0,,21846.0,9022.0,17563.0,13717.0,15307.0,7822.0,12628.0,6414.0,6267.0,9200.0,7671.0,27670.0,,11936.0,6000.0,10093.0,9303.0,26076.0,39061.0,13000.0,10977.0,20762.0,18031.0,42390.0,8094.0,29123.0,10993.0,3611.0,,43714.0,10000.0,14103.0,,2500.0,11484.0,19429.0,13793.0,36776.0,9311.0,,,11964.0,36636.0,11616.0,,8934.0,9830.0,6600.0
2009,,11910.0,48476.0,48476.0,20397.0,11574.0,6914.0,3725.0,2492.0,33337.0,27327.0,14000.0,33315.0,4000.0,6559.0,9209.0,9936.0,35698.0,4725.0,10000.0,18293.0,20606.0,8125.0,17716.0,13507.0,5323.0,12377.0,13347.0,6389.0,20000.0,13407.0,1357.0,18000.0,,23538.0,18472.0,35495.0,17524.0,4290.0,9830.0,4233.0,9704.0,12070.0,,39830.0,,24068.0,23615.0,3650.0,8000.0,38634.0,6000.0,,19637.0,,10769.0,25129.0,3079.0,,21062.0,9106.0,10988.0,4097.0,17990.0,6944.0,12660.0,5141.0,6121.0,5900.0,7667.0,35411.0,,9713.0,7571.0,10515.0,9337.0,25386.0,38634.0,13000.0,13084.0,20762.0,18533.0,44326.0,7262.0,29106.0,8657.0,3516.0,,46310.0,12992.0,13846.0,,2500.0,15452.0,18437.0,12604.0,41084.0,8806.0,,,6565.0,38658.0,11493.0,,8847.0,9838.0,8583.0
2010,,11444.0,45079.0,45079.0,20877.0,10750.0,7733.0,4815.0,3087.0,34768.0,23148.0,12577.0,30095.0,4000.0,7129.0,8733.0,10035.0,35551.0,4769.0,10000.0,18576.0,22727.0,3467.0,20521.0,18205.0,5348.0,15940.0,13267.0,6271.0,20000.0,17091.0,1357.0,17000.0,,24350.0,18921.0,28420.0,19120.0,5000.0,9850.0,4113.0,15115.0,11426.0,,27404.0,,25536.0,22801.0,3797.0,17143.0,36935.0,10967.0,,17899.0,,13103.0,27193.0,2989.0,,21881.0,9190.0,12436.0,7292.0,22011.0,8750.0,12600.0,6339.0,8344.0,9008.0,7692.0,30974.0,,9441.0,10438.0,9991.0,9364.0,25645.0,36935.0,13419.0,11944.0,20762.0,18387.0,46263.0,7540.0,27948.0,6178.0,3100.0,,46462.0,10000.0,14000.0,,2747.0,12665.0,15842.0,13704.0,44751.0,8843.0,,,8494.0,39003.0,9737.0,,9342.0,15896.0,11429.0
2011,,11163.0,37313.0,37313.0,23306.0,9000.0,7294.0,6865.0,2222.0,35653.0,27251.0,10775.0,26363.0,4000.0,8381.0,8257.0,10129.0,36087.0,5926.0,10000.0,16842.0,19472.0,4457.0,21762.0,27233.0,3926.0,15748.0,13450.0,6271.0,20000.0,16563.0,1357.0,18000.0,,29053.0,19371.0,27150.0,20405.0,5000.0,9869.0,3939.0,20715.0,9320.0,,38349.0,,23121.0,26641.0,3734.0,8500.0,39237.0,12321.0,,21779.0,,12000.0,27087.0,3107.0,,25448.0,9274.0,10727.0,2909.0,25493.0,9533.0,14424.0,7225.0,11463.0,10000.0,7622.0,24658.0,,9521.0,9025.0,12745.0,9375.0,26332.0,39237.0,13446.0,10988.0,20762.0,18182.0,48199.0,5689.0,27182.0,8798.0,3342.0,,49015.0,10000.0,13902.0,,2883.0,15505.0,16936.0,12930.0,47601.0,8800.0,,,10157.0,38569.0,9524.0,,11832.0,9976.0,16352.0
2012,,11426.0,49567.0,49567.0,22113.0,9146.0,6397.0,2928.0,3082.0,36228.0,30688.0,8569.0,22222.0,4118.0,6616.0,7143.0,10224.0,35958.0,9153.0,9000.0,20842.0,19471.0,5405.0,21134.0,27375.0,5405.0,15174.0,12769.0,6800.0,20000.0,13416.0,1786.0,18333.0,,29426.0,19820.0,27294.0,20977.0,5000.0,9889.0,4179.0,8892.0,10476.0,,35247.0,,16856.0,21891.0,3672.0,9444.0,43770.0,5760.0,,26238.0,,10769.0,27455.0,3077.0,,27251.0,9357.0,11429.0,4096.0,25000.0,10333.0,11580.0,7000.0,10336.0,9852.0,7647.0,32000.0,,9571.0,7162.0,7162.0,9444.0,26448.0,43770.0,13309.0,,20000.0,18750.0,50135.0,6759.0,27401.0,9684.0,3000.0,9660.0,44571.0,11000.0,10638.0,,3226.0,19494.0,18182.0,13585.0,47492.0,9127.0,12313.0,,13115.0,43141.0,9767.0,,15650.0,6756.0,20501.0
2013,,12173.0,55315.0,55315.0,22724.0,10988.0,8605.0,5264.0,3463.0,20099.0,33380.0,8108.0,21277.0,4118.0,6855.0,7143.0,11081.0,36209.0,4717.0,9500.0,20526.0,25893.0,5000.0,20923.0,22884.0,5385.0,16179.0,12727.0,5600.0,20000.0,15172.0,1858.0,18333.0,,36122.0,20269.0,31952.0,20574.0,5000.0,9908.0,4328.0,6497.0,9157.0,,37253.0,,23373.0,26486.0,3609.0,8750.0,43561.0,11000.0,,28749.0,,11429.0,27636.0,3046.0,,24977.0,9441.0,10909.0,3499.0,24828.0,11000.0,12061.0,7936.0,11226.0,8571.0,7647.0,32471.0,,8933.0,9423.0,8857.0,9000.0,25683.0,43561.0,13304.0,,21000.0,18750.0,52071.0,8945.0,29253.0,8608.0,3000.0,9641.0,46962.0,11618.0,10638.0,,3333.0,19323.0,19091.0,11821.0,49901.0,9206.0,12247.0,,11845.0,47347.0,9767.0,,9005.0,10042.0,20697.0
2014,,13742.0,54783.0,54783.0,23021.0,10634.0,9512.0,5539.0,3318.0,29544.0,26502.0,9634.0,20000.0,3889.0,8154.0,6667.0,11216.0,37513.0,6178.0,10000.0,20000.0,24667.0,4154.0,24913.0,30458.0,5500.0,15950.0,12879.0,5085.0,20000.0,19883.0,1930.0,19000.0,,33859.0,20718.0,28910.0,20979.0,4754.0,9928.0,4412.0,6822.0,10168.0,,38377.0,,23125.0,29403.0,3547.0,8750.0,43898.0,11000.0,,25141.0,,12500.0,28000.0,3016.0,,25886.0,9525.0,10926.0,7676.0,24516.0,10714.0,11750.0,7901.0,11640.0,10115.0,7765.0,32941.0,,10602.0,10556.0,9414.0,10000.0,26133.0,43898.0,13299.0,,20476.0,18750.0,54008.0,5067.0,29561.0,6445.0,3077.0,9623.0,48800.0,12237.0,10309.0,,3333.0,17877.0,20455.0,12647.0,50339.0,9286.0,26829.0,,7403.0,46936.0,9767.0,,9762.0,11359.0,21058.0
