,Burundi,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Burkina Faso,China,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Uganda,Bangladesh,Malawi,South Africa,Yemen,Rwanda,Nicaragua,Australia & New Zealand,Yugoslav SFR,Mozambique,Guatemala,Mauritius,Senegal,Madagascar,Tajikistan,Ukraine,Algeria,Bhutan,Guinea,Botswana,Saudi Arabia,Belgium,Chad,Equatorial Guinea,Sri Lanka,Grenada,Uruguay,Azerbaijan,Central African Republic,Bosnia and Herzegovina,Réunion,Germany,Uzbekistan,Colombia,Latvia,Portugal,Kyrgyzstan,Chile,Guinea-Bissau,Kazakhstan,Estonia,"Saint Helena, Ascension and Tristan da Cunha",Saint Vincent and the Grenadines,Hungary,France,Namibia,Kenya,Poland,"China, mainland",Russian Federation,Mali,Haiti,Thailand,Paraguay,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,United Kingdom,Malaysia,Comoros,Armenia,Dominican Republic,South Sudan,El Salvador,Benin,Denmark,Canada,Japan,Afghanistan,Iraq,Togo,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Philippines,New Zealand,Bulgaria,United States of America,Iran (Islamic Republic of),Zambia,Democratic Republic of the Congo,Sudan,Turkmenistan,Somalia,Pakistan,Morocco,Cuba,Turkey,Czechia,Argentina,Cambodia,Ghana,Costa Rica,Georgia,India,Guadeloupe,Austria,Niger,Czechoslovakia,Ethiopia PDR,Sweden,Republic of Korea,Mexico,USSR,Romania,Ecuador,Honduras,Israel,Viet Nam,Tunisia,Côte d'Ivoire,Angola,Albania,Slovakia,Jamaica,Spain,Italy,Polynesia,Montserrat,Sierra Leone,Samoa,Australia,Egypt,Lithuania,Netherlands,Sudan (former),Gambia,Nigeria,Swaziland,Republic of Moldova,Belgium-Luxembourg
1971,3522.0,19499.0,-1.0,-1.0,43240.0,10336.0,2484499.0,156426.0,1122237.0,3650.0,254454.0,53000.0,-1.0,40270.0,-1.0,117035.0,48375.0,76400.0,801033.0,7665.0,25133.0,9235.0,98.0,79531.0,20470.0,18860.0,63872.0,58285.0,1976.0,7700.0,45220.0,-1.0,-1.0,382.0,50.0,100.0,1100.0,-1,-1.0,41031.0,400.0,695.0,16.0,224.0,-1.0,17738.0,-1.0,100.0,6324.0,-1.0,136400.0,-1.0,160.0,-1.0,5800.0,-1.0,-1.0,-1.0,-1.0,0.0,24300.0,50324.0,0.0,50358.0,71200.0,2465000.0,-1.0,25739.0,17320.0,484898.0,5204.0,9.0,9800.0,96177.0,5300.0,-1.0,15800.0,0.0,111.0,87.0,-1,1357.0,-1.0,63938.0,17500.0,0.0,5200.0,700.0,21000.0,14080.0,2312.0,28575.0,85.0,70.0,111664.0,4203.0,25604.0,2281096.0,149113.0,3929.0,23543.0,-1.0,-1.0,1282.0,713950.0,9300.0,18800.0,531500.0,-1.0,89075.0,8550.0,479.0,1260.0,-1,2543046.0,110.0,-1.0,3080.0,20500.0,24940.0,-1.0,10189.0,540977.0,2992350.0,44585.0,8266.0,2053.0,36700.0,59250.0,165.0,11653.0,95575.0,4500.0,-1.0,475.0,43154.0,1780.0,550.0,31.0,4700.0,550.0,16267.0,535400.0,-1.0,9906.0,249963.0,12.0,39421.0,3300.0,-1,15224.0
1972,1894.0,16470.0,-1.0,-1.0,80594.0,11951.0,2374970.0,155371.0,1091361.0,2540.0,243120.0,58060.0,-1.0,41704.0,-1.0,128025.0,57217.0,76000.0,1227514.0,7592.0,21300.0,9667.0,77.0,103843.0,43500.0,14212.0,70550.0,82991.0,1454.0,8500.0,48854.0,-1.0,-1.0,615.0,50.0,100.0,900.0,-1,-1.0,38856.0,450.0,895.0,15.0,356.0,-1.0,19778.0,-1.0,120.0,5287.0,-1.0,171200.0,-1.0,212.0,-1.0,5700.0,-1.0,-1.0,-1.0,-1.0,0.0,21300.0,46494.0,0.0,46813.0,67800.0,2358500.0,-1.0,24978.0,19134.0,498537.0,12719.0,17.0,15000.0,83460.0,5300.0,-1.0,15800.0,0.0,4.0,0.0,-1,1316.0,-1.0,77680.0,19000.0,-1.0,7950.0,580.0,19300.0,16000.0,2600.0,31393.0,34.0,90.0,116855.0,3700.0,26935.0,2983679.0,208500.0,2930.0,25535.0,-1.0,-1.0,802.0,708838.0,9510.0,18400.0,553354.0,-1.0,92403.0,9150.0,742.0,1126.0,-1,2309382.0,90.0,-1.0,1850.0,22700.0,26350.0,-1.0,9292.0,564664.0,2962550.0,38742.0,8575.0,2290.0,40300.0,61333.0,0.0,19744.0,99248.0,5500.0,-1.0,475.0,56656.0,1195.0,600.0,10.0,4300.0,600.0,39800.0,538900.0,-1.0,8609.0,234271.0,15.0,38076.0,3636.0,-1,9999.0
1973,1724.0,15228.0,-1.0,-1.0,105315.0,9414.0,3073228.0,156856.0,1210434.0,2250.0,229707.0,55450.0,-1.0,45133.0,-1.0,117300.0,45015.0,79400.0,1139778.0,5448.0,25641.0,11740.0,79.0,107571.0,32121.0,14464.0,61108.0,97861.0,1598.0,11900.0,53372.0,-1.0,-1.0,655.0,50.0,100.0,950.0,-1,-1.0,42956.0,450.0,949.0,12.0,673.0,-1.0,17149.0,-1.0,130.0,4302.0,-1.0,145300.0,-1.0,177.0,-1.0,5300.0,-1.0,-1.0,-1.0,-1.0,0.0,20800.0,42697.0,0.0,63392.0,53000.0,3058000.0,-1.0,19750.0,17990.0,556069.0,22256.0,29.0,37600.0,84991.0,5300.0,-1.0,10400.0,0.0,-1.0,-1.0,-1,1252.0,-1.0,77795.0,16500.0,-1.0,14700.0,580.0,36000.0,15310.0,2000.0,35853.0,3.0,117.0,126031.0,3721.0,21369.0,2824741.0,200456.0,1614.0,26723.0,-1.0,-1.0,425.0,666616.0,6603.0,19877.0,522552.0,-1.0,128890.0,7550.0,616.0,1526.0,-1,2633906.0,90.0,-1.0,1263.0,24800.0,28290.0,-1.0,9203.0,539617.0,3045050.0,40665.0,13557.0,4267.0,37400.0,63300.0,-1.0,21356.0,88500.0,6600.0,-1.0,480.0,45894.0,1043.0,600.0,7.0,3300.0,600.0,28400.0,516000.0,-1.0,6305.0,190018.0,62.0,49950.0,4100.0,-1,8363.0
1974,1654.0,20037.0,-1.0,-1.0,92534.0,11247.0,3014037.0,154104.0,1094160.0,2450.0,222362.0,40140.0,-1.0,47504.0,-1.0,120200.0,65622.0,50000.0,740464.0,7189.0,46282.0,12280.0,32.0,147999.0,32120.0,13718.0,59500.0,122272.0,1357.0,15300.0,50305.0,-1.0,-1.0,261.0,50.0,100.0,950.0,-1,-1.0,53160.0,460.0,1054.0,6.0,274.0,-1.0,18005.0,-1.0,130.0,2692.0,-1.0,178800.0,-1.0,166.0,-1.0,6000.0,-1.0,-1.0,-1.0,-1.0,0.0,20800.0,46200.0,0.0,91484.0,55200.0,2994000.0,-1.0,24111.0,19990.0,483476.0,24106.0,32.0,26700.0,85044.0,5300.0,-1.0,15100.0,0.0,-1.0,0.0,-1,873.0,-1.0,84206.0,11200.0,-1.0,17850.0,560.0,48300.0,13700.0,2900.0,36686.0,-1.0,70.0,132383.0,3720.0,20518.0,2512526.0,231250.0,837.0,22231.0,-1.0,-1.0,339.0,643814.0,6500.0,36800.0,610787.0,-1.0,132400.0,6830.0,1038.0,1604.0,-1,2397740.0,80.0,-1.0,2854.0,21700.0,30530.0,-1.0,7640.0,666986.0,2992050.0,49020.0,24492.0,5182.0,49800.0,72333.0,-1.0,23138.0,105100.0,6700.0,-1.0,480.0,53491.0,1144.0,600.0,2.0,4200.0,600.0,28400.0,467100.0,-1.0,8564.0,270548.0,98.0,29459.0,5900.0,-1,11264.0
1975,1421.0,15615.0,-1.0,-1.0,54565.0,18168.0,2967115.0,141811.0,1051439.0,2100.0,176743.0,41351.0,-1.0,48578.0,-1.0,118900.0,58838.0,31900.0,803408.0,5719.0,48399.0,9180.0,76.0,124981.0,36120.0,10746.0,58000.0,107571.0,711.0,11400.0,55244.0,-1.0,-1.0,314.0,60.0,100.0,950.0,-1,-1.0,64606.0,460.0,2067.0,13.0,202.0,-1.0,12800.0,-1.0,135.0,1811.0,-1.0,188600.0,-1.0,56.0,-1.0,5800.0,-1.0,-1.0,-1.0,-1.0,0.0,15000.0,57200.0,0.0,48959.0,72072.0,2951500.0,-1.0,40501.0,12990.0,378822.0,32170.0,43.0,22020.0,92636.0,5300.0,-1.0,19100.0,0.0,-1.0,0.0,-1,1133.0,-1.0,83995.0,8600.0,-1.0,20100.0,460.0,53300.0,13000.0,3700.0,44131.0,-1.0,95.0,137846.0,3220.0,19642.0,1807451.0,140150.0,895.0,21441.0,-1.0,-1.0,848.0,521998.0,5820.0,40361.0,490500.0,-1.0,176665.0,5530.0,3655.0,1184.0,-1,2286930.0,60.0,-1.0,4160.0,24185.0,30500.0,-1.0,7055.0,346235.0,3239300.0,54395.0,21214.0,5129.0,48800.0,76833.0,-1.0,23931.0,54000.0,6800.0,-1.0,485.0,43061.0,857.0,600.0,7.0,3000.0,600.0,32900.0,413060.0,-1.0,5090.0,229287.0,68.0,49554.0,6820.0,-1,9722.0
1976,1108.0,14482.0,-1.0,-1.0,50342.0,19891.0,2659482.0,155225.0,763542.0,2594.0,193700.0,41000.0,-1.0,50700.0,-1.0,106900.0,49319.0,24700.0,887916.0,5617.0,23072.0,8860.0,58.0,112442.0,28120.0,11026.0,51000.0,100320.0,655.0,16800.0,44659.0,-1.0,-1.0,209.0,60.0,100.0,950.0,-1,-1.0,53996.0,470.0,2644.0,9.0,211.0,-1.0,16100.0,-1.0,135.0,600.0,-1.0,184100.0,-1.0,23.0,-1.0,6800.0,-1.0,-1.0,-1.0,-1.0,0.0,19200.0,75200.0,0.0,38780.0,63349.0,2645000.0,-1.0,46468.0,6990.0,247911.0,33807.0,48.0,12615.0,58365.0,5300.0,-1.0,18250.0,0.0,-1.0,0.0,-1,1295.0,-1.0,67140.0,7500.0,0.0,22600.0,440.0,53000.0,11890.0,3350.0,34902.0,7.0,83.0,142380.0,3220.0,10309.0,2303642.0,157050.0,1314.0,18503.0,-1.0,-1.0,891.0,442566.0,7700.0,40538.0,488577.0,-1.0,145236.0,6550.0,2800.0,2725.0,-1,2406220.0,24.0,-1.0,2580.0,17385.0,35370.0,-1.0,3928.0,357322.0,3207100.0,73135.0,23309.0,3096.0,53700.0,91699.0,-1.0,26245.0,39000.0,7000.0,-1.0,485.0,38669.0,698.0,600.0,7.0,3200.0,600.0,24900.0,425355.0,-1.0,4914.0,108000.0,278.0,60573.0,6146.0,-1,8475.0
1977,1842.0,12731.0,-1.0,-1.0,38722.0,13646.0,2715231.0,150218.0,1021205.0,2725.0,164394.0,45000.0,-1.0,40326.0,-1.0,124100.0,49942.0,13800.0,989462.0,7079.0,39496.0,4908.0,79.0,119872.0,31220.0,9860.0,39000.0,136924.0,707.0,13400.0,46764.0,-1.0,-1.0,22.0,70.0,100.0,950.0,-1,-1.0,45402.0,470.0,2193.0,8.0,178.0,-1.0,10800.0,-1.0,140.0,400.0,-1.0,200800.0,-1.0,23.0,-1.0,7200.0,-1.0,-1.0,-1.0,-1.0,0.0,21388.0,73600.0,0.0,40303.0,50237.0,2702500.0,-1.0,43361.0,7208.0,329288.0,72841.0,31.0,15875.0,60950.0,5300.0,-1.0,15425.0,0.0,-1.0,0.0,-1,1564.0,-1.0,76162.0,5500.0,0.0,26500.0,440.0,45500.0,8700.0,2400.0,29350.0,7.0,75.0,155096.0,3220.0,10439.0,3132863.0,179000.0,2788.0,16947.0,-1.0,-1.0,933.0,582697.0,6600.0,33570.0,585724.0,-1.0,165610.0,6266.0,3100.0,8022.0,-1,2573702.0,0.0,-1.0,1350.0,23985.0,36120.0,-1.0,3283.0,519625.0,3275900.0,53375.0,30327.0,6350.0,64000.0,89372.0,-1.0,30733.0,33000.0,7200.0,-1.0,490.0,48862.0,716.0,600.0,7.0,3950.0,600.0,28000.0,431923.0,-1.0,6700.0,159000.0,405.0,82215.0,4700.0,-1,11703.0
1978,2214.0,13521.0,-1.0,-1.0,70137.0,22347.0,2950321.0,144041.0,863565.0,1525.0,154641.0,55801.0,-1.0,43314.0,-1.0,132200.0,57474.0,20400.0,1190078.0,8100.0,52719.0,6404.0,0.0,125267.0,47430.0,8616.0,42000.0,149762.0,256.0,12700.0,34885.0,-1.0,-1.0,33.0,70.0,100.0,950.0,-1,-1.0,50144.0,470.0,3203.0,8.0,185.0,-1.0,12167.0,-1.0,150.0,300.0,-1.0,145700.0,-1.0,21.0,-1.0,11500.0,-1.0,-1.0,-1.0,1332.0,0.0,16792.0,73800.0,0.0,40436.0,73140.0,2936800.0,-1.0,50097.0,10644.0,412310.0,90660.0,20.0,18075.0,69400.0,5300.0,-1.0,22640.0,0.0,-1.0,0.0,-1,1260.0,-1.0,85333.0,6420.0,0.0,34650.0,300.0,44000.0,4900.0,1700.0,25950.0,10.0,79.0,136152.0,3230.0,11009.0,2363560.0,134000.0,3676.0,16498.0,-1.0,-1.0,933.0,480215.0,4790.0,28686.0,484650.0,-1.0,225270.0,4966.0,2700.0,3722.0,-1,2907348.0,-1.0,-1.0,1490.0,29285.0,33800.0,-1.0,2837.0,464707.0,3193350.0,66050.0,24606.0,11386.0,79200.0,99932.0,-1.0,41406.0,34000.0,7400.0,-1.0,490.0,32971.0,490.0,600.0,8.0,3500.0,600.0,44200.0,472046.0,-1.0,9500.0,198000.0,302.0,39763.0,7100.0,-1,10063.0
1979,2043.0,13492.0,-1.0,-1.0,113548.0,28715.0,3005742.0,128619.0,916755.0,2860.0,145861.0,65551.0,-1.0,50166.0,-1.0,103968.0,50374.0,6100.0,1096834.0,9100.0,58556.0,5728.0,0.0,115025.0,55770.0,6298.0,28000.0,162638.0,79.0,9700.0,34105.0,-1.0,-1.0,20.0,70.0,100.0,950.0,-1,-1.0,33073.0,480.0,3800.0,9.0,97.0,-1.0,10701.0,-1.0,170.0,159.0,-1.0,128300.0,-1.0,14.0,-1.0,11500.0,-1.0,-1.0,-1.0,-1.0,0.0,17277.0,74500.0,0.0,45574.0,67190.0,2992250.0,-1.0,58209.0,12844.0,317014.0,73281.0,5.0,15735.0,84550.0,5300.0,-1.0,31080.0,0.0,-1.0,0.0,-1,1590.0,-1.0,71634.0,8900.0,0.0,26500.0,300.0,35000.0,5800.0,4300.0,22739.0,8.0,50.0,157119.0,2670.0,12277.0,3185138.0,99700.0,5370.0,6897.0,-1.0,-1.0,1145.0,735767.0,6010.0,32648.0,488357.0,-1.0,178019.0,2420.0,2600.0,4738.0,-1,2788480.0,-1.0,-1.0,1210.0,20731.0,33800.0,-1.0,3476.0,436733.0,2897050.0,50720.0,24386.0,8781.0,75200.0,108893.0,-1.0,46709.0,26000.0,8000.0,-1.0,495.0,42095.0,413.0,600.0,3.0,3500.0,600.0,53100.0,519995.0,-1.0,6300.0,117000.0,333.0,37384.0,5100.0,-1,9025.0
1980,2015.0,12331.0,-1.0,-1.0,113567.0,23315.0,3506331.0,117262.0,942781.0,5300.0,151133.0,67514.0,-1.0,60399.0,-1.0,115700.0,54561.0,4100.0,907840.0,6100.0,69198.0,3400.0,-1.0,24204.0,85709.0,4773.0,37000.0,153045.0,80.0,7200.0,32911.0,-1.0,-1.0,20.0,70.0,100.0,950.0,-1,-1.0,31200.0,480.0,1593.0,9.0,24.0,-1.0,9247.0,-1.0,170.0,0.0,-1.0,153100.0,-1.0,21.0,-1.0,16900.0,1000.0,-1.0,-1.0,-1.0,0.0,14597.0,73800.0,0.0,59502.0,53680.0,3494000.0,-1.0,42236.0,17320.0,334975.0,74874.0,7.0,6800.0,87027.0,5500.0,-1.0,32090.0,0.0,-1.0,0.0,-1,2040.0,-1.0,70176.0,6100.0,-1.0,38500.0,150.0,21700.0,5000.0,7200.0,21936.0,5.0,16.0,167245.0,2509.0,8216.0,2421539.0,57550.0,5400.0,11240.0,-1.0,-1.0,1145.0,722343.0,6730.0,27294.0,516300.0,-1.0,149737.0,1700.0,2500.0,5100.0,-1,2814306.0,-1.0,-1.0,1160.0,24886.0,43100.0,-1.0,3500.0,462188.0,3173650.0,59070.0,31927.0,7303.0,78100.0,106368.0,-1.0,59010.0,7000.0,5400.0,-1.0,495.0,61580.0,505.0,600.0,2.0,3500.0,600.0,83200.0,564623.0,-1.0,6800.0,114900.0,489.0,29324.0,7400.0,-1,7877.0
1981,2343.0,7092.0,-1.0,-1.0,123631.0,21628.0,3908092.0,131000.0,978010.0,5493.0,126548.0,59284.0,-1.0,70995.0,-1.0,125000.0,59002.0,5100.0,862036.0,8535.0,62679.0,6800.0,-1.0,78108.0,100900.0,5177.0,37500.0,114697.0,80.0,15300.0,34191.0,-1.0,-1.0,21.0,105.0,100.0,950.0,-1,-1.0,26200.0,500.0,1900.0,9.0,5.0,-1.0,7260.0,-1.0,180.0,0.0,-1.0,152000.0,-1.0,46.0,-1.0,16700.0,1300.0,-1.0,-1.0,-1.0,0.0,12969.0,51600.0,0.0,49746.0,38759.0,3901000.0,-1.0,39865.0,12088.0,313122.0,105869.0,11.0,6515.0,95757.0,6300.0,-1.0,30800.0,0.0,-1.0,-1.0,-1,2440.0,-1.0,51924.0,5000.0,-1.0,38900.0,150.0,20000.0,4400.0,8000.0,14057.0,3.0,6.0,138655.0,2000.0,10564.0,3406432.0,78220.0,6183.0,7900.0,-1.0,-1.0,848.0,755912.0,8300.0,31695.0,502000.0,-1.0,86169.0,2100.0,1900.0,6264.0,-1,2902640.0,-1.0,-1.0,730.0,15979.0,43300.0,-1.0,2570.0,416172.0,3228000.0,39340.0,30250.0,6413.0,94800.0,118619.0,-1.0,55682.0,7000.0,7000.0,-1.0,500.0,71061.0,95.0,600.0,11.0,3600.0,600.0,98900.0,527300.0,-1.0,5200.0,99600.0,927.0,27713.0,8000.0,-1,7592.0
1982,2080.0,6885.0,-1.0,-1.0,64900.0,28817.0,4304885.0,157995.0,1019557.0,5650.0,112037.0,42663.0,-1.0,74914.0,-1.0,101000.0,46862.0,5100.0,904998.0,5843.0,42543.0,7340.0,-1.0,66322.0,136600.0,5733.0,27300.0,71785.0,80.0,18400.0,36071.0,-1.0,-1.0,21.0,105.0,100.0,950.0,-1,-1.0,38200.0,500.0,1535.0,10.0,4.0,-1.0,13290.0,-1.0,190.0,0.0,-1.0,79500.0,-1.0,51.0,-1.0,16800.0,1500.0,-1.0,-1.0,-1.0,0.0,10843.0,67600.0,0.0,58077.0,26861.0,4298000.0,-1.0,51876.0,12782.0,288313.0,90766.0,7.0,3900.0,86935.0,7000.0,-1.0,28700.0,0.0,-1.0,-1.0,-1,2340.0,-1.0,47695.0,12000.0,-1.0,47150.0,70.0,15000.0,4600.0,8100.0,11253.0,2.0,4.0,129546.0,2000.0,11321.0,2604500.0,94110.0,4602.0,24951.0,-1.0,-1.0,1400.0,831529.0,8000.0,33133.0,499185.0,-1.0,154059.0,2250.0,1600.0,2743.0,-1,2612500.0,-1.0,-1.0,800.0,20893.0,43306.0,-1.0,2345.0,243072.0,3275000.0,39510.0,23795.0,6500.0,87700.0,127756.0,-1.0,56454.0,11000.0,7000.0,-1.0,500.0,56182.0,170.0,600.0,7.0,3700.0,600.0,134600.0,480248.0,-1.0,5500.0,156500.0,841.0,21514.0,4600.0,-1,9343.0
1983,1696.0,8276.0,-1.0,-1.0,96809.0,29855.0,5376776.0,193500.0,845700.0,5568.0,98740.0,39039.0,-1.0,74589.0,-1.0,134000.0,50817.0,10000.0,963345.0,3515.0,33575.0,7340.0,-1.0,83248.0,102300.0,6832.0,16000.0,56923.0,80.0,11700.0,36846.0,-1.0,-1.0,21.0,105.0,120.0,950.0,-1,-1.0,59900.0,500.0,500.0,10.0,3.0,-1.0,12300.0,-1.0,190.0,0.0,-1.0,70100.0,-1.0,28.0,-1.0,17000.0,900.0,-1.0,-1.0,-1.0,0.0,11743.0,68400.0,0.0,58234.0,28420.0,5368500.0,-1.0,56242.0,12980.0,328456.0,96000.0,13.0,3221.0,37343.0,7800.0,-1.0,37000.0,0.0,-1.0,-1.0,-1,2490.0,-1.0,48117.0,17000.0,-1.0,52400.0,70.0,16700.0,3900.0,11500.0,18190.0,0.0,5.0,99563.0,1500.0,11442.0,1692000.0,91110.0,7458.0,28112.0,-1.0,-1.0,1145.0,502490.0,8100.0,37775.0,531220.0,-1.0,114812.0,2500.0,1400.0,2339.0,-1,2522200.0,-1.0,-1.0,1551.0,24462.0,36510.0,-1.0,2130.0,304706.0,3143000.0,57550.0,17302.0,4360.0,92700.0,133852.0,-1.0,65749.0,8000.0,5200.0,-1.0,500.0,41598.0,60.0,600.0,6.0,3800.0,600.0,100800.0,419500.0,-1.0,21000.0,193000.0,276.0,20245.0,2900.0,-1,7740.0
1984,2323.0,7312.0,-1.0,-1.0,89190.0,34240.0,7301312.0,160000.0,920646.0,5750.0,98975.0,25048.0,-1.0,61285.0,-1.0,142000.0,92000.0,12200.0,943378.0,8576.0,38869.0,6332.0,-1.0,89388.0,142800.0,6628.0,13500.0,60297.0,80.0,18900.0,40709.0,-1.0,-1.0,21.0,105.0,150.0,950.0,-1,-1.0,35526.0,510.0,24.0,10.0,6.0,-1.0,17310.0,-1.0,200.0,0.0,-1.0,115578.0,-1.0,0.0,-1.0,17150.0,1500.0,-1.0,-1.0,-1.0,0.0,14647.0,89700.0,0.0,58959.0,29954.0,7294000.0,-1.0,57392.0,13996.0,240170.0,121000.0,13.0,2374.0,68559.0,9000.0,-1.0,38100.0,0.0,-1.0,-1.0,-1,2247.0,-1.0,36026.0,33000.0,-1.0,39450.0,24.0,22700.0,3550.0,10600.0,20498.0,-1.0,20.0,97251.0,1500.0,10472.0,2826500.0,112110.0,15806.0,27500.0,-1.0,-1.0,1145.0,1015876.0,5200.0,37742.0,589760.0,-1.0,182468.0,2570.0,2500.0,2294.0,-1,2903400.0,-1.0,-1.0,1480.0,27900.0,36970.0,-1.0,1860.0,348826.0,2823000.0,68660.0,27417.0,6090.0,87600.0,137608.0,-1.0,58402.0,6000.0,6500.0,-1.0,500.0,54343.0,98.0,600.0,6.0,3900.0,600.0,141300.0,420000.0,-1.0,32000.0,222000.0,932.0,13112.0,5700.0,-1,11635.0
1985,2583.0,5662.0,-1.0,-1.0,94038.0,45353.0,6529802.0,170000.0,1376363.0,3604.0,75735.0,33124.0,-1.0,87726.0,-1.0,168000.0,104000.0,16579.0,1393816.0,12088.0,51288.0,2040.0,-1.0,72057.0,250200.0,8359.0,7000.0,59720.0,80.0,10900.0,44080.0,-1.0,-1.0,21.0,175.0,180.0,950.0,-1,-1.0,38504.0,510.0,1.0,10.0,35.0,-1.0,13312.0,-1.0,200.0,0.0,-1.0,141995.0,-1.0,0.0,-1.0,17150.0,1500.0,-1.0,-1.0,-1.0,0.0,15421.0,100800.0,0.0,57580.0,29528.0,6524140.0,-1.0,69159.0,12980.0,343785.0,165500.0,13.0,4698.0,98800.0,11000.0,-1.0,45600.0,0.0,-1.0,-1.0,-1,2139.0,-1.0,36295.0,34000.0,-1.0,58300.0,14.0,18000.0,3600.0,23250.0,33049.0,-1.0,72.0,92560.0,1500.0,8676.0,2924000.0,106125.0,10891.0,22000.0,-1.0,-1.0,1145.0,1222889.0,8700.0,37426.0,523200.0,-1.0,173972.0,5350.0,500.0,2279.0,-1,3816790.0,-1.0,-1.0,1740.0,25879.0,39480.0,-1.0,1590.0,271245.0,3202000.0,61784.0,22533.0,4850.0,99000.0,141351.0,-1.0,88418.0,6000.0,8800.0,-1.0,500.0,71934.0,80.0,600.0,6.0,4000.0,600.0,248700.0,469000.0,-1.0,36000.0,206000.0,613.0,11124.0,5500.0,-1,12643.0
1986,3116.0,7120.0,-1.0,-1.0,82860.0,65970.0,4768772.0,159000.0,1149978.0,3380.0,112081.0,61100.0,-1.0,100958.0,-1.0,205000.0,90300.0,8900.0,1585518.0,9521.0,52538.0,6512.0,-1.0,53748.0,268300.0,10082.0,9000.0,54171.0,80.0,10700.0,46790.0,-1.0,-1.0,21.0,200.0,350.0,950.0,-1,-1.0,34142.0,510.0,5.0,10.0,130.0,-1.0,9922.0,-1.0,210.0,0.0,-1.0,143412.0,-1.0,0.0,-1.0,17200.0,1500.0,-1.0,-1.0,-1.0,0.0,15854.0,67100.0,0.0,50570.0,25793.0,4761652.0,-1.0,80574.0,7320.0,298060.0,107400.0,13.0,4000.0,103100.0,13500.0,-1.0,46600.0,0.0,-1.0,-1.0,-1,1971.0,-1.0,23638.0,48000.0,-1.0,68150.0,15.0,18000.0,6760.0,26424.0,36165.0,-1.0,55.0,113933.0,1000.0,10866.0,2119000.0,111042.0,12000.0,20500.0,-1.0,-1.0,1145.0,1325338.0,9400.0,31841.0,523100.0,-1.0,122600.0,7200.0,2738.0,1645.0,-1,2777400.0,-1.0,-1.0,3140.0,22072.0,37500.0,-1.0,1120.0,213413.0,3052000.0,47120.0,25902.0,3048.0,69000.0,153632.0,-1.0,82368.0,6000.0,8450.0,-1.0,500.0,91984.0,40.0,600.0,6.0,4500.0,600.0,267300.0,442000.0,-1.0,25000.0,148000.0,420.0,36990.0,6350.0,-1,8580.0
1987,3071.0,6077.0,-1.0,-1.0,72783.0,58510.0,5788077.0,123000.0,895726.0,4820.0,118470.0,23450.0,-1.0,84654.0,-1.0,194000.0,88300.0,5800.0,1240473.0,5549.0,63193.0,6512.0,-1.0,52652.0,222600.0,5770.0,14000.0,28520.0,80.0,15300.0,38349.0,-1.0,-1.0,21.0,260.0,361.0,950.0,-1,-1.0,47898.0,510.0,5.0,10.0,40.0,-1.0,7922.0,-1.0,210.0,0.0,-1.0,137835.0,-1.0,0.0,-1.0,17400.0,1500.0,-1.0,-1.0,-1.0,0.0,16393.0,72500.0,0.0,44656.0,20488.0,5782000.0,-1.0,76933.0,6825.0,232177.0,84175.0,13.0,2202.0,69800.0,15400.0,-1.0,45103.0,0.0,-1.0,-1.0,-1,2581.0,-1.0,18768.0,27000.0,-1.0,68700.0,17.0,13000.0,7095.0,31900.0,26341.0,-1.0,55.0,110008.0,1000.0,9247.0,3214000.0,106026.0,7200.0,18000.0,-1.0,-1.0,1782.0,1473404.0,12200.0,30806.0,542486.0,-1.0,102600.0,10520.0,2722.0,1480.0,-1,2349100.0,-1.0,-1.0,3000.0,19927.0,38280.0,-1.0,3519.0,300087.0,2951000.0,65630.0,27007.0,2845.0,59200.0,163122.0,-1.0,93067.0,6000.0,7750.0,-1.0,500.0,82276.0,64.0,600.0,6.0,4900.0,600.0,221600.0,385000.0,-1.0,32000.0,166000.0,334.0,55270.0,4800.0,-1,11631.0
