,USSR,Burkina Faso,France,Fiji,Australia,Panama,Pakistan,French Guiana,Thailand,Belize,Ethiopia,Kenya,Guyana,Romania,Lao People's Democratic Republic,Zambia,Solomon Islands,Peru,Papua New Guinea,Somalia,Suriname,Togo,Albania,Brazil,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Australia & New Zealand,El Salvador,Hungary,Chad,Colombia,Spain,Central African Republic,India,Jamaica,Ecuador,Swaziland,Indonesia,Republic of Moldova,Argentina,Turkey,Angola,South Sudan,Egypt,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Tajikistan,Haiti,Republic of Korea,Democratic Republic of the Congo,Nigeria,Mali,Congo,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Puerto Rico,Iran (Islamic Republic of),Kazakhstan,Gambia,Ghana,"China, mainland",Algeria,Guinea-Bissau,Rwanda,New Zealand,Cameroon,Guatemala,Cuba,Pacific Islands Trust Territory,United States of America,Bhutan,Turkmenistan,Micronesia (Federated States of),Philippines,Iraq,Madagascar,Timor-Leste,United Republic of Tanzania,Burundi,Nepal,Costa Rica,Bangladesh,Italy,Senegal,Mauritius,Uganda,Comoros,Benin,Uzbekistan,China,Cambodia,Armenia,Sudan (former),Morocco,Chile,Honduras,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Malawi,"China, Taiwan Province of",Réunion,Japan,Afghanistan,Trinidad and Tobago,Saudi Arabia,Sudan,Azerbaijan,Nicaragua,Viet Nam,Mauritania,Russian Federation,Micronesia,Portugal,Bolivia (Plurinational State of),Paraguay,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Brunei Darussalam,Mexico,Guinea,Sierra Leone,Sri Lanka,Côte d'Ivoire,South Africa,Bulgaria,Myanmar,Ukraine,Liberia
1981,634000.0,39471.0,5300.0,8185.0,106000.0,99850.0,1976000.0,510.0,9105026.0,3972.0,,9443.0,87985.0,20000.0,745062.0,5362.0,4029.0,160874.0,120.0,5700.0,70823.0,18100.0,4000.0,6101772.0,95000.0,20700.0,20.0,670000.0,106000.0,13846.0,13098.0,40000.0,439015.0,69000.0,13356.0,40708400.0,747.0,131275.0,1200.0,9381839.0,,81800.0,72750.0,11000.0,,401685.0,12334.0,,711000.0,15800.0,,50000.0,1223892.0,300700.0,600000.0,115593.0,2700.0,111130.0,20.0,8790.0,650.0,459108.0,,27800.0,116000.0,33261008.0,420.0,90000.0,1673.0,,21428.0,15400.0,144400.0,84.0,1534580.0,28000.0,,,3442830.0,54500.0,1185330.0,16000.0,280000.0,5000.0,1296530.0,80000.0,10460925.0,168967.0,75848.0,24.0,12000.0,12000.0,8196.0,,33928110.0,1317000.0,,10500.0,5200.0,31400.0,21212.0,62250.0,626.0,,400.0,22840.0,667082.0,,2278000.0,174000.0,891.0,,,,41568.0,5651900.0,3489.0,,84.0,25210.0,63360.0,23343.0,,243279.0,1828.0,174792.0,293535.0,400000.0,842473.0,340000.0,1300.0,16431.0,4808700.0,,210000.0
1982,648000.0,25118.0,5400.0,9554.0,127000.0,95030.0,1978100.0,445.0,8940017.0,3342.0,,10459.0,96921.0,21000.0,736812.0,5920.0,3191.0,180923.0,180.0,6000.0,72571.0,28400.0,4000.0,6024657.0,95000.0,20200.0,13.0,640000.0,127000.0,11189.0,12751.0,41344.0,473910.0,67600.0,14100.0,38262000.0,575.0,131720.0,503.0,8988455.0,,113600.0,77350.0,11000.0,,430758.0,12925.0,,682000.0,15525.0,,50000.0,1188073.0,309100.0,600000.0,181624.0,2100.0,103000.0,20.0,8722.0,650.0,483142.0,,27200.0,61000.0,33038000.0,420.0,143000.0,1599.0,,27640.0,17360.0,150700.0,84.0,1320100.0,29000.0,,,3239630.0,57625.0,1188100.0,16500.0,300000.0,3500.0,1264840.0,77098.0,10585735.0,176553.0,67105.0,3.0,15000.0,12000.0,7783.0,,33697392.0,1615000.0,,8000.0,1000.0,36960.0,15048.0,69450.0,372.0,,400.0,22500.0,659379.0,,2257000.0,165500.0,1010.0,,,,42610.0,5711700.0,4000.0,,84.0,33683.0,54296.0,31400.0,,227436.0,1596.0,156809.0,306460.0,400000.0,746000.0,350000.0,1300.0,16443.0,4562300.0,,210000.0
1983,651100.0,21542.0,7000.0,8924.0,77000.0,97820.0,1998500.0,965.0,9606013.0,2368.0,,11308.0,75716.0,27500.0,694347.0,7014.0,2567.0,190498.0,260.0,1000.0,73343.0,21700.0,3600.0,5108250.0,100000.0,22200.0,9.0,645000.0,77000.0,12587.0,12515.0,38259.0,425490.0,40800.0,9200.0,41244000.0,868.0,94851.0,459.0,9162469.0,,92100.0,70000.0,9000.0,,423000.0,11751.0,,666000.0,15000.0,,50000.0,1228481.0,318200.0,630000.0,187900.0,1600.0,105000.0,20.0,9156.0,630.0,429451.0,,14800.0,40000.0,33136336.0,450.0,120000.0,2500.0,,17462.0,12328.0,149100.0,84.0,877750.0,30000.0,,,3140670.0,48900.0,1189000.0,18000.0,224110.0,3500.0,1334200.0,73196.0,9738460.0,182518.0,52006.0,24.0,17000.0,12000.0,7390.0,,33781824.0,1612000.0,,2520.0,1700.0,30430.0,21767.0,70155.0,372.0,,400.0,20309.0,645479.0,,2273000.0,155000.0,985.0,,,,43951.0,5611700.0,4100.0,,84.0,26483.0,43569.0,33900.0,,164407.0,1694.0,133326.0,319955.0,370000.0,776656.0,380000.0,1300.0,15603.0,4659200.0,,235710.0
1984,687800.0,21037.0,9200.0,10442.0,119038.0,93040.0,1998500.0,1565.0,9629710.0,2520.0,,12464.0,97366.0,33000.0,655095.0,8740.0,2446.0,235410.0,270.0,1300.0,74770.0,21100.0,3600.0,5351473.0,100000.0,19300.0,11.0,645000.0,119038.0,15330.0,13363.0,32044.0,370860.0,73000.0,10240.0,41158800.0,1565.0,139080.0,295.0,9763580.0,,128385.0,63948.0,9000.0,,413711.0,13158.0,,624000.0,15000.0,,55000.0,1230861.0,326800.0,650000.0,165176.0,1200.0,117000.0,20.0,9051.0,600.0,441551.0,,10600.0,69000.0,33178400.0,450.0,100000.0,2680.0,,18460.0,16030.0,160600.0,84.0,1134000.0,30612.0,,,3221770.0,39150.0,1170100.0,20928.0,271210.0,6000.0,1376860.0,72335.0,10223443.0,180386.0,66090.0,49.0,17000.0,13000.0,6229.0,,33765103.0,978000.0,,2100.0,1800.0,39880.0,17850.0,78770.0,500.0,,239.0,21917.0,586692.0,,2315000.0,149000.0,1762.0,,,,41020.0,5675000.0,4553.0,,84.0,29903.0,113944.0,36500.0,,151062.0,2100.0,125896.0,334045.0,318892.0,885807.0,411000.0,1300.0,15999.0,4601300.0,,231600.0
1985,671200.0,27741.0,11200.0,11653.0,121800.0,90150.0,1863200.0,2054.0,9833074.0,2452.0,,14498.0,77779.0,37600.0,663487.0,10701.0,2170.0,192711.0,300.0,2600.0,74890.0,21700.0,3000.0,4754692.0,100000.0,20600.0,6.0,645000.0,121800.0,17290.0,11237.0,14798.0,370600.0,74581.0,7560.0,41137200.0,1403.0,149897.0,400.0,9902293.0,,108750.0,59780.0,6000.0,,388600.0,14123.0,,654974.0,16859.0,,55000.0,1236768.0,389030.0,670000.0,184833.0,900.0,110301.0,20.0,9051.0,1700.0,478592.0,,12100.0,68000.0,32070000.0,450.0,60000.0,2500.0,,22670.0,14560.0,159200.0,80.0,1008500.0,32000.0,,,3402610.0,52525.0,1183520.0,20000.0,236540.0,4530.0,1391040.0,73949.0,10398170.0,185510.0,78153.0,30.0,14000.0,12800.0,5279.0,,32633684.0,1450000.0,,1800.0,600.0,38520.0,17565.0,84929.0,100.0,,290.0,20807.0,563678.0,,2342000.0,141000.0,1901.0,,,,40810.0,5718300.0,5000.0,,80.0,30302.0,112792.0,39000.0,,180769.0,873.0,216466.0,348755.0,339865.0,864677.0,450000.0,1300.0,12851.0,4660800.0,,230731.0
1986,620700.0,22586.0,11700.0,11416.0,106100.0,86140.0,2065600.0,2604.0,9194021.0,1530.0,,14500.0,83931.0,43200.0,641632.0,10404.0,2355.0,161153.0,330.0,3200.0,75136.0,17210.0,3000.0,5590927.0,100000.0,27600.0,5.0,645000.0,106100.0,12040.0,11653.0,18410.0,325169.0,78476.0,8400.0,41166704.0,777.0,227843.0,400.0,9988453.0,,112900.0,55000.0,6000.0,,423400.0,14101.0,,650875.0,18000.0,,55000.0,1235925.0,392770.0,700000.0,190597.0,885.0,98012.0,20.0,9325.0,1700.0,471029.0,,15220.0,76100.0,32266000.0,460.0,55000.0,3600.0,,20000.0,14350.0,170600.0,80.0,955000.0,35000.0,,,3402910.0,50200.0,1187565.0,20000.0,273760.0,6810.0,1333360.0,60320.0,10609152.0,191628.0,71479.0,32.0,19000.0,12800.0,7045.0,,32797566.0,1520000.0,,1500.0,4500.0,32020.0,13717.0,82400.0,100.0,,290.0,22874.0,531561.0,40.0,2303000.0,150000.0,2031.0,,,,36610.0,5703100.0,6600.0,,80.0,32852.0,92200.0,31100.0,,124142.0,721.0,157430.0,364110.0,339865.0,836401.0,509000.0,1300.0,13260.0,4665700.0,,233104.0
1987,657000.0,18922.0,11952.0,12227.0,95900.0,82930.0,1963000.0,3186.0,9147076.0,1800.0,,14500.0,74858.0,44700.0,542018.0,8689.0,0.0,229465.0,330.0,3600.0,71155.0,15500.0,3300.0,6000016.0,105000.0,24800.0,4.0,645000.0,95900.0,11690.0,13212.0,21352.0,348500.0,76365.0,9860.0,38806304.0,1092.0,275900.0,400.0,9922594.0,,94680.0,53000.0,3000.0,,412940.0,12557.0,,658954.0,20000.0,,50000.0,1262324.0,410960.0,745000.0,163079.0,890.0,113426.0,20.0,9675.0,650.0,526961.0,,15930.0,72000.0,32192800.0,480.0,50000.0,2900.0,,15000.0,23310.0,153295.0,80.0,944100.0,37000.0,,,3255900.0,70000.0,1098000.0,19739.0,351190.0,12000.0,1423290.0,50770.0,10322186.0,189621.0,74346.0,14.0,16000.0,12800.0,6956.0,,32694296.0,1370000.0,,1200.0,8900.0,37270.0,20763.0,79400.0,207.0,,100.0,19076.0,501492.0,40.0,2146000.0,162000.0,2700.0,,,,38920.0,5603100.0,11290.0,,80.0,32790.0,93450.0,40900.0,,136471.0,1016.0,154814.0,380145.0,357381.0,679417.0,512000.0,1300.0,14141.0,4482800.0,,235830.0
1988,671000.0,21872.0,14336.0,13401.0,105400.0,83800.0,2041700.0,3626.0,9905932.0,2000.0,,14000.0,73789.0,49000.0,524828.0,10593.0,0.0,219247.0,330.0,5000.0,69520.0,25200.0,3200.0,5960984.0,105000.0,17600.0,1.0,645000.0,105400.0,13790.0,13082.0,31615.0,389000.0,79900.0,9580.0,41735808.0,398.0,287618.0,400.0,10138155.0,,91700.0,50974.0,3000.0,,351600.0,13731.0,,671755.0,22000.0,,54000.0,1260129.0,435870.0,1041000.0,231262.0,946.0,100063.0,20.0,8636.0,530.0,467233.0,,19210.0,51800.0,31987472.0,530.0,48795.0,3274.0,,11660.0,12000.0,151477.0,80.0,1173600.0,26030.0,,,3392670.0,50475.0,1111000.0,17274.0,345000.0,10000.0,1450470.0,58352.0,10224232.0,198428.0,78809.0,5.0,17000.0,12800.0,7120.0,,32458538.0,1825000.0,,1200.0,7500.0,38900.0,13527.0,80844.0,200.0,,240.0,22658.0,471065.0,40.0,2110000.0,180000.0,2800.0,,,,38430.0,5740800.0,12230.0,,80.0,33601.0,96230.0,33400.0,5.0,135180.0,890.0,126670.0,396885.0,387800.0,815561.0,519000.0,1300.0,14118.0,4527300.0,,233200.0
1989,656300.0,20370.0,17530.0,13147.0,97000.0,87910.0,2106900.0,4022.0,9879040.0,4161.0,,14220.0,69730.0,49300.0,596160.0,12811.0,0.0,213313.0,320.0,6500.0,69860.0,19900.0,2700.0,5254159.0,110000.0,22536.0,1.0,630000.0,97000.0,15515.0,11991.0,38000.0,515800.0,58500.0,9523.0,42166896.0,154.0,277590.0,400.0,10531207.0,,104900.0,66000.0,4000.0,,413266.0,13467.0,,664137.0,16100.0,,56000.0,1256661.0,459630.0,1652000.0,230919.0,979.0,104568.0,20.0,6056.0,50.0,518994.0,,14049.0,71600.0,32700400.0,530.0,54639.0,3088.0,,11280.0,15120.0,167421.0,80.0,1087000.0,26000.0,,,3497280.0,72750.0,1146000.0,15635.0,385310.0,12000.0,1432850.0,43245.0,10478188.0,206067.0,79331.0,5.0,32000.0,13000.0,6527.0,,33175855.0,1861000.0,,500.0,700.0,42990.0,16899.0,95175.0,203.0,,380.0,25573.0,475454.0,40.0,2097000.0,170000.0,4800.0,,,,39550.0,5911200.0,13650.0,,80.0,33630.0,105090.0,32400.0,5.0,93423.0,700.0,151458.0,414360.0,403200.0,689753.0,545000.0,1300.0,13643.0,4732400.0,,252200.0
1990,614000.0,23000.0,20400.0,12112.0,105000.0,98361.0,2112700.0,5104.0,8791885.0,3200.0,,13261.0,51347.0,39900.0,650300.0,9533.0,259.0,184758.0,340.0,5000.0,52005.0,19200.0,3000.0,3946690.0,110160.0,22989.0,1.0,600000.0,105000.0,14257.0,11741.0,36854.0,521100.0,90387.0,4675.0,42686608.0,93.0,269190.0,362.0,10502357.0,,116620.0,46348.0,3154.0,,435908.0,12711.0,,680647.0,16500.0,,61500.0,1244341.0,487190.0,1208000.0,196631.0,1633.0,89361.0,21.0,8880.0,0.0,524266.0,,14608.0,49000.0,33064704.0,550.0,60100.0,6816.0,-1.0,11040.0,14280.0,154896.0,85.0,1142400.0,26295.0,,,3318720.0,79200.0,1165000.0,17706.0,384500.0,12000.0,1455170.0,50824.0,10435340.0,214124.0,72957.0,3.0,39000.0,13224.0,7836.0,,33518971.0,1855000.0,,800.0,800.0,32590.0,17570.0,78091.0,200.0,,400.0,29042.0,454266.0,40.0,2074000.0,175000.0,4310.0,0.0,,,45920.0,6042800.0,15551.0,,85.0,33824.0,109381.0,34000.0,4.0,114755.0,600.0,105402.0,432605.0,392600.0,828246.0,572000.0,1191.0,10590.0,4760000.0,,175000.0
1991,599400.0,18000.0,21300.0,12337.0,89000.0,94090.0,2096900.0,6671.0,9052960.0,5627.0,,13000.0,75185.0,21600.0,556878.0,13450.0,602.0,158348.0,350.0,4000.0,60085.0,25400.0,800.0,4121600.0,106507.0,20979.0,0.0,588000.0,89000.0,16310.0,8620.0,48473.0,435100.0,93721.0,5730.0,42648704.0,208.0,283900.0,400.0,10281519.0,,86265.0,40400.0,4000.0,,462458.0,13289.0,,683640.0,16200.0,,60000.0,1208455.0,489991.0,1652000.0,263019.0,1800.0,92094.0,17.0,8692.0,0.0,582321.0,,13448.0,94900.0,32590000.0,560.0,61436.0,6800.0,-1.0,10000.0,16520.0,152149.0,,1125400.0,45913.0,,-1.0,3424960.0,85925.0,1140000.0,25495.0,368700.0,13000.0,1411810.0,48429.0,10244503.0,204996.0,72264.0,2.0,45000.0,13500.0,7660.0,,33018802.0,1719000.0,,800.0,6400.0,29750.0,20909.0,103125.0,200.0,,501.0,32841.0,428802.0,40.0,2049000.0,173000.0,5200.0,0.0,,,40320.0,6302700.0,14818.0,,-1.0,33466.0,114560.0,33400.0,0.0,151764.0,550.0,84790.0,451655.0,372970.0,790664.0,625000.0,1384.0,8203.0,4575000.0,,110000.0
1992,,24800.0,23800.0,10441.0,127000.0,93140.0,1973400.0,7379.0,9159680.0,4414.0,,12500.0,81467.0,16400.0,565749.0,14369.0,607.0,166499.0,347.0,5626.0,68750.0,13650.0,240.0,4687020.0,109162.0,28017.0,0.0,592000.0,127000.0,16520.0,4899.0,53398.0,423571.0,85699.0,5511.0,41775000.0,211.0,309600.0,303.0,11103317.0,,140700.0,42978.0,4339.0,,511000.0,11395.0,8465.0,672753.0,14400.0,10000.0,58130.0,1157000.0,556254.0,1664000.0,233194.0,1879.0,110250.0,19.0,,0.0,596040.0,117000.0,11223.0,79700.0,32090208.0,570.0,65023.0,6700.0,-1.0,15000.0,15540.0,171821.0,,1267500.0,39492.0,28000.0,-1.0,3237000.0,95000.0,1174000.0,19381.0,306570.0,13000.0,1262110.0,52715.0,10178417.0,216410.0,73696.0,1.0,50000.0,14000.0,7786.0,182020.0,32487358.0,1685400.0,,1300.0,7200.0,31760.0,13643.0,127300.0,180.0,1900.0,364.0,18241.0,397150.0,40.0,2106000.0,175000.0,6000.0,0.0,,1000.0,52640.0,6475400.0,12721.0,265300.0,-1.0,21118.0,125013.0,33000.0,-1.0,158832.0,600.0,90420.0,471545.0,354322.0,766022.0,649000.0,1374.0,4525.0,5056200.0,24326.0,120000.0
1993,,24877.0,25700.0,9459.0,125000.0,93500.0,2187100.0,7379.0,9000000.0,4968.0,5400.0,11330.0,101356.0,12009.0,551708.0,13802.0,613.0,177527.0,350.0,2000.0,58640.0,28200.0,140.0,4411320.0,105402.0,30000.0,0.0,589000.0,125000.0,15820.0,4846.0,41358.0,385915.0,48444.0,5374.0,42539000.0,86.0,356210.0,200.0,11012780.0,,139650.0,44842.0,5000.0,,539071.0,10422.0,5143.0,693434.0,20200.0,12400.0,55000.0,1135000.0,595130.0,1564000.0,246465.0,1900.0,88655.0,20.0,,0.0,588466.0,109300.0,8257.0,77200.0,30355000.0,538.0,63788.0,5000.0,-1.0,10000.0,17430.0,97106.0,,1146500.0,28985.0,38600.0,-1.0,3282400.0,110000.0,1227000.0,18856.0,353700.0,12900.0,1450450.0,41870.0,9905600.0,231740.0,77945.0,0.0,53000.0,14397.0,7555.0,180700.0,30745927.0,1823625.0,,1600.0,10700.0,29080.0,11480.0,135700.0,200.0,2500.0,198.0,38824.0,390927.0,40.0,2139000.0,175000.0,5000.0,0.0,,1000.0,56756.0,6559400.0,19758.0,260600.0,-1.0,13200.0,125235.0,45000.0,-1.0,168464.0,350.0,58939.0,492310.0,382000.0,819766.0,506000.0,1364.0,3119.0,5486812.0,23000.0,60000.0
1994,,31155.0,27220.0,7865.0,132700.0,97670.0,2124600.0,7726.0,8975229.0,5811.0,5678.0,10790.0,101378.0,4638.0,610960.0,7177.0,619.0,239453.0,362.0,1100.0,55000.0,52725.0,0.0,4414800.0,121287.0,28000.0,0.0,583000.0,132700.0,14910.0,4810.0,51998.0,408284.0,66700.0,6086.0,42814000.0,87.0,379960.0,170.0,10733800.0,,141340.0,40500.0,24000.0,,579177.0,8846.0,1731.0,698624.0,23218.0,13000.0,53000.0,1103000.0,587332.0,1714000.0,284003.0,2086.0,89939.0,17.0,,0.0,563381.0,104300.0,13169.0,80900.0,30171400.0,553.0,65290.0,1700.0,-1.0,11326.0,12927.0,166733.0,,1341950.0,28000.0,37000.0,-1.0,3651530.0,163000.0,1139000.0,16096.0,352600.0,12374.0,1368420.0,44783.0,9919300.0,235951.0,77736.0,0.0,55000.0,14332.0,8736.0,167000.0,30537237.0,1494600.0,,2000.0,10700.0,30360.0,14699.0,134200.0,194.0,3000.0,395.0,27067.0,365837.0,39.0,2212000.0,180000.0,4700.0,0.0,,1000.0,58121.0,6598600.0,16570.0,192900.0,-1.0,24051.0,136389.0,47000.0,-1.0,165149.0,470.0,87796.0,513985.0,328300.0,896551.0,624311.0,1354.0,827.0,5742875.0,22000.0,45000.0
1995,,43652.0,25200.0,6964.0,129200.0,98950.0,2161800.0,8001.0,9112951.0,6674.0,5900.0,11000.0,132898.0,6166.0,559900.0,9746.0,625.0,203196.0,362.0,1200.0,60000.0,41916.0,0.0,4373540.0,129605.0,21000.0,0.0,582000.0,129200.0,9590.0,4208.0,59633.0,406761.0,54500.0,6573.0,42800000.0,65.0,395600.0,188.0,11438760.0,,184115.0,50000.0,13000.0,,588538.0,7950.0,1255.0,672787.0,26105.0,12000.0,50000.0,1055337.0,497094.0,1796000.0,307469.0,1600.0,101988.0,18.0,,0.0,565575.0,84100.0,15403.0,99900.0,30744000.0,552.0,69881.0,630.0,-1.0,11169.0,10970.0,154700.0,,1251700.0,30000.0,29000.0,80.0,3758700.0,175000.0,1150000.0,18084.0,394000.0,10000.0,1496790.0,41148.0,9951700.0,239259.0,68966.0,0.0,55000.0,14434.0,10339.0,165900.0,31107479.0,1924000.0,,1630.0,700.0,33930.0,13238.0,146300.0,172.0,4500.0,406.0,33308.0,363479.0,38.0,2118000.0,170000.0,2600.0,0.0,,1893.0,62683.0,6765600.0,13418.0,144070.0,80.0,21726.0,129985.0,48000.0,-1.0,177430.0,310.0,78439.0,536620.0,274500.0,889589.0,650000.0,1345.0,1380.0,6032700.0,22000.0,50000.0
1996,,46814.0,21950.0,8411.0,149700.0,93410.0,2251100.0,8903.0,9267200.0,5794.0,6058.0,12655.0,135382.0,8532.0,553741.0,9888.0,587.0,210353.0,361.0,1071.0,61755.0,57442.0,-1.0,3253770.0,144000.0,17644.0,0.0,580000.0,149700.0,10710.0,3114.0,62305.0,407252.0,105100.0,11364.0,43400000.0,21.0,396000.0,57.0,11569729.0,,193215.0,54850.0,8000.0,,590449.0,9359.0,4156.0,685468.0,28909.0,12000.0,48200.0,1048987.0,460914.0,1784200.0,327806.0,1581.0,102874.0,20.0,,0.0,600329.0,86500.0,17033.0,105250.0,31406130.0,600.0,65417.0,2000.0,-1.0,11500.0,11809.0,233128.0,,1134751.0,29632.0,32000.0,80.0,3951136.0,120000.0,1140000.0,19684.0,513400.0,15000.0,1511230.0,57546.0,10200000.0,245000.0,73811.0,0.0,58000.0,14522.0,12033.0,185000.0,31753892.0,1879000.0,-1.0,2940.0,9200.0,32030.0,14993.0,150500.0,198.0,5400.0,425.0,41223.0,347762.0,38.0,1977000.0,175000.0,5000.0,0.0,,2380.0,67355.0,7003800.0,17425.0,156850.0,80.0,28278.0,130966.0,44000.0,-1.0,173312.0,270.0,86778.0,560250.0,289200.0,660079.0,481789.0,1335.0,2606.0,5768500.0,23100.0,75600.0
1997,,56837.0,20500.0,8000.0,166700.0,69620.0,2317300.0,9281.0,9912790.0,6247.0,6500.0,10340.0,142725.0,3986.0,601295.0,12412.0,494.0,238713.0,350.0,889.0,53495.0,31957.0,-1.0,3058130.0,165274.0,17000.0,0.0,611000.0,166700.0,14871.0,2194.0,87022.0,394079.0,113565.0,12000.0,43469800.0,18.0,316425.0,80.0,11140594.0,,224408.0,55000.0,6000.0,,651207.0,8844.0,5261.0,690975.0,32000.0,16300.0,70000.0,1051659.0,426621.0,2048000.0,327991.0,1400.0,97400.0,-1.0,,0.0,563210.0,82800.0,12700.0,117700.0,31765000.0,200.0,60000.0,3233.0,-1.0,11000.0,11830.0,213402.0,,1255753.0,28291.0,32000.0,81.0,3842270.0,121000.0,1176800.0,14198.0,439300.0,20000.0,1506340.0,56934.0,10263000.0,232835.0,74698.0,0.0,60000.0,14603.0,14283.0,195300.0,32129200.0,1928689.0,,2940.0,8600.0,24095.0,16212.0,155500.0,206.0,6100.0,440.0,40368.0,364200.0,38.0,1953000.0,180000.0,3000.0,0.0,,2497.0,74613.0,7099700.0,21765.0,140400.0,81.0,28540.0,126176.0,40500.0,-1.0,172952.0,347.0,113492.0,584920.0,316400.0,690079.0,481789.0,1326.0,3794.0,5408300.0,22500.0,135200.0
1998,,45904.0,18420.0,8000.0,141200.0,88230.0,2423600.0,8971.0,9511520.0,5220.0,7000.0,8639.0,129417.0,1726.0,617538.0,9065.0,330.0,269080.0,328.0,496.0,50135.0,42397.0,-1.0,3062200.0,181000.0,20000.0,0.0,580000.0,141200.0,10325.0,2829.0,80322.0,402781.0,112700.0,13000.0,44802300.0,16.0,325329.0,15.0,11730200.0,,211705.0,60000.0,5000.0,,517832.0,8658.0,4468.0,674404.0,25948.0,16400.0,51171.0,1056483.0,480340.0,2044000.0,326433.0,1375.0,111123.0,-1.0,,0.0,614963.0,73400.0,14000.0,130400.0,31213800.0,345.0,60089.0,4144.0,-1.0,15000.0,13592.0,193919.0,,1318075.0,26585.0,20000.0,83.0,3170042.0,128000.0,1203000.0,13826.0,654500.0,13700.0,1514210.0,56014.0,10119838.0,222705.0,45405.0,0.0,64000.0,14684.0,17079.0,148400.0,31571500.0,1962566.0,,3780.0,3700.0,26702.0,10900.0,169901.0,200.0,5500.0,456.0,41854.0,357700.0,39.0,1801000.0,180000.0,3000.0,0.0,,2502.0,83573.0,7362700.0,25100.0,135900.0,83.0,27020.0,142063.0,20860.0,-1.0,151845.0,411.0,101560.0,610670.0,284770.0,767000.0,383152.0,1304.0,3266.0,5458500.0,21000.0,161900.0
1999,,37951.0,18100.0,6261.0,151700.0,77960.0,2515400.0,7622.0,9969920.0,4604.0,7500.0,13229.0,147012.0,1561.0,717577.0,16121.0,720.0,312736.0,351.0,350.0,48460.0,38139.0,-1.0,3813270.0,186086.0,15078.0,0.0,580000.0,151700.0,10920.0,2258.0,90856.0,455176.0,112100.0,14000.0,45160000.0,29.0,366130.0,30.0,11963204.0,,289200.0,65000.0,5200.0,,655210.0,7332.0,4196.0,692389.0,22371.0,19000.0,60000.0,1066200.0,463576.0,2191000.0,325107.0,1819.0,124983.0,-1.0,,0.0,587150.0,71000.0,14600.0,105300.0,31284000.0,345.0,68000.0,4919.0,-1.0,20387.0,14700.0,171088.0,,1421271.0,25093.0,30000.0,84.0,3999839.0,130000.0,1207500.0,12679.0,379100.0,18000.0,1550990.0,64665.0,10712955.0,220795.0,95844.0,0.0,68000.0,14479.0,17561.0,164200.0,31637100.0,2079442.0,,9240.0,7700.0,14696.0,5696.0,208089.0,225.0,6100.0,472.0,45779.0,353100.0,39.0,1788000.0,140000.0,2000.0,0.0,,3629.0,56226.0,7653600.0,21790.0,162300.0,84.0,25307.0,181230.0,27770.0,-1.0,148971.0,380.0,82583.0,637565.0,213054.0,870800.0,341976.0,1239.0,1417.0,6210787.0,21900.0,153700.0
2000,,40150.0,19870.0,5273.0,133300.0,85612.0,2376600.0,8778.0,9891200.0,3623.0,8200.0,13882.0,116022.0,1400.0,719370.0,12297.0,973.0,287113.0,372.0,1000.0,41995.0,32413.0,-1.0,3655290.0,184196.0,22000.0,0.0,535000.0,133300.0,8155.0,3222.0,89568.0,472759.0,117045.0,15500.0,44712000.0,13.0,338652.0,50.0,11793000.0,,189050.0,58000.0,4293.0,,659217.0,6618.0,3862.0,698700.0,20000.0,21630.0,52000.0,1072363.0,447417.0,2199000.0,352739.0,1859.0,120071.0,-1.0,,0.0,534331.0,72100.0,15400.0,115200.0,29961890.0,353.0,74650.0,4266.0,-1.0,20354.0,14700.0,200110.0,,1229853.0,26000.0,70000.0,86.0,4038080.0,100000.0,1209300.0,17000.0,415600.0,17000.0,1560044.0,68357.0,10801214.0,220348.0,86252.0,0.0,72000.0,13357.0,23323.0,131800.0,30301490.0,1903159.0,,5460.0,5600.0,25768.0,3168.0,189402.0,250.0,6229.0,500.0,43523.0,339600.0,40.0,1770000.0,130000.0,2800.0,0.0,,4463.0,92818.0,7666300.0,17983.0,167600.0,86.0,23859.0,156312.0,26252.0,-1.0,138202.0,460.0,84069.0,665638.0,183214.0,832000.0,341466.0,1285.0,3571.0,6302492.0,25200.0,143500.0
