,USSR,Finland,Fiji,Kenya,Guyana,Solomon Islands,Papua New Guinea,Somalia,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Spain,Grenada,New Zealand,Honduras,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,Togo,Greece,Tajikistan,Haiti,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,"China, Taiwan Province of",Puerto Rico,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,Slovakia,Israel,Réunion,Belarus,Afghanistan,Trinidad and Tobago,Sudan,Georgia,Lithuania,Russian Federation,Tunisia,Paraguay,Venezuela (Bolivarian Republic of),Djibouti,Guadeloupe,South Africa,Myanmar,Eritrea,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,Lao People's Democratic Republic,Zambia,Botswana,Yemen,Suriname,Mozambique,Niger,Democratic People's Republic of Korea,Slovenia,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Jordan,Ethiopia PDR,Estonia,Melanesia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Martinique,Peru,United States of America,"China, mainland",The former Yugoslav Republic of Macedonia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Cuba,Lesotho,Romania,Norway,Philippines,Iraq,Swaziland,Burundi,Belgium,Luxembourg,Czechia,Senegal,Italy,Ireland,Uganda,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Switzerland,Sierra Leone,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,Mexico,Guinea,Mauritania,Czechoslovakia,Sri Lanka,Côte d'Ivoire,Croatia,Bulgaria,Montenegro,Ukraine,Liberia
1971,12397.0,20769.0,5000.0,4868.0,7900.0,7429.0,5000.0,3302.0,6213.0,6744.0,,8647.0,21111.0,14418.0,6415.0,7474.0,11373.0,22831.0,5644.0,6839.0,1350.0,,10000.0,31574.0,5833.0,17200.0,2500.0,10613.0,,4651.0,2591.0,12213.0,10740.0,7080.0,12149.0,7656.0,2333.0,921.0,18126.0,7880.0,,8952.0,,2715.0,10000.0,8941.0,9749.0,,4750.0,8552.0,4301.0,5299.0,13210.0,3826.0,7716.0,21017.0,5536.0,,4047.0,,7775.0,,8745.0,21288.0,29517.0,7914.0,6068.0,5920.0,,11622.0,33333.0,,9615.0,13451.0,,,,,4231.0,6564.0,3883.0,,,5581.0,4816.0,,,11842.0,8794.0,3018.0,5326.0,9973.0,8690.0,,5000.0,6759.0,8000.0,5200.0,9231.0,10136.0,5583.0,980.0,6667.0,,,7778.0,5000.0,13115.0,5052.0,11223.0,13619.0,4148.0,9423.0,8197.0,,5973.0,19018.0,6276.0,5914.0,2181.0,5922.0,,7973.0,14822.0,10094.0,,5141.0,10000.0,5256.0,31311.0,3768.0,3143.0,3103.0,1874.0,,5129.0,8236.0,5383.0,9869.0,,,,3679.0,10885.0,20833.0,5145.0,,10089.0,4545.0,,11974.0,7857.0,30000.0,5236.0,9124.0,5948.0,,5000.0,21802.0,10400.0,6000.0,5734.0,20940.0,8953.0,9583.0,24160.0,,9139.0,4840.0,12207.0,11577.0,7912.0,7000.0,5184.0,6667.0,3589.0,12165.0,6057.0,5250.0,,7329.0,,,4800.0
1972,11201.0,22593.0,5000.0,5000.0,8153.0,7444.0,5000.0,3298.0,6016.0,6698.0,,6886.0,21667.0,16103.0,6457.0,7395.0,11833.0,25616.0,5323.0,7072.0,2300.0,,1875.0,28672.0,5833.0,16923.0,3711.0,10194.0,,4740.0,2580.0,10787.0,11417.0,9023.0,11259.0,6615.0,2143.0,1169.0,17963.0,6396.0,,8345.0,,2514.0,10000.0,9168.0,10346.0,,5000.0,8388.0,4755.0,5268.0,11791.0,4001.0,7231.0,17515.0,5517.0,,3713.0,,6111.0,,8663.0,22485.0,29351.0,8292.0,6069.0,4573.0,,17309.0,47619.0,,9800.0,14758.0,,,,,5430.0,5974.0,3719.0,,,5727.0,4641.0,,,8998.0,4249.0,3434.0,5301.0,9359.0,5529.0,,5000.0,6952.0,8005.0,4800.0,10000.0,10152.0,5667.0,1702.0,6875.0,,,7895.0,5000.0,13188.0,4941.0,10758.0,13291.0,3852.0,8035.0,8340.0,,5972.0,17296.0,6207.0,5904.0,1776.0,5943.0,,8171.0,14861.0,9677.0,,4886.0,10000.0,5563.0,16556.0,5679.0,3500.0,2500.0,1543.0,,5191.0,8640.0,5750.0,9612.0,,,,1272.0,11699.0,32500.0,6823.0,,9675.0,4562.0,,13360.0,8612.0,33333.0,5044.0,8954.0,5946.0,,5000.0,22750.0,15337.0,6000.0,7976.0,23260.0,8748.0,9600.0,32067.0,,7099.0,4869.0,12167.0,11338.0,8560.0,7000.0,5692.0,6667.0,3389.0,12027.0,6330.0,5417.0,,5610.0,,,4400.0
1973,12829.0,20000.0,5000.0,4655.0,6517.0,7667.0,5000.0,3296.0,6376.0,5796.0,,8308.0,22222.0,15717.0,5899.0,7006.0,11821.0,27926.0,5501.0,6405.0,1440.0,,5581.0,31876.0,6000.0,17037.0,3696.0,10283.0,,4734.0,2572.0,11778.0,11714.0,3373.0,12363.0,7474.0,2286.0,1250.0,15273.0,1616.0,,8217.0,,2505.0,10000.0,10341.0,10286.0,,5000.0,8616.0,4279.0,5297.0,12018.0,4134.0,6978.0,18746.0,5500.0,,3146.0,,6000.0,,7912.0,22434.0,25188.0,8075.0,6094.0,4719.0,,13989.0,36452.0,,9000.0,14367.0,,,,,5135.0,7266.0,3857.0,,7625.0,4492.0,4134.0,,,11940.0,8170.0,3730.0,5341.0,8622.0,5287.0,,5161.0,6759.0,7997.0,5200.0,9333.0,10377.0,5750.0,1332.0,7188.0,,,8000.0,5000.0,13492.0,5279.0,10247.0,13850.0,3481.0,2288.0,7673.0,,6058.0,19740.0,6266.0,5945.0,1721.0,6028.0,,8302.0,13299.0,10161.0,,4909.0,10000.0,5887.0,28673.0,6184.0,3000.0,3333.0,1555.0,,5398.0,7546.0,5197.0,9729.0,,,,3099.0,11666.0,33333.0,5123.0,,10162.0,4590.0,,11326.0,6406.0,34722.0,5155.0,8489.0,6039.0,,5000.0,22576.0,14930.0,6000.0,7888.0,21738.0,9275.0,10000.0,31727.0,,7274.0,4595.0,12833.0,10376.0,8604.0,7353.0,5946.0,6333.0,3542.0,12514.0,6949.0,6000.0,,7624.0,,,4000.0
1974,13919.0,19692.0,5000.0,4775.0,6722.0,7568.0,5000.0,3292.0,6748.0,5168.0,,6549.0,20500.0,13352.0,6073.0,7187.0,11952.0,25982.0,5370.0,7215.0,2200.0,,3061.0,32285.0,6000.0,17857.0,3928.0,10727.0,,4585.0,2590.0,19973.0,11924.0,8217.0,12520.0,7877.0,2414.0,1133.0,20192.0,6251.0,,6319.0,,2342.0,10000.0,9007.0,7103.0,,4750.0,8678.0,4301.0,5337.0,11029.0,3871.0,7016.0,21839.0,5484.0,,3778.0,,5667.0,,8576.0,17839.0,36194.0,8503.0,6113.0,5377.0,,12565.0,27696.0,,9606.0,14494.0,,,,,4468.0,8087.0,4102.0,,7733.0,7199.0,4410.0,,,9690.0,7439.0,3531.0,5390.0,9261.0,6071.0,,5313.0,6697.0,8002.0,6000.0,9846.0,10725.0,5833.0,1540.0,7385.0,,,7143.0,5000.0,13586.0,5140.0,10874.0,13604.0,3630.0,11344.0,6874.0,,6008.0,19112.0,7779.0,6031.0,3764.0,6055.0,,8342.0,15155.0,10690.0,,4109.0,10000.0,5750.0,31968.0,7903.0,2778.0,4909.0,1398.0,,4970.0,7838.0,6508.0,9115.0,,,,3749.0,12372.0,25000.0,5113.0,,10681.0,4458.0,,11621.0,12014.0,38168.0,5369.0,8554.0,5993.0,,5000.0,23361.0,14505.0,6000.0,9151.0,20771.0,10761.0,9455.0,31737.0,,7156.0,4703.0,11667.0,11026.0,9061.0,7500.0,6743.0,5833.0,3203.0,13049.0,5676.0,6129.0,,5892.0,,,5200.0
1975,8636.0,20192.0,5000.0,5222.0,6850.0,7838.0,5000.0,5000.0,6154.0,5426.0,,7097.0,20000.0,14959.0,6368.0,7299.0,11846.0,21777.0,4407.0,7158.0,2000.0,,6579.0,30875.0,5833.0,17931.0,4035.0,12034.0,,5350.0,2680.0,16779.0,10722.0,6620.0,11681.0,8455.0,2414.0,1156.0,14504.0,8242.0,,8012.0,,2361.0,10000.0,8421.0,6380.0,,4750.0,8335.0,4496.0,5427.0,11000.0,4117.0,7065.0,21197.0,5469.0,,3819.0,,5357.0,,9264.0,18022.0,27555.0,7691.0,6096.0,7728.0,,18010.0,27941.0,,9697.0,14545.0,,,,,5829.0,7938.0,4163.0,,7615.0,5673.0,4334.0,,,9401.0,7831.0,3067.0,5663.0,7830.0,5606.0,,5373.0,6955.0,3809.0,5667.0,9861.0,7054.0,6250.0,2669.0,7576.0,,,6667.0,5000.0,13797.0,5244.0,10669.0,11401.0,3741.0,3618.0,6476.0,,6064.0,22482.0,7637.0,6113.0,2895.0,6023.0,,8205.0,13698.0,10690.0,,4733.0,10000.0,5927.0,30178.0,5400.0,2667.0,5039.0,1235.0,,6170.0,7533.0,6604.0,9703.0,,,,3973.0,12458.0,33333.0,7230.0,,10678.0,4418.0,,12229.0,8021.0,33119.0,5469.0,8882.0,5991.0,,2000.0,27265.0,12811.0,6000.0,11000.0,20488.0,8994.0,9818.0,32547.0,,7886.0,4655.0,11833.0,11903.0,9616.0,7750.0,6347.0,5833.0,3529.0,15365.0,7455.0,6250.0,,7678.0,,,4667.0
1976,15481.0,30208.0,5000.0,5165.0,6368.0,7895.0,5000.0,4975.0,6729.0,4489.0,,7569.0,20000.0,14672.0,5892.0,6428.0,11825.0,28722.0,4123.0,6235.0,2000.0,,5278.0,20333.0,5833.0,18000.0,3404.0,11773.0,,5033.0,2581.0,17114.0,9394.0,8816.0,11447.0,8676.0,2667.0,1025.0,20790.0,8626.0,,8046.0,,2333.0,10000.0,8654.0,6862.0,,5000.0,9257.0,4370.0,5396.0,11855.0,5880.0,6897.0,14640.0,5485.0,,3987.0,,5806.0,,7836.0,20063.0,26546.0,9262.0,6093.0,7741.0,,13707.0,27941.0,,9657.0,14598.0,,,,,6382.0,8065.0,4567.0,,7608.0,6549.0,4263.0,,,6627.0,3919.0,3071.0,5751.0,6206.0,5585.0,,5507.0,7018.0,5006.0,6000.0,10000.0,7705.0,6250.0,2507.0,8000.0,,,6667.0,5000.0,14382.0,5518.0,10468.0,11566.0,3926.0,3967.0,7061.0,,6082.0,14184.0,8719.0,6108.0,2752.0,6018.0,,8155.0,13896.0,10948.0,,5360.0,9000.0,6053.0,23250.0,5710.0,2000.0,3622.0,1060.0,,6341.0,7720.0,5959.0,9888.0,,,,1968.0,12069.0,30000.0,6443.0,,10935.0,4507.0,,13532.0,8407.0,20000.0,5673.0,8883.0,6078.0,,5000.0,27689.0,13066.0,6000.0,11000.0,20478.0,12870.0,9333.0,31074.0,,8017.0,4997.0,12000.0,11988.0,8776.0,8500.0,5808.0,6667.0,3663.0,11081.0,5776.0,5833.0,,6979.0,,,5000.0
1977,13283.0,12000.0,5000.0,4989.0,5445.0,7895.0,5000.0,5426.0,7365.0,4973.0,,6416.0,20000.0,10017.0,5643.0,6940.0,11865.0,23943.0,3850.0,7304.0,1600.0,,3684.0,29115.0,5417.0,18065.0,2643.0,10585.0,,4422.0,2572.0,16541.0,9860.0,7116.0,13961.0,7162.0,2667.0,892.0,20732.0,8175.0,,8039.0,,2184.0,10000.0,11251.0,6908.0,,5000.0,8523.0,4873.0,5375.0,10256.0,5811.0,6528.0,17904.0,11765.0,,4759.0,,6061.0,,10265.0,18475.0,33665.0,9360.0,6118.0,6938.0,,12148.0,27561.0,,9459.0,15602.0,,,,,5473.0,8134.0,4690.0,,5042.0,8500.0,5224.0,,,7221.0,4764.0,2748.0,5759.0,5698.0,5053.0,,5797.0,7087.0,3558.0,6667.0,11389.0,9844.0,5833.0,2915.0,8308.0,,,8333.0,5000.0,14621.0,4610.0,8905.0,11403.0,3902.0,4556.0,8621.0,,6031.0,22519.0,9080.0,6079.0,2756.0,6067.0,,8356.0,12560.0,10345.0,,5041.0,9000.0,6037.0,30970.0,6723.0,2400.0,12832.0,1346.0,,6403.0,8137.0,4894.0,9910.0,,,,2075.0,12572.0,33333.0,6045.0,,10350.0,4482.0,,11337.0,3531.0,36364.0,5771.0,8984.0,6105.0,,5000.0,27848.0,15464.0,6000.0,11400.0,19941.0,10418.0,9194.0,31419.0,,6683.0,4944.0,12131.0,11784.0,10098.0,9091.0,5542.0,5833.0,3767.0,16890.0,7204.0,6667.0,,8855.0,,,5000.0
1978,14128.0,18382.0,5000.0,4990.0,4783.0,8158.0,5000.0,4633.0,7098.0,4704.0,,8294.0,20000.0,13639.0,5842.0,8183.0,13701.0,28387.0,5162.0,7858.0,2250.0,,1667.0,34935.0,3636.0,18125.0,2994.0,11703.0,,4432.0,2564.0,19990.0,9365.0,7181.0,11874.0,7686.0,2667.0,932.0,20470.0,11290.0,,7882.0,,2382.0,10000.0,15484.0,7690.0,,5000.0,8401.0,4977.0,5366.0,10719.0,4831.0,6699.0,20039.0,11429.0,,4598.0,,6071.0,,8989.0,18081.0,33577.0,7656.0,6154.0,6112.0,,9098.0,30494.0,,9730.0,16088.0,,,,,5776.0,8307.0,4878.0,,5042.0,8736.0,5425.0,,,12120.0,9295.0,3315.0,5524.0,6868.0,5044.0,,5833.0,6975.0,3629.0,6667.0,10132.0,8065.0,5417.0,2891.0,8523.0,,,8750.0,5000.0,12306.0,4911.0,9003.0,13836.0,3968.0,5937.0,7795.0,,6110.0,24807.0,8696.0,5877.0,3628.0,5688.0,,8421.0,14967.0,12910.0,,4999.0,9150.0,6216.0,31879.0,7833.0,2593.0,9868.0,1569.0,,6312.0,7356.0,7513.0,10016.0,,,,3649.0,13349.0,30000.0,6195.0,,12928.0,4456.0,,13363.0,5642.0,40000.0,5923.0,9019.0,5000.0,,5098.0,28095.0,16543.0,6000.0,11000.0,20684.0,9524.0,9355.0,31250.0,,8343.0,4912.0,12063.0,11388.0,9309.0,9000.0,6643.0,5385.0,3894.0,19218.0,7376.0,6667.0,,13744.0,,,5000.0
1979,7899.0,21310.0,5000.0,4882.0,5023.0,8316.0,5000.0,4940.0,7081.0,5121.0,,8453.0,20000.0,18203.0,5927.0,7597.0,11547.0,28137.0,4754.0,8714.0,2083.0,,1250.0,35012.0,3985.0,17879.0,2393.0,11425.0,,4643.0,2561.0,9888.0,10585.0,6201.0,11877.0,8867.0,2667.0,744.0,21478.0,9985.0,,7441.0,,2362.0,10000.0,15422.0,8426.0,,4950.0,8689.0,4679.0,5368.0,10855.0,4528.0,6683.0,21504.0,11111.0,,4639.0,,6000.0,,9036.0,19815.0,36775.0,9013.0,6000.0,4464.0,,7243.0,25238.0,,9867.0,16151.0,,,,,5903.0,8048.0,4714.0,,5000.0,5994.0,5306.0,,7500.0,10706.0,8364.0,3745.0,4789.0,6829.0,4484.0,,5867.0,7040.0,3636.0,6667.0,10676.0,7892.0,4169.0,3294.0,8563.0,,,9000.0,5000.0,12250.0,5252.0,9613.0,13342.0,4042.0,1677.0,10294.0,,6238.0,30689.0,9591.0,6041.0,4451.0,5645.0,,8487.0,16161.0,12155.0,,4968.0,9500.0,6244.0,32947.0,8228.0,2963.0,9592.0,2047.0,,6278.0,8000.0,6200.0,9964.0,,,,3399.0,13054.0,40000.0,6571.0,,12175.0,4473.0,,12788.0,7242.0,33333.0,5679.0,9019.0,5704.0,,5192.0,28525.0,15192.0,6000.0,10800.0,20622.0,9740.0,9231.0,31747.0,,5413.0,4762.0,12063.0,11319.0,10016.0,9091.0,7669.0,6615.0,3995.0,15163.0,6761.0,6667.0,,10338.0,,,5000.0
1980,12436.0,25814.0,5000.0,5009.0,5058.0,8421.0,5000.0,5027.0,7035.0,4197.0,,7436.0,23600.0,14209.0,6325.0,8376.0,17291.0,28591.0,5248.0,8399.0,4450.0,,3333.0,27186.0,3925.0,17941.0,2119.0,12867.0,,4621.0,2492.0,21292.0,9867.0,9345.0,11692.0,7759.0,2667.0,1333.0,21314.0,10498.0,,7021.0,,2431.0,10000.0,15294.0,7816.0,,4400.0,8504.0,4682.0,5341.0,10685.0,5229.0,6301.0,17666.0,13514.0,,4597.0,,6250.0,,7086.0,25574.0,29264.0,9719.0,6024.0,4098.0,,10743.0,25238.0,,9880.0,16280.0,,,,,5363.0,7485.0,5068.0,,5000.0,9715.0,6663.0,,10000.0,11393.0,9191.0,3971.0,3740.0,7153.0,5598.0,,5897.0,7072.0,3636.0,6000.0,10667.0,7576.0,4000.0,2471.0,8485.0,,,6667.0,5000.0,12381.0,5477.0,8529.0,10857.0,4123.0,7023.0,11181.0,,6252.0,34182.0,9008.0,6033.0,3568.0,5646.0,,8330.0,16208.0,12407.0,,4001.0,10000.0,6356.0,27252.0,8124.0,2400.0,6364.0,2019.0,,6658.0,7095.0,4803.0,9451.0,,,,4176.0,13629.0,30000.0,5542.0,,12426.0,4535.0,,12056.0,6231.0,35714.0,5839.0,9019.0,5704.0,,5283.0,28875.0,11330.0,6000.0,11111.0,19499.0,7482.0,9538.0,31939.0,,5230.0,6786.0,12031.0,11199.0,10117.0,9130.0,7615.0,6615.0,3597.0,19386.0,8721.0,6667.0,,8762.0,,,5000.0
1981,7212.0,18333.0,6202.0,5054.0,4533.0,8462.0,5000.0,4865.0,7941.0,4589.0,,9600.0,22000.0,14897.0,5856.0,5158.0,19361.0,32305.0,5514.0,9360.0,2000.0,,4167.0,30203.0,3636.0,18571.0,2638.0,13568.0,,4872.0,2230.0,15232.0,8826.0,8409.0,10818.0,7347.0,2667.0,965.0,24656.0,10938.0,,7345.0,,2045.0,10000.0,15783.0,8633.0,,4650.0,7898.0,4728.0,5372.0,10838.0,5189.0,6246.0,17890.0,12500.0,,4123.0,,5385.0,,9162.0,24587.0,36547.0,9477.0,6073.0,4356.0,,10657.0,28297.0,,9911.0,16713.0,,,,,5535.0,8554.0,5501.0,,5433.0,11310.0,5673.0,,10000.0,11136.0,9803.0,5565.0,4562.0,6579.0,5684.0,,6000.0,7154.0,2919.0,6000.0,10824.0,10000.0,3250.0,2308.0,8408.0,,,7500.0,6667.0,12500.0,5676.0,8303.0,12749.0,4213.0,7525.0,10698.0,,6342.0,34262.0,9594.0,6048.0,4759.0,5875.0,,8611.0,16052.0,12075.0,,4874.0,9619.0,6423.0,34141.0,8862.0,2398.0,5570.0,3660.0,,9497.0,8979.0,6281.0,9352.0,,,,4361.0,13381.0,33333.0,7026.0,,12098.0,4457.0,,12958.0,3643.0,31579.0,5842.0,9244.0,5570.0,,5370.0,28889.0,11211.0,6000.0,10625.0,19888.0,10301.0,9538.0,31343.0,,6645.0,5178.0,12188.0,11674.0,10301.0,9167.0,7642.0,6154.0,3917.0,16210.0,9878.0,6667.0,,10373.0,,,5000.0
1982,12149.0,23333.0,5000.0,6382.0,4774.0,8718.0,5000.0,5556.0,8483.0,4859.0,,6869.0,20000.0,16371.0,5951.0,6459.0,17304.0,29736.0,5997.0,9302.0,2467.0,,6667.0,37300.0,3333.0,18611.0,3023.0,12763.0,,4812.0,2521.0,16440.0,10273.0,8636.0,11218.0,8610.0,2667.0,879.0,25425.0,10645.0,,7988.0,,2338.0,10000.0,15644.0,8434.0,,4750.0,8172.0,4755.0,5396.0,10668.0,4099.0,6528.0,20014.0,10000.0,,4098.0,,4865.0,,10755.0,22496.0,37169.0,9576.0,6038.0,3377.0,,9733.0,20000.0,,9707.0,16325.0,,,,,5307.0,8531.0,4834.0,,5015.0,9918.0,7299.0,,10000.0,8804.0,7662.0,3632.0,4321.0,6754.0,5673.0,,5993.0,7154.0,2930.0,6000.0,10902.0,8780.0,2800.0,1882.0,7879.0,,,7333.0,8197.0,12609.0,5836.0,8657.0,13368.0,4314.0,7518.0,9783.0,,6341.0,36131.0,10237.0,6045.0,4096.0,5926.0,,8584.0,15550.0,13125.0,,4844.0,9714.0,6557.0,41456.0,9071.0,3044.0,4145.0,5221.0,,9464.0,9085.0,3642.0,9085.0,,,,2407.0,12780.0,32500.0,6032.0,,13141.0,4486.0,,12150.0,7551.0,36000.0,5868.0,9426.0,7778.0,,5357.0,29237.0,16266.0,6000.0,11667.0,20911.0,11228.0,9692.0,34426.0,,6920.0,5526.0,12308.0,10220.0,10812.0,9600.0,7782.0,6154.0,3420.0,17745.0,9303.0,6667.0,,11434.0,,,5000.0
1983,13245.0,32021.0,5112.0,7091.0,5400.0,10000.0,5000.0,4815.0,8467.0,3863.0,,7496.0,20000.0,15407.0,6387.0,6362.0,15109.0,33610.0,6022.0,8639.0,2200.0,,10000.0,34976.0,3077.0,18611.0,2295.0,12639.0,,4846.0,1537.0,17335.0,9552.0,8798.0,11227.0,6383.0,2667.0,927.0,26355.0,9616.0,,8154.0,,2456.0,10000.0,16321.0,8243.0,,4850.0,8211.0,5414.0,5344.0,10753.0,3608.0,6612.0,18068.0,10000.0,,3788.0,,5000.0,,9035.0,23368.0,36680.0,9676.0,6058.0,2936.0,,10190.0,20222.0,,9282.0,14786.0,,,,,4775.0,8459.0,4853.0,,5100.0,6164.0,7929.0,,10000.0,11314.0,10335.0,4749.0,5396.0,6723.0,5587.0,,6024.0,7154.0,3410.0,5000.0,5721.0,9722.0,3137.0,1595.0,8182.0,,,7333.0,8065.0,12917.0,5707.0,14864.0,13494.0,4427.0,8483.0,11287.0,,6683.0,36868.0,9791.0,6047.0,4858.0,5938.0,,8099.0,15469.0,12396.0,,5367.0,9810.0,6033.0,38568.0,8025.0,3291.0,3730.0,3375.0,,9096.0,8541.0,4113.0,8871.0,,,,3287.0,12093.0,38012.0,7412.0,,12418.0,4512.0,,10951.0,6929.0,40829.0,5877.0,9628.0,7115.0,,5536.0,30145.0,9669.0,6000.0,11500.0,20362.0,11253.0,9846.0,23457.0,,6384.0,5504.0,12462.0,10031.0,9771.0,9615.0,7407.0,6154.0,2518.0,21692.0,5889.0,6667.0,,8096.0,,,5082.0
1984,12090.0,27273.0,5319.0,5506.0,5000.0,10256.0,5000.0,4121.0,8403.0,4894.0,,8411.0,20000.0,13002.0,6398.0,7910.0,15152.0,34657.0,5576.0,9234.0,2828.0,,6000.0,35727.0,2857.0,18378.0,2913.0,13323.0,,4978.0,2390.0,25613.0,10159.0,7390.0,11307.0,6311.0,2667.0,1014.0,26668.0,10987.0,,7145.0,,3013.0,10000.0,16424.0,6860.0,,5000.0,8678.0,5349.0,5319.0,11337.0,4643.0,6912.0,20740.0,8714.0,,5433.0,,4571.0,,10039.0,27692.0,38232.0,9579.0,5884.0,2869.0,,9573.0,17778.0,,9436.0,14078.0,,,,,6731.0,8631.0,4750.0,,5267.0,7163.0,8419.0,,10000.0,10332.0,9674.0,4563.0,5676.0,7451.0,6909.0,,8621.0,7154.0,7151.0,4333.0,16685.0,9756.0,3154.0,1228.0,8485.0,,,5000.0,8730.0,12800.0,6022.0,14446.0,15856.0,4556.0,5326.0,8796.0,,6772.0,40188.0,9651.0,6043.0,4299.0,5976.0,,8296.0,15736.0,13457.0,,5324.0,9905.0,5483.0,45927.0,8292.0,3069.0,3091.0,4232.0,,9222.0,8012.0,6261.0,9093.0,,,,3031.0,14318.0,34987.0,7135.0,,13471.0,4536.0,,15304.0,5566.0,46700.0,5855.0,9635.0,7108.0,,5517.0,31013.0,17443.0,6000.0,10250.0,19923.0,10339.0,10000.0,30729.0,,7022.0,5757.0,12576.0,9932.0,11441.0,9615.0,6337.0,6923.0,3033.0,23736.0,4813.0,6667.0,,9760.0,,,5203.0
1985,13337.0,34000.0,5319.0,4921.0,5581.0,10500.0,5000.0,5128.0,8272.0,4738.0,,5926.0,25000.0,15831.0,6618.0,8223.0,14479.0,33795.0,5714.0,9369.0,2093.0,,10000.0,35838.0,2857.0,18378.0,2582.0,13625.0,,5182.0,1537.0,22418.0,7472.0,7182.0,11564.0,6113.0,2733.0,1000.0,26865.0,13638.0,,8973.0,,3222.0,10000.0,16022.0,6514.0,,5100.0,7851.0,5251.0,5788.0,11316.0,5366.0,7019.0,25147.0,8571.0,,4538.0,,5385.0,,10711.0,27692.0,42718.0,11431.0,5905.0,3643.0,,9050.0,17193.0,,9885.0,14142.0,,,,,5874.0,8654.0,5215.0,,5310.0,10402.0,7768.0,,10000.0,10204.0,9603.0,5048.0,5388.0,7033.0,5906.0,,6136.0,7371.0,6643.0,4667.0,13857.0,9600.0,3111.0,780.0,8657.0,,,3636.0,9375.0,13000.0,6130.0,15338.0,14536.0,4702.0,6525.0,6462.0,,6808.0,44652.0,10060.0,6036.0,4334.0,6145.0,,9062.0,16272.0,12500.0,,5178.0,10000.0,6871.0,36384.0,7715.0,2656.0,3959.0,10168.0,,9063.0,7681.0,8534.0,9390.0,,,,5462.0,13740.0,35000.0,7430.0,,12515.0,4430.0,,12763.0,7573.0,41630.0,5981.0,9635.0,7293.0,,5667.0,34639.0,16594.0,5972.0,11143.0,20287.0,10533.0,9692.0,27007.0,,6411.0,6199.0,12576.0,10381.0,11649.0,10000.0,6288.0,7231.0,3265.0,20456.0,7359.0,6667.0,,8644.0,,,5242.0
1986,10406.0,21200.0,4975.0,6440.0,6000.0,10750.0,5000.0,4394.0,10000.0,4017.0,,8148.0,25000.0,14903.0,6998.0,7497.0,15167.0,23550.0,5345.0,9396.0,2942.0,,8108.0,39654.0,2733.0,18421.0,2306.0,13504.0,,5680.0,3323.0,20398.0,10407.0,8713.0,10656.0,7308.0,2667.0,948.0,25832.0,11970.0,,8201.0,,6019.0,10000.0,15426.0,6788.0,,5950.0,7937.0,5950.0,5793.0,11455.0,4963.0,7075.0,26814.0,9459.0,,5262.0,,6154.0,,9120.0,23077.0,38214.0,12828.0,5744.0,4353.0,,11031.0,14774.0,,9392.0,12350.0,,,,,6182.0,7044.0,5210.0,,7036.0,9925.0,8403.0,,6667.0,12186.0,11927.0,5435.0,5709.0,6676.0,6493.0,,6222.0,7434.0,5180.0,4667.0,17284.0,5072.0,3071.0,1819.0,8772.0,,,3333.0,9231.0,13000.0,4646.0,14479.0,15300.0,4872.0,6398.0,6672.0,,6763.0,37927.0,10705.0,5891.0,4538.0,6310.0,,10222.0,17394.0,12273.0,,5503.0,10143.0,7113.0,51915.0,6491.0,3342.0,2583.0,8502.0,,9312.0,8379.0,8182.0,9434.0,,,,4667.0,13949.0,25000.0,6498.0,,12284.0,4334.0,,11648.0,9283.0,40301.0,6081.0,9804.0,7340.0,,5833.0,37518.0,16512.0,6027.0,12000.0,20929.0,9695.0,10000.0,37584.0,,5953.0,6102.0,12576.0,11237.0,11741.0,10000.0,6738.0,7692.0,3265.0,20352.0,7964.0,6667.0,,9883.0,,,5500.0
