,Kenya,"China, Taiwan Province of",Belarus,Croatia,Syrian Arab Republic,Brazil,Australia,Nepal,Uzbekistan,Denmark,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Republic of Korea,Norway,Yemen,Australia & New Zealand,Yugoslav SFR,Guatemala,Algeria,Slovenia,Madagascar,Tajikistan,Latvia,Luxembourg,Israel,Belgium,Turkmenistan,Switzerland,Grenada,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Malta,Colombia,Libya,Lebanon,Kyrgyzstan,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Estonia,Saint Vincent and the Grenadines,Portugal,Poland,"China, mainland",Russian Federation,Italy,Ukraine,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Serbia,India,Armenia,United Kingdom,Canada,Japan,Afghanistan,Iraq,Cyprus,Spain,New Zealand,Bulgaria,United States of America,Iran (Islamic Republic of),Pakistan,Czechoslovakia,Czechia,Argentina,Paraguay,Georgia,Germany,El Salvador,Austria,Morocco,Bhutan,Sweden,USSR,Mexico,Romania,Ecuador,Honduras,Jordan,Ireland,Albania,Slovakia,France,South Africa,Réunion,Lithuania,Finland,Netherlands,Turkey,Republic of Moldova,Belgium-Luxembourg
1971,-1.0,-1.0,-1.0,-1.0,34161.0,29961.0,442636.0,-1.0,-1.0,115457.0,-1.0,226059.0,8500.0,2600.0,220687.0,50746.0,-1.0,569395.0,326911.0,4600.0,13506.0,-1.0,6286.0,-1.0,-1.0,-1.0,78100.0,-1.0,-1.0,390000.0,570.0,28000.0,-1.0,7400.0,-1.0,854000.0,466.0,-1.0,2419.0,154483.0,-1.0,-1.0,149000.0,620534.0,-1.0,-1.0,-1.0,60.0,95120.0,563200.0,854000.0,-1.0,1697300.0,-1.0,17500.0,74773.0,170000.0,-1.0,-1.0,352000.0,-1.0,530276.0,391136.0,1006000.0,21500.0,42833.0,10668.0,657500.0,126759.0,343683.0,2890820.0,91102.0,36127.0,144250.0,-1.0,423900.0,428.0,-1.0,2309000.0,-1.0,243658.0,14000.0,2600.0,147900.0,5080000.0,232565.0,252700.0,5617.0,-1.0,564.0,13000.0,10000.0,-1.0,2967000.0,243170.0,-1.0,-1.0,25000.0,520000.0,780000.0,-1.0,280000.0
1972,-1.0,-1.0,-1.0,-1.0,42388.0,30698.0,360167.0,-1.0,-1.0,93334.0,-1.0,184690.0,7400.0,2700.0,261120.0,49562.0,-1.0,509637.0,309084.0,4800.0,11480.0,-1.0,6425.0,-1.0,-1.0,-1.0,67500.0,-1.0,-1.0,260000.0,570.0,25000.0,-1.0,7000.0,-1.0,850000.0,470.0,-1.0,1625.0,220417.0,-1.0,-1.0,95000.0,709349.0,-1.0,-1.0,-1.0,60.0,114790.0,558500.0,850000.0,-1.0,1884100.0,-1.0,17500.0,74487.0,200000.0,-1.0,-1.0,433000.0,-1.0,375227.0,392805.0,959100.0,26600.0,50000.0,9956.0,745200.0,149470.0,340336.0,2666565.0,89600.0,34240.0,95785.0,-1.0,512300.0,432.0,-1.0,1500000.0,-1.0,156358.0,18000.0,2700.0,132500.0,4712000.0,226897.0,247500.0,5571.0,-1.0,2900.0,9100.0,11000.0,-1.0,2553000.0,317737.0,-1.0,-1.0,20000.0,400000.0,850000.0,-1.0,263500.0
1973,-1.0,3681.0,-1.0,-1.0,41079.0,22265.0,426362.0,-1.0,-1.0,116332.0,-1.0,272832.0,10000.0,2800.0,290591.0,36211.0,-1.0,569500.0,447749.0,5200.0,10062.0,-1.0,4225.0,-1.0,-1.0,-1.0,84100.0,-1.0,-1.0,380000.0,580.0,25000.0,-1.0,8000.0,-1.0,1304681.0,540.0,-1.0,2327.0,166177.0,-1.0,-1.0,118500.0,780525.0,-1.0,-1.0,-1.0,60.0,142910.0,682500.0,1301000.0,-1.0,2050000.0,-1.0,17500.0,74209.0,255000.0,-1.0,-1.0,515000.0,-1.0,490041.0,374691.0,962700.0,27600.0,60000.0,9448.0,1015100.0,143138.0,360159.0,2841741.0,120000.0,51510.0,182736.0,-1.0,233300.0,432.0,-1.0,2320000.0,-1.0,287462.0,20000.0,2750.0,131700.0,5587000.0,190339.0,288400.0,3778.0,-1.0,348.0,11900.0,14000.0,-1.0,3265000.0,283891.0,-1.0,-1.0,20000.0,450000.0,850000.0,-1.0,246000.0
1974,-1.0,4374.0,-1.0,-1.0,44322.0,27340.0,331302.0,-1.0,-1.0,104134.0,-1.0,193217.0,9400.0,2900.0,297323.0,53864.0,-1.0,483418.0,370421.0,5200.0,14568.0,-1.0,4700.0,-1.0,-1.0,-1.0,74200.0,-1.0,-1.0,240000.0,596.0,27000.0,-1.0,8000.0,-1.0,1160374.0,290.0,-1.0,1050.0,144131.0,-1.0,-1.0,120300.0,829015.0,-1.0,-1.0,-1.0,80.0,122176.0,594300.0,1156000.0,-1.0,1886100.0,-1.0,17520.0,74750.0,290000.0,-1.0,-1.0,592000.0,-1.0,396800.0,406334.0,850400.0,27800.0,65000.0,7620.0,1038200.0,152116.0,249583.0,2984486.0,170000.0,56245.0,129172.0,-1.0,786000.0,444.0,-1.0,1499477.0,-1.0,324203.0,23000.0,2800.0,114000.0,5077000.0,232313.0,240517.0,19021.0,-1.0,3944.0,10000.0,13000.0,-1.0,2757000.0,283613.0,-1.0,-1.0,16800.0,385000.0,950000.0,-1.0,208950.0
1975,-1.0,3718.0,-1.0,-1.0,56561.0,34192.0,362778.0,-1.0,-1.0,128328.0,-1.0,270028.0,10500.0,3000.0,279608.0,44060.0,-1.0,522181.0,369941.0,5200.0,21575.0,-1.0,4235.0,-1.0,-1.0,-1.0,96700.0,-1.0,-1.0,435000.0,603.0,23000.0,-1.0,8100.0,-1.0,1586718.0,430.0,-1.0,1667.0,108000.0,-1.0,-1.0,125300.0,808787.0,-1.0,-1.0,-1.0,90.0,140503.0,840722.0,1583000.0,-1.0,2127000.0,-1.0,18500.0,74920.0,325000.0,-1.0,-1.0,510000.0,-1.0,374600.0,460438.0,897900.0,27900.0,73000.0,9144.0,1078700.0,159403.0,329342.0,3415533.0,220000.0,66690.0,182383.0,-1.0,608000.0,456.0,-1.0,2488968.0,-1.0,303746.0,25000.0,2900.0,155300.0,5803000.0,193987.0,314919.0,22860.0,-1.0,917.0,10300.0,14000.0,-1.0,3104000.0,355683.0,-1.0,-1.0,27900.0,430000.0,900000.0,-1.0,257508.0
1976,-1.0,5908.0,-1.0,-1.0,70534.0,42348.0,274831.0,-1.0,-1.0,102767.0,-1.0,260031.0,14000.0,3100.0,313099.0,55498.0,-1.0,447302.0,486145.0,5500.0,14624.0,-1.0,2630.0,-1.0,-1.0,-1.0,95800.0,-1.0,-1.0,243000.0,600.0,24000.0,-1.0,9631.0,-1.0,1735908.0,230.0,-1.0,2096.0,56000.0,-1.0,-1.0,130000.0,973940.0,-1.0,-1.0,-1.0,95.0,154553.0,1160890.0,1730000.0,-1.0,2143000.0,-1.0,10525.0,74852.0,365000.0,-1.0,-1.0,500000.0,-1.0,363500.0,409172.0,879400.0,26200.0,80000.0,10973.0,1007300.0,172471.0,382287.0,2935725.0,380000.0,74746.0,190294.0,-1.0,576500.0,470.0,-1.0,1806949.0,-1.0,329261.0,30000.0,2950.0,144300.0,6927000.0,329431.0,469717.0,25342.0,-1.0,505.0,10800.0,15000.0,-1.0,2497000.0,371019.0,-1.0,-1.0,19810.0,380000.0,1000000.0,-1.0,233591.0
1977,-1.0,10896.0,-1.0,-1.0,61202.0,46125.0,301551.0,-1.0,-1.0,129643.0,-1.0,223900.0,10200.0,3200.0,394744.0,42969.0,-1.0,447090.0,381000.0,5700.0,19179.0,-1.0,3890.0,-1.0,-1.0,-1.0,101600.0,-1.0,-1.0,279000.0,594.0,25000.0,-1.0,9487.0,-1.0,2118896.0,140.0,-1.0,2635.0,106000.0,-1.0,-1.0,150000.0,1105448.0,-1.0,-1.0,-1.0,110.0,94471.0,911928.0,2108000.0,-1.0,1790600.0,-1.0,10440.0,79372.0,400000.0,-1.0,-1.0,503500.0,-1.0,270000.0,411420.0,958800.0,15500.0,85000.0,10465.0,730000.0,145539.0,281416.0,3057015.0,500000.0,87672.0,156884.0,-1.0,820000.0,456.0,-1.0,1473564.0,-1.0,263508.0,40000.0,3000.0,136600.0,7587000.0,186667.0,593444.0,27661.0,-1.0,490.0,9800.0,13000.0,-1.0,1687000.0,281373.0,-1.0,-1.0,10100.0,315000.0,900000.0,-1.0,119691.0
1978,-1.0,17543.0,-1.0,-1.0,67302.0,51758.0,258360.0,-1.0,-1.0,120000.0,-1.0,195763.0,12000.0,3642.0,428291.0,58543.0,-1.0,443504.0,381000.0,5500.0,15577.0,-1.0,3880.0,-1.0,-1.0,-1.0,106500.0,-1.0,-1.0,355000.0,625.0,28000.0,-1.0,16852.0,-1.0,2292543.0,200.0,-1.0,2123.0,90000.0,-1.0,-1.0,175000.0,779222.0,-1.0,-1.0,-1.0,130.0,117382.0,1030343.0,2275000.0,-1.0,1846800.0,-1.0,10755.0,77596.0,430000.0,-1.0,-1.0,545070.0,-1.0,391200.0,451938.0,844000.0,22700.0,99680.0,7620.0,1072000.0,185144.0,321088.0,3445880.0,450000.0,93718.0,185099.0,-1.0,810000.0,451.0,-1.0,2109260.0,-1.0,291186.0,50000.0,3150.0,121700.0,5953000.0,284535.0,359415.0,30521.0,-1.0,529.0,10100.0,14000.0,-1.0,3100000.0,381429.0,-1.0,-1.0,10040.0,510000.0,1100000.0,-1.0,271700.0
1979,-1.0,21828.0,-1.0,-1.0,76266.0,69099.0,344948.0,-1.0,-1.0,125000.0,-1.0,295477.0,16000.0,3256.0,443661.0,39868.0,150.0,525006.0,428000.0,4963.0,13656.0,-1.0,3915.0,-1.0,-1.0,-1.0,122900.0,-1.0,-1.0,442000.0,616.0,30831.0,-1.0,17642.0,-1.0,2890728.0,360.0,-1.0,2662.0,135000.0,-1.0,-1.0,210000.0,963956.0,-1.0,-1.0,-1.0,300.0,107385.0,1050671.0,2868900.0,-1.0,1991900.0,-1.0,11400.0,77358.0,440000.0,-1.0,-1.0,662020.0,-1.0,363000.0,434898.0,852700.0,21600.0,101000.0,9347.0,1161700.0,180058.0,285239.0,3685930.0,550000.0,99282.0,200125.0,-1.0,972000.0,460.0,-1.0,2713069.0,-1.0,326357.0,60000.0,3200.0,171373.0,7432000.0,296633.0,593963.0,30767.0,-1.0,851.0,10000.0,15000.0,-1.0,2464000.0,363464.0,-1.0,-1.0,14580.0,450000.0,1350000.0,-1.0,321750.0
1980,-1.0,19896.0,-1.0,-1.0,89281.0,83038.0,298812.0,-1.0,-1.0,115000.0,-1.0,288217.0,15100.0,3646.0,410047.0,44795.0,140.0,510212.0,483000.0,5227.0,21818.0,-1.0,5618.0,-1.0,-1.0,-1.0,100800.0,-1.0,-1.0,340000.0,552.0,28050.0,-1.0,13505.0,-1.0,2382996.0,390.0,-1.0,2196.0,103000.0,-1.0,-1.0,245000.0,1016585.0,-1.0,-1.0,-1.0,170.0,127644.0,844106.0,2363100.0,-1.0,1936700.0,-1.0,10595.0,79349.0,460000.0,-1.0,-1.0,658000.0,-1.0,357200.0,552589.0,960100.0,22300.0,74000.0,9144.0,931100.0,211400.0,394280.0,4000000.0,600000.0,107410.0,278209.0,-1.0,958000.0,470.0,-1.0,2395094.0,-1.0,329932.0,70000.0,3250.0,119026.0,5090000.0,248810.0,391500.0,30899.0,-1.0,489.0,8900.0,15000.0,-1.0,2902000.0,426430.0,-1.0,-1.0,12000.0,470000.0,1430000.0,-1.0,329700.0
1981,-1.0,14934.0,-1.0,-1.0,103700.0,109503.0,306921.0,-1.0,-1.0,43296.0,-1.0,337091.0,21000.0,4606.0,523145.0,53824.0,126.0,548952.0,508000.0,5600.0,23386.0,-1.0,5375.0,-1.0,-1.0,-1.0,131900.0,-1.0,-1.0,243000.0,589.0,25000.0,-1.0,23143.0,-1.0,3020934.0,300.0,-1.0,5000.0,65000.0,-1.0,-1.0,298400.0,1232428.0,-1.0,-1.0,-1.0,300.0,97000.0,779693.0,3006000.0,-1.0,1741600.0,-1.0,10320.0,87266.0,480000.0,-1.0,-1.0,821790.0,-1.0,231800.0,422379.0,845700.0,22100.0,105000.0,7620.0,1062600.0,242031.0,433142.0,3510620.0,735890.0,114095.0,167427.0,-1.0,908000.0,480.0,-1.0,1285644.0,-1.0,243199.0,80000.0,3300.0,145450.0,6334000.0,385552.0,525389.0,33944.0,-1.0,176.0,6500.0,15000.0,-1.0,1437000.0,394164.0,-1.0,-1.0,16000.0,260000.0,1450000.0,-1.0,133700.0
1982,-1.0,11044.0,-1.0,-1.0,139353.0,190993.0,294476.0,-1.0,-1.0,59462.0,-1.0,264747.0,19000.0,5000.0,527149.0,43673.0,132.0,520374.0,746000.0,6000.0,24476.0,-1.0,5350.0,-1.0,-1.0,-1.0,117900.0,-1.0,-1.0,542000.0,620.0,38160.0,-1.0,23000.0,-1.0,2441044.0,370.0,-1.0,7044.0,130000.0,-1.0,-1.0,345000.0,1278919.0,-1.0,-1.0,-1.0,300.0,104800.0,2125690.0,2430000.0,-1.0,2602700.0,-1.0,11164.0,93116.0,500000.0,-1.0,-1.0,926980.0,-1.0,363100.0,477626.0,924500.0,21400.0,110000.0,8636.0,891700.0,225898.0,425780.0,3684060.0,930181.0,128616.0,503723.0,-1.0,804000.0,548.0,-1.0,3417125.0,-1.0,428819.0,100000.0,3345.0,129523.0,7400000.0,327706.0,744835.0,34644.0,-1.0,203.0,9000.0,23000.0,-1.0,1977000.0,460987.0,-1.0,-1.0,16000.0,440000.0,1600000.0,-1.0,270300.0
1983,-1.0,11963.0,-1.0,-1.0,128500.0,153540.0,300825.0,-1.0,-1.0,47159.0,-1.0,308002.0,20000.0,5466.0,586023.0,50646.0,132.0,534110.0,557000.0,6429.0,23916.0,-1.0,5410.0,-1.0,-1.0,-1.0,132100.0,-1.0,-1.0,242000.0,660.0,40740.0,-1.0,26000.0,-1.0,3553013.0,400.0,-1.0,7232.0,130000.0,-1.0,-1.0,365000.0,1140627.0,-1.0,-1.0,-1.0,450.0,115280.0,1729491.0,3541050.0,-1.0,2032200.0,-1.0,8655.0,87103.0,530000.0,-1.0,-1.0,966600.0,-1.0,311500.0,484853.0,1048000.0,20800.0,115000.0,9000.0,1075500.0,233285.0,467588.0,3800400.0,1028697.0,128068.0,426694.0,-1.0,817000.0,563.0,-1.0,2097458.0,-1.0,326547.0,100000.0,3400.0,133000.0,8085000.0,302445.0,755382.0,35123.0,-1.0,300.0,10350.0,21000.0,-1.0,1965000.0,359547.0,-1.0,-1.0,16000.0,364000.0,1750000.0,-1.0,203416.0
1984,-1.0,13526.0,-1.0,-1.0,129700.0,255773.0,266998.0,-1.0,-1.0,54376.0,-1.0,303725.0,23000.0,4846.0,528175.0,47564.0,138.0,513150.0,584316.0,6888.0,38852.0,-1.0,5830.0,-1.0,-1.0,-1.0,118900.0,-1.0,-1.0,384000.0,640.0,42760.0,-1.0,27000.0,-1.0,2954526.0,400.0,-1.0,7387.0,128000.0,-1.0,-1.0,410000.0,1088172.0,-1.0,-1.0,-1.0,700.0,86460.0,1564430.0,2941000.0,-1.0,2210400.0,-1.0,2243.0,99791.0,560000.0,-1.0,-1.0,985900.0,-1.0,346600.0,434247.0,811700.0,20000.0,120000.0,9000.0,1028300.0,246152.0,525984.0,3775700.0,940299.0,142659.0,378219.0,-1.0,872000.0,747.0,-1.0,2347783.0,-1.0,353195.0,100000.0,3536.0,121000.0,7200000.0,460935.0,707810.0,29437.0,-1.0,511.0,13692.0,21000.0,-1.0,2868000.0,483696.0,-1.0,-1.0,12000.0,388000.0,1900000.0,-1.0,230850.0
