,USSR,France,Bahrain,Fiji,Australia,Pakistan,Thailand,Belize,Rwanda,Guyana,Romania,Lebanon,Papua New Guinea,Micronesia,Tunisia,Albania,Paraguay,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Australia & New Zealand,El Salvador,Saint Lucia,Argentina,Philippines,Spain,Central African Republic,Bahamas,Malta,Jamaica,Ecuador,Cabo Verde,Indonesia,Poland,Canada,Turkey,Jordan,Colombia,Egypt,Melanesia,Malaysia,Greece,Yemen,Haiti,Republic of Korea,Democratic Republic of the Congo,Tonga,India,Hungary,Republic of Moldova,Martinique,Dominican Republic,Syrian Arab Republic,Mexico,Iran (Islamic Republic of),Peru,United States of America,"China, mainland",French Polynesia,Cyprus,United Arab Emirates,Uruguay,Lithuania,Cameroon,Netherlands,South Sudan,Cuba,Austria,Puerto Rico,Bhutan,Trinidad and Tobago,Dominica,Iraq,New Zealand,Saint Pierre and Miquelon,Belgium,Libya,Bangladesh,Italy,Qatar,Senegal,Germany,Cayman Islands,Mozambique,China,Finland,Slovakia,Sudan (former),Morocco,Antigua and Barbuda,Chile,Honduras,Kyrgyzstan,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Denmark,Switzerland,Saudi Arabia,Grenada,Azerbaijan,Mauritius,Oman,Barbados,Russian Federation,Portugal,Bolivia (Plurinational State of),Sudan,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Brunei Darussalam,Latvia,Ukraine,Kuwait,Guadeloupe,Sri Lanka,Guam,Côte d'Ivoire,Polynesia,South Africa,Bulgaria,Occupied Palestinian Territory
1985,,3300.0,48.0,-1.0,7017.0,10964.0,16136.0,-1.0,13000.0,-1.0,95700.0,1100.0,14.0,,1200.0,-1.0,1400.0,-1.0,160.0,7500.0,9717.0,-1.0,-1.0,31700.0,6720.0,5830.0,1700.0,-1.0,170.0,2224.0,-1.0,-1.0,18000.0,-1.0,-1.0,27000.0,3706.0,2750.0,25200.0,14.0,460.0,4156.0,260.0,-1.0,2528.0,2800.0,30.0,278000.0,1461.0,,,6193.0,20400.0,44116.0,44000.0,5771.0,-1.0,75000.0,12.0,134.0,666.0,3400.0,,-1.0,-1.0,,19344.0,-1.0,3800.0,-1.0,180.0,70.0,5300.0,2700.0,,,2150.0,15692.0,13317.0,163.0,-1.0,-1.0,3.0,350.0,78355.0,-1.0,,3000.0,6300.0,20.0,5581.0,-1.0,,6860.0,3195.0,680.0,640.0,17500.0,,-1.0,4105.0,20.0,,258.0,-1.0,35.0,,150.0,7539.0,,15.0,-1.0,-1.0,,,17.0,20.0,13500.0,,-1.0,42.0,16500.0,2225.0,-1.0
1986,,3500.0,39.0,-1.0,7618.0,13540.0,16000.0,-1.0,13000.0,-1.0,80000.0,1150.0,12.0,,1600.0,-1.0,1200.0,-1.0,170.0,7650.0,10567.0,-1.0,-1.0,29600.0,7000.0,6000.0,1750.0,-1.0,170.0,1939.0,-1.0,-1.0,26000.0,-1.0,-1.0,25000.0,3208.0,2800.0,26470.0,12.0,470.0,4700.0,301.0,-1.0,2451.0,2800.0,50.0,283000.0,890.0,,,6509.0,15800.0,22838.0,47000.0,5949.0,-1.0,75000.0,12.0,161.0,700.0,2900.0,,-1.0,-1.0,,20346.0,-1.0,3800.0,-1.0,200.0,100.0,5325.0,2949.0,,,2350.0,16370.0,13113.0,183.0,-1.0,-1.0,3.0,350.0,78573.0,-1.0,,3100.0,6400.0,21.0,5400.0,-1.0,,6360.0,3403.0,670.0,660.0,17300.0,,-1.0,4063.0,21.0,,246.0,-1.0,35.0,,180.0,7900.0,,15.0,-1.0,-1.0,,,26.0,20.0,12500.0,,-1.0,62.0,17000.0,2322.0,-1.0
1987,,3700.0,44.0,-1.0,7912.0,12878.0,16000.0,-1.0,13200.0,-1.0,76000.0,1250.0,11.0,,2000.0,-1.0,1450.0,-1.0,160.0,7800.0,11307.0,-1.0,-1.0,37500.0,8000.0,7081.0,1800.0,-1.0,170.0,2091.0,-1.0,55.0,24004.0,-1.0,-1.0,24000.0,2220.0,2800.0,23100.0,11.0,400.0,4800.0,389.0,-1.0,3258.0,2800.0,100.0,286000.0,1138.0,,,5202.0,15710.0,25237.0,71000.0,6869.0,-1.0,76000.0,2.0,120.0,720.0,2900.0,,-1.0,-1.0,,21142.0,-1.0,4000.0,-1.0,150.0,75.0,4875.0,3395.0,,,2550.0,16861.0,12730.0,176.0,-1.0,-1.0,1.0,350.0,79479.0,-1.0,,3200.0,6400.0,23.0,5330.0,-1.0,,6870.0,3319.0,660.0,680.0,17700.0,,-1.0,5089.0,22.0,,242.0,-1.0,48.0,,220.0,8250.0,,15.0,-1.0,-1.0,,,40.0,20.0,12000.0,,-1.0,102.0,18000.0,2828.0,-1.0
1988,,3800.0,43.0,-1.0,7430.0,13294.0,16000.0,-1.0,13300.0,-1.0,80000.0,1350.0,30.0,,1750.0,-1.0,1500.0,-1.0,150.0,8000.0,11782.0,-1.0,-1.0,37700.0,9000.0,7200.0,1880.0,-1.0,170.0,1715.0,-1.0,70.0,31000.0,-1.0,-1.0,22000.0,2333.0,2800.0,23525.0,30.0,330.0,4700.0,402.0,-1.0,3407.0,2800.0,200.0,290000.0,1484.0,,,4263.0,15500.0,29740.0,15000.0,5934.0,-1.0,76000.0,8.0,134.0,526.0,2700.0,,-1.0,-1.0,,19132.0,-1.0,4000.0,-1.0,100.0,75.0,5300.0,4352.0,,,2700.0,17697.0,12898.0,252.0,-1.0,-1.0,4.0,350.0,79671.0,-1.0,,3000.0,6300.0,27.0,5455.0,-1.0,,6070.0,3521.0,730.0,700.0,18700.0,-1.0,-1.0,5126.0,22.0,,315.0,-1.0,35.0,,190.0,9550.0,,30.0,-1.0,-1.0,,,56.0,21.0,15000.0,,-1.0,208.0,17000.0,3200.0,-1.0
1989,,3799.0,49.0,56.0,7024.0,13926.0,16100.0,-1.0,13350.0,-1.0,80000.0,1450.0,35.0,,1850.0,-1.0,1500.0,-1.0,10.0,8000.0,11439.0,-1.0,-1.0,37700.0,8000.0,7566.0,1940.0,-1.0,170.0,1799.0,-1.0,70.0,47677.0,-1.0,-1.0,19500.0,1631.0,2800.0,21000.0,91.0,350.0,4600.0,456.0,-1.0,3516.0,2800.0,500.0,300000.0,1216.0,,,4845.0,14600.0,39396.0,30000.0,5654.0,-1.0,80000.0,8.0,140.0,733.0,2700.0,,-1.0,-1.0,,27194.0,-1.0,4150.0,-1.0,350.0,70.0,4925.0,4415.0,,,2800.0,18818.0,12957.0,314.0,-1.0,-1.0,5.0,350.0,82908.0,-1.0,,3000.0,5894.0,28.0,5448.0,-1.0,,7030.0,2898.0,660.0,747.0,19300.0,-1.0,-1.0,5089.0,20.0,,394.0,-1.0,18.0,,180.0,8780.0,,31.0,-1.0,-1.0,,,127.0,20.0,11000.0,,-1.0,508.0,17000.0,2901.0,-1.0
1990,15000.0,3905.0,33.0,41.0,7238.0,15283.0,15315.0,-1.0,13550.0,-1.0,40000.0,1550.0,40.0,,1950.0,250.0,1303.0,-1.0,10.0,7948.0,12012.0,-1.0,-1.0,36000.0,8109.0,7832.0,2000.0,-1.0,175.0,1948.0,13200.0,30.0,18000.0,1600.0,-1.0,16878.0,1864.0,3000.0,21538.0,81.0,360.0,4794.0,465.0,23.0,4091.0,2854.0,1000.0,306000.0,1192.0,,0.0,4986.0,10100.0,40629.0,54715.0,5581.0,-1.0,82000.0,8.0,150.0,668.0,2585.0,,10000.0,100.0,,26000.0,-1.0,3850.0,-1.0,300.0,75.0,6775.0,4774.0,-1.0,,2950.0,19419.0,13253.0,298.0,-1.0,-1.0,3.0,363.0,84967.0,-1.0,,3080.0,8134.0,30.0,4293.0,140.0,,7400.0,2957.0,700.0,736.0,18500.0,-1.0,-1.0,5999.0,21.0,,448.0,-1.0,19.0,,220.0,8670.0,,43.0,-1.0,6.0,,,108.0,26.0,12111.0,,1900.0,1008.0,17042.0,2712.0,-1.0
1991,15000.0,4240.0,45.0,108.0,6005.0,15818.0,16500.0,-1.0,13710.0,-1.0,35000.0,1689.0,44.0,,2000.0,200.0,1550.0,-1.0,10.0,8737.0,11505.0,-1.0,-1.0,37000.0,7843.0,7499.0,2050.0,-1.0,113.0,2003.0,12000.0,47.0,17000.0,1800.0,-1.0,18372.0,1352.0,2772.0,22267.0,152.0,370.0,4658.0,484.0,24.0,5774.0,3007.0,2186.0,308000.0,940.0,,0.0,3178.0,11500.0,38010.0,36000.0,4785.0,-1.0,84000.0,8.0,160.0,746.0,3100.0,,18000.0,100.0,,26000.0,-1.0,4150.0,-1.0,267.0,82.0,5100.0,5500.0,-1.0,,3000.0,19710.0,13365.0,387.0,-1.0,-1.0,6.0,336.0,87350.0,-1.0,,2988.0,7049.0,32.0,7657.0,150.0,,7000.0,3340.0,910.0,622.0,18200.0,-1.0,-1.0,6088.0,22.0,,649.0,-1.0,10.0,,200.0,8735.0,,35.0,-1.0,9.0,,,53.0,21.0,10500.0,,2031.0,2194.0,21416.0,2708.0,-1.0
1992,,4346.0,65.0,43.0,6143.0,17137.0,17000.0,-1.0,13900.0,-1.0,40000.0,1648.0,45.0,,1650.0,300.0,1500.0,-1.0,10.0,8384.0,12643.0,-1.0,-1.0,37500.0,7863.0,7421.0,2100.0,-1.0,105.0,2240.0,10000.0,50.0,27000.0,1700.0,0.0,20511.0,1547.0,2767.0,20538.0,88.0,400.0,4749.0,495.0,25.0,6410.0,3232.0,1100.0,310000.0,846.0,600.0,0.0,4010.0,12100.0,32444.0,36000.0,4249.0,-1.0,80000.0,10.0,160.0,787.0,3300.0,-1.0,27000.0,100.0,,21454.0,-1.0,4130.0,-1.0,360.0,79.0,5500.0,6500.0,-1.0,,2900.0,20226.0,13585.0,418.0,-1.0,-1.0,20.0,286.0,83258.0,-1.0,,3020.0,6805.0,34.0,5437.0,150.0,200.0,7580.0,3248.0,920.0,515.0,18400.0,-1.0,-1.0,6364.0,22.0,4.0,748.0,-1.0,14.0,24000.0,180.0,8735.0,,40.0,-1.0,7.0,-1.0,22264.0,65.0,23.0,10300.0,,2062.0,1110.0,22047.0,2319.0,-1.0
1993,,4364.0,74.0,62.0,6400.0,18263.0,17500.0,-1.0,14100.0,-1.0,50000.0,1700.0,50.0,-1.0,1700.0,340.0,1550.0,-1.0,10.0,7995.0,14900.0,-1.0,-1.0,32000.0,7500.0,6739.0,2200.0,-1.0,97.0,2039.0,9500.0,57.0,20000.0,2102.0,1080.0,18555.0,1475.0,2767.0,21000.0,112.0,430.0,4886.0,507.0,27.0,7779.0,2891.0,2113.0,315000.0,438.0,1000.0,-1.0,3928.0,9100.0,36300.0,36000.0,5238.0,-1.0,110000.0,7.0,160.0,889.0,3394.0,-1.0,35000.0,100.0,,19391.0,-1.0,4000.0,-1.0,380.0,82.0,5700.0,8500.0,-1.0,,2600.0,20963.0,13779.0,373.0,-1.0,-1.0,25.0,386.0,113544.0,-1.0,1850.0,3044.0,6000.0,34.0,5971.0,303.0,200.0,6820.0,3534.0,830.0,325.0,18200.0,-1.0,-1.0,6852.0,22.0,5.0,842.0,-1.0,45.0,25000.0,193.0,8815.0,,38.0,-1.0,13.0,-1.0,46000.0,75.0,24.0,10200.0,-1.0,2092.0,2120.0,23312.0,2000.0,-1.0
1994,,4450.0,80.0,114.0,6700.0,20269.0,17300.0,-1.0,12000.0,-1.0,40000.0,1900.0,55.0,-1.0,1300.0,380.0,1560.0,-1.0,4.0,8500.0,16200.0,-1.0,-1.0,40000.0,7569.0,6900.0,2300.0,-1.0,83.0,2348.0,9000.0,57.0,23000.0,1750.0,1200.0,19500.0,1650.0,2773.0,22500.0,169.0,455.0,4200.0,517.0,28.0,7512.0,2900.0,2100.0,320000.0,1165.0,500.0,-1.0,4687.0,14300.0,26060.0,30000.0,5430.0,-1.0,130000.0,8.0,140.0,770.0,3438.0,-1.0,42000.0,100.0,,21047.0,-1.0,3770.0,-1.0,440.0,80.0,5600.0,9500.0,-1.0,,2500.0,21652.0,13490.0,446.0,-1.0,-1.0,19.0,340.0,133173.0,-1.0,1750.0,3100.0,6800.0,33.0,7693.0,300.0,200.0,8730.0,3169.0,980.0,310.0,17500.0,-1.0,-1.0,7240.0,23.0,5.0,1167.0,-1.0,59.0,27000.0,185.0,8830.0,,50.0,-1.0,14.0,-1.0,44000.0,100.0,25.0,10000.0,-1.0,2100.0,2108.0,23280.0,2773.0,-1.0
1995,,4420.0,75.0,120.0,7080.0,21477.0,17700.0,-1.0,14301.0,-1.0,36000.0,2050.0,60.0,-1.0,1300.0,380.0,1569.0,1250.0,6.0,8000.0,15580.0,-1.0,-1.0,25000.0,7504.0,6629.0,2400.0,-1.0,82.0,2297.0,8000.0,57.0,7610.0,1800.0,1360.0,20000.0,2194.0,2567.0,26161.0,180.0,470.0,4300.0,544.0,29.0,7080.0,3000.0,1000.0,330000.0,1243.0,500.0,-1.0,5486.0,13800.0,33162.0,30000.0,5053.0,-1.0,140000.0,8.0,150.0,948.0,3457.0,-1.0,52000.0,200.0,,26442.0,-1.0,3290.0,-1.0,550.0,82.0,5700.0,8500.0,-1.0,,2464.0,22540.0,13490.0,477.0,-1.0,-1.0,22.0,388.0,143784.0,46.0,1800.0,3149.0,5217.0,32.0,6673.0,252.0,200.0,7500.0,3778.0,730.0,270.0,16000.0,-1.0,-1.0,8101.0,21.0,5.0,1330.0,-1.0,107.0,29000.0,600.0,11000.0,,55.0,-1.0,17.0,-1.0,47800.0,105.0,25.0,10339.0,-1.0,2147.0,1008.0,21351.0,4000.0,-1.0
1996,,4164.0,82.0,125.0,8453.0,22255.0,18290.0,-1.0,16000.0,-1.0,20000.0,2277.0,68.0,-1.0,950.0,320.0,1573.0,1500.0,5.0,8208.0,15766.0,-1.0,-1.0,29000.0,8084.0,8684.0,2500.0,-1.0,50.0,2293.0,7500.0,60.0,8106.0,1500.0,1854.0,22500.0,1316.0,2663.0,27879.0,193.0,490.0,3500.0,597.0,31.0,7258.0,2900.0,1400.0,335000.0,969.0,300.0,-1.0,5641.0,12079.0,32613.0,34000.0,4744.0,-1.0,185000.0,8.0,160.0,1011.0,3382.0,-1.0,60000.0,200.0,,23333.0,-1.0,3140.0,-1.0,500.0,81.0,5500.0,7313.0,-1.0,,2463.0,23000.0,13871.0,438.0,-1.0,-1.0,10.0,400.0,188606.0,44.0,1700.0,3500.0,7760.0,33.0,6700.0,240.0,200.0,8100.0,3601.0,800.0,260.0,16000.0,-1.0,-1.0,8220.0,24.0,6.0,1204.0,-1.0,79.0,31000.0,654.0,11500.0,,50.0,-1.0,20.0,-1.0,45300.0,141.0,26.0,9800.0,-1.0,2265.0,1408.0,22905.0,4000.0,3171.0
1997,,4332.0,83.0,139.0,8295.0,22972.0,17000.0,-1.0,20000.0,1240.0,25300.0,1200.0,70.0,-1.0,1200.0,390.0,1590.0,1750.0,6.0,8255.0,15295.0,-1.0,-1.0,19063.0,8367.0,8390.0,2600.0,-1.0,52.0,2094.0,9000.0,61.0,8578.0,1624.0,1517.0,22000.0,2068.0,2765.0,32000.0,209.0,488.0,4200.0,625.0,32.0,7447.0,2800.0,1569.0,345000.0,778.0,600.0,-1.0,5194.0,8900.0,30737.0,42000.0,5956.0,-1.0,200000.0,8.0,158.0,1406.0,3377.0,-1.0,68000.0,200.0,,30502.0,-1.0,3000.0,-1.0,550.0,83.0,5600.0,7000.0,-1.0,,2470.0,23900.0,15655.0,527.0,-1.0,-1.0,14.0,440.0,203886.0,42.0,1750.0,3450.0,7300.0,33.0,7000.0,224.0,200.0,7210.0,3880.0,700.0,222.0,17000.0,-1.0,-1.0,8179.0,25.0,6.0,1233.0,-1.0,74.0,32000.0,618.0,11700.0,,55.0,-1.0,19.0,30.0,46400.0,171.0,27.0,9632.0,-1.0,2203.0,1577.0,18000.0,3800.0,3134.0
1998,,4112.0,84.0,130.0,8612.0,23791.0,17344.0,-1.0,24000.0,1185.0,20000.0,1400.0,72.0,-1.0,1150.0,390.0,1600.0,2000.0,5.0,8300.0,15112.0,-1.0,-1.0,19912.0,7601.0,8740.0,2750.0,-1.0,60.0,1938.0,8600.0,60.0,6254.0,1600.0,2689.0,18747.0,2610.0,2711.0,35000.0,202.0,320.0,4200.0,686.0,33.0,7701.0,2700.0,1000.0,350000.0,585.0,600.0,-1.0,3800.0,9200.0,31455.0,48000.0,5911.0,-1.0,215000.0,8.0,162.0,1583.0,3387.0,-1.0,90000.0,200.0,,34950.0,-1.0,3050.0,-1.0,560.0,83.0,5650.0,6500.0,-1.0,,2550.0,24300.0,15921.0,500.0,-1.0,-1.0,18.0,450.0,219162.0,43.0,1700.0,3500.0,7743.0,33.0,5364.0,210.0,200.0,8070.0,4157.0,670.0,209.0,18000.0,-1.0,-1.0,7850.0,24.0,13.0,1298.0,-1.0,69.0,36000.0,592.0,12000.0,,50.0,-1.0,18.0,200.0,46200.0,175.0,27.0,9500.0,-1.0,2200.0,1008.0,22708.0,3558.0,3360.0
1999,,4357.0,85.0,151.0,10434.0,24393.0,17700.0,37.0,30000.0,1187.0,35939.0,1100.0,87.0,-1.0,1300.0,390.0,1700.0,2250.0,6.0,8417.0,17434.0,1000.0,-1.0,20000.0,7896.0,9384.0,2850.0,-1.0,58.0,1827.0,5400.0,60.0,9176.0,1500.0,3299.0,19000.0,3124.0,3080.0,37150.0,238.0,312.0,3700.0,710.0,35.0,8145.0,2600.0,1700.0,355000.0,662.0,1800.0,-1.0,4800.0,7308.0,34603.0,55000.0,4612.0,-1.0,220000.0,10.0,162.0,2084.0,3371.0,-1.0,98000.0,200.0,,42586.0,-1.0,2500.0,-1.0,160.0,84.0,4749.0,7000.0,-1.0,,2700.0,25090.0,14162.0,445.0,-1.0,-1.0,11.0,508.0,224597.0,47.0,1750.0,3500.0,5920.0,34.0,5038.0,203.0,200.0,8410.0,4591.0,730.0,190.0,19000.0,-1.0,-1.0,6048.0,26.0,103.0,507.0,-1.0,40.0,40000.0,591.0,13000.0,,55.0,-1.0,20.0,100.0,50800.0,160.0,28.0,9412.0,-1.0,2100.0,1710.0,23831.0,3600.0,2855.0
2000,,4316.0,39.0,140.0,11598.0,24437.0,23011.0,37.0,41000.0,1600.0,21000.0,1128.0,75.0,-1.0,1350.0,400.0,1693.0,2500.0,6.0,8500.0,18571.0,1006.0,-1.0,21000.0,7647.0,9202.0,3000.0,-1.0,61.0,1935.0,3600.0,62.0,5780.0,1600.0,3216.0,22000.0,2835.0,3500.0,40480.0,215.0,276.0,3800.0,759.0,36.0,8434.0,2753.0,1785.0,360000.0,436.0,1800.0,-1.0,5500.0,6922.0,35250.0,39000.0,5184.0,35850.0,235000.0,12.0,160.0,1705.0,3353.0,-1.0,99458.0,200.0,,56456.0,-1.0,2750.0,-1.0,850.0,81.0,4500.0,6973.0,,450.0,2800.0,26305.0,14620.0,480.0,1276.0,-1.0,15.0,330.0,239652.0,39.0,1800.0,3800.0,7085.0,35.0,5000.0,191.0,200.0,8580.0,4646.0,770.0,177.0,18000.0,-1.0,-1.0,6150.0,25.0,193.0,607.0,-1.0,45.0,42000.0,580.0,13500.0,,60.0,-1.0,26.0,100.0,55700.0,180.0,29.0,9320.0,-1.0,1755.0,1797.0,20385.0,3500.0,2998.0
2001,,4865.0,10.0,151.0,8251.0,23757.0,22676.0,45.0,42000.0,850.0,19000.0,697.0,76.0,-1.0,1300.0,430.0,1750.0,2750.0,5.0,8800.0,15297.0,1005.0,-1.0,18000.0,8000.0,6949.0,3100.0,-1.0,80.0,1962.0,2000.0,75.0,6300.0,1412.0,4000.0,23098.0,3028.0,3700.0,39131.0,227.0,282.0,3800.0,827.0,37.0,8792.0,2675.0,1800.0,365324.0,602.0,2300.0,-1.0,7500.0,6900.0,35285.0,39000.0,4900.0,35530.0,240000.0,11.0,160.0,932.0,3500.0,-1.0,99000.0,200.0,,64472.0,-1.0,2530.0,-1.0,450.0,84.0,5000.0,7046.0,,502.0,2663.0,27519.0,15277.0,331.0,1013.0,-1.0,16.0,429.0,244772.0,40.0,1830.0,3900.0,5898.0,37.0,5010.0,200.0,200.0,8010.0,4767.0,820.0,160.0,16000.0,-1.0,-1.0,8400.0,26.0,284.0,546.0,-1.0,49.0,46000.0,590.0,14000.0,,70.0,-1.0,26.0,600.0,47800.0,194.0,29.0,9300.0,-1.0,2500.0,1811.0,21602.0,2777.0,2660.0
2002,,5118.0,10.0,155.0,6477.0,24680.0,24138.0,43.0,43480.0,1000.0,22562.0,1500.0,75.0,-1.0,1250.0,450.0,1744.0,3000.0,5.0,8724.0,13077.0,1004.0,-1.0,18838.0,8203.0,7696.0,3250.0,-1.0,120.0,1733.0,1200.0,69.0,7835.0,1100.0,3851.0,20000.0,2434.0,3400.0,37448.0,230.0,343.0,5000.0,883.0,38.0,9035.0,2559.0,2000.0,375159.0,567.0,2000.0,-1.0,7209.0,8300.0,37303.0,39234.0,4488.0,37760.0,270000.0,11.0,160.0,675.0,3654.0,-1.0,98095.0,200.0,,65804.0,-1.0,2230.0,-1.0,502.0,85.0,4802.0,6600.0,,528.0,2583.0,28328.0,16194.0,238.0,1160.0,-1.0,15.0,435.0,274934.0,38.0,1850.0,3870.0,6000.0,40.0,5020.0,228.0,300.0,8160.0,4929.0,720.0,140.0,16000.0,-1.0,-1.0,7910.0,26.0,375.0,508.0,-1.0,26.0,48000.0,629.0,14500.0,,75.0,549.0,28.0,400.0,47800.0,174.0,30.0,9200.0,-1.0,2639.0,2011.0,22180.0,3593.0,3021.0
2003,,5084.0,6.0,135.0,6584.0,24721.0,17497.0,53.0,43012.0,1000.0,25000.0,1400.0,77.0,-1.0,1350.0,400.0,1800.0,3250.0,5.0,8900.0,14184.0,1003.0,-1.0,19256.0,8500.0,7768.0,3400.0,-1.0,180.0,2078.0,840.0,71.0,8887.0,1192.0,4451.0,22000.0,2924.0,3766.0,44489.0,212.0,354.0,5000.0,947.0,40.0,8791.0,2599.0,1836.0,384288.0,627.0,2000.0,-1.0,7718.0,7300.0,36991.0,40000.0,5150.0,36630.0,280000.0,12.0,157.0,653.0,3480.0,37.0,121887.0,200.0,,68774.0,287.0,913.0,750.0,500.0,85.0,5500.0,7600.0,,775.0,2489.0,29138.0,16628.0,93.0,1002.0,-1.0,15.0,461.0,283561.0,93.0,1800.0,3896.0,6585.0,45.0,5030.0,226.0,81.0,8700.0,3556.0,750.0,120.0,16800.0,-1.0,-1.0,7589.0,26.0,466.0,1380.0,-1.0,44.0,56000.0,642.0,15000.0,,72.0,546.0,30.0,439.0,49600.0,183.0,31.0,8190.0,-1.0,1800.0,1848.0,27504.0,1350.0,2791.0
2004,,4778.0,9.0,140.0,5901.0,25357.0,25055.0,34.0,43223.0,1100.0,47949.0,1200.0,78.0,-1.0,1400.0,300.0,1760.0,3500.0,5.0,8795.0,13501.0,1048.0,9.0,20000.0,23708.0,7700.0,3500.0,-1.0,290.0,1660.0,862.0,69.0,10197.0,1253.0,4632.0,21479.0,2843.0,3736.0,38482.0,218.0,500.0,5065.0,1302.0,41.0,9452.0,2640.0,1849.0,393667.0,582.0,2879.0,-1.0,6663.0,9500.0,34047.0,40818.0,4649.0,38162.0,300000.0,12.0,157.0,680.0,3397.0,11.0,115214.0,160.0,,93459.0,317.0,917.0,520.0,400.0,86.0,6800.0,7600.0,,806.0,2384.0,30352.0,16653.0,75.0,2206.0,-1.0,15.0,464.0,303184.0,87.0,1652.0,3925.0,8893.0,50.0,5000.0,224.0,117.0,9450.0,3179.0,760.0,100.0,16800.0,19.0,284.0,7298.0,26.0,558.0,1494.0,78.0,56.0,59700.0,658.0,15462.0,,95.0,685.0,33.0,365.0,52800.0,190.0,32.0,7230.0,-1.0,1830.0,1861.0,20121.0,1164.0,2835.0
2005,,4617.0,10.0,184.0,5351.0,25398.0,11297.0,35.0,43392.0,1100.0,2852.0,1300.0,80.0,-1.0,1500.0,400.0,1770.0,3750.0,5.0,9000.0,14851.0,1011.0,10.0,19676.0,23800.0,7000.0,3600.0,-1.0,80.0,1771.0,965.0,70.0,9569.0,1672.0,4324.0,21705.0,3049.0,3510.0,39200.0,264.0,369.0,5085.0,1173.0,42.0,9327.0,2682.0,1866.0,403218.0,575.0,2412.0,-1.0,8541.0,12400.0,34853.0,41880.0,4200.0,37312.0,305000.0,12.0,155.0,1022.0,3575.0,26.0,108541.0,165.0,,89304.0,231.0,1004.0,1150.0,180.0,87.0,7800.0,9500.0,,892.0,2161.0,31573.0,16736.0,66.0,357.0,-1.0,15.0,475.0,307995.0,80.0,1825.0,3950.0,6783.0,44.0,5050.0,223.0,100.0,10542.0,2990.0,250.0,90.0,16900.0,19.0,320.0,8038.0,27.0,-1.0,1379.0,155.0,25.0,58930.0,657.0,16089.0,,85.0,786.0,46.0,383.0,25640.0,249.0,32.0,9080.0,-1.0,1850.0,1878.0,18940.0,220.0,2756.0
2006,,4750.0,25.0,250.0,6990.0,26201.0,11657.0,70.0,43000.0,1200.0,6638.0,1450.0,81.0,-1.0,1700.0,241.0,1810.0,4000.0,5.0,8679.0,14408.0,1050.0,13.0,19431.0,13624.0,7400.0,3750.0,-1.0,75.0,2035.0,970.0,75.0,12458.0,1830.0,4466.0,21497.0,3410.0,3600.0,39500.0,331.0,351.0,5036.0,1211.0,43.0,9667.0,2724.0,1884.0,431182.0,466.0,3106.0,-1.0,7886.0,8400.0,38697.0,42327.0,5854.0,37191.0,315000.0,15.0,152.0,578.0,3440.0,15.0,110000.0,200.0,,70650.0,235.0,973.0,1200.0,220.0,87.0,8800.0,7418.0,,809.0,2071.0,33040.0,17123.0,133.0,848.0,2165.0,15.0,498.0,318470.0,81.0,1531.0,3900.0,7745.0,43.0,5100.0,230.0,150.0,11403.0,3465.0,273.0,80.0,16900.0,19.0,335.0,6210.0,27.0,742.0,1469.0,142.0,15.0,62590.0,690.0,2850.0,,80.0,773.0,37.0,461.0,24400.0,250.0,33.0,8160.0,-1.0,1900.0,1899.0,10000.0,232.0,2994.0
2007,,4714.0,17.0,216.0,5968.0,26328.0,15102.0,42.0,43906.0,1200.0,5603.0,1600.0,85.0,-1.0,1850.0,300.0,1825.0,4289.0,5.0,8500.0,14808.0,1100.0,15.0,21000.0,13779.0,8500.0,3950.0,-1.0,70.0,1979.0,1000.0,80.0,11019.0,1528.0,5083.0,20000.0,2486.0,3650.0,40098.0,301.0,442.0,4804.0,1200.0,44.0,10375.0,2767.0,2100.0,443859.0,500.0,3840.0,-1.0,7791.0,9800.0,37343.0,42647.0,5832.0,35410.0,325000.0,14.0,165.0,572.0,2489.0,20.0,112178.0,200.0,,72240.0,365.0,1010.0,860.0,701.0,90.0,10600.0,8840.0,,866.0,1982.0,33271.0,17023.0,194.0,924.0,2238.0,15.0,445.0,328212.0,46.0,1831.0,4022.0,7700.0,42.0,5086.0,250.0,100.0,11478.0,3207.0,282.0,72.0,17200.0,80.0,331.0,6691.0,28.0,835.0,1305.0,125.0,20.0,54550.0,700.0,2889.0,,75.0,801.0,28.0,400.0,25900.0,305.0,34.0,8980.0,-1.0,1954.0,2114.0,12000.0,272.0,2895.0
