,Congo,Armenia,Turkey,Turkmenistan,Portugal,Morocco,Puerto Rico,Japan,Solomon Islands,New Zealand,Bosnia and Herzegovina,Comoros,India,Greece,"Congo, Democratic Republic of",Macau,Ireland,Sri Lanka,Australia,Botswana,Falkland Islands,South Africa,Tanzania,Benin,South Korea,Slovakia,Chile,Barbados,Afghanistan,Niger,Iceland,United Arab Emirates,Malawi,Slovenia,United States,Cape Verde,Bulgaria,Namibia,South Sudan,Côte d'Ivoire,Belarus,Gambia,Panama,Guyana,Curaçao,Cuba,Samoa,Nepal,Thailand,Maldives,Trinidad and Tobago,Gabon,Uzbekistan,Saint Lucia,Burundi,Iran,Mauritania,Bahrain,Sudan,Mexico,Ukraine,Malta,Cyprus,Guadeloupe,Serbia,Martinique,Kyrgyzstan,Kuwait,Azerbaijan,Sao Tome and Principe,North Korea,Togo,Denmark,Yugoslavia,Pakistan,Mozambique,Singapore,Egypt,Moldova,Czech Republic,Argentina,Kenya,Oman,Tunisia,Vietnam,Zambia,Nicaragua,Burkina Faso,Brazil,Mongolia,Zimbabwe,The Netherlands,Libya,Honduras,Venezuela,Indonesia,Spain,Wallis and Futuna Islands,Slovakia,Romania,France,Estonia,Mali,Belgium,Djibouti,Costa Rica,Aruba,Jordan,"Micronesia, Federated States of",Lao People's Democratic Republic,Bangladesh,Latvia,Finland,Cambodia,Kazakhstan,Jamaica,Germany,Belize,Qatar,Madagascar,Saint Helena,Georgia,Macedonia,Dominican Republic,Faroe Islands,French Polynesia,Austria,Guatemala,Colombia,Ecuador,Cameroon,Yemen,Taiwan,Bhutan,Saudi Arabia,Chad,Grenada,Russian Federation,Ethiopia,Syria,Timor-Leste,Ghana,Canada,Haiti,Guinea-Bissau,Paraguay,Senegal,Malaysia,Switzerland,Peru,United Kingdom,Lesotho,Liberia,Croatia,Israel,Philippines,Mauritius,Luxembourg,Somalia,Uganda,Saint Vincent and the Grenadines,Bahamas,Norway,Equatorial Guinea,Bolivia,Angola,Guinea,China,Swaziland,Vanuatu,Albania,Fiji,Sweden,Uruguay,Tajikistan,New Caledonia,Poland,Myanmar,Lithuania,French Guiana,Iraq,El Salvador,Sierra Leone,Rwanda,Suriname,Italy,Montenegro,Christmas Island,Tonga,Nigeria,Eritrea,Papua New Guinea,"Palestine, State of",Algeria,Lebanon,Réunion,Hungary,Central African Republic
1936,0.00023153844216285968,0.006756272366710392,,,0.0015510169284633404,,,,0.001361136030287941,,,,,,,,,0.0007362728704760393,6.781460649121415e-06,,,,3.196974306014381e-05,1.1625361112779568e-05,,0.003146597741192336,0.005755522530918617,,0.011850118094293306,7.750240741853046e-06,0.009321602052263749,,,0.008766491059128525,,0.0027610232642851468,0.03090214739795355,,,0.0005153910093332276,0.017196815426079173,,0.0066235494940061574,,,,,,,,,,0.0012516638798092668,,,0.0010918151645085477,,,,,5.812680556389784e-06,,,1.4531701390974457e-05,,,,0.0004940778472931316,,,7.750240741853046e-06,0.4523166438357492,0.0013291662872277972,0.052378064493628335,,0.004172535859395133,0.0011044093057140589,,,,0.0013126970256513595,,,,,,0.0008903089052203683,0.0006645831436138986,,,0.008462294110010794,,1.5500481483706093e-05,,0.0026825520767738854,,,,,,,0.0026234564911172555,0.010548077649661994,,,,0.019833834838494668,,0.00399234276214705,6.781460649121415e-06,0.0008370260001201287,,0.0001927872384535945,,,,,,,,,,,,1.356292129824283e-05,,,,,,,,,,,,,0.001531641326608708,,0.13211835392636884,0.0002082877199373006,,,,,1.0656581020047937e-05,,,,,0.11999310228573976,,,,0.003594174144034349,,,,,,0.0021303474239168555,,0.0015335788867941714,,,,0.005806867875833393,0.00715250342463763,0.02278280144076976,,,,1.356292129824283e-05,,1.356292129824283e-05,,,0.0019579045674106253,0.01172998936279458,,,,0.001518078405310465,,,,,,,,,,,,,0.0008224942987291544,,2.0344381947364246e-05
1937,0.00024006483555558765,0.007805717153083752,,,0.0010459967834922034,,,,0.0014999539725315287,,,,,,,,,0.0006858995301588219,7.219995054303387e-06,,,,2.9782479599001477e-05,1.3537490726818853e-05,,0.0033554927014875,0.006242588223827067,,0.012227964123844573,1.53424894903947e-05,0.009069216287586843,,,0.007011517697110377,,0.0028970230155392343,0.0309015788324185,,,0.0008014194510276762,0.01492102227909974,,0.007129745116124595,,,,,,,,,,0.0012932816141020946,,,0.0012147641678865448,,,,,4.512496908939618e-06,,,1.8049987635758467e-05,,,,0.000673264538813791,,,9.024993817879235e-06,0.440796943054094,0.0013005016091563978,0.053628318264602,,0.004014317250192682,0.0010793892606183564,,,,0.0016705263556894465,,,,,,0.0008835468947703772,0.0006868020295406099,,,0.011131427374972249,,1.53424894903947e-05,,0.002550463252932672,,,,,,,0.0025775382343863093,0.010838115075891174,,,,0.02224480476230874,,0.004117202179716508,8.12249443609131e-06,0.002314910914286024,,0.00016966988377612962,,,,,,,,,,,,1.4439990108606775e-05,,,,,,,,,,,,,0.0015378589465666218,,0.1388143324121823,0.00024096733493737558,,,,,2.526998269006186e-05,,,,,0.11531505350918834,,,,0.0037589099251467023,,,,,,0.0012923791147203064,,0.0015080764669676205,,,,0.006134288298012517,0.007108085130961686,0.023027271726318868,,,,1.4439990108606775e-05,,1.7147488253970546e-05,,,0.0021678035150545926,0.013236055933301686,,,,0.001785143777176513,,,,,,,,,,,,,0.0007923944572097968,,1.985498639933432e-05
1938,0.000272762305608323,0.008418745468117387,,,0.001227915717418251,,,,0.0016152187776948385,,,,,,,,,0.0007959611765082737,8.7361592543591e-06,,,,4.173942754860459e-05,1.74723185087182e-05,,0.003913799345952877,0.0070821131022004435,,0.014723340396679873,1.6501634147122746e-05,0.010253338911532798,,,0.007077259680392467,,0.002776157274163003,0.03490580964297258,,,0.0009211794591540873,0.014651509753921809,,0.0069248622356219815,,,,,,,,,,0.0015628018221686836,,,0.001091049222433292,,,,,,,,2.038437159350457e-05,,,,0.0007338373773661645,,,1.0677527977550014e-05,0.4009421462413645,0.0014647627016475427,0.05346141189923132,,0.00387691334021225,0.001125023175089133,,,,0.0015094141822809336,,,,,,0.0007532510645980737,0.0008406126571416648,,,0.011920974644753793,,1.6501634147122746e-05,,0.0026402614635396395,,,,,,,0.002771303852355026,0.011473489154058285,,,,0.02096387015737706,,0.004332164305800519,1.0677527977550014e-05,0.0016220135682260065,,0.00023296424678290938,,,,,,,,,,,,2.038437159350457e-05,,,,,,,,,,,,,0.001567655243976661,,0.15930871742504618,0.0002582020401843912,,,,,3.2032583932650044e-05,,,,,0.11894377893246075,,,,0.0015336812913208204,,,,,,0.0035031998609979997,,0.0016482220459890836,,,,0.006428842526846703,0.0074276767349284265,0.0226635384745307,,,,1.0677527977550014e-05,,8.7361592543591e-06,,,0.0021209453300860713,0.016312350696611633,,,,0.002209277606991257,,,,,,,,,,,,,0.0008182869168249691,,1.2618896700740926e-05
1939,0.00026702758065696097,0.0075005486868095685,,,0.0012244860633550368,,,,0.0014851122979003587,,,,,,,,,0.0011577291681907967,8.230302143536469e-06,,,,2.1032994366815424e-05,2.1032994366815424e-05,,0.0036048723388689744,0.007288389787109518,,0.013578169580803278,1.4631648255175947e-05,0.010023593532811471,,,0.006287036359645914,,0.003123856902480065,0.031888762894140034,,,0.0007946813958592435,0.01676146755432,,0.007313995171556077,,,,,,,,,,0.0017923769112590535,,,0.0011860779866852,,,,,,,,2.194747238276392e-05,,,,0.0007407271929182822,,,1.1888214207330458e-05,0.4162731362938035,0.001250091447801595,0.04857341429512035,,0.00406942717097081,0.001113834223425269,,,,0.0012162557612115006,,,,,,6.309898310044628e-05,0.0008696685931670204,,,0.011516021654839418,,1.4631648255175947e-05,,0.002877862316189919,,,,,,,0.0029601653376252835,0.01015893627917185,,,,0.018399297680883758,,0.004338283707659668,9.144780159484967e-06,0.0017466530104616284,,0.0005560026336966858,,3.6579120637939866e-06,,,,,,,,,,2.011851635086693e-05,,,,,,,,,,,,,0.003034238056917112,,0.16190101689955375,0.0002048430755724633,,,,,2.194747238276392e-05,,,,,0.112926146755432,,,,0.0015820469675908993,,,,,,0.0039231106884190505,,0.0017320213622064528,,,,0.005656961006657401,0.008022715633916162,0.02371241495354452,,,,1.6460604287072938e-05,,4.023703270173385e-05,,,0.0014604213914697491,0.01688400760845709,,,,0.002359353281147121,,,,,,,,,,9.144780159484968e-07,,,0.0008065696100665741,,1.371717023922745e-05
1940,0.00025118424491225036,0.0062618456206407465,,,0.001262687130148114,,,,0.0014978023492915676,,,,,,,,,0.0009616043315327569,1.3531811173723928e-05,,,,2.621788414909011e-05,2.9600836942521087e-05,,0.003652743278707103,0.00663227895152144,,0.01331783940953942,5.0744291901464735e-06,0.009583905263789973,,,0.005527744864466225,,0.0015028767784817138,0.03537638309910614,,,0.0006850479406697738,0.01987400192320866,,0.004265057734318111,,,,,,,,,,0.0017929649805184203,,,0.0008998654430526413,,,,,7.6116437852197085e-06,,,1.9451978562228147e-05,,,,0.000790765215464492,,,1.3531811173723928e-05,0.4319844654807726,0.0012144800528417227,0.03179299035266437,,0.0034218567505554377,0.0010986139196667117,,,,0.0005345065413620951,,,,,,5.497298289325346e-05,0.0009463810439623172,,,0.01132189726141514,,5.0744291901464735e-06,,0.002659846633835109,,,,,,,0.0019189799720737246,0.007718206798212786,,,,0.014335262462163788,,0.003662892137087396,,0.0028492919902672444,,0.0006994254900418553,,1.691476396715491e-06,,,,,,,,,,,,,,,,,,,,,,,0.001775204478352908,,0.1510437677975032,0.000192828309225566,,,,,1.7760502165512656e-05,,,,,0.10967448382483408,,,,0.0016957050877072794,,,,,,0.004991546846707415,,0.0015307861390275194,,,,0.005357751486596318,0.00670332096018349,0.025073600366712082,,,,1.5223287570439417e-05,,5.497298289325346e-05,,,0.0012229374348253,0.017598966169626324,,,,0.0024780129211881947,,,,,,,,,,,,,0.0007324092797778076,,1.6914763967154913e-05
1941,0.00016170408477519474,0.004617911124509707,,,0.0012465028444479836,,,,0.0013935804290927589,,,,,,,,,0.0008280224240498666,3.006558360141812e-05,,,,2.0314583514471705e-05,2.356491687678717e-05,,0.003959718618640824,0.0058741649690446365,,0.013075278533254566,4.875500043473209e-06,0.009831445837663724,,,0.005000637877922354,,0.0010677345095206326,0.03429264213910939,,,0.0006321898389703592,0.02386638529614193,,0.003336467196416832,,,,,,,,,,0.0017600555156938285,,,0.0008385860074773919,,,,,5.688083384052078e-06,,,1.950200017389284e-05,,,,0.0008304601740716031,1.706425015215623e-05,,1.300133344926189e-05,0.4522465085325314,0.0012351266776798795,0.026595852737146358,,0.0038589582844090454,0.0011091762598901547,,,,0.0007199488397528771,,,,,,3.006558360141812e-05,0.0009807880920786936,,,0.009515350918178546,,4.875500043473209e-06,,0.0018738171833748696,,,,,,,0.0014699632631071722,0.00823390699008567,,,,0.014456670212238641,,0.003092692194243172,,0.003339717529779148,,0.0008767774244845986,,8.125833405788681e-07,,,,,,,2.4377500217366045e-06,,,,,,,,,,,,,,,,0.0010661093428394749,,0.14655753130680466,0.0002193975019562944,,,,,2.275233353620831e-05,2.4377500217366045e-06,,,,0.10416343326212392,,,,0.0017689939324401958,,,,,,0.004771489375879114,,0.0013700155122159715,,,,0.005000637877922354,0.007661848318318147,0.0266478580709434,,,,1.300133344926189e-05,,6.906958394920378e-05,,,0.001164431927049518,0.017019558068424392,,,,0.002195600186244101,,,,,,,,,,,,,0.0007061349229630363,,1.300133344926189e-05
1942,0.0002243982686148919,0.0063019165332265795,,,0.0010555319255404322,,,,0.0012525645516413128,,,,,,,,,0.0008889924439551641,3.440252201761409e-05,,,,,2.892939351481185e-05,,0.004020403823058447,0.0020180206665332268,,0.012568648668935143,1.1728132506004802e-05,0.01033404848879103,,,0.005051697608086468,,0.0009875087570056043,0.03154163956164932,,,0.0005582591072858285,0.024299126801441147,,0.0027795674039231377,,,,,,,,,,0.001369845876701361,,,0.0006458291633306643,,,,,,,,1.5637510008006404e-05,,,,0.0008835193154523618,1.7983136509207364e-05,,,0.4681643752502001,0.0012392726681345074,0.026142007355884702,,0.0035153122497998393,0.0010875888210568454,,,,0.0005996985088070456,,,,,,4.8476281024819844e-05,0.0011415382305844676,,,0.008940746347077661,,7.506004803843074e-05,,0.0014972915832666134,,,,,,,0.0012463095476381106,0.007382468474779824,,,,0.013033864591673336,,0.002877301841473178,,0.002464471577261809,,0.0008186236489191352,,2.345626501200961e-06,,,,,,,2.345626501200961e-06,,,,,,,,,,,,,,,,0.0016990154623698955,,0.14253199434547634,0.0002650557946357085,,,,,3.0493144515612487e-05,2.345626501200961e-06,,,,0.10006677216773416,,,,0.0018241155424339468,,,,,,0.004921906275020016,,0.0007036879503602881,,,,0.0040501150920736586,0.007789825610488391,0.027972377902321845,,,,6.255004003202561e-06,,0.00010633506805444354,,,0.001289312700160128,0.017662567554043232,,,,0.002276039581665332,,,,,,,,,,,,,0.00021892514011208965,,2.3456265012009604e-05
1943,0.00022187007196140078,0.006403416799108206,,,0.0012865382644984007,,,,0.0013620357195408214,,,,,,,,,0.0007850194560023175,1.0785350720345873e-05,,,,,3.081528777241678e-05,,0.004039113844769529,0.004000594735054008,,0.010785350720345872,7.703821943104195e-06,0.010253787006271685,,,0.0046484861604690715,,0.0011447879407452833,0.03167580468346152,,,0.0005800977923157459,0.020459039934301808,,0.0033303622260039433,,,,,,,,,,0.0013512503688204755,,,0.0006186169020312668,,,,,3.8519109715520965e-06,,,1.3866879497587548e-05,,,,0.0009922522662718202,1.771879046913965e-05,,6.933439748793774e-06,0.4766917015200411,0.0012849975001097795,0.026336285694696,,0.0043364813717733505,0.0011293802968590748,,,,0.0008297016232723217,,,,,,4.468216727000433e-05,0.0012218261601763252,,,0.001496852603545145,,7.703821943104195e-06,,0.0014953118391565245,,,,,,,0.0012980939974130568,0.007344053458361228,,,,0.012164334848161524,,0.0029605787727349413,,0.0021724777879553827,,0.0008628280576276697,,3.0815287772416773e-06,,,,,,,2.3111465829312585e-06,,,,,,,,,,,,,,,,0.0023042131431824644,,0.14286275564170142,0.00028658217628347595,,,,,4.622293165862517e-05,2.3111465829312585e-06,,,,0.09563524560169546,,,,0.002021482877870541,,,,,,0.005015958467155141,,0.0005693124415954,,,,0.0040075281748028005,0.0073571499556645045,0.029029541846005227,,,,1.0785350720345873e-05,,9.860892087173367e-05,,,0.001382836038787203,0.01921410230829617,,,,0.002160151672846416,,,,,,,,,1.5407643886208386e-06,,,,8.628280576276699e-05,,1.771879046913965e-05
1944,0.00028055664919258587,0.00881195884342459,,,0.0014857102113320086,,,,0.0012477795723758653,,,,,,,,,0.0010028737681083042,1.9375459198383006e-05,,,,,2.945069798154217e-05,,0.003354279496424066,0.0018553939728371566,,0.011096712992097914,3.875091839676602e-06,0.01154312357202866,,,0.003185325492214166,,0.0010323244660898462,0.029347620538606768,,,0.0005959891249422612,0.020700740607552403,,0.0026327373958762823,,,,,,,,,,0.0009796232170702448,,,0.0006866662739906938,,,,,3.875091839676602e-06,,,2.0150477566318327e-05,,,,0.001014499043627334,1.8600440830447685e-05,,3.1000734717412807e-06,0.5161947838163765,0.0012989307846595964,0.01692020100876391,,0.0042905016848899325,0.001157102423327433,,,,0.0005766136657438782,,,,,,2.325055103805961e-05,0.0009284720047865137,,,0.0007579679638407431,,1.3950330622835764e-05,,0.0013446568683677805,,,,,,,0.0009416473170414141,0.0049360919853800546,,,,0.007010041137974971,,0.0029520449634656346,,0.0031992758228370013,,0.0009222718578430311,,3.875091839676602e-06,,,,,,,2.325055103805961e-06,,,,,,,,,,,,,,,,0.0027017140306225267,,0.1269712592188435,0.0003503083023067647,,,,,3.642586329296005e-05,,,,,0.09350209099955673,,,,0.0019863720770182253,,,,,,0.005456904328632589,,0.0003014821451268395,,,,0.004257175895068714,0.007236346501412084,0.029700253896017336,,,,1.1625275519029805e-05,,0.00010540249803920354,,,0.0013655823643020342,0.018429936789501916,,,,0.002278554001729841,,,,,,,,,7.750183679353202e-07,,,,6.51015429065669e-05,,1.8600440830447685e-05
1945,0.0003179122182680901,0.013700593119810202,,,0.0018362989323843415,,,,0.0017679715302491106,,,,,,,,,0.0011606168446026098,2.467378410438909e-05,,,,3.7959667852906287e-06,4.365361803084223e-05,,0.0021238434163701066,0.000986002372479241,,0.015072835112692763,4.744958481613287e-06,0.0144711743772242,,,0.004896797153024912,,0.0010391459074733096,0.019850059311981017,6.642941874258601e-06,,0.0007933570581257414,0.013041043890865956,,0.001179596678529063,,,,,,,,,,0.0005665480427046265,,,0.0008645314353499408,,,,,3.7959667852906287e-06,,,2.8469750889679717e-05,,,,0.0011558718861209964,2.8469750889679717e-05,,,0.6100431791221828,0.001461447212336892,0.027758007117437724,,0.0036374851720047453,0.0014557532621589562,,,,0.00016607354685646499,,1.8979833926453144e-06,,,,1.7081850533807827e-05,0.0013494661921708187,,,0.0011283511269276393,,1.8979833926453146e-05,,0.0017698695136417555,,,,,,,0.00042040332147093713,0.003795017793594306,,,,0.010038434163701069,,0.0035406880189798344,,0.0040806642941874265,,0.0011283511269276393,,,,,,,,,3.7959667852906287e-06,,,,,,,,,,,,,,,,0.003660260972716489,,0.029594306049822064,0.0003577698695136418,,,,,4.4602609727164893e-05,,,,,0.10817081850533808,,,,0.001181494661921708,,,,,,0.007323368920521945,,0.00015848161328588378,,,,0.005858125741399763,0.008468801897983394,0.033806880189798334,,,,1.2336892052194545e-05,,0.0001594306049822064,,,0.0016237247924080665,0.011976275207591931,,,,0.002854567022538553,,,,,,,,,1.8979833926453144e-06,,,,7.686832740213523e-05,,1.8979833926453146e-05
1946,0.0002627769852757587,0.014351464654312947,,,0.0016735663813077387,,,,0.001778327970121995,,,,,,,,,0.0011820599271208545,3.142847664427679e-05,,,,2.7063410443682786e-05,3.841258256522719e-05,,0.0025727700186301025,0.00032039585912359937,,0.013700196777184323,5.238079440712798e-06,0.013354483534097277,,,0.004161654115646318,,0.0016857885666694019,0.012559168472349051,8.730132401187998e-06,,0.0008005531411889393,0.007452041017654073,,0.004141574811123585,,,,,,,,,,0.0006818233405327825,,,0.0009271400610061652,,,,,2.619039720356399e-06,,,3.404751636463319e-05,,,,0.0010275365836198268,4.015860904546478e-05,,,0.5368254444946913,0.0012946786350961801,0.0393746431558381,,0.004204431764412139,0.0013182499925793875,,,,0.0007822198631464445,,,,,,2.968245016403919e-05,0.00118555198008133,,,0.005283476129198976,,1.7460264802375996e-05,,0.0019529306181457547,,,,,,,0.0013741228399469904,0.00741100939536849,,,,0.013442657871349278,,0.0032659425312844288,,0.01907359327011553,,0.001006584265856976,,,,,,,,,3.4920529604751982e-06,,,,,,,,,,,,,,,,0.003420465874785457,,0.06442750410752729,0.0003902369183331034,,,,,7.420612541009797e-05,,0.0005849188708795957,,,0.10392175007726168,,,,0.0030407051153337797,,,,,,0.006694265525230956,,,,,,0.006105854601390885,0.008440292005468555,0.03298331322492837,,,,1.3095198601781995e-05,,0.00018158675394471034,,,0.0013741228399469904,0.013712418962545984,,,,0.002605944521754617,,,,,,,,,8.730132401187998e-07,,,,1.7460264802375991e-06,,3.142847664427679e-05
1947,0.0002516979656272974,0.013797190381633056,,,0.001625682113434538,,,,0.001945880158314834,,,,,,,,,0.0011007803433446992,2.7877939230871552e-05,,,,4.301167767048753e-05,3.663957727485975e-05,,0.003008427899285767,0.0008817393922449944,,0.012739421715958843,5.575587846174311e-06,0.012138851253670924,,,0.003554038995661396,,0.002310682905964525,0.015225337382803131,9.558150593441674e-06,,0.0008586405283108438,0.007301630540839986,,0.005456110963756289,,,,,,,,,,0.0007869543988600311,,,0.0012051234873231044,,,,,7.96512549453473e-07,,,3.186050197813892e-05,,,,0.0008777568294977272,4.141865257158059e-05,,6.372100395627782e-06,0.5392899727831661,0.0012409665520485107,0.039921208978608055,,0.004664377489599537,0.0011852106735867677,,,,0.0011852106735867677,,7.96512549453473e-07,,,,3.663957727485975e-05,0.0012847747422684516,,,0.007999375534161227,,1.8319788637429875e-05,,0.0019156126814356019,,,,,,,0.0020542058650405066,0.009696743777046577,,,,0.01783471249481271,,0.0031565792334841128,,0.004455691201642725,,0.0009597976220914348,,,,1.5930250989069455e-06,,,,,3.186050197813892e-06,,,,,,,,,,,,,,,,0.003135869907198323,,0.06905843455016555,0.00033931434606717943,,,,,7.088961690135908e-05,,0.0014671761160932966,,,0.10028092997619224,,,,0.003832818387970111,,,,,,0.006778321795849054,,,,,,0.006381658546221225,0.008264614213129235,0.03120736168758707,,,,1.2744200791255564e-05,,0.00016169204753905498,,,0.0012847747422684516,0.014197836194008153,,,,0.002609375112009577,,,,,,,,,1.5930250989069455e-06,7.96512549453473e-07,,,5.575587846174311e-06,,3.584306472540627e-05
1948,0.0002656677760125462,0.01610279753466359,,,0.001590979103072285,,,,0.001622011521352953,,,,,,,,,0.0009264312189155457,3.02755300299198e-05,,,,4.465640679413169e-05,4.238574204188771e-05,,0.0033840473690942854,0.00320088041241327,,0.012109455123717168,5.2982177552359636e-06,0.0117961033879075,,,0.004828947039772207,,0.002269150975742489,0.01819710732448329,1.0596435510471927e-05,,0.0009453534251842457,0.004927342512369446,,0.00636391641228914,,,,,,,,4.541329504487968e-06,,0.0009377845426767656,,,0.0010853777515726249,,,,,7.568882507479948e-07,,,3.02755300299198e-05,,,,0.0009370276544260176,3.784441253739974e-05,,8.325770758227942e-06,0.5323528098340977,0.001282925585017851,0.04059645821711945,,0.003527099248485656,0.0011368461526234882,,,,0.0017476549709771205,,7.568882507479948e-07,,,,0.00027929176452601013,0.0012851962497700954,,,0.007341816032255548,,2.1192871020943854e-05,,0.0017446274179741279,,,,,,,0.0021102044430854096,0.009763858434649131,,,,0.017573431405866945,,0.0035937054145514795,,0.0052785386607165155,,0.0012708153730058836,,,,4.541329504487968e-06,,,,,3.0275530029919794e-06,,,,,,,,,,,,,,,,,,0.07805258708188546,0.00033832904808435367,,,,,7.720260157629549e-05,7.568882507479948e-07,6.963371906881552e-05,,,0.09824636561184197,,,,0.0050590410679995975,,,,,,0.006759768967430342,,,,,,0.0063033653522293,0.007937487085594223,0.0327452563921105,,,,9.082659008975937e-06,,0.00016575852691381088,,,0.0013192562210537551,0.014581452150660118,,,,0.002611264465080582,,,,,,,,,1.5137765014959897e-06,7.568882507479948e-07,,,3.178930653141578e-05,,1.6651541516455887e-05
1949,0.000282627110547803,0.018259303606799608,,,0.0017315886350463983,,,,0.0016018190040061398,,,,,,,,,0.0011161780534873797,2.786464470189607e-05,,,,6.926354540185594e-05,6.289448375570826e-05,,0.0044352553038360856,0.004759281315083849,,0.013445885267723506,6.369061646147672e-06,0.013165646555293007,,,0.00502280124069321,,0.0022618130170881925,0.021388105140469654,1.2738123292295345e-05,,0.0010015349438567216,0.012887000108274049,,0.0058316720697539634,,,,,,,,5.572928940379214e-06,,0.0009720780337432887,,,0.001199771987593068,,,5.6525422109560594e-05,,7.96132705768459e-07,,,3.1845308230738375e-05,,,,0.0011145857880758428,3.980663528842295e-05,,1.3534255998063804e-05,0.4693337643065048,0.0012769968600526086,0.04977501289734984,,0.0036685795081810592,0.001218879172531511,,,,0.0010723907546701145,,7.96132705768459e-07,,,,0.0003566674521842697,0.0016193339235330462,,,0.008645205051939699,,2.547624658459069e-05,,0.00181359030374055,,,,,,,0.0018541930717347415,0.010973097083606671,,,,0.017553133896782987,,0.0033397767006986857,,0.006240088147813183,,0.0016217223216503512,,,,5.572928940379214e-06,,,,,3.980663528842297e-06,,,,,,,,,,,,,3.184530823073837e-06,,,0.00024520887337668544,,0.0939078333089186,0.00032243374583622596,,,,,0.00010349725174989971,7.96132705768459e-07,0.0002308784846728532,,,0.10541513543809593,,,,0.0057751466476444035,,,,,,0.007771051341005929,,,,,,0.0062934290390996685,0.008181059684476685,0.03151332089243292,,,,1.2738123292295345e-05,,0.00019744091103057783,,,0.0014410001974409108,0.016123279557222838,,,,0.0029878860447490273,,,,,,,,,1.5922654115369185e-06,7.96132705768459e-07,,,2.2291715761516856e-05,,2.627237929035915e-05
1950,0.0001461304018513709,,,5.64265908138957e-05,0.0018736521821537161,,5.063924816631665e-06,,0.0038825834986945923,,0.00012587470258484425,,,,,,2.387278842126356e-05,0.0014808362999492882,0.0002408981377054778,,4.340506985684284e-05,,0.0007118431456522225,9.766140717789639e-05,,0.003631557511355851,0.0019409300404318226,,0.013150289330961486,8.174621489705402e-05,0.012051417645752415,3.400063805452689e-05,,0.0038341145040211174,,0.0016653078468408704,0.02024918850604813,0.001464921107668446,,0.0002727285222671625,0.015528163741285525,,0.005659297691501359,,,1.229810312610547e-05,9.332090019221212e-05,0.00010851267464210708,1.085126746421071e-05,,0.00010200191416358066,,0.0007472906193686442,,,0.0011097229526732821,,,6.944811177094855e-05,5.280950165915878e-05,0.0001461304018513709,,,0.000484689946734745,,4.1958234194948076e-05,7.234178309473806e-07,,0.0011068292813494925,,0.00018881205387726634,0.5006948428266249,0.0016689249359956072,0.039943515535759616,,0.0043419538213461785,0.0016920743065859233,,4.84689946734745e-05,,0.0012927476639029696,,6.0043679968632596e-05,2.2425952759368802e-05,1.085126746421071e-05,2.1702534928421427e-06,0.0008152918954776982,0.0014808362999492882,,3.689430937831641e-05,0.008184025921507717,,0.00029877156418126814,1.4468356618947613e-06,0.0019206743411652961,,2.821329540694785e-05,2.314937059031618e-05,5.063924816631665e-06,,,0.002021229419666981,0.010126402797601434,7.234178309473806e-07,,,0.015047814301536462,,0.005908876843178205,,0.007557546079907286,,0.002021229419666981,,,2.025569926652666e-05,6.872469394000117e-05,,7.234178309473806e-07,1.085126746421071e-05,5.64265908138957e-05,0.00012225761343010732,5.280950165915878e-05,5.353291949010617e-05,,9.40443180231595e-06,,,2.7489877576000462e-05,1.9532281435579277e-05,,,3.6170891547369033e-06,,1.6638610111789756e-05,,2.1702534928421427e-06,0.00032553802392632126,0.000321197516940637,0.10083865829141728,0.00044562538386358654,,,,,0.0002922608037027418,1.7362027942737138e-05,7.595887224947498e-05,,5.063924816631665e-06,0.09880657760428607,1.229810312610547e-05,,9.40443180231595e-06,0.004126375307723859,,,5.063924816631665e-06,5.136266599726403e-05,2.8936713237895226e-06,0.006524505417314426,2.8936713237895226e-06,,0.00017940762207495042,7.957596140421187e-06,,0.0060246236961297855,0.010808585812184813,0.0304341881479563,1.4468356618947613e-06,,,0.00017796078641305562,,0.0007472906193686442,,,0.0008970381103747519,0.015083985193083831,,,,0.00046443424746821834,,3.110696673073737e-05,,,,7.234178309473806e-07,,,3.76177272092638e-05,1.4468356618947613e-05,,,0.00015842850497747637,5.425633732105354e-05,0.00032987853091200563
