,USSR,Burkina Faso,France,Bahrain,Fiji,Australia,Panama,Pakistan,French Guiana,Thailand,Belize,Ethiopia,Kenya,Guyana,Yemen,South Africa,United Arab Emirates,Lao People's Democratic Republic,Zambia,Nigeria,Botswana,Peru,Suriname,Tunisia,Albania,Niue,Brazil,Mozambique,Australia & New Zealand,El Salvador,Montenegro,Argentina,Colombia,New Caledonia,Central African Republic,Bahamas,Honduras,Jamaica,Ecuador,Swaziland,Indonesia,Seychelles,Turkey,Jordan,Angola,Ethiopia PDR,Egypt,Melanesia,Togo,Malaysia,Greece,Tajikistan,Haiti,Republic of Korea,Democratic Republic of the Congo,New Zealand,Sudan,Mali,Congo,Martinique,Dominican Republic,Kyrgyzstan,Tonga,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Ghana,Philippines,Spain,"China, mainland",French Polynesia,Cyprus,Guinea-Bissau,Rwanda,Bosnia and Herzegovina,Portugal,Guatemala,South Sudan,Cuba,Puerto Rico,United States of America,Bhutan,Dominica,Iraq,Madagascar,India,Timor-Leste,Senegal,United Republic of Tanzania,Paraguay,Samoa,Nepal,Cook Islands,Libya,Costa Rica,Bangladesh,Italy,Qatar,Saint Lucia,Mauritius,Syrian Arab Republic,Benin,Uzbekistan,China,Cambodia,Serbia and Montenegro,Sudan (former),Morocco,Antigua and Barbuda,Chile,Malta,Uruguay,Zimbabwe,Lebanon,Gabon,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Maldives,Afghanistan,Trinidad and Tobago,Somalia,Namibia,Saudi Arabia,Georgia,Azerbaijan,Nicaragua,Oman,Viet Nam,Russian Federation,Bolivia (Plurinational State of),Grenada,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Brunei Darussalam,Mexico,Guinea,Kuwait,Guadeloupe,Sri Lanka,Côte d'Ivoire,Polynesia,Croatia,Occupied Palestinian Territory,Liberia,Sierra Leone
1983,284397.0,40000.0,103759.0,101190.0,200000.0,190618.0,,95448.0,12651.0,81122.0,115863.0,,44881.0,72573.0,23200.0,191733.0,60080.0,57307.0,36667.0,35088.0,38462.0,80522.0,63339.0,993438.0,,,182446.0,43299.0,183815.0,287489.0,,123710.0,190017.0,21429.0,,,85000.0,125970.0,130800.0,70940.0,76210.0,137500.0,213080.0,191917.0,56835.0,52273.0,172947.0,43750.0,,43377.0,185030.0,,,223496.0,164040.0,120311.0,,24451.0,34118.0,91417.0,,,41221.0,,97018.0,,75142.0,54636.0,195199.0,40299.0,177647.0,213878.0,56604.0,,,72336.0,170238.0,,,,280371.0,41176.0,,,80221.0,106156.0,,48750.0,41429.0,,50000.0,,208333.0,112924.0,98101.0,33221.0,213772.0,46584.0,,,98387.0,48000.0,,47323.0,,,136925.0,,,122420.0,,,42347.0,290828.0,44737.0,54839.0,68755.0,116923.0,435785.0,,227145.0,,75362.0,29015.0,74400.0,,59330.0,,,47826.0,88496.0,70667.0,,85975.0,,,133977.0,53036.0,107877.0,43119.0,80769.0,,102897.0,92810.0,62612.0,,,35897.0,
1984,183938.0,40625.0,118570.0,101190.0,200000.0,183990.0,,95194.0,12079.0,73179.0,143470.0,,47863.0,71333.0,24112.0,193592.0,105061.0,58311.0,36667.0,35088.0,38462.0,96643.0,56801.0,1063182.0,,,197472.0,43299.0,176728.0,247767.0,,120611.0,170671.0,20000.0,,,83579.0,117351.0,117494.0,69231.0,79554.0,142500.0,217146.0,187364.0,56115.0,51209.0,147774.0,146000.0,,42564.0,207418.0,,,169663.0,162871.0,112438.0,,24428.0,34118.0,93625.0,,,41985.0,,99676.0,,65000.0,54525.0,121668.0,41086.0,169375.0,236997.0,50000.0,,,75542.0,183333.0,,,,241067.0,49270.0,,,80183.0,112767.0,,48250.0,40972.0,,50000.0,,216176.0,112513.0,101974.0,35063.0,151682.0,47746.0,,41667.0,97156.0,50000.0,,46614.0,,,132032.0,,,114236.0,,,42614.0,266667.0,44000.0,56250.0,68409.0,108250.0,416913.0,,174571.0,,75472.0,28381.0,73077.0,,56610.0,,,47244.0,108161.0,64681.0,,67242.0,,,128042.0,52542.0,114391.0,40783.0,81166.0,,56001.0,106780.0,60911.0,,,35897.0,
1985,75789.0,46875.0,186145.0,100000.0,71429.0,199396.0,116277.0,95464.0,11718.0,100122.0,145980.0,,51147.0,71250.0,24425.0,199311.0,97712.0,60209.0,37778.0,35088.0,38462.0,96318.0,55876.0,111827.0,44000.0,67500.0,205249.0,44022.0,190595.0,153931.0,,132127.0,175567.0,20000.0,35887.0,100000.0,70083.0,98761.0,119764.0,72340.0,66902.0,150000.0,160673.0,153367.0,54676.0,51868.0,142454.0,62353.0,42593.0,50954.0,167903.0,,64064.0,232389.0,150090.0,111578.0,,24486.0,34118.0,63060.0,109552.0,,41985.0,33621.0,123552.0,,64706.0,53190.0,162641.0,35029.0,173684.0,199003.0,45161.0,,,77518.0,188372.0,,86472.0,232764.0,262386.0,43333.0,62774.0,59737.0,80535.0,108658.0,,48889.0,41667.0,180855.0,50000.0,,195690.0,111290.0,106667.0,33592.0,194551.0,43855.0,41146.0,41667.0,67659.0,48000.0,,40515.0,42857.0,,132306.0,166836.0,36000.0,120987.0,128571.0,96631.0,44310.0,281804.0,45000.0,57576.0,68801.0,124974.0,412101.0,57348.0,211028.0,,74031.0,52366.0,71481.0,,54471.0,,,47287.0,113078.0,65527.0,,66699.0,87871.0,52646.0,111725.0,54167.0,129965.0,40919.0,87722.0,55173.0,62813.0,82837.0,56341.0,,,36923.0,52308.0
1986,181921.0,47500.0,184218.0,101176.0,28571.0,221436.0,118463.0,95557.0,9822.0,104046.0,163539.0,,52917.0,73333.0,29523.0,204172.0,108455.0,61518.0,38889.0,35088.0,38462.0,102691.0,53691.0,135337.0,46333.0,67500.0,182383.0,45109.0,211994.0,156511.0,,142110.0,169017.0,20000.0,36492.0,133333.0,71052.0,103357.0,81121.0,72340.0,74578.0,150000.0,224358.0,161954.0,55396.0,52527.0,142111.0,27059.0,44444.0,52450.0,204532.0,,64064.0,198859.0,146860.0,117013.0,,24444.0,35625.0,58164.0,111260.0,,41985.0,37234.0,128445.0,,58824.0,53168.0,174345.0,37917.0,181600.0,195515.0,47222.0,,,77563.0,203409.0,,87799.0,233835.0,302803.0,41538.0,65033.0,54780.0,76480.0,121760.0,,51111.0,43056.0,172320.0,50000.0,,191358.0,119538.0,110959.0,32774.0,201171.0,46076.0,42708.0,46667.0,115186.0,48000.0,,41567.0,45364.0,,131790.0,172380.0,40000.0,127249.0,135714.0,105023.0,46947.0,266821.0,45000.0,60606.0,68480.0,113617.0,363601.0,61702.0,196640.0,,76984.0,51412.0,72000.0,,53537.0,,,46970.0,117073.0,67500.0,,68350.0,77326.0,57938.0,114195.0,52500.0,128626.0,40800.0,88512.0,62517.0,89583.0,89221.0,53619.0,,,35897.0,53846.0
1987,103955.0,48125.0,188723.0,101163.0,26143.0,213293.0,120690.0,88804.0,10000.0,113567.0,170952.0,,56026.0,68750.0,33323.0,213788.0,115657.0,52356.0,40000.0,35088.0,38462.0,108345.0,67849.0,133803.0,33000.0,77778.0,195072.0,45109.0,205512.0,145667.0,,152516.0,172702.0,20000.0,37500.0,166667.0,67780.0,123654.0,92600.0,74043.0,70759.0,150000.0,205226.0,214990.0,56835.0,53187.0,153624.0,25059.0,44444.0,53316.0,118729.0,,64143.0,236868.0,149048.0,123434.0,,24444.0,35625.0,57276.0,105497.0,,41985.0,34990.0,124746.0,,55882.0,60826.0,193126.0,37315.0,170000.0,217286.0,48544.0,,,81095.0,217720.0,,91102.0,235850.0,326218.0,66375.0,74916.0,60702.0,72015.0,124931.0,,53333.0,44444.0,164172.0,50000.0,,190476.0,119686.0,116429.0,32880.0,131603.0,47059.0,43750.0,46667.0,122703.0,48000.0,,41524.0,47780.0,,132237.0,142588.0,41600.0,130275.0,121429.0,104951.0,49609.0,285565.0,46000.0,63636.0,72291.0,136382.0,450714.0,74074.0,230974.0,,76498.0,46191.0,76383.0,,76008.0,,,47015.0,116667.0,66537.0,,81636.0,88419.0,58327.0,113206.0,52542.0,110599.0,40789.0,84737.0,66465.0,70600.0,87902.0,51810.0,,,35897.0,53846.0
1988,248889.0,48750.0,188446.0,101149.0,95000.0,203142.0,114910.0,91945.0,10097.0,106487.0,165318.0,,57778.0,67273.0,24874.0,208360.0,124282.0,47120.0,41111.0,35088.0,38462.0,99390.0,58186.0,123853.0,44667.0,77778.0,181277.0,45109.0,192787.0,132062.0,,158777.0,178243.0,20000.0,39113.0,155556.0,69648.0,107464.0,98423.0,72340.0,61435.0,150000.0,210200.0,234935.0,57554.0,55824.0,136896.0,81765.0,44444.0,53887.0,183051.0,,61594.0,220184.0,151908.0,82372.0,,24444.0,35625.0,46089.0,108591.0,,41985.0,46903.0,133605.0,,55882.0,61369.0,178726.0,27527.0,172353.0,185339.0,49784.0,,,77173.0,228989.0,,98297.0,239333.0,344077.0,67500.0,81042.0,61376.0,73525.0,112010.0,,56522.0,45833.0,159471.0,50000.0,,172131.0,113689.0,126167.0,28323.0,188494.0,44972.0,45313.0,45455.0,144145.0,48000.0,,32153.0,48921.0,,131722.0,175983.0,41500.0,129676.0,107143.0,107738.0,52565.0,283028.0,46500.0,66667.0,80071.0,139136.0,340612.0,84708.0,194440.0,,74336.0,51000.0,74655.0,,68205.0,,,47059.0,108333.0,68093.0,,84963.0,91209.0,59582.0,116069.0,55556.0,121536.0,40000.0,82174.0,82944.0,26304.0,89831.0,52051.0,,,35897.0,56538.0
1989,56989.0,51176.0,170000.0,102273.0,61571.0,167976.0,99637.0,92127.0,10446.0,134209.0,70103.0,,59667.0,67500.0,32788.0,209474.0,147003.0,53010.0,42222.0,35017.0,38462.0,123275.0,68075.0,136906.0,75500.0,77778.0,195160.0,51630.0,168136.0,143513.0,,143560.0,181960.0,20000.0,40121.0,155556.0,72422.0,108419.0,102213.0,80000.0,51089.0,150000.0,207390.0,292783.0,56115.0,58462.0,154718.0,54235.0,44444.0,56038.0,216131.0,,58964.0,375221.0,151594.0,170295.0,,25556.0,35000.0,43973.0,108313.0,,41985.0,57533.0,132990.0,,55625.0,56369.0,200105.0,43448.0,161944.0,233562.0,50781.0,,,77112.0,225064.0,,88495.0,238075.0,348775.0,66265.0,74249.0,55435.0,68759.0,136634.0,,64583.0,47222.0,162297.0,49524.0,,187500.0,114444.0,121082.0,27506.0,184852.0,45708.0,46354.0,45455.0,167327.0,48000.0,,47006.0,50194.0,,121574.0,199446.0,41667.0,142088.0,128571.0,93788.0,46565.0,282178.0,46500.0,69697.0,72394.0,137079.0,332593.0,85164.0,222342.0,,74890.0,51054.0,75517.0,,65763.0,,,47101.0,108419.0,65905.0,,82999.0,96605.0,58410.0,116474.0,55660.0,127142.0,50263.0,79412.0,54826.0,25332.0,100557.0,51418.0,,,35897.0,59385.0
1990,159563.0,59148.0,116772.0,101111.0,69211.0,197052.0,84771.0,92856.0,10761.0,118754.0,67541.0,,50209.0,71111.0,31145.0,212979.0,171678.0,58295.0,41890.0,35914.0,40672.0,103539.0,70295.0,127772.0,60000.0,55000.0,185231.0,51891.0,191761.0,155381.0,,158142.0,217268.0,20667.0,40736.0,171429.0,94615.0,109371.0,93244.0,89185.0,50513.0,77500.0,204882.0,268656.0,53627.0,57986.0,178670.0,61209.0,45200.0,51477.0,195678.0,,63918.0,243274.0,150044.0,136565.0,,27547.0,37770.0,46747.0,111075.0,,32863.0,66636.0,138883.0,,54024.0,71299.0,198160.0,45759.0,152424.0,270738.0,51418.0,,,81587.0,235223.0,,89012.0,246533.0,285794.0,68690.0,68935.0,53318.0,66711.0,136140.0,,59574.0,46980.0,162428.0,51635.0,65655.0,212750.0,113364.0,98598.0,26732.0,166794.0,45000.0,46465.0,42857.0,169157.0,48802.0,,48835.0,52292.0,,95765.0,141855.0,45763.0,151093.0,125000.0,105162.0,49944.0,286442.0,42696.0,70381.0,74524.0,127523.0,469834.0,89870.0,198457.0,,73963.0,67020.0,75711.0,,61839.0,,,46807.0,106122.0,68556.0,,83816.0,104165.0,58832.0,117173.0,59200.0,118616.0,50000.0,,35355.0,24858.0,72561.0,43292.0,,,36507.0,49022.0
1991,138889.0,61952.0,166006.0,101099.0,52528.0,180029.0,99493.0,92550.0,13334.0,124245.0,36258.0,,36757.0,68852.0,28494.0,215337.0,159344.0,63631.0,34915.0,39683.0,34399.0,115877.0,65581.0,112573.0,68750.0,50816.0,187451.0,45076.0,175801.0,211808.0,,175167.0,194596.0,26107.0,43703.0,176691.0,110869.0,87611.0,66873.0,75764.0,58233.0,47744.0,230558.0,263558.0,55422.0,58007.0,184503.0,48180.0,44971.0,53193.0,172055.0,,47665.0,272067.0,152240.0,131946.0,,28106.0,36140.0,50353.0,87649.0,,29118.0,70649.0,136154.0,,61183.0,69068.0,187355.0,56398.0,184545.0,227517.0,50000.0,,,80368.0,167787.0,,72908.0,225441.0,297668.0,68701.0,69988.0,55116.0,68759.0,135694.0,,56522.0,59142.0,179446.0,50000.0,66841.0,181353.0,106843.0,98388.0,27893.0,170957.0,44950.0,62630.0,45455.0,193207.0,66809.0,,59093.0,58272.0,,130369.0,198399.0,36104.0,143247.0,84607.0,105389.0,53519.0,286598.0,46224.0,26034.0,86330.0,133810.0,362346.0,97826.0,192848.0,,73604.0,53667.0,66310.0,,67269.0,,,47217.0,105000.0,66060.0,,85875.0,96635.0,60377.0,104640.0,51155.0,121486.0,50000.0,20000.0,7147.0,22150.0,86304.0,41560.0,,,33326.0,56789.0
1992,,62215.0,105728.0,101087.0,51272.0,184405.0,98457.0,94566.0,17585.0,129426.0,58638.0,,64455.0,72000.0,28029.0,218042.0,177953.0,61820.0,35128.0,42308.0,34836.0,95334.0,67502.0,113921.0,143333.0,50722.0,193931.0,47617.0,177577.0,180086.0,,172677.0,207496.0,26207.0,43500.0,189744.0,101056.0,105736.0,65204.0,78688.0,68007.0,49468.0,221892.0,278248.0,57653.0,58428.0,163881.0,46968.0,45012.0,53022.0,200398.0,33333.0,47834.0,319074.0,152235.0,104207.0,,28014.0,36053.0,57207.0,91003.0,50000.0,29574.0,,170880.0,,63759.0,69220.0,209998.0,47650.0,169302.0,241200.0,50471.0,,5000.0,78507.0,176630.0,,68967.0,215146.0,315022.0,69016.0,68620.0,54694.0,66711.0,109359.0,,53333.0,57996.0,174035.0,50000.0,60499.0,143687.0,107143.0,82870.0,28947.0,193150.0,44857.0,60440.0,42857.0,120840.0,65344.0,75031.0,50569.0,52182.0,39302.0,124645.0,150648.0,36297.0,143300.0,84703.0,117348.0,52021.0,292421.0,46103.0,27339.0,91580.0,126378.0,340106.0,106666.0,213449.0,,73510.0,53997.0,65472.0,,63643.0,141361.0,179412.0,46554.0,104878.0,68708.0,,82445.0,98820.0,60161.0,117092.0,51166.0,112443.0,51111.0,29167.0,14723.0,24525.0,89225.0,40555.0,25964.0,,33426.0,56800.0
1993,,62224.0,125502.0,98947.0,50016.0,217245.0,97421.0,99968.0,17733.0,128207.0,59840.0,62013.0,82188.0,69091.0,27045.0,207093.0,184124.0,64066.0,35342.0,43706.0,35273.0,103517.0,75089.0,112297.0,133000.0,50628.0,224244.0,49417.0,213382.0,184175.0,,167683.0,194118.0,26306.0,43591.0,214286.0,117310.0,98671.0,67399.0,67074.0,70534.0,50000.0,226814.0,318462.0,59884.0,,127219.0,46272.0,45052.0,53957.0,191583.0,26667.0,47763.0,275724.0,152618.0,166368.0,,28339.0,36028.0,38571.0,95607.0,50000.0,30595.0,,147151.0,,63237.0,67848.0,193704.0,58255.0,168217.0,222864.0,52779.0,,5000.0,80473.0,217242.0,,57099.0,191415.0,361358.0,68639.0,60828.0,53026.0,65166.0,136280.0,24253.0,62866.0,56850.0,170166.0,50000.0,66554.0,196508.0,108744.0,87657.0,29322.0,193001.0,44828.0,69485.0,44444.0,188307.0,63878.0,78867.0,60568.0,58608.0,59185.0,118839.0,164643.0,36490.0,146007.0,84799.0,114519.0,58617.0,277733.0,45981.0,28644.0,86323.0,124509.0,274243.0,110763.0,189652.0,,73444.0,52525.0,71030.0,,57146.0,51497.0,150000.0,47651.0,98445.0,61169.0,,85314.0,96685.0,59938.0,114452.0,50891.0,114258.0,50000.0,40625.0,25236.0,21717.0,91574.0,44377.0,103848.0,,33527.0,56811.0
1994,,62163.0,105590.0,98958.0,48761.0,199675.0,96384.0,101348.0,25163.0,126442.0,93440.0,61585.0,89411.0,64554.0,27582.0,227327.0,187964.0,63600.0,35555.0,41422.0,35710.0,114401.0,78906.0,113133.0,216667.0,50533.0,188870.0,48838.0,199989.0,182629.0,,185909.0,205313.0,26405.0,43954.0,221011.0,115803.0,96975.0,75086.0,87205.0,58546.0,54481.0,236425.0,321518.0,62115.0,,162212.0,45908.0,45092.0,54143.0,209291.0,26667.0,47670.0,244753.0,153710.0,203808.0,,28569.0,35714.0,43279.0,95860.0,20000.0,29787.0,,152613.0,,64280.0,69686.0,201235.0,60547.0,168833.0,209267.0,52578.0,,5556.0,91490.0,204919.0,,49227.0,182521.0,333619.0,69627.0,60611.0,73579.0,64910.0,101249.0,100924.0,60002.0,55704.0,157240.0,49960.0,100312.0,122222.0,106839.0,59799.0,29551.0,159028.0,44870.0,73143.0,43750.0,250748.0,62412.0,80523.0,62540.0,59412.0,59327.0,124024.0,176577.0,36683.0,155280.0,85585.0,116665.0,57113.0,291527.0,45860.0,29949.0,90553.0,119864.0,260677.0,91476.0,173429.0,,73539.0,57475.0,72823.0,,58255.0,81333.0,165357.0,47890.0,95923.0,56443.0,,87517.0,95380.0,59813.0,124317.0,49987.0,119128.0,51136.0,41304.0,35045.0,22581.0,94265.0,41976.0,107963.0,228785.0,33627.0,56821.0
1995,,62170.0,116076.0,98969.0,52480.0,186133.0,95348.0,101266.0,26159.0,123499.0,90492.0,60883.0,92705.0,63538.0,43873.0,214469.0,187414.0,57603.0,35769.0,42239.0,36147.0,122307.0,76848.0,110366.0,65774.0,50437.0,222118.0,49301.0,185789.0,165659.0,,184657.0,192000.0,26504.0,43041.0,233623.0,111554.0,99855.0,74779.0,79556.0,101327.0,78217.0,218412.0,291819.0,64345.0,,175682.0,48786.0,45133.0,53971.0,208103.0,22857.0,47575.0,250517.0,152033.0,181811.0,,28732.0,36100.0,46092.0,97271.0,100000.0,29322.0,,152525.0,,70007.0,70053.0,191748.0,67747.0,190526.0,246277.0,53016.0,,5000.0,100512.0,222350.0,,55514.0,128104.0,335915.0,69923.0,61291.0,99638.0,64578.0,86882.0,108413.0,70000.0,54531.0,149039.0,50000.0,116612.0,133721.0,103226.0,67597.0,29284.0,145279.0,44758.0,83610.0,45000.0,224628.0,60947.0,80930.0,69657.0,60324.0,65599.0,120018.0,132077.0,36876.0,158035.0,86139.0,117192.0,57485.0,294836.0,45521.0,31254.0,79462.0,136681.0,310050.0,92732.0,188050.0,,73590.0,57397.0,68096.0,,62417.0,90769.0,162143.0,48158.0,90909.0,66913.0,,86644.0,95483.0,60512.0,150030.0,51064.0,127585.0,51220.0,39063.0,46525.0,21595.0,88755.0,42958.0,84948.0,172325.0,33727.0,56832.0
1996,,62200.0,93698.0,99789.0,49886.0,164251.0,94312.0,102985.0,24515.0,120612.0,90921.0,60723.0,86286.0,58225.0,62156.0,222930.0,192581.0,63881.0,35982.0,43379.0,36549.0,129057.0,65896.0,119538.0,66689.0,50341.0,210311.0,49289.0,163290.0,92906.0,,152068.0,191981.0,26604.0,43428.0,237990.0,110106.0,100785.0,79751.0,78188.0,54927.0,70060.0,221912.0,167760.0,66576.0,,186723.0,46560.0,45173.0,53686.0,210261.0,37313.0,47680.0,200833.0,149708.0,151182.0,,28731.0,64482.0,47891.0,99300.0,120000.0,29439.0,,156560.0,,71669.0,78722.0,170858.0,66144.0,177432.0,212448.0,53330.0,,5556.0,86747.0,222901.0,,83229.0,122331.0,318964.0,70218.0,64086.0,102359.0,63952.0,94220.0,131505.0,91573.0,38548.0,147476.0,49911.0,71482.0,115909.0,102610.0,70890.0,30121.0,156631.0,45099.0,83483.0,41304.0,267291.0,59481.0,81758.0,67949.0,61228.0,67764.0,127696.0,184667.0,37069.0,156533.0,111111.0,129673.0,57889.0,284834.0,45277.0,32559.0,85236.0,135341.0,298365.0,93465.0,172291.0,,73596.0,55515.0,66381.0,,59817.0,69440.0,166400.0,48224.0,74359.0,67936.0,,85585.0,90658.0,60462.0,148845.0,51513.0,129953.0,51250.0,41351.0,45515.0,20368.0,89161.0,40725.0,144911.0,257746.0,33828.0,56827.0
1997,,62254.0,94281.0,98958.0,50000.0,188512.0,93276.0,103876.0,23828.0,119180.0,96252.0,61809.0,88492.0,50897.0,71172.0,230104.0,196860.0,69192.0,36196.0,44000.0,36175.0,134145.0,81148.0,113187.0,64191.0,50243.0,224552.0,49261.0,185029.0,90185.0,,213162.0,165122.0,26703.0,43627.0,207086.0,109287.0,105170.0,89951.0,90064.0,52683.0,77217.0,173057.0,279603.0,66618.0,,171053.0,46818.0,45214.0,55027.0,220686.0,47826.0,47691.0,250441.0,153928.0,137394.0,,28969.0,64670.0,48500.0,110126.0,160000.0,29273.0,,166412.0,,72553.0,74864.0,204039.0,77163.0,178419.0,207842.0,53541.0,,5275.0,98642.0,221214.0,,105708.0,124905.0,337272.0,70546.0,63677.0,103703.0,64372.0,104450.0,142745.0,85714.0,41471.0,151114.0,50000.0,83290.0,123240.0,100325.0,123048.0,28899.0,163288.0,44908.0,90417.0,44032.0,207242.0,58015.0,81869.0,78840.0,65844.0,70909.0,128782.0,162959.0,37262.0,128573.0,91690.0,119472.0,57925.0,230168.0,45238.0,33864.0,86330.0,141744.0,345431.0,107273.0,236637.0,,73560.0,56153.0,65753.0,,64566.0,50531.0,151724.0,47492.0,70000.0,64811.0,,90376.0,90704.0,60931.0,140651.0,51887.0,128062.0,51190.0,37143.0,46297.0,21245.0,66744.0,41950.0,115277.0,271537.0,33928.0,56883.0
1998,,62254.0,96326.0,100313.0,42368.0,185233.0,92240.0,94492.0,26364.0,121945.0,80573.0,60634.0,82943.0,50686.0,110243.0,222999.0,201885.0,76136.0,36409.0,44366.0,36364.0,104259.0,79549.0,113650.0,46167.0,50144.0,197603.0,49694.0,179631.0,82152.0,,206998.0,130435.0,26802.0,43625.0,248338.0,101796.0,104888.0,75694.0,68954.0,207313.0,79296.0,231625.0,220776.0,63874.0,,161459.0,40960.0,45254.0,55378.0,188941.0,45652.0,47993.0,197126.0,153596.0,106603.0,,29279.0,65395.0,49192.0,115453.0,260000.0,28845.0,,151976.0,,70193.0,76387.0,179595.0,68159.0,194404.0,195051.0,53666.0,,5385.0,119070.0,215918.0,,97658.0,106843.0,353974.0,70871.0,63681.0,101942.0,64112.0,97767.0,89783.0,76007.0,41896.0,175372.0,49841.0,73739.0,114296.0,100637.0,127695.0,30520.0,121953.0,45455.0,78655.0,42800.0,274084.0,56550.0,83333.0,70038.0,63833.0,77432.0,129478.0,210504.0,37455.0,134509.0,125974.0,122983.0,57977.0,218562.0,45259.0,35170.0,100798.0,137763.0,300192.0,152176.0,199252.0,,73482.0,58132.0,64178.0,,74949.0,57568.0,121312.0,47101.0,71429.0,61159.0,,86811.0,90777.0,61696.0,147204.0,50272.0,111439.0,51289.0,36000.0,50655.0,21763.0,92939.0,39418.0,130215.0,273448.0,34028.0,57037.0
1999,,61386.0,102175.0,100589.0,43750.0,174157.0,91483.0,98280.0,26364.0,119128.0,77865.0,59591.0,89965.0,51439.0,112229.0,247501.0,197365.0,71805.0,36252.0,44384.0,38462.0,114620.0,80300.0,114802.0,45833.0,50042.0,214504.0,50036.0,169476.0,99683.0,,199825.0,155540.0,26666.0,43400.0,270235.0,89076.0,108016.0,35275.0,81141.0,198117.0,84374.0,264527.0,117620.0,57692.0,,169965.0,42392.0,45295.0,54717.0,257619.0,37975.0,48467.0,235687.0,153867.0,109412.0,,29454.0,68173.0,50000.0,103533.0,200000.0,27539.0,,172602.0,,69915.0,75579.0,194043.0,84077.0,201794.0,231495.0,53374.0,,5183.0,98685.0,214719.0,,106531.0,75875.0,274752.0,79119.0,62918.0,100733.0,63888.0,104194.0,52500.0,75075.0,42798.0,189097.0,49800.0,74010.0,108498.0,102031.0,110073.0,30480.0,157490.0,45882.0,92863.0,42105.0,266545.0,55084.0,78398.0,85634.0,64340.0,71771.0,127969.0,171734.0,37648.0,119786.0,126110.0,130332.0,58891.0,222752.0,45455.0,36475.0,110257.0,145285.0,314005.0,197441.0,230282.0,,73363.0,58042.0,63556.0,,80416.0,37333.0,146279.0,46948.0,71176.0,61816.0,,90619.0,87392.0,62282.0,149127.0,48333.0,116261.0,51387.0,23077.0,53153.0,21281.0,95400.0,39888.0,113342.0,286426.0,34129.0,57143.0
2000,,62386.0,110103.0,100000.0,40960.0,190922.0,94654.0,95519.0,26433.0,116360.0,112448.0,58312.0,88304.0,55704.0,111905.0,251240.0,190923.0,74524.0,35939.0,44596.0,40000.0,116475.0,72159.0,114213.0,53170.0,49938.0,235413.0,48961.0,185713.0,95940.0,,225204.0,146775.0,26930.0,43669.0,261342.0,91551.0,107624.0,36187.0,78126.0,173505.0,84542.0,252371.0,163225.0,57778.0,,171423.0,40031.0,45335.0,58466.0,200552.0,33721.0,52356.0,208788.0,153406.0,105145.0,,29630.0,66894.0,49932.0,113713.0,200000.0,29671.0,,164870.0,100000.0,70330.0,72244.0,183667.0,69030.0,190266.0,233504.0,53330.0,14286.0,5145.0,114311.0,208282.0,,144340.0,80179.0,360669.0,76573.0,62938.0,98179.0,63750.0,96466.0,50000.0,76345.0,46613.0,169468.0,49756.0,69915.0,101338.0,101997.0,153873.0,31663.0,174611.0,44444.0,83531.0,41837.0,292090.0,53618.0,90000.0,70781.0,64340.0,67640.0,133662.0,184524.0,37400.0,130064.0,124519.0,125702.0,62789.0,208944.0,45489.0,37780.0,103664.0,139378.0,282946.0,245745.0,196986.0,,73203.0,59573.0,56309.0,58824.0,85833.0,40000.0,153683.0,42987.0,48927.0,75254.0,,92602.0,88055.0,61744.0,151265.0,49322.0,123677.0,51220.0,18000.0,51149.0,24037.0,95720.0,41174.0,94433.0,252063.0,34229.0,56956.0
2001,,62637.0,104195.0,101140.0,38929.0,226245.0,97224.0,94184.0,26351.0,112484.0,133534.0,47977.0,88182.0,49446.0,107104.0,248513.0,194530.0,73006.0,36000.0,44719.0,39879.0,126402.0,80972.0,115040.0,53030.0,49830.0,203413.0,46922.0,215403.0,113971.0,,224394.0,136592.0,25250.0,44001.0,267105.0,102383.0,105747.0,41371.0,77254.0,195502.0,86039.0,277485.0,179021.0,66660.0,,188899.0,36003.0,45375.0,63296.0,231920.0,32353.0,42857.0,240305.0,153400.0,103007.0,,29430.0,70297.0,49278.0,93720.0,400000.0,31093.0,,168302.0,100000.0,70313.0,71498.0,189700.0,87687.0,176504.0,227784.0,53245.0,14894.0,5000.0,102801.0,184210.0,,147038.0,70011.0,336026.0,78639.0,63091.0,125120.0,63340.0,97794.0,57143.0,80026.0,47698.0,172671.0,49669.0,84876.0,87537.0,101761.0,162977.0,30357.0,162945.0,48263.0,80198.0,40843.0,295457.0,52153.0,87628.0,89035.0,64340.0,74241.0,132407.0,129372.0,37652.0,132203.0,129876.0,131484.0,62184.0,206971.0,45580.0,39085.0,95936.0,142380.0,391480.0,230986.0,222337.0,,73003.0,58925.0,56313.0,54406.0,144421.0,45113.0,140054.0,44780.0,52840.0,68037.0,,92742.0,88008.0,59036.0,142704.0,50000.0,126609.0,51545.0,18000.0,62213.0,20584.0,95461.0,41872.0,116641.0,274630.0,34330.0,56941.0
