,Fiji,Australia,Panama,Puerto Rico,French Guiana,Thailand,Belize,Ethiopia,Saint Kitts and Nevis,Guyana,Lao People's Democratic Republic,Papua New Guinea,Suriname,Brazil,Mozambique,Australia & New Zealand,El Salvador,Saint Lucia,Argentina,South Sudan,Timor-Leste,Central African Republic,India,Jamaica,Ecuador,Swaziland,Indonesia,Seychelles,Dominica,Angola,Ethiopia PDR,Melanesia,Togo,Malaysia,Mexico,Haiti,Republic of Korea,Democratic Republic of the Congo,Nigeria,Micronesia,Congo,Martinique,Dominican Republic,Peru,Ghana,"China, mainland",French Polynesia,Colombia,Guinea-Bissau,Rwanda,Portugal,Guatemala,Kenya,Cuba,Pacific Islands Trust Territory,United States of America,South Africa,Micronesia (Federated States of),Philippines,Madagascar,United Republic of Tanzania,Paraguay,Samoa,Nepal,Guinea,Costa Rica,Bangladesh,Mauritius,Uganda,Benin,China,Cambodia,Sudan (former),Morocco,Antigua and Barbuda,Honduras,Zimbabwe,Gabon,"China, Taiwan Province of",Israel,Réunion,Japan,Trinidad and Tobago,Grenada,Wallis and Futuna Islands,Nicaragua,Viet Nam,Cameroon,Bolivia (Plurinational State of),Sudan,Venezuela (Bolivarian Republic of),American Samoa,Brunei Darussalam,Cook Islands,Guadeloupe,Sri Lanka,Guam,Côte d'Ivoire,Polynesia,Liberia
2000,2538.0,139284.0,18329.0,17850.0,1828.0,2248375.0,2202.0,2400.0,-1.0,3180.0,35000.0,12000.0,360.0,2003688.0,13000.0,139284.0,5636.0,-1.0,3150.0,,50.0,14000.0,1020000.0,20291.0,48000.0,19680.0,399299.0,145.0,70.0,39000.0,,14538.0,1155.0,249135.0,522422.0,3690.0,1366.0,196000.0,885604.0,-1.0,3154.0,20800.0,64379.0,137668.0,60000.0,856517.0,3500.0,338349.0,228.0,8000.0,1705.0,99790.0,606516.0,24082.0,,321145.0,159921.0,,1559560.0,51000.0,76000.0,38552.0,4000.0,8500.0,71500.0,903125.0,148000.0,3416.0,1650.0,53026.0,1214052.0,16000.0,5000.0,-1.0,155.0,71000.0,100.0,733.0,357535.0,200.0,10024.0,11200.0,3450.0,-1.0,5.0,47000.0,291400.0,42857.0,59331.0,,351078.0,359.0,800.0,70.0,5460.0,41520.0,-1.0,238000.0,7933.0,6707.0
2001,2323.0,119618.0,22179.0,18689.0,1857.0,2078286.0,2028.0,2700.0,-1.0,4429.0,37000.0,16000.0,375.0,2145027.0,12633.0,119618.0,5800.0,-1.0,3188.0,,100.0,14100.0,1220000.0,20447.0,47318.0,20000.0,494968.0,130.0,70.0,40000.0,,18323.0,1200.0,288938.0,625957.0,2800.0,1064.0,192080.0,888674.0,-1.0,3200.0,19094.0,136862.0,150570.0,56977.0,869049.0,3547.0,313573.0,233.0,10000.0,1829.0,101287.0,612248.0,29331.0,,293022.0,167720.0,,1617906.0,51288.0,75191.0,41392.0,4300.0,9300.0,85000.0,950400.0,152000.0,6016.0,1511.0,57147.0,1257740.0,16000.0,5100.0,-1.0,160.0,83000.0,120.0,742.0,388691.0,790.0,7624.0,11200.0,3500.0,-1.0,5.0,45000.0,284500.0,43539.0,59500.0,,300090.0,365.0,900.0,30.0,3600.0,51110.0,-1.0,248890.0,8247.0,6834.0
2002,1927.0,119328.0,24152.0,21144.0,1810.0,1738833.0,1913.0,2800.0,-1.0,4500.0,40000.0,18000.0,290.0,2149851.0,12162.0,119328.0,5800.0,-1.0,3200.0,,100.0,14000.0,1180000.0,20571.0,76616.0,32000.0,555588.0,125.0,70.0,43605.0,,19927.0,1259.0,310000.0,659817.0,2480.0,1057.0,193120.0,889000.0,-1.0,3294.0,17988.0,108580.0,156318.0,59594.0,827307.0,3553.0,353490.0,239.0,12000.0,1888.0,102299.0,619860.0,36900.0,,290301.0,176490.0,,1639161.0,51555.0,77500.0,82249.0,4600.0,9000.0,101961.0,992000.0,153000.0,1917.0,1581.0,86700.0,1243587.0,16936.0,5150.0,-1.0,165.0,102960.0,111.0,753.0,416280.0,1150.0,6500.0,12700.0,3600.0,-1.0,5.0,46000.0,373800.0,45555.0,58354.0,,347297.0,371.0,911.0,52.0,3300.0,50920.0,-1.0,227501.0,8581.0,6985.0
2003,2475.0,104743.0,34424.0,17325.0,1718.0,1899424.0,1662.0,2900.0,-1.0,1663.0,40000.0,18699.0,375.0,2160020.0,11500.0,104743.0,2280.0,-1.0,3206.0,,100.0,13800.0,1310000.0,22799.0,67206.0,36330.0,677089.0,118.0,70.0,46640.0,,21174.0,1312.0,320000.0,678603.0,2500.0,1000.0,194160.0,890885.0,-1.0,2487.0,16769.0,97240.0,164731.0,62406.0,821868.0,3421.0,390545.0,220.0,13000.0,1757.0,51923.0,399103.0,40543.0,,272156.0,160820.0,,1697952.0,51767.0,95000.0,73472.0,4653.0,10000.0,105000.0,984233.0,154230.0,4562.0,1690.0,105910.0,1269675.0,16640.0,5200.0,-1.0,185.0,116945.0,111.0,765.0,447807.0,1150.0,8020.0,10800.0,3800.0,-1.0,5.0,48000.0,383200.0,46968.0,58098.0,,340221.0,377.0,942.0,25.0,5750.0,48860.0,-1.0,243242.0,8481.0,7200.0
2004,4063.0,110417.0,49771.0,15286.0,1800.0,2100979.0,2160.0,2900.0,50.0,2728.0,41500.0,19376.0,368.0,2215949.0,12765.0,110417.0,6578.0,34.0,3183.0,,100.0,13863.0,1234200.0,19267.0,75206.0,35500.0,709918.0,114.0,90.0,37770.0,,23439.0,1366.0,330000.0,669225.0,3500.0,1039.0,195210.0,892214.0,-1.0,2867.0,9516.0,92620.0,177055.0,67000.0,808254.0,3931.0,391488.0,255.0,14000.0,1942.0,71785.0,600000.0,45607.0,,199581.0,164434.0,,1759813.0,51440.0,130000.0,52392.0,5000.0,9980.0,107000.0,1077300.0,212775.0,4490.0,1731.0,110819.0,1266753.0,18292.0,5150.0,-1.0,210.0,122335.0,108.0,778.0,458499.0,925.0,8902.0,11500.0,4200.0,-1.0,5.0,47000.0,414900.0,48424.0,12600.0,,322768.0,380.0,990.0,15.0,5750.0,57680.0,-1.0,215989.0,9331.0,7151.0
2005,2985.0,104022.0,45628.0,15332.0,2706.0,2183280.0,2251.0,530.0,50.0,1596.0,41000.0,20000.0,366.0,2292470.0,16000.0,104022.0,6676.0,235.0,3199.0,,100.0,14000.0,1278900.0,14551.0,103478.0,20000.0,925082.0,107.0,90.0,50000.0,,22985.0,1500.0,340000.0,551672.0,3800.0,1072.0,195210.0,890000.0,-1.0,3300.0,4923.0,63669.0,203930.0,70000.0,848902.0,4346.0,378007.0,270.0,15000.0,2168.0,197096.0,401729.0,41137.0,,192323.0,180618.0,,1788218.0,51581.0,170000.0,56550.0,5200.0,9980.0,106000.0,1605237.0,234865.0,4885.0,1700.0,121182.0,1288774.0,19292.0,5182.0,-1.0,232.0,144953.0,109.0,796.0,439872.0,949.0,11949.0,10400.0,4500.0,16.0,5.0,49000.0,470000.0,100319.0,13412.0,,349182.0,382.0,992.0,16.0,7475.0,58460.0,-1.0,195294.0,9949.0,6514.0
2006,3205.0,153015.0,49805.0,15600.0,3564.0,2705179.0,1434.0,650.0,52.0,3037.0,42000.0,20100.0,336.0,2560632.0,26000.0,153015.0,7183.0,37.0,3200.0,,100.0,14159.0,1262600.0,20533.0,105000.0,21000.0,1427781.0,100.0,100.0,75000.0,,23305.0,1463.0,299318.0,633747.0,3800.0,1096.0,196260.0,895000.0,-1.0,3500.0,2741.0,70623.0,234281.0,66000.0,890701.0,2704.0,396995.0,275.0,16000.0,2500.0,194423.0,417860.0,45357.0,,170551.0,166335.0,,1833910.0,52000.0,200000.0,72450.0,4600.0,9980.0,107000.0,1980146.0,253825.0,5554.0,1600.0,80055.0,1382289.0,21000.0,5215.0,-1.0,254.0,147000.0,130.0,798.0,491588.0,908.0,16000.0,10700.0,4844.0,22.0,5.0,50000.0,477000.0,106349.0,13949.0,,356879.0,421.0,1011.0,16.0,5700.0,57170.0,-1.0,176698.0,7745.0,7800.0
2007,2302.0,164732.0,71002.0,17000.0,3553.0,2815275.0,2276.0,449.0,60.0,1301.0,42500.0,22000.0,375.0,2676417.0,35000.0,164732.0,7913.0,49.0,3300.0,,100.0,14200.0,1362000.0,18102.0,110000.0,20000.0,1395566.0,90.0,110.0,82361.0,,24302.0,1501.0,316210.0,671131.0,4500.0,1094.0,197320.0,900000.0,-1.0,3800.0,1328.0,94915.0,212059.0,68000.0,905090.0,2874.0,434574.0,350.0,17000.0,3000.0,200404.0,429065.0,51597.0,,172000.0,160088.0,,2016462.0,53500.0,245000.0,73000.0,4559.0,9980.0,108000.0,1547139.0,238360.0,6398.0,3000.0,129287.0,1381901.0,21000.0,5200.0,-1.0,272.0,132131.0,120.0,750.0,476811.0,552.0,16890.0,10400.0,5000.0,21.0,5.0,51000.0,490000.0,116710.0,14525.0,,363075.0,433.0,1027.0,25.0,7475.0,53300.0,-1.0,159668.0,7896.0,7850.0
2008,3506.0,162000.0,75907.0,17972.0,3500.0,2278162.0,953.0,1408.0,69.0,1310.0,33260.0,23000.0,300.0,2568547.0,40000.0,162000.0,8625.0,63.0,3329.0,,106.0,14000.0,1245000.0,20351.0,119337.0,24000.0,1433133.0,80.0,130.0,95422.0,,26506.0,1500.0,384673.0,718292.0,4677.0,1098.0,198390.0,900000.0,-1.0,4000.0,1500.0,105724.0,243492.0,70000.0,933633.0,4014.0,436044.0,390.0,18208.0,3120.0,200444.0,339850.0,55387.0,,180000.0,144791.0,,2209336.0,60000.0,290000.0,54257.0,4500.0,9980.0,109000.0,1667530.0,210283.0,6393.0,2900.0,134966.0,1385693.0,20500.0,5200.0,-1.0,292.0,133452.0,122.0,884.0,452060.0,698.0,18000.0,9910.0,4000.0,16.0,5.0,52000.0,496000.0,127070.0,14589.0,,358796.0,446.0,1044.0,30.0,7475.0,52180.0,-1.0,86147.0,8995.0,8502.0
2009,3606.0,157679.0,87849.0,21110.0,4599.0,1894862.0,1177.0,4176.0,99.0,2500.0,45780.0,22000.0,300.0,2206492.0,45000.0,157679.0,8625.0,44.0,3311.0,,106.0,14200.0,1341000.0,21368.0,120000.0,25000.0,1558196.0,75.0,110.0,291943.0,,25606.0,1585.0,357654.0,749396.0,4878.0,1104.0,199466.0,1000000.0,-1.0,4100.0,1600.0,127184.0,274393.0,45000.0,1042563.0,4052.0,326697.0,463.0,73400.0,3150.0,205102.0,257623.0,70920.0,,200000.0,122993.0,,2198497.0,72000.0,300000.0,55300.0,4000.0,9995.0,108000.0,1946054.0,229068.0,8880.0,2500.0,222223.0,1477332.0,22000.0,5324.0,-1.0,311.0,115059.0,124.0,949.0,434769.0,763.0,16800.0,9620.0,3200.0,28.0,5.0,55000.0,500000.0,147767.0,48074.0,,365332.0,458.0,1061.0,27.0,7000.0,49550.0,-1.0,66730.0,8542.0,8000.0
2010,3358.0,120429.0,96909.0,25000.0,6094.0,1966000.0,1620.0,8300.0,136.0,3583.0,42310.0,20000.0,425.0,2205586.0,54688.0,120429.0,3146.0,56.0,3320.0,,140.0,14500.0,1386800.0,19749.0,124500.0,26500.0,1406445.0,50.0,110.0,313365.0,,23358.0,1600.0,331081.0,701746.0,5000.0,1100.0,200548.0,1487350.0,-1.0,4056.0,1650.0,157423.0,310566.0,50000.0,1076000.0,4237.0,444387.0,486.0,76500.0,4467.0,234286.0,272230.0,64820.0,,184484.0,94287.0,,2169233.0,70000.0,320000.0,59126.0,3950.0,10073.0,114321.0,2312733.0,234493.0,6529.0,2800.0,266041.0,1496172.0,22426.0,5392.0,-1.0,329.0,136019.0,126.0,1012.0,420172.0,117.0,18450.0,8780.0,2000.0,23.0,5.0,56179.0,514742.0,159875.0,47346.0,,404612.0,470.0,1078.0,26.0,5846.0,53030.0,-1.0,68212.0,8689.0,7700.0
2011,4136.0,83223.0,83218.0,32000.0,7942.0,2593207.0,1472.0,6000.0,161.0,2472.0,60125.0,21000.0,350.0,2365455.0,54000.0,83223.0,5784.0,53.0,3329.0,,100.0,15010.0,1415000.0,17607.0,117000.0,29074.0,1540626.0,38.0,110.0,326352.0,,25136.0,1700.0,309331.0,742926.0,6500.0,1060.0,201636.0,1482063.0,-1.0,3765.0,1000.0,221736.0,400429.0,550000.0,1191062.0,4281.0,512316.0,510.0,75114.0,2781.0,234520.0,111241.0,76915.0,,176000.0,102580.0,,2246806.0,74900.0,330000.0,59126.0,4435.0,10073.0,118600.0,2468998.0,218582.0,10922.0,3000.0,246702.0,1592429.0,22625.0,5368.0,-1.0,350.0,140267.0,128.0,1074.0,401367.0,162.0,21000.0,6350.0,1283.0,23.0,5.0,57701.0,530665.0,165471.0,47158.0,,397579.0,483.0,1095.0,26.0,5059.0,53480.0,-1.0,69727.0,9230.0,8000.0
2012,1351.0,79798.0,99923.0,34000.0,10450.0,2400187.0,1188.0,6000.0,173.0,3035.0,49615.0,22000.0,336.0,2546601.0,54000.0,79798.0,3800.0,36.0,3350.0,3000.0,165.0,15600.0,1500000.0,19757.0,120000.0,32000.0,1781894.0,40.0,117.0,280906.0,,23351.0,1750.0,314405.0,759976.0,6600.0,1100.0,205000.0,1433058.0,-1.0,3853.0,800.0,447432.0,436807.0,600000.0,1287095.0,4429.0,486791.0,400.0,85500.0,1295.0,239882.0,120972.0,84068.0,,180000.0,108699.0,,2397745.0,81000.0,345000.0,56412.0,4386.0,17040.0,123288.0,2616494.0,180938.0,14120.0,3100.0,375636.0,1679306.0,22835.0,,-1.0,360.0,138143.0,130.0,1250.0,392211.0,146.0,22000.0,6260.0,725.0,23.0,5.0,60000.0,576124.0,167853.0,48074.0,5000.0,417421.0,495.0,1120.0,22.0,4000.0,43650.0,-1.0,71276.0,9338.0,8500.0
2013,5771.0,70768.0,96627.0,35000.0,12540.0,2067908.0,1297.0,6500.0,176.0,6113.0,36355.0,22750.0,432.0,2483831.0,53000.0,70768.0,1708.0,47.0,3331.0,3500.0,170.0,16152.0,1571000.0,19185.0,124071.0,35143.0,1882806.0,39.0,120.0,479357.0,,28521.0,1783.0,244353.0,771942.0,6800.0,800.0,203000.0,1442122.0,-1.0,3898.0,650.0,485737.0,438576.0,636540.0,1386361.0,4300.0,640413.0,400.0,80440.0,1165.0,244568.0,120876.0,82807.0,,172000.0,101208.0,,2458528.0,80000.0,358253.0,63060.0,4404.0,16238.0,126610.0,2685131.0,186667.0,15957.0,3311.0,358869.0,1799826.0,23262.0,,-1.0,374.0,135974.0,130.0,1172.0,413465.0,213.0,17000.0,6590.0,1054.0,23.0,5.0,60558.0,585120.0,171200.0,48860.0,4500.0,461815.0,507.0,1127.0,18.0,3000.0,46875.0,-1.0,72000.0,9235.0,8446.0
2014,6444.0,89099.0,137633.0,40000.0,13650.0,1914830.0,1393.0,7500.0,120.0,6500.0,61695.0,23022.0,1109.0,2646243.0,53254.0,89099.0,3500.0,44.0,3302.0,4000.0,180.0,15184.0,1736740.0,18374.0,126000.0,38843.0,1835491.0,31.0,125.0,599156.0,,29466.0,1828.0,335725.0,817463.0,7000.0,950.0,200000.0,1464801.0,-1.0,3943.0,310.0,436304.0,455297.0,661500.0,1432700.0,4500.0,652759.0,483.0,76847.0,1107.0,245688.0,215655.0,47882.0,,175000.0,91304.0,,2507098.0,79874.0,362297.0,63070.0,4422.0,14804.0,127482.0,2915628.0,198946.0,10788.0,3551.0,315795.0,1888943.0,23689.0,,-1.0,386.0,140000.0,135.0,1200.0,456243.0,195.0,14280.0,7130.0,1428.0,23.0,5.0,60678.0,591456.0,175193.0,50993.0,4000.0,468643.0,519.0,1155.0,15.0,2448.0,46298.0,-1.0,68433.0,9461.0,8557.0
