,Burkina Faso,Fiji,Australia,Panama,Pakistan,French Guiana,Thailand,Belize,Ethiopia,Kenya,Guyana,South Africa,United Arab Emirates,Lao People's Democratic Republic,Somalia,Suriname,Brazil,Paraguay,Niger,Australia & New Zealand,El Salvador,Saint Lucia,Chad,Colombia,New Caledonia,Central African Republic,Bahamas,Jamaica,Ecuador,Cabo Verde,Indonesia,Seychelles,Argentina,Antigua and Barbuda,Egypt,Melanesia,Malaysia,Mexico,Yemen,Haiti,Timor-Leste,Democratic Republic of the Congo,Nigeria,Mali,Congo,Martinique,Dominican Republic,Iran (Islamic Republic of),Peru,Gambia,Ghana,"China, mainland",India,Guinea-Bissau,Rwanda,Cameroon,Guatemala,Cuba,Puerto Rico,United States of America,Bhutan,Dominica,Madagascar,Swaziland,United Republic of Tanzania,Philippines,Samoa,Nepal,Cook Islands,Costa Rica,Bangladesh,Senegal,Benin,Mozambique,Montserrat,Occupied Palestinian Territory,Cambodia,Sudan (former),Morocco,Guadeloupe,Honduras,Zimbabwe,Malawi,"China, Taiwan Province of",Israel,Réunion,Japan,Maldives,Trinidad and Tobago,Namibia,Grenada,Wallis and Futuna Islands,Oman,Viet Nam,Bolivia (Plurinational State of),Sudan,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Guinea,Sierra Leone,Sri Lanka,Côte d'Ivoire,Polynesia,Myanmar,China
1971,,150000.0,39500.0,,93646.0,20000.0,65714.0,,,37500.0,,61700.0,130000.0,43333.0,72727.0,,179407.0,,,39500.0,,,,129091.0,,,,,170521.0,400000.0,68293.0,25714.0,,,63175.0,150000.0,34545.0,120359.0,,,,173793.0,50000.0,100000.0,,,,,115033.0,,80000.0,36000.0,82367.0,,,,,373348.0,283750.0,78772.0,,,141176.0,,166667.0,33952.0,375000.0,,311667.0,,101118.0,54000.0,,72917.0,,,69730.0,91558.0,,,,,40000.0,167804.0,17500.0,,,,,,,55000.0,52632.0,120000.0,84000.0,,,128827.0,20000.0,,78282.0,4615.0,350604.0,,41201.0
1972,,150000.0,29852.0,,95741.0,20000.0,68571.0,,,40000.0,,60770.0,133333.0,46667.0,72727.0,,209968.0,,,29852.0,,,,130909.0,,,,,137885.0,400000.0,63103.0,25714.0,,,71415.0,150000.0,35385.0,109847.0,,,,171461.0,50000.0,100000.0,,,,,132793.0,,80000.0,45455.0,82370.0,,,,,328921.0,283750.0,76579.0,,,141176.0,,155000.0,35158.0,371200.0,,301587.0,,89098.0,49720.0,,72917.0,,,64921.0,73879.0,,,,,40000.0,134511.0,35000.0,,,,,,,60000.0,51282.0,120000.0,84839.0,,,130769.0,20000.0,,85642.0,4615.0,344842.0,,50195.0
1973,,150000.0,36130.0,,96708.0,20000.0,62500.0,,,38462.0,,62520.0,137500.0,46667.0,70000.0,,169075.0,,,36130.0,,,,129204.0,,,,,206711.0,400000.0,71064.0,27143.0,,,74272.0,150000.0,33529.0,102025.0,,,,164066.0,50000.0,100000.0,,,,,129987.0,,76000.0,55000.0,82370.0,,,,,337086.0,283750.0,109421.0,,,155715.0,,145455.0,43077.0,367692.0,,301905.0,,82516.0,54000.0,,72917.0,,,66667.0,101367.0,,,,,43137.0,130681.0,25000.0,,,,,,,60000.0,53165.0,90000.0,84848.0,,,129657.0,20000.0,,109718.0,4615.0,343282.0,,61897.0
1974,,150000.0,17831.0,,99606.0,20000.0,65000.0,,,40000.0,,89110.0,140000.0,46667.0,70000.0,,179051.0,,,17831.0,,,,130973.0,,,,,191135.0,400000.0,72864.0,27143.0,,,86292.0,150000.0,34872.0,117461.0,,,,167826.0,50000.0,100000.0,,,,,131522.0,,80000.0,41509.0,82374.0,,,,,348114.0,238947.0,102055.0,,,191837.0,,150000.0,44023.0,379231.0,,299524.0,,72332.0,50000.0,,72917.0,,,65517.0,107692.0,,,,,43137.0,108217.0,21667.0,,,,,,,60000.0,58228.0,95000.0,84722.0,,,131273.0,20000.0,,115060.0,4714.0,350205.0,,47817.0
1975,,150000.0,28357.0,,101923.0,20000.0,67500.0,,,46667.0,,87640.0,136364.0,33333.0,70000.0,,178156.0,,,28357.0,,,,130087.0,,,,,172533.0,400000.0,45357.0,28571.0,,,95425.0,150000.0,34545.0,96149.0,,,,168404.0,50000.0,100000.0,,,,,93705.0,,80000.0,40000.0,82374.0,,,,,277973.0,258310.0,121015.0,,,133306.0,,152727.0,51329.0,362857.0,,307692.0,,69331.0,50000.0,,62500.0,,,67857.0,125000.0,,,,,43137.0,67900.0,24286.0,,,,,,,60000.0,60000.0,100000.0,87500.0,,,138813.0,20000.0,,116761.0,4714.0,342609.0,,43155.0
1976,,150000.0,14528.0,,110316.0,20000.0,68750.0,,,42105.0,,89547.0,141667.0,40667.0,70000.0,,179721.0,,,14528.0,,,,133694.0,,,,,187970.0,400000.0,24094.0,28571.0,,,76909.0,150000.0,34783.0,99093.0,,,,173895.0,50000.0,100000.0,,,,,96424.0,,80000.0,34545.0,82369.0,,,,,95550.0,250276.0,144623.0,,,157804.0,,141667.0,81872.0,371429.0,,303030.0,,63393.0,54000.0,,62500.0,,,60000.0,135000.0,,,,,43636.0,114085.0,28205.0,,,,,,,55000.0,60976.0,112500.0,86667.0,,,148313.0,20000.0,,109381.0,4714.0,346683.0,,43461.0
1977,,166667.0,34815.0,,101291.0,20000.0,70000.0,,,43478.0,,85200.0,147239.0,36667.0,70000.0,,179787.0,,,34815.0,,,,134545.0,,,,,194230.0,400000.0,47757.0,28571.0,,,51699.0,166667.0,34340.0,88161.0,,,,167755.0,50000.0,100000.0,,,,,114114.0,,80000.0,37000.0,82359.0,,,,,117918.0,238556.0,65164.0,,,135327.0,,141667.0,84989.0,378571.0,,283582.0,,62344.0,48333.0,,62500.0,,,75000.0,153333.0,,,,,43636.0,71266.0,23171.0,,,,,,,55000.0,10921.0,125000.0,87083.0,,,147250.0,20000.0,,89830.0,4714.0,345024.0,,41755.0
1978,,166667.0,32837.0,,90137.0,20000.0,72500.0,,,44000.0,,78710.0,50625.0,33333.0,70000.0,,173700.0,,,32837.0,,,,135556.0,,,,,189321.0,400000.0,37273.0,28571.0,,,77685.0,166667.0,34103.0,105172.0,,,,166465.0,50000.0,100000.0,,,,,104662.0,,80000.0,41569.0,81333.0,25000.0,,,,85186.0,252852.0,83776.0,,,130534.0,,129231.0,94702.0,385714.0,,271429.0,,58864.0,50000.0,,62500.0,,,58824.0,179310.0,,,,,45455.0,39119.0,21000.0,,,,,,,60000.0,10921.0,137500.0,86471.0,,,146246.0,20000.0,,87090.0,4800.0,344906.0,,41205.0
1979,,181818.0,21573.0,,90793.0,20000.0,66667.0,,,42857.0,,82465.0,62175.0,40000.0,72727.0,,166771.0,,,21573.0,,,,143358.0,,,,,184807.0,400000.0,41326.0,30000.0,,,101680.0,181818.0,32045.0,93863.0,44890.0,,,170000.0,50000.0,100000.0,,,,,104511.0,,80000.0,53714.0,87172.0,33333.0,,,,322303.0,252000.0,109932.0,,,115234.0,,122857.0,94119.0,392857.0,,270270.0,,49545.0,51667.0,,62500.0,,,58333.0,193333.0,,,,,46429.0,76495.0,19048.0,,,,,,,60000.0,10922.0,137500.0,86618.0,,,144753.0,20000.0,,83287.0,4800.0,347778.0,,58818.0
1980,,181818.0,26569.0,,74672.0,20000.0,61033.0,,,43333.0,,69260.0,43798.0,46667.0,72727.0,,163965.0,,,26569.0,,,,149449.0,,,,,183481.0,400000.0,42373.0,30000.0,,,82989.0,181818.0,20690.0,100101.0,44667.0,,,170000.0,50000.0,100000.0,,,,,75994.0,,80000.0,53056.0,87260.0,40000.0,,,,473793.0,247036.0,105712.0,,,121437.0,,116667.0,96270.0,400000.0,,285714.0,,47815.0,53333.0,,62500.0,,,61538.0,195735.0,,,,,46491.0,81943.0,51502.0,,,,,,,60000.0,10924.0,75000.0,85949.0,,,145377.0,20000.0,,93955.0,4800.0,356712.0,,59865.0
1981,,214286.0,25669.0,,73451.0,20000.0,63138.0,,,42857.0,,94887.0,81347.0,53333.0,70000.0,,165340.0,,,25669.0,,,,156014.0,,,,,176027.0,400000.0,41849.0,31429.0,,,102465.0,214286.0,20581.0,170800.0,44774.0,,,170000.0,50000.0,100000.0,,,,114286.0,105360.0,,80000.0,58286.0,86927.0,50000.0,,,,418605.0,247036.0,101475.0,,,117454.0,,111250.0,75097.0,407143.0,,287500.0,,46449.0,53333.0,,62500.0,,,76923.0,166646.0,,,,,47368.0,91954.0,109091.0,,,,,,,60000.0,10859.0,87500.0,86076.0,,,145715.0,20000.0,,99084.0,4800.0,360901.0,,67113.0
1982,,214286.0,26523.0,,70378.0,20000.0,63752.0,,,44807.0,,64175.0,80185.0,60000.0,70000.0,,159844.0,,,26523.0,,,,150926.0,,,,,159594.0,416667.0,42727.0,35714.0,,,103968.0,214286.0,19286.0,105667.0,45393.0,,,170000.0,50000.0,100000.0,,,,114286.0,85784.0,,81818.0,48372.0,86495.0,53333.0,,,,373536.0,226800.0,92016.0,,,118229.0,,105882.0,60865.0,414286.0,,277108.0,,40466.0,55000.0,,62500.0,,,80000.0,190450.0,,,,,48246.0,86850.0,86667.0,,,,,,,60000.0,11904.0,100000.0,93176.0,,,146108.0,20000.0,,83095.0,4750.0,360533.0,,57439.0
1983,,235294.0,8989.0,,66789.0,20000.0,64516.0,,,43919.0,,96053.0,74980.0,50000.0,60000.0,,143026.0,,,8989.0,,,,151009.0,,,,,147595.0,400000.0,52630.0,35714.0,,,121429.0,235294.0,20787.0,99506.0,45393.0,,,170000.0,50000.0,100000.0,,,,128667.0,76933.0,,80000.0,52000.0,86418.0,60000.0,,,,229888.0,189000.0,148689.0,,,119376.0,,101111.0,58352.0,393333.0,,255814.0,,42772.0,55000.0,,62500.0,,,87500.0,181429.0,,,,,49123.0,63212.0,103333.0,,,,,,,60000.0,11904.0,112500.0,88000.0,,,155703.0,20000.0,,152397.0,4750.0,340840.0,,54524.0
1984,,253529.0,7246.0,,62377.0,19804.0,66313.0,,,45455.0,,93955.0,163000.0,55000.0,60000.0,,142318.0,,,7246.0,,,,137654.0,,,,,160460.0,411765.0,49509.0,35714.0,,,106759.0,253529.0,34545.0,109252.0,47169.0,,,170000.0,50000.0,100000.0,,,,147917.0,121420.0,,82353.0,52000.0,87799.0,60000.0,,,,193651.0,158750.0,157826.0,,,120514.0,,100000.0,64328.0,400000.0,,252809.0,,35370.0,55000.0,,62500.0,,,93750.0,171429.0,,,,,50000.0,69709.0,47619.0,,,,,,,60000.0,11904.0,125000.0,96338.0,,,145930.0,20000.0,,59581.0,4750.0,342822.0,,55515.0
1985,50000.0,233333.0,11008.0,63033.0,61943.0,19804.0,69850.0,58824.0,,55000.0,56863.0,87010.0,156510.0,69767.0,50000.0,,140201.0,68455.0,,11008.0,60000.0,76471.0,49231.0,137799.0,,41333.0,,59701.0,191921.0,400000.0,47414.0,35714.0,71429.0,51000.0,88542.0,233333.0,34632.0,105351.0,47784.0,79956.0,,171026.0,50000.0,120000.0,,55529.0,73974.0,149231.0,116545.0,,84314.0,57692.0,117453.0,60606.0,,33333.0,,505847.0,74218.0,149178.0,,11879.0,120130.0,,98649.0,66194.0,400000.0,,250000.0,20000.0,35936.0,61538.0,52174.0,61856.0,58824.0,,100000.0,178571.0,,7325.0,81897.0,,50000.0,57706.0,98913.0,96450.0,,,60000.0,,117313.0,60000.0,16667.0,120000.0,90098.0,,73944.0,147072.0,20000.0,43956.0,61639.0,4700.0,340656.0,,57695.0
1986,55000.0,178571.0,19048.0,65571.0,60720.0,20000.0,69204.0,58824.0,,57143.0,56863.0,91068.0,149153.0,79070.0,50000.0,,134868.0,71877.0,,19048.0,64000.0,76471.0,49231.0,120000.0,,42000.0,,59701.0,191955.0,430000.0,44505.0,35714.0,71429.0,55556.0,70175.0,178571.0,34744.0,113148.0,52300.0,77093.0,,170678.0,50000.0,93333.0,,55529.0,74640.0,150288.0,130960.0,40000.0,96000.0,63636.0,122621.0,62162.0,,40000.0,,353841.0,55292.0,117400.0,,12288.0,121795.0,,98919.0,68553.0,400000.0,,242105.0,20000.0,34508.0,64286.0,52174.0,65979.0,58824.0,,102778.0,170667.0,100000.0,8350.0,77586.0,,50862.0,51500.0,89000.0,96450.0,,,61538.0,,120625.0,60000.0,22258.0,140000.0,94444.0,,52528.0,152447.0,20000.0,43956.0,45674.0,4700.0,336518.0,,61085.0
1987,50000.0,178571.0,12017.0,59014.0,61494.0,19615.0,69610.0,58824.0,,65333.0,58824.0,102626.0,141597.0,60465.0,54000.0,,144390.0,74984.0,,12017.0,64000.0,73529.0,49231.0,131163.0,,41176.0,,59701.0,187739.0,450000.0,42596.0,35714.0,71429.0,59286.0,63095.0,178571.0,34884.0,109034.0,59021.0,77533.0,,170420.0,50000.0,93333.0,,54118.0,72549.0,95081.0,82303.0,44000.0,96000.0,66154.0,121263.0,61364.0,,40000.0,,324112.0,49133.0,152921.0,,11579.0,122785.0,,99189.0,66189.0,400000.0,,229592.0,20000.0,33428.0,62500.0,52174.0,65979.0,58824.0,,105556.0,162500.0,100000.0,8300.0,75269.0,,51724.0,91083.0,80000.0,119679.0,,,63077.0,,95800.0,60000.0,21176.0,150000.0,95575.0,,63028.0,148092.0,20000.0,54945.0,50582.0,4750.0,330480.0,,70741.0
1988,50000.0,178571.0,26888.0,53114.0,56797.0,19434.0,71247.0,58824.0,,73333.0,58824.0,97235.0,119726.0,46512.0,60000.0,117949.0,127313.0,74787.0,,26888.0,64000.0,73529.0,49231.0,123077.0,,43529.0,,59701.0,174405.0,460000.0,50731.0,35714.0,71429.0,64957.0,52381.0,178571.0,34884.0,105336.0,52698.0,78194.0,,168115.0,50000.0,93333.0,,54118.0,73333.0,111280.0,122945.0,22000.0,96000.0,66667.0,93040.0,60000.0,,40000.0,,302185.0,66733.0,93505.0,,13255.0,123125.0,,99459.0,64807.0,400000.0,,227723.0,20000.0,33077.0,64444.0,52174.0,65979.0,64706.0,,111111.0,160000.0,100000.0,8179.0,69444.0,,52586.0,75123.0,75714.0,121614.0,,,64615.0,,97200.0,60000.0,20101.0,160000.0,94215.0,,64516.0,153395.0,20000.0,40458.0,51145.0,4688.0,328538.0,,68228.0
1989,75000.0,285714.0,17476.0,53771.0,58428.0,19091.0,72574.0,20161.0,,72222.0,58824.0,91029.0,155830.0,55814.0,70000.0,117949.0,119829.0,76282.0,,17476.0,68000.0,70588.0,49231.0,116667.0,,44706.0,,59701.0,178840.0,470000.0,39590.0,35714.0,71429.0,65217.0,68243.0,285714.0,34884.0,103353.0,49306.0,77093.0,,168699.0,59877.0,93333.0,,54118.0,73725.0,116154.0,119283.0,34000.0,96000.0,65500.0,98884.0,61111.0,,40000.0,,33685.0,88638.0,98802.0,,12327.0,117647.0,,100000.0,65554.0,396947.0,,227723.0,17949.0,32652.0,64000.0,52174.0,68041.0,64706.0,,113514.0,147059.0,100000.0,7688.0,65217.0,,51667.0,71861.0,85091.0,122283.0,,,66154.0,,109533.0,60000.0,22955.0,98966.0,94194.0,,61290.0,154113.0,18328.0,34161.0,53789.0,4722.0,321026.0,,66615.0
1990,47664.0,333333.0,25032.0,53738.0,92639.0,18333.0,70313.0,22319.0,,78947.0,60000.0,104764.0,121056.0,65789.0,60777.0,117500.0,120336.0,76708.0,,25032.0,68000.0,77252.0,47798.0,111223.0,,45009.0,,56573.0,175257.0,476100.0,40780.0,28571.0,75585.0,71408.0,75660.0,333333.0,36047.0,99072.0,44159.0,76923.0,,166667.0,59294.0,90629.0,,58140.0,83166.0,83169.0,96219.0,45455.0,80000.0,84211.0,102156.0,61667.0,,45455.0,,34562.0,109241.0,86436.0,,13629.0,114831.0,,97163.0,58855.0,400000.0,83851.0,235000.0,19512.0,36003.0,62222.0,50650.0,67743.0,63158.0,,118421.0,117647.0,80000.0,7000.0,40475.0,33333.0,44655.0,64949.0,73336.0,111800.0,,,63939.0,,131343.0,20000.0,23158.0,105689.0,94154.0,,66667.0,155360.0,20000.0,26178.0,62090.0,4700.0,337039.0,,81240.0
1991,43412.0,333333.0,27716.0,66925.0,90888.0,28625.0,55882.0,23544.0,,76359.0,60608.0,108783.0,153156.0,70009.0,42473.0,113048.0,116970.0,75986.0,,27716.0,70000.0,72464.0,52305.0,115519.0,,45838.0,,61100.0,180083.0,490000.0,40272.0,31429.0,77866.0,55011.0,81312.0,333333.0,41577.0,97166.0,43415.0,74466.0,,166767.0,59091.0,115672.0,,50560.0,87801.0,35805.0,106725.0,47000.0,81459.0,94000.0,81217.0,68429.0,,50000.0,,59710.0,109000.0,123465.0,,10055.0,112214.0,,94077.0,58219.0,384615.0,83832.0,198222.0,25768.0,36629.0,66315.0,51857.0,73338.0,64383.0,,120000.0,151163.0,234320.0,7688.0,41275.0,35899.0,45816.0,84435.0,94533.0,114062.0,,,64722.0,,113375.0,64064.0,25714.0,92673.0,96788.0,,64151.0,159095.0,20000.0,22624.0,50446.0,4668.0,301510.0,70000.0,92600.0
1992,44677.0,200000.0,35942.0,65711.0,91527.0,27794.0,58587.0,23235.0,,76155.0,59294.0,106649.0,140112.0,64286.0,50000.0,113402.0,114829.0,77028.0,,35942.0,69020.0,74820.0,51964.0,133354.0,,46111.0,,60824.0,131231.0,482923.0,34736.0,28571.0,70833.0,55004.0,79294.0,200000.0,44884.0,89162.0,45987.0,71875.0,,166332.0,59140.0,114687.0,,50789.0,85605.0,61776.0,99889.0,46292.0,82862.0,76923.0,81143.0,60714.0,,47619.0,,17879.0,90366.0,98812.0,,5875.0,113539.0,,95213.0,60357.0,300000.0,76720.0,222222.0,20734.0,37365.0,66821.0,51909.0,72907.0,65000.0,,118535.0,150000.0,205106.0,7931.0,39952.0,36880.0,49180.0,70597.0,76716.0,113826.0,,,64701.0,,113367.0,63711.0,32667.0,76333.0,87934.0,,66667.0,160224.0,20644.0,19920.0,47791.0,4700.0,261080.0,65455.0,76171.0
1993,45942.0,42000.0,39244.0,66804.0,92943.0,27353.0,59818.0,22926.0,,78843.0,57982.0,105528.0,151154.0,72999.0,60000.0,113770.0,106109.0,76412.0,,39244.0,69412.0,75199.0,51622.0,119414.0,,46635.0,,60548.0,87831.0,479315.0,36483.0,31429.0,77933.0,54998.0,86926.0,42000.0,50000.0,95722.0,47534.0,73885.0,67338.0,168867.0,59490.0,111970.0,,59556.0,83408.0,73224.0,122183.0,46061.0,84283.0,80207.0,82869.0,61973.0,,41667.0,139920.0,8608.0,124865.0,14065.0,,8778.0,114733.0,,95942.0,59707.0,312500.0,80913.0,225000.0,21927.0,37365.0,68459.0,51960.0,72476.0,65244.0,,119048.0,144444.0,343771.0,11240.0,74301.0,37843.0,52631.0,119078.0,84164.0,131875.0,,,64680.0,,113939.0,63359.0,42000.0,67359.0,89217.0,,65217.0,159009.0,19363.0,16904.0,38187.0,4682.0,266214.0,61667.0,84542.0
1994,47207.0,224688.0,32400.0,66987.0,98947.0,27353.0,61538.0,22617.0,,85714.0,57693.0,104289.0,151441.0,75139.0,64000.0,112926.0,109102.0,76442.0,,32400.0,68462.0,75714.0,51281.0,120642.0,,48649.0,,60272.0,82611.0,475833.0,50058.0,33625.0,78219.0,54992.0,91651.0,224688.0,50000.0,87336.0,40376.0,73735.0,59393.0,167594.0,59510.0,105000.0,,51877.0,81211.0,77557.0,158734.0,45846.0,85704.0,83140.0,89350.0,61966.0,,46997.0,185460.0,20287.0,130483.0,41886.0,,10000.0,115671.0,,96940.0,62878.0,333333.0,82273.0,214286.0,22187.0,37095.0,66980.0,52012.0,72045.0,66667.0,145833.0,123810.0,146739.0,206919.0,12774.0,74658.0,37500.0,56303.0,102126.0,78461.0,112534.0,,,64659.0,,112161.0,63006.0,48000.0,67526.0,89595.0,,62222.0,157699.0,20490.0,26367.0,39589.0,4688.0,278556.0,58571.0,85006.0
