,Burkina Faso,Fiji,Australia,Panama,Pakistan,French Guiana,Thailand,Belize,Ethiopia,Kenya,Guyana,South Africa,United Arab Emirates,Lao People's Democratic Republic,Somalia,Suriname,Brazil,Paraguay,Niger,Australia & New Zealand,El Salvador,Saint Lucia,Chad,Colombia,New Caledonia,Central African Republic,Bahamas,Jamaica,Ecuador,Cabo Verde,Indonesia,Seychelles,Argentina,Antigua and Barbuda,Egypt,Melanesia,Malaysia,Mexico,Yemen,Haiti,Timor-Leste,Democratic Republic of the Congo,Nigeria,Mali,Congo,Martinique,Dominican Republic,Iran (Islamic Republic of),Peru,Gambia,Ghana,"China, mainland",India,Guinea-Bissau,Rwanda,Cameroon,Guatemala,Cuba,Puerto Rico,United States of America,Bhutan,Dominica,Madagascar,Swaziland,United Republic of Tanzania,Philippines,Samoa,Nepal,Cook Islands,Costa Rica,Bangladesh,Senegal,Benin,Mozambique,Montserrat,Occupied Palestinian Territory,Cambodia,Sudan (former),Morocco,Guadeloupe,Honduras,Zimbabwe,Malawi,"China, Taiwan Province of",Israel,Réunion,Japan,Maldives,Trinidad and Tobago,Namibia,Grenada,Wallis and Futuna Islands,Oman,Viet Nam,Bolivia (Plurinational State of),Sudan,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Guinea,Sierra Leone,Sri Lanka,Côte d'Ivoire,Polynesia,Myanmar,China
1995,48472.0,37333.0,38479.0,67186.0,100108.0,26275.0,60833.0,22308.0,,82152.0,56279.0,95774.0,152069.0,80000.0,68059.0,114751.0,112982.0,77448.0,,38479.0,68846.0,75932.0,50939.0,120988.0,,46760.0,,59996.0,70616.0,472310.0,45216.0,35714.0,78503.0,54986.0,110348.0,37333.0,50000.0,99487.0,40217.0,73642.0,48040.0,168603.0,59528.0,92192.0,103079.0,51319.0,79014.0,86866.0,161665.0,45400.0,87133.0,67416.0,85938.0,61445.0,,50000.0,243489.0,35031.0,88767.0,59802.0,,9782.0,116351.0,,97774.0,64457.0,400000.0,84848.0,153846.0,21248.0,37930.0,67806.0,52064.0,71614.0,65836.0,191250.0,128571.0,166667.0,166667.0,6029.0,75342.0,33333.0,60157.0,108888.0,104540.0,111258.0,,,64637.0,,115412.0,62654.0,55000.0,72310.0,87582.0,,64444.0,150019.0,20000.0,28739.0,41399.0,4714.0,300152.0,62500.0,70179.0
1996,49737.0,7500.0,41666.0,67885.0,101418.0,44020.0,59683.0,21999.0,,79042.0,55485.0,98867.0,156220.0,78084.0,69800.0,116765.0,95489.0,77740.0,,41666.0,67547.0,77465.0,50598.0,116996.0,,46483.0,,59719.0,110424.0,468564.0,52610.0,38571.0,78786.0,54980.0,93412.0,7500.0,50000.0,85781.0,39045.0,73658.0,63235.0,165920.0,59636.0,145071.0,101520.0,50766.0,78130.0,95431.0,109724.0,48000.0,88567.0,62296.0,83906.0,62607.0,,48715.0,252481.0,24776.0,177133.0,44811.0,,9522.0,114989.0,,98688.0,67029.0,416667.0,75385.0,62500.0,25771.0,37170.0,69893.0,52115.0,71905.0,66010.0,190000.0,100000.0,200000.0,66667.0,16750.0,75342.0,43750.0,64204.0,106508.0,112845.0,110036.0,,,64616.0,,105556.0,62301.0,71875.0,71718.0,88000.0,,61224.0,150021.0,19000.0,30728.0,38024.0,4750.0,272894.0,65882.0,64923.0
1997,51002.0,45000.0,46961.0,67807.0,101134.0,38333.0,54001.0,19466.0,,50505.0,52200.0,99527.0,173177.0,78929.0,70670.0,124600.0,78539.0,74671.0,,46961.0,68688.0,75714.0,50256.0,116191.0,,46500.0,,59443.0,98433.0,464400.0,73326.0,41429.0,79070.0,54974.0,99377.0,45000.0,50000.0,100386.0,38310.0,73633.0,303886.0,169896.0,59913.0,137500.0,101518.0,50219.0,75404.0,98227.0,114336.0,47263.0,90009.0,74830.0,91667.0,62910.0,,50000.0,253274.0,25627.0,200867.0,47972.0,,9125.0,113333.0,74667.0,99596.0,79253.0,400000.0,78835.0,250000.0,15302.0,37116.0,71653.0,52167.0,71440.0,66148.0,190000.0,103125.0,203297.0,40441.0,7333.0,75342.0,46154.0,68455.0,109836.0,110769.0,110000.0,,,64595.0,,107058.0,61949.0,80000.0,52821.0,89615.0,,63636.0,153717.0,18750.0,32371.0,33229.0,4808.0,332431.0,72000.0,76965.0
1998,52267.0,98400.0,50788.0,68248.0,98800.0,44020.0,47858.0,20812.0,35000.0,98647.0,44375.0,105494.0,172268.0,79622.0,72902.0,104481.0,70109.0,74359.0,,50788.0,69032.0,75000.0,49915.0,115556.0,,45864.0,,59167.0,76666.0,459603.0,44964.0,42857.0,79385.0,54968.0,87559.0,98400.0,50000.0,95769.0,40647.0,70313.0,146987.0,169899.0,59918.0,150000.0,93804.0,49681.0,72549.0,87059.0,132266.0,47108.0,91890.0,62500.0,73071.0,63279.0,,48993.0,260119.0,21455.0,139550.0,48210.0,,9122.0,113333.0,75000.0,100435.0,76582.0,390775.0,84851.0,180902.0,10779.0,37061.0,69091.0,52218.0,71429.0,66224.0,182000.0,103030.0,206522.0,53913.0,20297.0,73973.0,40000.0,72921.0,98486.0,143717.0,100000.0,,,65187.0,,105626.0,61596.0,38621.0,48652.0,89615.0,,57143.0,149323.0,18827.0,24390.0,36437.0,5028.0,264668.0,77895.0,64208.0
1999,53532.0,21333.0,43953.0,71318.0,97993.0,44020.0,59726.0,25333.0,38235.0,103740.0,60179.0,108521.0,168794.0,83333.0,74901.0,109617.0,74570.0,75000.0,,43953.0,69206.0,87500.0,49574.0,114793.0,,45568.0,,58891.0,104592.0,453937.0,60362.0,42906.0,90000.0,54961.0,79513.0,21333.0,47500.0,97163.0,41867.0,74917.0,176471.0,168000.0,59232.0,154658.0,91540.0,49153.0,69565.0,87843.0,175990.0,46908.0,93250.0,73000.0,69790.0,63653.0,,50000.0,259131.0,75532.0,102894.0,45999.0,,9118.0,113812.0,75057.0,100496.0,65505.0,388893.0,85775.0,172380.0,16221.0,36967.0,69158.0,52270.0,70311.0,65365.0,151667.0,102941.0,205405.0,67643.0,22296.0,66667.0,46667.0,77614.0,110652.0,161834.0,126167.0,,,65239.0,,100000.0,61244.0,73333.0,40534.0,93750.0,,59091.0,148999.0,19542.0,16185.0,33426.0,4700.0,266090.0,83158.0,74682.0
2000,54403.0,19200.0,50761.0,73621.0,99628.0,48930.0,60271.0,26667.0,45455.0,74937.0,47989.0,113226.0,168278.0,80283.0,76923.0,93125.0,79642.0,75202.0,50000.0,50761.0,70000.0,80000.0,49232.0,113383.0,80000.0,45224.0,,58615.0,61023.0,447164.0,60757.0,42980.0,79571.0,55618.0,76924.0,36571.0,38204.0,101057.0,145001.0,78125.0,134976.0,168397.0,58400.0,108845.0,85834.0,48638.0,68000.0,80785.0,108686.0,46685.0,94618.0,65217.0,70640.0,64034.0,15000.0,49784.0,261516.0,55207.0,135809.0,43478.0,,9115.0,114130.0,74667.0,100290.0,63396.0,381523.0,81507.0,163477.0,40000.0,36967.0,69524.0,52322.0,64865.0,65049.0,181429.0,100000.0,206452.0,67159.0,25569.0,60000.0,63636.0,82547.0,111236.0,171098.0,89140.0,,,65714.0,100000.0,102837.0,60891.0,72157.0,37966.0,95062.0,,56818.0,153105.0,19666.0,16667.0,33452.0,4700.0,269992.0,85000.0,67037.0
2001,56194.0,47963.0,50581.0,66667.0,102045.0,52515.0,60154.0,35554.0,54374.0,108595.0,56945.0,117908.0,172396.0,80000.0,76959.0,107239.0,116370.0,75000.0,50000.0,50581.0,69556.0,77857.0,48891.0,105565.0,81364.0,44945.0,,58339.0,88862.0,439490.0,64025.0,41329.0,79508.0,56392.0,75681.0,64651.0,38810.0,97191.0,156243.0,78125.0,133392.0,168397.0,58193.0,137904.0,87158.0,48138.0,64444.0,78829.0,122715.0,46167.0,95991.0,82703.0,66207.0,62667.0,14583.0,50000.0,99294.0,56667.0,199084.0,42922.0,,9111.0,114180.0,75105.0,100000.0,64335.0,392007.0,85526.0,153507.0,39024.0,37149.0,70095.0,52373.0,76923.0,64734.0,231818.0,100000.0,205319.0,66675.0,25897.0,65000.0,53041.0,87732.0,114671.0,143827.0,104502.0,,,64960.0,100000.0,101531.0,60539.0,72483.0,38068.0,94601.0,,61905.0,147226.0,20000.0,18182.0,35678.0,4714.0,275310.0,90000.0,84230.0
2002,57692.0,52969.0,51216.0,63793.0,104797.0,45000.0,84860.0,44556.0,62500.0,105862.0,44865.0,123001.0,158739.0,81169.0,77053.0,117516.0,127445.0,74156.0,50000.0,51216.0,69639.0,78445.0,48549.0,102797.0,82358.0,44697.0,,58063.0,94230.0,439099.0,75973.0,38736.0,76000.0,57143.0,99752.0,71764.0,38501.0,94081.0,153654.0,75455.0,131485.0,169907.0,58216.0,114160.0,80243.0,47654.0,66250.0,78485.0,144755.0,46296.0,97377.0,88000.0,63588.0,65168.0,14815.0,50275.0,85760.0,63164.0,106121.0,43726.0,,9104.0,113360.0,75128.0,107143.0,63522.0,392816.0,80573.0,171429.0,43902.0,36957.0,70724.0,52425.0,75250.0,64232.0,240435.0,114237.0,204211.0,66190.0,28619.0,61001.0,51206.0,93185.0,112239.0,145091.0,62659.0,,,64000.0,100000.0,100000.0,60186.0,72252.0,38586.0,94663.0,,60547.0,144373.0,19976.0,22222.0,35999.0,4714.0,304240.0,87619.0,89169.0
2003,60000.0,75667.0,52450.0,65650.0,100647.0,66520.0,71065.0,45644.0,58880.0,75013.0,31170.0,136388.0,81202.0,81415.0,77037.0,121348.0,135761.0,74359.0,50000.0,52450.0,70175.0,72727.0,48118.0,105808.0,83750.0,44475.0,,57792.0,84690.0,423315.0,96069.0,38919.0,79595.0,55000.0,103895.0,78478.0,38529.0,78349.0,152490.0,74627.0,132907.0,169896.0,58252.0,234786.0,81713.0,43000.0,60714.0,76471.0,168669.0,46229.0,100000.0,85897.0,78435.0,62500.0,15000.0,50000.0,76433.0,63600.0,77097.0,43333.0,,9134.0,112226.0,74925.0,105378.0,64561.0,393339.0,86025.0,120000.0,43902.0,48024.0,77605.0,52670.0,65854.0,65053.0,240952.0,128571.0,216304.0,65747.0,5931.0,62001.0,48564.0,98361.0,116643.0,169643.0,110067.0,69000.0,,66250.0,100000.0,98301.0,59735.0,72733.0,63614.0,103272.0,,56308.0,145198.0,20000.0,24419.0,34970.0,4714.0,306417.0,87273.0,87319.0
2004,59934.0,64563.0,53368.0,63692.0,102414.0,80553.0,69664.0,59894.0,51895.0,73750.0,31075.0,134396.0,81132.0,81593.0,77444.0,119310.0,136405.0,74494.0,50000.0,53368.0,69444.0,75043.0,47598.0,102285.0,82778.0,44259.0,,57527.0,101252.0,404418.0,77388.0,40000.0,80129.0,55000.0,109813.0,67218.0,41730.0,94759.0,148864.0,76471.0,126792.0,169895.0,58364.0,211538.0,80000.0,47385.0,57692.0,86756.0,174812.0,45333.0,100000.0,91500.0,60261.0,67547.0,14706.0,50854.0,79199.0,105262.0,105932.0,43077.0,8759.0,9107.0,111157.0,75000.0,106061.0,60869.0,393448.0,82137.0,100000.0,50000.0,47647.0,69796.0,52399.0,64474.0,63507.0,233964.0,127778.0,214286.0,65344.0,120000.0,62781.0,46154.0,105044.0,98076.0,248333.0,110438.0,70449.0,69000.0,64706.0,100000.0,96549.0,60122.0,59184.0,63121.0,104462.0,,71053.0,145332.0,20000.0,24528.0,34907.0,4714.0,337229.0,81667.0,91792.0
2005,60000.0,68130.0,54330.0,65398.0,110466.0,92865.0,58128.0,59718.0,101350.0,143259.0,30000.0,135746.0,70275.0,81763.0,78261.0,124309.0,147079.0,74456.0,50000.0,54330.0,69388.0,77467.0,48289.0,107623.0,80000.0,43243.0,,57261.0,76285.0,382802.0,80278.0,42857.0,80160.0,55038.0,99844.0,72801.0,43757.0,91744.0,145130.0,74571.0,114830.0,169901.0,58247.0,202719.0,85263.0,45455.0,47000.0,88666.0,145979.0,45294.0,101538.0,98795.0,60037.0,68941.0,14865.0,51159.0,77912.0,122692.0,106837.0,45060.0,9049.0,9081.0,110059.0,75000.0,102857.0,59984.0,400000.0,76556.0,117082.0,50000.0,50161.0,68418.0,52083.0,64103.0,61910.0,219624.0,127027.0,248271.0,64942.0,105400.0,63399.0,42103.0,111464.0,83947.0,368376.0,108932.0,69196.0,68579.0,63889.0,100000.0,94665.0,59816.0,72364.0,71279.0,105760.0,,55556.0,134834.0,20250.0,25472.0,34129.0,4714.0,339402.0,80000.0,98182.0
2006,60000.0,97200.0,60580.0,65425.0,112021.0,112786.0,74231.0,110198.0,92129.0,116879.0,30836.0,129028.0,109608.0,81929.0,76923.0,134404.0,162765.0,74879.0,50000.0,60580.0,69492.0,74762.0,48300.0,107225.0,83000.0,42901.0,,56996.0,101307.0,358278.0,82965.0,50000.0,80000.0,54781.0,128779.0,89455.0,46736.0,104714.0,145305.0,77941.0,109693.0,169896.0,58056.0,171617.0,86000.0,46667.0,42353.0,90568.0,141417.0,45000.0,110000.0,93301.0,60860.0,70387.0,15000.0,50000.0,79674.0,88166.0,107377.0,46518.0,13333.0,9055.0,113158.0,74667.0,108108.0,53522.0,400000.0,81829.0,114953.0,50000.0,49993.0,61638.0,52174.0,63415.0,60202.0,200085.0,129730.0,227608.0,64539.0,120526.0,75161.0,39099.0,118209.0,108508.0,246136.0,101263.0,76897.0,58000.0,60000.0,100000.0,92480.0,60000.0,64282.0,71154.0,107213.0,,55357.0,127748.0,20000.0,26364.0,33712.0,4712.0,325239.0,80769.0,93917.0
2007,60000.0,70000.0,60997.0,64225.0,104473.0,152933.0,77375.0,103051.0,71960.0,164250.0,30259.0,120123.0,209351.0,82094.0,72318.0,119029.0,167589.0,74359.0,50000.0,60997.0,70149.0,75286.0,49242.0,105624.0,68824.0,42946.0,,56731.0,101290.0,400000.0,89149.0,50000.0,81481.0,54360.0,109732.0,69396.0,48351.0,98830.0,153102.0,75641.0,104826.0,168049.0,58024.0,241047.0,86429.0,46815.0,44167.0,93437.0,128375.0,51220.0,104615.0,82353.0,63760.0,62353.0,15116.0,50400.0,84401.0,66401.0,108000.0,44000.0,13400.0,9027.0,110000.0,69384.0,104762.0,55595.0,385858.0,93721.0,120000.0,60000.0,49801.0,67857.0,53191.0,62025.0,60000.0,180417.0,127500.0,221289.0,64137.0,170000.0,88200.0,36126.0,125294.0,120706.0,315225.0,108667.0,72818.0,58571.0,63636.0,101500.0,100000.0,58546.0,59505.0,77484.0,108307.0,,55172.0,133179.0,19943.0,26545.0,33613.0,4747.0,328662.0,77143.0,83898.0
2008,63579.0,71429.0,53135.0,63822.0,105502.0,115000.0,77812.0,102545.0,72976.0,176975.0,30326.0,120597.0,452784.0,82258.0,61678.0,144348.0,156027.0,74813.0,50004.0,53135.0,69672.0,74884.0,46570.0,96518.0,50000.0,43040.0,,56465.0,100677.0,289871.0,110333.0,56250.0,79875.0,55556.0,84083.0,60345.0,43229.0,99634.0,154575.0,75386.0,74897.0,169905.0,62500.0,181607.0,85000.0,46668.0,43333.0,96480.0,132447.0,55238.0,111511.0,87356.0,63594.0,75659.0,12375.0,50000.0,81949.0,91583.0,109384.0,42857.0,12200.0,8998.0,98746.0,65676.0,120000.0,47332.0,379582.0,74918.0,108076.0,68074.0,64738.0,62500.0,54167.0,62500.0,55836.0,180417.0,126190.0,227304.0,63734.0,170000.0,87500.0,33176.0,132734.0,100049.0,284535.0,109249.0,74516.0,61818.0,63636.0,101622.0,86202.0,57814.0,93371.0,80836.0,109519.0,,60714.0,127479.0,20121.0,26786.0,30649.0,4975.0,312626.0,75862.0,87852.0
2009,71667.0,66667.0,50465.0,64639.0,101544.0,128479.0,80182.0,117505.0,76037.0,145663.0,30627.0,139603.0,200000.0,82422.0,53913.0,180110.0,159314.0,74250.0,50168.0,50465.0,70252.0,64600.0,45475.0,122269.0,48000.0,39516.0,,56200.0,92736.0,248205.0,104159.0,62500.0,79806.0,57407.0,87770.0,58182.0,41859.0,88767.0,156702.0,75710.0,74918.0,169901.0,64729.0,190406.0,83201.0,46768.0,44778.0,97954.0,66879.0,53926.0,115385.0,88889.0,55219.0,79077.0,28779.0,52277.0,82454.0,72245.0,113065.0,41435.0,10000.0,8968.0,91486.0,57500.0,115531.0,39943.0,373088.0,74851.0,103125.0,68204.0,66787.0,64953.0,50669.0,62222.0,53336.0,178994.0,127907.0,214286.0,63332.0,166667.0,88000.0,30245.0,140546.0,84324.0,238468.0,64908.0,67190.0,55000.0,62500.0,100000.0,82573.0,57086.0,95229.0,80523.0,90285.0,,60000.0,119747.0,19966.0,28200.0,31528.0,5151.0,309396.0,73548.0,88726.0
2010,77536.0,57448.0,45775.0,61702.0,106229.0,137779.0,82000.0,135201.0,87385.0,159898.0,30594.0,162965.0,185965.0,82585.0,46263.0,127667.0,158242.0,75420.0,50000.0,45775.0,70624.0,81198.0,44435.0,107617.0,49118.0,40000.0,179924.0,56415.0,91489.0,207851.0,97763.0,68750.0,79745.0,55556.0,79278.0,52910.0,49143.0,93310.0,154734.0,75540.0,74963.0,169911.0,65385.0,209136.0,81719.0,46677.0,44133.0,99810.0,175695.0,54304.0,116788.0,86350.0,64986.0,82397.0,20781.0,50000.0,80307.0,64824.0,111892.0,125532.0,36533.0,8800.0,84070.0,59091.0,116667.0,42641.0,366430.0,76387.0,91600.0,68373.0,81229.0,64295.0,49561.0,60638.0,50000.0,151668.0,129239.0,214286.0,62929.0,185312.0,86043.0,27327.0,148748.0,82310.0,205289.0,91714.0,78101.0,58889.0,61696.0,100000.0,78737.0,56359.0,95229.0,81503.0,90524.0,,71828.0,133141.0,19893.0,30535.0,31854.0,5382.0,309666.0,75000.0,86216.0
2011,83414.0,61484.0,40732.0,70870.0,109788.0,139816.0,81010.0,132717.0,90287.0,115057.0,27016.0,164703.0,86733.0,82749.0,39023.0,125738.0,163582.0,76020.0,48736.0,40732.0,70880.0,84345.0,43477.0,118985.0,50556.0,44821.0,179338.0,56139.0,89200.0,125926.0,102321.0,74438.0,79684.0,55556.0,84227.0,56659.0,46822.0,92790.0,145468.0,75519.0,85810.0,166829.0,66154.0,219710.0,81775.0,46587.0,42759.0,108408.0,140600.0,54697.0,121429.0,83073.0,66121.0,85645.0,18334.0,55485.0,85497.0,70948.0,110691.0,191556.0,37583.0,8854.0,76602.0,49474.0,118750.0,40970.0,359661.0,86739.0,72692.0,67967.0,80034.0,63257.0,48297.0,60417.0,49151.0,134633.0,131696.0,214286.0,62527.0,211953.0,81530.0,24418.0,160000.0,102735.0,235589.0,95146.0,74207.0,56370.0,61160.0,87711.0,74737.0,55599.0,83557.0,95309.0,90532.0,,63172.0,149368.0,19879.0,32516.0,31694.0,5447.0,299729.0,73529.0,83686.0
2012,91000.0,66145.0,46819.0,69483.0,98618.0,145835.0,82726.0,141717.0,79182.0,118883.0,24762.0,185031.0,93333.0,84615.0,31429.0,120185.0,160379.0,79268.0,48889.0,46819.0,73214.0,126300.0,41667.0,117778.0,49429.0,52000.0,179338.0,56000.0,87293.0,129818.0,108179.0,75000.0,77778.0,38281.0,102143.0,55756.0,61169.0,89976.0,147616.0,75499.0,84324.0,162500.0,65530.0,219829.0,81125.0,46497.0,37642.0,104713.0,70138.0,56522.0,125000.0,81555.0,68108.0,104487.0,18366.0,69231.0,121188.0,100757.0,109490.0,215024.0,58750.0,8480.0,65957.0,40000.0,117143.0,39748.0,340909.0,102049.0,70370.0,78267.0,76214.0,62521.0,41429.0,61000.0,46667.0,133013.0,134240.0,,62124.0,232502.0,79505.0,18056.0,164286.0,103964.0,236727.0,96307.0,65034.0,55220.0,60000.0,61000.0,60000.0,53333.0,140984.0,105296.0,92194.0,214286.0,59628.0,155431.0,19875.0,37500.0,28061.0,5681.0,282571.0,70000.0,82213.0
2013,91333.0,68796.0,43868.0,66577.0,96828.0,151853.0,85628.0,150717.0,58972.0,123731.0,23142.0,195002.0,84372.0,82898.0,31429.0,151000.0,165265.0,76749.0,47098.0,43868.0,71260.0,88521.0,41818.0,110396.0,50667.0,48027.0,179229.0,55341.0,85281.0,134101.0,105596.0,76794.0,79538.0,44092.0,84454.0,61319.0,62189.0,95628.0,147737.0,75478.0,79333.0,167568.0,66000.0,224765.0,80475.0,46407.0,36754.0,110912.0,141014.0,54155.0,129000.0,81260.0,72008.0,89972.0,18580.0,60490.0,121628.0,100912.0,108288.0,246420.0,49600.0,8755.0,64894.0,33976.0,128206.0,42332.0,353149.0,80052.0,92593.0,74510.0,134238.0,61786.0,45696.0,59375.0,45965.0,131392.0,135981.0,,61721.0,250718.0,78796.0,18056.0,175947.0,131585.0,154550.0,95774.0,70564.0,55179.0,60040.0,71532.0,66526.0,45774.0,8705.0,90315.0,89605.0,214286.0,60608.0,157199.0,19871.0,35789.0,28520.0,5963.0,298062.0,69444.0,82725.0
2014,95580.0,71448.0,44117.0,65382.0,100571.0,157872.0,87595.0,159717.0,60221.0,129452.0,21576.0,172897.0,120712.0,81579.0,27917.0,149497.0,161051.0,75514.0,37758.0,44117.0,70997.0,85333.0,41858.0,112440.0,54000.0,44669.0,178981.0,54545.0,84244.0,124833.0,96866.0,80099.0,79289.0,50500.0,104771.0,61965.0,64455.0,89422.0,147535.0,75457.0,75022.0,160526.0,67204.0,229702.0,79825.0,46317.0,35190.0,107664.0,118071.0,54842.0,131600.0,81307.0,73257.0,90000.0,18794.0,56378.0,121322.0,96033.0,107087.0,201481.0,59720.0,8758.0,63020.0,38219.0,125845.0,45772.0,367734.0,70513.0,92857.0,74510.0,176264.0,61050.0,47289.0,58413.0,46530.0,129772.0,137722.0,,61319.0,268934.0,78470.0,18990.0,186306.0,103103.0,205000.0,95242.0,71856.0,54318.0,60138.0,85733.0,72416.0,52965.0,93185.0,97289.0,90692.0,212450.0,61596.0,157686.0,19867.0,31953.0,25731.0,5759.0,308497.0,71765.0,81873.0
