,Belize,Kenya,"China, Taiwan Province of",Mozambique,Niue,Myanmar,Seychelles,Philippines,Brazil,United Republic of Tanzania,Nepal,Indonesia,Maldives,Liberia,Melanesia,Papua New Guinea,Cuba,New Caledonia,Bahamas,Barbados,Guatemala,French Polynesia,Mauritius,American Samoa,Senegal,Madagascar,Saint Lucia,Tokelau,Haiti,Guinea,Dominica,Fiji,Cabo Verde,Wallis and Futuna Islands,Equatorial Guinea,Sri Lanka,Grenada,Panama,Réunion,Vanuatu,China,Colombia,Brunei Darussalam,Micronesia (Federated States of),Guinea-Bissau,Saint Vincent and the Grenadines,France,Martinique,Micronesia,Tuvalu,"China, mainland",Nicaragua,Kiribati,Saint Kitts and Nevis,Peru,Cameroon,Malaysia,Comoros,Dominican Republic,El Salvador,Benin,Cook Islands,Pakistan,Pacific Islands Trust Territory,Sao Tome and Principe,Venezuela (Bolivarian Republic of),Guyana,Tonga,Bangladesh,Togo,Nigeria,French Guiana,Suriname,Cambodia,Timor-Leste,Costa Rica,India,Guadeloupe,Marshall Islands,Congo,Mexico,Ecuador,Honduras,Nauru,Viet Nam,Côte d'Ivoire,Jamaica,Solomon Islands,Trinidad and Tobago,Singapore,Polynesia,Sierra Leone,Samoa,Somalia,Thailand,Ghana,Puerto Rico,Guam
1986,30000.0,29630.0,-1.0,39048.0,11500.0,68325.0,47917.0,34345.0,21501.0,12222.0,-1.0,48626.0,38220.0,29167.0,47385.0,41950.0,43868.0,34211.0,-1.0,30000.0,40000.0,55000.0,37500.0,20000.0,29677.0,28967.0,40000.0,48889.0,36500.0,36000.0,39429.0,43229.0,32000.0,5000.0,31600.0,55463.0,31739.0,51785.0,40000.0,49739.0,62500.0,70400.0,15556.0,-1.0,47143.0,39587.0,-1.0,30350.0,39553.0,12000.0,62500.0,41667.0,25882.0,37500.0,140735.0,27692.0,41679.0,33375.0,23237.0,147200.0,16667.0,26667.0,15600.0,59603.0,30000.0,84270.0,40545.0,140000.0,26602.0,35000.0,30145.0,-1.0,63472.0,51250.0,-1.0,119214.0,38483.0,27400.0,-1.0,-1.0,56085.0,121010.0,30526.0,50000.0,45114.0,81203.0,35658.0,86486.0,50000.0,84496.0,45230.0,15882.0,39792.0,30435.0,39108.0,84000.0,54431.0,36559.0
1987,30000.0,28148.0,-1.0,39524.0,8800.0,85833.0,47619.0,32349.0,21303.0,12143.0,-1.0,52080.0,31867.0,29167.0,43988.0,42075.0,44120.0,33333.0,-1.0,30000.0,39286.0,60526.0,35714.0,19958.0,30323.0,28214.0,40000.0,53333.0,37000.0,36000.0,40000.0,37950.0,35294.0,5122.0,32000.0,41832.0,34783.0,50843.0,42857.0,49043.0,61538.0,70560.0,15556.0,-1.0,46575.0,37097.0,-1.0,25188.0,42242.0,20000.0,61538.0,43333.0,30000.0,37500.0,170775.0,27692.0,31879.0,28265.0,25004.0,133400.0,16667.0,25000.0,19506.0,59406.0,26154.0,83891.0,36090.0,150000.0,26177.0,35000.0,30435.0,-1.0,77328.0,52500.0,-1.0,70252.0,40134.0,27400.0,-1.0,-1.0,50952.0,120048.0,39130.0,50000.0,39687.0,72126.0,38303.0,56216.0,51111.0,67733.0,42150.0,15882.0,35240.0,31522.0,39525.0,84800.0,55567.0,38710.0
1988,32000.0,29630.0,-1.0,40000.0,8000.0,82095.0,50000.0,24651.0,22754.0,12069.0,-1.0,54390.0,34000.0,29167.0,38482.0,35308.0,46305.0,41667.0,-1.0,30000.0,33333.0,46500.0,35945.0,20417.0,30323.0,27333.0,38333.0,50000.0,38000.0,36000.0,40000.0,36755.0,35294.0,5366.0,32000.0,35277.0,34348.0,49918.0,42333.0,44058.0,61567.0,62776.0,15294.0,-1.0,47945.0,35484.0,-1.0,25188.0,41142.0,12077.0,61567.0,45000.0,37153.0,37500.0,186667.0,28462.0,34562.0,28264.0,25354.0,134859.0,16667.0,40000.0,17733.0,46205.0,29231.0,83250.0,36010.0,106667.0,26616.0,35000.0,30857.0,-1.0,67953.0,51765.0,-1.0,70767.0,44518.0,27400.0,-1.0,-1.0,51370.0,141039.0,40000.0,50000.0,40671.0,66753.0,41074.0,50976.0,48000.0,61905.0,36536.0,15882.0,33333.0,31522.0,40876.0,82692.0,52733.0,39785.0
1989,24923.0,30370.0,-1.0,40000.0,8000.0,66162.0,50000.0,25289.0,21665.0,11667.0,-1.0,53226.0,42933.0,29167.0,32745.0,28154.0,44362.0,48148.0,-1.0,30000.0,39394.0,45000.0,36667.0,20833.0,30323.0,26774.0,40000.0,52000.0,36000.0,36000.0,40000.0,37163.0,35294.0,5610.0,32000.0,45335.0,33913.0,49010.0,42333.0,35014.0,60827.0,73800.0,16250.0,-1.0,48000.0,33871.0,-1.0,26800.0,35626.0,12286.0,60827.0,46667.0,24632.0,37500.0,215564.0,29231.0,34704.0,28265.0,32564.0,131570.0,16667.0,25000.0,17649.0,46205.0,28696.0,82510.0,38640.0,100000.0,25789.0,35000.0,31429.0,-1.0,86162.0,54118.0,-1.0,69000.0,47235.0,25600.0,-1.0,-1.0,63490.0,123882.0,45965.0,50000.0,44695.0,66290.0,24778.0,52895.0,46154.0,62500.0,50274.0,15882.0,68240.0,32609.0,41000.0,83846.0,55567.0,40860.0
1990,32086.0,28618.0,93750.0,58979.0,4000.0,63930.0,47551.0,38374.0,22317.0,15118.0,-1.0,53591.0,42277.0,29562.0,33358.0,24769.0,43111.0,56000.0,-1.0,30000.0,40000.0,52073.0,35385.0,20248.0,21901.0,26250.0,42857.0,53571.0,33194.0,30869.0,34139.0,38068.0,40462.0,5322.0,30227.0,46203.0,31753.0,45747.0,42053.0,51710.0,68033.0,76973.0,14815.0,-1.0,46026.0,30769.0,-1.0,25617.0,31369.0,12308.0,62808.0,50000.0,15878.0,30806.0,210923.0,27857.0,35943.0,37494.0,32172.0,137991.0,17422.0,21329.0,19317.0,46854.0,25044.0,83101.0,36605.0,100000.0,25160.0,42196.0,33239.0,-1.0,84018.0,54444.0,-1.0,61778.0,49017.0,12500.0,-1.0,-1.0,61990.0,144059.0,55066.0,50650.0,42130.0,66381.0,22198.0,50000.0,50000.0,60000.0,48552.0,15882.0,59740.0,29426.0,41206.0,101257.0,54176.0,41382.0
1991,34314.0,31345.0,113917.0,35174.0,5732.0,65194.0,47778.0,36507.0,23901.0,12017.0,-1.0,56881.0,45611.0,22699.0,30838.0,23769.0,6210.0,62893.0,-1.0,30000.0,39024.0,42138.0,36667.0,21516.0,37890.0,26250.0,41667.0,50909.0,29052.0,38415.0,39086.0,36228.0,32403.0,5080.0,13638.0,39859.0,33934.0,37460.0,46006.0,37913.0,91565.0,72362.0,15817.0,-1.0,48718.0,33824.0,-1.0,22085.0,33113.0,12000.0,86554.0,51667.0,30288.0,55472.0,203732.0,28441.0,31719.0,33273.0,33903.0,138136.0,16535.0,19119.0,23604.0,-1.0,19791.0,74862.0,48406.0,88495.0,24705.0,34786.0,34865.0,-1.0,76301.0,53333.0,5493.0,62921.0,49052.0,15685.0,23000.0,-1.0,58731.0,103147.0,57660.0,54064.0,49136.0,60014.0,27521.0,59412.0,52500.0,62500.0,37405.0,15882.0,43668.0,30000.0,40905.0,83333.0,53895.0,57406.0
1992,35139.0,33358.0,94554.0,35700.0,6023.0,74791.0,46667.0,37660.0,24156.0,11839.0,-1.0,56269.0,45587.0,22818.0,35043.0,30538.0,6279.0,60870.0,-1.0,30000.0,39024.0,42178.0,36947.0,21364.0,37613.0,25758.0,40000.0,48333.0,29061.0,38352.0,35892.0,37529.0,32440.0,5142.0,13778.0,41905.0,34020.0,37403.0,45822.0,36620.0,88636.0,73922.0,15071.0,-1.0,49694.0,38235.0,-1.0,20710.0,32143.0,10754.0,87221.0,49231.0,30093.0,55177.0,242677.0,28593.0,35876.0,32229.0,23894.0,140917.0,16532.0,19444.0,29890.0,-1.0,20000.0,74500.0,47315.0,96667.0,26569.0,34806.0,35526.0,-1.0,67009.0,50000.0,5518.0,57000.0,54308.0,16750.0,22857.0,-1.0,59333.0,101099.0,56311.0,54205.0,55845.0,49737.0,32976.0,58333.0,53750.0,69480.0,43079.0,14211.0,56182.0,34615.0,41934.0,78571.0,53944.0,57312.0
1993,46768.0,35379.0,105852.0,36245.0,6305.0,66158.0,46295.0,37934.0,23498.0,11803.0,-1.0,55303.0,45562.0,22938.0,35500.0,32962.0,8663.0,60077.0,-1.0,30000.0,39394.0,42217.0,37115.0,21278.0,37337.0,26061.0,40000.0,50091.0,29071.0,38312.0,35195.0,30791.0,32476.0,5205.0,13918.0,37229.0,34106.0,37345.0,45638.0,36620.0,87992.0,69863.0,15000.0,-1.0,50000.0,38889.0,-1.0,21252.0,33550.0,9000.0,83578.0,68000.0,32500.0,54883.0,181182.0,28740.0,39445.0,30913.0,23526.0,135714.0,16528.0,22727.0,34646.0,-1.0,19760.0,70002.0,43487.0,77310.0,29684.0,34827.0,35897.0,-1.0,78667.0,53684.0,5543.0,45714.0,54394.0,17771.0,20833.0,-1.0,63830.0,102636.0,62920.0,54345.0,57027.0,55225.0,33048.0,57838.0,57143.0,75000.0,43480.0,12214.0,57522.0,33872.0,42441.0,76667.0,53902.0,57218.0
1994,50628.0,37931.0,105515.0,36820.0,6577.0,66716.0,45714.0,38398.0,25196.0,11774.0,-1.0,53153.0,45538.0,23057.0,31336.0,26154.0,7432.0,60176.0,-1.0,30000.0,40000.0,42256.0,37500.0,21323.0,37061.0,25000.0,40000.0,50770.0,29081.0,39391.0,34146.0,29480.0,32512.0,5267.0,14057.0,45105.0,34192.0,37287.0,45454.0,36620.0,77930.0,78975.0,14706.0,-1.0,50115.0,37037.0,-1.0,21134.0,35159.0,9873.0,71878.0,50000.0,32500.0,55372.0,160804.0,28882.0,38052.0,28778.0,27914.0,101362.0,17145.0,17500.0,41598.0,-1.0,20000.0,65712.0,46080.0,82238.0,29797.0,34848.0,43849.0,47273.0,76599.0,48182.0,5568.0,53333.0,57661.0,18805.0,24644.0,-1.0,64784.0,111003.0,60000.0,54486.0,59079.0,47684.0,33281.0,58919.0,50000.0,74393.0,44107.0,11304.0,57778.0,33811.0,40656.0,57223.0,55235.0,57125.0
1995,50155.0,34243.0,109365.0,37434.0,6835.0,62814.0,48000.0,41334.0,25906.0,11475.0,-1.0,55394.0,45513.0,23176.0,33660.0,27077.0,7243.0,60211.0,-1.0,30000.0,39024.0,42295.0,36458.0,21366.0,36784.0,25625.0,40244.0,51523.0,29090.0,40909.0,34612.0,30022.0,32548.0,5329.0,14197.0,47391.0,34278.0,37230.0,45624.0,38732.0,81743.0,93075.0,16272.0,24242.0,50602.0,37778.0,-1.0,21576.0,33182.0,9612.0,75562.0,50000.0,32500.0,54159.0,134444.0,29028.0,41141.0,29432.0,29384.0,127013.0,16751.0,20183.0,40000.0,-1.0,20455.0,59558.0,48800.0,82596.0,30106.0,34869.0,52281.0,36508.0,85714.0,49048.0,5593.0,53333.0,52497.0,19854.0,30000.0,-1.0,69239.0,110787.0,60000.0,54626.0,67397.0,79915.0,32800.0,73684.0,50000.0,75768.0,47389.0,10761.0,67265.0,33616.0,42122.0,56977.0,55011.0,57031.0
1996,53830.0,29099.0,104921.0,38098.0,8000.0,65177.0,46436.0,37906.0,28614.0,11316.0,-1.0,54264.0,45489.0,23296.0,40519.0,36923.0,9057.0,60769.0,-1.0,30000.0,39024.0,42755.0,37000.0,21406.0,36508.0,25857.0,40000.0,52343.0,29100.0,37500.0,34452.0,33101.0,32584.0,5392.0,14337.0,43586.0,34364.0,37172.0,45228.0,40282.0,85090.0,80092.0,18111.0,24395.0,50588.0,37073.0,-1.0,22250.0,31903.0,9376.0,80302.0,49412.0,32258.0,53333.0,140693.0,29333.0,40710.0,29000.0,29483.0,121571.0,16667.0,21429.0,60886.0,-1.0,20696.0,62485.0,60114.0,83577.0,30479.0,34890.0,47937.0,36508.0,85366.0,50962.0,5618.0,53333.0,51296.0,22333.0,23667.0,37570.0,65451.0,108244.0,60000.0,54767.0,72766.0,89387.0,33213.0,77838.0,52265.0,80000.0,47926.0,10000.0,65041.0,32212.0,42495.0,56885.0,54816.0,56938.0
1997,47619.0,31311.0,107504.0,38825.0,7246.0,76353.0,46233.0,43733.0,62802.0,11153.0,-1.0,52842.0,45465.0,23415.0,44260.0,39391.0,12939.0,61111.0,-1.0,30000.0,39024.0,42754.0,37255.0,21446.0,36232.0,26087.0,44000.0,53225.0,29109.0,37784.0,32973.0,33614.0,32750.0,5454.0,14477.0,45241.0,34450.0,37115.0,45000.0,50278.0,90359.0,66124.0,16859.0,24390.0,49438.0,37059.0,-1.0,21657.0,31995.0,9094.0,86473.0,49412.0,32258.0,68000.0,127545.0,29216.0,40135.0,27885.0,29722.0,126500.0,16667.0,22727.0,86861.0,-1.0,20552.0,53464.0,49645.0,80000.0,27861.0,34910.0,42938.0,36508.0,82178.0,52500.0,5643.0,53333.0,48307.0,21670.0,23571.0,36014.0,69361.0,102158.0,88632.0,54907.0,65381.0,83333.0,33338.0,80270.0,52771.0,84000.0,46140.0,9310.0,60970.0,32514.0,41929.0,57171.0,53781.0,56844.0
1998,44715.0,31267.0,106299.0,40263.0,7399.0,77695.0,45714.0,41101.0,64307.0,10985.0,20298.0,54414.0,45906.0,23534.0,40652.0,33000.0,16742.0,60000.0,-1.0,30000.0,42000.0,42000.0,36170.0,21489.0,35955.0,26006.0,40000.0,54165.0,29154.0,37575.0,32353.0,32229.0,31746.0,5517.0,14616.0,43362.0,34536.0,37284.0,45455.0,53288.0,100261.0,65316.0,17158.0,24396.0,49530.0,37012.0,-1.0,21992.0,36112.0,9839.0,98815.0,50000.0,40865.0,55888.0,135660.0,29276.0,36000.0,28714.0,43604.0,123214.0,16667.0,23959.0,85842.0,-1.0,20982.0,55344.0,43692.0,80000.0,27832.0,34931.0,42938.0,36508.0,81581.0,51000.0,5668.0,53333.0,49872.0,22029.0,23500.0,35691.0,75759.0,73451.0,88361.0,55048.0,59007.0,76511.0,33408.0,82973.0,52381.0,81224.0,47075.0,9343.0,61600.0,32000.0,41505.0,57463.0,58400.0,56751.0
1999,44931.0,31507.0,106637.0,41684.0,7537.0,78012.0,45333.0,36933.0,72365.0,10812.0,20000.0,59052.0,47759.0,23654.0,41172.0,39231.0,22964.0,60112.0,-1.0,30000.0,42017.0,42813.0,36000.0,21364.0,35679.0,26235.0,40000.0,55155.0,29248.0,37490.0,33333.0,31757.0,29412.0,5579.0,14756.0,48576.0,34622.0,37758.0,44916.0,38356.0,96430.0,76513.0,16784.0,24242.0,49642.0,37112.0,-1.0,21252.0,36437.0,9865.0,94120.0,50000.0,40865.0,50000.0,117492.0,29375.0,37260.0,28691.0,49298.0,131429.0,16667.0,25618.0,86380.0,-1.0,21121.0,50607.0,53333.0,71214.0,28561.0,34952.0,44382.0,36508.0,83184.0,55000.0,5693.0,43750.0,48809.0,21289.0,23125.0,35381.0,64997.0,57756.0,89261.0,56230.0,67535.0,76667.0,33333.0,72703.0,54762.0,82259.0,46458.0,9310.0,60465.0,34615.0,42130.0,57463.0,55253.0,56657.0
2000,46119.0,31741.0,109531.0,41204.0,7657.0,66393.0,45714.0,41333.0,73857.0,10633.0,17476.0,58807.0,48969.0,23773.0,40165.0,39692.0,29977.0,60061.0,-1.0,29808.0,42056.0,42474.0,30000.0,21566.0,35403.0,25846.0,40000.0,56192.0,30000.0,37485.0,33568.0,31757.0,36364.0,5641.0,14896.0,53001.0,34708.0,40465.0,44800.0,33973.0,98776.0,71923.0,16900.0,24242.0,50556.0,37143.0,-1.0,20871.0,32971.0,9917.0,96410.0,50000.0,38400.0,53167.0,95077.0,29429.0,38653.0,28581.0,37748.0,105090.0,16667.0,26970.0,54172.0,-1.0,21250.0,48081.0,52400.0,71216.0,28925.0,34973.0,44444.0,35601.0,78715.0,58000.0,5718.0,43750.0,47175.0,22047.0,5800.0,34345.0,65597.0,56551.0,88251.0,57894.0,63200.0,65714.0,41975.0,66486.0,54118.0,83211.0,46493.0,9579.0,60870.0,37037.0,56966.0,57463.0,57422.0,56564.0
2001,40942.0,32679.0,112448.0,40000.0,7739.0,77846.0,45840.0,41751.0,77956.0,10450.0,20292.0,55746.0,45176.0,23892.0,32637.0,28359.0,33253.0,59259.0,-1.0,30000.0,44944.0,42056.0,30000.0,21671.0,35126.0,25905.0,40323.0,57271.0,28235.0,37552.0,33227.0,26108.0,35294.0,5704.0,15036.0,47402.0,34794.0,35340.0,43333.0,36892.0,106255.0,84649.0,16895.0,24242.0,49562.0,37175.0,-1.0,20513.0,32885.0,9976.0,104955.0,52000.0,38400.0,52942.0,127211.0,29697.0,39121.0,28471.0,45680.0,105089.0,16667.0,30511.0,54104.0,-1.0,20800.0,50169.0,46053.0,84168.0,28937.0,35255.0,44722.0,35026.0,74731.0,52986.0,5743.0,45000.0,47120.0,22804.0,5100.0,34942.0,67901.0,67499.0,89149.0,59558.0,65062.0,81529.0,51429.0,56216.0,57500.0,84096.0,48223.0,9630.0,61648.0,37931.0,63745.0,57273.0,85394.0,56470.0
2002,22989.0,34952.0,110013.0,42308.0,7800.0,79598.0,46667.0,44217.0,104569.0,10267.0,20292.0,58811.0,36054.0,24012.0,34483.0,34518.0,41084.0,59980.0,-1.0,30000.0,44828.0,43500.0,30000.0,21755.0,34850.0,25826.0,40000.0,58375.0,29117.0,37683.0,34783.0,26108.0,33721.0,5766.0,15175.0,40949.0,34879.0,36641.0,43265.0,31041.0,102200.0,79613.0,16917.0,24242.0,49171.0,37248.0,-1.0,20285.0,34719.0,10042.0,100656.0,50000.0,38400.0,50000.0,159852.0,29664.0,39556.0,28452.0,46191.0,105091.0,16667.0,33333.0,55660.0,-1.0,20770.0,83169.0,46875.0,84577.0,28287.0,35002.0,45000.0,35120.0,96844.0,53846.0,5768.0,47500.0,46218.0,23562.0,17800.0,34839.0,67982.0,63187.0,81251.0,61222.0,72635.0,83263.0,52078.0,54054.0,58537.0,85568.0,48657.0,9644.0,61930.0,36419.0,69468.0,57273.0,105566.0,57245.0
2003,16688.0,34429.0,104239.0,41429.0,7830.0,85809.0,45588.0,44440.0,106230.0,10288.0,20349.0,60354.0,53494.0,24175.0,32295.0,31869.0,47174.0,60023.0,-1.0,30000.0,45238.0,42384.0,30000.0,21976.0,34579.0,25762.0,40000.0,59603.0,29186.0,37500.0,32995.0,21667.0,33656.0,5852.0,15363.0,43564.0,34911.0,36523.0,43000.0,31230.0,98302.0,79950.0,16818.0,24242.0,48239.0,37000.0,-1.0,20160.0,37826.0,10104.0,97244.0,56000.0,38400.0,51163.0,158424.0,30000.0,32402.0,28263.0,47893.0,122222.0,16667.0,29333.0,55405.0,-1.0,20385.0,97932.0,47362.0,86682.0,28308.0,34524.0,46667.0,34815.0,106788.0,53383.0,5802.0,48750.0,44906.0,24232.0,41200.0,34884.0,68000.0,59246.0,84087.0,63276.0,74256.0,85706.0,52078.0,51892.0,55000.0,82987.0,48925.0,9655.0,62190.0,37500.0,76048.0,57273.0,133695.0,56393.0
2004,31884.0,40000.0,114427.0,41912.0,7882.0,89221.0,46154.0,44087.0,109287.0,10099.0,20347.0,60539.0,53400.0,24383.0,38105.0,36167.0,47065.0,60073.0,-1.0,30000.0,45238.0,41986.0,30000.0,21364.0,34315.0,25606.0,40625.0,60944.0,29651.0,37838.0,33044.0,26144.0,32807.0,5825.0,15600.0,49872.0,34897.0,36471.0,42832.0,33649.0,102797.0,69402.0,16385.0,25894.0,47504.0,36842.0,-1.0,20000.0,40321.0,10000.0,100798.0,50435.0,47778.0,55000.0,162079.0,29855.0,35056.0,28250.0,49176.0,123337.0,16667.0,25714.0,54222.0,-1.0,21093.0,83237.0,46991.0,87997.0,22517.0,34907.0,50000.0,34697.0,74841.0,52985.0,5843.0,55720.0,43337.0,24815.0,25500.0,34320.0,67946.0,64999.0,87036.0,65720.0,79544.0,88850.0,52078.0,74595.0,54545.0,82887.0,48698.0,9667.0,61667.0,35968.0,78628.0,57273.0,133672.0,55789.0
2005,31884.0,39873.0,98508.0,44000.0,7837.0,91073.0,41667.0,45709.0,107359.0,9876.0,20462.0,67343.0,47319.0,24591.0,36444.0,33385.0,40930.0,60114.0,-1.0,30000.0,44681.0,40909.0,30000.0,22541.0,34051.0,25606.0,40000.0,62289.0,29252.0,37798.0,32983.0,31250.0,32733.0,5833.0,15837.0,42635.0,34946.0,36444.0,43182.0,25938.0,93416.0,70343.0,17048.0,27486.0,46767.0,37054.0,-1.0,19630.0,41283.0,10063.0,92622.0,50000.0,47778.0,50000.0,156764.0,29967.0,32629.0,28231.0,30407.0,123332.0,16667.0,25694.0,54473.0,-1.0,20000.0,85701.0,46677.0,96111.0,22250.0,34925.0,53590.0,34578.0,74551.0,54198.0,5884.0,65000.0,45628.0,25397.0,29375.0,33333.0,69041.0,65350.0,90214.0,68164.0,81911.0,72866.0,52078.0,75000.0,57780.0,82879.0,48254.0,9677.0,61200.0,35579.0,73109.0,57273.0,133836.0,55774.0
2006,32000.0,16451.0,117131.0,41429.0,7781.0,93851.0,45714.0,44819.0,102763.0,9645.0,20345.0,64623.0,42700.0,24799.0,36375.0,32879.0,42885.0,60146.0,-1.0,30000.0,44681.0,47300.0,30000.0,23244.0,33787.0,25606.0,40000.0,63629.0,29230.0,36929.0,33333.0,30553.0,32560.0,5714.0,16074.0,53587.0,34946.0,35546.0,41687.0,25938.0,90258.0,70048.0,17053.0,30303.0,46009.0,37391.0,-1.0,19737.0,46882.0,10031.0,86144.0,50000.0,56485.0,45455.0,146372.0,30077.0,44583.0,28571.0,26455.0,123140.0,16667.0,25962.0,54676.0,-1.0,21538.0,95394.0,45095.0,85375.0,21439.0,34929.0,57692.0,34460.0,63649.0,53030.0,5885.0,62857.0,52342.0,25980.0,36250.0,35000.0,69001.0,65385.0,86842.0,70608.0,83601.0,42796.0,54474.0,75294.0,58130.0,89695.0,51421.0,9677.0,62937.0,35108.0,70313.0,57273.0,133333.0,55417.0
2007,32000.0,16363.0,110542.0,39556.0,8254.0,96758.0,46000.0,44208.0,99963.0,9407.0,20345.0,67672.0,41400.0,24913.0,48813.0,54769.0,36480.0,58929.0,-1.0,30000.0,45148.0,42068.0,30000.0,24023.0,34116.0,25606.0,41190.0,64951.0,28986.0,35625.0,34286.0,31250.0,32219.0,6152.0,16310.0,55223.0,36300.0,36327.0,39759.0,26563.0,91329.0,68750.0,17500.0,30303.0,45378.0,36154.0,-1.0,19677.0,48400.0,10000.0,88518.0,50000.0,56466.0,54348.0,130470.0,30161.0,44280.0,28094.0,27121.0,125003.0,16875.0,25974.0,74416.0,-1.0,23597.0,108966.0,45072.0,159326.0,21463.0,34884.0,55000.0,34341.0,91583.0,51825.0,5923.0,62500.0,56155.0,26563.0,47344.0,35052.0,68246.0,65625.0,86842.0,73053.0,86748.0,45658.0,55536.0,79245.0,58770.0,93400.0,59391.0,9688.0,63265.0,34302.0,67331.0,57455.0,132258.0,55130.0
2008,32647.0,14646.0,108596.0,37717.0,7603.0,99805.0,44000.0,45327.0,112328.0,9160.0,20345.0,62281.0,41500.0,25076.0,48893.0,54751.0,34238.0,60091.0,-1.0,31112.0,49608.0,41532.0,30000.0,24836.0,33731.0,25602.0,40000.0,66244.0,29166.0,37238.0,32619.0,31250.0,32179.0,6326.0,16547.0,55993.0,35051.0,35776.0,40000.0,26563.0,200259.0,70419.0,17373.0,30303.0,44335.0,36567.0,-1.0,19834.0,50215.0,9854.0,212435.0,49630.0,56466.0,55000.0,124697.0,30553.0,49597.0,28193.0,27807.0,100000.0,16942.0,25204.0,76067.0,-1.0,24349.0,106709.0,44914.0,156983.0,20929.0,35414.0,57073.0,34223.0,110350.0,50643.0,5991.0,60000.0,53322.0,27145.0,61250.0,35000.0,69826.0,62338.0,86875.0,75497.0,90429.0,31570.0,54955.0,86400.0,60144.0,92453.0,59305.0,9701.0,63596.0,33801.0,60390.0,57509.0,131447.0,55500.0
2009,41595.0,13031.0,106642.0,36613.0,7510.0,82707.0,45212.0,46061.0,104206.0,8903.0,20169.0,65517.0,43083.0,25184.0,48768.0,54751.0,34200.0,60124.0,-1.0,32146.0,53129.0,40892.0,30000.0,26275.0,33983.0,22212.0,43862.0,67496.0,29218.0,37312.0,32253.0,39167.0,30588.0,6493.0,16784.0,54915.0,35235.0,35855.0,40000.0,26563.0,89260.0,70073.0,17312.0,30303.0,43407.0,37037.0,-1.0,22345.0,49520.0,9772.0,87162.0,48184.0,56466.0,40408.0,120135.0,30404.0,45798.0,28595.0,27734.0,100109.0,14563.0,23857.0,66803.0,-1.0,22794.0,84638.0,45046.0,147263.0,17791.0,36629.0,62295.0,34104.0,110873.0,44137.0,5977.0,70000.0,57114.0,27728.0,55938.0,34682.0,62641.0,59967.0,85294.0,77941.0,92881.0,28218.0,54979.0,75294.0,61263.0,90711.0,59605.0,9714.0,64024.0,33299.0,58053.0,49782.0,142518.0,56250.0
2010,38544.0,14880.0,108578.0,35303.0,7396.0,103307.0,45498.0,43374.0,103364.0,8636.0,20114.0,60403.0,42600.0,25598.0,51268.0,54751.0,35000.0,58621.0,78444.0,32496.0,58050.0,40063.0,29776.0,26045.0,33385.0,23667.0,45994.0,68696.0,29271.0,37890.0,32293.0,34375.0,32310.0,6653.0,16965.0,50411.0,34995.0,35923.0,39551.0,40104.0,86762.0,71405.0,17291.0,19394.0,42093.0,34014.0,-1.0,24385.0,29946.0,9696.0,84357.0,47420.0,23937.0,46315.0,128329.0,31250.0,52068.0,28651.0,47139.0,106932.0,12741.0,23541.0,67072.0,-1.0,23358.0,101710.0,44880.0,147290.0,18930.0,38472.0,67645.0,33986.0,105949.0,51999.0,6031.0,73750.0,57176.0,28311.0,34000.0,34684.0,63219.0,57590.0,86256.0,78859.0,82837.0,32960.0,55370.0,76154.0,62642.0,88769.0,58982.0,9726.0,64303.0,32810.0,56209.0,53091.0,144905.0,58571.0
2011,41767.0,17270.0,105846.0,34024.0,7385.0,100649.0,45661.0,42798.0,108806.0,8209.0,16680.0,58725.0,40987.0,25869.0,42872.0,40271.0,36213.0,60816.0,78567.0,34545.0,56963.0,38182.0,29490.0,26343.0,31556.0,23030.0,48023.0,69830.0,29293.0,39538.0,32727.0,33333.0,32000.0,6805.0,14343.0,52105.0,36034.0,36074.0,39130.0,37500.0,84120.0,71411.0,17341.0,19394.0,40789.0,36370.0,-1.0,25688.0,29086.0,9628.0,82022.0,46821.0,23973.0,49140.0,132826.0,30006.0,52916.0,28708.0,38668.0,110812.0,12593.0,22048.0,67522.0,-1.0,36433.0,100160.0,45204.0,156188.0,18605.0,33917.0,67949.0,33867.0,77000.0,52274.0,6031.0,88750.0,49642.0,28894.0,29500.0,34823.0,61899.0,58253.0,88304.0,69641.0,94599.0,27491.0,58566.0,73846.0,64735.0,86824.0,58848.0,9747.0,65926.0,32343.0,48859.0,136238.0,147720.0,56180.0
2012,42231.0,28508.0,105097.0,32143.0,7879.0,103092.0,46667.0,44385.0,113739.0,7647.0,20120.0,64667.0,42752.0,26256.0,50573.0,54729.0,45000.0,63333.0,78497.0,40000.0,56068.0,38109.0,29655.0,26415.0,31556.0,23315.0,53214.0,71667.0,29316.0,39192.0,28451.0,34520.0,32091.0,7111.0,17500.0,53345.0,36278.0,36024.0,38796.0,38913.0,85006.0,68583.0,17391.0,17778.0,38387.0,34178.0,-1.0,25270.0,27227.0,9333.0,83160.0,42786.0,23899.0,49528.0,138063.0,29167.0,61800.0,28764.0,35036.0,111661.0,13414.0,20083.0,67407.0,-1.0,38300.0,109814.0,44312.0,165573.0,19058.0,29467.0,67901.0,33749.0,87580.0,55783.0,6000.0,93103.0,49415.0,29476.0,33000.0,34838.0,63509.0,60253.0,87163.0,83871.0,96435.0,23932.0,58178.0,72453.0,65395.0,88235.0,58377.0,9770.0,65741.0,30658.0,49562.0,136310.0,150536.0,46222.0
