,American Samoa,Fiji,Dominica,Madagascar,Togo,French Guiana,Burundi,Samoa,Kiribati,Rwanda,Guyana,Solomon Islands,Mauritius,Papua New Guinea,Comoros,Benin,Niue,China,Saint Lucia,Chad,Philippines,New Caledonia,Lebanon,Gabon,"China, Taiwan Province of",Japan,Maldives,Antigua and Barbuda,Trinidad and Tobago,Egypt,Sao Tome and Principe,United States of America,Wallis and Futuna Islands,Melanesia,Nicaragua,Republic of Korea,Democratic Republic of the Congo,Nigeria,Micronesia,Barbados,Turkey,Central African Republic,Tonga,Thailand,Ghana,Guinea,"China, mainland",Sierra Leone,Cyprus,Côte d'Ivoire,Polynesia,Cameroon,Occupied Palestinian Territory,Liberia
1986,42000.0,99506.0,122486.0,63729.0,24000.0,116952.0,50833.0,68214.0,48649.0,60306.0,,205217.0,102778.0,67213.0,,34154.0,44792.0,136481.0,50000.0,30000.0,34441.0,43333.0,200000.0,56364.0,129832.0,136007.0,100175.0,37500.0,85938.0,309524.0,51429.0,179375.0,133333.0,72700.0,,,63898.0,40989.0,48649.0,33333.0,50000.0,23973.0,71818.0,109434.0,48654.0,60000.0,136842.0,22222.0,271028.0,5619.0,67247.0,40909.0,,79545.0
1987,33333.0,100000.0,99321.0,63966.0,10550.0,87714.0,50000.0,67193.0,45946.0,60401.0,,207692.0,100000.0,68404.0,,41195.0,51111.0,137777.0,50000.0,29851.0,36032.0,43333.0,200000.0,61000.0,135431.0,137368.0,104000.0,40000.0,90625.0,318452.0,51000.0,178750.0,133333.0,73976.0,,,64526.0,42651.0,45946.0,30000.0,50000.0,23125.0,72500.0,110577.0,51517.0,60000.0,137931.0,22222.0,233645.0,5234.0,66743.0,41667.0,,79545.0
1988,33333.0,95000.0,100757.0,62500.0,20641.0,87515.0,51200.0,65517.0,43243.0,60000.0,,212500.0,96000.0,69355.0,,40564.0,56977.0,130319.0,50877.0,30137.0,34633.0,42500.0,200000.0,58000.0,144496.0,139894.0,100200.0,36667.0,92857.0,316327.0,50444.0,181176.0,133333.0,74672.0,,,65684.0,50000.0,43243.0,29167.0,57500.0,23125.0,73333.0,109615.0,78910.0,60000.0,129412.0,21765.0,220000.0,4931.0,66103.0,39286.0,,79545.0
1989,33760.0,75029.0,99372.0,63636.0,23617.0,112582.0,50315.0,63471.0,40541.0,60444.0,,212000.0,101190.0,66667.0,,32928.0,61176.0,133397.0,52632.0,30000.0,34333.0,41667.0,208333.0,57000.0,145748.0,135672.0,98182.0,31250.0,90909.0,297619.0,54000.0,173529.0,133333.0,71766.0,,,65707.0,47372.0,40541.0,24100.0,54000.0,23125.0,74375.0,110784.0,57971.0,59981.0,132500.0,21875.0,190000.0,4150.0,65024.0,40000.0,,79545.0
1990,44444.0,19133.0,102210.0,64706.0,17017.0,112582.0,50512.0,41667.0,45583.0,15654.0,,216535.0,94231.0,67188.0,61333.0,42782.0,61176.0,137294.0,53276.0,29787.0,33368.0,44444.0,215385.0,56842.0,139625.0,121269.0,57500.0,37143.0,88889.0,336735.0,54000.0,154706.0,122378.0,66115.0,,,65729.0,51844.0,45583.0,31000.0,55556.0,25000.0,75714.0,117598.0,57556.0,60177.0,137135.0,35556.0,225000.0,3717.0,49834.0,39947.0,,75000.0
1991,46210.0,41309.0,100575.0,63889.0,24189.0,101504.0,51850.0,37437.0,39421.0,44333.0,,215385.0,91111.0,66435.0,60945.0,42540.0,65116.0,176640.0,50600.0,27273.0,33793.0,44444.0,205405.0,57778.0,166750.0,136977.0,55556.0,37500.0,94595.0,351190.0,49267.0,134091.0,143392.0,70246.0,129009.0,,65817.0,49940.0,39421.0,34545.0,128571.0,26513.0,87333.0,108055.0,63913.0,60526.0,177278.0,22667.0,226316.0,3577.0,50618.0,39710.0,,78285.0
1992,46064.0,31677.0,97940.0,63158.0,16981.0,84467.0,50943.0,40000.0,40000.0,44913.0,,215048.0,90196.0,66346.0,59840.0,45000.0,65785.0,177338.0,50833.0,30785.0,34483.0,37500.0,217722.0,57647.0,180733.0,121840.0,53333.0,36901.0,93846.0,327596.0,54545.0,142273.0,142438.0,69921.0,128171.0,,48000.0,50000.0,40000.0,34314.0,134328.0,27273.0,72814.0,109455.0,61368.0,63000.0,177127.0,23004.0,210526.0,2503.0,55784.0,40083.0,,79761.0
1993,45918.0,28062.0,103591.0,62500.0,23079.0,114910.0,50577.0,33920.0,40685.0,45107.0,,216000.0,82759.0,66240.0,61515.0,45714.0,66300.0,177103.0,50795.0,30435.0,33848.0,33333.0,216667.0,60444.0,180000.0,124625.0,57200.0,36829.0,96200.0,328947.0,53846.0,129524.0,141483.0,69222.0,127334.0,,50888.0,50047.0,40685.0,53222.0,700000.0,27524.0,97100.0,110000.0,71293.0,62611.0,176976.0,23006.0,240000.0,2184.0,58058.0,40164.0,,81818.0
1994,45771.0,30130.0,104989.0,61905.0,21712.0,91164.0,46802.0,15000.0,41667.0,46933.0,,216955.0,108571.0,66667.0,62146.0,46630.0,66784.0,176379.0,51613.0,30400.0,34739.0,35000.0,232759.0,58834.0,163867.0,128865.0,56250.0,36766.0,95605.0,333333.0,56667.0,138500.0,140529.0,69008.0,126496.0,,51405.0,49912.0,41667.0,39667.0,136364.0,26923.0,95238.0,110119.0,64188.0,62669.0,176825.0,22857.0,259091.0,2159.0,48470.0,40541.0,,83333.0
1995,45634.0,97836.0,110000.0,60870.0,20547.0,53882.0,46369.0,27820.0,41746.0,44800.0,,217233.0,62000.0,64286.0,62881.0,40671.0,67236.0,176947.0,50666.0,36426.0,33687.0,29412.0,218182.0,59577.0,183943.0,113527.0,55636.0,35714.0,89400.0,335815.0,68336.0,140000.0,139574.0,72023.0,125658.0,,50796.0,51616.0,41746.0,38222.0,127660.0,30000.0,85945.0,110417.0,67638.0,62222.0,176674.0,22500.0,278261.0,1921.0,47224.0,45706.0,,82723.0
1996,45483.0,113065.0,112727.0,62500.0,10791.0,53882.0,46370.0,29660.0,42105.0,44560.0,,219231.0,96154.0,62764.0,63668.0,46796.0,67654.0,175237.0,50556.0,36359.0,35577.0,29412.0,226154.0,59116.0,157962.0,115409.0,57115.0,36770.0,101931.0,338662.0,80000.0,123333.0,138620.0,72528.0,124820.0,,50932.0,48776.0,42105.0,38273.0,134615.0,29370.0,85910.0,110454.0,72612.0,70029.0,175770.0,23964.0,250000.0,2243.0,53114.0,48678.0,,83146.0
1997,45334.0,95658.0,107260.0,64000.0,11515.0,53882.0,45773.0,32194.0,42116.0,16712.0,,200000.0,68235.0,60000.0,64859.0,37088.0,68038.0,172871.0,50000.0,38439.0,45891.0,27500.0,236000.0,61333.0,140140.0,126168.0,58462.0,36872.0,102340.0,336766.0,83902.0,138333.0,137665.0,68630.0,123983.0,,51114.0,70931.0,42116.0,38642.0,116071.0,30303.0,86301.0,110204.0,74190.0,68107.0,173999.0,23940.0,231579.0,11291.0,45983.0,52867.0,,83544.0
1998,68011.0,83578.0,106846.0,63462.0,11388.0,53882.0,46305.0,34560.0,42234.0,18143.0,,193750.0,75000.0,62500.0,65739.0,40871.0,68386.0,173266.0,50358.0,37069.0,57473.0,25000.0,232549.0,56190.0,157660.0,124231.0,53030.0,36979.0,101526.0,347667.0,86538.0,136000.0,136711.0,69868.0,123145.0,,47566.0,67215.0,42234.0,38701.0,146512.0,30556.0,90909.0,111321.0,72402.0,66241.0,173780.0,23789.0,304762.0,14362.0,50274.0,63296.0,250000.0,84615.0
1999,38000.0,148558.0,107826.0,64286.0,15827.0,53882.0,47421.0,35269.0,42105.0,18399.0,,200000.0,73333.0,64706.0,66653.0,44618.0,68697.0,174318.0,50333.0,48013.0,53086.0,33500.0,230000.0,60000.0,162395.0,117952.0,50755.0,37096.0,101706.0,244514.0,85407.0,154000.0,135756.0,73239.0,122307.0,,41526.0,67045.0,42105.0,40000.0,143750.0,30303.0,68644.0,112000.0,69407.0,62222.0,174699.0,22500.0,333333.0,14138.0,42862.0,61812.0,250000.0,84239.0
2000,37500.0,112243.0,107004.0,63333.0,10150.0,45669.0,44852.0,50000.0,42522.0,42657.0,80000.0,200000.0,71875.0,64230.0,67900.0,38032.0,68969.0,177991.0,50293.0,45646.0,53299.0,36400.0,233333.0,59301.0,158946.0,122606.0,23537.0,37256.0,102556.0,235642.0,91130.0,167368.0,134802.0,73764.0,121470.0,,40451.0,66201.0,42522.0,40000.0,150000.0,30000.0,74400.0,112274.0,65661.0,65378.0,178571.0,24375.0,280000.0,15548.0,53144.0,61437.0,250000.0,84468.0
2001,38710.0,98574.0,111111.0,64516.0,11229.0,37681.0,44779.0,50000.0,42500.0,43972.0,80031.0,200000.0,88095.0,63889.0,68045.0,41342.0,69202.0,178144.0,50252.0,50245.0,53674.0,34000.0,227901.0,59312.0,165137.0,122360.0,58000.0,37500.0,101600.0,250000.0,91703.0,161111.0,133848.0,72377.0,120632.0,,40449.0,64950.0,42500.0,38373.0,51282.0,30263.0,100000.0,112000.0,64306.0,62500.0,178584.0,25000.0,273684.0,13700.0,53965.0,61514.0,250000.0,85000.0
2002,38235.0,98123.0,109346.0,65625.0,15726.0,31929.0,46078.0,48571.0,43779.0,48490.0,80435.0,200000.0,108889.0,65789.0,68699.0,25850.0,69395.0,181786.0,50226.0,57961.0,53239.0,33938.0,225000.0,59241.0,165352.0,122164.0,58333.0,37778.0,105508.0,220933.0,92857.0,162941.0,132893.0,74261.0,119794.0,,40448.0,67532.0,43779.0,40000.0,35714.0,30303.0,86478.0,112132.0,65911.0,63721.0,182353.0,24688.0,273684.0,13700.0,51826.0,56116.0,300000.0,84886.0
2003,37049.0,97708.0,100000.0,66667.0,9058.0,28383.0,41454.0,47674.0,45238.0,51150.0,81081.0,200000.0,102941.0,65385.0,68657.0,39153.0,69484.0,177319.0,50136.0,120000.0,54689.0,35684.0,228571.0,59310.0,162592.0,127683.0,52000.0,37000.0,102500.0,299194.0,92756.0,133529.0,131908.0,74079.0,118720.0,,40969.0,69921.0,45238.0,40000.0,33333.0,30769.0,85514.0,112000.0,65222.0,63614.0,177778.0,25000.0,196262.0,13700.0,49495.0,55680.0,300000.0,84839.0
2004,36000.0,93636.0,107619.0,66176.0,9773.0,27298.0,41135.0,48106.0,46512.0,50323.0,80645.0,201429.0,120000.0,65213.0,68715.0,35029.0,69470.0,175622.0,50288.0,80000.0,56564.0,35923.0,222650.0,59388.0,157082.0,116962.0,59167.0,37500.0,102426.0,336524.0,91801.0,157333.0,130893.0,75138.0,117409.0,,40450.0,74000.0,46512.0,33333.0,26087.0,30303.0,84840.0,112000.0,63556.0,64801.0,176136.0,25926.0,195421.0,13700.0,49128.0,55248.0,300000.0,85124.0
2005,39540.0,97385.0,103747.0,65714.0,12267.0,26651.0,41921.0,48120.0,47430.0,51391.0,90436.0,200000.0,108333.0,65000.0,68889.0,28777.0,69412.0,175455.0,49765.0,80000.0,60685.0,34077.0,219617.0,59467.0,142792.0,123067.0,66667.0,37769.0,102105.0,294118.0,89655.0,120667.0,131599.0,76221.0,116097.0,,40451.0,75982.0,47430.0,34314.0,30455.0,30844.0,84002.0,112000.0,66118.0,62500.0,176471.0,25000.0,212909.0,13700.0,50727.0,64403.0,300000.0,85253.0
2006,39281.0,95195.0,97391.0,65278.0,11606.0,28337.0,41606.0,49296.0,48864.0,49656.0,81481.0,200000.0,121538.0,66025.0,68841.0,29361.0,69308.0,174054.0,50256.0,60000.0,61659.0,34857.0,219252.0,59545.0,162079.0,121319.0,62667.0,37959.0,103586.0,298514.0,74194.0,136000.0,130825.0,76126.0,114786.0,,40450.0,76868.0,48864.0,34130.0,200833.0,30849.0,89286.0,110336.0,63846.0,62245.0,174419.0,26364.0,209091.0,13700.0,51248.0,63971.0,300000.0,84762.0
2007,39023.0,96573.0,100962.0,64865.0,12917.0,30022.0,41518.0,54527.0,48889.0,48019.0,102311.0,200000.0,116250.0,66667.0,69095.0,38152.0,75000.0,183316.0,49878.0,60000.0,62561.0,35273.0,206592.0,59623.0,163480.0,122837.0,57778.0,38263.0,102083.0,350061.0,62500.0,111728.0,130769.0,76748.0,113475.0,,40449.0,67605.0,48889.0,34318.0,157143.0,31317.0,84444.0,109299.0,71013.0,62857.0,183908.0,24348.0,253778.0,13700.0,53896.0,64935.0,300000.0,85694.0
2008,38765.0,72303.0,101159.0,64321.0,11999.0,31707.0,46673.0,50362.0,48913.0,45812.0,113067.0,200000.0,76829.0,66250.0,69513.0,33033.0,68563.0,181190.0,50198.0,60000.0,63824.0,33500.0,201686.0,59702.0,158489.0,128357.0,61333.0,38395.0,106484.0,339145.0,57879.0,121875.0,128327.0,73209.0,112164.0,,40451.0,73997.0,48913.0,34167.0,179487.0,31525.0,82320.0,106685.0,67037.0,62500.0,181818.0,25000.0,255412.0,13700.0,50955.0,100000.0,360000.0,85714.0
2009,38507.0,100421.0,101044.0,63666.0,11707.0,33392.0,50930.0,53284.0,50172.0,52002.0,121904.0,200000.0,105714.0,66250.0,69068.0,27306.0,67972.0,182590.0,50000.0,60000.0,64432.0,34444.0,196548.0,59780.0,157772.0,129362.0,57000.0,38583.0,118421.0,328772.0,51613.0,100556.0,126917.0,77492.0,116014.0,,40450.0,62872.0,50172.0,34286.0,154296.0,31726.0,81700.0,105131.0,66962.0,62505.0,183333.0,25000.0,240941.0,11887.0,52091.0,82857.0,350000.0,86092.0
2010,38250.0,106347.0,100945.0,63101.0,11690.0,35077.0,55174.0,52942.0,52334.0,71527.0,130105.0,195820.0,88611.0,67949.0,69164.0,30907.0,67435.0,184182.0,49413.0,41072.0,65161.0,34198.0,191442.0,59858.0,183807.0,121449.0,57061.0,38767.0,110602.0,291310.0,48995.0,93158.0,125512.0,78813.0,116635.0,,40516.0,56853.0,52334.0,34821.0,151300.0,31892.0,81097.0,103545.0,65978.0,62467.0,184194.0,24348.0,269333.0,12041.0,51514.0,79287.0,351720.0,85000.0
2011,37993.0,97982.0,100838.0,62583.0,11672.0,36762.0,59125.0,52872.0,54063.0,78679.0,137609.0,192000.0,86486.0,68750.0,69261.0,84081.0,67002.0,183705.0,49422.0,46678.0,65798.0,33533.0,186450.0,59936.0,197814.0,125956.0,58323.0,38950.0,122915.0,297167.0,52231.0,94898.0,124079.0,78916.0,133838.0,,39189.0,67376.0,54063.0,35369.0,151458.0,32074.0,80511.0,102045.0,63595.0,62705.0,183333.0,24878.0,283816.0,12000.0,51357.0,95855.0,360578.0,84375.0
