,Paraguay,Bolivia (Plurinational State of),Peru,Yemen,Cameroon,United Kingdom,Israel,Malta,Dominican Republic,South Sudan,Brazil,Belgium,Nepal,Ethiopia,Denmark,Canada,Greece,Iraq,Syrian Arab Republic,Cyprus,Netherlands,Japan,Eritrea,Guyana,Bulgaria,Australia & New Zealand,Iran (Islamic Republic of),Guatemala,Sudan,Algeria,Slovenia,Morocco,Kyrgyzstan,Ukraine,Argentina,Luxembourg,Germany,Austria,Czechoslovakia,Ethiopia PDR,Lebanon,Mexico,Switzerland,Slovakia,Azerbaijan,Spain,Egypt,Sudan (former),China,Tunisia,Uzbekistan,Colombia,Libya,Albania,Portugal,Uruguay,Jamaica,Czechia,Occupied Palestinian Territory,Ecuador,Hungary,Sierra Leone,Australia,France,Jordan,Lithuania,Poland,"China, mainland",Russian Federation,Turkey,Italy,Belgium-Luxembourg
1998,5996.0,13703.0,34184.0,6622.0,-1.0,24000.0,2000.0,270.0,7600.0,-1,17007.0,-1.0,10309.0,420140.0,-1.0,5600.0,3400.0,9000.0,7800.0,350.0,749.0,184.0,5000.0,-1.0,10.0,135300.0,-1,17700.0,-1.0,37000.0,-1.0,160900.0,-1,-1.0,1350.0,-1.0,26454.0,2043.0,-1.0,-1.0,400.0,8500.0,-1.0,1400.0,2000.0,8900.0,161727.0,42000.0,1076000.0,35900.0,7183.0,2342.0,5700.0,137.0,24000.0,248.0,183.0,3400.0,619.0,8500.0,507.0,750.0,135300.0,12765.0,-1.0,-1.0,-1.0,1076000.0,6000.0,22000.0,46000.0,641.0
1999,8284.0,15000.0,35011.0,3524.0,200.0,44000.0,2200.0,280.0,7700.0,-1,25195.0,-1.0,9016.0,297510.0,-1.0,2800.0,3100.0,8033.0,7395.0,350.0,648.0,187.0,4000.0,-1.0,8.0,146800.0,-1,17000.0,-1.0,35000.0,-1.0,138500.0,-1,-1.0,1550.0,-1.0,23222.0,2333.0,-1.0,-1.0,200.0,16096.0,-1.0,2500.0,800.0,11700.0,133857.0,46620.0,1078000.0,46700.0,3800.0,2425.0,5000.0,139.0,24077.0,240.0,208.0,3630.0,304.0,7800.0,467.0,724.0,146800.0,13309.0,-1.0,-1.0,-1.0,1078000.0,6000.0,21000.0,47000.0,586.0
2000,8387.0,13819.0,41513.0,3493.0,221.0,44000.0,3000.0,292.0,8000.0,-1,41179.0,300.0,8394.0,362430.0,-1.0,6100.0,2600.0,6500.0,6854.0,350.0,700.0,189.0,3389.0,620.0,5.0,178000.0,-1,17000.0,-1.0,34250.0,-1.0,137000.0,-1,-1.0,1550.0,-1.0,17645.0,2952.0,-1.0,-1.0,139.0,24062.0,-1.0,200.0,800.0,12900.0,113670.0,50400.0,1150000.0,49100.0,2400.0,2291.0,4300.0,139.0,23327.0,350.0,152.0,2848.0,307.0,8000.0,56.0,750.0,178000.0,18213.0,-1.0,-1.0,-1.0,1150000.0,10000.0,20000.0,47841.0,-1.0
2001,10033.0,12983.0,38770.0,3739.0,225.0,24000.0,2800.0,270.0,8155.0,-1,25086.0,500.0,8446.0,433350.0,-1.0,5200.0,2300.0,2250.0,15109.0,350.0,700.0,190.0,3215.0,580.0,6.0,180000.0,-1,16100.0,-1.0,31450.0,-1.0,142500.0,-1,-1.0,1600.0,100.0,21000.0,2789.0,-1.0,-1.0,138.0,23215.0,-1.0,207.0,800.0,14000.0,140178.0,57540.0,1325000.0,46800.0,3100.0,2144.0,3600.0,132.0,22849.0,350.0,139.0,3200.0,225.0,9015.0,112.0,800.0,180000.0,45000.0,-1.0,-1.0,140.0,1325000.0,10000.0,19000.0,46938.0,-1.0
2002,10500.0,12000.0,38914.0,3281.0,228.0,24000.0,3500.0,265.0,8265.0,-1,31579.0,300.0,7433.0,371670.0,-1.0,5200.0,2400.0,4000.0,15500.0,350.0,500.0,100.0,3252.0,520.0,6.0,175073.0,-1,16100.0,-1.0,33610.0,-1.0,154100.0,-1,300.0,1600.0,100.0,19000.0,3415.0,-1.0,-1.0,0.0,26583.0,-1.0,1000.0,1000.0,37100.0,127190.0,58000.0,1250000.0,43600.0,4500.0,1608.0,2800.0,138.0,23649.0,390.0,120.0,3100.0,309.0,16516.0,147.0,1000.0,175073.0,77089.0,-1.0,-1.0,180.0,1250000.0,11000.0,18000.0,41387.0,-1.0
2003,10216.0,12500.0,42492.0,3240.0,232.0,45000.0,2760.0,275.0,8284.0,-1,34792.0,400.0,7860.0,439198.0,-1.0,4800.0,2100.0,3250.0,16396.0,400.0,600.0,96.0,3263.0,430.0,6.0,155000.0,-1,15500.0,-1.0,34050.0,3.0,151400.0,-1,13500.0,1650.0,100.0,20042.0,3465.0,-1.0,-1.0,370.0,24082.0,-1.0,1200.0,800.0,42100.0,106070.0,59243.0,1180000.0,45000.0,3100.0,1887.0,2100.0,140.0,23465.0,380.0,127.0,2758.0,342.0,19068.0,169.0,1100.0,155000.0,78240.0,-1.0,-1.0,180.0,1180000.0,13900.0,17000.0,44103.0,-1.0
2004,10498.0,13170.0,40960.0,2233.0,235.0,31800.0,2600.0,283.0,8347.0,-1,36179.0,400.0,7720.0,465334.0,-1.0,6000.0,1905.0,7250.0,17809.0,470.0,517.0,93.0,3262.0,380.0,5.0,194500.0,-1,15500.0,-1.0,36777.0,1.0,152900.0,-1,9600.0,1650.0,100.0,15511.0,2835.0,-1.0,-1.0,275.0,18959.0,-1.0,800.0,600.0,47661.0,101160.0,60504.0,1060000.0,45050.0,3000.0,1795.0,1400.0,142.0,23503.0,360.0,113.0,3730.0,429.0,17071.0,177.0,1200.0,194500.0,79345.0,-1.0,-1.0,214.0,1060000.0,21900.0,15100.0,44117.0,-1.0
2005,14950.0,13215.0,44923.0,2310.0,235.0,32500.0,3400.0,275.0,8279.0,-1,34452.0,700.0,7836.0,460577.0,-1.0,4000.0,1821.0,4500.0,16374.0,476.0,441.0,102.0,4500.0,359.0,4.0,183000.0,-1,15800.0,-1.0,35082.0,8.0,145600.0,-1,8000.0,1650.0,100.0,15700.0,3549.0,-1.0,-1.0,297.0,19266.0,-1.0,848.0,800.0,59515.0,83230.0,67226.0,1045000.0,46000.0,3000.0,1938.0,1105.0,139.0,23194.0,383.0,125.0,5400.0,457.0,15029.0,267.0,1150.0,183000.0,100392.0,-1.0,-1.0,330.0,1045000.0,22600.0,12400.0,48507.0,-1.0
2006,13070.0,13200.0,46861.0,3599.0,236.0,42000.0,5600.0,270.0,8377.0,-1,36857.0,500.0,8003.0,427719.0,-1.0,8400.0,1780.0,3000.0,14290.0,500.0,513.0,103.0,2571.0,360.0,4.0,186637.0,-1,16381.0,-1.0,33537.0,9.0,169100.0,-1,6700.0,1660.0,100.0,15000.0,4555.0,-1.0,-1.0,180.0,20013.0,-1.0,2687.0,500.0,36641.0,73650.0,66667.0,875000.0,49900.0,2400.0,2245.0,1000.0,144.0,24359.0,380.0,146.0,2382.0,461.0,14216.0,442.0,1250.0,186637.0,77643.0,-1.0,300.0,230.0,875000.0,27400.0,10538.0,44617.0,-1.0
2007,15000.0,13395.0,49336.0,4030.0,237.0,30000.0,5800.0,280.0,8500.0,-1,34797.0,300.0,7970.0,458202.0,-1.0,5700.0,1803.0,4750.0,14707.0,450.0,300.0,104.0,1996.0,364.0,4.0,133000.0,-1,20961.0,-1.0,31284.0,1.0,180800.0,-1,4700.0,1700.0,37.0,12216.0,4479.0,-1.0,-1.0,175.0,21290.0,-1.0,1800.0,300.0,25672.0,89030.0,67500.0,962000.0,53500.0,2000.0,2217.0,1000.0,146.0,24500.0,380.0,128.0,1378.0,480.0,13606.0,364.0,1200.0,133000.0,53447.0,-1.0,600.0,270.0,962000.0,16600.0,10846.0,49972.0,-1.0
2008,14000.0,13356.0,52498.0,4112.0,238.0,22000.0,3600.0,279.0,8837.0,-1,41785.0,300.0,7832.0,520520.0,-1.0,0.0,1500.0,4250.0,22300.0,430.0,314.0,104.0,2062.0,374.0,4.0,129000.0,-1,20961.0,-1.0,30688.0,1.0,181900.0,-1,2900.0,1700.0,100.0,11128.0,3695.0,-1.0,-1.0,180.0,20818.0,-1.0,504.0,100.0,21228.0,71445.0,69748.0,945000.0,57700.0,2500.0,2250.0,1000.0,150.0,25000.0,400.0,124.0,883.0,399.0,11961.0,237.0,1300.0,129000.0,60697.0,-1.0,600.0,214.0,945000.0,15100.0,10261.0,54310.0,-1.0
2009,14500.0,13354.0,54672.0,4131.0,242.0,37000.0,3700.0,281.0,9190.0,-1,45276.0,300.0,7845.0,512067.0,-1.0,0.0,1500.0,3128.0,17461.0,450.0,592.0,105.0,225.0,385.0,4.0,134000.0,-1,20961.0,-1.0,32278.0,24.0,179800.0,-1,3800.0,1725.0,100.0,12022.0,2819.0,-1.0,-1.0,135.0,18155.0,259.0,556.0,71.0,18700.0,86519.0,67083.0,875000.0,54700.0,2500.0,1656.0,1020.0,154.0,25200.0,410.0,163.0,2017.0,400.0,12907.0,83.0,1400.0,134000.0,88306.0,-1.0,800.0,180.0,875000.0,13400.0,9383.0,49784.0,-1.0
2010,15601.0,13321.0,53534.0,4203.0,230.0,97000.0,263.0,291.0,10400.0,-1,27728.0,600.0,8000.0,459184.0,-1.0,0.0,2500.0,5094.0,16876.0,202.0,564.0,104.0,981.0,396.0,2.0,129000.0,-1,21032.0,-1.0,34210.0,3.0,196900.0,-1,4600.0,1750.0,33.0,16900.0,4200.0,-1.0,-1.0,125.0,20330.0,274.0,202.0,60.0,24675.0,77149.0,71000.0,870000.0,58700.0,2600.0,1657.0,1086.0,150.0,24020.0,389.0,185.0,2100.0,70.0,8250.0,108.0,1500.0,129000.0,151342.0,-1.0,1000.0,140.0,870000.0,11200.0,8291.0,52108.0,-1.0
2011,18402.0,13271.0,52003.0,4202.0,250.0,81000.0,125.0,290.0,10000.0,-1,37132.0,468.0,7901.0,457560.0,-1.0,0.0,820.0,3534.0,17145.0,148.0,491.0,109.0,165.0,404.0,4.0,162600.0,-1,21183.0,-1.0,37090.0,0.0,199610.0,-1,3600.0,1766.0,44.0,17300.0,6028.0,-1.0,-1.0,122.0,14850.0,319.0,193.0,97.0,27957.0,55200.0,72420.0,872000.0,56570.0,1400.0,1887.0,306.0,157.0,23475.0,376.0,202.0,1700.0,199.0,16175.0,211.0,1434.0,162600.0,91429.0,-1.0,1200.0,190.0,872000.0,10700.0,7442.0,43800.0,-1.0
2012,20454.0,13500.0,55703.0,4276.0,275.0,66000.0,100.0,250.0,10500.0,-1,20969.0,470.0,7867.0,574061.0,-1.0,0.0,900.0,2346.0,15094.0,105.0,512.0,124.0,200.0,400.0,1.0,151400.0,-1,20827.0,73144.0,36835.0,0.0,187160.0,-1,3100.0,1800.0,31.0,15800.0,6852.0,-1.0,-1.0,149.0,23141.0,305.0,291.0,92.0,24600.0,41121.0,-1.0,829000.0,54495.0,2000.0,2127.0,226.0,190.0,22000.0,350.0,209.0,1549.0,275.0,13287.0,140.0,1400.0,151400.0,60340.0,-1.0,1400.0,190.0,829000.0,7500.0,8533.0,46130.0,-1.0
2013,22271.0,14000.0,57477.0,4328.0,270.0,73000.0,100.0,250.0,10000.0,-1,23469.0,500.0,6362.0,538458.0,-1.0,0.0,2240.0,2388.0,14933.0,106.0,355.0,125.0,200.0,400.0,0.0,202900.0,-1,21037.0,73200.0,37668.0,0.0,205520.0,-1,2400.0,1800.0,71.0,16500.0,6194.0,-1.0,-1.0,167.0,25049.0,426.0,203.0,67.0,17500.0,44065.0,-1.0,725000.0,55933.0,2500.0,1175.0,199.0,150.0,22500.0,350.0,215.0,1649.0,275.0,6333.0,180.0,1450.0,202900.0,67946.0,-1.0,2200.0,190.0,725000.0,7510.0,7075.0,42584.0,-1.0
2014,23950.0,13086.0,58261.0,4025.0,257.0,21400.0,100.0,260.0,9617.0,-1,21591.0,600.0,6233.0,443107.0,-1.0,-1.0,1760.0,1209.0,19558.0,87.0,242.0,125.0,595.0,405.0,2.0,152100.0,-1,21037.0,75000.0,37499.0,0.0,190966.0,-1,2200.0,1803.0,97.0,20500.0,7661.0,-1.0,-1.0,181.0,26467.0,493.0,269.0,57.0,23155.0,37677.0,-1.0,701600.0,57736.0,2700.0,1029.0,197.0,163.0,22138.0,360.0,208.0,1721.0,260.0,6717.0,220.0,1488.0,152100.0,74884.0,-1.0,2578.0,199.0,701600.0,6091.0,5911.0,41074.0,-1.0
